bucket_open_et,segment_id,open,high,low,close,volume,n_source_minutes,norm_segment_id,source_first_ts,source_last_ts,bucket_close_et,availability_et,tf,spans_segment_boundary,complete
2025-06-09 11:00:00-04:00,1,21842.5,21869.5,21813.0,21838.25,34117,60,0,2025-06-09 11:00:00-04:00,2025-06-09 11:59:00-04:00,2025-06-09 12:00:00-04:00,2025-06-09 12:00:00-04:00,1h,False,True
2025-06-09 12:00:00-04:00,1,21839.25,21885.0,21815.5,21870.25,28646,60,0,2025-06-09 12:00:00-04:00,2025-06-09 12:59:00-04:00,2025-06-09 13:00:00-04:00,2025-06-09 13:00:00-04:00,1h,False,True
2025-06-09 13:00:00-04:00,1,21870.25,21881.75,21834.25,21867.25,30091,60,0,2025-06-09 13:00:00-04:00,2025-06-09 13:59:00-04:00,2025-06-09 14:00:00-04:00,2025-06-09 14:00:00-04:00,1h,False,True
2025-06-09 14:00:00-04:00,1,21867.5,21879.25,21841.5,21869.25,23581,60,0,2025-06-09 14:00:00-04:00,2025-06-09 14:59:00-04:00,2025-06-09 15:00:00-04:00,2025-06-09 15:00:00-04:00,1h,False,True
2025-06-09 15:00:00-04:00,1,21869.75,21875.25,21814.0,21818.75,49270,60,0,2025-06-09 15:00:00-04:00,2025-06-09 15:59:00-04:00,2025-06-09 16:00:00-04:00,2025-06-09 16:00:00-04:00,1h,False,True
2025-06-09 16:00:00-04:00,1,21818.5,21825.0,21796.75,21822.25,13647,60,0,2025-06-09 16:00:00-04:00,2025-06-09 16:59:00-04:00,2025-06-09 17:00:00-04:00,2025-06-09 17:00:00-04:00,1h,False,True
2025-06-09 18:00:00-04:00,1,21824.0,21847.75,21823.25,21825.25,2618,60,0,2025-06-09 18:00:00-04:00,2025-06-09 18:59:00-04:00,2025-06-09 19:00:00-04:00,2025-06-09 19:00:00-04:00,1h,False,True
2025-06-09 19:00:00-04:00,1,21826.5,21838.25,21825.25,21832.5,1634,60,0,2025-06-09 19:00:00-04:00,2025-06-09 19:59:00-04:00,2025-06-09 20:00:00-04:00,2025-06-09 20:00:00-04:00,1h,False,True
2025-06-09 20:00:00-04:00,1,21833.0,21873.0,21815.25,21864.0,4530,60,0,2025-06-09 20:00:00-04:00,2025-06-09 20:59:00-04:00,2025-06-09 21:00:00-04:00,2025-06-09 21:00:00-04:00,1h,False,True
2025-06-09 21:00:00-04:00,1,21863.75,21973.25,21862.75,21966.25,10191,60,0,2025-06-09 21:00:00-04:00,2025-06-09 21:59:00-04:00,2025-06-09 22:00:00-04:00,2025-06-09 22:00:00-04:00,1h,False,True
2025-06-09 22:00:00-04:00,1,21966.0,21968.0,21944.25,21948.5,4227,60,0,2025-06-09 22:00:00-04:00,2025-06-09 22:59:00-04:00,2025-06-09 23:00:00-04:00,2025-06-09 23:00:00-04:00,1h,False,True
2025-06-09 23:00:00-04:00,1,21947.75,21952.5,21932.75,21939.25,2527,60,0,2025-06-09 23:00:00-04:00,2025-06-09 23:59:00-04:00,2025-06-10 00:00:00-04:00,2025-06-10 00:00:00-04:00,1h,False,True
2025-06-10 00:00:00-04:00,1,21939.0,21941.75,21911.75,21917.25,2703,60,0,2025-06-10 00:00:00-04:00,2025-06-10 00:59:00-04:00,2025-06-10 01:00:00-04:00,2025-06-10 01:00:00-04:00,1h,False,True
2025-06-10 01:00:00-04:00,1,21917.75,21931.0,21756.5,21829.0,15707,60,0,2025-06-10 01:00:00-04:00,2025-06-10 01:59:00-04:00,2025-06-10 02:00:00-04:00,2025-06-10 02:00:00-04:00,1h,False,True
2025-06-10 02:00:00-04:00,1,21829.0,21840.0,21801.0,21808.0,5852,60,0,2025-06-10 02:00:00-04:00,2025-06-10 02:59:00-04:00,2025-06-10 03:00:00-04:00,2025-06-10 03:00:00-04:00,1h,False,True
2025-06-10 03:00:00-04:00,1,21808.75,21826.25,21732.0,21794.0,10513,60,0,2025-06-10 03:00:00-04:00,2025-06-10 03:59:00-04:00,2025-06-10 04:00:00-04:00,2025-06-10 04:00:00-04:00,1h,False,True
2025-06-10 04:00:00-04:00,1,21794.75,21822.0,21760.75,21812.25,7060,60,0,2025-06-10 04:00:00-04:00,2025-06-10 04:59:00-04:00,2025-06-10 05:00:00-04:00,2025-06-10 05:00:00-04:00,1h,False,True
2025-06-10 05:00:00-04:00,1,21812.25,21841.75,21805.75,21829.0,3812,60,0,2025-06-10 05:00:00-04:00,2025-06-10 05:59:00-04:00,2025-06-10 06:00:00-04:00,2025-06-10 06:00:00-04:00,1h,False,True
2025-06-10 06:00:00-04:00,1,21828.75,21857.5,21828.5,21840.75,4620,60,0,2025-06-10 06:00:00-04:00,2025-06-10 06:59:00-04:00,2025-06-10 07:00:00-04:00,2025-06-10 07:00:00-04:00,1h,False,True
2025-06-10 07:00:00-04:00,1,21841.75,21858.5,21803.0,21857.75,7049,60,0,2025-06-10 07:00:00-04:00,2025-06-10 07:59:00-04:00,2025-06-10 08:00:00-04:00,2025-06-10 08:00:00-04:00,1h,False,True
2025-06-10 08:00:00-04:00,1,21858.25,21868.0,21847.0,21854.0,7174,60,0,2025-06-10 08:00:00-04:00,2025-06-10 08:59:00-04:00,2025-06-10 09:00:00-04:00,2025-06-10 09:00:00-04:00,1h,False,True
2025-06-10 09:00:00-04:00,1,21854.75,21893.25,21818.0,21857.0,50370,60,0,2025-06-10 09:00:00-04:00,2025-06-10 09:59:00-04:00,2025-06-10 10:00:00-04:00,2025-06-10 10:00:00-04:00,1h,False,True
2025-06-10 10:00:00-04:00,1,21857.25,21890.75,21847.5,21853.25,40082,60,0,2025-06-10 10:00:00-04:00,2025-06-10 10:59:00-04:00,2025-06-10 11:00:00-04:00,2025-06-10 11:00:00-04:00,1h,False,True
2025-06-10 11:00:00-04:00,1,21853.5,21878.5,21742.75,21874.5,57610,60,0,2025-06-10 11:00:00-04:00,2025-06-10 11:59:00-04:00,2025-06-10 12:00:00-04:00,2025-06-10 12:00:00-04:00,1h,False,True
2025-06-10 12:00:00-04:00,1,21874.25,21918.0,21871.75,21909.5,33913,60,0,2025-06-10 12:00:00-04:00,2025-06-10 12:59:00-04:00,2025-06-10 13:00:00-04:00,2025-06-10 13:00:00-04:00,1h,False,True
2025-06-10 13:00:00-04:00,1,21910.0,21931.0,21867.0,21873.0,31323,60,0,2025-06-10 13:00:00-04:00,2025-06-10 13:59:00-04:00,2025-06-10 14:00:00-04:00,2025-06-10 14:00:00-04:00,1h,False,True
2025-06-10 14:00:00-04:00,1,21873.5,21967.25,21820.75,21948.5,48964,60,0,2025-06-10 14:00:00-04:00,2025-06-10 14:59:00-04:00,2025-06-10 15:00:00-04:00,2025-06-10 15:00:00-04:00,1h,False,True
2025-06-10 15:00:00-04:00,1,21949.0,21992.25,21910.75,21964.5,62099,60,0,2025-06-10 15:00:00-04:00,2025-06-10 15:59:00-04:00,2025-06-10 16:00:00-04:00,2025-06-10 16:00:00-04:00,1h,False,True
2025-06-10 16:00:00-04:00,1,21964.25,21969.25,21936.0,21951.0,14621,60,0,2025-06-10 16:00:00-04:00,2025-06-10 16:59:00-04:00,2025-06-10 17:00:00-04:00,2025-06-10 17:00:00-04:00,1h,False,True
2025-06-10 18:00:00-04:00,1,21945.75,21983.75,21937.0,21972.75,3181,60,0,2025-06-10 18:00:00-04:00,2025-06-10 18:59:00-04:00,2025-06-10 19:00:00-04:00,2025-06-10 19:00:00-04:00,1h,False,True
2025-06-10 19:00:00-04:00,1,21974.25,22002.75,21916.5,21953.75,5872,60,0,2025-06-10 19:00:00-04:00,2025-06-10 19:59:00-04:00,2025-06-10 20:00:00-04:00,2025-06-10 20:00:00-04:00,1h,False,True
2025-06-10 20:00:00-04:00,1,21954.0,21965.75,21911.0,21913.75,4726,60,0,2025-06-10 20:00:00-04:00,2025-06-10 20:59:00-04:00,2025-06-10 21:00:00-04:00,2025-06-10 21:00:00-04:00,1h,False,True
2025-06-10 21:00:00-04:00,1,21914.0,21923.75,21881.25,21908.0,5291,60,0,2025-06-10 21:00:00-04:00,2025-06-10 21:59:00-04:00,2025-06-10 22:00:00-04:00,2025-06-10 22:00:00-04:00,1h,False,True
2025-06-10 22:00:00-04:00,1,21908.75,21911.5,21891.75,21895.25,1994,60,0,2025-06-10 22:00:00-04:00,2025-06-10 22:59:00-04:00,2025-06-10 23:00:00-04:00,2025-06-10 23:00:00-04:00,1h,False,True
2025-06-10 23:00:00-04:00,1,21894.5,21910.0,21886.25,21907.75,2251,60,0,2025-06-10 23:00:00-04:00,2025-06-10 23:59:00-04:00,2025-06-11 00:00:00-04:00,2025-06-11 00:00:00-04:00,1h,False,True
2025-06-11 00:00:00-04:00,1,21906.25,21915.5,21872.75,21876.5,2766,60,0,2025-06-11 00:00:00-04:00,2025-06-11 00:59:00-04:00,2025-06-11 01:00:00-04:00,2025-06-11 01:00:00-04:00,1h,False,True
2025-06-11 01:00:00-04:00,1,21877.75,21900.25,21865.75,21881.25,3320,60,0,2025-06-11 01:00:00-04:00,2025-06-11 01:59:00-04:00,2025-06-11 02:00:00-04:00,2025-06-11 02:00:00-04:00,1h,False,True
2025-06-11 02:00:00-04:00,1,21881.75,21906.0,21874.75,21896.0,3460,60,0,2025-06-11 02:00:00-04:00,2025-06-11 02:59:00-04:00,2025-06-11 03:00:00-04:00,2025-06-11 03:00:00-04:00,1h,False,True
2025-06-11 03:00:00-04:00,1,21896.75,21934.75,21891.5,21928.75,5639,60,0,2025-06-11 03:00:00-04:00,2025-06-11 03:59:00-04:00,2025-06-11 04:00:00-04:00,2025-06-11 04:00:00-04:00,1h,False,True
2025-06-11 04:00:00-04:00,1,21929.25,21959.5,21919.25,21942.75,5067,60,0,2025-06-11 04:00:00-04:00,2025-06-11 04:59:00-04:00,2025-06-11 05:00:00-04:00,2025-06-11 05:00:00-04:00,1h,False,True
2025-06-11 05:00:00-04:00,1,21943.0,21949.0,21914.5,21916.75,3328,60,0,2025-06-11 05:00:00-04:00,2025-06-11 05:59:00-04:00,2025-06-11 06:00:00-04:00,2025-06-11 06:00:00-04:00,1h,False,True
2025-06-11 06:00:00-04:00,1,21917.75,21939.0,21908.75,21929.25,3739,60,0,2025-06-11 06:00:00-04:00,2025-06-11 06:59:00-04:00,2025-06-11 07:00:00-04:00,2025-06-11 07:00:00-04:00,1h,False,True
2025-06-11 07:00:00-04:00,1,21929.0,21940.25,21882.0,21930.0,6090,60,0,2025-06-11 07:00:00-04:00,2025-06-11 07:59:00-04:00,2025-06-11 08:00:00-04:00,2025-06-11 08:00:00-04:00,1h,False,True
2025-06-11 08:00:00-04:00,1,21931.0,22106.0,21888.5,22028.75,35875,60,0,2025-06-11 08:00:00-04:00,2025-06-11 08:59:00-04:00,2025-06-11 09:00:00-04:00,2025-06-11 09:00:00-04:00,1h,False,True
2025-06-11 09:00:00-04:00,1,22029.75,22041.0,21915.75,21980.5,65078,60,0,2025-06-11 09:00:00-04:00,2025-06-11 09:59:00-04:00,2025-06-11 10:00:00-04:00,2025-06-11 10:00:00-04:00,1h,False,True
2025-06-11 10:00:00-04:00,1,21981.0,22062.0,21973.75,22056.75,54380,60,0,2025-06-11 10:00:00-04:00,2025-06-11 10:59:00-04:00,2025-06-11 11:00:00-04:00,2025-06-11 11:00:00-04:00,1h,False,True
2025-06-11 11:00:00-04:00,1,22056.5,22066.25,21977.0,21993.5,53710,60,0,2025-06-11 11:00:00-04:00,2025-06-11 11:59:00-04:00,2025-06-11 12:00:00-04:00,2025-06-11 12:00:00-04:00,1h,False,True
2025-06-11 12:00:00-04:00,1,21994.25,22006.75,21908.0,21977.5,49294,60,0,2025-06-11 12:00:00-04:00,2025-06-11 12:59:00-04:00,2025-06-11 13:00:00-04:00,2025-06-11 13:00:00-04:00,1h,False,True
2025-06-11 13:00:00-04:00,1,21978.25,22018.5,21910.75,21916.5,38482,60,0,2025-06-11 13:00:00-04:00,2025-06-11 13:59:00-04:00,2025-06-11 14:00:00-04:00,2025-06-11 14:00:00-04:00,1h,False,True
2025-06-11 14:00:00-04:00,1,21917.25,21931.0,21790.75,21861.0,85571,60,0,2025-06-11 14:00:00-04:00,2025-06-11 14:59:00-04:00,2025-06-11 15:00:00-04:00,2025-06-11 15:00:00-04:00,1h,False,True
2025-06-11 15:00:00-04:00,1,21862.0,21892.75,21824.25,21887.75,58142,60,0,2025-06-11 15:00:00-04:00,2025-06-11 15:59:00-04:00,2025-06-11 16:00:00-04:00,2025-06-11 16:00:00-04:00,1h,False,True
2025-06-11 16:00:00-04:00,1,21887.25,21910.75,21870.25,21883.25,12043,60,0,2025-06-11 16:00:00-04:00,2025-06-11 16:59:00-04:00,2025-06-11 17:00:00-04:00,2025-06-11 17:00:00-04:00,1h,False,True
2025-06-11 18:00:00-04:00,1,21871.0,21894.25,21827.25,21836.25,3975,60,0,2025-06-11 18:00:00-04:00,2025-06-11 18:59:00-04:00,2025-06-11 19:00:00-04:00,2025-06-11 19:00:00-04:00,1h,False,True
2025-06-11 19:00:00-04:00,1,21834.75,21866.0,21818.0,21837.75,3151,60,0,2025-06-11 19:00:00-04:00,2025-06-11 19:59:00-04:00,2025-06-11 20:00:00-04:00,2025-06-11 20:00:00-04:00,1h,False,True
2025-06-11 20:00:00-04:00,1,21838.75,21849.0,21782.25,21801.75,5837,60,0,2025-06-11 20:00:00-04:00,2025-06-11 20:59:00-04:00,2025-06-11 21:00:00-04:00,2025-06-11 21:00:00-04:00,1h,False,True
2025-06-11 21:00:00-04:00,1,21800.75,21813.75,21754.0,21786.5,5256,60,0,2025-06-11 21:00:00-04:00,2025-06-11 21:59:00-04:00,2025-06-11 22:00:00-04:00,2025-06-11 22:00:00-04:00,1h,False,True
2025-06-11 22:00:00-04:00,1,21787.0,21794.75,21772.0,21785.75,2845,60,0,2025-06-11 22:00:00-04:00,2025-06-11 22:59:00-04:00,2025-06-11 23:00:00-04:00,2025-06-11 23:00:00-04:00,1h,False,True
2025-06-11 23:00:00-04:00,1,21787.0,21825.0,21784.25,21809.0,2296,60,0,2025-06-11 23:00:00-04:00,2025-06-11 23:59:00-04:00,2025-06-12 00:00:00-04:00,2025-06-12 00:00:00-04:00,1h,False,True
2025-06-12 00:00:00-04:00,1,21809.25,21831.25,21802.25,21830.0,1874,60,0,2025-06-12 00:00:00-04:00,2025-06-12 00:59:00-04:00,2025-06-12 01:00:00-04:00,2025-06-12 01:00:00-04:00,1h,False,True
2025-06-12 01:00:00-04:00,1,21829.75,21840.0,21805.75,21828.5,2406,60,0,2025-06-12 01:00:00-04:00,2025-06-12 01:59:00-04:00,2025-06-12 02:00:00-04:00,2025-06-12 02:00:00-04:00,1h,False,True
2025-06-12 02:00:00-04:00,1,21825.0,21847.75,21809.5,21838.5,2515,60,0,2025-06-12 02:00:00-04:00,2025-06-12 02:59:00-04:00,2025-06-12 03:00:00-04:00,2025-06-12 03:00:00-04:00,1h,False,True
2025-06-12 03:00:00-04:00,1,21839.75,21863.25,21751.0,21775.0,6919,60,0,2025-06-12 03:00:00-04:00,2025-06-12 03:59:00-04:00,2025-06-12 04:00:00-04:00,2025-06-12 04:00:00-04:00,1h,False,True
2025-06-12 04:00:00-04:00,1,21775.25,21805.25,21713.25,21799.25,8585,60,0,2025-06-12 04:00:00-04:00,2025-06-12 04:59:00-04:00,2025-06-12 05:00:00-04:00,2025-06-12 05:00:00-04:00,1h,False,True
2025-06-12 05:00:00-04:00,1,21799.5,21843.25,21791.0,21811.25,5670,60,0,2025-06-12 05:00:00-04:00,2025-06-12 05:59:00-04:00,2025-06-12 06:00:00-04:00,2025-06-12 06:00:00-04:00,1h,False,True
2025-06-12 06:00:00-04:00,1,21810.0,21826.0,21759.25,21805.5,6435,60,0,2025-06-12 06:00:00-04:00,2025-06-12 06:59:00-04:00,2025-06-12 07:00:00-04:00,2025-06-12 07:00:00-04:00,1h,False,True
2025-06-12 07:00:00-04:00,1,21804.0,21806.0,21732.0,21739.0,6392,60,0,2025-06-12 07:00:00-04:00,2025-06-12 07:59:00-04:00,2025-06-12 08:00:00-04:00,2025-06-12 08:00:00-04:00,1h,False,True
2025-06-12 08:00:00-04:00,1,21739.0,21848.0,21714.0,21835.5,14630,60,0,2025-06-12 08:00:00-04:00,2025-06-12 08:59:00-04:00,2025-06-12 09:00:00-04:00,2025-06-12 09:00:00-04:00,1h,False,True
2025-06-12 09:00:00-04:00,1,21836.25,21892.5,21818.5,21857.25,44060,60,0,2025-06-12 09:00:00-04:00,2025-06-12 09:59:00-04:00,2025-06-12 10:00:00-04:00,2025-06-12 10:00:00-04:00,1h,False,True
2025-06-12 10:00:00-04:00,1,21856.5,21949.0,21840.5,21934.75,51295,60,0,2025-06-12 10:00:00-04:00,2025-06-12 10:59:00-04:00,2025-06-12 11:00:00-04:00,2025-06-12 11:00:00-04:00,1h,False,True
2025-06-12 11:00:00-04:00,1,21934.75,21977.25,21881.0,21922.5,51542,60,0,2025-06-12 11:00:00-04:00,2025-06-12 11:59:00-04:00,2025-06-12 12:00:00-04:00,2025-06-12 12:00:00-04:00,1h,False,True
2025-06-12 12:00:00-04:00,1,21922.25,21969.75,21901.5,21923.5,43522,60,0,2025-06-12 12:00:00-04:00,2025-06-12 12:59:00-04:00,2025-06-12 13:00:00-04:00,2025-06-12 13:00:00-04:00,1h,False,True
2025-06-12 13:00:00-04:00,1,21924.25,21967.5,21917.0,21937.0,29591,60,0,2025-06-12 13:00:00-04:00,2025-06-12 13:59:00-04:00,2025-06-12 14:00:00-04:00,2025-06-12 14:00:00-04:00,1h,False,True
2025-06-12 14:00:00-04:00,1,21937.75,21950.0,21902.0,21937.25,29908,60,0,2025-06-12 14:00:00-04:00,2025-06-12 14:59:00-04:00,2025-06-12 15:00:00-04:00,2025-06-12 15:00:00-04:00,1h,False,True
2025-06-12 15:00:00-04:00,1,21937.0,21953.0,21893.5,21936.5,37069,60,0,2025-06-12 15:00:00-04:00,2025-06-12 15:59:00-04:00,2025-06-12 16:00:00-04:00,2025-06-12 16:00:00-04:00,1h,False,True
2025-06-12 16:00:00-04:00,1,21936.75,21948.0,21906.25,21909.0,12656,60,0,2025-06-12 16:00:00-04:00,2025-06-12 16:59:00-04:00,2025-06-12 17:00:00-04:00,2025-06-12 17:00:00-04:00,1h,False,True
2025-06-12 18:00:00-04:00,1,21909.0,21915.75,21861.75,21881.0,3142,60,0,2025-06-12 18:00:00-04:00,2025-06-12 18:59:00-04:00,2025-06-12 19:00:00-04:00,2025-06-12 19:00:00-04:00,1h,False,True
2025-06-12 19:00:00-04:00,1,21880.5,21889.0,21782.75,21786.75,4459,60,0,2025-06-12 19:00:00-04:00,2025-06-12 19:59:00-04:00,2025-06-12 20:00:00-04:00,2025-06-12 20:00:00-04:00,1h,False,True
2025-06-12 20:00:00-04:00,1,21786.0,21793.5,21524.0,21566.25,24518,60,0,2025-06-12 20:00:00-04:00,2025-06-12 20:59:00-04:00,2025-06-12 21:00:00-04:00,2025-06-12 21:00:00-04:00,1h,False,True
2025-06-12 21:00:00-04:00,1,21566.0,21619.25,21489.0,21612.5,13006,60,0,2025-06-12 21:00:00-04:00,2025-06-12 21:59:00-04:00,2025-06-12 22:00:00-04:00,2025-06-12 22:00:00-04:00,1h,False,True
2025-06-12 22:00:00-04:00,1,21613.0,21614.25,21471.0,21530.25,9910,60,0,2025-06-12 22:00:00-04:00,2025-06-12 22:59:00-04:00,2025-06-12 23:00:00-04:00,2025-06-12 23:00:00-04:00,1h,False,True
2025-06-12 23:00:00-04:00,1,21532.5,21583.0,21525.0,21573.0,6303,60,0,2025-06-12 23:00:00-04:00,2025-06-12 23:59:00-04:00,2025-06-13 00:00:00-04:00,2025-06-13 00:00:00-04:00,1h,False,True
2025-06-13 00:00:00-04:00,1,21574.0,21575.75,21513.5,21543.5,3358,60,0,2025-06-13 00:00:00-04:00,2025-06-13 00:59:00-04:00,2025-06-13 01:00:00-04:00,2025-06-13 01:00:00-04:00,1h,False,True
2025-06-13 01:00:00-04:00,1,21543.75,21570.25,21519.0,21570.25,2964,60,0,2025-06-13 01:00:00-04:00,2025-06-13 01:59:00-04:00,2025-06-13 02:00:00-04:00,2025-06-13 02:00:00-04:00,1h,False,True
2025-06-13 02:00:00-04:00,1,21570.5,21613.25,21565.0,21605.75,6320,60,0,2025-06-13 02:00:00-04:00,2025-06-13 02:59:00-04:00,2025-06-13 03:00:00-04:00,2025-06-13 03:00:00-04:00,1h,False,True
2025-06-13 03:00:00-04:00,1,21607.0,21652.0,21587.25,21636.75,8613,60,0,2025-06-13 03:00:00-04:00,2025-06-13 03:59:00-04:00,2025-06-13 04:00:00-04:00,2025-06-13 04:00:00-04:00,1h,False,True
2025-06-13 04:00:00-04:00,1,21637.5,21664.0,21582.75,21600.25,7598,60,0,2025-06-13 04:00:00-04:00,2025-06-13 04:59:00-04:00,2025-06-13 05:00:00-04:00,2025-06-13 05:00:00-04:00,1h,False,True
2025-06-13 05:00:00-04:00,1,21598.75,21644.0,21577.0,21622.0,6466,60,0,2025-06-13 05:00:00-04:00,2025-06-13 05:59:00-04:00,2025-06-13 06:00:00-04:00,2025-06-13 06:00:00-04:00,1h,False,True
2025-06-13 06:00:00-04:00,1,21622.75,21657.75,21594.5,21652.75,6048,60,0,2025-06-13 06:00:00-04:00,2025-06-13 06:59:00-04:00,2025-06-13 07:00:00-04:00,2025-06-13 07:00:00-04:00,1h,False,True
2025-06-13 07:00:00-04:00,1,21652.5,21702.75,21642.5,21683.75,9231,60,0,2025-06-13 07:00:00-04:00,2025-06-13 07:59:00-04:00,2025-06-13 08:00:00-04:00,2025-06-13 08:00:00-04:00,1h,False,True
2025-06-13 08:00:00-04:00,1,21684.25,21701.25,21643.0,21658.25,10382,60,0,2025-06-13 08:00:00-04:00,2025-06-13 08:59:00-04:00,2025-06-13 09:00:00-04:00,2025-06-13 09:00:00-04:00,1h,False,True
2025-06-13 09:00:00-04:00,1,21659.0,21794.75,21626.0,21729.0,53645,60,0,2025-06-13 09:00:00-04:00,2025-06-13 09:59:00-04:00,2025-06-13 10:00:00-04:00,2025-06-13 10:00:00-04:00,1h,False,True
2025-06-13 10:00:00-04:00,1,21735.0,21770.0,21617.0,21743.5,66615,60,0,2025-06-13 10:00:00-04:00,2025-06-13 10:59:00-04:00,2025-06-13 11:00:00-04:00,2025-06-13 11:00:00-04:00,1h,False,True
2025-06-13 11:00:00-04:00,1,21743.75,21843.0,21735.5,21833.5,45062,60,0,2025-06-13 11:00:00-04:00,2025-06-13 11:59:00-04:00,2025-06-13 12:00:00-04:00,2025-06-13 12:00:00-04:00,1h,False,True
2025-06-13 12:00:00-04:00,1,21833.25,21854.75,21798.75,21827.5,29635,60,0,2025-06-13 12:00:00-04:00,2025-06-13 12:59:00-04:00,2025-06-13 13:00:00-04:00,2025-06-13 13:00:00-04:00,1h,False,True
2025-06-13 13:00:00-04:00,1,21827.25,21834.75,21749.75,21787.75,32968,60,0,2025-06-13 13:00:00-04:00,2025-06-13 13:59:00-04:00,2025-06-13 14:00:00-04:00,2025-06-13 14:00:00-04:00,1h,False,True
2025-06-13 14:00:00-04:00,1,21788.25,21805.25,21601.5,21668.25,59780,60,0,2025-06-13 14:00:00-04:00,2025-06-13 14:59:00-04:00,2025-06-13 15:00:00-04:00,2025-06-13 15:00:00-04:00,1h,False,True
2025-06-13 15:00:00-04:00,1,21668.0,21693.0,21600.25,21652.25,58728,60,0,2025-06-13 15:00:00-04:00,2025-06-13 15:59:00-04:00,2025-06-13 16:00:00-04:00,2025-06-13 16:00:00-04:00,1h,False,True
2025-06-13 16:00:00-04:00,1,21652.75,21679.75,21643.25,21652.0,15184,60,0,2025-06-13 16:00:00-04:00,2025-06-13 16:59:00-04:00,2025-06-13 17:00:00-04:00,2025-06-13 17:00:00-04:00,1h,False,True
2025-06-15 18:00:00-04:00,1,21554.0,21690.0,21501.75,21648.5,6763,60,0,2025-06-15 18:00:00-04:00,2025-06-15 18:59:00-04:00,2025-06-15 19:00:00-04:00,2025-06-15 19:00:00-04:00,1h,False,True
2025-06-15 19:00:00-04:00,1,21649.75,21710.0,21612.25,21689.5,3204,60,0,2025-06-15 19:00:00-04:00,2025-06-15 19:59:00-04:00,2025-06-15 20:00:00-04:00,2025-06-15 20:00:00-04:00,1h,False,True
2025-06-15 20:00:00-04:00,1,21687.25,21704.5,21660.0,21694.5,2801,60,0,2025-06-15 20:00:00-04:00,2025-06-15 20:59:00-04:00,2025-06-15 21:00:00-04:00,2025-06-15 21:00:00-04:00,1h,False,True
2025-06-15 21:00:00-04:00,1,21694.5,21700.0,21666.0,21688.0,1362,60,0,2025-06-15 21:00:00-04:00,2025-06-15 21:59:00-04:00,2025-06-15 22:00:00-04:00,2025-06-15 22:00:00-04:00,1h,False,True
2025-06-15 22:00:00-04:00,1,21688.0,21727.5,21679.5,21705.5,1378,60,0,2025-06-15 22:00:00-04:00,2025-06-15 22:59:00-04:00,2025-06-15 23:00:00-04:00,2025-06-15 23:00:00-04:00,1h,False,True
2025-06-15 23:00:00-04:00,1,21702.25,21707.5,21680.0,21691.25,768,59,0,2025-06-15 23:00:00-04:00,2025-06-15 23:59:00-04:00,2025-06-16 00:00:00-04:00,2025-06-16 00:00:00-04:00,1h,False,False
2025-06-16 00:00:00-04:00,1,21691.0,21703.0,21670.0,21681.25,1063,60,0,2025-06-16 00:00:00-04:00,2025-06-16 00:59:00-04:00,2025-06-16 01:00:00-04:00,2025-06-16 01:00:00-04:00,1h,False,True
2025-06-16 01:00:00-04:00,1,21683.0,21740.0,21680.5,21716.75,1755,60,0,2025-06-16 01:00:00-04:00,2025-06-16 01:59:00-04:00,2025-06-16 02:00:00-04:00,2025-06-16 02:00:00-04:00,1h,False,True
2025-06-16 02:00:00-04:00,1,21715.0,21757.5,21706.75,21744.5,2126,60,0,2025-06-16 02:00:00-04:00,2025-06-16 02:59:00-04:00,2025-06-16 03:00:00-04:00,2025-06-16 03:00:00-04:00,1h,False,True
2025-06-16 03:00:00-04:00,1,21745.0,21787.0,21740.75,21782.25,3519,60,0,2025-06-16 03:00:00-04:00,2025-06-16 03:59:00-04:00,2025-06-16 04:00:00-04:00,2025-06-16 04:00:00-04:00,1h,False,True
2025-06-16 04:00:00-04:00,1,21783.25,21791.5,21750.75,21782.0,2333,60,0,2025-06-16 04:00:00-04:00,2025-06-16 04:59:00-04:00,2025-06-16 05:00:00-04:00,2025-06-16 05:00:00-04:00,1h,False,True
2025-06-16 05:00:00-04:00,1,21782.75,21787.75,21731.5,21748.0,2242,60,0,2025-06-16 05:00:00-04:00,2025-06-16 05:59:00-04:00,2025-06-16 06:00:00-04:00,2025-06-16 06:00:00-04:00,1h,False,True
2025-06-16 06:00:00-04:00,1,21746.75,21781.5,21741.0,21781.5,1618,60,0,2025-06-16 06:00:00-04:00,2025-06-16 06:59:00-04:00,2025-06-16 07:00:00-04:00,2025-06-16 07:00:00-04:00,1h,False,True
2025-06-16 07:00:00-04:00,1,21781.5,21811.75,21752.0,21809.75,2823,60,0,2025-06-16 07:00:00-04:00,2025-06-16 07:59:00-04:00,2025-06-16 08:00:00-04:00,2025-06-16 08:00:00-04:00,1h,False,True
2025-06-16 08:00:00-04:00,1,21809.5,21841.75,21799.75,21816.75,4749,60,0,2025-06-16 08:00:00-04:00,2025-06-16 08:59:00-04:00,2025-06-16 09:00:00-04:00,2025-06-16 09:00:00-04:00,1h,False,True
2025-06-16 09:00:00-04:00,1,21816.0,21944.5,21790.0,21927.25,27518,60,0,2025-06-16 09:00:00-04:00,2025-06-16 09:59:00-04:00,2025-06-16 10:00:00-04:00,2025-06-16 10:00:00-04:00,1h,False,True
2025-06-16 10:00:00-04:00,1,21928.0,21981.5,21921.75,21958.25,25124,60,0,2025-06-16 10:00:00-04:00,2025-06-16 10:59:00-04:00,2025-06-16 11:00:00-04:00,2025-06-16 11:00:00-04:00,1h,False,True
