ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,ts_utc,ts_open_et,gday,selected,minor_gap_before,segment_id,ts_close_et,globex_day,session,minutes_of_day
2026-07-06T00:10:00.000000000Z,33,1,42004177,29964.25,29964.5,29946.0,29955.0,188,NQU6,2026-07-06 00:10:00+00:00,2026-07-05 20:10:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:11:00-04:00,2026-07-06,overnight,1210
2026-07-06T00:11:00.000000000Z,33,1,42004177,29955.0,29961.0,29949.5,29954.0,98,NQU6,2026-07-06 00:11:00+00:00,2026-07-05 20:11:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:12:00-04:00,2026-07-06,overnight,1211
2026-07-06T00:12:00.000000000Z,33,1,42004177,29953.75,29964.5,29948.0,29963.5,119,NQU6,2026-07-06 00:12:00+00:00,2026-07-05 20:12:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:13:00-04:00,2026-07-06,overnight,1212
2026-07-06T00:13:00.000000000Z,33,1,42004177,29962.5,29975.75,29961.75,29973.75,113,NQU6,2026-07-06 00:13:00+00:00,2026-07-05 20:13:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:14:00-04:00,2026-07-06,overnight,1213
2026-07-06T00:14:00.000000000Z,33,1,42004177,29973.25,29982.75,29967.25,29982.75,162,NQU6,2026-07-06 00:14:00+00:00,2026-07-05 20:14:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:15:00-04:00,2026-07-06,overnight,1214
2026-07-06T00:15:00.000000000Z,33,1,42004177,29982.5,30004.75,29978.25,30001.5,354,NQU6,2026-07-06 00:15:00+00:00,2026-07-05 20:15:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:16:00-04:00,2026-07-06,overnight,1215
2026-07-06T00:16:00.000000000Z,33,1,42004177,30001.25,30004.0,29994.25,29997.5,205,NQU6,2026-07-06 00:16:00+00:00,2026-07-05 20:16:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:17:00-04:00,2026-07-06,overnight,1216
2026-07-06T00:17:00.000000000Z,33,1,42004177,29996.75,30000.0,29990.5,29995.0,81,NQU6,2026-07-06 00:17:00+00:00,2026-07-05 20:17:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:18:00-04:00,2026-07-06,overnight,1217
2026-07-06T00:18:00.000000000Z,33,1,42004177,29992.75,30001.0,29982.25,29988.5,144,NQU6,2026-07-06 00:18:00+00:00,2026-07-05 20:18:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:19:00-04:00,2026-07-06,overnight,1218
2026-07-06T00:19:00.000000000Z,33,1,42004177,29987.75,29992.25,29976.5,29979.5,100,NQU6,2026-07-06 00:19:00+00:00,2026-07-05 20:19:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:20:00-04:00,2026-07-06,overnight,1219
2026-07-06T00:20:00.000000000Z,33,1,42004177,29980.5,29985.75,29972.0,29980.75,120,NQU6,2026-07-06 00:20:00+00:00,2026-07-05 20:20:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:21:00-04:00,2026-07-06,overnight,1220
2026-07-06T00:21:00.000000000Z,33,1,42004177,29979.0,29982.5,29972.75,29981.0,97,NQU6,2026-07-06 00:21:00+00:00,2026-07-05 20:21:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:22:00-04:00,2026-07-06,overnight,1221
2026-07-06T00:22:00.000000000Z,33,1,42004177,29977.75,29979.5,29960.0,29962.25,180,NQU6,2026-07-06 00:22:00+00:00,2026-07-05 20:22:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:23:00-04:00,2026-07-06,overnight,1222
2026-07-06T00:23:00.000000000Z,33,1,42004177,29963.5,29966.0,29954.0,29960.25,146,NQU6,2026-07-06 00:23:00+00:00,2026-07-05 20:23:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:24:00-04:00,2026-07-06,overnight,1223
2026-07-06T00:24:00.000000000Z,33,1,42004177,29960.5,29963.25,29950.0,29957.25,110,NQU6,2026-07-06 00:24:00+00:00,2026-07-05 20:24:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:25:00-04:00,2026-07-06,overnight,1224
2026-07-06T00:25:00.000000000Z,33,1,42004177,29961.5,29964.5,29942.0,29943.0,110,NQU6,2026-07-06 00:25:00+00:00,2026-07-05 20:25:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:26:00-04:00,2026-07-06,overnight,1225
2026-07-06T00:26:00.000000000Z,33,1,42004177,29943.5,29944.0,29928.5,29928.5,223,NQU6,2026-07-06 00:26:00+00:00,2026-07-05 20:26:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:27:00-04:00,2026-07-06,overnight,1226
2026-07-06T00:27:00.000000000Z,33,1,42004177,29927.25,29935.5,29919.5,29919.75,257,NQU6,2026-07-06 00:27:00+00:00,2026-07-05 20:27:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:28:00-04:00,2026-07-06,overnight,1227
2026-07-06T00:28:00.000000000Z,33,1,42004177,29922.25,29927.5,29908.75,29921.25,183,NQU6,2026-07-06 00:28:00+00:00,2026-07-05 20:28:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:29:00-04:00,2026-07-06,overnight,1228
2026-07-06T00:29:00.000000000Z,33,1,42004177,29925.75,29925.75,29879.75,29882.75,456,NQU6,2026-07-06 00:29:00+00:00,2026-07-05 20:29:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:30:00-04:00,2026-07-06,overnight,1229
2026-07-06T00:30:00.000000000Z,33,1,42004177,29882.25,29897.25,29845.0,29888.5,680,NQU6,2026-07-06 00:30:00+00:00,2026-07-05 20:30:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:31:00-04:00,2026-07-06,overnight,1230
2026-07-06T00:31:00.000000000Z,33,1,42004177,29890.5,29900.0,29875.25,29892.0,404,NQU6,2026-07-06 00:31:00+00:00,2026-07-05 20:31:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:32:00-04:00,2026-07-06,overnight,1231
2026-07-06T00:32:00.000000000Z,33,1,42004177,29894.0,29909.0,29884.0,29885.75,274,NQU6,2026-07-06 00:32:00+00:00,2026-07-05 20:32:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:33:00-04:00,2026-07-06,overnight,1232
2026-07-06T00:33:00.000000000Z,33,1,42004177,29885.5,29901.0,29875.25,29878.0,217,NQU6,2026-07-06 00:33:00+00:00,2026-07-05 20:33:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:34:00-04:00,2026-07-06,overnight,1233
2026-07-06T00:34:00.000000000Z,33,1,42004177,29876.25,29899.75,29876.25,29898.0,179,NQU6,2026-07-06 00:34:00+00:00,2026-07-05 20:34:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:35:00-04:00,2026-07-06,overnight,1234
2026-07-06T00:35:00.000000000Z,33,1,42004177,29898.0,29900.0,29885.25,29888.0,104,NQU6,2026-07-06 00:35:00+00:00,2026-07-05 20:35:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:36:00-04:00,2026-07-06,overnight,1235
2026-07-06T00:36:00.000000000Z,33,1,42004177,29887.25,29906.75,29882.25,29906.25,186,NQU6,2026-07-06 00:36:00+00:00,2026-07-05 20:36:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:37:00-04:00,2026-07-06,overnight,1236
2026-07-06T00:37:00.000000000Z,33,1,42004177,29908.0,29923.75,29904.25,29921.75,224,NQU6,2026-07-06 00:37:00+00:00,2026-07-05 20:37:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:38:00-04:00,2026-07-06,overnight,1237
2026-07-06T00:38:00.000000000Z,33,1,42004177,29921.75,29926.75,29918.25,29922.75,69,NQU6,2026-07-06 00:38:00+00:00,2026-07-05 20:38:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:39:00-04:00,2026-07-06,overnight,1238
2026-07-06T00:39:00.000000000Z,33,1,42004177,29923.5,29928.5,29915.5,29917.0,90,NQU6,2026-07-06 00:39:00+00:00,2026-07-05 20:39:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:40:00-04:00,2026-07-06,overnight,1239
2026-07-06T00:40:00.000000000Z,33,1,42004177,29918.5,29931.25,29908.0,29926.0,202,NQU6,2026-07-06 00:40:00+00:00,2026-07-05 20:40:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:41:00-04:00,2026-07-06,overnight,1240
2026-07-06T00:41:00.000000000Z,33,1,42004177,29924.0,29934.0,29923.25,29931.75,124,NQU6,2026-07-06 00:41:00+00:00,2026-07-05 20:41:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:42:00-04:00,2026-07-06,overnight,1241
2026-07-06T00:42:00.000000000Z,33,1,42004177,29932.0,29938.0,29927.5,29931.75,123,NQU6,2026-07-06 00:42:00+00:00,2026-07-05 20:42:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:43:00-04:00,2026-07-06,overnight,1242
2026-07-06T00:43:00.000000000Z,33,1,42004177,29935.0,29944.25,29932.75,29943.0,158,NQU6,2026-07-06 00:43:00+00:00,2026-07-05 20:43:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:44:00-04:00,2026-07-06,overnight,1243
2026-07-06T00:44:00.000000000Z,33,1,42004177,29941.5,29944.5,29931.75,29933.75,143,NQU6,2026-07-06 00:44:00+00:00,2026-07-05 20:44:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:45:00-04:00,2026-07-06,overnight,1244
2026-07-06T00:45:00.000000000Z,33,1,42004177,29937.5,29960.75,29937.5,29957.75,275,NQU6,2026-07-06 00:45:00+00:00,2026-07-05 20:45:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:46:00-04:00,2026-07-06,overnight,1245
2026-07-06T00:46:00.000000000Z,33,1,42004177,29960.25,29969.75,29959.5,29966.25,152,NQU6,2026-07-06 00:46:00+00:00,2026-07-05 20:46:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:47:00-04:00,2026-07-06,overnight,1246
2026-07-06T00:47:00.000000000Z,33,1,42004177,29963.75,29965.0,29955.25,29957.75,113,NQU6,2026-07-06 00:47:00+00:00,2026-07-05 20:47:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:48:00-04:00,2026-07-06,overnight,1247
2026-07-06T00:48:00.000000000Z,33,1,42004177,29956.0,29964.25,29954.0,29959.5,56,NQU6,2026-07-06 00:48:00+00:00,2026-07-05 20:48:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:49:00-04:00,2026-07-06,overnight,1248
2026-07-06T00:49:00.000000000Z,33,1,42004177,29961.25,29963.75,29944.25,29944.25,156,NQU6,2026-07-06 00:49:00+00:00,2026-07-05 20:49:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:50:00-04:00,2026-07-06,overnight,1249
2026-07-06T00:50:00.000000000Z,33,1,42004177,29942.75,29944.0,29929.75,29939.25,164,NQU6,2026-07-06 00:50:00+00:00,2026-07-05 20:50:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:51:00-04:00,2026-07-06,overnight,1250
2026-07-06T00:51:00.000000000Z,33,1,42004177,29938.75,29943.75,29937.25,29939.25,54,NQU6,2026-07-06 00:51:00+00:00,2026-07-05 20:51:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:52:00-04:00,2026-07-06,overnight,1251
2026-07-06T00:52:00.000000000Z,33,1,42004177,29936.5,29936.5,29916.5,29925.75,161,NQU6,2026-07-06 00:52:00+00:00,2026-07-05 20:52:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:53:00-04:00,2026-07-06,overnight,1252
2026-07-06T00:53:00.000000000Z,33,1,42004177,29925.5,29940.0,29920.25,29936.0,243,NQU6,2026-07-06 00:53:00+00:00,2026-07-05 20:53:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:54:00-04:00,2026-07-06,overnight,1253
2026-07-06T00:54:00.000000000Z,33,1,42004177,29936.25,29937.75,29929.0,29936.25,85,NQU6,2026-07-06 00:54:00+00:00,2026-07-05 20:54:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:55:00-04:00,2026-07-06,overnight,1254
2026-07-06T00:55:00.000000000Z,33,1,42004177,29937.5,29951.5,29924.75,29929.5,330,NQU6,2026-07-06 00:55:00+00:00,2026-07-05 20:55:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:56:00-04:00,2026-07-06,overnight,1255
2026-07-06T00:56:00.000000000Z,33,1,42004177,29929.25,29933.25,29927.25,29930.5,70,NQU6,2026-07-06 00:56:00+00:00,2026-07-05 20:56:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:57:00-04:00,2026-07-06,overnight,1256
2026-07-06T00:57:00.000000000Z,33,1,42004177,29932.5,29937.25,29919.25,29921.75,144,NQU6,2026-07-06 00:57:00+00:00,2026-07-05 20:57:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:58:00-04:00,2026-07-06,overnight,1257
2026-07-06T00:58:00.000000000Z,33,1,42004177,29920.5,29928.25,29914.5,29923.0,132,NQU6,2026-07-06 00:58:00+00:00,2026-07-05 20:58:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 20:59:00-04:00,2026-07-06,overnight,1258
2026-07-06T00:59:00.000000000Z,33,1,42004177,29921.75,29932.5,29921.5,29928.25,81,NQU6,2026-07-06 00:59:00+00:00,2026-07-05 20:59:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:00:00-04:00,2026-07-06,overnight,1259
2026-07-06T01:00:00.000000000Z,33,1,42004177,29926.5,29932.0,29906.5,29913.75,197,NQU6,2026-07-06 01:00:00+00:00,2026-07-05 21:00:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:01:00-04:00,2026-07-06,overnight,1260
2026-07-06T01:01:00.000000000Z,33,1,42004177,29912.0,29921.5,29904.5,29919.25,101,NQU6,2026-07-06 01:01:00+00:00,2026-07-05 21:01:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:02:00-04:00,2026-07-06,overnight,1261
2026-07-06T01:02:00.000000000Z,33,1,42004177,29918.75,29922.75,29905.25,29917.5,147,NQU6,2026-07-06 01:02:00+00:00,2026-07-05 21:02:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:03:00-04:00,2026-07-06,overnight,1262
2026-07-06T01:03:00.000000000Z,33,1,42004177,29920.0,29926.0,29902.0,29913.75,182,NQU6,2026-07-06 01:03:00+00:00,2026-07-05 21:03:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:04:00-04:00,2026-07-06,overnight,1263
2026-07-06T01:04:00.000000000Z,33,1,42004177,29916.75,29916.75,29892.5,29894.5,188,NQU6,2026-07-06 01:04:00+00:00,2026-07-05 21:04:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:05:00-04:00,2026-07-06,overnight,1264
2026-07-06T01:05:00.000000000Z,33,1,42004177,29893.25,29902.0,29888.0,29894.25,131,NQU6,2026-07-06 01:05:00+00:00,2026-07-05 21:05:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:06:00-04:00,2026-07-06,overnight,1265
2026-07-06T01:06:00.000000000Z,33,1,42004177,29891.75,29894.25,29875.0,29879.25,237,NQU6,2026-07-06 01:06:00+00:00,2026-07-05 21:06:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:07:00-04:00,2026-07-06,overnight,1266
2026-07-06T01:07:00.000000000Z,33,1,42004177,29880.5,29889.0,29875.25,29889.0,153,NQU6,2026-07-06 01:07:00+00:00,2026-07-05 21:07:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:08:00-04:00,2026-07-06,overnight,1267
2026-07-06T01:08:00.000000000Z,33,1,42004177,29890.0,29900.0,29884.25,29900.0,184,NQU6,2026-07-06 01:08:00+00:00,2026-07-05 21:08:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:09:00-04:00,2026-07-06,overnight,1268
2026-07-06T01:09:00.000000000Z,33,1,42004177,29901.5,29905.5,29891.0,29904.25,131,NQU6,2026-07-06 01:09:00+00:00,2026-07-05 21:09:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:10:00-04:00,2026-07-06,overnight,1269
2026-07-06T01:10:00.000000000Z,33,1,42004177,29904.0,29908.0,29881.0,29881.0,226,NQU6,2026-07-06 01:10:00+00:00,2026-07-05 21:10:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:11:00-04:00,2026-07-06,overnight,1270
2026-07-06T01:11:00.000000000Z,33,1,42004177,29885.0,29886.5,29867.5,29871.75,171,NQU6,2026-07-06 01:11:00+00:00,2026-07-05 21:11:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:12:00-04:00,2026-07-06,overnight,1271
2026-07-06T01:12:00.000000000Z,33,1,42004177,29871.5,29885.0,29867.25,29883.0,141,NQU6,2026-07-06 01:12:00+00:00,2026-07-05 21:12:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:13:00-04:00,2026-07-06,overnight,1272
2026-07-06T01:13:00.000000000Z,33,1,42004177,29884.25,29893.75,29879.5,29890.0,145,NQU6,2026-07-06 01:13:00+00:00,2026-07-05 21:13:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:14:00-04:00,2026-07-06,overnight,1273
2026-07-06T01:14:00.000000000Z,33,1,42004177,29891.75,29894.25,29878.0,29880.0,103,NQU6,2026-07-06 01:14:00+00:00,2026-07-05 21:14:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:15:00-04:00,2026-07-06,overnight,1274
2026-07-06T01:15:00.000000000Z,33,1,42004177,29879.75,29881.5,29858.25,29865.25,391,NQU6,2026-07-06 01:15:00+00:00,2026-07-05 21:15:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:16:00-04:00,2026-07-06,overnight,1275
2026-07-06T01:16:00.000000000Z,33,1,42004177,29866.75,29876.0,29860.5,29871.75,98,NQU6,2026-07-06 01:16:00+00:00,2026-07-05 21:16:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:17:00-04:00,2026-07-06,overnight,1276
2026-07-06T01:17:00.000000000Z,33,1,42004177,29870.0,29879.0,29867.0,29872.75,59,NQU6,2026-07-06 01:17:00+00:00,2026-07-05 21:17:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:18:00-04:00,2026-07-06,overnight,1277
2026-07-06T01:18:00.000000000Z,33,1,42004177,29872.25,29887.75,29869.5,29883.75,138,NQU6,2026-07-06 01:18:00+00:00,2026-07-05 21:18:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:19:00-04:00,2026-07-06,overnight,1278
2026-07-06T01:19:00.000000000Z,33,1,42004177,29884.5,29887.0,29871.0,29886.0,116,NQU6,2026-07-06 01:19:00+00:00,2026-07-05 21:19:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:20:00-04:00,2026-07-06,overnight,1279
2026-07-06T01:20:00.000000000Z,33,1,42004177,29886.0,29893.5,29880.0,29887.5,113,NQU6,2026-07-06 01:20:00+00:00,2026-07-05 21:20:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:21:00-04:00,2026-07-06,overnight,1280
2026-07-06T01:21:00.000000000Z,33,1,42004177,29884.5,29886.75,29876.75,29885.0,54,NQU6,2026-07-06 01:21:00+00:00,2026-07-05 21:21:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:22:00-04:00,2026-07-06,overnight,1281
2026-07-06T01:22:00.000000000Z,33,1,42004177,29881.25,29881.25,29857.75,29862.25,182,NQU6,2026-07-06 01:22:00+00:00,2026-07-05 21:22:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:23:00-04:00,2026-07-06,overnight,1282
2026-07-06T01:23:00.000000000Z,33,1,42004177,29858.5,29861.25,29842.0,29845.5,326,NQU6,2026-07-06 01:23:00+00:00,2026-07-05 21:23:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:24:00-04:00,2026-07-06,overnight,1283
2026-07-06T01:24:00.000000000Z,33,1,42004177,29844.75,29849.75,29824.0,29828.25,475,NQU6,2026-07-06 01:24:00+00:00,2026-07-05 21:24:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:25:00-04:00,2026-07-06,overnight,1284
2026-07-06T01:25:00.000000000Z,33,1,42004177,29828.25,29834.5,29823.0,29825.75,276,NQU6,2026-07-06 01:25:00+00:00,2026-07-05 21:25:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:26:00-04:00,2026-07-06,overnight,1285
2026-07-06T01:26:00.000000000Z,33,1,42004177,29826.0,29831.0,29793.5,29797.25,529,NQU6,2026-07-06 01:26:00+00:00,2026-07-05 21:26:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:27:00-04:00,2026-07-06,overnight,1286
2026-07-06T01:27:00.000000000Z,33,1,42004177,29797.5,29805.75,29773.75,29793.0,548,NQU6,2026-07-06 01:27:00+00:00,2026-07-05 21:27:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:28:00-04:00,2026-07-06,overnight,1287
2026-07-06T01:28:00.000000000Z,33,1,42004177,29794.5,29809.5,29788.5,29803.75,292,NQU6,2026-07-06 01:28:00+00:00,2026-07-05 21:28:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:29:00-04:00,2026-07-06,overnight,1288
2026-07-06T01:29:00.000000000Z,33,1,42004177,29806.5,29814.5,29798.0,29814.25,138,NQU6,2026-07-06 01:29:00+00:00,2026-07-05 21:29:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:30:00-04:00,2026-07-06,overnight,1289
2026-07-06T01:30:00.000000000Z,33,1,42004177,29813.25,29829.25,29807.0,29827.75,182,NQU6,2026-07-06 01:30:00+00:00,2026-07-05 21:30:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:31:00-04:00,2026-07-06,overnight,1290
2026-07-06T01:31:00.000000000Z,33,1,42004177,29827.0,29833.0,29822.75,29830.0,250,NQU6,2026-07-06 01:31:00+00:00,2026-07-05 21:31:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:32:00-04:00,2026-07-06,overnight,1291
2026-07-06T01:32:00.000000000Z,33,1,42004177,29830.0,29843.75,29821.25,29833.0,174,NQU6,2026-07-06 01:32:00+00:00,2026-07-05 21:32:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:33:00-04:00,2026-07-06,overnight,1292
2026-07-06T01:33:00.000000000Z,33,1,42004177,29831.5,29840.5,29821.75,29836.5,92,NQU6,2026-07-06 01:33:00+00:00,2026-07-05 21:33:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:34:00-04:00,2026-07-06,overnight,1293
2026-07-06T01:34:00.000000000Z,33,1,42004177,29838.25,29844.5,29836.0,29840.0,101,NQU6,2026-07-06 01:34:00+00:00,2026-07-05 21:34:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:35:00-04:00,2026-07-06,overnight,1294
2026-07-06T01:35:00.000000000Z,33,1,42004177,29840.75,29840.75,29824.75,29827.5,84,NQU6,2026-07-06 01:35:00+00:00,2026-07-05 21:35:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:36:00-04:00,2026-07-06,overnight,1295
2026-07-06T01:36:00.000000000Z,33,1,42004177,29824.5,29837.0,29819.25,29835.25,165,NQU6,2026-07-06 01:36:00+00:00,2026-07-05 21:36:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:37:00-04:00,2026-07-06,overnight,1296
2026-07-06T01:37:00.000000000Z,33,1,42004177,29834.5,29842.25,29826.0,29837.0,103,NQU6,2026-07-06 01:37:00+00:00,2026-07-05 21:37:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:38:00-04:00,2026-07-06,overnight,1297
2026-07-06T01:38:00.000000000Z,33,1,42004177,29832.75,29833.75,29825.0,29825.0,86,NQU6,2026-07-06 01:38:00+00:00,2026-07-05 21:38:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:39:00-04:00,2026-07-06,overnight,1298
2026-07-06T01:39:00.000000000Z,33,1,42004177,29824.5,29838.0,29820.25,29837.75,131,NQU6,2026-07-06 01:39:00+00:00,2026-07-05 21:39:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:40:00-04:00,2026-07-06,overnight,1299
2026-07-06T01:40:00.000000000Z,33,1,42004177,29838.25,29845.75,29831.75,29845.75,101,NQU6,2026-07-06 01:40:00+00:00,2026-07-05 21:40:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:41:00-04:00,2026-07-06,overnight,1300
2026-07-06T01:41:00.000000000Z,33,1,42004177,29844.75,29855.25,29843.25,29848.5,202,NQU6,2026-07-06 01:41:00+00:00,2026-07-05 21:41:00-04:00,2026-07-06,NQU6,False,25,2026-07-05 21:42:00-04:00,2026-07-06,overnight,1301
