bucket_open_et,open,high,low,close,volume,n_source_minutes,source_first_ts,source_last_ts,bucket_close_et,availability_et,tf,complete
2026-07-06 07:30:00-04:00,29879.5,29915.0,29871.0,29877.75,3183,30,2026-07-06 07:30:00-04:00,2026-07-06 07:59:00-04:00,2026-07-06 08:00:00-04:00,2026-07-06 08:00:00-04:00,30m,True
2026-07-06 08:00:00-04:00,29879.0,29936.0,29865.5,29893.25,5425,30,2026-07-06 08:00:00-04:00,2026-07-06 08:29:00-04:00,2026-07-06 08:30:00-04:00,2026-07-06 08:30:00-04:00,30m,True
2026-07-06 08:30:00-04:00,29893.5,29935.0,29886.75,29934.0,3839,30,2026-07-06 08:30:00-04:00,2026-07-06 08:59:00-04:00,2026-07-06 09:00:00-04:00,2026-07-06 09:00:00-04:00,30m,True
2026-07-06 09:00:00-04:00,29934.75,29938.0,29820.25,29834.75,10233,30,2026-07-06 09:00:00-04:00,2026-07-06 09:29:00-04:00,2026-07-06 09:30:00-04:00,2026-07-06 09:30:00-04:00,30m,True
2026-07-06 09:30:00-04:00,29835.75,30009.0,29776.25,29932.5,59189,30,2026-07-06 09:30:00-04:00,2026-07-06 09:59:00-04:00,2026-07-06 10:00:00-04:00,2026-07-06 10:00:00-04:00,30m,True
2026-07-06 10:00:00-04:00,29935.5,30042.5,29903.25,30012.75,35089,30,2026-07-06 10:00:00-04:00,2026-07-06 10:29:00-04:00,2026-07-06 10:30:00-04:00,2026-07-06 10:30:00-04:00,30m,True
2026-07-06 10:30:00-04:00,30013.25,30067.5,29986.75,30025.25,27396,30,2026-07-06 10:30:00-04:00,2026-07-06 10:59:00-04:00,2026-07-06 11:00:00-04:00,2026-07-06 11:00:00-04:00,30m,True
2026-07-06 11:00:00-04:00,30025.75,30062.75,29941.25,30061.25,25702,30,2026-07-06 11:00:00-04:00,2026-07-06 11:29:00-04:00,2026-07-06 11:30:00-04:00,2026-07-06 11:30:00-04:00,30m,True
2026-07-06 11:30:00-04:00,30061.0,30083.75,30031.5,30074.25,18873,30,2026-07-06 11:30:00-04:00,2026-07-06 11:59:00-04:00,2026-07-06 12:00:00-04:00,2026-07-06 12:00:00-04:00,30m,True
2026-07-06 12:00:00-04:00,30074.0,30094.0,30024.75,30032.25,15440,30,2026-07-06 12:00:00-04:00,2026-07-06 12:29:00-04:00,2026-07-06 12:30:00-04:00,2026-07-06 12:30:00-04:00,30m,True
2026-07-06 12:30:00-04:00,30033.75,30044.25,29981.0,29990.0,16002,30,2026-07-06 12:30:00-04:00,2026-07-06 12:59:00-04:00,2026-07-06 13:00:00-04:00,2026-07-06 13:00:00-04:00,30m,True
2026-07-06 13:00:00-04:00,29989.0,30036.75,29948.0,29954.75,16876,30,2026-07-06 13:00:00-04:00,2026-07-06 13:29:00-04:00,2026-07-06 13:30:00-04:00,2026-07-06 13:30:00-04:00,30m,True
2026-07-06 13:30:00-04:00,29955.5,29960.5,29882.25,29896.75,22571,30,2026-07-06 13:30:00-04:00,2026-07-06 13:59:00-04:00,2026-07-06 14:00:00-04:00,2026-07-06 14:00:00-04:00,30m,True
2026-07-06 14:00:00-04:00,29896.25,30000.0,29895.5,29971.75,18866,30,2026-07-06 14:00:00-04:00,2026-07-06 14:29:00-04:00,2026-07-06 14:30:00-04:00,2026-07-06 14:30:00-04:00,30m,True
2026-07-06 14:30:00-04:00,29971.75,30004.0,29948.5,29990.0,13253,30,2026-07-06 14:30:00-04:00,2026-07-06 14:59:00-04:00,2026-07-06 15:00:00-04:00,2026-07-06 15:00:00-04:00,30m,True
2026-07-06 15:00:00-04:00,29990.75,30052.0,29980.75,30035.5,15248,30,2026-07-06 15:00:00-04:00,2026-07-06 15:29:00-04:00,2026-07-06 15:30:00-04:00,2026-07-06 15:30:00-04:00,30m,True
2026-07-06 15:30:00-04:00,30035.75,30038.0,29931.5,29951.75,35923,30,2026-07-06 15:30:00-04:00,2026-07-06 15:59:00-04:00,2026-07-06 16:00:00-04:00,2026-07-06 16:00:00-04:00,30m,True
2026-07-06 16:00:00-04:00,29951.25,29972.75,29933.0,29959.5,11039,30,2026-07-06 16:00:00-04:00,2026-07-06 16:29:00-04:00,2026-07-06 16:30:00-04:00,2026-07-06 16:30:00-04:00,30m,True
2026-07-06 16:30:00-04:00,29960.0,29965.5,29931.25,29947.75,3200,30,2026-07-06 16:30:00-04:00,2026-07-06 16:59:00-04:00,2026-07-06 17:00:00-04:00,2026-07-06 17:00:00-04:00,30m,True
2026-07-06 18:00:00-04:00,29960.0,29973.75,29940.25,29951.75,2261,30,2026-07-06 18:00:00-04:00,2026-07-06 18:29:00-04:00,2026-07-06 18:30:00-04:00,2026-07-06 18:30:00-04:00,30m,True
2026-07-06 18:30:00-04:00,29951.25,29970.0,29889.0,29894.75,3021,30,2026-07-06 18:30:00-04:00,2026-07-06 18:59:00-04:00,2026-07-06 19:00:00-04:00,2026-07-06 19:00:00-04:00,30m,True
2026-07-06 19:00:00-04:00,29893.5,29928.75,29872.75,29897.5,2730,30,2026-07-06 19:00:00-04:00,2026-07-06 19:29:00-04:00,2026-07-06 19:30:00-04:00,2026-07-06 19:30:00-04:00,30m,True
2026-07-06 19:30:00-04:00,29897.25,29906.0,29839.25,29852.25,3697,30,2026-07-06 19:30:00-04:00,2026-07-06 19:59:00-04:00,2026-07-06 20:00:00-04:00,2026-07-06 20:00:00-04:00,30m,True
2026-07-06 20:00:00-04:00,29851.0,29914.25,29816.25,29878.75,5693,30,2026-07-06 20:00:00-04:00,2026-07-06 20:29:00-04:00,2026-07-06 20:30:00-04:00,2026-07-06 20:30:00-04:00,30m,True
2026-07-06 20:30:00-04:00,29879.5,29886.75,29808.25,29816.75,4804,30,2026-07-06 20:30:00-04:00,2026-07-06 20:59:00-04:00,2026-07-06 21:00:00-04:00,2026-07-06 21:00:00-04:00,30m,True
2026-07-06 21:00:00-04:00,29819.75,29835.75,29726.5,29740.0,5232,30,2026-07-06 21:00:00-04:00,2026-07-06 21:29:00-04:00,2026-07-06 21:30:00-04:00,2026-07-06 21:30:00-04:00,30m,True
2026-07-06 21:30:00-04:00,29739.25,29822.0,29716.5,29773.0,4948,30,2026-07-06 21:30:00-04:00,2026-07-06 21:59:00-04:00,2026-07-06 22:00:00-04:00,2026-07-06 22:00:00-04:00,30m,True
2026-07-06 22:00:00-04:00,29774.25,29819.25,29767.25,29772.75,2685,30,2026-07-06 22:00:00-04:00,2026-07-06 22:29:00-04:00,2026-07-06 22:30:00-04:00,2026-07-06 22:30:00-04:00,30m,True
2026-07-06 22:30:00-04:00,29771.5,29780.25,29738.75,29748.0,3493,30,2026-07-06 22:30:00-04:00,2026-07-06 22:59:00-04:00,2026-07-06 23:00:00-04:00,2026-07-06 23:00:00-04:00,30m,True
2026-07-06 23:00:00-04:00,29748.0,29784.75,29680.0,29684.25,4973,30,2026-07-06 23:00:00-04:00,2026-07-06 23:29:00-04:00,2026-07-06 23:30:00-04:00,2026-07-06 23:30:00-04:00,30m,True
2026-07-06 23:30:00-04:00,29685.25,29709.0,29628.25,29668.25,5623,30,2026-07-06 23:30:00-04:00,2026-07-06 23:59:00-04:00,2026-07-07 00:00:00-04:00,2026-07-07 00:00:00-04:00,30m,True
2026-07-07 00:00:00-04:00,29670.0,29680.0,29616.0,29639.0,3388,30,2026-07-07 00:00:00-04:00,2026-07-07 00:29:00-04:00,2026-07-07 00:30:00-04:00,2026-07-07 00:30:00-04:00,30m,True
2026-07-07 00:30:00-04:00,29640.0,29656.75,29607.5,29625.5,2447,30,2026-07-07 00:30:00-04:00,2026-07-07 00:59:00-04:00,2026-07-07 01:00:00-04:00,2026-07-07 01:00:00-04:00,30m,True
2026-07-07 01:00:00-04:00,29626.25,29627.0,29558.5,29590.0,3927,30,2026-07-07 01:00:00-04:00,2026-07-07 01:29:00-04:00,2026-07-07 01:30:00-04:00,2026-07-07 01:30:00-04:00,30m,True
2026-07-07 01:30:00-04:00,29591.75,29704.5,29591.75,29689.75,4856,30,2026-07-07 01:30:00-04:00,2026-07-07 01:59:00-04:00,2026-07-07 02:00:00-04:00,2026-07-07 02:00:00-04:00,30m,True
2026-07-07 02:00:00-04:00,29688.75,29701.25,29631.25,29663.0,3653,30,2026-07-07 02:00:00-04:00,2026-07-07 02:29:00-04:00,2026-07-07 02:30:00-04:00,2026-07-07 02:30:00-04:00,30m,True
2026-07-07 02:30:00-04:00,29662.0,29693.25,29647.0,29688.75,2529,30,2026-07-07 02:30:00-04:00,2026-07-07 02:59:00-04:00,2026-07-07 03:00:00-04:00,2026-07-07 03:00:00-04:00,30m,True
2026-07-07 03:00:00-04:00,29689.0,29744.0,29667.75,29717.0,4829,30,2026-07-07 03:00:00-04:00,2026-07-07 03:29:00-04:00,2026-07-07 03:30:00-04:00,2026-07-07 03:30:00-04:00,30m,True
2026-07-07 03:30:00-04:00,29715.5,29723.0,29644.0,29645.5,3436,30,2026-07-07 03:30:00-04:00,2026-07-07 03:59:00-04:00,2026-07-07 04:00:00-04:00,2026-07-07 04:00:00-04:00,30m,True
2026-07-07 04:00:00-04:00,29646.75,29709.25,29641.25,29691.75,3426,30,2026-07-07 04:00:00-04:00,2026-07-07 04:29:00-04:00,2026-07-07 04:30:00-04:00,2026-07-07 04:30:00-04:00,30m,True
2026-07-07 04:30:00-04:00,29692.25,29705.0,29658.5,29660.25,2063,30,2026-07-07 04:30:00-04:00,2026-07-07 04:59:00-04:00,2026-07-07 05:00:00-04:00,2026-07-07 05:00:00-04:00,30m,True
2026-07-07 05:00:00-04:00,29660.75,29693.5,29642.5,29655.5,2218,30,2026-07-07 05:00:00-04:00,2026-07-07 05:29:00-04:00,2026-07-07 05:30:00-04:00,2026-07-07 05:30:00-04:00,30m,True
2026-07-07 05:30:00-04:00,29658.25,29665.5,29622.5,29662.25,3312,30,2026-07-07 05:30:00-04:00,2026-07-07 05:59:00-04:00,2026-07-07 06:00:00-04:00,2026-07-07 06:00:00-04:00,30m,True
2026-07-07 06:00:00-04:00,29663.25,29689.5,29639.5,29673.5,6232,30,2026-07-07 06:00:00-04:00,2026-07-07 06:29:00-04:00,2026-07-07 06:30:00-04:00,2026-07-07 06:30:00-04:00,30m,True
2026-07-07 06:30:00-04:00,29673.25,29673.5,29625.25,29659.25,2784,30,2026-07-07 06:30:00-04:00,2026-07-07 06:59:00-04:00,2026-07-07 07:00:00-04:00,2026-07-07 07:00:00-04:00,30m,True
2026-07-07 07:00:00-04:00,29660.5,29661.75,29602.5,29632.0,3324,30,2026-07-07 07:00:00-04:00,2026-07-07 07:29:00-04:00,2026-07-07 07:30:00-04:00,2026-07-07 07:30:00-04:00,30m,True
2026-07-07 07:30:00-04:00,29632.5,29645.75,29591.25,29642.5,3610,30,2026-07-07 07:30:00-04:00,2026-07-07 07:59:00-04:00,2026-07-07 08:00:00-04:00,2026-07-07 08:00:00-04:00,30m,True
2026-07-07 08:00:00-04:00,29640.75,29716.0,29639.25,29688.0,6573,30,2026-07-07 08:00:00-04:00,2026-07-07 08:29:00-04:00,2026-07-07 08:30:00-04:00,2026-07-07 08:30:00-04:00,30m,True
2026-07-07 08:30:00-04:00,29686.5,29708.0,29622.0,29642.25,5501,30,2026-07-07 08:30:00-04:00,2026-07-07 08:59:00-04:00,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,30m,True
2026-07-07 09:00:00-04:00,29642.25,29655.75,29580.0,29592.25,10911,30,2026-07-07 09:00:00-04:00,2026-07-07 09:29:00-04:00,2026-07-07 09:30:00-04:00,2026-07-07 09:30:00-04:00,30m,True
2026-07-07 09:30:00-04:00,29593.0,29685.75,29420.25,29469.0,76334,30,2026-07-07 09:30:00-04:00,2026-07-07 09:59:00-04:00,2026-07-07 10:00:00-04:00,2026-07-07 10:00:00-04:00,30m,True
2026-07-07 10:00:00-04:00,29468.75,29505.75,29259.75,29303.25,57509,30,2026-07-07 10:00:00-04:00,2026-07-07 10:29:00-04:00,2026-07-07 10:30:00-04:00,2026-07-07 10:30:00-04:00,30m,True
2026-07-07 10:30:00-04:00,29303.5,29327.75,29210.0,29302.5,42346,30,2026-07-07 10:30:00-04:00,2026-07-07 10:59:00-04:00,2026-07-07 11:00:00-04:00,2026-07-07 11:00:00-04:00,30m,True
2026-07-07 11:00:00-04:00,29302.25,29358.0,29271.25,29314.0,28478,30,2026-07-07 11:00:00-04:00,2026-07-07 11:29:00-04:00,2026-07-07 11:30:00-04:00,2026-07-07 11:30:00-04:00,30m,True
2026-07-07 11:30:00-04:00,29315.0,29389.25,29248.25,29386.75,25607,30,2026-07-07 11:30:00-04:00,2026-07-07 11:59:00-04:00,2026-07-07 12:00:00-04:00,2026-07-07 12:00:00-04:00,30m,True
2026-07-07 12:00:00-04:00,29388.0,29548.0,29377.0,29532.0,32761,30,2026-07-07 12:00:00-04:00,2026-07-07 12:29:00-04:00,2026-07-07 12:30:00-04:00,2026-07-07 12:30:00-04:00,30m,True
2026-07-07 12:30:00-04:00,29532.25,29558.25,29486.25,29540.0,23396,30,2026-07-07 12:30:00-04:00,2026-07-07 12:59:00-04:00,2026-07-07 13:00:00-04:00,2026-07-07 13:00:00-04:00,30m,True
2026-07-07 13:00:00-04:00,29539.5,29580.75,29510.0,29533.75,20705,30,2026-07-07 13:00:00-04:00,2026-07-07 13:29:00-04:00,2026-07-07 13:30:00-04:00,2026-07-07 13:30:00-04:00,30m,True
2026-07-07 13:30:00-04:00,29533.5,29570.0,29528.25,29567.25,14487,30,2026-07-07 13:30:00-04:00,2026-07-07 13:59:00-04:00,2026-07-07 14:00:00-04:00,2026-07-07 14:00:00-04:00,30m,True
2026-07-07 14:00:00-04:00,29567.5,29574.25,29509.75,29517.0,14594,30,2026-07-07 14:00:00-04:00,2026-07-07 14:29:00-04:00,2026-07-07 14:30:00-04:00,2026-07-07 14:30:00-04:00,30m,True
2026-07-07 14:30:00-04:00,29517.5,29531.5,29385.25,29391.0,25404,30,2026-07-07 14:30:00-04:00,2026-07-07 14:59:00-04:00,2026-07-07 15:00:00-04:00,2026-07-07 15:00:00-04:00,30m,True
2026-07-07 15:00:00-04:00,29390.25,29410.0,29271.0,29321.25,27478,30,2026-07-07 15:00:00-04:00,2026-07-07 15:29:00-04:00,2026-07-07 15:30:00-04:00,2026-07-07 15:30:00-04:00,30m,True
2026-07-07 15:30:00-04:00,29320.75,29400.0,29303.75,29394.5,37980,30,2026-07-07 15:30:00-04:00,2026-07-07 15:59:00-04:00,2026-07-07 16:00:00-04:00,2026-07-07 16:00:00-04:00,30m,True
2026-07-07 16:00:00-04:00,29395.0,29437.25,29387.75,29415.75,14499,30,2026-07-07 16:00:00-04:00,2026-07-07 16:29:00-04:00,2026-07-07 16:30:00-04:00,2026-07-07 16:30:00-04:00,30m,True
2026-07-07 16:30:00-04:00,29416.0,29424.75,29412.5,29419.5,2652,30,2026-07-07 16:30:00-04:00,2026-07-07 16:59:00-04:00,2026-07-07 17:00:00-04:00,2026-07-07 17:00:00-04:00,30m,True
2026-07-07 18:00:00-04:00,29373.75,29388.0,29319.5,29372.75,3555,30,2026-07-07 18:00:00-04:00,2026-07-07 18:29:00-04:00,2026-07-07 18:30:00-04:00,2026-07-07 18:30:00-04:00,30m,True
2026-07-07 18:30:00-04:00,29374.0,29400.0,29363.75,29382.75,2156,30,2026-07-07 18:30:00-04:00,2026-07-07 18:59:00-04:00,2026-07-07 19:00:00-04:00,2026-07-07 19:00:00-04:00,30m,True
2026-07-07 19:00:00-04:00,29382.5,29406.0,29356.0,29396.25,2591,30,2026-07-07 19:00:00-04:00,2026-07-07 19:29:00-04:00,2026-07-07 19:30:00-04:00,2026-07-07 19:30:00-04:00,30m,True
2026-07-07 19:30:00-04:00,29396.25,29407.0,29292.5,29300.5,3689,30,2026-07-07 19:30:00-04:00,2026-07-07 19:59:00-04:00,2026-07-07 20:00:00-04:00,2026-07-07 20:00:00-04:00,30m,True
2026-07-07 20:00:00-04:00,29300.0,29477.5,29266.0,29454.5,9536,30,2026-07-07 20:00:00-04:00,2026-07-07 20:29:00-04:00,2026-07-07 20:30:00-04:00,2026-07-07 20:30:00-04:00,30m,True
2026-07-07 20:30:00-04:00,29452.75,29547.0,29407.25,29543.5,6874,30,2026-07-07 20:30:00-04:00,2026-07-07 20:59:00-04:00,2026-07-07 21:00:00-04:00,2026-07-07 21:00:00-04:00,30m,True
2026-07-07 21:00:00-04:00,29543.75,29558.75,29481.5,29485.25,5693,30,2026-07-07 21:00:00-04:00,2026-07-07 21:29:00-04:00,2026-07-07 21:30:00-04:00,2026-07-07 21:30:00-04:00,30m,True
2026-07-07 21:30:00-04:00,29489.0,29495.25,29427.0,29438.0,4882,30,2026-07-07 21:30:00-04:00,2026-07-07 21:59:00-04:00,2026-07-07 22:00:00-04:00,2026-07-07 22:00:00-04:00,30m,True
2026-07-07 22:00:00-04:00,29437.75,29458.75,29388.0,29421.5,4552,30,2026-07-07 22:00:00-04:00,2026-07-07 22:29:00-04:00,2026-07-07 22:30:00-04:00,2026-07-07 22:30:00-04:00,30m,True
2026-07-07 22:30:00-04:00,29422.25,29475.0,29399.75,29461.25,2934,30,2026-07-07 22:30:00-04:00,2026-07-07 22:59:00-04:00,2026-07-07 23:00:00-04:00,2026-07-07 23:00:00-04:00,30m,True
2026-07-07 23:00:00-04:00,29461.5,29519.75,29461.25,29517.5,2835,30,2026-07-07 23:00:00-04:00,2026-07-07 23:29:00-04:00,2026-07-07 23:30:00-04:00,2026-07-07 23:30:00-04:00,30m,True
2026-07-07 23:30:00-04:00,29517.25,29532.25,29465.0,29467.0,2591,30,2026-07-07 23:30:00-04:00,2026-07-07 23:59:00-04:00,2026-07-08 00:00:00-04:00,2026-07-08 00:00:00-04:00,30m,True
2026-07-08 00:00:00-04:00,29470.0,29473.5,29428.0,29442.5,3208,30,2026-07-08 00:00:00-04:00,2026-07-08 00:29:00-04:00,2026-07-08 00:30:00-04:00,2026-07-08 00:30:00-04:00,30m,True
2026-07-08 00:30:00-04:00,29442.75,29446.0,29376.75,29415.0,3581,30,2026-07-08 00:30:00-04:00,2026-07-08 00:59:00-04:00,2026-07-08 01:00:00-04:00,2026-07-08 01:00:00-04:00,30m,True
2026-07-08 01:00:00-04:00,29417.0,29447.25,29378.75,29384.5,2436,30,2026-07-08 01:00:00-04:00,2026-07-08 01:29:00-04:00,2026-07-08 01:30:00-04:00,2026-07-08 01:30:00-04:00,30m,True
2026-07-08 01:30:00-04:00,29384.0,29385.75,29311.75,29347.5,4447,30,2026-07-08 01:30:00-04:00,2026-07-08 01:59:00-04:00,2026-07-08 02:00:00-04:00,2026-07-08 02:00:00-04:00,30m,True
2026-07-08 02:00:00-04:00,29346.75,29363.5,29320.25,29324.75,4080,30,2026-07-08 02:00:00-04:00,2026-07-08 02:29:00-04:00,2026-07-08 02:30:00-04:00,2026-07-08 02:30:00-04:00,30m,True
2026-07-08 02:30:00-04:00,29320.25,29352.5,29282.25,29329.25,3624,30,2026-07-08 02:30:00-04:00,2026-07-08 02:59:00-04:00,2026-07-08 03:00:00-04:00,2026-07-08 03:00:00-04:00,30m,True
2026-07-08 03:00:00-04:00,29328.25,29355.0,29281.0,29353.0,4280,30,2026-07-08 03:00:00-04:00,2026-07-08 03:29:00-04:00,2026-07-08 03:30:00-04:00,2026-07-08 03:30:00-04:00,30m,True
2026-07-08 03:30:00-04:00,29351.0,29409.5,29346.25,29381.0,4031,30,2026-07-08 03:30:00-04:00,2026-07-08 03:59:00-04:00,2026-07-08 04:00:00-04:00,2026-07-08 04:00:00-04:00,30m,True
2026-07-08 04:00:00-04:00,29383.0,29414.75,29063.5,29079.75,12375,30,2026-07-08 04:00:00-04:00,2026-07-08 04:29:00-04:00,2026-07-08 04:30:00-04:00,2026-07-08 04:30:00-04:00,30m,True
2026-07-08 04:30:00-04:00,29080.0,29103.5,28957.25,29009.5,14391,30,2026-07-08 04:30:00-04:00,2026-07-08 04:59:00-04:00,2026-07-08 05:00:00-04:00,2026-07-08 05:00:00-04:00,30m,True
2026-07-08 05:00:00-04:00,29010.75,29034.0,28909.75,28961.25,9024,30,2026-07-08 05:00:00-04:00,2026-07-08 05:29:00-04:00,2026-07-08 05:30:00-04:00,2026-07-08 05:30:00-04:00,30m,True
2026-07-08 05:30:00-04:00,28959.25,29011.0,28947.25,28957.75,5226,30,2026-07-08 05:30:00-04:00,2026-07-08 05:59:00-04:00,2026-07-08 06:00:00-04:00,2026-07-08 06:00:00-04:00,30m,True
2026-07-08 06:00:00-04:00,28960.75,29021.75,28922.75,29020.25,4894,30,2026-07-08 06:00:00-04:00,2026-07-08 06:29:00-04:00,2026-07-08 06:30:00-04:00,2026-07-08 06:30:00-04:00,30m,True
2026-07-08 06:30:00-04:00,29018.0,29063.0,28996.0,29018.75,4792,30,2026-07-08 06:30:00-04:00,2026-07-08 06:59:00-04:00,2026-07-08 07:00:00-04:00,2026-07-08 07:00:00-04:00,30m,True
2026-07-08 07:00:00-04:00,29020.75,29028.5,28975.5,28987.25,4549,30,2026-07-08 07:00:00-04:00,2026-07-08 07:29:00-04:00,2026-07-08 07:30:00-04:00,2026-07-08 07:30:00-04:00,30m,True
2026-07-08 07:30:00-04:00,28984.75,29124.75,28973.0,29089.25,8091,30,2026-07-08 07:30:00-04:00,2026-07-08 07:59:00-04:00,2026-07-08 08:00:00-04:00,2026-07-08 08:00:00-04:00,30m,True
2026-07-08 08:00:00-04:00,29088.0,29184.25,29054.25,29177.25,8308,30,2026-07-08 08:00:00-04:00,2026-07-08 08:29:00-04:00,2026-07-08 08:30:00-04:00,2026-07-08 08:30:00-04:00,30m,True
2026-07-08 08:30:00-04:00,29176.75,29239.5,29145.75,29155.0,8753,30,2026-07-08 08:30:00-04:00,2026-07-08 08:59:00-04:00,2026-07-08 09:00:00-04:00,2026-07-08 09:00:00-04:00,30m,True
2026-07-08 09:00:00-04:00,29154.75,29230.0,29148.0,29202.25,13094,30,2026-07-08 09:00:00-04:00,2026-07-08 09:29:00-04:00,2026-07-08 09:30:00-04:00,2026-07-08 09:30:00-04:00,30m,True
2026-07-08 09:30:00-04:00,29202.75,29399.0,29201.0,29367.5,59509,30,2026-07-08 09:30:00-04:00,2026-07-08 09:59:00-04:00,2026-07-08 10:00:00-04:00,2026-07-08 10:00:00-04:00,30m,True
