bucket_open_et,segment_id,open,high,low,close,volume,n_source_minutes,source_first_ts,source_last_ts,bucket_close_et,availability_et,tf,spans_segment_boundary,complete
2026-07-06 08:30:00-04:00,25,29893.5,29924.5,29886.75,29900.5,2166,15,2026-07-06 08:30:00-04:00,2026-07-06 08:44:00-04:00,2026-07-06 08:45:00-04:00,2026-07-06 08:45:00-04:00,15m,False,True
2026-07-06 08:45:00-04:00,25,29900.5,29935.0,29898.75,29934.0,1673,15,2026-07-06 08:45:00-04:00,2026-07-06 08:59:00-04:00,2026-07-06 09:00:00-04:00,2026-07-06 09:00:00-04:00,15m,False,True
2026-07-06 09:00:00-04:00,25,29934.75,29938.0,29855.25,29858.0,3908,15,2026-07-06 09:00:00-04:00,2026-07-06 09:14:00-04:00,2026-07-06 09:15:00-04:00,2026-07-06 09:15:00-04:00,15m,False,True
2026-07-06 09:15:00-04:00,25,29859.25,29865.0,29820.25,29834.75,6325,15,2026-07-06 09:15:00-04:00,2026-07-06 09:29:00-04:00,2026-07-06 09:30:00-04:00,2026-07-06 09:30:00-04:00,15m,False,True
2026-07-06 09:30:00-04:00,25,29835.75,29939.25,29776.25,29921.5,32732,15,2026-07-06 09:30:00-04:00,2026-07-06 09:44:00-04:00,2026-07-06 09:45:00-04:00,2026-07-06 09:45:00-04:00,15m,False,True
2026-07-06 09:45:00-04:00,25,29917.0,30009.0,29896.0,29932.5,26457,15,2026-07-06 09:45:00-04:00,2026-07-06 09:59:00-04:00,2026-07-06 10:00:00-04:00,2026-07-06 10:00:00-04:00,15m,False,True
2026-07-06 10:00:00-04:00,25,29935.5,30027.75,29903.25,30021.75,19539,15,2026-07-06 10:00:00-04:00,2026-07-06 10:14:00-04:00,2026-07-06 10:15:00-04:00,2026-07-06 10:15:00-04:00,15m,False,True
2026-07-06 10:15:00-04:00,25,30021.75,30042.5,29986.75,30012.75,15550,15,2026-07-06 10:15:00-04:00,2026-07-06 10:29:00-04:00,2026-07-06 10:30:00-04:00,2026-07-06 10:30:00-04:00,15m,False,True
2026-07-06 10:30:00-04:00,25,30013.25,30057.25,29988.0,30037.75,14286,15,2026-07-06 10:30:00-04:00,2026-07-06 10:44:00-04:00,2026-07-06 10:45:00-04:00,2026-07-06 10:45:00-04:00,15m,False,True
2026-07-06 10:45:00-04:00,25,30037.5,30067.5,29986.75,30025.25,13110,15,2026-07-06 10:45:00-04:00,2026-07-06 10:59:00-04:00,2026-07-06 11:00:00-04:00,2026-07-06 11:00:00-04:00,15m,False,True
2026-07-06 11:00:00-04:00,25,30025.75,30044.0,29959.0,29984.0,12377,15,2026-07-06 11:00:00-04:00,2026-07-06 11:14:00-04:00,2026-07-06 11:15:00-04:00,2026-07-06 11:15:00-04:00,15m,False,True
2026-07-06 11:15:00-04:00,25,29984.0,30062.75,29941.25,30061.25,13325,15,2026-07-06 11:15:00-04:00,2026-07-06 11:29:00-04:00,2026-07-06 11:30:00-04:00,2026-07-06 11:30:00-04:00,15m,False,True
2026-07-06 11:30:00-04:00,25,30061.0,30079.0,30031.5,30070.0,11247,15,2026-07-06 11:30:00-04:00,2026-07-06 11:44:00-04:00,2026-07-06 11:45:00-04:00,2026-07-06 11:45:00-04:00,15m,False,True
2026-07-06 11:45:00-04:00,25,30070.25,30083.75,30049.25,30074.25,7626,15,2026-07-06 11:45:00-04:00,2026-07-06 11:59:00-04:00,2026-07-06 12:00:00-04:00,2026-07-06 12:00:00-04:00,15m,False,True
2026-07-06 12:00:00-04:00,25,30074.0,30094.0,30053.5,30070.5,7860,15,2026-07-06 12:00:00-04:00,2026-07-06 12:14:00-04:00,2026-07-06 12:15:00-04:00,2026-07-06 12:15:00-04:00,15m,False,True
2026-07-06 12:15:00-04:00,25,30071.25,30078.25,30024.75,30032.25,7580,15,2026-07-06 12:15:00-04:00,2026-07-06 12:29:00-04:00,2026-07-06 12:30:00-04:00,2026-07-06 12:30:00-04:00,15m,False,True
2026-07-06 12:30:00-04:00,25,30033.75,30044.25,30002.75,30016.5,7965,15,2026-07-06 12:30:00-04:00,2026-07-06 12:44:00-04:00,2026-07-06 12:45:00-04:00,2026-07-06 12:45:00-04:00,15m,False,True
2026-07-06 12:45:00-04:00,25,30017.25,30038.5,29981.0,29990.0,8037,15,2026-07-06 12:45:00-04:00,2026-07-06 12:59:00-04:00,2026-07-06 13:00:00-04:00,2026-07-06 13:00:00-04:00,15m,False,True
2026-07-06 13:00:00-04:00,25,29989.0,30036.75,29975.25,30019.0,8159,15,2026-07-06 13:00:00-04:00,2026-07-06 13:14:00-04:00,2026-07-06 13:15:00-04:00,2026-07-06 13:15:00-04:00,15m,False,True
2026-07-06 13:15:00-04:00,25,30019.25,30032.0,29948.0,29954.75,8717,15,2026-07-06 13:15:00-04:00,2026-07-06 13:29:00-04:00,2026-07-06 13:30:00-04:00,2026-07-06 13:30:00-04:00,15m,False,True
2026-07-06 13:30:00-04:00,25,29955.5,29960.5,29882.25,29904.75,12975,15,2026-07-06 13:30:00-04:00,2026-07-06 13:44:00-04:00,2026-07-06 13:45:00-04:00,2026-07-06 13:45:00-04:00,15m,False,True
2026-07-06 13:45:00-04:00,25,29904.5,29936.0,29882.75,29896.75,9596,15,2026-07-06 13:45:00-04:00,2026-07-06 13:59:00-04:00,2026-07-06 14:00:00-04:00,2026-07-06 14:00:00-04:00,15m,False,True
2026-07-06 14:00:00-04:00,25,29896.25,29967.5,29895.5,29949.25,9976,15,2026-07-06 14:00:00-04:00,2026-07-06 14:14:00-04:00,2026-07-06 14:15:00-04:00,2026-07-06 14:15:00-04:00,15m,False,True
2026-07-06 14:15:00-04:00,25,29950.0,30000.0,29950.0,29971.75,8890,15,2026-07-06 14:15:00-04:00,2026-07-06 14:29:00-04:00,2026-07-06 14:30:00-04:00,2026-07-06 14:30:00-04:00,15m,False,True
2026-07-06 14:30:00-04:00,25,29971.75,29984.25,29948.5,29978.0,7200,15,2026-07-06 14:30:00-04:00,2026-07-06 14:44:00-04:00,2026-07-06 14:45:00-04:00,2026-07-06 14:45:00-04:00,15m,False,True
2026-07-06 14:45:00-04:00,25,29978.0,30004.0,29973.75,29990.0,6053,15,2026-07-06 14:45:00-04:00,2026-07-06 14:59:00-04:00,2026-07-06 15:00:00-04:00,2026-07-06 15:00:00-04:00,15m,False,True
2026-07-06 15:00:00-04:00,25,29990.75,30025.0,29980.75,30011.25,7610,15,2026-07-06 15:00:00-04:00,2026-07-06 15:14:00-04:00,2026-07-06 15:15:00-04:00,2026-07-06 15:15:00-04:00,15m,False,True
2026-07-06 15:15:00-04:00,25,30011.5,30052.0,30004.5,30035.5,7638,15,2026-07-06 15:15:00-04:00,2026-07-06 15:29:00-04:00,2026-07-06 15:30:00-04:00,2026-07-06 15:30:00-04:00,15m,False,True
2026-07-06 15:30:00-04:00,25,30035.75,30038.0,29996.25,30024.0,9646,15,2026-07-06 15:30:00-04:00,2026-07-06 15:44:00-04:00,2026-07-06 15:45:00-04:00,2026-07-06 15:45:00-04:00,15m,False,True
2026-07-06 15:45:00-04:00,25,30023.75,30036.25,29931.5,29951.75,26277,15,2026-07-06 15:45:00-04:00,2026-07-06 15:59:00-04:00,2026-07-06 16:00:00-04:00,2026-07-06 16:00:00-04:00,15m,False,True
2026-07-06 16:00:00-04:00,25,29951.25,29972.75,29933.0,29964.0,9040,15,2026-07-06 16:00:00-04:00,2026-07-06 16:14:00-04:00,2026-07-06 16:15:00-04:00,2026-07-06 16:15:00-04:00,15m,False,True
2026-07-06 16:15:00-04:00,25,29963.25,29970.0,29950.5,29959.5,1999,15,2026-07-06 16:15:00-04:00,2026-07-06 16:29:00-04:00,2026-07-06 16:30:00-04:00,2026-07-06 16:30:00-04:00,15m,False,True
2026-07-06 16:30:00-04:00,25,29960.0,29965.5,29952.5,29955.75,1332,15,2026-07-06 16:30:00-04:00,2026-07-06 16:44:00-04:00,2026-07-06 16:45:00-04:00,2026-07-06 16:45:00-04:00,15m,False,True
2026-07-06 16:45:00-04:00,25,29955.25,29959.25,29931.25,29947.75,1868,15,2026-07-06 16:45:00-04:00,2026-07-06 16:59:00-04:00,2026-07-06 17:00:00-04:00,2026-07-06 17:00:00-04:00,15m,False,True
2026-07-06 18:00:00-04:00,25,29960.0,29970.0,29940.25,29964.25,1422,15,2026-07-06 18:00:00-04:00,2026-07-06 18:14:00-04:00,2026-07-06 18:15:00-04:00,2026-07-06 18:15:00-04:00,15m,False,True
2026-07-06 18:15:00-04:00,25,29966.5,29973.75,29950.75,29951.75,839,15,2026-07-06 18:15:00-04:00,2026-07-06 18:29:00-04:00,2026-07-06 18:30:00-04:00,2026-07-06 18:30:00-04:00,15m,False,True
2026-07-06 18:30:00-04:00,25,29951.25,29970.0,29942.75,29950.0,1143,15,2026-07-06 18:30:00-04:00,2026-07-06 18:44:00-04:00,2026-07-06 18:45:00-04:00,2026-07-06 18:45:00-04:00,15m,False,True
2026-07-06 18:45:00-04:00,25,29949.75,29950.25,29889.0,29894.75,1878,15,2026-07-06 18:45:00-04:00,2026-07-06 18:59:00-04:00,2026-07-06 19:00:00-04:00,2026-07-06 19:00:00-04:00,15m,False,True
2026-07-06 19:00:00-04:00,25,29893.5,29928.75,29891.75,29907.0,1199,15,2026-07-06 19:00:00-04:00,2026-07-06 19:14:00-04:00,2026-07-06 19:15:00-04:00,2026-07-06 19:15:00-04:00,15m,False,True
2026-07-06 19:15:00-04:00,25,29906.0,29906.5,29872.75,29897.5,1531,15,2026-07-06 19:15:00-04:00,2026-07-06 19:29:00-04:00,2026-07-06 19:30:00-04:00,2026-07-06 19:30:00-04:00,15m,False,True
2026-07-06 19:30:00-04:00,25,29897.25,29906.0,29864.75,29874.75,1388,15,2026-07-06 19:30:00-04:00,2026-07-06 19:44:00-04:00,2026-07-06 19:45:00-04:00,2026-07-06 19:45:00-04:00,15m,False,True
2026-07-06 19:45:00-04:00,25,29874.75,29875.5,29839.25,29852.25,2309,15,2026-07-06 19:45:00-04:00,2026-07-06 19:59:00-04:00,2026-07-06 20:00:00-04:00,2026-07-06 20:00:00-04:00,15m,False,True
2026-07-06 20:00:00-04:00,25,29851.0,29881.0,29825.75,29826.5,2434,15,2026-07-06 20:00:00-04:00,2026-07-06 20:14:00-04:00,2026-07-06 20:15:00-04:00,2026-07-06 20:15:00-04:00,15m,False,True
2026-07-06 20:15:00-04:00,25,29829.0,29914.25,29816.25,29878.75,3259,15,2026-07-06 20:15:00-04:00,2026-07-06 20:29:00-04:00,2026-07-06 20:30:00-04:00,2026-07-06 20:30:00-04:00,15m,False,True
2026-07-06 20:30:00-04:00,25,29879.5,29886.75,29808.25,29831.75,2666,15,2026-07-06 20:30:00-04:00,2026-07-06 20:44:00-04:00,2026-07-06 20:45:00-04:00,2026-07-06 20:45:00-04:00,15m,False,True
2026-07-06 20:45:00-04:00,25,29831.25,29856.75,29808.25,29816.75,2138,15,2026-07-06 20:45:00-04:00,2026-07-06 20:59:00-04:00,2026-07-06 21:00:00-04:00,2026-07-06 21:00:00-04:00,15m,False,True
2026-07-06 21:00:00-04:00,25,29819.75,29835.75,29800.0,29802.5,1950,15,2026-07-06 21:00:00-04:00,2026-07-06 21:14:00-04:00,2026-07-06 21:15:00-04:00,2026-07-06 21:15:00-04:00,15m,False,True
2026-07-06 21:15:00-04:00,25,29805.75,29814.25,29726.5,29740.0,3282,15,2026-07-06 21:15:00-04:00,2026-07-06 21:29:00-04:00,2026-07-06 21:30:00-04:00,2026-07-06 21:30:00-04:00,15m,False,True
2026-07-06 21:30:00-04:00,25,29739.25,29789.75,29716.5,29788.5,2782,15,2026-07-06 21:30:00-04:00,2026-07-06 21:44:00-04:00,2026-07-06 21:45:00-04:00,2026-07-06 21:45:00-04:00,15m,False,True
2026-07-06 21:45:00-04:00,25,29789.25,29822.0,29768.5,29773.0,2166,15,2026-07-06 21:45:00-04:00,2026-07-06 21:59:00-04:00,2026-07-06 22:00:00-04:00,2026-07-06 22:00:00-04:00,15m,False,True
2026-07-06 22:00:00-04:00,25,29774.25,29816.5,29767.25,29806.5,1457,15,2026-07-06 22:00:00-04:00,2026-07-06 22:14:00-04:00,2026-07-06 22:15:00-04:00,2026-07-06 22:15:00-04:00,15m,False,True
2026-07-06 22:15:00-04:00,25,29806.25,29819.25,29769.75,29772.75,1228,15,2026-07-06 22:15:00-04:00,2026-07-06 22:29:00-04:00,2026-07-06 22:30:00-04:00,2026-07-06 22:30:00-04:00,15m,False,True
2026-07-06 22:30:00-04:00,25,29771.5,29780.25,29738.75,29779.5,1962,15,2026-07-06 22:30:00-04:00,2026-07-06 22:44:00-04:00,2026-07-06 22:45:00-04:00,2026-07-06 22:45:00-04:00,15m,False,True
2026-07-06 22:45:00-04:00,25,29780.0,29780.0,29744.25,29748.0,1531,15,2026-07-06 22:45:00-04:00,2026-07-06 22:59:00-04:00,2026-07-06 23:00:00-04:00,2026-07-06 23:00:00-04:00,15m,False,True
2026-07-06 23:00:00-04:00,25,29748.0,29784.75,29741.5,29758.0,1342,15,2026-07-06 23:00:00-04:00,2026-07-06 23:14:00-04:00,2026-07-06 23:15:00-04:00,2026-07-06 23:15:00-04:00,15m,False,True
2026-07-06 23:15:00-04:00,25,29757.5,29761.0,29680.0,29684.25,3631,15,2026-07-06 23:15:00-04:00,2026-07-06 23:29:00-04:00,2026-07-06 23:30:00-04:00,2026-07-06 23:30:00-04:00,15m,False,True
2026-07-06 23:30:00-04:00,25,29685.25,29709.0,29662.0,29664.75,2727,15,2026-07-06 23:30:00-04:00,2026-07-06 23:44:00-04:00,2026-07-06 23:45:00-04:00,2026-07-06 23:45:00-04:00,15m,False,True
2026-07-06 23:45:00-04:00,25,29663.75,29675.5,29628.25,29668.25,2896,15,2026-07-06 23:45:00-04:00,2026-07-06 23:59:00-04:00,2026-07-07 00:00:00-04:00,2026-07-07 00:00:00-04:00,15m,False,True
2026-07-07 00:00:00-04:00,25,29670.0,29680.0,29638.0,29638.5,1917,15,2026-07-07 00:00:00-04:00,2026-07-07 00:14:00-04:00,2026-07-07 00:15:00-04:00,2026-07-07 00:15:00-04:00,15m,False,True
2026-07-07 00:15:00-04:00,25,29639.0,29646.25,29616.0,29639.0,1471,15,2026-07-07 00:15:00-04:00,2026-07-07 00:29:00-04:00,2026-07-07 00:30:00-04:00,2026-07-07 00:30:00-04:00,15m,False,True
2026-07-07 00:30:00-04:00,25,29640.0,29656.75,29621.5,29633.75,1259,15,2026-07-07 00:30:00-04:00,2026-07-07 00:44:00-04:00,2026-07-07 00:45:00-04:00,2026-07-07 00:45:00-04:00,15m,False,True
2026-07-07 00:45:00-04:00,25,29633.75,29639.5,29607.5,29625.5,1188,15,2026-07-07 00:45:00-04:00,2026-07-07 00:59:00-04:00,2026-07-07 01:00:00-04:00,2026-07-07 01:00:00-04:00,15m,False,True
2026-07-07 01:00:00-04:00,25,29626.25,29627.0,29585.25,29587.5,1447,15,2026-07-07 01:00:00-04:00,2026-07-07 01:14:00-04:00,2026-07-07 01:15:00-04:00,2026-07-07 01:15:00-04:00,15m,False,True
2026-07-07 01:15:00-04:00,25,29585.5,29607.5,29558.5,29590.0,2480,15,2026-07-07 01:15:00-04:00,2026-07-07 01:29:00-04:00,2026-07-07 01:30:00-04:00,2026-07-07 01:30:00-04:00,15m,False,True
2026-07-07 01:30:00-04:00,25,29591.75,29665.0,29591.75,29660.75,2571,15,2026-07-07 01:30:00-04:00,2026-07-07 01:44:00-04:00,2026-07-07 01:45:00-04:00,2026-07-07 01:45:00-04:00,15m,False,True
2026-07-07 01:45:00-04:00,25,29659.5,29704.5,29646.0,29689.75,2285,15,2026-07-07 01:45:00-04:00,2026-07-07 01:59:00-04:00,2026-07-07 02:00:00-04:00,2026-07-07 02:00:00-04:00,15m,False,True
2026-07-07 02:00:00-04:00,25,29688.75,29701.25,29631.25,29641.5,2075,15,2026-07-07 02:00:00-04:00,2026-07-07 02:14:00-04:00,2026-07-07 02:15:00-04:00,2026-07-07 02:15:00-04:00,15m,False,True
2026-07-07 02:15:00-04:00,25,29643.0,29674.0,29641.5,29663.0,1578,15,2026-07-07 02:15:00-04:00,2026-07-07 02:29:00-04:00,2026-07-07 02:30:00-04:00,2026-07-07 02:30:00-04:00,15m,False,True
2026-07-07 02:30:00-04:00,25,29662.0,29684.0,29647.0,29684.0,1385,15,2026-07-07 02:30:00-04:00,2026-07-07 02:44:00-04:00,2026-07-07 02:45:00-04:00,2026-07-07 02:45:00-04:00,15m,False,True
2026-07-07 02:45:00-04:00,25,29683.5,29693.25,29663.25,29688.75,1144,15,2026-07-07 02:45:00-04:00,2026-07-07 02:59:00-04:00,2026-07-07 03:00:00-04:00,2026-07-07 03:00:00-04:00,15m,False,True
2026-07-07 03:00:00-04:00,25,29689.0,29724.0,29667.75,29718.0,2772,15,2026-07-07 03:00:00-04:00,2026-07-07 03:14:00-04:00,2026-07-07 03:15:00-04:00,2026-07-07 03:15:00-04:00,15m,False,True
2026-07-07 03:15:00-04:00,25,29717.5,29744.0,29711.75,29717.0,2057,15,2026-07-07 03:15:00-04:00,2026-07-07 03:29:00-04:00,2026-07-07 03:30:00-04:00,2026-07-07 03:30:00-04:00,15m,False,True
2026-07-07 03:30:00-04:00,25,29715.5,29723.0,29693.0,29693.25,1130,15,2026-07-07 03:30:00-04:00,2026-07-07 03:44:00-04:00,2026-07-07 03:45:00-04:00,2026-07-07 03:45:00-04:00,15m,False,True
2026-07-07 03:45:00-04:00,25,29693.25,29700.0,29644.0,29645.5,2306,15,2026-07-07 03:45:00-04:00,2026-07-07 03:59:00-04:00,2026-07-07 04:00:00-04:00,2026-07-07 04:00:00-04:00,15m,False,True
2026-07-07 04:00:00-04:00,25,29646.75,29695.75,29641.25,29687.75,2186,15,2026-07-07 04:00:00-04:00,2026-07-07 04:14:00-04:00,2026-07-07 04:15:00-04:00,2026-07-07 04:15:00-04:00,15m,False,True
2026-07-07 04:15:00-04:00,25,29687.75,29709.25,29682.0,29691.75,1240,15,2026-07-07 04:15:00-04:00,2026-07-07 04:29:00-04:00,2026-07-07 04:30:00-04:00,2026-07-07 04:30:00-04:00,15m,False,True
2026-07-07 04:30:00-04:00,25,29692.25,29705.0,29671.75,29682.5,1069,15,2026-07-07 04:30:00-04:00,2026-07-07 04:44:00-04:00,2026-07-07 04:45:00-04:00,2026-07-07 04:45:00-04:00,15m,False,True
2026-07-07 04:45:00-04:00,25,29683.0,29696.25,29658.5,29660.25,994,15,2026-07-07 04:45:00-04:00,2026-07-07 04:59:00-04:00,2026-07-07 05:00:00-04:00,2026-07-07 05:00:00-04:00,15m,False,True
2026-07-07 05:00:00-04:00,25,29660.75,29690.5,29642.5,29687.0,1649,15,2026-07-07 05:00:00-04:00,2026-07-07 05:14:00-04:00,2026-07-07 05:15:00-04:00,2026-07-07 05:15:00-04:00,15m,False,True
2026-07-07 05:15:00-04:00,25,29688.25,29693.5,29655.25,29655.5,569,15,2026-07-07 05:15:00-04:00,2026-07-07 05:29:00-04:00,2026-07-07 05:30:00-04:00,2026-07-07 05:30:00-04:00,15m,False,True
2026-07-07 05:30:00-04:00,25,29658.25,29660.75,29628.25,29650.0,2279,15,2026-07-07 05:30:00-04:00,2026-07-07 05:44:00-04:00,2026-07-07 05:45:00-04:00,2026-07-07 05:45:00-04:00,15m,False,True
2026-07-07 05:45:00-04:00,25,29649.75,29665.5,29622.5,29662.25,1033,15,2026-07-07 05:45:00-04:00,2026-07-07 05:59:00-04:00,2026-07-07 06:00:00-04:00,2026-07-07 06:00:00-04:00,15m,False,True
2026-07-07 06:00:00-04:00,25,29663.25,29689.5,29639.5,29647.75,3326,15,2026-07-07 06:00:00-04:00,2026-07-07 06:14:00-04:00,2026-07-07 06:15:00-04:00,2026-07-07 06:15:00-04:00,15m,False,True
2026-07-07 06:15:00-04:00,25,29649.0,29689.25,29646.5,29673.5,2906,15,2026-07-07 06:15:00-04:00,2026-07-07 06:29:00-04:00,2026-07-07 06:30:00-04:00,2026-07-07 06:30:00-04:00,15m,False,True
2026-07-07 06:30:00-04:00,25,29673.25,29673.5,29643.75,29647.0,1290,15,2026-07-07 06:30:00-04:00,2026-07-07 06:44:00-04:00,2026-07-07 06:45:00-04:00,2026-07-07 06:45:00-04:00,15m,False,True
2026-07-07 06:45:00-04:00,25,29648.25,29659.25,29625.25,29659.25,1494,15,2026-07-07 06:45:00-04:00,2026-07-07 06:59:00-04:00,2026-07-07 07:00:00-04:00,2026-07-07 07:00:00-04:00,15m,False,True
2026-07-07 07:00:00-04:00,25,29660.5,29661.75,29602.5,29614.25,2045,15,2026-07-07 07:00:00-04:00,2026-07-07 07:14:00-04:00,2026-07-07 07:15:00-04:00,2026-07-07 07:15:00-04:00,15m,False,True
2026-07-07 07:15:00-04:00,25,29613.0,29651.25,29612.0,29632.0,1279,15,2026-07-07 07:15:00-04:00,2026-07-07 07:29:00-04:00,2026-07-07 07:30:00-04:00,2026-07-07 07:30:00-04:00,15m,False,True
2026-07-07 07:30:00-04:00,25,29632.5,29632.5,29591.25,29623.0,1841,15,2026-07-07 07:30:00-04:00,2026-07-07 07:44:00-04:00,2026-07-07 07:45:00-04:00,2026-07-07 07:45:00-04:00,15m,False,True
2026-07-07 07:45:00-04:00,25,29621.25,29645.75,29601.0,29642.5,1769,15,2026-07-07 07:45:00-04:00,2026-07-07 07:59:00-04:00,2026-07-07 08:00:00-04:00,2026-07-07 08:00:00-04:00,15m,False,True
2026-07-07 08:00:00-04:00,25,29640.75,29716.0,29639.25,29704.0,4404,15,2026-07-07 08:00:00-04:00,2026-07-07 08:14:00-04:00,2026-07-07 08:15:00-04:00,2026-07-07 08:15:00-04:00,15m,False,True
2026-07-07 08:15:00-04:00,25,29702.75,29705.75,29658.5,29688.0,2169,15,2026-07-07 08:15:00-04:00,2026-07-07 08:29:00-04:00,2026-07-07 08:30:00-04:00,2026-07-07 08:30:00-04:00,15m,False,True
2026-07-07 08:30:00-04:00,25,29686.5,29708.0,29664.0,29686.5,2093,15,2026-07-07 08:30:00-04:00,2026-07-07 08:44:00-04:00,2026-07-07 08:45:00-04:00,2026-07-07 08:45:00-04:00,15m,False,True
2026-07-07 08:45:00-04:00,25,29685.25,29687.5,29622.0,29642.25,3408,15,2026-07-07 08:45:00-04:00,2026-07-07 08:59:00-04:00,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,15m,False,True
2026-07-07 09:00:00-04:00,25,29642.25,29655.75,29610.5,29641.5,4551,15,2026-07-07 09:00:00-04:00,2026-07-07 09:14:00-04:00,2026-07-07 09:15:00-04:00,2026-07-07 09:15:00-04:00,15m,False,True
2026-07-07 09:15:00-04:00,25,29641.25,29652.75,29580.0,29592.25,6360,15,2026-07-07 09:15:00-04:00,2026-07-07 09:29:00-04:00,2026-07-07 09:30:00-04:00,2026-07-07 09:30:00-04:00,15m,False,True
2026-07-07 09:30:00-04:00,25,29593.0,29685.75,29491.25,29595.0,44848,15,2026-07-07 09:30:00-04:00,2026-07-07 09:44:00-04:00,2026-07-07 09:45:00-04:00,2026-07-07 09:45:00-04:00,15m,False,True
2026-07-07 09:45:00-04:00,25,29594.0,29596.75,29420.25,29469.0,31486,15,2026-07-07 09:45:00-04:00,2026-07-07 09:59:00-04:00,2026-07-07 10:00:00-04:00,2026-07-07 10:00:00-04:00,15m,False,True
2026-07-07 10:00:00-04:00,25,29468.75,29505.75,29332.0,29343.0,30046,15,2026-07-07 10:00:00-04:00,2026-07-07 10:14:00-04:00,2026-07-07 10:15:00-04:00,2026-07-07 10:15:00-04:00,15m,False,True
2026-07-07 10:15:00-04:00,25,29342.0,29378.25,29259.75,29303.25,27463,15,2026-07-07 10:15:00-04:00,2026-07-07 10:29:00-04:00,2026-07-07 10:30:00-04:00,2026-07-07 10:30:00-04:00,15m,False,True
2026-07-07 10:30:00-04:00,25,29303.5,29327.75,29210.0,29239.5,22040,15,2026-07-07 10:30:00-04:00,2026-07-07 10:44:00-04:00,2026-07-07 10:45:00-04:00,2026-07-07 10:45:00-04:00,15m,False,True
2026-07-07 10:45:00-04:00,25,29239.0,29325.75,29232.5,29302.5,20306,15,2026-07-07 10:45:00-04:00,2026-07-07 10:59:00-04:00,2026-07-07 11:00:00-04:00,2026-07-07 11:00:00-04:00,15m,False,True
2026-07-07 11:00:00-04:00,25,29302.25,29358.0,29271.25,29318.25,15927,15,2026-07-07 11:00:00-04:00,2026-07-07 11:14:00-04:00,2026-07-07 11:15:00-04:00,2026-07-07 11:15:00-04:00,15m,False,True
2026-07-07 11:15:00-04:00,25,29317.0,29322.5,29271.75,29314.0,12551,15,2026-07-07 11:15:00-04:00,2026-07-07 11:29:00-04:00,2026-07-07 11:30:00-04:00,2026-07-07 11:30:00-04:00,15m,False,True
2026-07-07 11:30:00-04:00,25,29315.0,29330.0,29248.25,29329.0,12340,15,2026-07-07 11:30:00-04:00,2026-07-07 11:44:00-04:00,2026-07-07 11:45:00-04:00,2026-07-07 11:45:00-04:00,15m,False,True
2026-07-07 11:45:00-04:00,25,29329.25,29389.25,29325.25,29386.75,13267,15,2026-07-07 11:45:00-04:00,2026-07-07 11:59:00-04:00,2026-07-07 12:00:00-04:00,2026-07-07 12:00:00-04:00,15m,False,True
2026-07-07 12:00:00-04:00,25,29388.0,29473.75,29377.0,29466.25,15733,15,2026-07-07 12:00:00-04:00,2026-07-07 12:14:00-04:00,2026-07-07 12:15:00-04:00,2026-07-07 12:15:00-04:00,15m,False,True
2026-07-07 12:15:00-04:00,25,29467.25,29548.0,29450.5,29532.0,17028,15,2026-07-07 12:15:00-04:00,2026-07-07 12:29:00-04:00,2026-07-07 12:30:00-04:00,2026-07-07 12:30:00-04:00,15m,False,True
2026-07-07 12:30:00-04:00,25,29532.25,29558.25,29486.25,29527.75,13296,15,2026-07-07 12:30:00-04:00,2026-07-07 12:44:00-04:00,2026-07-07 12:45:00-04:00,2026-07-07 12:45:00-04:00,15m,False,True
2026-07-07 12:45:00-04:00,25,29527.25,29557.75,29502.5,29540.0,10100,15,2026-07-07 12:45:00-04:00,2026-07-07 12:59:00-04:00,2026-07-07 13:00:00-04:00,2026-07-07 13:00:00-04:00,15m,False,True
2026-07-07 13:00:00-04:00,25,29539.5,29580.75,29530.0,29534.5,11514,15,2026-07-07 13:00:00-04:00,2026-07-07 13:14:00-04:00,2026-07-07 13:15:00-04:00,2026-07-07 13:15:00-04:00,15m,False,True
2026-07-07 13:15:00-04:00,25,29533.25,29573.5,29510.0,29533.75,9191,15,2026-07-07 13:15:00-04:00,2026-07-07 13:29:00-04:00,2026-07-07 13:30:00-04:00,2026-07-07 13:30:00-04:00,15m,False,True
2026-07-07 13:30:00-04:00,25,29533.5,29570.0,29532.5,29561.75,7805,15,2026-07-07 13:30:00-04:00,2026-07-07 13:44:00-04:00,2026-07-07 13:45:00-04:00,2026-07-07 13:45:00-04:00,15m,False,True
2026-07-07 13:45:00-04:00,25,29561.25,29568.0,29528.25,29567.25,6682,15,2026-07-07 13:45:00-04:00,2026-07-07 13:59:00-04:00,2026-07-07 14:00:00-04:00,2026-07-07 14:00:00-04:00,15m,False,True
2026-07-07 14:00:00-04:00,25,29567.5,29574.25,29531.25,29547.25,7274,15,2026-07-07 14:00:00-04:00,2026-07-07 14:14:00-04:00,2026-07-07 14:15:00-04:00,2026-07-07 14:15:00-04:00,15m,False,True
2026-07-07 14:15:00-04:00,25,29547.5,29561.0,29509.75,29517.0,7320,15,2026-07-07 14:15:00-04:00,2026-07-07 14:29:00-04:00,2026-07-07 14:30:00-04:00,2026-07-07 14:30:00-04:00,15m,False,True
2026-07-07 14:30:00-04:00,25,29517.5,29531.5,29452.75,29472.75,10730,15,2026-07-07 14:30:00-04:00,2026-07-07 14:44:00-04:00,2026-07-07 14:45:00-04:00,2026-07-07 14:45:00-04:00,15m,False,True
