bucket_open_et,open,high,low,close,volume,n_source_minutes,source_first_ts,source_last_ts,bucket_close_et,availability_et,tf,complete
2026-07-06 18:40:00-04:00,29958.5,29970.0,29946.25,29950.0,365,5,2026-07-06 18:40:00-04:00,2026-07-06 18:44:00-04:00,2026-07-06 18:45:00-04:00,2026-07-06 18:45:00-04:00,5m,True
2026-07-06 18:45:00-04:00,29949.75,29950.25,29912.25,29920.5,867,5,2026-07-06 18:45:00-04:00,2026-07-06 18:49:00-04:00,2026-07-06 18:50:00-04:00,2026-07-06 18:50:00-04:00,5m,True
2026-07-06 18:50:00-04:00,29920.75,29925.0,29904.75,29907.75,376,5,2026-07-06 18:50:00-04:00,2026-07-06 18:54:00-04:00,2026-07-06 18:55:00-04:00,2026-07-06 18:55:00-04:00,5m,True
2026-07-06 18:55:00-04:00,29909.25,29910.0,29889.0,29894.75,635,5,2026-07-06 18:55:00-04:00,2026-07-06 18:59:00-04:00,2026-07-06 19:00:00-04:00,2026-07-06 19:00:00-04:00,5m,True
2026-07-06 19:00:00-04:00,29893.5,29928.75,29891.75,29920.25,588,5,2026-07-06 19:00:00-04:00,2026-07-06 19:04:00-04:00,2026-07-06 19:05:00-04:00,2026-07-06 19:05:00-04:00,5m,True
2026-07-06 19:05:00-04:00,29921.5,29927.75,29904.75,29911.0,365,5,2026-07-06 19:05:00-04:00,2026-07-06 19:09:00-04:00,2026-07-06 19:10:00-04:00,2026-07-06 19:10:00-04:00,5m,True
2026-07-06 19:10:00-04:00,29910.5,29918.5,29903.75,29907.0,246,5,2026-07-06 19:10:00-04:00,2026-07-06 19:14:00-04:00,2026-07-06 19:15:00-04:00,2026-07-06 19:15:00-04:00,5m,True
2026-07-06 19:15:00-04:00,29906.0,29906.0,29875.5,29877.25,631,5,2026-07-06 19:15:00-04:00,2026-07-06 19:19:00-04:00,2026-07-06 19:20:00-04:00,2026-07-06 19:20:00-04:00,5m,True
2026-07-06 19:20:00-04:00,29877.25,29900.0,29872.75,29896.0,467,5,2026-07-06 19:20:00-04:00,2026-07-06 19:24:00-04:00,2026-07-06 19:25:00-04:00,2026-07-06 19:25:00-04:00,5m,True
2026-07-06 19:25:00-04:00,29895.25,29906.5,29890.5,29897.5,433,5,2026-07-06 19:25:00-04:00,2026-07-06 19:29:00-04:00,2026-07-06 19:30:00-04:00,2026-07-06 19:30:00-04:00,5m,True
2026-07-06 19:30:00-04:00,29897.25,29906.0,29882.5,29883.0,460,5,2026-07-06 19:30:00-04:00,2026-07-06 19:34:00-04:00,2026-07-06 19:35:00-04:00,2026-07-06 19:35:00-04:00,5m,True
2026-07-06 19:35:00-04:00,29884.5,29892.0,29879.0,29881.25,289,5,2026-07-06 19:35:00-04:00,2026-07-06 19:39:00-04:00,2026-07-06 19:40:00-04:00,2026-07-06 19:40:00-04:00,5m,True
2026-07-06 19:40:00-04:00,29880.25,29882.75,29864.75,29874.75,639,5,2026-07-06 19:40:00-04:00,2026-07-06 19:44:00-04:00,2026-07-06 19:45:00-04:00,2026-07-06 19:45:00-04:00,5m,True
2026-07-06 19:45:00-04:00,29874.75,29875.5,29851.0,29857.25,841,5,2026-07-06 19:45:00-04:00,2026-07-06 19:49:00-04:00,2026-07-06 19:50:00-04:00,2026-07-06 19:50:00-04:00,5m,True
2026-07-06 19:50:00-04:00,29855.25,29860.0,29839.25,29854.0,1045,5,2026-07-06 19:50:00-04:00,2026-07-06 19:54:00-04:00,2026-07-06 19:55:00-04:00,2026-07-06 19:55:00-04:00,5m,True
2026-07-06 19:55:00-04:00,29852.75,29855.75,29841.75,29852.25,423,5,2026-07-06 19:55:00-04:00,2026-07-06 19:59:00-04:00,2026-07-06 20:00:00-04:00,2026-07-06 20:00:00-04:00,5m,True
2026-07-06 20:00:00-04:00,29851.0,29869.25,29833.75,29859.5,884,5,2026-07-06 20:00:00-04:00,2026-07-06 20:04:00-04:00,2026-07-06 20:05:00-04:00,2026-07-06 20:05:00-04:00,5m,True
2026-07-06 20:05:00-04:00,29865.0,29881.0,29850.75,29864.25,674,5,2026-07-06 20:05:00-04:00,2026-07-06 20:09:00-04:00,2026-07-06 20:10:00-04:00,2026-07-06 20:10:00-04:00,5m,True
2026-07-06 20:10:00-04:00,29860.0,29863.25,29825.75,29826.5,876,5,2026-07-06 20:10:00-04:00,2026-07-06 20:14:00-04:00,2026-07-06 20:15:00-04:00,2026-07-06 20:15:00-04:00,5m,True
2026-07-06 20:15:00-04:00,29829.0,29862.0,29816.25,29860.75,1037,5,2026-07-06 20:15:00-04:00,2026-07-06 20:19:00-04:00,2026-07-06 20:20:00-04:00,2026-07-06 20:20:00-04:00,5m,True
2026-07-06 20:20:00-04:00,29860.5,29909.5,29857.5,29894.75,1395,5,2026-07-06 20:20:00-04:00,2026-07-06 20:24:00-04:00,2026-07-06 20:25:00-04:00,2026-07-06 20:25:00-04:00,5m,True
2026-07-06 20:25:00-04:00,29893.5,29914.25,29865.75,29878.75,827,5,2026-07-06 20:25:00-04:00,2026-07-06 20:29:00-04:00,2026-07-06 20:30:00-04:00,2026-07-06 20:30:00-04:00,5m,True
2026-07-06 20:30:00-04:00,29879.5,29886.75,29843.75,29847.75,640,5,2026-07-06 20:30:00-04:00,2026-07-06 20:34:00-04:00,2026-07-06 20:35:00-04:00,2026-07-06 20:35:00-04:00,5m,True
2026-07-06 20:35:00-04:00,29846.25,29849.0,29814.0,29824.5,975,5,2026-07-06 20:35:00-04:00,2026-07-06 20:39:00-04:00,2026-07-06 20:40:00-04:00,2026-07-06 20:40:00-04:00,5m,True
2026-07-06 20:40:00-04:00,29823.75,29844.0,29808.25,29831.75,1051,5,2026-07-06 20:40:00-04:00,2026-07-06 20:44:00-04:00,2026-07-06 20:45:00-04:00,2026-07-06 20:45:00-04:00,5m,True
2026-07-06 20:45:00-04:00,29831.25,29848.0,29808.25,29836.5,939,5,2026-07-06 20:45:00-04:00,2026-07-06 20:49:00-04:00,2026-07-06 20:50:00-04:00,2026-07-06 20:50:00-04:00,5m,True
2026-07-06 20:50:00-04:00,29836.0,29855.25,29820.0,29852.75,532,5,2026-07-06 20:50:00-04:00,2026-07-06 20:54:00-04:00,2026-07-06 20:55:00-04:00,2026-07-06 20:55:00-04:00,5m,True
2026-07-06 20:55:00-04:00,29852.75,29856.75,29814.5,29816.75,667,5,2026-07-06 20:55:00-04:00,2026-07-06 20:59:00-04:00,2026-07-06 21:00:00-04:00,2026-07-06 21:00:00-04:00,5m,True
2026-07-06 21:00:00-04:00,29819.75,29835.75,29803.75,29816.5,846,5,2026-07-06 21:00:00-04:00,2026-07-06 21:04:00-04:00,2026-07-06 21:05:00-04:00,2026-07-06 21:05:00-04:00,5m,True
2026-07-06 21:05:00-04:00,29813.5,29827.0,29809.5,29813.75,452,5,2026-07-06 21:05:00-04:00,2026-07-06 21:09:00-04:00,2026-07-06 21:10:00-04:00,2026-07-06 21:10:00-04:00,5m,True
2026-07-06 21:10:00-04:00,29814.5,29827.5,29800.0,29802.5,652,5,2026-07-06 21:10:00-04:00,2026-07-06 21:14:00-04:00,2026-07-06 21:15:00-04:00,2026-07-06 21:15:00-04:00,5m,True
2026-07-06 21:15:00-04:00,29805.75,29814.25,29793.75,29798.0,543,5,2026-07-06 21:15:00-04:00,2026-07-06 21:19:00-04:00,2026-07-06 21:20:00-04:00,2026-07-06 21:20:00-04:00,5m,True
2026-07-06 21:20:00-04:00,29800.0,29800.0,29758.75,29759.5,1567,5,2026-07-06 21:20:00-04:00,2026-07-06 21:24:00-04:00,2026-07-06 21:25:00-04:00,2026-07-06 21:25:00-04:00,5m,True
2026-07-06 21:25:00-04:00,29758.5,29759.0,29726.5,29740.0,1172,5,2026-07-06 21:25:00-04:00,2026-07-06 21:29:00-04:00,2026-07-06 21:30:00-04:00,2026-07-06 21:30:00-04:00,5m,True
2026-07-06 21:30:00-04:00,29739.25,29754.75,29716.5,29753.25,1053,5,2026-07-06 21:30:00-04:00,2026-07-06 21:34:00-04:00,2026-07-06 21:35:00-04:00,2026-07-06 21:35:00-04:00,5m,True
2026-07-06 21:35:00-04:00,29751.5,29774.75,29748.25,29766.75,849,5,2026-07-06 21:35:00-04:00,2026-07-06 21:39:00-04:00,2026-07-06 21:40:00-04:00,2026-07-06 21:40:00-04:00,5m,True
2026-07-06 21:40:00-04:00,29766.75,29789.75,29749.25,29788.5,880,5,2026-07-06 21:40:00-04:00,2026-07-06 21:44:00-04:00,2026-07-06 21:45:00-04:00,2026-07-06 21:45:00-04:00,5m,True
2026-07-06 21:45:00-04:00,29789.25,29809.0,29787.25,29802.75,760,5,2026-07-06 21:45:00-04:00,2026-07-06 21:49:00-04:00,2026-07-06 21:50:00-04:00,2026-07-06 21:50:00-04:00,5m,True
2026-07-06 21:50:00-04:00,29805.0,29822.0,29792.0,29818.25,541,5,2026-07-06 21:50:00-04:00,2026-07-06 21:54:00-04:00,2026-07-06 21:55:00-04:00,2026-07-06 21:55:00-04:00,5m,True
2026-07-06 21:55:00-04:00,29817.25,29818.0,29768.5,29773.0,865,5,2026-07-06 21:55:00-04:00,2026-07-06 21:59:00-04:00,2026-07-06 22:00:00-04:00,2026-07-06 22:00:00-04:00,5m,True
2026-07-06 22:00:00-04:00,29774.25,29796.5,29767.25,29789.0,654,5,2026-07-06 22:00:00-04:00,2026-07-06 22:04:00-04:00,2026-07-06 22:05:00-04:00,2026-07-06 22:05:00-04:00,5m,True
2026-07-06 22:05:00-04:00,29789.5,29816.5,29781.5,29803.5,571,5,2026-07-06 22:05:00-04:00,2026-07-06 22:09:00-04:00,2026-07-06 22:10:00-04:00,2026-07-06 22:10:00-04:00,5m,True
2026-07-06 22:10:00-04:00,29805.5,29813.0,29800.5,29806.5,232,5,2026-07-06 22:10:00-04:00,2026-07-06 22:14:00-04:00,2026-07-06 22:15:00-04:00,2026-07-06 22:15:00-04:00,5m,True
2026-07-06 22:15:00-04:00,29806.25,29819.25,29799.25,29805.25,478,5,2026-07-06 22:15:00-04:00,2026-07-06 22:19:00-04:00,2026-07-06 22:20:00-04:00,2026-07-06 22:20:00-04:00,5m,True
2026-07-06 22:20:00-04:00,29804.25,29806.25,29776.75,29777.75,478,5,2026-07-06 22:20:00-04:00,2026-07-06 22:24:00-04:00,2026-07-06 22:25:00-04:00,2026-07-06 22:25:00-04:00,5m,True
2026-07-06 22:25:00-04:00,29777.0,29780.5,29769.75,29772.75,272,5,2026-07-06 22:25:00-04:00,2026-07-06 22:29:00-04:00,2026-07-06 22:30:00-04:00,2026-07-06 22:30:00-04:00,5m,True
2026-07-06 22:30:00-04:00,29771.5,29771.5,29746.0,29748.5,760,5,2026-07-06 22:30:00-04:00,2026-07-06 22:34:00-04:00,2026-07-06 22:35:00-04:00,2026-07-06 22:35:00-04:00,5m,True
2026-07-06 22:35:00-04:00,29749.0,29777.5,29738.75,29772.75,894,5,2026-07-06 22:35:00-04:00,2026-07-06 22:39:00-04:00,2026-07-06 22:40:00-04:00,2026-07-06 22:40:00-04:00,5m,True
2026-07-06 22:40:00-04:00,29773.5,29780.25,29764.5,29779.5,308,5,2026-07-06 22:40:00-04:00,2026-07-06 22:44:00-04:00,2026-07-06 22:45:00-04:00,2026-07-06 22:45:00-04:00,5m,True
2026-07-06 22:45:00-04:00,29780.0,29780.0,29756.75,29764.25,468,5,2026-07-06 22:45:00-04:00,2026-07-06 22:49:00-04:00,2026-07-06 22:50:00-04:00,2026-07-06 22:50:00-04:00,5m,True
2026-07-06 22:50:00-04:00,29765.5,29768.25,29749.75,29767.75,599,5,2026-07-06 22:50:00-04:00,2026-07-06 22:54:00-04:00,2026-07-06 22:55:00-04:00,2026-07-06 22:55:00-04:00,5m,True
2026-07-06 22:55:00-04:00,29766.0,29772.25,29744.25,29748.0,464,5,2026-07-06 22:55:00-04:00,2026-07-06 22:59:00-04:00,2026-07-06 23:00:00-04:00,2026-07-06 23:00:00-04:00,5m,True
2026-07-06 23:00:00-04:00,29748.0,29773.5,29741.5,29772.0,537,5,2026-07-06 23:00:00-04:00,2026-07-06 23:04:00-04:00,2026-07-06 23:05:00-04:00,2026-07-06 23:05:00-04:00,5m,True
2026-07-06 23:05:00-04:00,29772.75,29784.75,29761.25,29780.0,451,5,2026-07-06 23:05:00-04:00,2026-07-06 23:09:00-04:00,2026-07-06 23:10:00-04:00,2026-07-06 23:10:00-04:00,5m,True
2026-07-06 23:10:00-04:00,29778.0,29779.0,29755.5,29758.0,354,5,2026-07-06 23:10:00-04:00,2026-07-06 23:14:00-04:00,2026-07-06 23:15:00-04:00,2026-07-06 23:15:00-04:00,5m,True
2026-07-06 23:15:00-04:00,29757.5,29761.0,29734.5,29742.75,1027,5,2026-07-06 23:15:00-04:00,2026-07-06 23:19:00-04:00,2026-07-06 23:20:00-04:00,2026-07-06 23:20:00-04:00,5m,True
2026-07-06 23:20:00-04:00,29740.75,29742.25,29712.0,29715.25,1258,5,2026-07-06 23:20:00-04:00,2026-07-06 23:24:00-04:00,2026-07-06 23:25:00-04:00,2026-07-06 23:25:00-04:00,5m,True
2026-07-06 23:25:00-04:00,29715.5,29726.5,29680.0,29684.25,1346,5,2026-07-06 23:25:00-04:00,2026-07-06 23:29:00-04:00,2026-07-06 23:30:00-04:00,2026-07-06 23:30:00-04:00,5m,True
2026-07-06 23:30:00-04:00,29685.25,29707.25,29672.0,29689.0,1179,5,2026-07-06 23:30:00-04:00,2026-07-06 23:34:00-04:00,2026-07-06 23:35:00-04:00,2026-07-06 23:35:00-04:00,5m,True
2026-07-06 23:35:00-04:00,29688.25,29709.0,29686.0,29694.25,590,5,2026-07-06 23:35:00-04:00,2026-07-06 23:39:00-04:00,2026-07-06 23:40:00-04:00,2026-07-06 23:40:00-04:00,5m,True
2026-07-06 23:40:00-04:00,29694.0,29694.5,29662.0,29664.75,958,5,2026-07-06 23:40:00-04:00,2026-07-06 23:44:00-04:00,2026-07-06 23:45:00-04:00,2026-07-06 23:45:00-04:00,5m,True
2026-07-06 23:45:00-04:00,29663.75,29663.75,29630.0,29642.0,1561,5,2026-07-06 23:45:00-04:00,2026-07-06 23:49:00-04:00,2026-07-06 23:50:00-04:00,2026-07-06 23:50:00-04:00,5m,True
2026-07-06 23:50:00-04:00,29641.5,29651.25,29630.5,29637.0,568,5,2026-07-06 23:50:00-04:00,2026-07-06 23:54:00-04:00,2026-07-06 23:55:00-04:00,2026-07-06 23:55:00-04:00,5m,True
2026-07-06 23:55:00-04:00,29637.5,29675.5,29628.25,29668.25,767,5,2026-07-06 23:55:00-04:00,2026-07-06 23:59:00-04:00,2026-07-07 00:00:00-04:00,2026-07-07 00:00:00-04:00,5m,True
2026-07-07 00:00:00-04:00,29670.0,29676.0,29647.25,29665.25,826,5,2026-07-07 00:00:00-04:00,2026-07-07 00:04:00-04:00,2026-07-07 00:05:00-04:00,2026-07-07 00:05:00-04:00,5m,True
2026-07-07 00:05:00-04:00,29665.25,29680.0,29658.0,29661.25,477,5,2026-07-07 00:05:00-04:00,2026-07-07 00:09:00-04:00,2026-07-07 00:10:00-04:00,2026-07-07 00:10:00-04:00,5m,True
2026-07-07 00:10:00-04:00,29661.25,29662.0,29638.0,29638.5,614,5,2026-07-07 00:10:00-04:00,2026-07-07 00:14:00-04:00,2026-07-07 00:15:00-04:00,2026-07-07 00:15:00-04:00,5m,True
2026-07-07 00:15:00-04:00,29639.0,29646.25,29622.0,29628.5,689,5,2026-07-07 00:15:00-04:00,2026-07-07 00:19:00-04:00,2026-07-07 00:20:00-04:00,2026-07-07 00:20:00-04:00,5m,True
2026-07-07 00:20:00-04:00,29628.5,29634.25,29617.0,29623.5,389,5,2026-07-07 00:20:00-04:00,2026-07-07 00:24:00-04:00,2026-07-07 00:25:00-04:00,2026-07-07 00:25:00-04:00,5m,True
2026-07-07 00:25:00-04:00,29624.5,29642.25,29616.0,29639.0,393,5,2026-07-07 00:25:00-04:00,2026-07-07 00:29:00-04:00,2026-07-07 00:30:00-04:00,2026-07-07 00:30:00-04:00,5m,True
2026-07-07 00:30:00-04:00,29640.0,29656.75,29634.5,29641.0,454,5,2026-07-07 00:30:00-04:00,2026-07-07 00:34:00-04:00,2026-07-07 00:35:00-04:00,2026-07-07 00:35:00-04:00,5m,True
2026-07-07 00:35:00-04:00,29643.5,29649.75,29621.5,29645.0,475,5,2026-07-07 00:35:00-04:00,2026-07-07 00:39:00-04:00,2026-07-07 00:40:00-04:00,2026-07-07 00:40:00-04:00,5m,True
2026-07-07 00:40:00-04:00,29643.25,29649.0,29632.0,29633.75,330,5,2026-07-07 00:40:00-04:00,2026-07-07 00:44:00-04:00,2026-07-07 00:45:00-04:00,2026-07-07 00:45:00-04:00,5m,True
2026-07-07 00:45:00-04:00,29633.75,29639.5,29611.0,29615.25,471,5,2026-07-07 00:45:00-04:00,2026-07-07 00:49:00-04:00,2026-07-07 00:50:00-04:00,2026-07-07 00:50:00-04:00,5m,True
2026-07-07 00:50:00-04:00,29616.25,29626.0,29607.5,29611.75,405,5,2026-07-07 00:50:00-04:00,2026-07-07 00:54:00-04:00,2026-07-07 00:55:00-04:00,2026-07-07 00:55:00-04:00,5m,True
2026-07-07 00:55:00-04:00,29612.5,29625.75,29607.75,29625.5,312,5,2026-07-07 00:55:00-04:00,2026-07-07 00:59:00-04:00,2026-07-07 01:00:00-04:00,2026-07-07 01:00:00-04:00,5m,True
2026-07-07 01:00:00-04:00,29626.25,29627.0,29597.0,29601.25,644,5,2026-07-07 01:00:00-04:00,2026-07-07 01:04:00-04:00,2026-07-07 01:05:00-04:00,2026-07-07 01:05:00-04:00,5m,True
2026-07-07 01:05:00-04:00,29601.75,29605.0,29587.75,29592.0,412,5,2026-07-07 01:05:00-04:00,2026-07-07 01:09:00-04:00,2026-07-07 01:10:00-04:00,2026-07-07 01:10:00-04:00,5m,True
2026-07-07 01:10:00-04:00,29593.0,29603.0,29585.25,29587.5,391,5,2026-07-07 01:10:00-04:00,2026-07-07 01:14:00-04:00,2026-07-07 01:15:00-04:00,2026-07-07 01:15:00-04:00,5m,True
2026-07-07 01:15:00-04:00,29585.5,29597.5,29577.0,29589.5,583,5,2026-07-07 01:15:00-04:00,2026-07-07 01:19:00-04:00,2026-07-07 01:20:00-04:00,2026-07-07 01:20:00-04:00,5m,True
2026-07-07 01:20:00-04:00,29588.5,29607.5,29586.0,29596.75,816,5,2026-07-07 01:20:00-04:00,2026-07-07 01:24:00-04:00,2026-07-07 01:25:00-04:00,2026-07-07 01:25:00-04:00,5m,True
2026-07-07 01:25:00-04:00,29593.0,29593.0,29558.5,29590.0,1081,5,2026-07-07 01:25:00-04:00,2026-07-07 01:29:00-04:00,2026-07-07 01:30:00-04:00,2026-07-07 01:30:00-04:00,5m,True
2026-07-07 01:30:00-04:00,29591.75,29633.75,29591.75,29628.25,1159,5,2026-07-07 01:30:00-04:00,2026-07-07 01:34:00-04:00,2026-07-07 01:35:00-04:00,2026-07-07 01:35:00-04:00,5m,True
2026-07-07 01:35:00-04:00,29627.25,29654.25,29626.25,29652.5,757,5,2026-07-07 01:35:00-04:00,2026-07-07 01:39:00-04:00,2026-07-07 01:40:00-04:00,2026-07-07 01:40:00-04:00,5m,True
2026-07-07 01:40:00-04:00,29653.0,29665.0,29649.0,29660.75,655,5,2026-07-07 01:40:00-04:00,2026-07-07 01:44:00-04:00,2026-07-07 01:45:00-04:00,2026-07-07 01:45:00-04:00,5m,True
2026-07-07 01:45:00-04:00,29659.5,29670.0,29646.0,29652.75,707,5,2026-07-07 01:45:00-04:00,2026-07-07 01:49:00-04:00,2026-07-07 01:50:00-04:00,2026-07-07 01:50:00-04:00,5m,True
2026-07-07 01:50:00-04:00,29654.25,29688.5,29654.25,29688.25,713,5,2026-07-07 01:50:00-04:00,2026-07-07 01:54:00-04:00,2026-07-07 01:55:00-04:00,2026-07-07 01:55:00-04:00,5m,True
2026-07-07 01:55:00-04:00,29687.75,29704.5,29685.0,29689.75,865,5,2026-07-07 01:55:00-04:00,2026-07-07 01:59:00-04:00,2026-07-07 02:00:00-04:00,2026-07-07 02:00:00-04:00,5m,True
2026-07-07 02:00:00-04:00,29688.75,29701.25,29678.0,29685.0,671,5,2026-07-07 02:00:00-04:00,2026-07-07 02:04:00-04:00,2026-07-07 02:05:00-04:00,2026-07-07 02:05:00-04:00,5m,True
2026-07-07 02:05:00-04:00,29686.0,29686.0,29654.0,29656.75,727,5,2026-07-07 02:05:00-04:00,2026-07-07 02:09:00-04:00,2026-07-07 02:10:00-04:00,2026-07-07 02:10:00-04:00,5m,True
2026-07-07 02:10:00-04:00,29657.5,29661.75,29631.25,29641.5,677,5,2026-07-07 02:10:00-04:00,2026-07-07 02:14:00-04:00,2026-07-07 02:15:00-04:00,2026-07-07 02:15:00-04:00,5m,True
2026-07-07 02:15:00-04:00,29643.0,29663.5,29641.5,29650.25,597,5,2026-07-07 02:15:00-04:00,2026-07-07 02:19:00-04:00,2026-07-07 02:20:00-04:00,2026-07-07 02:20:00-04:00,5m,True
2026-07-07 02:20:00-04:00,29651.75,29673.0,29646.5,29665.75,611,5,2026-07-07 02:20:00-04:00,2026-07-07 02:24:00-04:00,2026-07-07 02:25:00-04:00,2026-07-07 02:25:00-04:00,5m,True
2026-07-07 02:25:00-04:00,29665.75,29674.0,29657.75,29663.0,370,5,2026-07-07 02:25:00-04:00,2026-07-07 02:29:00-04:00,2026-07-07 02:30:00-04:00,2026-07-07 02:30:00-04:00,5m,True
2026-07-07 02:30:00-04:00,29662.0,29672.0,29647.0,29672.0,660,5,2026-07-07 02:30:00-04:00,2026-07-07 02:34:00-04:00,2026-07-07 02:35:00-04:00,2026-07-07 02:35:00-04:00,5m,True
2026-07-07 02:35:00-04:00,29671.5,29684.0,29666.5,29672.25,508,5,2026-07-07 02:35:00-04:00,2026-07-07 02:39:00-04:00,2026-07-07 02:40:00-04:00,2026-07-07 02:40:00-04:00,5m,True
2026-07-07 02:40:00-04:00,29673.75,29684.0,29673.75,29684.0,217,5,2026-07-07 02:40:00-04:00,2026-07-07 02:44:00-04:00,2026-07-07 02:45:00-04:00,2026-07-07 02:45:00-04:00,5m,True
2026-07-07 02:45:00-04:00,29683.5,29684.0,29665.25,29669.5,478,5,2026-07-07 02:45:00-04:00,2026-07-07 02:49:00-04:00,2026-07-07 02:50:00-04:00,2026-07-07 02:50:00-04:00,5m,True
2026-07-07 02:50:00-04:00,29670.5,29685.0,29663.25,29684.25,356,5,2026-07-07 02:50:00-04:00,2026-07-07 02:54:00-04:00,2026-07-07 02:55:00-04:00,2026-07-07 02:55:00-04:00,5m,True
2026-07-07 02:55:00-04:00,29685.5,29693.25,29684.0,29688.75,310,5,2026-07-07 02:55:00-04:00,2026-07-07 02:59:00-04:00,2026-07-07 03:00:00-04:00,2026-07-07 03:00:00-04:00,5m,True
2026-07-07 03:00:00-04:00,29689.0,29714.25,29667.75,29709.25,1452,5,2026-07-07 03:00:00-04:00,2026-07-07 03:04:00-04:00,2026-07-07 03:05:00-04:00,2026-07-07 03:05:00-04:00,5m,True
2026-07-07 03:05:00-04:00,29708.25,29720.75,29694.75,29699.5,644,5,2026-07-07 03:05:00-04:00,2026-07-07 03:09:00-04:00,2026-07-07 03:10:00-04:00,2026-07-07 03:10:00-04:00,5m,True
2026-07-07 03:10:00-04:00,29699.0,29724.0,29686.25,29718.0,676,5,2026-07-07 03:10:00-04:00,2026-07-07 03:14:00-04:00,2026-07-07 03:15:00-04:00,2026-07-07 03:15:00-04:00,5m,True
2026-07-07 03:15:00-04:00,29717.5,29736.5,29715.75,29721.25,748,5,2026-07-07 03:15:00-04:00,2026-07-07 03:19:00-04:00,2026-07-07 03:20:00-04:00,2026-07-07 03:20:00-04:00,5m,True
2026-07-07 03:20:00-04:00,29720.25,29744.0,29711.75,29725.25,814,5,2026-07-07 03:20:00-04:00,2026-07-07 03:24:00-04:00,2026-07-07 03:25:00-04:00,2026-07-07 03:25:00-04:00,5m,True
2026-07-07 03:25:00-04:00,29724.75,29731.75,29714.0,29717.0,495,5,2026-07-07 03:25:00-04:00,2026-07-07 03:29:00-04:00,2026-07-07 03:30:00-04:00,2026-07-07 03:30:00-04:00,5m,True
2026-07-07 03:30:00-04:00,29715.5,29723.0,29702.75,29703.5,418,5,2026-07-07 03:30:00-04:00,2026-07-07 03:34:00-04:00,2026-07-07 03:35:00-04:00,2026-07-07 03:35:00-04:00,5m,True
2026-07-07 03:35:00-04:00,29704.75,29707.25,29694.25,29699.0,461,5,2026-07-07 03:35:00-04:00,2026-07-07 03:39:00-04:00,2026-07-07 03:40:00-04:00,2026-07-07 03:40:00-04:00,5m,True
2026-07-07 03:40:00-04:00,29699.0,29705.0,29693.0,29693.25,251,5,2026-07-07 03:40:00-04:00,2026-07-07 03:44:00-04:00,2026-07-07 03:45:00-04:00,2026-07-07 03:45:00-04:00,5m,True
2026-07-07 03:45:00-04:00,29693.25,29700.0,29683.0,29687.5,754,5,2026-07-07 03:45:00-04:00,2026-07-07 03:49:00-04:00,2026-07-07 03:50:00-04:00,2026-07-07 03:50:00-04:00,5m,True
2026-07-07 03:50:00-04:00,29686.0,29691.0,29669.75,29671.25,721,5,2026-07-07 03:50:00-04:00,2026-07-07 03:54:00-04:00,2026-07-07 03:55:00-04:00,2026-07-07 03:55:00-04:00,5m,True
2026-07-07 03:55:00-04:00,29670.25,29672.75,29644.0,29645.5,831,5,2026-07-07 03:55:00-04:00,2026-07-07 03:59:00-04:00,2026-07-07 04:00:00-04:00,2026-07-07 04:00:00-04:00,5m,True
2026-07-07 04:00:00-04:00,29646.75,29666.25,29641.25,29658.75,1075,5,2026-07-07 04:00:00-04:00,2026-07-07 04:04:00-04:00,2026-07-07 04:05:00-04:00,2026-07-07 04:05:00-04:00,5m,True
2026-07-07 04:05:00-04:00,29660.0,29663.5,29646.25,29659.0,453,5,2026-07-07 04:05:00-04:00,2026-07-07 04:09:00-04:00,2026-07-07 04:10:00-04:00,2026-07-07 04:10:00-04:00,5m,True
2026-07-07 04:10:00-04:00,29659.75,29695.75,29657.25,29687.75,658,5,2026-07-07 04:10:00-04:00,2026-07-07 04:14:00-04:00,2026-07-07 04:15:00-04:00,2026-07-07 04:15:00-04:00,5m,True
2026-07-07 04:15:00-04:00,29687.75,29701.75,29683.75,29698.0,584,5,2026-07-07 04:15:00-04:00,2026-07-07 04:19:00-04:00,2026-07-07 04:20:00-04:00,2026-07-07 04:20:00-04:00,5m,True
2026-07-07 04:20:00-04:00,29697.5,29709.25,29687.5,29702.25,305,5,2026-07-07 04:20:00-04:00,2026-07-07 04:24:00-04:00,2026-07-07 04:25:00-04:00,2026-07-07 04:25:00-04:00,5m,True
2026-07-07 04:25:00-04:00,29702.5,29703.25,29682.0,29691.75,351,5,2026-07-07 04:25:00-04:00,2026-07-07 04:29:00-04:00,2026-07-07 04:30:00-04:00,2026-07-07 04:30:00-04:00,5m,True
2026-07-07 04:30:00-04:00,29692.25,29695.25,29672.25,29675.25,384,5,2026-07-07 04:30:00-04:00,2026-07-07 04:34:00-04:00,2026-07-07 04:35:00-04:00,2026-07-07 04:35:00-04:00,5m,True
2026-07-07 04:35:00-04:00,29676.5,29695.0,29671.75,29695.0,326,5,2026-07-07 04:35:00-04:00,2026-07-07 04:39:00-04:00,2026-07-07 04:40:00-04:00,2026-07-07 04:40:00-04:00,5m,True
2026-07-07 04:40:00-04:00,29695.0,29705.0,29682.5,29682.5,359,5,2026-07-07 04:40:00-04:00,2026-07-07 04:44:00-04:00,2026-07-07 04:45:00-04:00,2026-07-07 04:45:00-04:00,5m,True
2026-07-07 04:45:00-04:00,29683.0,29693.5,29683.0,29690.25,260,5,2026-07-07 04:45:00-04:00,2026-07-07 04:49:00-04:00,2026-07-07 04:50:00-04:00,2026-07-07 04:50:00-04:00,5m,True
