tf,bucket_open_et,bucket_close_et,open,high,low,close,volume,segment_id,norm_segment_id,n_source_minutes,source_first_ts,source_last_ts,availability_et,complete,spans_segment_boundary
1m,2026-07-08 07:40:00-04:00,2026-07-08 07:41:00-04:00,29004.5,29008.5,29002.25,29005.25,67,6,0,1,2026-07-08 07:40:00-04:00,2026-07-08 07:40:00-04:00,2026-07-08 07:41:00-04:00,True,False
1m,2026-07-08 07:41:00-04:00,2026-07-08 07:42:00-04:00,29005.25,29006.75,28993.25,28999.75,82,6,0,1,2026-07-08 07:41:00-04:00,2026-07-08 07:41:00-04:00,2026-07-08 07:42:00-04:00,True,False
1m,2026-07-08 07:42:00-04:00,2026-07-08 07:43:00-04:00,28998.25,29004.25,28995.75,29004.25,38,6,0,1,2026-07-08 07:42:00-04:00,2026-07-08 07:42:00-04:00,2026-07-08 07:43:00-04:00,True,False
1m,2026-07-08 07:43:00-04:00,2026-07-08 07:44:00-04:00,29005.25,29114.5,29002.25,29094.75,1678,6,0,1,2026-07-08 07:43:00-04:00,2026-07-08 07:43:00-04:00,2026-07-08 07:44:00-04:00,True,False
1m,2026-07-08 07:44:00-04:00,2026-07-08 07:45:00-04:00,29092.75,29124.75,29077.75,29085.25,1250,6,0,1,2026-07-08 07:44:00-04:00,2026-07-08 07:44:00-04:00,2026-07-08 07:45:00-04:00,True,False
1m,2026-07-08 07:45:00-04:00,2026-07-08 07:46:00-04:00,29084.25,29091.75,29070.5,29078.75,312,6,0,1,2026-07-08 07:45:00-04:00,2026-07-08 07:45:00-04:00,2026-07-08 07:46:00-04:00,True,False
1m,2026-07-08 07:46:00-04:00,2026-07-08 07:47:00-04:00,29075.25,29086.5,29063.5,29065.25,221,6,0,1,2026-07-08 07:46:00-04:00,2026-07-08 07:46:00-04:00,2026-07-08 07:47:00-04:00,True,False
1m,2026-07-08 07:47:00-04:00,2026-07-08 07:48:00-04:00,29067.25,29082.5,29065.5,29066.0,134,6,0,1,2026-07-08 07:47:00-04:00,2026-07-08 07:47:00-04:00,2026-07-08 07:48:00-04:00,True,False
1m,2026-07-08 07:48:00-04:00,2026-07-08 07:49:00-04:00,29069.75,29101.0,29065.5,29097.75,345,6,0,1,2026-07-08 07:48:00-04:00,2026-07-08 07:48:00-04:00,2026-07-08 07:49:00-04:00,True,False
1m,2026-07-08 07:49:00-04:00,2026-07-08 07:50:00-04:00,29097.75,29106.0,29075.25,29079.5,337,6,0,1,2026-07-08 07:49:00-04:00,2026-07-08 07:49:00-04:00,2026-07-08 07:50:00-04:00,True,False
1m,2026-07-08 07:50:00-04:00,2026-07-08 07:51:00-04:00,29079.25,29081.25,29053.0,29059.25,382,6,0,1,2026-07-08 07:50:00-04:00,2026-07-08 07:50:00-04:00,2026-07-08 07:51:00-04:00,True,False
1m,2026-07-08 07:51:00-04:00,2026-07-08 07:52:00-04:00,29057.0,29082.25,29053.5,29082.25,181,6,0,1,2026-07-08 07:51:00-04:00,2026-07-08 07:51:00-04:00,2026-07-08 07:52:00-04:00,True,False
1m,2026-07-08 07:52:00-04:00,2026-07-08 07:53:00-04:00,29082.0,29090.5,29074.5,29076.5,213,6,0,1,2026-07-08 07:52:00-04:00,2026-07-08 07:52:00-04:00,2026-07-08 07:53:00-04:00,True,False
1m,2026-07-08 07:53:00-04:00,2026-07-08 07:54:00-04:00,29076.75,29090.0,29071.75,29089.75,161,6,0,1,2026-07-08 07:53:00-04:00,2026-07-08 07:53:00-04:00,2026-07-08 07:54:00-04:00,True,False
1m,2026-07-08 07:54:00-04:00,2026-07-08 07:55:00-04:00,29090.0,29096.75,29089.25,29091.5,159,6,0,1,2026-07-08 07:54:00-04:00,2026-07-08 07:54:00-04:00,2026-07-08 07:55:00-04:00,True,False
1m,2026-07-08 07:55:00-04:00,2026-07-08 07:56:00-04:00,29091.75,29114.75,29091.75,29106.25,414,6,0,1,2026-07-08 07:55:00-04:00,2026-07-08 07:55:00-04:00,2026-07-08 07:56:00-04:00,True,False
1m,2026-07-08 07:56:00-04:00,2026-07-08 07:57:00-04:00,29105.25,29111.5,29085.75,29085.75,428,6,0,1,2026-07-08 07:56:00-04:00,2026-07-08 07:56:00-04:00,2026-07-08 07:57:00-04:00,True,False
1m,2026-07-08 07:57:00-04:00,2026-07-08 07:58:00-04:00,29088.0,29090.0,29076.5,29079.5,222,6,0,1,2026-07-08 07:57:00-04:00,2026-07-08 07:57:00-04:00,2026-07-08 07:58:00-04:00,True,False
1m,2026-07-08 07:58:00-04:00,2026-07-08 07:59:00-04:00,29079.75,29086.5,29076.75,29085.5,124,6,0,1,2026-07-08 07:58:00-04:00,2026-07-08 07:58:00-04:00,2026-07-08 07:59:00-04:00,True,False
1m,2026-07-08 07:59:00-04:00,2026-07-08 08:00:00-04:00,29085.25,29090.0,29077.25,29089.25,173,6,0,1,2026-07-08 07:59:00-04:00,2026-07-08 07:59:00-04:00,2026-07-08 08:00:00-04:00,True,False
1m,2026-07-08 08:00:00-04:00,2026-07-08 08:01:00-04:00,29088.0,29090.25,29054.25,29056.25,589,6,0,1,2026-07-08 08:00:00-04:00,2026-07-08 08:00:00-04:00,2026-07-08 08:01:00-04:00,True,False
1m,2026-07-08 08:01:00-04:00,2026-07-08 08:02:00-04:00,29056.75,29089.5,29054.5,29077.75,363,6,0,1,2026-07-08 08:01:00-04:00,2026-07-08 08:01:00-04:00,2026-07-08 08:02:00-04:00,True,False
1m,2026-07-08 08:02:00-04:00,2026-07-08 08:03:00-04:00,29077.0,29089.0,29074.75,29089.0,284,6,0,1,2026-07-08 08:02:00-04:00,2026-07-08 08:02:00-04:00,2026-07-08 08:03:00-04:00,True,False
1m,2026-07-08 08:03:00-04:00,2026-07-08 08:04:00-04:00,29086.75,29106.25,29086.75,29100.0,247,6,0,1,2026-07-08 08:03:00-04:00,2026-07-08 08:03:00-04:00,2026-07-08 08:04:00-04:00,True,False
1m,2026-07-08 08:04:00-04:00,2026-07-08 08:05:00-04:00,29100.0,29111.25,29097.25,29107.5,203,6,0,1,2026-07-08 08:04:00-04:00,2026-07-08 08:04:00-04:00,2026-07-08 08:05:00-04:00,True,False
1m,2026-07-08 08:05:00-04:00,2026-07-08 08:06:00-04:00,29111.0,29144.75,29110.25,29135.25,583,6,0,1,2026-07-08 08:05:00-04:00,2026-07-08 08:05:00-04:00,2026-07-08 08:06:00-04:00,True,False
1m,2026-07-08 08:06:00-04:00,2026-07-08 08:07:00-04:00,29135.0,29145.25,29133.5,29144.75,526,6,0,1,2026-07-08 08:06:00-04:00,2026-07-08 08:06:00-04:00,2026-07-08 08:07:00-04:00,True,False
1m,2026-07-08 08:07:00-04:00,2026-07-08 08:08:00-04:00,29142.75,29179.25,29142.75,29177.25,784,6,0,1,2026-07-08 08:07:00-04:00,2026-07-08 08:07:00-04:00,2026-07-08 08:08:00-04:00,True,False
1m,2026-07-08 08:08:00-04:00,2026-07-08 08:09:00-04:00,29175.5,29181.25,29166.0,29167.75,419,6,0,1,2026-07-08 08:08:00-04:00,2026-07-08 08:08:00-04:00,2026-07-08 08:09:00-04:00,True,False
1m,2026-07-08 08:09:00-04:00,2026-07-08 08:10:00-04:00,29166.75,29177.0,29165.25,29174.25,322,6,0,1,2026-07-08 08:09:00-04:00,2026-07-08 08:09:00-04:00,2026-07-08 08:10:00-04:00,True,False
1m,2026-07-08 08:10:00-04:00,2026-07-08 08:11:00-04:00,29174.25,29184.25,29162.0,29170.25,432,6,0,1,2026-07-08 08:10:00-04:00,2026-07-08 08:10:00-04:00,2026-07-08 08:11:00-04:00,True,False
1m,2026-07-08 08:11:00-04:00,2026-07-08 08:12:00-04:00,29168.75,29177.0,29160.5,29160.5,187,6,0,1,2026-07-08 08:11:00-04:00,2026-07-08 08:11:00-04:00,2026-07-08 08:12:00-04:00,True,False
1m,2026-07-08 08:12:00-04:00,2026-07-08 08:13:00-04:00,29161.25,29172.5,29158.5,29168.25,167,6,0,1,2026-07-08 08:12:00-04:00,2026-07-08 08:12:00-04:00,2026-07-08 08:13:00-04:00,True,False
1m,2026-07-08 08:13:00-04:00,2026-07-08 08:14:00-04:00,29167.25,29172.5,29159.75,29161.25,192,6,0,1,2026-07-08 08:13:00-04:00,2026-07-08 08:13:00-04:00,2026-07-08 08:14:00-04:00,True,False
1m,2026-07-08 08:14:00-04:00,2026-07-08 08:15:00-04:00,29160.5,29162.0,29146.0,29149.5,319,6,0,1,2026-07-08 08:14:00-04:00,2026-07-08 08:14:00-04:00,2026-07-08 08:15:00-04:00,True,False
1m,2026-07-08 08:15:00-04:00,2026-07-08 08:16:00-04:00,29150.75,29151.0,29140.0,29149.0,214,6,0,1,2026-07-08 08:15:00-04:00,2026-07-08 08:15:00-04:00,2026-07-08 08:16:00-04:00,True,False
1m,2026-07-08 08:16:00-04:00,2026-07-08 08:17:00-04:00,29149.5,29155.25,29136.5,29143.5,197,6,0,1,2026-07-08 08:16:00-04:00,2026-07-08 08:16:00-04:00,2026-07-08 08:17:00-04:00,True,False
1m,2026-07-08 08:17:00-04:00,2026-07-08 08:18:00-04:00,29143.75,29150.5,29137.5,29147.5,115,6,0,1,2026-07-08 08:17:00-04:00,2026-07-08 08:17:00-04:00,2026-07-08 08:18:00-04:00,True,False
1m,2026-07-08 08:18:00-04:00,2026-07-08 08:19:00-04:00,29147.75,29157.25,29147.75,29155.0,142,6,0,1,2026-07-08 08:18:00-04:00,2026-07-08 08:18:00-04:00,2026-07-08 08:19:00-04:00,True,False
1m,2026-07-08 08:19:00-04:00,2026-07-08 08:20:00-04:00,29153.0,29157.75,29146.75,29152.25,128,6,0,1,2026-07-08 08:19:00-04:00,2026-07-08 08:19:00-04:00,2026-07-08 08:20:00-04:00,True,False
1m,2026-07-08 08:20:00-04:00,2026-07-08 08:21:00-04:00,29151.0,29153.25,29146.5,29148.0,69,6,0,1,2026-07-08 08:20:00-04:00,2026-07-08 08:20:00-04:00,2026-07-08 08:21:00-04:00,True,False
1m,2026-07-08 08:21:00-04:00,2026-07-08 08:22:00-04:00,29145.25,29151.75,29140.75,29140.75,166,6,0,1,2026-07-08 08:21:00-04:00,2026-07-08 08:21:00-04:00,2026-07-08 08:22:00-04:00,True,False
1m,2026-07-08 08:22:00-04:00,2026-07-08 08:23:00-04:00,29140.0,29141.75,29125.75,29128.25,241,6,0,1,2026-07-08 08:22:00-04:00,2026-07-08 08:22:00-04:00,2026-07-08 08:23:00-04:00,True,False
1m,2026-07-08 08:23:00-04:00,2026-07-08 08:24:00-04:00,29129.0,29132.75,29125.5,29129.25,148,6,0,1,2026-07-08 08:23:00-04:00,2026-07-08 08:23:00-04:00,2026-07-08 08:24:00-04:00,True,False
1m,2026-07-08 08:24:00-04:00,2026-07-08 08:25:00-04:00,29129.0,29137.75,29128.25,29131.5,142,6,0,1,2026-07-08 08:24:00-04:00,2026-07-08 08:24:00-04:00,2026-07-08 08:25:00-04:00,True,False
1m,2026-07-08 08:25:00-04:00,2026-07-08 08:26:00-04:00,29128.0,29130.75,29124.75,29129.75,121,6,0,1,2026-07-08 08:25:00-04:00,2026-07-08 08:25:00-04:00,2026-07-08 08:26:00-04:00,True,False
1m,2026-07-08 08:26:00-04:00,2026-07-08 08:27:00-04:00,29129.0,29142.75,29125.5,29142.0,242,6,0,1,2026-07-08 08:26:00-04:00,2026-07-08 08:26:00-04:00,2026-07-08 08:27:00-04:00,True,False
1m,2026-07-08 08:27:00-04:00,2026-07-08 08:28:00-04:00,29142.5,29156.0,29138.25,29154.25,288,6,0,1,2026-07-08 08:27:00-04:00,2026-07-08 08:27:00-04:00,2026-07-08 08:28:00-04:00,True,False
1m,2026-07-08 08:28:00-04:00,2026-07-08 08:29:00-04:00,29154.0,29161.75,29153.5,29157.5,190,6,0,1,2026-07-08 08:28:00-04:00,2026-07-08 08:28:00-04:00,2026-07-08 08:29:00-04:00,True,False
1m,2026-07-08 08:29:00-04:00,2026-07-08 08:30:00-04:00,29158.25,29180.0,29154.75,29177.25,288,6,0,1,2026-07-08 08:29:00-04:00,2026-07-08 08:29:00-04:00,2026-07-08 08:30:00-04:00,True,False
1m,2026-07-08 08:30:00-04:00,2026-07-08 08:31:00-04:00,29176.75,29188.5,29166.5,29167.5,480,6,0,1,2026-07-08 08:30:00-04:00,2026-07-08 08:30:00-04:00,2026-07-08 08:31:00-04:00,True,False
1m,2026-07-08 08:31:00-04:00,2026-07-08 08:32:00-04:00,29165.0,29192.25,29160.75,29184.0,841,6,0,1,2026-07-08 08:31:00-04:00,2026-07-08 08:31:00-04:00,2026-07-08 08:32:00-04:00,True,False
1m,2026-07-08 08:32:00-04:00,2026-07-08 08:33:00-04:00,29184.0,29187.0,29159.25,29161.5,235,6,0,1,2026-07-08 08:32:00-04:00,2026-07-08 08:32:00-04:00,2026-07-08 08:33:00-04:00,True,False
1m,2026-07-08 08:33:00-04:00,2026-07-08 08:34:00-04:00,29162.25,29168.25,29156.75,29157.5,109,6,0,1,2026-07-08 08:33:00-04:00,2026-07-08 08:33:00-04:00,2026-07-08 08:34:00-04:00,True,False
1m,2026-07-08 08:34:00-04:00,2026-07-08 08:35:00-04:00,29156.5,29159.0,29148.25,29157.25,339,6,0,1,2026-07-08 08:34:00-04:00,2026-07-08 08:34:00-04:00,2026-07-08 08:35:00-04:00,True,False
1m,2026-07-08 08:35:00-04:00,2026-07-08 08:36:00-04:00,29158.0,29158.0,29150.0,29151.0,81,6,0,1,2026-07-08 08:35:00-04:00,2026-07-08 08:35:00-04:00,2026-07-08 08:36:00-04:00,True,False
1m,2026-07-08 08:36:00-04:00,2026-07-08 08:37:00-04:00,29150.0,29171.5,29145.75,29165.0,167,6,0,1,2026-07-08 08:36:00-04:00,2026-07-08 08:36:00-04:00,2026-07-08 08:37:00-04:00,True,False
1m,2026-07-08 08:37:00-04:00,2026-07-08 08:38:00-04:00,29164.25,29171.5,29162.5,29167.25,99,6,0,1,2026-07-08 08:37:00-04:00,2026-07-08 08:37:00-04:00,2026-07-08 08:38:00-04:00,True,False
1m,2026-07-08 08:38:00-04:00,2026-07-08 08:39:00-04:00,29167.5,29167.5,29159.75,29166.25,45,6,0,1,2026-07-08 08:38:00-04:00,2026-07-08 08:38:00-04:00,2026-07-08 08:39:00-04:00,True,False
1m,2026-07-08 08:39:00-04:00,2026-07-08 08:40:00-04:00,29163.5,29174.0,29160.5,29167.0,96,6,0,1,2026-07-08 08:39:00-04:00,2026-07-08 08:39:00-04:00,2026-07-08 08:40:00-04:00,True,False
1m,2026-07-08 08:40:00-04:00,2026-07-08 08:41:00-04:00,29165.0,29170.75,29158.0,29160.25,106,6,0,1,2026-07-08 08:40:00-04:00,2026-07-08 08:40:00-04:00,2026-07-08 08:41:00-04:00,True,False
1m,2026-07-08 08:41:00-04:00,2026-07-08 08:42:00-04:00,29158.0,29163.25,29156.75,29160.5,90,6,0,1,2026-07-08 08:41:00-04:00,2026-07-08 08:41:00-04:00,2026-07-08 08:42:00-04:00,True,False
1m,2026-07-08 08:42:00-04:00,2026-07-08 08:43:00-04:00,29159.0,29172.75,29159.0,29167.25,163,6,0,1,2026-07-08 08:42:00-04:00,2026-07-08 08:42:00-04:00,2026-07-08 08:43:00-04:00,True,False
1m,2026-07-08 08:43:00-04:00,2026-07-08 08:44:00-04:00,29169.25,29180.0,29165.75,29178.5,188,6,0,1,2026-07-08 08:43:00-04:00,2026-07-08 08:43:00-04:00,2026-07-08 08:44:00-04:00,True,False
1m,2026-07-08 08:44:00-04:00,2026-07-08 08:45:00-04:00,29178.25,29185.0,29177.5,29184.25,225,6,0,1,2026-07-08 08:44:00-04:00,2026-07-08 08:44:00-04:00,2026-07-08 08:45:00-04:00,True,False
1m,2026-07-08 08:45:00-04:00,2026-07-08 08:46:00-04:00,29183.5,29193.5,29181.25,29185.75,285,6,0,1,2026-07-08 08:45:00-04:00,2026-07-08 08:45:00-04:00,2026-07-08 08:46:00-04:00,True,False
1m,2026-07-08 08:46:00-04:00,2026-07-08 08:47:00-04:00,29184.5,29192.25,29173.25,29174.25,326,6,0,1,2026-07-08 08:46:00-04:00,2026-07-08 08:46:00-04:00,2026-07-08 08:47:00-04:00,True,False
1m,2026-07-08 08:47:00-04:00,2026-07-08 08:48:00-04:00,29173.25,29185.5,29169.25,29185.5,257,6,0,1,2026-07-08 08:47:00-04:00,2026-07-08 08:47:00-04:00,2026-07-08 08:48:00-04:00,True,False
1m,2026-07-08 08:48:00-04:00,2026-07-08 08:49:00-04:00,29182.75,29192.5,29181.75,29191.75,267,6,0,1,2026-07-08 08:48:00-04:00,2026-07-08 08:48:00-04:00,2026-07-08 08:49:00-04:00,True,False
1m,2026-07-08 08:49:00-04:00,2026-07-08 08:50:00-04:00,29190.0,29192.0,29176.75,29178.5,129,6,0,1,2026-07-08 08:49:00-04:00,2026-07-08 08:49:00-04:00,2026-07-08 08:50:00-04:00,True,False
1m,2026-07-08 08:50:00-04:00,2026-07-08 08:51:00-04:00,29179.25,29192.5,29177.75,29189.25,125,6,0,1,2026-07-08 08:50:00-04:00,2026-07-08 08:50:00-04:00,2026-07-08 08:51:00-04:00,True,False
1m,2026-07-08 08:51:00-04:00,2026-07-08 08:52:00-04:00,29191.0,29199.0,29186.75,29196.5,232,6,0,1,2026-07-08 08:51:00-04:00,2026-07-08 08:51:00-04:00,2026-07-08 08:52:00-04:00,True,False
1m,2026-07-08 08:52:00-04:00,2026-07-08 08:53:00-04:00,29194.75,29200.0,29187.5,29188.0,219,6,0,1,2026-07-08 08:52:00-04:00,2026-07-08 08:52:00-04:00,2026-07-08 08:53:00-04:00,True,False
1m,2026-07-08 08:53:00-04:00,2026-07-08 08:54:00-04:00,29188.25,29194.75,29187.75,29191.0,164,6,0,1,2026-07-08 08:53:00-04:00,2026-07-08 08:53:00-04:00,2026-07-08 08:54:00-04:00,True,False
1m,2026-07-08 08:54:00-04:00,2026-07-08 08:55:00-04:00,29193.5,29221.5,29193.5,29217.75,560,6,0,1,2026-07-08 08:54:00-04:00,2026-07-08 08:54:00-04:00,2026-07-08 08:55:00-04:00,True,False
1m,2026-07-08 08:55:00-04:00,2026-07-08 08:56:00-04:00,29217.25,29224.5,29212.5,29221.0,384,6,0,1,2026-07-08 08:55:00-04:00,2026-07-08 08:55:00-04:00,2026-07-08 08:56:00-04:00,True,False
1m,2026-07-08 08:56:00-04:00,2026-07-08 08:57:00-04:00,29220.75,29239.5,29179.5,29186.25,1184,6,0,1,2026-07-08 08:56:00-04:00,2026-07-08 08:56:00-04:00,2026-07-08 08:57:00-04:00,True,False
1m,2026-07-08 08:57:00-04:00,2026-07-08 08:58:00-04:00,29190.5,29191.5,29166.25,29179.0,570,6,0,1,2026-07-08 08:57:00-04:00,2026-07-08 08:57:00-04:00,2026-07-08 08:58:00-04:00,True,False
1m,2026-07-08 08:58:00-04:00,2026-07-08 08:59:00-04:00,29179.75,29186.75,29165.75,29168.0,374,6,0,1,2026-07-08 08:58:00-04:00,2026-07-08 08:58:00-04:00,2026-07-08 08:59:00-04:00,True,False
1m,2026-07-08 08:59:00-04:00,2026-07-08 09:00:00-04:00,29169.0,29169.25,29151.75,29155.0,413,6,0,1,2026-07-08 08:59:00-04:00,2026-07-08 08:59:00-04:00,2026-07-08 09:00:00-04:00,True,False
1m,2026-07-08 09:00:00-04:00,2026-07-08 09:01:00-04:00,29154.75,29176.5,29151.0,29151.75,472,6,0,1,2026-07-08 09:00:00-04:00,2026-07-08 09:00:00-04:00,2026-07-08 09:01:00-04:00,True,False
1m,2026-07-08 09:01:00-04:00,2026-07-08 09:02:00-04:00,29151.0,29178.0,29148.0,29172.0,456,6,0,1,2026-07-08 09:01:00-04:00,2026-07-08 09:01:00-04:00,2026-07-08 09:02:00-04:00,True,False
1m,2026-07-08 09:02:00-04:00,2026-07-08 09:03:00-04:00,29172.0,29188.75,29166.5,29180.75,275,6,0,1,2026-07-08 09:02:00-04:00,2026-07-08 09:02:00-04:00,2026-07-08 09:03:00-04:00,True,False
1m,2026-07-08 09:03:00-04:00,2026-07-08 09:04:00-04:00,29179.0,29193.0,29173.0,29183.75,215,6,0,1,2026-07-08 09:03:00-04:00,2026-07-08 09:03:00-04:00,2026-07-08 09:04:00-04:00,True,False
1m,2026-07-08 09:04:00-04:00,2026-07-08 09:05:00-04:00,29182.25,29184.5,29174.25,29181.25,167,6,0,1,2026-07-08 09:04:00-04:00,2026-07-08 09:04:00-04:00,2026-07-08 09:05:00-04:00,True,False
1m,2026-07-08 09:05:00-04:00,2026-07-08 09:06:00-04:00,29181.5,29193.25,29170.5,29185.25,465,6,0,1,2026-07-08 09:05:00-04:00,2026-07-08 09:05:00-04:00,2026-07-08 09:06:00-04:00,True,False
1m,2026-07-08 09:06:00-04:00,2026-07-08 09:07:00-04:00,29185.25,29186.0,29157.5,29161.25,477,6,0,1,2026-07-08 09:06:00-04:00,2026-07-08 09:06:00-04:00,2026-07-08 09:07:00-04:00,True,False
1m,2026-07-08 09:07:00-04:00,2026-07-08 09:08:00-04:00,29164.0,29174.5,29160.0,29161.25,240,6,0,1,2026-07-08 09:07:00-04:00,2026-07-08 09:07:00-04:00,2026-07-08 09:08:00-04:00,True,False
1m,2026-07-08 09:08:00-04:00,2026-07-08 09:09:00-04:00,29163.0,29192.75,29161.0,29185.75,383,6,0,1,2026-07-08 09:08:00-04:00,2026-07-08 09:08:00-04:00,2026-07-08 09:09:00-04:00,True,False
1m,2026-07-08 09:09:00-04:00,2026-07-08 09:10:00-04:00,29186.75,29192.5,29175.25,29187.25,201,6,0,1,2026-07-08 09:09:00-04:00,2026-07-08 09:09:00-04:00,2026-07-08 09:10:00-04:00,True,False
1m,2026-07-08 09:10:00-04:00,2026-07-08 09:11:00-04:00,29187.75,29188.25,29170.5,29173.5,229,6,0,1,2026-07-08 09:10:00-04:00,2026-07-08 09:10:00-04:00,2026-07-08 09:11:00-04:00,True,False
1m,2026-07-08 09:11:00-04:00,2026-07-08 09:12:00-04:00,29173.25,29175.25,29167.75,29167.75,154,6,0,1,2026-07-08 09:11:00-04:00,2026-07-08 09:11:00-04:00,2026-07-08 09:12:00-04:00,True,False
1m,2026-07-08 09:12:00-04:00,2026-07-08 09:13:00-04:00,29167.0,29213.5,29166.0,29209.0,696,6,0,1,2026-07-08 09:12:00-04:00,2026-07-08 09:12:00-04:00,2026-07-08 09:13:00-04:00,True,False
1m,2026-07-08 09:13:00-04:00,2026-07-08 09:14:00-04:00,29211.75,29219.25,29200.5,29205.5,401,6,0,1,2026-07-08 09:13:00-04:00,2026-07-08 09:13:00-04:00,2026-07-08 09:14:00-04:00,True,False
1m,2026-07-08 09:14:00-04:00,2026-07-08 09:15:00-04:00,29206.0,29221.75,29205.5,29212.5,219,6,0,1,2026-07-08 09:14:00-04:00,2026-07-08 09:14:00-04:00,2026-07-08 09:15:00-04:00,True,False
1m,2026-07-08 09:15:00-04:00,2026-07-08 09:16:00-04:00,29212.0,29216.0,29199.0,29203.0,361,6,0,1,2026-07-08 09:15:00-04:00,2026-07-08 09:15:00-04:00,2026-07-08 09:16:00-04:00,True,False
1m,2026-07-08 09:16:00-04:00,2026-07-08 09:17:00-04:00,29204.0,29206.75,29196.5,29199.0,240,6,0,1,2026-07-08 09:16:00-04:00,2026-07-08 09:16:00-04:00,2026-07-08 09:17:00-04:00,True,False
1m,2026-07-08 09:17:00-04:00,2026-07-08 09:18:00-04:00,29198.25,29226.0,29197.75,29220.25,542,6,0,1,2026-07-08 09:17:00-04:00,2026-07-08 09:17:00-04:00,2026-07-08 09:18:00-04:00,True,False
1m,2026-07-08 09:18:00-04:00,2026-07-08 09:19:00-04:00,29219.75,29226.0,29212.75,29216.5,245,6,0,1,2026-07-08 09:18:00-04:00,2026-07-08 09:18:00-04:00,2026-07-08 09:19:00-04:00,True,False
1m,2026-07-08 09:19:00-04:00,2026-07-08 09:20:00-04:00,29216.5,29222.25,29208.5,29214.75,304,6,0,1,2026-07-08 09:19:00-04:00,2026-07-08 09:19:00-04:00,2026-07-08 09:20:00-04:00,True,False
1m,2026-07-08 09:20:00-04:00,2026-07-08 09:21:00-04:00,29214.75,29218.25,29199.0,29201.25,457,6,0,1,2026-07-08 09:20:00-04:00,2026-07-08 09:20:00-04:00,2026-07-08 09:21:00-04:00,True,False
1m,2026-07-08 09:21:00-04:00,2026-07-08 09:22:00-04:00,29201.25,29204.75,29190.25,29190.75,379,6,0,1,2026-07-08 09:21:00-04:00,2026-07-08 09:21:00-04:00,2026-07-08 09:22:00-04:00,True,False
1m,2026-07-08 09:22:00-04:00,2026-07-08 09:23:00-04:00,29190.0,29192.0,29181.5,29184.0,327,6,0,1,2026-07-08 09:22:00-04:00,2026-07-08 09:22:00-04:00,2026-07-08 09:23:00-04:00,True,False
1m,2026-07-08 09:23:00-04:00,2026-07-08 09:24:00-04:00,29184.0,29188.75,29170.5,29171.25,433,6,0,1,2026-07-08 09:23:00-04:00,2026-07-08 09:23:00-04:00,2026-07-08 09:24:00-04:00,True,False
1m,2026-07-08 09:24:00-04:00,2026-07-08 09:25:00-04:00,29172.5,29185.5,29172.25,29180.75,428,6,0,1,2026-07-08 09:24:00-04:00,2026-07-08 09:24:00-04:00,2026-07-08 09:25:00-04:00,True,False
1m,2026-07-08 09:25:00-04:00,2026-07-08 09:26:00-04:00,29181.25,29181.75,29154.0,29172.25,606,6,0,1,2026-07-08 09:25:00-04:00,2026-07-08 09:25:00-04:00,2026-07-08 09:26:00-04:00,True,False
1m,2026-07-08 09:26:00-04:00,2026-07-08 09:27:00-04:00,29173.0,29182.75,29167.0,29177.75,509,6,0,1,2026-07-08 09:26:00-04:00,2026-07-08 09:26:00-04:00,2026-07-08 09:27:00-04:00,True,False
1m,2026-07-08 09:27:00-04:00,2026-07-08 09:28:00-04:00,29177.5,29209.25,29170.25,29209.25,708,6,0,1,2026-07-08 09:27:00-04:00,2026-07-08 09:27:00-04:00,2026-07-08 09:28:00-04:00,True,False
1m,2026-07-08 09:28:00-04:00,2026-07-08 09:29:00-04:00,29210.0,29230.0,29204.25,29205.75,964,6,0,1,2026-07-08 09:28:00-04:00,2026-07-08 09:28:00-04:00,2026-07-08 09:29:00-04:00,True,False
1m,2026-07-08 09:29:00-04:00,2026-07-08 09:30:00-04:00,29205.0,29209.5,29174.75,29202.25,1541,6,0,1,2026-07-08 09:29:00-04:00,2026-07-08 09:29:00-04:00,2026-07-08 09:30:00-04:00,True,False
1m,2026-07-08 09:30:00-04:00,2026-07-08 09:31:00-04:00,29202.75,29277.5,29201.0,29252.5,5430,6,0,1,2026-07-08 09:30:00-04:00,2026-07-08 09:30:00-04:00,2026-07-08 09:31:00-04:00,True,False
1m,2026-07-08 09:31:00-04:00,2026-07-08 09:32:00-04:00,29252.75,29300.0,29222.25,29296.25,3631,6,0,1,2026-07-08 09:31:00-04:00,2026-07-08 09:31:00-04:00,2026-07-08 09:32:00-04:00,True,False
1m,2026-07-08 09:32:00-04:00,2026-07-08 09:33:00-04:00,29296.0,29327.5,29282.5,29319.0,3062,6,0,1,2026-07-08 09:32:00-04:00,2026-07-08 09:32:00-04:00,2026-07-08 09:33:00-04:00,True,False
1m,2026-07-08 09:33:00-04:00,2026-07-08 09:34:00-04:00,29319.75,29322.5,29283.25,29297.0,2232,6,0,1,2026-07-08 09:33:00-04:00,2026-07-08 09:33:00-04:00,2026-07-08 09:34:00-04:00,True,False
1m,2026-07-08 09:34:00-04:00,2026-07-08 09:35:00-04:00,29297.5,29321.0,29287.25,29303.5,1673,6,0,1,2026-07-08 09:34:00-04:00,2026-07-08 09:34:00-04:00,2026-07-08 09:35:00-04:00,True,False
