episode_id,direction,lane,trigger_tf,context_tf,is_multi_timeframe,context_family,context_id,component_ids,confluence,interaction_seq,context_zone_lo,context_zone_hi,dominant_state,n_variants,n_executable,variant_ids
EP-00281,1,A,1,1,False,rb,RB2-000127,RB2-000127,False,310,29690.0,29696.25,FAILED_REACTION,3,0,EP-00281-ENTRY_ON_TAP|EP-00281-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00281-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00282,1,A,1,3,True,rb,RB2-003154,RB2-003154,False,312,29688.75,29697.0,FAILED_REACTION,1,0,EP-00282-ENTRY_ON_TAP
EP-00283,1,A,3,3,False,rb,RB2-003154,RB2-003154,False,312,29688.75,29697.0,FAILED_REACTION,1,0,EP-00283-ENTRY_ON_TAP
EP-00284,1,F,1,15,True,rb,RB2-004814,RB2-000128|RB2-000129|RB2-004195|RB2-004814,True,315,29684.75,29694.0,DELAYED_DISPLACEMENT,4,0,EP-00284-ENTRY_ON_TAP|EP-00284-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00284-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00284-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00285,-1,B,5,5,False,fvg,FVG2-001071,FVG2-001071,False,315,29698.75,29705.5,FAILED_REACTION,3,0,EP-00285-ENTRY_ON_TAP|EP-00285-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00285-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00286,1,A,5,5,False,rb,RB2-004195,RB2-004195,False,315,29684.75,29694.0,MINIMAL_WICK_REJECTION,3,0,EP-00286-ENTRY_ON_TAP|EP-00286-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00286-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00287,1,A,15,15,False,rb,RB2-004814,RB2-004814,False,315,29684.75,29694.0,FAILED_REACTION,1,0,EP-00287-ENTRY_ON_TAP
EP-00288,-1,A,1,1,False,rb,RB2-000130,RB2-000130,False,316,29694.0,29698.0,FAILED_REACTION,1,0,EP-00288-ENTRY_ON_TAP
EP-00289,-1,A,1,1,False,rb,RB2-000131,RB2-000131,False,318,29687.5,29692.75,FAILED_REACTION,1,0,EP-00289-ENTRY_ON_TAP
EP-00290,-1,A,3,3,False,rb,RB2-003155,RB2-003155,False,318,29694.0,29698.0,FAILED_REACTION,1,0,EP-00290-ENTRY_ON_TAP
EP-00291,-1,B,1,5,True,fvg,FVG2-001071,FVG2-001071,False,319,29698.75,29705.5,IMMEDIATE_DISPLACEMENT,4,0,EP-00291-ENTRY_ON_TAP|EP-00291-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00291-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00291-ENTRY_ON_IMMEDIATE_DISPLACEMENT
EP-00292,-1,A,1,3,True,rb,RB2-003155,RB2-003155,False,319,29694.0,29698.0,FAILED_REACTION,3,0,EP-00292-ENTRY_ON_TAP|EP-00292-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00292-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00293,-1,A,1,1,False,rb,RB2-000133,RB2-000133,False,323,29696.5,29700.0,FAILED_REACTION,1,0,EP-00293-ENTRY_ON_TAP
EP-00294,-1,A,1,1,False,rb,RB2-000134,RB2-000134,False,323,29691.25,29695.75,FAILED_REACTION,1,0,EP-00294-ENTRY_ON_TAP
EP-00295,1,A,1,3,True,rb,RB2-003156,RB2-003156,False,324,29687.25,29695.0,DELAYED_DISPLACEMENT,4,0,EP-00295-ENTRY_ON_TAP|EP-00295-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00295-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00295-ENTRY_ON_NEW_FVG
EP-00296,1,A,3,3,False,rb,RB2-003156,RB2-003156,False,324,29687.25,29695.0,DELAYED_DISPLACEMENT,4,0,EP-00296-ENTRY_ON_TAP|EP-00296-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00296-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00296-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00297,-1,A,1,1,False,rb,RB2-000132,RB2-000132,False,325,29701.75,29707.75,FAILED_REACTION,1,0,EP-00297-ENTRY_ON_TAP
EP-00298,-1,A,5,5,False,rb,RB2-004193,RB2-004193,False,325,29717.5,29721.25,STRONG_REJECTION_DEPARTURE,4,0,EP-00298-ENTRY_ON_TAP|EP-00298-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00298-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00298-ENTRY_ON_STRONG_REJECTION
EP-00299,-1,A,5,5,False,rb,RB2-004194,RB2-004194,False,325,29710.0,29717.25,STRONG_REJECTION_DEPARTURE,4,0,EP-00299-ENTRY_ON_TAP|EP-00299-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00299-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00299-ENTRY_ON_STRONG_REJECTION
EP-00300,-1,A,1,5,True,rb,RB2-004194,RB2-004194,False,327,29710.0,29717.25,MINIMAL_WICK_REJECTION,4,0,EP-00300-ENTRY_ON_TAP|EP-00300-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00300-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00300-ENTRY_ON_NEW_FVG
EP-00301,-1,A,3,3,False,rb,RB2-003151,RB2-003151,False,327,29717.5,29721.25,FAILED_REACTION,2,0,EP-00301-ENTRY_ON_TAP|EP-00301-ENTRY_ON_FIRST_CLOSE_OUTSIDE
EP-00302,-1,A,3,3,False,rb,RB2-003153,RB2-003153,False,327,29712.0,29717.25,FAILED_REACTION,3,0,EP-00302-ENTRY_ON_TAP|EP-00302-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00302-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00303,-1,F,1,3,True,rb,RB2-003153,RB2-000125|RB2-003153,True,328,29712.0,29717.25,IMMEDIATE_DISPLACEMENT,6,0,EP-00303-ENTRY_ON_TAP|EP-00303-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00303-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00303-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00303-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00303-ENTRY_ON_NEW_FVG
EP-00304,-1,F,1,5,True,rb,RB2-004193,RB2-003151|RB2-004193,True,329,29717.5,29721.25,DELAYED_DISPLACEMENT,4,0,EP-00304-ENTRY_ON_TAP|EP-00304-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00304-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00304-ENTRY_ON_NEW_FVG
EP-00305,1,B,1,1,False,fvg,FVG2-000032,FVG2-000032,False,330,29698.25,29702.0,FAILED_REACTION,1,0,EP-00305-ENTRY_ON_TAP
EP-00306,1,A,1,1,False,rb,RB2-000137,RB2-000137,False,330,29706.5,29709.5,FAILED_REACTION,1,0,EP-00306-ENTRY_ON_TAP
EP-00307,1,A,5,5,False,rb,RB2-004196,RB2-004196,False,330,29687.25,29697.75,DELAYED_DISPLACEMENT,4,0,EP-00307-ENTRY_ON_TAP|EP-00307-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00307-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00307-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00308,-1,B,15,15,False,fvg,FVG2-001218,FVG2-001218,False,330,29721.25,29746.5,MINIMAL_WICK_REJECTION,4,0,EP-00308-ENTRY_ON_TAP|EP-00308-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00308-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00308-ENTRY_ON_NEW_FVG
EP-00309,1,A,1,5,True,rb,RB2-004196,RB2-004196,False,331,29687.25,29697.75,MINIMAL_WICK_REJECTION,4,0,EP-00309-ENTRY_ON_TAP|EP-00309-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00309-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00309-ENTRY_ON_NEW_IFVG
EP-00310,1,B,1,1,False,fvg,FVG2-000031,FVG2-000031,False,331,29698.0,29698.5,FAILED_REACTION,2,0,EP-00310-ENTRY_ON_TAP|EP-00310-ENTRY_ON_FIRST_CLOSE_OUTSIDE
EP-00311,1,A,1,1,False,rb,RB2-000135,RB2-000135,False,333,29687.25,29690.75,DELAYED_DISPLACEMENT,5,0,EP-00311-ENTRY_ON_TAP|EP-00311-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00311-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00311-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00311-ENTRY_ON_NEW_IFVG
EP-00312,1,A,1,1,False,rb,RB2-000136,RB2-000136,False,333,29692.25,29695.75,FAILED_REACTION,1,0,EP-00312-ENTRY_ON_TAP
EP-00313,-1,A,1,1,False,rb,RB2-000139,RB2-000139,False,337,29699.0,29702.25,FAILED_REACTION,1,0,EP-00313-ENTRY_ON_TAP
EP-00314,-1,A,1,1,False,rb,RB2-000140,RB2-000140,False,337,29693.5,29697.25,FAILED_REACTION,1,0,EP-00314-ENTRY_ON_TAP
EP-00315,-1,F,1,1,False,fvg,FVG2-000033,FVG2-000033|RB2-000138,True,338,29708.0,29710.0,FAILED_REACTION,3,0,EP-00315-ENTRY_ON_TAP|EP-00315-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00315-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00316,1,C,1,1,False,ifvg,IFVG2-000009,IFVG2-000009,False,339,29708.0,29710.0,IMMEDIATE_DISPLACEMENT,5,0,EP-00316-ENTRY_ON_IFVG_RETEST|EP-00316-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00316-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00316-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00316-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00317,-1,B,3,3,False,fvg,FVG2-000810,FVG2-000810,False,339,29721.25,29736.25,IMMEDIATE_DISPLACEMENT,5,0,EP-00317-ENTRY_ON_TAP|EP-00317-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00317-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00317-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00317-ENTRY_ON_NEW_FVG
EP-00318,-1,B,5,5,False,fvg,FVG2-001070,FVG2-001070,False,340,29721.25,29736.25,DELAYED_DISPLACEMENT,5,0,EP-00318-ENTRY_ON_TAP|EP-00318-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00318-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00318-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00318-ENTRY_ON_NEW_FVG
EP-00319,-1,F,1,15,True,fvg,FVG2-001218,FVG2-000030|FVG2-000810|FVG2-001070|FVG2-001218,True,341,29721.25,29746.5,IMMEDIATE_DISPLACEMENT,6,0,EP-00319-ENTRY_ON_TAP|EP-00319-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00319-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00319-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00319-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00319-ENTRY_ON_NEW_FVG
EP-00320,-1,A,1,1,False,rb,RB2-000142,RB2-000142,False,342,29723.0,29725.0,IMMEDIATE_DISPLACEMENT,5,0,EP-00320-ENTRY_ON_TAP|EP-00320-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00320-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00320-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00320-ENTRY_ON_NEW_FVG
EP-00321,1,A,3,3,False,rb,RB2-003157,RB2-003157,False,342,29702.75,29709.5,DELAYED_DISPLACEMENT,4,0,EP-00321-ENTRY_ON_TAP|EP-00321-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00321-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00321-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00322,1,A,1,3,True,rb,RB2-003157,RB2-003157,False,343,29702.75,29709.5,FAILED_REACTION,1,0,EP-00322-ENTRY_ON_TAP
EP-00323,1,A,1,1,False,rb,RB2-000141,RB2-000141,False,344,29697.0,29699.5,DELAYED_DISPLACEMENT,5,0,EP-00323-ENTRY_ON_TAP|EP-00323-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00323-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00323-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00323-ENTRY_ON_NEW_IFVG
EP-00324,-1,B,1,1,False,fvg,FVG2-000034,FVG2-000034,False,345,29704.0,29715.75,FAILED_REACTION,1,0,EP-00324-ENTRY_ON_TAP
EP-00325,1,A,1,3,True,rb,RB2-003158,RB2-003158,False,345,29691.75,29697.25,IMMEDIATE_DISPLACEMENT,5,0,EP-00325-ENTRY_ON_TAP|EP-00325-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00325-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00325-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00325-ENTRY_ON_NEW_IFVG
EP-00326,1,A,3,3,False,rb,RB2-003158,RB2-003158,False,345,29691.75,29697.25,IMMEDIATE_DISPLACEMENT,3,0,EP-00326-ENTRY_ON_TAP|EP-00326-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00326-ENTRY_ON_IMMEDIATE_DISPLACEMENT
EP-00327,-1,A,15,15,False,rb,RB2-004815,RB2-004815,False,345,29709.0,29727.25,CLOSE_BACK_OUTSIDE,3,0,EP-00327-ENTRY_ON_TAP|EP-00327-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00327-ENTRY_ON_NEW_FVG
EP-00328,-1,A,1,15,True,rb,RB2-004815,RB2-004815,False,346,29709.0,29727.25,DELAYED_DISPLACEMENT,5,0,EP-00328-ENTRY_ON_TAP|EP-00328-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00328-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00328-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00328-ENTRY_ON_NEW_FVG
EP-00329,-1,F,1,3,True,rb,RB2-003159,RB2-000145|RB2-003159,True,348,29704.25,29712.0,FAILED_REACTION,1,0,EP-00329-ENTRY_ON_TAP
EP-00330,1,A,1,1,False,rb,RB2-000144,RB2-000144,False,348,29698.25,29700.75,IMMEDIATE_DISPLACEMENT,4,0,EP-00330-ENTRY_ON_TAP|EP-00330-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00330-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00330-ENTRY_ON_NEW_IFVG
EP-00331,-1,A,3,3,False,rb,RB2-003159,RB2-003159,False,348,29704.25,29712.0,DELAYED_DISPLACEMENT,5,0,EP-00331-ENTRY_ON_TAP|EP-00331-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00331-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00331-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00331-ENTRY_ON_NEW_FVG
EP-00332,1,C,1,1,False,ifvg,IFVG2-000010,IFVG2-000010,False,350,29704.0,29715.75,FAILED_REACTION,1,0,EP-00332-ENTRY_ON_IFVG_RETEST
EP-00333,-1,A,1,3,True,rb,RB2-003160,RB2-003160,False,351,29718.0,29725.25,DELAYED_DISPLACEMENT,4,0,EP-00333-ENTRY_ON_TAP|EP-00333-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00333-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00333-ENTRY_ON_NEW_FVG
EP-00334,1,A,1,1,False,rb,RB2-000146,RB2-000146,False,351,29709.5,29713.0,FAILED_REACTION,1,0,EP-00334-ENTRY_ON_TAP
EP-00335,1,A,1,1,False,rb,RB2-000147,RB2-000147,False,351,29714.5,29718.0,FAILED_REACTION,1,0,EP-00335-ENTRY_ON_TAP
EP-00336,-1,A,3,3,False,rb,RB2-003160,RB2-003160,False,351,29718.0,29725.25,DELAYED_DISPLACEMENT,4,0,EP-00336-ENTRY_ON_TAP|EP-00336-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00336-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00336-ENTRY_ON_NEW_FVG
EP-00337,-1,B,1,1,False,fvg,FVG2-000035,FVG2-000035,False,353,29707.0,29714.5,DELAYED_DISPLACEMENT,5,0,EP-00337-ENTRY_ON_TAP|EP-00337-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00337-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00337-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00337-ENTRY_ON_NEW_FVG
EP-00338,1,A,1,1,False,rb,RB2-000148,RB2-000148,False,353,29701.25,29703.5,FAILED_REACTION,2,0,EP-00338-ENTRY_ON_TAP|EP-00338-ENTRY_ON_FIRST_CLOSE_OUTSIDE
EP-00339,-1,A,1,1,False,rb,RB2-000149,RB2-000149,False,354,29708.0,29710.0,IMMEDIATE_DISPLACEMENT,6,0,EP-00339-ENTRY_ON_TAP|EP-00339-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00339-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00339-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00339-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00339-ENTRY_ON_NEW_FVG
EP-00340,1,A,1,3,True,rb,RB2-003161,RB2-003161,False,354,29701.25,29708.0,FAILED_REACTION,1,0,EP-00340-ENTRY_ON_TAP
EP-00341,1,A,3,3,False,rb,RB2-003161,RB2-003161,False,354,29701.25,29708.0,FAILED_REACTION,1,0,EP-00341-ENTRY_ON_TAP
EP-00342,1,A,1,5,True,rb,RB2-004197,RB2-004197,False,355,29701.25,29708.25,FAILED_REACTION,1,0,EP-00342-ENTRY_ON_TAP
EP-00343,1,A,1,1,False,rb,RB2-000143,RB2-000143,False,355,29694.75,29697.25,FAILED_REACTION,1,0,EP-00343-ENTRY_ON_TAP
EP-00344,1,A,5,5,False,rb,RB2-004197,RB2-004197,False,355,29701.25,29708.25,FAILED_REACTION,1,0,EP-00344-ENTRY_ON_TAP
EP-00345,-1,A,1,1,False,rb,RB2-000152,RB2-000152,False,359,29695.25,29696.5,CLOSE_BACK_OUTSIDE,3,0,EP-00345-ENTRY_ON_TAP|EP-00345-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00345-ENTRY_ON_NEW_FVG
EP-00346,1,F,1,5,True,rb,RB2-004198,RB2-000153|RB2-003163|RB2-004198,True,360,29683.0,29688.0,FAILED_REACTION,1,0,EP-00346-ENTRY_ON_TAP
EP-00347,1,A,3,3,False,rb,RB2-003163,RB2-003163,False,360,29683.0,29688.0,FAILED_REACTION,1,0,EP-00347-ENTRY_ON_TAP
EP-00348,1,A,5,5,False,rb,RB2-004198,RB2-004198,False,360,29683.0,29688.0,FAILED_REACTION,1,0,EP-00348-ENTRY_ON_TAP
EP-00349,1,A,1,1,False,rb,RB2-000154,RB2-000154,False,361,29667.25,29676.5,FAILED_REACTION,1,0,EP-00349-ENTRY_ON_TAP
EP-00350,1,F,1,3,True,rb,RB2-003164,RB2-000155|RB2-003164,True,363,29658.75,29667.5,FAILED_REACTION,1,0,EP-00350-ENTRY_ON_TAP
EP-00351,1,A,3,3,False,rb,RB2-003164,RB2-003164,False,363,29658.75,29667.5,FAILED_REACTION,3,0,EP-00351-ENTRY_ON_TAP|EP-00351-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00351-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00352,-1,A,1,1,False,rb,RB2-000156,RB2-000156,False,365,29662.75,29671.75,MINIMAL_WICK_REJECTION,3,0,EP-00352-ENTRY_ON_TAP|EP-00352-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00352-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00353,1,A,1,5,True,rb,RB2-004199,RB2-004199,False,365,29654.0,29662.75,SCRAPING_NO_REACTION,1,0,EP-00353-ENTRY_ON_TAP
EP-00354,1,A,5,5,False,rb,RB2-004199,RB2-004199,False,365,29654.0,29662.75,FAILED_REACTION,3,0,EP-00354-ENTRY_ON_TAP|EP-00354-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00354-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00355,1,A,1,1,False,rb,RB2-000157,RB2-000157,False,366,29652.75,29656.5,DELAYED_DISPLACEMENT,4,0,EP-00355-ENTRY_ON_TAP|EP-00355-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00355-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00355-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00356,-1,A,1,3,True,rb,RB2-003165,RB2-003165,False,369,29660.5,29666.75,FAILED_REACTION,3,0,EP-00356-ENTRY_ON_TAP|EP-00356-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00356-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00357,-1,A,3,3,False,rb,RB2-003165,RB2-003165,False,369,29660.5,29666.75,FAILED_REACTION,1,0,EP-00357-ENTRY_ON_TAP
EP-00358,-1,B,5,5,False,fvg,FVG2-001073,FVG2-001073,False,370,29666.75,29683.0,MINIMAL_WICK_REJECTION,4,0,EP-00358-ENTRY_ON_TAP|EP-00358-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00358-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00358-ENTRY_ON_NEW_FVG
EP-00359,1,A,1,1,False,rb,RB2-000158,RB2-000158,False,371,29650.0,29654.75,DELAYED_DISPLACEMENT,3,0,EP-00359-ENTRY_ON_TAP|EP-00359-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00359-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00360,1,A,1,3,True,rb,RB2-003166,RB2-003166,False,372,29650.0,29660.75,DELAYED_DISPLACEMENT,4,0,EP-00360-ENTRY_ON_TAP|EP-00360-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00360-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00360-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00361,1,A,3,3,False,rb,RB2-003166,RB2-003166,False,372,29650.0,29660.75,FAILED_REACTION,3,0,EP-00361-ENTRY_ON_TAP|EP-00361-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00361-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00362,-1,B,1,5,True,fvg,FVG2-001073,FVG2-001073,False,373,29666.75,29683.0,MINIMAL_WICK_REJECTION,3,0,EP-00362-ENTRY_ON_TAP|EP-00362-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00362-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-00363,1,F,1,15,True,rb,RB2-004816,RB2-004200|RB2-004816,True,375,29650.0,29666.75,DELAYED_DISPLACEMENT,4,0,EP-00363-ENTRY_ON_TAP|EP-00363-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00363-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00363-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00364,1,A,5,5,False,rb,RB2-004200,RB2-004200,False,375,29650.0,29659.5,FAILED_REACTION,1,0,EP-00364-ENTRY_ON_TAP
EP-00365,1,A,15,15,False,rb,RB2-004816,RB2-004816,False,375,29650.0,29666.75,FAILED_REACTION,1,0,EP-00365-ENTRY_ON_TAP
EP-00366,1,A,1,1,False,rb,RB2-000159,RB2-000159,False,376,29659.25,29664.0,IMMEDIATE_DISPLACEMENT,4,0,EP-00366-ENTRY_ON_TAP|EP-00366-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00366-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00366-ENTRY_ON_IMMEDIATE_DISPLACEMENT
EP-00367,-1,B,1,3,True,fvg,FVG2-000813,FVG2-000813,False,378,29671.75,29683.0,DELAYED_DISPLACEMENT,5,0,EP-00367-ENTRY_ON_TAP|EP-00367-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00367-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00367-ENTRY_ON_STRONG_REJECTION|EP-00367-ENTRY_ON_DELAYED_DISPLACEMENT
EP-00368,-1,B,3,3,False,fvg,FVG2-000813,FVG2-000813,False,378,29671.75,29683.0,DELAYED_DISPLACEMENT,5,0,EP-00368-ENTRY_ON_TAP|EP-00368-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00368-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00368-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00368-ENTRY_ON_NEW_FVG
EP-00369,-1,B,1,1,False,fvg,FVG2-000036,FVG2-000036,False,379,29676.25,29683.0,DELAYED_DISPLACEMENT,6,0,EP-00369-ENTRY_ON_TAP|EP-00369-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00369-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00369-ENTRY_ON_STRONG_REJECTION|EP-00369-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00369-ENTRY_ON_NEW_FVG
EP-00370,-1,A,1,1,False,rb,RB2-000160,RB2-000160,False,380,29673.25,29676.25,DELAYED_DISPLACEMENT,4,0,EP-00370-ENTRY_ON_TAP|EP-00370-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00370-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00370-ENTRY_ON_NEW_FVG
EP-00371,-1,A,3,3,False,rb,RB2-003167,RB2-003167,False,381,29670.25,29677.75,IMMEDIATE_DISPLACEMENT,5,0,EP-00371-ENTRY_ON_TAP|EP-00371-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00371-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00371-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00371-ENTRY_ON_NEW_FVG
EP-00372,-1,A,1,3,True,rb,RB2-003167,RB2-003167,False,382,29670.25,29677.75,IMMEDIATE_DISPLACEMENT,6,0,EP-00372-ENTRY_ON_TAP|EP-00372-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00372-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00372-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00372-ENTRY_ON_DELAYED_DISPLACEMENT|EP-00372-ENTRY_ON_NEW_FVG
EP-00373,-1,A,1,1,False,rb,RB2-000161,RB2-000161,False,385,29659.0,29664.5,IMMEDIATE_DISPLACEMENT,4,0,EP-00373-ENTRY_ON_TAP|EP-00373-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00373-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00373-ENTRY_ON_NEW_FVG
EP-00374,1,A,1,1,False,rb,RB2-000162,RB2-000162,False,387,29644.5,29647.5,IMMEDIATE_DISPLACEMENT,5,0,EP-00374-ENTRY_ON_TAP|EP-00374-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-00374-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-00374-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-00374-ENTRY_ON_NEW_IFVG
EP-00375,-1,F,1,1,False,fvg,FVG2-000037,FVG2-000037|RB2-000163,True,388,29650.25,29650.5,FAILED_REACTION,1,0,EP-00375-ENTRY_ON_TAP
