episode_id,lane,entry_seq,session,exact_matches,reduced_family_matches,similarity_nearest,similarity_l1
EP-01406,A,4033,NY_PM,,,PB-0001,0.0
EP-01407,A,4035,NY_PM,,,PB-0001,8.0
EP-01408,A,4035,NY_PM,,,PB-0002,0.0
EP-01409,C,4040,NY_PM,,,PB-0001,11.0
EP-01410,C,4041,NY_PM,,,PB-0002,0.0
EP-01411,C,4049,NY_PM,,,PB-0002,0.0
EP-01412,C,4050,NY_PM,,,PB-0001,28.0
EP-01413,A,4050,NY_PM,,,PB-0002,4.0
EP-01414,D,4053,NY_PM,,,PB-0001,3.0
EP-01415,D,4054,NY_PM,,,PB-0002,0.0
EP-01416,C,4056,NY_PM,,,PB-0001,4.0
EP-01417,C,4062,NY_PM,,,PB-0002,0.0
EP-01418,B,4065,NY_PM,,,PB-0001,29.0
EP-01419,B,4065,NY_PM,,,PB-0001,29.0
EP-01420,E,4067,NY_PM,,,PB-0002,0.0
EP-01421,A,4068,NY_PM,,,PB-0002,4.0
EP-01422,A,4070,NY_PM,,,PB-0002,8.0
EP-01423,B,4071,NY_PM,,,PB-0002,4.0
EP-01424,B,4072,NY_PM,,,PB-0001,3.0
EP-01425,B,4076,NY_PM,,,PB-0002,0.0
EP-01426,B,4080,NY_PM,,,PB-0001,58.0
EP-01427,B,4080,NY_PM,,,PB-0001,58.0
EP-01428,B,4080,NY_PM,,,PB-0001,0.0
EP-01429,A,4086,NY_PM,,,PB-0002,4.0
EP-01430,A,4090,NY_PM,,,PB-0002,8.0
EP-01431,C,4090,NY_PM,,,PB-0002,0.0
EP-01432,D,4092,NY_PM,,,PB-0001,0.0
EP-01433,A,4101,NY_PM,,,PB-0002,4.0
EP-01434,C,4105,NY_PM,,,PB-0001,10.0
EP-01435,E,4105,NY_PM,,,PB-0001,8.0
EP-01436,B,4110,NY_PM,,,PB-0001,3.0
EP-01437,C,4115,NY_PM,,,PB-0001,11.0
EP-01438,A,4115,NY_PM,,,PB-0002,0.0
EP-01439,B,4119,NY_PM,,,PB-0001,3.0
EP-01440,A,4121,NY_PM,,,PB-0002,0.0
EP-01441,C,4123,NY_PM,,,PB-0001,2.0
EP-01442,A,4123,NY_PM,,,PB-0001,0.0
EP-01443,B,4125,NY_PM,,,PB-0001,8.0
EP-01444,A,4125,NY_PM,,,PB-0001,8.0
EP-01445,B,4146,GLOBEX_EVENING,,,PB-0002,0.0
EP-01446,A,4149,GLOBEX_EVENING,,,PB-0002,0.0
EP-01447,A,4150,GLOBEX_EVENING,,,PB-0002,0.0
EP-01448,A,4153,GLOBEX_EVENING,,,PB-0001,1.0
EP-01449,B,4156,GLOBEX_EVENING,,,PB-0002,0.0
EP-01450,A,4162,GLOBEX_EVENING,,,PB-0001,3.0
EP-01451,A,4162,GLOBEX_EVENING,,,PB-0002,0.0
EP-01452,C,4164,GLOBEX_EVENING,,,PB-0002,0.0
EP-01453,A,4167,GLOBEX_EVENING,,,PB-0001,1.0
EP-01454,D,4168,GLOBEX_EVENING,,,PB-0001,2.0
EP-01455,A,4170,GLOBEX_EVENING,,,PB-0002,58.0
EP-01456,A,4173,GLOBEX_EVENING,,,PB-0002,0.0
EP-01457,A,4179,GLOBEX_EVENING,,,PB-0002,4.0
EP-01458,A,4185,GLOBEX_EVENING,,,PB-0002,28.0
EP-01459,A,4193,GLOBEX_EVENING,,,PB-0002,0.0
EP-01460,A,4196,GLOBEX_EVENING,,,PB-0002,0.0
EP-01461,A,4201,GLOBEX_EVENING,,,PB-0001,0.0
EP-01462,C,4203,GLOBEX_EVENING,,,PB-0001,4.0
EP-01463,C,4203,GLOBEX_EVENING,,,PB-0001,4.0
EP-01464,A,4209,GLOBEX_EVENING,,,PB-0001,4.0
EP-01465,C,4216,GLOBEX_EVENING,,,PB-0002,0.0
EP-01466,D,4221,GLOBEX_EVENING,,,PB-0002,4.0
EP-01467,D,4227,GLOBEX_EVENING,,,PB-0001,4.0
EP-01468,D,4229,GLOBEX_EVENING,,,PB-0002,0.0
EP-01469,A,4232,GLOBEX_EVENING,,,PB-0001,1.0
EP-01470,C,4233,GLOBEX_EVENING,,,PB-0001,3.0
EP-01471,A,4238,GLOBEX_EVENING,,,PB-0001,1.0
EP-01472,A,4239,GLOBEX_EVENING,,,PB-0002,4.0
EP-01473,C,4240,GLOBEX_EVENING,,,PB-0002,0.0
EP-01474,A,4244,GLOBEX_EVENING,,,PB-0002,0.0
EP-01475,C,4246,GLOBEX_EVENING,,,PB-0002,0.0
EP-01476,D,4247,GLOBEX_EVENING,,,PB-0001,0.0
EP-01477,D,4251,GLOBEX_EVENING,,,PB-0001,3.0
EP-01478,C,4252,GLOBEX_EVENING,,,PB-0001,0.0
EP-01479,D,4253,GLOBEX_EVENING,,,PB-0002,0.0
EP-01480,A,4257,GLOBEX_EVENING,,,PB-0002,4.0
EP-01481,A,4258,GLOBEX_EVENING,,,PB-0001,3.0
EP-01482,A,4263,ASIA,,,PB-0002,4.0
EP-01483,C,4263,ASIA,,,PB-0002,0.0
EP-01484,A,4266,ASIA,,,PB-0002,0.0
EP-01485,A,4275,ASIA,,,PB-0001,4.0
EP-01486,C,4278,ASIA,,,PB-0002,0.0
EP-01487,B,4281,ASIA,,,PB-0002,0.0
EP-01488,D,4281,ASIA,,,PB-0001,2.0
EP-01489,C,4284,ASIA,,,PB-0001,2.0
EP-01490,A,4287,ASIA,,,PB-0001,0.0
EP-01491,A,4290,ASIA,,,PB-0002,4.0
EP-01492,A,4292,ASIA,,,PB-0001,0.0
EP-01493,A,4300,ASIA,,,PB-0002,8.0
EP-01494,B,4304,ASIA,,,PB-0001,0.0
EP-01495,B,4304,ASIA,,,PB-0001,1.0
EP-01496,A,4304,ASIA,,,PB-0002,0.0
EP-01497,A,4312,ASIA,,,PB-0002,0.0
EP-01498,B,4314,ASIA,,,PB-0001,6.0
EP-01499,A,4315,ASIA,,,PB-0002,8.0
EP-01500,A,4322,ASIA,,,PB-0002,0.0
EP-01501,A,4323,ASIA,,,PB-0001,4.0
EP-01502,C,4329,ASIA,,,PB-0001,7.0
EP-01503,A,4330,ASIA,,,PB-0001,8.0
EP-01504,A,4338,ASIA,,,PB-0001,0.0
EP-01505,A,4354,ASIA,,,PB-0002,0.0
EP-01506,A,4355,ASIA,,,PB-0001,9.0
EP-01507,B,4360,ASIA,,,PB-0001,0.0
EP-01508,A,4367,ASIA,,,PB-0002,0.0
EP-01509,C,4368,ASIA,,,PB-0001,4.0
EP-01510,C,4369,ASIA,,,PB-0002,0.0
EP-01511,D,4370,ASIA,,,PB-0002,0.0
EP-01512,A,4371,ASIA,,,PB-0002,4.0
EP-01513,B,4373,ASIA,,PB-0003,PB-0002,0.0
EP-01514,C,4374,ASIA,,,PB-0001,0.0
EP-01515,C,4381,ASIA,,,PB-0001,0.0
EP-01516,D,4385,ASIA,,,PB-0001,1.0
EP-01517,C,4388,ASIA,,,PB-0001,2.0
EP-01518,A,4392,ASIA,,,PB-0002,4.0
EP-01519,A,4395,ASIA,,,PB-0002,8.0
EP-01520,C,4401,ASIA,,,PB-0002,4.0
EP-01521,A,4403,ASIA,,,PB-0002,0.0
EP-01522,C,4404,ASIA,,,PB-0002,0.0
EP-01523,C,4405,ASIA,,,PB-0002,8.0
EP-01524,A,4407,ASIA,,,PB-0002,0.0
EP-01525,B,4413,ASIA,,,PB-0001,3.0
EP-01526,C,4422,ASIA,,,PB-0001,2.0
EP-01527,C,4422,ASIA,,,PB-0001,2.0
EP-01528,B,4426,ASIA,,PB-0003,PB-0002,0.0
EP-01529,A,4428,ASIA,,,PB-0001,0.0
EP-01530,B,4430,ASIA,,,PB-0002,8.0
EP-01531,A,4431,ASIA,,,PB-0002,4.0
EP-01532,A,4434,ASIA,,,PB-0002,0.0
EP-01533,A,4435,ASIA,,,PB-0002,8.0
EP-01534,B,4439,ASIA,,,PB-0001,1.0
EP-01535,A,4440,ASIA,,,PB-0002,118.0
EP-01536,A,4440,ASIA,,,PB-0001,28.0
EP-01537,D,4441,ASIA,,,PB-0002,0.0
EP-01538,B,4446,ASIA,,,PB-0002,4.0
EP-01539,A,4449,ASIA,,,PB-0002,4.0
EP-01540,A,4449,ASIA,,,PB-0002,0.0
EP-01541,D,4459,ASIA,,,PB-0002,0.0
EP-01542,A,4467,ASIA,,,PB-0002,0.0
EP-01543,C,4470,ASIA,,,PB-0002,8.0
EP-01544,B,4470,ASIA,,,PB-0001,4.0
EP-01545,C,4472,ASIA,,,PB-0002,0.0
EP-01546,A,4472,ASIA,,,PB-0002,0.0
EP-01547,A,4473,ASIA,,,PB-0002,4.0
EP-01548,A,4477,ASIA,,,PB-0002,0.0
EP-01549,D,4479,ASIA,,,PB-0001,7.0
EP-01550,A,4480,ASIA,,,PB-0002,0.0
EP-01551,D,4481,ASIA,,,PB-0002,0.0
EP-01552,B,4482,ASIA,,,PB-0002,4.0
EP-01553,D,4485,ASIA,,,PB-0001,9.0
EP-01554,A,4487,ASIA,,,PB-0002,0.0
EP-01555,B,4488,ASIA,,,PB-0001,0.0
EP-01556,A,4491,ASIA,,,PB-0002,4.0
EP-01557,A,4497,ASIA,,,PB-0002,4.0
EP-01558,A,4500,ASIA,,,PB-0002,8.0
EP-01559,A,4501,ASIA,,,PB-0001,0.0
EP-01560,D,4503,ASIA,,,PB-0001,7.0
EP-01561,A,4508,ASIA,,,PB-0002,0.0
EP-01562,C,4509,ASIA,,,PB-0001,2.0
EP-01563,A,4517,ASIA,,,PB-0002,0.0
EP-01564,A,4518,ASIA,,,PB-0002,4.0
EP-01565,C,4519,ASIA,,,PB-0002,0.0
EP-01566,D,4522,ASIA,,,PB-0001,1.0
EP-01567,A,4525,ASIA,,,PB-0002,0.0
EP-01568,A,4529,ASIA,,,PB-0001,1.0
EP-01569,A,4530,ASIA,,,PB-0001,4.0
EP-01570,A,4536,ASIA,,,PB-0001,2.0
EP-01571,A,4539,ASIA,,,PB-0002,0.0
EP-01572,B,4542,ASIA,,PB-0003,PB-0002,0.0
EP-01573,B,4542,ASIA,,PB-0003,PB-0002,0.0
EP-01574,A,4545,ASIA,,,PB-0001,7.0
EP-01575,A,4546,ASIA,,,PB-0001,0.0
EP-01576,A,4548,ASIA,,,PB-0002,4.0
EP-01577,B,4554,ASIA,,,PB-0001,6.0
EP-01578,C,4554,ASIA,,,PB-0001,0.0
EP-01579,A,4560,ASIA,,,PB-0002,0.0
EP-01580,A,4563,ASIA,,,PB-0001,4.0
EP-01581,A,4565,ASIA,,,PB-0001,8.0
EP-01582,A,4568,ASIA,,,PB-0002,0.0
EP-01583,C,4576,ASIA,,,PB-0002,0.0
EP-01584,A,4578,ASIA,,,PB-0002,0.0
EP-01585,C,4579,ASIA,,,PB-0002,0.0
EP-01586,D,4580,ASIA,,,PB-0001,1.0
EP-01587,A,4586,ASIA,,,PB-0002,0.0
EP-01588,A,4589,ASIA,,,PB-0001,0.0
EP-01589,A,4590,ASIA,,,PB-0002,58.0
EP-01590,B,4590,ASIA,,,PB-0002,0.0
EP-01591,E,4593,ASIA,,,PB-0002,0.0
EP-01592,C,4594,ASIA,,,PB-0002,0.0
EP-01593,C,4595,ASIA,,,PB-0002,0.0
EP-01594,C,4596,ASIA,,,PB-0002,4.0
EP-01595,C,4596,ASIA,,,PB-0002,0.0
EP-01596,C,4596,ASIA,,,PB-0002,0.0
EP-01597,C,4599,ASIA,,,PB-0001,1.0
EP-01598,C,4604,ASIA,,,PB-0001,0.0
EP-01599,E,4607,ASIA,,,PB-0001,0.0
EP-01600,D,4609,ASIA,,,PB-0001,0.0
EP-01601,C,4611,ASIA,,,PB-0001,7.0
EP-01602,C,4618,ASIA,,,PB-0001,0.0
EP-01603,A,4625,ASIA,,,PB-0001,10.0
EP-01604,A,4625,ASIA,,,PB-0002,8.0
EP-01605,D,4625,ASIA,,,PB-0001,2.0
EP-01606,D,4632,ASIA,,,PB-0001,0.0
EP-01607,D,4632,ASIA,,,PB-0001,1.0
EP-01608,C,4632,ASIA,,,PB-0001,2.0
EP-01609,C,4633,ASIA,,,PB-0001,2.0
EP-01610,C,4633,ASIA,,,PB-0001,2.0
EP-01611,A,4633,ASIA,,,PB-0001,2.0
EP-01612,B,4635,ASIA,,,PB-0002,8.0
EP-01613,A,4639,ASIA,,,PB-0001,0.0
EP-01614,B,4644,ASIA,,,PB-0001,0.0
EP-01615,E,4647,ASIA,,,PB-0002,4.0
EP-01616,A,4647,ASIA,,,PB-0002,0.0
EP-01617,A,4648,ASIA,,,PB-0002,0.0
EP-01618,C,4650,ASIA,,,PB-0001,29.0
EP-01619,A,4655,ASIA,,,PB-0001,8.0
EP-01620,A,4655,ASIA,,,PB-0002,0.0
EP-01621,A,4659,ASIA,,,PB-0002,4.0
EP-01622,C,4660,ASIA,,,PB-0002,0.0
EP-01623,D,4661,ASIA,,,PB-0002,0.0
EP-01624,D,4662,ASIA,,,PB-0002,4.0
EP-01625,A,4665,ASIA,,,PB-0001,8.0
EP-01626,E,4666,ASIA,,,PB-0001,2.0
EP-01627,E,4666,ASIA,,,PB-0001,0.0
EP-01628,C,4669,ASIA,,,PB-0001,0.0
EP-01629,B,4670,ASIA,,,PB-0001,1.0
EP-01630,C,4671,ASIA,,,PB-0002,0.0
EP-01631,D,4675,ASIA,,,PB-0001,0.0
EP-01632,B,4677,ASIA,,,PB-0001,5.0
EP-01633,C,4677,ASIA,,,PB-0002,0.0
EP-01634,A,4680,LONDON,,,PB-0002,58.0
EP-01635,C,4682,LONDON,,,PB-0002,0.0
EP-01636,D,4684,LONDON,,,PB-0001,1.0
EP-01637,A,4689,LONDON,,,PB-0002,0.0
EP-01638,A,4690,LONDON,,,PB-0001,1.0
EP-01639,A,4692,LONDON,,,PB-0002,4.0
EP-01640,A,4694,LONDON,,,PB-0002,0.0
EP-01641,E,4697,LONDON,,,PB-0002,0.0
EP-01642,C,4700,LONDON,,,PB-0001,0.0
EP-01643,B,4709,LONDON,,,PB-0001,3.0
EP-01644,A,4710,LONDON,,,PB-0002,58.0
EP-01645,A,4713,LONDON,,,PB-0001,3.0
EP-01646,C,4714,LONDON,,PB-0005,PB-0002,0.0
EP-01647,D,4716,LONDON,,,PB-0001,0.0
EP-01648,A,4720,LONDON,,,PB-0001,8.0
EP-01649,A,4720,LONDON,,,PB-0002,0.0
EP-01650,A,4724,LONDON,,,PB-0002,0.0
EP-01651,A,4734,LONDON,,,PB-0002,4.0
EP-01652,A,4735,LONDON,,,PB-0002,8.0
EP-01653,A,4740,LONDON,,,PB-0002,118.0
EP-01654,A,4740,LONDON,,,PB-0002,28.0
EP-01655,A,4744,LONDON,,,PB-0001,0.0
EP-01656,A,4746,LONDON,,,PB-0002,0.0
EP-01657,A,4751,LONDON,,,PB-0002,0.0
EP-01658,C,4758,LONDON,,,PB-0001,2.0
EP-01659,C,4763,LONDON,,,PB-0002,0.0
EP-01660,A,4765,LONDON,,,PB-0002,0.0
EP-01661,C,4768,LONDON,,PB-0004,PB-0001,1.0
EP-01662,C,4770,LONDON,,,PB-0001,4.0
EP-01663,A,4773,LONDON,,,PB-0002,4.0
EP-01664,A,4774,LONDON,,,PB-0001,0.0
EP-01665,A,4780,LONDON,,,PB-0002,0.0
EP-01666,A,4785,LONDON,,,PB-0002,4.0
EP-01667,C,4787,LONDON,,,PB-0002,0.0
EP-01668,A,4787,LONDON,,,PB-0002,0.0
EP-01669,C,4788,LONDON,,,PB-0002,0.0
EP-01670,B,4790,LONDON,,,PB-0002,8.0
EP-01671,C,4791,LONDON,,,PB-0001,4.0
EP-01672,A,4800,LONDON,,,PB-0002,0.0
EP-01673,A,4803,LONDON,,,PB-0001,7.0
EP-01674,C,4803,LONDON,,,PB-0001,0.0
EP-01675,C,4803,LONDON,,,PB-0001,0.0
EP-01676,A,4805,LONDON,,,PB-0001,9.0
EP-01677,A,4805,LONDON,,,PB-0002,8.0
EP-01678,A,4809,LONDON,,,PB-0002,4.0
EP-01679,A,4809,LONDON,,,PB-0002,0.0
EP-01680,A,4812,LONDON,,,PB-0002,0.0
EP-01681,A,4816,LONDON,,,PB-0001,0.0
EP-01682,A,4823,LONDON,,,PB-0002,0.0
EP-01683,C,4827,LONDON,,,PB-0001,5.0
EP-01684,E,4830,LONDON,,,PB-0002,58.0
EP-01685,A,4830,LONDON,,,PB-0002,4.0
EP-01686,A,4837,LONDON,,,PB-0002,0.0
EP-01687,D,4841,LONDON,,,PB-0002,0.0
EP-01688,A,4844,LONDON,,,PB-0001,3.0
EP-01689,E,4845,LONDON,,,PB-0002,8.0
EP-01690,C,4848,LONDON,,,PB-0002,4.0
EP-01691,A,4850,LONDON,,,PB-0002,0.0
EP-01692,D,4852,LONDON,,,PB-0001,2.0
EP-01693,D,4855,LONDON,,,PB-0001,0.0
EP-01694,A,4857,LONDON,,,PB-0002,0.0
EP-01695,C,4863,LONDON,,,PB-0002,4.0
EP-01696,A,4864,LONDON,,,PB-0002,0.0
EP-01697,C,4868,LONDON,,,PB-0002,0.0
EP-01698,D,4869,LONDON,,,PB-0002,0.0
EP-01699,A,4870,LONDON,,,PB-0002,0.0
EP-01700,A,4877,LONDON,,,PB-0002,0.0
EP-01701,D,4878,LONDON,,,PB-0001,6.0
EP-01702,C,4880,LONDON,,,PB-0001,10.0
EP-01703,C,4881,LONDON,,,PB-0001,6.0
EP-01704,C,4881,LONDON,,,PB-0001,6.0
EP-01705,C,4884,LONDON,,,PB-0001,3.0
EP-01706,C,4890,LONDON,,,PB-0001,58.0
EP-01707,C,4891,LONDON,,,PB-0002,0.0
EP-01708,C,4891,LONDON,,,PB-0002,0.0
EP-01709,D,4893,LONDON,,,PB-0001,0.0
EP-01710,A,4902,LONDON,,,PB-0002,0.0
EP-01711,C,4905,LONDON,,,PB-0001,29.0
EP-01712,C,4905,LONDON,,,PB-0002,4.0
EP-01713,A,4905,LONDON,,,PB-0002,0.0
EP-01714,D,4908,LONDON,,,PB-0002,4.0
EP-01715,E,4909,LONDON,,,PB-0001,0.0
EP-01716,A,4913,LONDON,,,PB-0002,0.0
EP-01717,C,4917,LONDON,,,PB-0002,4.0
EP-01718,A,4918,LONDON,,,PB-0001,0.0
EP-01719,A,4920,LONDON,,,PB-0002,118.0
EP-01720,A,4920,LONDON,,,PB-0001,58.0
EP-01721,C,4922,LONDON,,PB-0005,PB-0002,0.0
EP-01722,A,4925,LONDON,,,PB-0001,11.0
EP-01723,A,4927,LONDON,,,PB-0001,2.0
EP-01724,A,4929,LONDON,,,PB-0001,4.0
EP-01725,A,4929,LONDON,,,PB-0001,1.0
EP-01726,A,4935,LONDON,,,PB-0002,28.0
EP-01727,C,4935,LONDON,,,PB-0001,1.0
EP-01728,A,4935,LONDON,,,PB-0001,1.0
EP-01729,A,4938,LONDON,,,PB-0001,4.0
EP-01730,A,4940,LONDON,,,PB-0001,9.0
EP-01731,E,4942,LONDON,,,PB-0001,1.0
EP-01732,A,4944,LONDON,,,PB-0002,4.0
EP-01733,A,4950,LONDON,,,PB-0002,58.0
EP-01734,C,4951,LONDON,,,PB-0002,0.0
EP-01735,C,4952,LONDON,,,PB-0002,0.0
EP-01736,D,4958,LONDON,,,PB-0001,0.0
EP-01737,D,4958,LONDON,,,PB-0001,1.0
EP-01738,A,4959,LONDON,,,PB-0002,0.0
EP-01739,C,4962,LONDON,,,PB-0001,1.0
EP-01740,A,4965,LONDON,,,PB-0002,0.0
EP-01741,A,4973,LONDON,,,PB-0001,0.0
EP-01742,A,4974,LONDON,,,PB-0001,2.0
EP-01743,A,4976,LONDON,,,PB-0001,1.0
EP-01744,A,4977,LONDON,,,PB-0002,4.0
EP-01745,A,4977,LONDON,,,PB-0001,0.0
EP-01746,A,4980,NY_PREMARKET,,,PB-0002,8.0
EP-01747,A,4986,NY_PREMARKET,,,PB-0001,7.0
EP-01748,A,4991,NY_PREMARKET,,,PB-0001,0.0
EP-01749,C,4992,NY_PREMARKET,,,PB-0001,4.0
EP-01750,B,4994,NY_PREMARKET,,,PB-0001,2.0
EP-01751,A,4994,NY_PREMARKET,,,PB-0001,1.0
EP-01752,E,4999,NY_PREMARKET,,,PB-0001,0.0
EP-01753,C,5000,NY_PREMARKET,,,PB-0002,0.0
EP-01754,A,5002,NY_PREMARKET,,,PB-0001,0.0
EP-01755,C,5003,NY_PREMARKET,,,PB-0002,0.0
EP-01756,D,5004,NY_PREMARKET,,,PB-0001,4.0
EP-01757,A,5005,NY_PREMARKET,,,PB-0002,0.0
EP-01758,C,5011,NY_PREMARKET,,,PB-0002,0.0
EP-01759,A,5011,NY_PREMARKET,,PB-0002,PB-0002,0.0
EP-01760,D,5012,NY_PREMARKET,,,PB-0002,0.0
EP-01761,C,5013,NY_PREMARKET,,,PB-0001,5.0
EP-01762,A,5013,NY_PREMARKET,,,PB-0001,5.0
EP-01763,D,5014,NY_PREMARKET,,,PB-0001,1.0
EP-01764,D,5019,NY_PREMARKET,,,PB-0001,4.0
EP-01765,A,5022,NY_PREMARKET,,,PB-0002,4.0
EP-01766,A,5025,NY_PREMARKET,,,PB-0001,1.0
EP-01767,A,5032,NY_PREMARKET,,,PB-0001,1.0
EP-01768,B,5033,NY_PREMARKET,,,PB-0001,1.0
EP-01769,C,5037,NY_PREMARKET,,,PB-0001,1.0
EP-01770,A,5048,NY_PREMARKET,,,PB-0002,0.0
EP-01771,A,5051,NY_PREMARKET,,,PB-0002,0.0
EP-01772,A,5064,NY_PREMARKET,,,PB-0002,4.0
EP-01773,A,5065,NY_PREMARKET,,,PB-0002,8.0
EP-01774,D,5066,NY_PREMARKET,,,PB-0001,2.0
EP-01775,A,5071,NY_AM,,,PB-0002,0.0
EP-01776,C,5072,NY_AM,,,PB-0002,0.0
EP-01777,D,5073,NY_AM,,,PB-0001,0.0
EP-01778,B,5077,NY_AM,,,PB-0002,0.0
EP-01779,D,5077,NY_AM,,,PB-0001,3.0
EP-01780,C,5079,NY_AM,,,PB-0002,4.0
EP-01781,A,5080,NY_AM,,,PB-0002,0.0
EP-01782,D,5082,NY_AM,,,PB-0002,4.0
EP-01783,A,5085,NY_AM,,,PB-0002,4.0
EP-01784,A,5088,NY_AM,,,PB-0002,0.0
EP-01785,A,5094,NY_AM,,,PB-0002,0.0
EP-01786,A,5099,NY_AM,,,PB-0001,0.0
EP-01787,A,5100,NY_AM,,,PB-0001,118.0
EP-01788,A,5105,NY_AM,,,PB-0002,0.0
EP-01789,A,5106,NY_AM,,,PB-0002,4.0
EP-01790,A,5106,NY_AM,,,PB-0002,0.0
EP-01791,C,5110,NY_AM,,,PB-0002,8.0
EP-01792,B,5127,NY_AM,,,PB-0002,4.0
EP-01793,A,5130,NY_AM,,,PB-0002,28.0
EP-01794,A,5130,NY_AM,,,PB-0002,4.0
EP-01795,A,5132,NY_AM,,,PB-0002,0.0
EP-01796,A,5133,NY_AM,,,PB-0002,0.0
EP-01797,A,5136,NY_AM,,,PB-0002,4.0
EP-01798,C,5137,NY_AM,,,PB-0001,3.0
EP-01799,C,5145,NY_AM,,,PB-0001,30.0
EP-01800,A,5145,NY_AM,,,PB-0001,9.0
EP-01801,A,5155,NY_AM,,,PB-0001,8.0
EP-01802,A,5157,NY_AM,,,PB-0001,0.0
EP-01803,B,5160,NY_AM,,,PB-0002,8.0
EP-01804,A,5162,NY_AM,,,PB-0002,0.0
EP-01805,A,5166,NY_AM,,,PB-0002,4.0
EP-01806,C,5176,NY_AM,,,PB-0001,0.0
EP-01807,C,5178,NY_AM,,,PB-0001,7.0
EP-01808,A,5178,NY_AM,,,PB-0001,2.0
EP-01809,A,5180,NY_AM,,,PB-0002,8.0
EP-01810,C,5180,NY_AM,,,PB-0002,0.0
EP-01811,A,5181,NY_AM,,,PB-0001,0.0
EP-01812,D,5183,NY_AM,,,PB-0001,1.0
EP-01813,C,5184,NY_AM,,,PB-0001,5.0
EP-01814,C,5187,NY_AM,,,PB-0002,0.0
EP-01815,A,5189,NY_AM,,,PB-0002,0.0
EP-01816,B,5190,NY_AM,,,PB-0002,0.0
EP-01817,D,5192,NY_AM,,,PB-0001,1.0
EP-01818,A,5193,NY_AM,,,PB-0001,4.0
EP-01819,C,5194,NY_AM,,,PB-0001,3.0
EP-01820,C,5195,NY_AM,,,PB-0002,8.0
EP-01821,A,5195,NY_AM,,,PB-0002,8.0
EP-01822,A,5197,NY_AM,,,PB-0001,0.0
EP-01823,D,5200,NY_AM,,,PB-0002,8.0
EP-01824,C,5205,NY_AM,,,PB-0001,28.0
EP-01825,B,5215,NY_AM,,,PB-0001,0.0
EP-01826,A,5216,NY_AM,,,PB-0002,0.0
EP-01827,B,5217,NY_AM,,,PB-0002,0.0
EP-01828,C,5219,NY_AM,,,PB-0001,1.0
EP-01829,A,5221,NY_LUNCH,,,PB-0001,0.0
EP-01830,A,5223,NY_LUNCH,,,PB-0001,4.0
EP-01831,A,5225,NY_LUNCH,,,PB-0002,8.0
EP-01832,A,5226,NY_LUNCH,,,PB-0002,4.0
EP-01833,A,5231,NY_LUNCH,,,PB-0002,0.0
EP-01834,A,5232,NY_LUNCH,,,PB-0002,4.0
EP-01835,A,5240,NY_LUNCH,,,PB-0002,8.0
EP-01836,A,5240,NY_LUNCH,,,PB-0002,0.0
EP-01837,C,5253,NY_LUNCH,,,PB-0002,0.0
EP-01838,A,5253,NY_LUNCH,,,PB-0002,0.0
EP-01839,D,5257,NY_LUNCH,,,PB-0001,1.0
EP-01840,C,5260,NY_LUNCH,,,PB-0001,2.0
EP-01841,A,5260,NY_LUNCH,,,PB-0002,0.0
EP-01842,C,5279,NY_LUNCH,,,PB-0001,1.0
EP-01843,A,5280,NY_PM,,,PB-0002,4.0
EP-01844,C,5283,NY_PM,,,PB-0001,0.0
EP-01845,B,5284,NY_PM,,,PB-0001,1.0
EP-01846,D,5286,NY_PM,,,PB-0002,0.0
EP-01847,A,5292,NY_PM,,,PB-0001,0.0
EP-01848,A,5295,NY_PM,,,PB-0001,8.0
EP-01849,C,5295,NY_PM,,,PB-0001,6.0
EP-01850,A,5298,NY_PM,,,PB-0001,0.0
EP-01851,C,5316,NY_PM,,,PB-0001,0.0
EP-01852,A,5316,NY_PM,,,PB-0001,0.0
EP-01853,B,5319,NY_PM,,,PB-0001,3.0
EP-01854,A,5321,NY_PM,,,PB-0002,0.0
EP-01855,A,5326,NY_PM,,,PB-0001,1.0
EP-01856,A,5329,NY_PM,,,PB-0001,0.0
EP-01857,A,5332,NY_PM,,,PB-0002,0.0
EP-01858,A,5337,NY_PM,,,PB-0002,4.0
EP-01859,A,5340,NY_PM,,,PB-0001,118.0
EP-01860,D,5340,NY_PM,,,PB-0001,3.0
EP-01861,C,5346,NY_PM,,,PB-0001,3.0
EP-01862,A,5348,NY_PM,,,PB-0001,0.0
EP-01863,B,5357,NY_PM,,,PB-0001,1.0
EP-01864,C,5364,NY_PM,,,PB-0002,4.0
EP-01865,D,5367,NY_PM,,,PB-0002,4.0
EP-01866,E,5370,NY_PM,,,PB-0002,0.0
EP-01867,A,5374,NY_PM,,,PB-0001,0.0
EP-01868,A,5375,NY_PM,,,PB-0002,0.0
EP-01869,A,5379,NY_PM,,,PB-0002,4.0
EP-01870,A,5380,NY_PM,,,PB-0002,0.0
EP-01871,A,5383,NY_PM,,,PB-0002,0.0
EP-01872,C,5385,NY_PM,,,PB-0001,10.0
EP-01873,B,5387,NY_PM,,,PB-0002,0.0
EP-01874,A,5388,NY_PM,,,PB-0002,4.0
EP-01875,C,5403,NY_PM,,,PB-0001,0.0
EP-01876,A,5405,NY_PM,,,PB-0002,0.0
EP-01877,A,5406,NY_PM,,,PB-0001,1.0
EP-01878,A,5415,NY_PM,,,PB-0002,8.0
EP-01879,A,5417,NY_PM,,,PB-0001,0.0
EP-01880,A,5422,NY_PM,,,PB-0002,0.0
