episode_id,lane,entry_seq,session,exact_matches,reduced_family_matches,similarity_nearest,similarity_l1
EP-00933,A,2730,NY_PM,,,PB-0002,8.0
EP-00934,B,2731,NY_PM,,,PB-0001,2.0
EP-00935,A,2736,NY_PM,,,PB-0001,0.0
EP-00936,C,2739,NY_PM,,,PB-0002,4.0
EP-00937,A,2742,NY_PM,,,PB-0002,0.0
EP-00938,B,2752,NY_PM,,,PB-0001,0.0
EP-00939,C,2753,NY_PM,,,PB-0001,0.0
EP-00940,B,2754,NY_PM,,,PB-0002,4.0
EP-00941,A,2757,NY_PM,,,PB-0002,0.0
EP-00942,A,2760,GLOBEX_EVENING,,,PB-0002,118.0
EP-00943,A,2760,GLOBEX_EVENING,,,PB-0001,28.0
EP-00944,C,2763,GLOBEX_EVENING,,,PB-0001,6.0
EP-00945,C,2769,GLOBEX_EVENING,,,PB-0001,4.0
EP-00946,C,2771,GLOBEX_EVENING,,,PB-0001,0.0
EP-00947,D,2772,GLOBEX_EVENING,,,PB-0002,0.0
EP-00948,A,2774,GLOBEX_EVENING,,,PB-0002,0.0
EP-00949,D,2775,GLOBEX_EVENING,,,PB-0001,6.0
EP-00950,A,2777,GLOBEX_EVENING,,,PB-0002,0.0
EP-00951,A,2780,GLOBEX_EVENING,,,PB-0002,8.0
EP-00952,D,2783,GLOBEX_EVENING,,,PB-0001,2.0
EP-00953,A,2790,GLOBEX_EVENING,,,PB-0002,0.0
EP-00954,B,2806,GLOBEX_EVENING,,,PB-0001,1.0
EP-00955,A,2806,GLOBEX_EVENING,,,PB-0001,0.0
EP-00956,C,2808,GLOBEX_EVENING,,,PB-0001,4.0
EP-00957,A,2808,GLOBEX_EVENING,,,PB-0001,4.0
EP-00958,A,2810,GLOBEX_EVENING,,,PB-0002,8.0
EP-00959,B,2811,GLOBEX_EVENING,,,PB-0001,4.0
EP-00960,A,2812,GLOBEX_EVENING,,,PB-0001,3.0
EP-00961,C,2813,GLOBEX_EVENING,,,PB-0002,0.0
EP-00962,A,2814,GLOBEX_EVENING,,,PB-0002,4.0
EP-00963,D,2815,GLOBEX_EVENING,,,PB-0001,0.0
EP-00964,C,2815,GLOBEX_EVENING,,,PB-0001,0.0
EP-00965,A,2822,GLOBEX_EVENING,,,PB-0002,0.0
EP-00966,A,2825,GLOBEX_EVENING,,,PB-0002,0.0
EP-00967,B,2826,GLOBEX_EVENING,,,PB-0002,4.0
EP-00968,A,2832,GLOBEX_EVENING,,,PB-0001,4.0
EP-00969,B,2832,GLOBEX_EVENING,,,PB-0001,1.0
EP-00970,A,2832,GLOBEX_EVENING,,,PB-0002,0.0
EP-00971,A,2836,GLOBEX_EVENING,,,PB-0001,0.0
EP-00972,A,2841,GLOBEX_EVENING,,,PB-0002,0.0
EP-00973,A,2842,GLOBEX_EVENING,,,PB-0002,0.0
EP-00974,A,2844,GLOBEX_EVENING,,,PB-0001,4.0
EP-00975,A,2845,GLOBEX_EVENING,,,PB-0002,0.0
EP-00976,A,2850,GLOBEX_EVENING,,,PB-0001,61.0
EP-00977,A,2850,GLOBEX_EVENING,,,PB-0002,8.0
EP-00978,C,2851,GLOBEX_EVENING,,,PB-0002,0.0
EP-00979,A,2855,GLOBEX_EVENING,,,PB-0001,0.0
EP-00980,B,2856,GLOBEX_EVENING,,,PB-0001,2.0
EP-00981,A,2861,GLOBEX_EVENING,,,PB-0001,2.0
EP-00982,A,2862,GLOBEX_EVENING,,,PB-0001,1.0
EP-00983,C,2865,GLOBEX_EVENING,,,PB-0002,0.0
EP-00984,D,2866,GLOBEX_EVENING,,,PB-0001,0.0
EP-00985,B,2870,GLOBEX_EVENING,,,PB-0001,8.0
EP-00986,B,2873,GLOBEX_EVENING,,,PB-0002,0.0
EP-00987,A,2873,GLOBEX_EVENING,,,PB-0002,0.0
EP-00988,E,2877,GLOBEX_EVENING,,,PB-0002,4.0
EP-00989,C,2880,ASIA,,,PB-0001,28.0
EP-00990,B,2882,ASIA,,PB-0003,PB-0002,0.0
EP-00991,B,2882,ASIA,,PB-0003,PB-0002,0.0
EP-00992,D,2883,ASIA,,,PB-0001,7.0
EP-00993,C,2886,ASIA,,,PB-0002,4.0
EP-00994,D,2895,ASIA,,,PB-0001,5.0
EP-00995,A,2897,ASIA,,,PB-0002,0.0
EP-00996,A,2899,ASIA,,,PB-0002,0.0
EP-00997,A,2903,ASIA,,,PB-0002,0.0
EP-00998,C,2910,ASIA,,,PB-0001,58.0
EP-00999,A,2910,ASIA,,,PB-0001,1.0
EP-01000,A,2913,ASIA,,,PB-0001,5.0
EP-01001,A,2915,ASIA,,,PB-0002,8.0
EP-01002,C,2923,ASIA,,,PB-0001,3.0
EP-01003,A,2925,ASIA,,,PB-0002,0.0
EP-01004,D,2927,ASIA,,,PB-0001,3.0
EP-01005,D,2927,ASIA,,,PB-0001,3.0
EP-01006,A,2928,ASIA,,,PB-0002,4.0
EP-01007,C,2928,ASIA,,,PB-0002,0.0
EP-01008,B,2930,ASIA,,,PB-0001,8.0
EP-01009,E,2932,ASIA,,,PB-0002,0.0
EP-01010,C,2933,ASIA,,,PB-0002,0.0
EP-01011,A,2935,ASIA,,,PB-0002,8.0
EP-01012,D,2936,ASIA,,,PB-0001,1.0
EP-01013,C,2938,ASIA,,,PB-0001,0.0
EP-01014,C,2939,ASIA,,,PB-0002,0.0
EP-01015,A,2940,ASIA,,,PB-0001,28.0
EP-01016,C,2944,ASIA,,,PB-0002,0.0
EP-01017,C,2947,ASIA,,,PB-0001,0.0
EP-01018,A,2947,ASIA,,,PB-0001,0.0
EP-01019,D,2948,ASIA,,,PB-0001,1.0
EP-01020,C,2949,ASIA,,,PB-0001,4.0
EP-01021,C,2949,ASIA,,,PB-0001,4.0
EP-01022,A,2955,ASIA,,,PB-0001,28.0
EP-01023,A,2955,ASIA,,,PB-0002,8.0
EP-01024,A,2956,ASIA,,,PB-0002,0.0
EP-01025,A,2958,ASIA,,,PB-0002,4.0
EP-01026,A,2963,ASIA,,,PB-0002,0.0
EP-01027,C,2967,ASIA,,,PB-0001,1.0
EP-01028,D,2970,ASIA,,,PB-0001,58.0
EP-01029,A,2973,ASIA,,,PB-0002,4.0
EP-01030,A,2974,ASIA,,,PB-0001,0.0
EP-01031,D,2975,ASIA,,,PB-0001,11.0
EP-01032,A,2978,ASIA,,,PB-0002,0.0
EP-01033,A,2980,ASIA,,,PB-0001,8.0
EP-01034,C,2985,ASIA,,,PB-0001,0.0
EP-01035,D,2986,ASIA,,,PB-0002,0.0
EP-01036,A,2989,ASIA,,,PB-0002,0.0
EP-01037,B,2990,ASIA,,,PB-0002,8.0
EP-01038,A,2990,ASIA,,,PB-0002,0.0
EP-01039,A,2991,ASIA,,,PB-0002,0.0
EP-01040,A,2999,ASIA,,,PB-0002,0.0
EP-01041,A,3003,ASIA,,,PB-0001,0.0
EP-01042,A,3009,ASIA,,,PB-0002,4.0
EP-01043,A,3011,ASIA,,,PB-0002,0.0
EP-01044,A,3020,ASIA,,,PB-0001,8.0
EP-01045,A,3030,ASIA,,,PB-0001,58.0
EP-01046,A,3032,ASIA,,,PB-0002,0.0
EP-01047,A,3036,ASIA,,,PB-0001,7.0
EP-01048,A,3038,ASIA,,,PB-0001,0.0
EP-01049,B,3044,ASIA,,,PB-0001,3.0
EP-01050,A,3050,ASIA,,,PB-0002,0.0
EP-01051,E,3054,ASIA,,,PB-0001,5.0
EP-01052,A,3060,ASIA,,,PB-0002,118.0
EP-01053,A,3065,ASIA,,,PB-0002,0.0
EP-01054,A,3072,ASIA,,,PB-0002,0.0
EP-01055,A,3076,ASIA,,,PB-0002,0.0
EP-01056,A,3077,ASIA,,,PB-0002,0.0
EP-01057,C,3078,ASIA,,,PB-0002,0.0
EP-01058,B,3080,ASIA,,,PB-0002,8.0
EP-01059,D,3087,ASIA,,,PB-0001,2.0
EP-01060,A,3089,ASIA,,,PB-0002,0.0
EP-01061,B,3091,ASIA,,,PB-0002,0.0
EP-01062,B,3093,ASIA,,,PB-0001,5.0
EP-01063,A,3094,ASIA,,,PB-0002,0.0
EP-01064,B,3099,ASIA,,,PB-0001,1.0
EP-01065,B,3108,ASIA,,,PB-0002,4.0
EP-01066,A,3109,ASIA,,,PB-0002,0.0
EP-01067,A,3115,ASIA,,,PB-0001,1.0
EP-01068,A,3117,ASIA,,,PB-0001,2.0
EP-01069,A,3120,ASIA,,,PB-0001,28.0
EP-01070,A,3123,ASIA,,,PB-0002,0.0
EP-01071,A,3129,ASIA,,,PB-0002,4.0
EP-01072,B,3131,ASIA,,PB-0003,PB-0002,0.0
EP-01073,C,3134,ASIA,,,PB-0001,3.0
EP-01074,A,3138,ASIA,,,PB-0002,4.0
EP-01075,C,3138,ASIA,,,PB-0002,0.0
EP-01076,D,3139,ASIA,,,PB-0002,0.0
EP-01077,A,3147,ASIA,,,PB-0001,2.0
EP-01078,A,3150,ASIA,,,PB-0002,28.0
EP-01079,C,3151,ASIA,,,PB-0002,0.0
EP-01080,C,3153,ASIA,,,PB-0001,6.0
EP-01081,D,3155,ASIA,,,PB-0002,0.0
EP-01082,A,3156,ASIA,,,PB-0002,0.0
EP-01083,C,3159,ASIA,,,PB-0001,0.0
EP-01084,C,3159,ASIA,,,PB-0001,0.0
EP-01085,A,3160,ASIA,,,PB-0002,0.0
EP-01086,A,3174,ASIA,,,PB-0001,5.0
EP-01087,B,3176,ASIA,,PB-0003,PB-0002,0.0
EP-01088,A,3179,ASIA,,,PB-0001,0.0
EP-01089,B,3180,ASIA,,,PB-0002,118.0
EP-01090,B,3183,ASIA,,PB-0003,PB-0002,0.0
EP-01091,A,3184,ASIA,,,PB-0001,0.0
EP-01092,A,3187,ASIA,,,PB-0002,0.0
EP-01093,D,3188,ASIA,,,PB-0002,0.0
EP-01094,B,3189,ASIA,,,PB-0001,4.0
EP-01095,C,3190,ASIA,,,PB-0002,0.0
EP-01096,A,3192,ASIA,,,PB-0001,4.0
EP-01097,D,3193,ASIA,,,PB-0001,1.0
EP-01098,A,3195,ASIA,,,PB-0002,8.0
EP-01099,B,3195,ASIA,,,PB-0001,4.0
EP-01100,A,3199,ASIA,,,PB-0002,0.0
EP-01101,A,3200,ASIA,,,PB-0002,8.0
EP-01102,A,3201,ASIA,,,PB-0002,0.0
EP-01103,A,3204,ASIA,,,PB-0001,5.0
EP-01104,C,3205,ASIA,,,PB-0001,1.0
EP-01105,A,3206,ASIA,,,PB-0002,0.0
EP-01106,A,3211,ASIA,,,PB-0002,0.0
EP-01107,B,3213,ASIA,,,PB-0002,4.0
EP-01108,E,3218,ASIA,,,PB-0002,0.0
EP-01109,C,3219,ASIA,,,PB-0002,4.0
EP-01110,C,3220,ASIA,,,PB-0001,0.0
EP-01111,B,3225,ASIA,,,PB-0001,30.0
EP-01112,D,3228,ASIA,,,PB-0001,5.0
EP-01113,A,3233,ASIA,,,PB-0002,0.0
EP-01114,A,3234,ASIA,,,PB-0001,4.0
EP-01115,C,3234,ASIA,,,PB-0002,0.0
EP-01116,D,3235,ASIA,,,PB-0002,0.0
EP-01117,E,3236,ASIA,,,PB-0002,0.0
EP-01118,B,3240,ASIA,,,PB-0001,61.0
EP-01119,A,3245,ASIA,,,PB-0002,0.0
EP-01120,B,3253,ASIA,,PB-0003,PB-0002,0.0
EP-01121,B,3255,ASIA,,,PB-0002,4.0
EP-01122,A,3256,ASIA,,,PB-0002,0.0
EP-01123,B,3259,ASIA,,,PB-0001,1.0
EP-01124,A,3261,ASIA,,,PB-0002,0.0
EP-01125,A,3267,ASIA,,,PB-0002,4.0
EP-01126,C,3267,ASIA,,,PB-0001,0.0
EP-01127,B,3270,ASIA,,,PB-0001,9.0
EP-01128,B,3273,ASIA,,PB-0003,PB-0002,0.0
EP-01129,A,3274,ASIA,,,PB-0002,0.0
EP-01130,B,3276,ASIA,,,PB-0002,4.0
EP-01131,A,3278,ASIA,,,PB-0001,0.0
EP-01132,A,3280,ASIA,,,PB-0001,0.0
EP-01133,A,3285,ASIA,,,PB-0002,28.0
EP-01134,A,3291,ASIA,,,PB-0001,7.0
EP-01135,A,3292,ASIA,,,PB-0001,0.0
EP-01136,A,3295,ASIA,,,PB-0001,9.0
EP-01137,A,3298,ASIA,,,PB-0002,0.0
EP-01138,B,3299,ASIA,,,PB-0001,1.0
EP-01139,B,3304,LONDON,,,PB-0001,0.0
EP-01140,B,3306,LONDON,,,PB-0001,4.0
EP-01141,A,3306,LONDON,,,PB-0002,4.0
EP-01142,B,3310,LONDON,,,PB-0001,0.0
EP-01143,B,3315,LONDON,,,PB-0001,29.0
EP-01144,A,3315,LONDON,,,PB-0002,0.0
EP-01145,C,3317,LONDON,,PB-0005,PB-0002,0.0
EP-01146,D,3319,LONDON,,,PB-0001,0.0
EP-01147,C,3321,LONDON,,PB-0004,PB-0001,0.0
EP-01148,A,3322,LONDON,,,PB-0002,0.0
EP-01149,A,3326,LONDON,,,PB-0002,0.0
EP-01150,C,3327,LONDON,,,PB-0002,4.0
EP-01151,B,3329,LONDON,,,PB-0002,0.0
EP-01152,A,3329,LONDON,,,PB-0002,0.0
EP-01153,A,3330,LONDON,,,PB-0001,59.0
EP-01154,C,3330,LONDON,,,PB-0002,8.0
EP-01155,B,3334,LONDON,,,PB-0001,1.0
EP-01156,B,3336,LONDON,,,PB-0001,4.0
EP-01157,A,3336,LONDON,,,PB-0001,4.0
EP-01158,A,3339,LONDON,,,PB-0002,4.0
EP-01159,A,3339,LONDON,,,PB-0002,0.0
EP-01160,B,3340,LONDON,,,PB-0001,8.0
EP-01161,A,3345,LONDON,,,PB-0002,8.0
EP-01162,D,3345,LONDON,,,PB-0001,7.0
EP-01163,A,3348,LONDON,,,PB-0001,4.0
EP-01164,C,3351,LONDON,,,PB-0001,0.0
EP-01165,C,3351,LONDON,,,PB-0001,0.0
EP-01166,A,3353,LONDON,,,PB-0001,0.0
EP-01167,D,3358,LONDON,,,PB-0001,0.0
EP-01168,C,3360,LONDON,,,PB-0001,8.0
EP-01169,C,3363,LONDON,,,PB-0001,0.0
EP-01170,D,3364,LONDON,,,PB-0002,0.0
EP-01171,A,3365,LONDON,,,PB-0002,8.0
EP-01172,A,3369,LONDON,,,PB-0002,4.0
EP-01173,C,3375,LONDON,,,PB-0001,29.0
EP-01174,A,3377,LONDON,,,PB-0002,0.0
EP-01175,A,3383,LONDON,,,PB-0002,0.0
EP-01176,A,3384,LONDON,,,PB-0001,4.0
EP-01177,B,3386,LONDON,,,PB-0002,0.0
EP-01178,A,3386,LONDON,,,PB-0002,0.0
EP-01179,A,3390,LONDON,,,PB-0002,28.0
EP-01180,C,3391,LONDON,,,PB-0002,0.0
EP-01181,B,3393,LONDON,,,PB-0002,0.0
EP-01182,C,3395,LONDON,,,PB-0001,8.0
EP-01183,C,3395,LONDON,,,PB-0001,1.0
EP-01184,A,3398,LONDON,,,PB-0001,0.0
EP-01185,B,3405,LONDON,,,PB-0001,4.0
EP-01186,A,3410,LONDON,,,PB-0001,0.0
EP-01187,B,3412,LONDON,,,PB-0002,0.0
EP-01188,C,3413,LONDON,,PB-0004,PB-0001,0.0
EP-01189,C,3415,LONDON,,PB-0005,PB-0002,0.0
EP-01190,A,3417,LONDON,,,PB-0002,0.0
EP-01191,D,3419,LONDON,,,PB-0001,2.0
EP-01192,A,3420,LONDON,,,PB-0002,28.0
EP-01193,C,3420,LONDON,,,PB-0001,0.0
EP-01194,E,3423,LONDON,,,PB-0001,4.0
EP-01195,A,3424,LONDON,,,PB-0002,0.0
EP-01196,A,3429,LONDON,,,PB-0002,0.0
EP-01197,C,3435,LONDON,,,PB-0001,10.0
EP-01198,A,3436,LONDON,,,PB-0002,0.0
EP-01199,B,3440,LONDON,,,PB-0002,8.0
EP-01200,A,3441,LONDON,,,PB-0002,4.0
EP-01201,A,3442,LONDON,,,PB-0002,0.0
EP-01202,B,3445,LONDON,,,PB-0002,0.0
EP-01203,B,3453,LONDON,,,PB-0002,0.0
EP-01204,A,3453,LONDON,,,PB-0002,0.0
EP-01205,A,3455,LONDON,,,PB-0002,8.0
EP-01206,E,3456,LONDON,,,PB-0001,5.0
EP-01207,D,3458,LONDON,,,PB-0001,0.0
EP-01208,B,3459,LONDON,,,PB-0001,4.0
EP-01209,B,3459,LONDON,,,PB-0001,4.0
EP-01210,A,3460,LONDON,,,PB-0002,0.0
EP-01211,A,3466,LONDON,,,PB-0001,0.0
EP-01212,C,3470,LONDON,,,PB-0001,9.0
EP-01213,B,3474,LONDON,,,PB-0002,0.0
EP-01214,C,3481,LONDON,,,PB-0001,2.0
EP-01215,C,3486,LONDON,,,PB-0001,6.0
EP-01216,A,3492,LONDON,,,PB-0001,5.0
EP-01217,A,3492,LONDON,,,PB-0002,4.0
EP-01218,A,3495,LONDON,,,PB-0002,8.0
EP-01219,A,3497,LONDON,,,PB-0002,0.0
EP-01220,A,3500,LONDON,,,PB-0001,8.0
EP-01221,B,3501,LONDON,,,PB-0002,0.0
EP-01222,A,3501,LONDON,,,PB-0002,0.0
EP-01223,A,3502,LONDON,,,PB-0002,0.0
EP-01224,A,3507,LONDON,,,PB-0002,4.0
EP-01225,C,3510,LONDON,,,PB-0001,28.0
EP-01226,B,3510,LONDON,,,PB-0001,1.0
EP-01227,A,3510,LONDON,,,PB-0001,0.0
EP-01228,A,3513,LONDON,,,PB-0002,4.0
EP-01229,A,3516,LONDON,,,PB-0002,0.0
EP-01230,A,3520,LONDON,,,PB-0002,8.0
EP-01231,B,3524,LONDON,,,PB-0001,1.0
EP-01232,A,3526,LONDON,,,PB-0002,0.0
EP-01233,C,3530,LONDON,,,PB-0001,2.0
EP-01234,C,3536,LONDON,,,PB-0002,0.0
EP-01235,A,3536,LONDON,,,PB-0002,0.0
EP-01236,A,3537,LONDON,,,PB-0001,5.0
EP-01237,D,3537,LONDON,,,PB-0002,0.0
EP-01238,A,3538,LONDON,,,PB-0002,0.0
EP-01239,B,3541,LONDON,,,PB-0001,1.0
EP-01240,B,3541,LONDON,,,PB-0001,1.0
EP-01241,C,3541,LONDON,,,PB-0001,2.0
EP-01242,A,3546,LONDON,,,PB-0002,0.0
EP-01243,C,3551,LONDON,,,PB-0001,0.0
EP-01244,A,3555,LONDON,,,PB-0001,0.0
EP-01245,A,3558,LONDON,,,PB-0002,4.0
EP-01246,A,3558,LONDON,,,PB-0001,0.0
EP-01247,C,3560,LONDON,,,PB-0001,9.0
EP-01248,B,3560,LONDON,,,PB-0001,8.0
EP-01249,A,3568,LONDON,,,PB-0002,0.0
EP-01250,A,3570,LONDON,,,PB-0001,59.0
EP-01251,A,3581,LONDON,,,PB-0002,0.0
EP-01252,B,3582,LONDON,,,PB-0001,0.0
EP-01253,C,3586,LONDON,,,PB-0002,0.0
EP-01254,D,3591,LONDON,,,PB-0002,0.0
EP-01255,A,3594,LONDON,,,PB-0001,0.0
EP-01256,A,3600,NY_PREMARKET,,,PB-0002,118.0
EP-01257,A,3605,NY_PREMARKET,,,PB-0002,8.0
EP-01258,A,3615,NY_PREMARKET,,,PB-0001,28.0
EP-01259,A,3618,NY_PREMARKET,,,PB-0001,0.0
EP-01260,A,3621,NY_PREMARKET,,,PB-0001,4.0
EP-01261,A,3630,NY_PREMARKET,,,PB-0002,4.0
EP-01262,C,3632,NY_PREMARKET,,,PB-0002,0.0
EP-01263,C,3632,NY_PREMARKET,,,PB-0002,0.0
EP-01264,A,3635,NY_PREMARKET,,,PB-0002,8.0
EP-01265,C,3636,NY_PREMARKET,,,PB-0002,4.0
EP-01266,A,3636,NY_PREMARKET,,PB-0002,PB-0002,0.0
EP-01267,A,3637,NY_PREMARKET,,,PB-0002,0.0
EP-01268,C,3638,NY_PREMARKET,,,PB-0001,0.0
EP-01269,C,3645,NY_PREMARKET,,,PB-0001,8.0
EP-01270,D,3649,NY_PREMARKET,,,PB-0001,3.0
EP-01271,C,3650,NY_PREMARKET,,,PB-0002,0.0
EP-01272,A,3652,NY_PREMARKET,,,PB-0001,0.0
EP-01273,B,3653,NY_PREMARKET,,,PB-0002,0.0
EP-01274,A,3654,NY_PREMARKET,,,PB-0002,4.0
EP-01275,C,3660,NY_PREMARKET,,,PB-0002,28.0
EP-01276,A,3660,NY_PREMARKET,,,PB-0002,0.0
EP-01277,A,3665,NY_PREMARKET,,,PB-0001,3.0
EP-01278,A,3666,NY_PREMARKET,,,PB-0001,4.0
EP-01279,C,3669,NY_PREMARKET,,,PB-0002,0.0
EP-01280,D,3675,NY_PREMARKET,,,PB-0001,1.0
EP-01281,D,3681,NY_PREMARKET,,,PB-0001,1.0
EP-01282,A,3683,NY_PREMARKET,,,PB-0002,0.0
EP-01283,A,3687,NY_PREMARKET,,,PB-0002,4.0
EP-01284,B,3695,NY_AM,,,PB-0002,0.0
EP-01285,D,3700,NY_AM,,,PB-0001,0.0
EP-01286,D,3700,NY_AM,,,PB-0001,0.0
EP-01287,C,3701,NY_AM,,,PB-0001,1.0
EP-01288,C,3702,NY_AM,,,PB-0002,4.0
EP-01289,A,3702,NY_AM,,,PB-0002,4.0
EP-01290,A,3704,NY_AM,,,PB-0001,0.0
EP-01291,D,3705,NY_AM,,,PB-0002,4.0
EP-01292,A,3706,NY_AM,,,PB-0002,0.0
EP-01293,A,3708,NY_AM,,,PB-0002,4.0
EP-01294,A,3713,NY_AM,,,PB-0002,0.0
EP-01295,D,3715,NY_AM,,,PB-0001,9.0
EP-01296,A,3717,NY_AM,,,PB-0001,0.0
EP-01297,A,3718,NY_AM,,,PB-0002,0.0
EP-01298,A,3724,NY_AM,,,PB-0002,0.0
EP-01299,A,3725,NY_AM,,,PB-0002,8.0
EP-01300,B,3727,NY_AM,,,PB-0002,0.0
EP-01301,C,3729,NY_AM,,,PB-0001,4.0
EP-01302,C,3736,NY_AM,,,PB-0002,0.0
EP-01303,C,3736,NY_AM,,,PB-0002,0.0
EP-01304,D,3739,NY_AM,,,PB-0001,1.0
EP-01305,D,3739,NY_AM,,,PB-0001,1.0
EP-01306,C,3740,NY_AM,,,PB-0002,8.0
EP-01307,A,3740,NY_AM,,,PB-0002,8.0
EP-01308,C,3741,NY_AM,,,PB-0001,4.0
EP-01309,A,3744,NY_AM,,,PB-0001,1.0
EP-01310,D,3745,NY_AM,,,PB-0002,8.0
EP-01311,C,3745,NY_AM,,,PB-0002,8.0
EP-01312,A,3749,NY_AM,,,PB-0002,0.0
EP-01313,C,3750,NY_AM,,,PB-0002,0.0
EP-01314,D,3753,NY_AM,,,PB-0002,0.0
EP-01315,D,3755,NY_AM,,,PB-0001,8.0
EP-01316,C,3755,NY_AM,,,PB-0001,1.0
EP-01317,A,3756,NY_AM,,,PB-0001,4.0
EP-01318,A,3762,NY_AM,,,PB-0002,4.0
EP-01319,A,3762,NY_AM,,,PB-0001,1.0
EP-01320,A,3765,NY_AM,,,PB-0002,28.0
EP-01321,A,3769,NY_AM,,,PB-0001,0.0
EP-01322,C,3773,NY_AM,,,PB-0002,0.0
EP-01323,D,3776,NY_AM,,,PB-0001,1.0
EP-01324,A,3777,NY_AM,,,PB-0001,4.0
EP-01325,D,3780,NY_AM,,,PB-0001,31.0
EP-01326,A,3780,NY_AM,,,PB-0002,0.0
EP-01327,E,3789,NY_AM,,,PB-0002,0.0
EP-01328,A,3790,NY_AM,,,PB-0001,10.0
EP-01329,B,3794,NY_AM,,,PB-0001,1.0
EP-01330,C,3795,NY_AM,,,PB-0001,0.0
EP-01331,A,3795,NY_AM,,,PB-0002,0.0
EP-01332,C,3800,NY_AM,,,PB-0001,8.0
EP-01333,C,3800,NY_AM,,,PB-0002,0.0
EP-01334,B,3805,NY_AM,,,PB-0001,2.0
EP-01335,A,3805,NY_AM,,,PB-0002,0.0
EP-01336,C,3806,NY_AM,,,PB-0002,0.0
EP-01337,D,3807,NY_AM,,,PB-0002,0.0
EP-01338,A,3810,NY_AM,,,PB-0001,28.0
EP-01339,C,3813,NY_AM,,,PB-0002,4.0
EP-01340,B,3817,NY_AM,,,PB-0002,0.0
EP-01341,D,3819,NY_AM,,,PB-0001,4.0
EP-01342,A,3822,NY_AM,,,PB-0002,4.0
EP-01343,A,3824,NY_AM,,,PB-0002,0.0
EP-01344,A,3831,NY_AM,,,PB-0002,0.0
EP-01345,A,3839,NY_AM,,,PB-0001,2.0
EP-01346,A,3840,NY_LUNCH,,,PB-0002,4.0
EP-01347,A,3843,NY_LUNCH,,,PB-0001,5.0
EP-01348,A,3844,NY_LUNCH,,,PB-0001,0.0
EP-01349,C,3851,NY_LUNCH,,,PB-0002,0.0
EP-01350,B,3853,NY_LUNCH,,,PB-0002,0.0
EP-01351,D,3853,NY_LUNCH,,,PB-0001,0.0
EP-01352,A,3855,NY_LUNCH,,,PB-0001,29.0
EP-01353,A,3864,NY_LUNCH,,,PB-0002,0.0
EP-01354,A,3868,NY_LUNCH,,,PB-0002,0.0
EP-01355,A,3869,NY_LUNCH,,,PB-0001,1.0
EP-01356,A,3875,NY_LUNCH,,,PB-0001,8.0
EP-01357,A,3876,NY_LUNCH,,,PB-0002,4.0
EP-01358,C,3887,NY_LUNCH,,,PB-0001,0.0
EP-01359,E,3888,NY_LUNCH,,,PB-0002,4.0
EP-01360,C,3891,NY_LUNCH,,,PB-0002,4.0
EP-01361,C,3900,NY_PM,,,PB-0001,0.0
EP-01362,B,3907,NY_PM,,,PB-0001,1.0
EP-01363,B,3909,NY_PM,,,PB-0001,5.0
EP-01364,B,3910,NY_PM,,,PB-0001,8.0
EP-01365,A,3910,NY_PM,,,PB-0001,1.0
EP-01366,A,3915,NY_PM,,,PB-0002,4.0
EP-01367,C,3918,NY_PM,,,PB-0001,5.0
EP-01368,A,3919,NY_PM,,,PB-0002,0.0
EP-01369,B,3923,NY_PM,,,PB-0002,0.0
EP-01370,C,3925,NY_PM,,,PB-0002,8.0
EP-01371,A,3931,NY_PM,,,PB-0002,0.0
EP-01372,A,3934,NY_PM,,,PB-0002,0.0
EP-01373,E,3935,NY_PM,,,PB-0002,8.0
EP-01374,A,3944,NY_PM,,,PB-0001,2.0
EP-01375,C,3945,NY_PM,,,PB-0002,28.0
EP-01376,C,3949,NY_PM,,,PB-0002,0.0
EP-01377,A,3950,NY_PM,,,PB-0002,8.0
EP-01378,D,3950,NY_PM,,,PB-0002,0.0
EP-01379,E,3951,NY_PM,,,PB-0002,4.0
EP-01380,A,3952,NY_PM,,,PB-0001,0.0
EP-01381,C,3955,NY_PM,,,PB-0001,0.0
EP-01382,A,3955,NY_PM,,,PB-0001,0.0
EP-01383,D,3958,NY_PM,,,PB-0001,1.0
EP-01384,B,3960,NY_PM,,,PB-0002,118.0
EP-01385,A,3960,NY_PM,,,PB-0002,118.0
EP-01386,A,3963,NY_PM,,,PB-0002,0.0
EP-01387,A,3966,NY_PM,,,PB-0001,0.0
EP-01388,A,3969,NY_PM,,,PB-0001,0.0
EP-01389,A,3970,NY_PM,,,PB-0002,0.0
EP-01390,A,3980,NY_PM,,,PB-0002,0.0
EP-01391,C,3982,NY_PM,,,PB-0002,0.0
EP-01392,A,3984,NY_PM,,,PB-0002,4.0
EP-01393,D,3984,NY_PM,,,PB-0001,0.0
EP-01394,A,3985,NY_PM,,,PB-0001,10.0
EP-01395,C,3987,NY_PM,,,PB-0001,1.0
EP-01396,A,3990,NY_PM,,,PB-0001,3.0
EP-01397,A,3995,NY_PM,,,PB-0002,8.0
EP-01398,B,3998,NY_PM,,,PB-0001,0.0
EP-01399,B,4009,NY_PM,,,PB-0001,1.0
EP-01400,A,4010,NY_PM,,,PB-0001,0.0
EP-01401,B,4017,NY_PM,,,PB-0002,4.0
EP-01402,B,4017,NY_PM,,,PB-0001,6.0
EP-01403,A,4023,NY_PM,,,PB-0002,0.0
EP-01404,B,4025,NY_PM,,,PB-0001,8.0
EP-01405,B,4031,NY_PM,,,PB-0001,0.0
