episode_id,direction,lane,trigger_tf,context_tf,is_multi_timeframe,context_family,context_id,component_ids,confluence,interaction_seq,context_zone_lo,context_zone_hi,dominant_state,n_variants,n_executable,variant_ids
EP-01047,1,A,1,3,True,rb,RB2-003211,RB2-003211,False,921,29828.5,29838.25,DELAYED_DISPLACEMENT,4,0,EP-01047-ENTRY_ON_TAP|EP-01047-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01047-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01047-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01048,-1,C,3,3,False,ifvg,IFVG2-000411,IFVG2-000411,False,921,29847.75,29880.5,FAILED_REACTION,3,0,EP-01048-ENTRY_ON_IFVG_RETEST|EP-01048-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01048-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01049,1,A,3,3,False,rb,RB2-003211,RB2-003211,False,921,29828.5,29838.25,IMMEDIATE_DISPLACEMENT,6,0,EP-01049-ENTRY_ON_TAP|EP-01049-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01049-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01049-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01049-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01049-ENTRY_ON_NEW_IFVG
EP-01050,-1,C,1,3,True,ifvg,IFVG2-000411,IFVG2-000411,False,922,29847.75,29880.5,DELAYED_DISPLACEMENT,4,0,EP-01050-ENTRY_ON_IFVG_RETEST|EP-01050-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01050-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01050-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01051,-1,A,1,3,True,rb,RB2-003212,RB2-003212,False,924,29843.25,29850.0,FAILED_REACTION,1,0,EP-01051-ENTRY_ON_TAP
EP-01052,-1,B,3,3,False,fvg,FVG2-000788,FVG2-000788,False,924,29850.75,29855.25,FAILED_REACTION,3,0,EP-01052-ENTRY_ON_TAP|EP-01052-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01052-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01053,-1,A,3,3,False,rb,RB2-003212,RB2-003212,False,924,29843.25,29850.0,FAILED_REACTION,3,0,EP-01053-ENTRY_ON_TAP|EP-01053-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01053-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01054,-1,F,1,5,True,fvg,FVG2-001029,FVG2-000788|FVG2-001029|RB2-004169,True,925,29850.75,29855.25,FAILED_REACTION,1,0,EP-01054-ENTRY_ON_TAP
EP-01055,-1,F,5,5,False,fvg,FVG2-001029,FVG2-001029|RB2-004169,True,925,29850.75,29855.25,FAILED_REACTION,1,0,EP-01055-ENTRY_ON_TAP
EP-01056,1,C,1,3,True,ifvg,IFVG2-000412,IFVG2-000412,False,927,29850.75,29855.25,FAILED_REACTION,1,0,EP-01056-ENTRY_ON_IFVG_RETEST
EP-01057,1,A,1,1,False,rb,RB2-000402,RB2-000402,False,927,29844.25,29848.75,FAILED_REACTION,1,0,EP-01057-ENTRY_ON_TAP
EP-01058,1,C,3,3,False,ifvg,IFVG2-000412,IFVG2-000412,False,927,29850.75,29855.25,IMMEDIATE_DISPLACEMENT,5,0,EP-01058-ENTRY_ON_IFVG_RETEST|EP-01058-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01058-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01058-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01058-ENTRY_ON_NEW_IFVG
EP-01059,-1,A,1,1,False,rb,RB2-000403,RB2-000403,False,929,29833.0,29851.0,FAILED_REACTION,1,0,EP-01059-ENTRY_ON_TAP
EP-01060,1,B,1,1,False,fvg,FVG2-000079,FVG2-000079,False,929,29820.0,29825.5,IMMEDIATE_DISPLACEMENT,7,0,EP-01060-ENTRY_ON_TAP|EP-01060-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01060-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01060-ENTRY_ON_STRONG_REJECTION|EP-01060-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01060-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01060-ENTRY_ON_NEW_IFVG
EP-01061,-1,F,1,5,True,fvg,FVG2-001028,FVG2-000107|FVG2-000787|FVG2-001028|RB2-003210,True,930,29865.0,29889.0,FAILED_REACTION,3,0,EP-01061-ENTRY_ON_TAP|EP-01061-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01061-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01062,1,A,1,1,False,rb,RB2-000270,RB2-000270,False,930,29780.0,29787.75,DELAYED_DISPLACEMENT,4,0,EP-01062-ENTRY_ON_TAP|EP-01062-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01062-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01062-ENTRY_ON_NEW_IFVG
EP-01063,1,A,1,1,False,rb,RB2-000404,RB2-000404,False,930,29820.25,29829.5,DELAYED_DISPLACEMENT,4,0,EP-01063-ENTRY_ON_TAP|EP-01063-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01063-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01063-ENTRY_ON_NEW_IFVG
EP-01064,-1,F,3,3,False,fvg,FVG2-000787,FVG2-000787|RB2-003210,True,930,29865.0,29886.0,FAILED_REACTION,1,0,EP-01064-ENTRY_ON_TAP
EP-01065,-1,C,3,3,False,ifvg,IFVG2-000409,IFVG2-000409,False,930,29913.5,29920.75,DELAYED_DISPLACEMENT,4,0,EP-01065-ENTRY_ON_IFVG_RETEST|EP-01065-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01065-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01065-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01066,-1,B,5,5,False,fvg,FVG2-001028,FVG2-001028,False,930,29865.0,29889.0,FAILED_REACTION,1,0,EP-01066-ENTRY_ON_TAP
EP-01067,-1,C,5,5,False,ifvg,IFVG2-000541,IFVG2-000541,False,930,29910.75,29922.75,FAILED_REACTION,3,0,EP-01067-ENTRY_ON_IFVG_RETEST|EP-01067-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01067-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01068,-1,A,5,5,False,rb,RB2-004168,RB2-004168,False,930,29901.0,29903.75,FAILED_REACTION,3,0,EP-01068-ENTRY_ON_TAP|EP-01068-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01068-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01069,-1,A,1,1,False,rb,RB2-000398,RB2-000398,False,931,29890.0,29891.75,FAILED_REACTION,1,0,EP-01069-ENTRY_ON_TAP
EP-01070,-1,F,1,5,True,ifvg,IFVG2-000541,IFVG2-000055|IFVG2-000409|IFVG2-000541,True,932,29910.75,29922.75,FAILED_REACTION,1,0,EP-01070-ENTRY_ON_IFVG_RETEST
EP-01071,-1,A,1,5,True,rb,RB2-004168,RB2-004168,False,932,29901.0,29903.75,FAILED_REACTION,1,0,EP-01071-ENTRY_ON_TAP
EP-01072,-1,A,1,1,False,rb,RB2-000396,RB2-000396,False,932,29896.25,29898.5,FAILED_REACTION,1,0,EP-01072-ENTRY_ON_TAP
EP-01073,1,C,1,3,True,ifvg,IFVG2-000413,IFVG2-000413,False,933,29865.0,29886.0,IMMEDIATE_DISPLACEMENT,4,0,EP-01073-ENTRY_ON_IFVG_RETEST|EP-01073-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01073-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01073-ENTRY_ON_NEW_IFVG
EP-01074,1,C,3,3,False,ifvg,IFVG2-000413,IFVG2-000413,False,933,29865.0,29886.0,FAILED_REACTION,1,0,EP-01074-ENTRY_ON_IFVG_RETEST
EP-01075,-1,B,1,1,False,fvg,FVG2-000105,FVG2-000105,False,934,29918.25,29922.0,DELAYED_DISPLACEMENT,6,0,EP-01075-ENTRY_ON_TAP|EP-01075-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01075-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01075-ENTRY_ON_STRONG_REJECTION|EP-01075-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01075-ENTRY_ON_NEW_FVG
EP-01076,-1,C,1,1,False,ifvg,IFVG2-000054,IFVG2-000054,False,934,29927.75,29928.5,DELAYED_DISPLACEMENT,6,0,EP-01076-ENTRY_ON_IFVG_RETEST|EP-01076-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01076-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01076-ENTRY_ON_STRONG_REJECTION|EP-01076-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01076-ENTRY_ON_NEW_FVG
EP-01077,1,A,1,1,False,rb,RB2-000405,RB2-000405,False,934,29885.25,29907.75,FAILED_REACTION,1,0,EP-01077-ENTRY_ON_TAP
EP-01078,-1,A,1,1,False,rb,RB2-000406,RB2-000406,False,935,29926.5,29939.25,DELAYED_DISPLACEMENT,5,0,EP-01078-ENTRY_ON_TAP|EP-01078-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01078-ENTRY_ON_STRONG_REJECTION|EP-01078-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01078-ENTRY_ON_NEW_FVG
EP-01079,1,C,1,5,True,ifvg,IFVG2-000542,IFVG2-000542,False,935,29865.0,29889.0,FAILED_REACTION,1,0,EP-01079-ENTRY_ON_IFVG_RETEST
EP-01080,1,C,1,1,False,ifvg,IFVG2-000056,IFVG2-000056,False,935,29918.25,29922.0,FAILED_REACTION,1,0,EP-01080-ENTRY_ON_IFVG_RETEST
EP-01081,1,C,1,1,False,ifvg,IFVG2-000057,IFVG2-000057,False,935,29897.0,29917.0,FAILED_REACTION,1,0,EP-01081-ENTRY_ON_IFVG_RETEST
EP-01082,1,C,5,5,False,ifvg,IFVG2-000542,IFVG2-000542,False,935,29865.0,29889.0,IMMEDIATE_DISPLACEMENT,6,0,EP-01082-ENTRY_ON_IFVG_RETEST|EP-01082-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01082-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01082-ENTRY_ON_STRONG_REJECTION|EP-01082-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01082-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01083,1,A,1,1,False,rb,RB2-000407,RB2-000407,False,937,29786.0,29827.5,DELAYED_DISPLACEMENT,6,0,EP-01083-ENTRY_ON_TAP|EP-01083-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01083-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01083-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01083-ENTRY_ON_NEW_FVG|EP-01083-ENTRY_ON_NEW_IFVG
EP-01084,-1,A,1,1,False,rb,RB2-000408,RB2-000408,False,938,29828.75,29870.5,FAILED_REACTION,1,0,EP-01084-ENTRY_ON_TAP
EP-01085,-1,B,1,1,False,fvg,FVG2-000109,FVG2-000109,False,939,29870.5,29882.75,FAILED_REACTION,1,0,EP-01085-ENTRY_ON_TAP
EP-01086,1,A,1,3,True,rb,RB2-003214,RB2-003214,False,939,29786.0,29817.5,DELAYED_DISPLACEMENT,4,0,EP-01086-ENTRY_ON_TAP|EP-01086-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01086-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01086-ENTRY_ON_NEW_FVG
EP-01087,-1,A,3,3,False,rb,RB2-003213,RB2-003213,False,939,29907.75,29939.25,FAILED_REACTION,1,0,EP-01087-ENTRY_ON_TAP
EP-01088,1,A,3,3,False,rb,RB2-003214,RB2-003214,False,939,29786.0,29817.5,DELAYED_DISPLACEMENT,3,0,EP-01088-ENTRY_ON_TAP|EP-01088-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01088-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01089,-1,A,1,3,True,rb,RB2-003213,RB2-003213,False,940,29907.75,29939.25,FAILED_REACTION,3,0,EP-01089-ENTRY_ON_TAP|EP-01089-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01089-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01090,1,C,1,1,False,ifvg,IFVG2-000058,IFVG2-000058,False,940,29870.5,29882.75,FAILED_REACTION,2,0,EP-01090-ENTRY_ON_IFVG_RETEST|EP-01090-ENTRY_ON_FIRST_CLOSE_OUTSIDE
EP-01091,1,A,1,1,False,rb,RB2-000409,RB2-000409,False,941,29866.5,29896.75,FAILED_REACTION,1,0,EP-01091-ENTRY_ON_TAP
EP-01092,-1,A,1,1,False,rb,RB2-000410,RB2-000410,False,942,29911.25,29925.0,FAILED_REACTION,2,0,EP-01092-ENTRY_ON_TAP|EP-01092-ENTRY_ON_FIRST_CLOSE_OUTSIDE
EP-01093,1,B,1,1,False,fvg,FVG2-000110,FVG2-000110,False,942,29830.25,29866.5,DELAYED_DISPLACEMENT,4,0,EP-01093-ENTRY_ON_TAP|EP-01093-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01093-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01093-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01094,-1,A,1,1,False,rb,RB2-000411,RB2-000411,False,944,29873.25,29894.25,FAILED_REACTION,1,0,EP-01094-ENTRY_ON_TAP
EP-01095,1,A,1,3,True,rb,RB2-003215,RB2-003215,False,945,29845.75,29910.5,DELAYED_DISPLACEMENT,6,0,EP-01095-ENTRY_ON_TAP|EP-01095-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01095-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01095-ENTRY_ON_STRONG_REJECTION|EP-01095-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01095-ENTRY_ON_NEW_FVG
EP-01096,1,A,3,3,False,rb,RB2-003215,RB2-003215,False,945,29845.75,29910.5,IMMEDIATE_DISPLACEMENT,4,0,EP-01096-ENTRY_ON_TAP|EP-01096-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01096-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01096-ENTRY_ON_IMMEDIATE_DISPLACEMENT
EP-01097,1,A,5,5,False,rb,RB2-004170,RB2-004170,False,945,29845.75,29896.75,DELAYED_DISPLACEMENT,3,0,EP-01097-ENTRY_ON_TAP|EP-01097-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01097-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01098,-1,A,1,1,False,rb,RB2-000063,RB2-000063,False,946,29966.25,29969.75,FAILED_REACTION,1,0,EP-01098-ENTRY_ON_TAP
EP-01099,1,A,1,1,False,rb,RB2-000412,RB2-000412,False,946,29902.75,29917.0,DELAYED_DISPLACEMENT,6,0,EP-01099-ENTRY_ON_TAP|EP-01099-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01099-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01099-ENTRY_ON_STRONG_REJECTION|EP-01099-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01099-ENTRY_ON_NEW_FVG
EP-01100,1,A,1,5,True,rb,RB2-004170,RB2-004170,False,947,29845.75,29896.75,DELAYED_DISPLACEMENT,5,0,EP-01100-ENTRY_ON_TAP|EP-01100-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01100-ENTRY_ON_STRONG_REJECTION|EP-01100-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01100-ENTRY_ON_NEW_FVG
EP-01101,-1,A,1,1,False,rb,RB2-000413,RB2-000413,False,949,29953.25,29967.25,FAILED_REACTION,1,0,EP-01101-ENTRY_ON_TAP
EP-01102,-1,A,1,1,False,rb,RB2-000414,RB2-000414,False,949,29932.0,29945.75,FAILED_REACTION,1,0,EP-01102-ENTRY_ON_TAP
EP-01103,-1,A,1,1,False,rb,RB2-000417,RB2-000417,False,952,29998.5,30009.0,DELAYED_DISPLACEMENT,4,0,EP-01103-ENTRY_ON_TAP|EP-01103-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01103-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01103-ENTRY_ON_NEW_FVG
EP-01104,1,B,1,1,False,fvg,FVG2-000111,FVG2-000111,False,952,29956.0,29973.75,FAILED_REACTION,3,0,EP-01104-ENTRY_ON_TAP|EP-01104-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01104-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01105,1,A,1,1,False,rb,RB2-000416,RB2-000416,False,952,29943.25,29953.0,IMMEDIATE_DISPLACEMENT,5,0,EP-01105-ENTRY_ON_TAP|EP-01105-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01105-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01105-ENTRY_ON_STRONG_REJECTION|EP-01105-ENTRY_ON_IMMEDIATE_DISPLACEMENT
EP-01106,-1,C,1,1,False,ifvg,IFVG2-000059,IFVG2-000059,False,953,29956.0,29973.75,FAILED_REACTION,1,0,EP-01106-ENTRY_ON_IFVG_RETEST
EP-01107,1,A,1,1,False,rb,RB2-000415,RB2-000415,False,953,29921.25,29931.5,MINIMAL_WICK_REJECTION,4,0,EP-01107-ENTRY_ON_TAP|EP-01107-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01107-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01107-ENTRY_ON_NEW_IFVG
EP-01108,1,A,1,3,True,rb,RB2-003216,RB2-003216,False,954,29921.0,29972.0,MINIMAL_WICK_REJECTION,4,0,EP-01108-ENTRY_ON_TAP|EP-01108-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01108-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01108-ENTRY_ON_NEW_IFVG
EP-01109,1,A,3,3,False,rb,RB2-003216,RB2-003216,False,954,29921.0,29972.0,DELAYED_DISPLACEMENT,4,0,EP-01109-ENTRY_ON_TAP|EP-01109-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01109-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01109-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01110,-1,F,1,5,True,rb,RB2-004171,RB2-000418|RB2-004171,True,955,29970.5,30009.0,DELAYED_DISPLACEMENT,5,0,EP-01110-ENTRY_ON_TAP|EP-01110-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01110-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01110-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01110-ENTRY_ON_NEW_FVG
EP-01111,-1,A,5,5,False,rb,RB2-004171,RB2-004171,False,955,29970.5,30009.0,FAILED_REACTION,3,0,EP-01111-ENTRY_ON_TAP|EP-01111-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01111-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01112,1,A,1,1,False,rb,RB2-000419,RB2-000419,False,956,29957.5,29971.25,FAILED_REACTION,1,0,EP-01112-ENTRY_ON_TAP
EP-01113,-1,F,1,30,True,rb,RB2-004959,FVG2-000112|RB2-000420|RB2-004746|RB2-004959,True,960,29932.5,30009.0,MINIMAL_WICK_REJECTION,3,0,EP-01113-ENTRY_ON_TAP|EP-01113-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01113-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01114,1,A,1,5,True,rb,RB2-004172,RB2-004172,False,960,29915.0,29932.5,IMMEDIATE_DISPLACEMENT,6,0,EP-01114-ENTRY_ON_TAP|EP-01114-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01114-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01114-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01114-ENTRY_ON_NEW_FVG|EP-01114-ENTRY_ON_NEW_IFVG
EP-01115,1,A,5,5,False,rb,RB2-004172,RB2-004172,False,960,29915.0,29932.5,IMMEDIATE_DISPLACEMENT,5,0,EP-01115-ENTRY_ON_TAP|EP-01115-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01115-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01115-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01115-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01116,-1,A,15,15,False,rb,RB2-004746,RB2-004746,False,960,29932.5,30009.0,FAILED_REACTION,1,0,EP-01116-ENTRY_ON_TAP
EP-01117,-1,A,30,30,False,rb,RB2-004959,RB2-004959,False,960,29932.5,30009.0,FAILED_REACTION,1,0,EP-01117-ENTRY_ON_TAP
EP-01118,1,A,1,1,False,rb,RB2-000421,RB2-000421,False,961,29903.25,29930.75,DELAYED_DISPLACEMENT,5,0,EP-01118-ENTRY_ON_TAP|EP-01118-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01118-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01118-ENTRY_ON_DELAYED_DISPLACEMENT|EP-01118-ENTRY_ON_NEW_FVG
EP-01119,1,C,1,1,False,ifvg,IFVG2-000060,IFVG2-000060,False,962,29952.5,29968.0,FAILED_REACTION,1,0,EP-01119-ENTRY_ON_IFVG_RETEST
EP-01120,1,A,1,1,False,rb,RB2-000422,RB2-000422,False,963,29939.0,29949.25,FAILED_REACTION,1,0,EP-01120-ENTRY_ON_TAP
EP-01121,-1,A,1,1,False,rb,RB2-000423,RB2-000423,False,964,29948.0,29967.75,FAILED_REACTION,2,0,EP-01121-ENTRY_ON_TAP|EP-01121-ENTRY_ON_FIRST_CLOSE_OUTSIDE
EP-01122,-1,A,1,3,True,rb,RB2-003217,RB2-003217,False,966,29948.0,29967.75,FAILED_REACTION,1,0,EP-01122-ENTRY_ON_TAP
EP-01123,-1,A,1,1,False,rb,RB2-000424,RB2-000424,False,966,29929.25,29941.0,FAILED_REACTION,1,0,EP-01123-ENTRY_ON_TAP
EP-01124,-1,A,3,3,False,rb,RB2-003217,RB2-003217,False,966,29948.0,29967.75,FAILED_REACTION,1,0,EP-01124-ENTRY_ON_TAP
EP-01125,1,B,1,1,False,fvg,FVG2-000113,FVG2-000113,False,970,29967.25,29975.0,STRONG_REJECTION_DEPARTURE,3,0,EP-01125-ENTRY_ON_TAP|EP-01125-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01125-ENTRY_ON_STRONG_REJECTION
EP-01126,-1,A,1,3,True,rb,RB2-003218,RB2-003218,False,972,29998.5,30017.0,FAILED_REACTION,1,0,EP-01126-ENTRY_ON_TAP
EP-01127,1,A,1,1,False,rb,RB2-000426,RB2-000426,False,972,29972.0,29987.25,CLOSE_BACK_OUTSIDE,2,0,EP-01127-ENTRY_ON_TAP|EP-01127-ENTRY_ON_FIRST_CLOSE_OUTSIDE
EP-01128,-1,A,3,3,False,rb,RB2-003218,RB2-003218,False,972,29998.5,30017.0,FAILED_REACTION,1,0,EP-01128-ENTRY_ON_TAP
EP-01129,1,A,1,1,False,rb,RB2-000427,RB2-000427,False,974,30002.0,30014.0,FAILED_REACTION,3,0,EP-01129-ENTRY_ON_TAP|EP-01129-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01129-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01130,1,A,1,1,False,rb,RB2-000428,RB2-000428,False,977,30015.75,30029.75,FAILED_REACTION,1,0,EP-01130-ENTRY_ON_TAP
EP-01131,1,A,1,3,True,rb,RB2-003220,RB2-003220,False,978,30012.0,30021.75,FAILED_REACTION,1,0,EP-01131-ENTRY_ON_TAP
EP-01132,1,A,3,3,False,rb,RB2-003219,RB2-003219,False,978,29985.5,30000.25,IMMEDIATE_DISPLACEMENT,5,0,EP-01132-ENTRY_ON_TAP|EP-01132-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01132-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01132-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01132-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01133,1,A,3,3,False,rb,RB2-003220,RB2-003220,False,978,30012.0,30021.75,IMMEDIATE_DISPLACEMENT,5,0,EP-01133-ENTRY_ON_TAP|EP-01133-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01133-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01133-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01133-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01134,1,A,1,3,True,rb,RB2-003219,RB2-003219,False,979,29985.5,30000.25,DELAYED_DISPLACEMENT,4,0,EP-01134-ENTRY_ON_TAP|EP-01134-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01134-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01134-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01135,-1,A,5,5,False,rb,RB2-004175,RB2-004175,False,980,30021.75,30042.5,FAILED_REACTION,3,0,EP-01135-ENTRY_ON_TAP|EP-01135-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01135-ENTRY_ON_MINIMAL_WICK_REJECTION
EP-01136,1,A,5,5,False,rb,RB2-004174,RB2-004174,False,980,29972.0,29992.75,DELAYED_DISPLACEMENT,4,0,EP-01136-ENTRY_ON_TAP|EP-01136-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01136-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01136-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01137,-1,A,1,1,False,rb,RB2-000429,RB2-000429,False,981,30010.0,30021.0,FAILED_REACTION,1,0,EP-01137-ENTRY_ON_TAP
EP-01138,1,A,1,5,True,rb,RB2-004174,RB2-004174,False,981,29972.0,29992.75,DELAYED_DISPLACEMENT,3,0,EP-01138-ENTRY_ON_TAP|EP-01138-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01138-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01139,-1,A,1,5,True,rb,RB2-004175,RB2-004175,False,983,30021.75,30042.5,IMMEDIATE_DISPLACEMENT,5,0,EP-01139-ENTRY_ON_TAP|EP-01139-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01139-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01139-ENTRY_ON_IMMEDIATE_DISPLACEMENT|EP-01139-ENTRY_ON_DELAYED_DISPLACEMENT
EP-01140,-1,A,1,1,False,rb,RB2-000431,RB2-000431,False,987,30024.5,30033.25,IMMEDIATE_DISPLACEMENT,3,0,EP-01140-ENTRY_ON_TAP|EP-01140-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01140-ENTRY_ON_IMMEDIATE_DISPLACEMENT
EP-01141,1,A,1,3,True,rb,RB2-003221,RB2-003221,False,987,30009.75,30022.75,FAILED_REACTION,1,0,EP-01141-ENTRY_ON_TAP
EP-01142,1,A,3,3,False,rb,RB2-003221,RB2-003221,False,987,30009.75,30022.75,IMMEDIATE_DISPLACEMENT,4,0,EP-01142-ENTRY_ON_TAP|EP-01142-ENTRY_ON_FIRST_CLOSE_OUTSIDE|EP-01142-ENTRY_ON_MINIMAL_WICK_REJECTION|EP-01142-ENTRY_ON_IMMEDIATE_DISPLACEMENT
