episode_id,variant_id,entry_variant,reaction_state,match_mode,playbook_items,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,entry_ts,entry_price,stop_price,target_surface,target_family,target_tf,natural_rr,rejection_reason
EP-01013,EP-01013-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 08:50:00-04:00,29712.5,29711.5,,,,,NO_STRUCTURAL_STOP
EP-01014,EP-01014-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 08:51:00-04:00,29716.0,29715.25,,,,,NO_STRUCTURAL_STOP
EP-01016,EP-01016-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 08:52:00-04:00,29717.0,29722.0,29715.75,ifvg,1,0.25,INSUFFICIENT_NATURAL_RR
EP-01016,EP-01016-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 08:53:00-04:00,29709.5,29722.0,29709.0,ifvg,1,0.04,INSUFFICIENT_NATURAL_RR
EP-01019,EP-01019-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_PREMARKET,1,1,False,2026-07-13 08:54:00-04:00,29706.0,29702.5,29709.5,rb,1,1.0,authorized_pattern_but_target_or_rr_family_mismatch
EP-01019,EP-01019-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,1,A,NY_PREMARKET,1,1,False,2026-07-13 08:55:00-04:00,29710.75,29702.5,29711.25,ifvg,1,0.0606,INSUFFICIENT_NATURAL_RR
EP-01019,EP-01019-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,1,A,NY_PREMARKET,1,1,False,2026-07-13 08:55:00-04:00,29710.75,29702.5,29711.25,ifvg,1,0.0606,INSUFFICIENT_NATURAL_RR
EP-01019,EP-01019-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,PATTERN_NEAR,,1,A,NY_PREMARKET,1,1,False,2026-07-13 08:55:00-04:00,29710.75,29702.5,29711.25,ifvg,1,0.0606,INSUFFICIENT_NATURAL_RR
EP-01020,EP-01020-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 08:55:00-04:00,29710.75,29715.5,29710.0,ifvg,1,0.1579,INSUFFICIENT_NATURAL_RR
EP-01022,EP-01022-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_PREMARKET,5,5,False,2026-07-13 09:00:00-04:00,29719.25,29702.5,29727.0,ifvg,1,0.4627,INSUFFICIENT_NATURAL_RR
EP-01022,EP-01022-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,1,A,NY_PREMARKET,5,5,False,2026-07-13 09:05:00-04:00,29741.25,29702.5,29742.0,rb,30,0.0194,INSUFFICIENT_NATURAL_RR
EP-01022,EP-01022-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,1,A,NY_PREMARKET,5,5,False,2026-07-13 09:05:00-04:00,29741.25,29702.5,29742.0,rb,30,0.0194,INSUFFICIENT_NATURAL_RR
EP-01022,EP-01022-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,PATTERN_NEAR,,1,A,NY_PREMARKET,5,5,False,2026-07-13 09:05:00-04:00,29741.25,29702.5,29742.0,rb,30,0.0194,INSUFFICIENT_NATURAL_RR
EP-01023,EP-01023-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_PREMARKET,1,1,False,2026-07-13 08:59:00-04:00,29722.75,29711.5,29727.0,ifvg,1,0.3778,INSUFFICIENT_NATURAL_RR
EP-01023,EP-01023-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,1,A,NY_PREMARKET,1,1,False,2026-07-13 09:02:00-04:00,29727.0,29711.5,29734.0,ifvg,5,0.4516,INSUFFICIENT_NATURAL_RR
EP-01024,EP-01024-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,5,1,True,2026-07-13 09:01:00-04:00,29714.0,29725.0,29712.0,rb,5,0.1818,INSUFFICIENT_NATURAL_RR
EP-01026,EP-01026-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,5,5,False,2026-07-13 09:05:00-04:00,29741.25,29725.0,,,,,NO_STRUCTURAL_STOP
EP-01030,EP-01030-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:02:00-04:00,29727.0,29727.0,,,,,NO_STRUCTURAL_STOP
EP-01032,EP-01032-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:03:00-04:00,29741.75,29735.75,,,,,NO_STRUCTURAL_STOP
EP-01033,EP-01033-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:04:00-04:00,29738.25,29748.0,29737.25,ifvg,60,0.1026,INSUFFICIENT_NATURAL_RR
EP-01033,EP-01033-ENTRY_ON_DELAYED_DISPLACEMENT,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:07:00-04:00,29729.75,29748.0,29719.25,rb,3,0.5753,authorized_pattern_but_target_or_rr_family_mismatch
EP-01034,EP-01034-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,3,1,True,2026-07-13 09:07:00-04:00,29729.75,29747.0,29719.25,rb,3,0.6087,authorized_pattern_but_target_or_rr_family_mismatch
EP-01035,EP-01035-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_PREMARKET,3,3,False,2026-07-13 09:12:00-04:00,29722.25,29747.0,29719.25,rb,3,0.1212,INSUFFICIENT_NATURAL_RR
EP-01036,EP-01036-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_PREMARKET,1,1,False,2026-07-13 09:09:00-04:00,29732.25,29721.0,29734.0,ifvg,5,0.1556,INSUFFICIENT_NATURAL_RR
EP-01039,EP-01039-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_PREMARKET,3,3,False,2026-07-13 09:12:00-04:00,29722.25,29711.0,29722.75,rb,1,0.0444,INSUFFICIENT_NATURAL_RR
EP-01040,EP-01040-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_PREMARKET,3,3,False,2026-07-13 09:12:00-04:00,29722.25,29721.0,29722.75,rb,1,0.4,INSUFFICIENT_NATURAL_RR
EP-01041,EP-01041-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_PREMARKET,5,1,True,2026-07-13 09:11:00-04:00,29717.75,29719.0,,,,,NO_STRUCTURAL_STOP
EP-01042,EP-01042-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_PREMARKET,5,5,False,2026-07-13 09:15:00-04:00,29718.5,29719.0,,,,,NO_STRUCTURAL_STOP
EP-01043,EP-01043-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:13:00-04:00,29722.5,29725.0,29719.25,rb,3,1.3,authorized_pattern_but_target_or_rr_family_mismatch
EP-01043,EP-01043-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:14:00-04:00,29723.25,29725.0,29719.25,rb,3,2.2857,authorized_pattern_but_target_or_rr_family_mismatch
EP-01043,EP-01043-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:14:00-04:00,29723.25,29725.0,29719.25,rb,3,2.2857,authorized_pattern_but_target_or_rr_family_mismatch
EP-01044,EP-01044-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,15,15,False,2026-07-13 09:30:00-04:00,29710.0,29748.0,29709.0,ifvg,1,0.0263,INSUFFICIENT_NATURAL_RR
EP-01046,EP-01046-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:18:00-04:00,29704.5,29716.5,29701.25,ifvg,3,0.2708,INSUFFICIENT_NATURAL_RR
EP-01046,EP-01046-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:20:00-04:00,29698.0,29716.5,29697.25,ifvg,3,0.0405,INSUFFICIENT_NATURAL_RR
EP-01047,EP-01047-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,B,NY_PREMARKET,3,3,False,2026-07-13 09:21:00-04:00,29691.5,29694.5,,,,,NO_STRUCTURAL_STOP
EP-01048,EP-01048-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:20:00-04:00,29698.0,29712.25,29697.25,ifvg,3,0.0526,INSUFFICIENT_NATURAL_RR
EP-01048,EP-01048-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:21:00-04:00,29691.5,29712.25,29687.25,fvg,1,0.2048,INSUFFICIENT_NATURAL_RR
EP-01053,EP-01053-ENTRY_ON_IFVG_RETEST,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,PATTERN_NEAR,,-1,C,NY_PREMARKET,3,1,True,2026-07-13 09:22:00-04:00,29695.75,29697.0,29695.25,ifvg,3,0.4,INSUFFICIENT_NATURAL_RR
EP-01055,EP-01055-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,C,NY_PREMARKET,1,1,False,2026-07-13 09:24:00-04:00,29691.0,29700.0,29687.25,fvg,1,0.4167,INSUFFICIENT_NATURAL_RR
EP-01056,EP-01056-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:23:00-04:00,29695.0,29698.75,29694.0,ifvg,5,0.2667,INSUFFICIENT_NATURAL_RR
EP-01056,EP-01056-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:24:00-04:00,29691.0,29698.75,29687.25,fvg,1,0.4839,INSUFFICIENT_NATURAL_RR
EP-01056,EP-01056-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:24:00-04:00,29691.0,29698.75,29687.25,fvg,1,0.4839,INSUFFICIENT_NATURAL_RR
EP-01057,EP-01057-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,3,1,True,2026-07-13 09:25:00-04:00,29692.25,29702.25,29687.25,fvg,1,0.5,authorized_pattern_but_target_or_rr_family_mismatch
EP-01058,EP-01058-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,F,NY_PREMARKET,3,3,False,2026-07-13 09:27:00-04:00,29707.25,29715.5,29705.25,ifvg,5,0.2424,INSUFFICIENT_NATURAL_RR
EP-01059,EP-01059-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,F,NY_PREMARKET,3,3,False,2026-07-13 09:27:00-04:00,29707.25,29704.0,,,,,NO_STRUCTURAL_STOP
EP-01062,EP-01062-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_PREMARKET,1,1,False,2026-07-13 09:26:00-04:00,29713.0,29697.0,,,,,NO_STRUCTURAL_STOP
EP-01068,EP-01068-ENTRY_ON_IFVG_RETEST,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,PATTERN_NEAR,,1,C,NY_AM,3,3,False,2026-07-13 09:30:00-04:00,29710.0,29702.25,29710.75,rb,5,0.0968,INSUFFICIENT_NATURAL_RR
EP-01069,EP-01069-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,15,1,True,2026-07-13 09:30:00-04:00,29710.0,29748.0,29709.0,ifvg,1,0.0263,INSUFFICIENT_NATURAL_RR
EP-01071,EP-01071-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,5,1,True,2026-07-13 09:31:00-04:00,29714.25,29721.25,29710.0,ifvg,1,0.6071,authorized_pattern_but_target_or_rr_family_mismatch
EP-01072,EP-01072-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,B,NY_AM,3,1,True,2026-07-13 09:31:00-04:00,29714.25,29737.0,29710.0,ifvg,1,0.1868,INSUFFICIENT_NATURAL_RR
EP-01074,EP-01074-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 09:31:00-04:00,29714.25,29729.5,29710.0,ifvg,1,0.2787,INSUFFICIENT_NATURAL_RR
EP-01074,EP-01074-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 09:33:00-04:00,29711.0,29729.5,29710.0,ifvg,1,0.0541,INSUFFICIENT_NATURAL_RR
EP-01074,EP-01074-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 09:33:00-04:00,29711.0,29729.5,29710.0,ifvg,1,0.0541,INSUFFICIENT_NATURAL_RR
EP-01076,EP-01076-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:31:00-04:00,29714.25,29683.25,29719.25,rb,15,0.1613,INSUFFICIENT_NATURAL_RR
EP-01076,EP-01076-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:32:00-04:00,29725.75,29683.25,29727.0,ifvg,1,0.0294,INSUFFICIENT_NATURAL_RR
EP-01076,EP-01076-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:32:00-04:00,29725.75,29683.25,29727.0,ifvg,1,0.0294,INSUFFICIENT_NATURAL_RR
EP-01076,EP-01076-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:32:00-04:00,29725.75,29683.25,29727.0,ifvg,1,0.0294,INSUFFICIENT_NATURAL_RR
EP-01078,EP-01078-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,3,3,False,2026-07-13 09:33:00-04:00,29711.0,29726.5,29710.0,ifvg,1,0.0645,INSUFFICIENT_NATURAL_RR
EP-01080,EP-01080-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,3,3,False,2026-07-13 09:33:00-04:00,29711.0,29683.25,29711.25,ifvg,1,0.009,INSUFFICIENT_NATURAL_RR
EP-01084,EP-01084-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,1,1,False,2026-07-13 09:33:00-04:00,29711.0,29679.5,29711.25,ifvg,1,0.0079,INSUFFICIENT_NATURAL_RR
EP-01085,EP-01085-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,5,5,False,2026-07-13 09:40:00-04:00,29622.5,29607.0,29641.5,ifvg,5,1.2258,authorized_pattern_but_target_or_rr_family_mismatch
EP-01086,EP-01086-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,F,NY_AM,5,1,True,2026-07-13 09:37:00-04:00,29645.0,29607.0,29648.75,ifvg,1,0.0987,INSUFFICIENT_NATURAL_RR
EP-01090,EP-01090-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 09:39:00-04:00,29653.75,29656.0,29652.75,rb,15,0.4444,INSUFFICIENT_NATURAL_RR
EP-01093,EP-01093-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,1,1,False,2026-07-13 09:42:00-04:00,29573.25,29562.25,29583.75,rb,1,0.9545,authorized_pattern_but_target_or_rr_family_mismatch
EP-01093,EP-01093-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,1,A,NY_AM,1,1,False,2026-07-13 09:45:00-04:00,29596.25,29562.25,29602.5,fvg,1,0.1838,INSUFFICIENT_NATURAL_RR
EP-01093,EP-01093-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,1,A,NY_AM,1,1,False,2026-07-13 09:45:00-04:00,29596.25,29562.25,29602.5,fvg,1,0.1838,INSUFFICIENT_NATURAL_RR
EP-01094,EP-01094-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 09:44:00-04:00,29571.25,29602.5,29570.75,rb,1,0.016,INSUFFICIENT_NATURAL_RR
EP-01094,EP-01094-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 09:46:00-04:00,29544.5,29602.5,,,,,NO_CAUSAL_OPPOSING_TARGET
EP-01094,EP-01094-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 09:46:00-04:00,29544.5,29602.5,,,,,NO_CAUSAL_OPPOSING_TARGET
EP-01096,EP-01096-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,1,1,False,2026-07-13 09:45:00-04:00,29596.25,29553.75,29602.5,fvg,1,0.1471,INSUFFICIENT_NATURAL_RR
EP-01097,EP-01097-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:46:00-04:00,29544.5,29552.25,,,,,NO_STRUCTURAL_STOP
EP-01097,EP-01097-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:47:00-04:00,29579.25,29552.25,29583.75,rb,1,0.1667,INSUFFICIENT_NATURAL_RR
EP-01098,EP-01098-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,3,3,False,2026-07-13 09:48:00-04:00,29572.0,29552.25,29583.75,rb,1,0.5949,authorized_pattern_but_target_or_rr_family_mismatch
EP-01099,EP-01099-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,F,NY_AM,5,1,True,2026-07-13 09:51:00-04:00,29565.75,29535.75,29572.0,rb,3,0.2083,INSUFFICIENT_NATURAL_RR
EP-01100,EP-01100-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,5,5,False,2026-07-13 09:55:00-04:00,29540.25,29535.75,29540.5,rb,1,0.0556,INSUFFICIENT_NATURAL_RR
EP-01101,EP-01101-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,3,1,True,2026-07-13 09:52:00-04:00,29522.0,29595.25,,,,,NO_CAUSAL_OPPOSING_TARGET
EP-01101,EP-01101-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,-1,A,NY_AM,3,1,True,2026-07-13 09:54:00-04:00,29537.75,29595.25,,,,,NO_CAUSAL_OPPOSING_TARGET
EP-01102,EP-01102-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,3,3,False,2026-07-13 09:54:00-04:00,29537.75,29595.25,,,,,NO_CAUSAL_OPPOSING_TARGET
EP-01103,EP-01103-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 09:54:00-04:00,29537.75,29551.0,,,,,NO_CAUSAL_OPPOSING_TARGET
EP-01104,EP-01104-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:55:00-04:00,29540.25,29518.0,29540.5,rb,1,0.0112,INSUFFICIENT_NATURAL_RR
EP-01104,EP-01104-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:56:00-04:00,29550.0,29518.0,29572.0,rb,3,0.6875,authorized_pattern_but_target_or_rr_family_mismatch
EP-01104,EP-01104-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,PATTERN_NEAR,,1,A,NY_AM,3,1,True,2026-07-13 09:56:00-04:00,29550.0,29518.0,29572.0,rb,3,0.6875,authorized_pattern_but_target_or_rr_family_mismatch
EP-01105,EP-01105-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,3,3,False,2026-07-13 09:57:00-04:00,29547.5,29518.0,29572.0,rb,3,0.8305,authorized_pattern_but_target_or_rr_family_mismatch
EP-01109,EP-01109-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,3,1,True,2026-07-13 09:58:00-04:00,29585.5,29570.0,,,,,NO_STRUCTURAL_STOP
EP-01110,EP-01110-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,3,3,False,2026-07-13 10:00:00-04:00,29631.0,29570.0,,,,,NO_STRUCTURAL_STOP
EP-01114,EP-01114-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 10:01:00-04:00,29658.75,29640.0,,,,,NO_STRUCTURAL_STOP
EP-01120,EP-01120-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,1,1,False,2026-07-13 10:02:00-04:00,29625.75,29617.75,29641.5,ifvg,5,1.9688,authorized_pattern_but_target_or_rr_family_mismatch
EP-01124,EP-01124-ENTRY_ON_IFVG_RETEST,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,PATTERN_NEAR,,-1,C,NY_AM,1,1,False,2026-07-13 10:04:00-04:00,29618.5,29617.75,,,,,NO_STRUCTURAL_STOP
EP-01125,EP-01125-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,1,A,NY_AM,1,1,False,2026-07-13 10:05:00-04:00,29585.75,29587.75,,,,,NO_STRUCTURAL_STOP
EP-01126,EP-01126-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,1,1,False,2026-07-13 10:07:00-04:00,29574.5,29600.75,29537.75,rb,3,1.4,authorized_pattern_but_target_or_rr_family_mismatch
EP-01127,EP-01127-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,3,3,False,2026-07-13 10:09:00-04:00,29603.75,29625.0,29597.0,ifvg,3,0.3176,INSUFFICIENT_NATURAL_RR
EP-01128,EP-01128-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,PATTERN_NEAR,,-1,A,NY_AM,3,1,True,2026-07-13 10:09:00-04:00,29603.75,29625.0,29597.0,ifvg,3,0.3176,INSUFFICIENT_NATURAL_RR
