episode_id,role,structure_id
EP-00650,context/component,RB2-000874
EP-00650,target:NEAREST_VALID_STRUCTURE,RB2-000760
EP-00650,target:BRANCH_SEMANTIC_TARGET,FVG2-000215
EP-00650,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000215
EP-00651,context/component,RB2-000878
EP-00651,target:NEAREST_VALID_STRUCTURE,RB2-000755
EP-00651,target:BRANCH_SEMANTIC_TARGET,RB2-004257
EP-00651,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004257
EP-00652,context/component,RB2-003373
EP-00652,target:NEAREST_VALID_STRUCTURE,RB2-003358
EP-00652,target:BRANCH_SEMANTIC_TARGET,FVG2-000221
EP-00652,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000835
EP-00653,context/component,IFVG2-000434
EP-00653,target:NEAREST_VALID_STRUCTURE,RB2-000749
EP-00653,target:BRANCH_SEMANTIC_TARGET,RB2-000881
EP-00653,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004240
EP-00654,context/component,RB2-000881
EP-00654,target:NEAREST_VALID_STRUCTURE,RB2-000846
EP-00654,target:BRANCH_SEMANTIC_TARGET,RB2-000846
EP-00654,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000846
EP-00655,context/component,IFVG2-000434
EP-00655,target:NEAREST_VALID_STRUCTURE,RB2-000849
EP-00655,target:BRANCH_SEMANTIC_TARGET,RB2-004264
EP-00655,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004264
EP-00656,context/component,IFVG2-000435
EP-00656,target:NEAREST_VALID_STRUCTURE,RB2-000849
EP-00656,target:BRANCH_SEMANTIC_TARGET,RB2-004264
EP-00656,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004264
EP-00657,context/component,RB2-000882
EP-00657,target:NEAREST_VALID_STRUCTURE,RB2-000849
EP-00657,target:BRANCH_SEMANTIC_TARGET,RB2-004264
EP-00657,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004264
EP-00658,context/component,IFVG2-000556
EP-00658,target:NEAREST_VALID_STRUCTURE,RB2-000861
EP-00658,target:BRANCH_SEMANTIC_TARGET,FVG2-000194
EP-00658,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001058
EP-00659,context/component,RB2-004267
EP-00659,target:NEAREST_VALID_STRUCTURE,RB2-000861
EP-00659,target:BRANCH_SEMANTIC_TARGET,FVG2-000194
EP-00659,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001058
EP-00660,context/component,FVG2-000235
EP-00660,target:NEAREST_VALID_STRUCTURE,FVG2-000236
EP-00660,target:BRANCH_SEMANTIC_TARGET,FVG2-000236
EP-00660,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000236
EP-00661,context/component,RB2-004979
EP-00661,target:NEAREST_VALID_STRUCTURE,FVG2-000196
EP-00661,target:BRANCH_SEMANTIC_TARGET,FVG2-000196
EP-00661,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001220
EP-00662,context/component,RB2-000888
EP-00662,target:NEAREST_VALID_STRUCTURE,RB2-000839
EP-00662,target:BRANCH_SEMANTIC_TARGET,RB2-000871
EP-00662,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000871
EP-00663,context/component,FVG2-000837
EP-00663,context/component,IFVG2-000435
EP-00663,context/component,RB2-003376
EP-00663,target:NEAREST_VALID_STRUCTURE,RB2-000881
EP-00663,target:BRANCH_SEMANTIC_TARGET,RB2-000881
EP-00663,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003377
EP-00664,context/component,IFVG2-000556
EP-00664,target:NEAREST_VALID_STRUCTURE,RB2-000862
EP-00664,target:BRANCH_SEMANTIC_TARGET,RB2-000852
EP-00664,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004264
EP-00665,context/component,IFVG2-000113
EP-00665,target:NEAREST_VALID_STRUCTURE,RB2-000746
EP-00665,target:BRANCH_SEMANTIC_TARGET,RB2-000820
EP-00665,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000820
EP-00666,context/component,IFVG2-000113
EP-00666,target:NEAREST_VALID_STRUCTURE,FVG2-000029
EP-00666,target:BRANCH_SEMANTIC_TARGET,RB2-003115
EP-00666,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003115
EP-00667,context/component,IFVG2-000114
EP-00667,target:NEAREST_VALID_STRUCTURE,RB2-000892
EP-00667,target:BRANCH_SEMANTIC_TARGET,RB2-000892
EP-00667,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000892
EP-00668,context/component,FVG2-000237
EP-00668,target:NEAREST_VALID_STRUCTURE,RB2-000894
EP-00668,target:BRANCH_SEMANTIC_TARGET,RB2-000894
EP-00668,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000894
EP-00669,context/component,IFVG2-000114
EP-00669,target:NEAREST_VALID_STRUCTURE,FVG2-000228
EP-00669,target:BRANCH_SEMANTIC_TARGET,FVG2-000228
EP-00669,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000228
EP-00670,context/component,FVG2-000234
EP-00670,target:NEAREST_VALID_STRUCTURE,RB2-003326
EP-00670,target:BRANCH_SEMANTIC_TARGET,IFVG2-000555
EP-00670,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000555
EP-00671,context/component,IFVG2-000115
EP-00671,target:NEAREST_VALID_STRUCTURE,RB2-000841
EP-00671,target:BRANCH_SEMANTIC_TARGET,RB2-000841
EP-00671,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000841
EP-00672,context/component,RB2-004270
EP-00672,context/component,RB2-004782
EP-00672,target:NEAREST_VALID_STRUCTURE,RB2-000828
EP-00672,target:BRANCH_SEMANTIC_TARGET,RB2-000828
EP-00672,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001178
EP-00673,context/component,IFVG2-000116
EP-00673,context/component,RB2-000900
EP-00673,target:NEAREST_VALID_STRUCTURE,RB2-000828
EP-00673,target:BRANCH_SEMANTIC_TARGET,RB2-000828
EP-00673,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000828
EP-00674,context/component,RB2-000876
EP-00674,target:NEAREST_VALID_STRUCTURE,FVG2-000833
EP-00674,target:BRANCH_SEMANTIC_TARGET,FVG2-000833
EP-00674,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000833
EP-00675,context/component,RB2-000904
EP-00675,target:NEAREST_VALID_STRUCTURE,RB2-000767
EP-00675,target:BRANCH_SEMANTIC_TARGET,RB2-000767
EP-00675,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000767
EP-00676,context/component,IFVG2-000436
EP-00676,target:NEAREST_VALID_STRUCTURE,FVG2-000217
EP-00676,target:BRANCH_SEMANTIC_TARGET,RB2-000815
EP-00676,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004772
EP-00677,context/component,IFVG2-000115
EP-00677,target:NEAREST_VALID_STRUCTURE,RB2-004257
EP-00677,target:BRANCH_SEMANTIC_TARGET,FVG2-000834
EP-00677,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000834
EP-00678,context/component,FVG2-000241
EP-00678,target:NEAREST_VALID_STRUCTURE,RB2-000870
EP-00678,target:BRANCH_SEMANTIC_TARGET,RB2-000907
EP-00678,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000907
EP-00679,context/component,FVG2-000240
EP-00679,target:NEAREST_VALID_STRUCTURE,RB2-000764
EP-00679,target:BRANCH_SEMANTIC_TARGET,RB2-000764
EP-00679,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000764
EP-00680,context/component,RB2-000915
EP-00680,target:NEAREST_VALID_STRUCTURE,FVG2-000233
EP-00680,target:BRANCH_SEMANTIC_TARGET,RB2-004979
EP-00680,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004979
EP-00681,context/component,RB2-004980
EP-00681,target:NEAREST_VALID_STRUCTURE,RB2-000765
EP-00681,target:BRANCH_SEMANTIC_TARGET,RB2-000765
EP-00681,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004977
EP-00682,context/component,RB2-004981
EP-00682,target:NEAREST_VALID_STRUCTURE,RB2-000765
EP-00682,target:BRANCH_SEMANTIC_TARGET,RB2-000765
EP-00682,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004977
EP-00683,context/component,RB2-003383
EP-00683,target:NEAREST_VALID_STRUCTURE,RB2-000783
EP-00683,target:BRANCH_SEMANTIC_TARGET,RB2-000783
EP-00683,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004241
EP-00684,context/component,RB2-000918
EP-00684,target:NEAREST_VALID_STRUCTURE,RB2-000761
EP-00684,target:BRANCH_SEMANTIC_TARGET,RB2-000761
EP-00684,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000761
EP-00685,context/component,RB2-000919
EP-00685,target:NEAREST_VALID_STRUCTURE,RB2-000807
EP-00685,target:BRANCH_SEMANTIC_TARGET,RB2-003339
EP-00685,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003339
EP-00686,context/component,RB2-000920
EP-00686,target:NEAREST_VALID_STRUCTURE,RB2-000918
EP-00686,target:BRANCH_SEMANTIC_TARGET,RB2-000918
EP-00686,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000918
EP-00687,context/component,IFVG2-000436
EP-00688,context/component,IFVG2-000117
EP-00688,target:NEAREST_VALID_STRUCTURE,RB2-000807
EP-00688,target:BRANCH_SEMANTIC_TARGET,RB2-003339
EP-00688,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003339
EP-00689,context/component,RB2-000924
EP-00689,target:NEAREST_VALID_STRUCTURE,RB2-000807
EP-00689,target:BRANCH_SEMANTIC_TARGET,RB2-003339
EP-00689,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003339
EP-00690,context/component,IFVG2-000118
EP-00690,target:NEAREST_VALID_STRUCTURE,RB2-000812
EP-00690,target:BRANCH_SEMANTIC_TARGET,RB2-003372
EP-00690,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003372
EP-00691,context/component,IFVG2-000117
EP-00691,target:NEAREST_VALID_STRUCTURE,FVG2-000248
EP-00691,target:BRANCH_SEMANTIC_TARGET,FVG2-000248
EP-00691,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000248
EP-00692,context/component,FVG2-000248
EP-00692,target:NEAREST_VALID_STRUCTURE,FVG2-000833
EP-00692,target:BRANCH_SEMANTIC_TARGET,FVG2-000833
EP-00692,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000833
EP-00693,context/component,IFVG2-000437
EP-00693,target:NEAREST_VALID_STRUCTURE,RB2-000828
EP-00693,target:BRANCH_SEMANTIC_TARGET,RB2-000927
EP-00693,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003372
EP-00694,context/component,RB2-000928
EP-00694,context/component,RB2-005083
EP-00694,target:NEAREST_VALID_STRUCTURE,FVG2-000240
EP-00694,target:BRANCH_SEMANTIC_TARGET,FVG2-000200
EP-00694,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001245
EP-00695,context/component,IFVG2-000119
EP-00695,target:NEAREST_VALID_STRUCTURE,RB2-000930
EP-00695,target:BRANCH_SEMANTIC_TARGET,RB2-000930
EP-00695,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000930
EP-00696,context/component,IFVG2-000119
EP-00696,target:NEAREST_VALID_STRUCTURE,RB2-000816
EP-00696,target:BRANCH_SEMANTIC_TARGET,RB2-000816
EP-00696,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000816
EP-00697,context/component,RB2-004277
EP-00697,target:NEAREST_VALID_STRUCTURE,FVG2-000234
EP-00697,target:BRANCH_SEMANTIC_TARGET,IFVG2-000116
EP-00697,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004275
EP-00698,context/component,FVG2-000250
EP-00698,target:NEAREST_VALID_STRUCTURE,RB2-003357
EP-00698,target:BRANCH_SEMANTIC_TARGET,FVG2-001060
EP-00698,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001060
EP-00699,context/component,RB2-003382
EP-00699,target:NEAREST_VALID_STRUCTURE,FVG2-000242
EP-00699,target:BRANCH_SEMANTIC_TARGET,IFVG2-000119
EP-00699,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000430
EP-00700,context/component,RB2-004274
EP-00700,target:NEAREST_VALID_STRUCTURE,FVG2-000225
EP-00700,target:BRANCH_SEMANTIC_TARGET,FVG2-000225
EP-00700,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004784
EP-00701,context/component,IFVG2-000120
EP-00701,target:NEAREST_VALID_STRUCTURE,RB2-000928
EP-00701,target:BRANCH_SEMANTIC_TARGET,RB2-000928
EP-00701,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000928
EP-00702,context/component,IFVG2-000558
EP-00702,context/component,RB2-000934
EP-00702,target:NEAREST_VALID_STRUCTURE,FVG2-000843
EP-00702,target:BRANCH_SEMANTIC_TARGET,FVG2-000843
EP-00702,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001178
EP-00703,context/component,IFVG2-000118
EP-00703,target:NEAREST_VALID_STRUCTURE,RB2-000778
EP-00703,target:BRANCH_SEMANTIC_TARGET,RB2-000778
EP-00703,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000778
EP-00704,context/component,RB2-000936
EP-00704,target:NEAREST_VALID_STRUCTURE,RB2-003355
EP-00704,target:BRANCH_SEMANTIC_TARGET,RB2-003355
EP-00704,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003355
EP-00705,context/component,FVG2-000843
EP-00705,target:NEAREST_VALID_STRUCTURE,RB2-000867
EP-00705,target:BRANCH_SEMANTIC_TARGET,FVG2-000236
EP-00705,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003374
EP-00706,context/component,IFVG2-000121
EP-00706,target:NEAREST_VALID_STRUCTURE,RB2-000867
EP-00706,target:BRANCH_SEMANTIC_TARGET,FVG2-000236
EP-00706,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000236
EP-00707,context/component,IFVG2-000557
EP-00707,target:NEAREST_VALID_STRUCTURE,RB2-000818
EP-00707,target:BRANCH_SEMANTIC_TARGET,RB2-004772
EP-00707,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004772
EP-00708,context/component,IFVG2-000122
EP-00708,target:NEAREST_VALID_STRUCTURE,RB2-000846
EP-00708,target:BRANCH_SEMANTIC_TARGET,RB2-000844
EP-00708,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000844
EP-00709,context/component,IFVG2-000438
EP-00709,target:NEAREST_VALID_STRUCTURE,RB2-000815
EP-00709,target:BRANCH_SEMANTIC_TARGET,RB2-000815
EP-00709,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004772
EP-00710,context/component,RB2-003389
EP-00710,target:NEAREST_VALID_STRUCTURE,RB2-000815
EP-00710,target:BRANCH_SEMANTIC_TARGET,RB2-000815
EP-00710,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004772
EP-00711,context/component,RB2-000940
EP-00711,target:NEAREST_VALID_STRUCTURE,RB2-004269
EP-00711,target:BRANCH_SEMANTIC_TARGET,RB2-004269
EP-00711,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004269
EP-00712,context/component,RB2-004784
EP-00712,target:NEAREST_VALID_STRUCTURE,RB2-000930
EP-00712,target:BRANCH_SEMANTIC_TARGET,RB2-000930
EP-00712,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001245
EP-00713,context/component,IFVG2-000558
EP-00714,context/component,IFVG2-000122
EP-00714,target:NEAREST_VALID_STRUCTURE,RB2-000769
EP-00714,target:BRANCH_SEMANTIC_TARGET,RB2-000769
EP-00714,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000769
EP-00715,context/component,RB2-000942
EP-00715,target:NEAREST_VALID_STRUCTURE,RB2-000902
EP-00715,target:BRANCH_SEMANTIC_TARGET,RB2-000916
EP-00715,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000916
EP-00716,context/component,RB2-003391
EP-00716,target:NEAREST_VALID_STRUCTURE,RB2-000924
EP-00716,target:BRANCH_SEMANTIC_TARGET,RB2-003388
EP-00716,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003388
EP-00717,context/component,RB2-000944
EP-00717,target:NEAREST_VALID_STRUCTURE,RB2-000758
EP-00717,target:BRANCH_SEMANTIC_TARGET,RB2-000758
EP-00717,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000758
EP-00718,context/component,RB2-004785
EP-00718,target:NEAREST_VALID_STRUCTURE,RB2-000814
EP-00718,target:BRANCH_SEMANTIC_TARGET,RB2-000814
EP-00718,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001178
EP-00719,context/component,IFVG2-000438
EP-00720,context/component,RB2-003393
EP-00720,target:NEAREST_VALID_STRUCTURE,FVG2-001053
EP-00720,target:BRANCH_SEMANTIC_TARGET,IFVG2-000553
EP-00720,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000553
EP-00721,context/component,RB2-000926
EP-00721,target:NEAREST_VALID_STRUCTURE,RB2-003334
EP-00721,target:BRANCH_SEMANTIC_TARGET,RB2-003334
EP-00721,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003334
EP-00722,context/component,IFVG2-000123
EP-00722,target:NEAREST_VALID_STRUCTURE,RB2-000925
EP-00722,target:BRANCH_SEMANTIC_TARGET,RB2-000926
EP-00722,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000926
EP-00723,context/component,FVG2-000256
EP-00723,target:NEAREST_VALID_STRUCTURE,RB2-000828
EP-00723,target:BRANCH_SEMANTIC_TARGET,RB2-000927
EP-00723,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000927
EP-00724,context/component,RB2-005084
EP-00724,target:NEAREST_VALID_STRUCTURE,RB2-000828
EP-00724,target:BRANCH_SEMANTIC_TARGET,RB2-000828
EP-00724,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005082
EP-00725,context/component,IFVG2-000124
EP-00725,context/component,IFVG2-000439
EP-00725,target:NEAREST_VALID_STRUCTURE,RB2-003343
EP-00725,target:BRANCH_SEMANTIC_TARGET,FVG2-000212
EP-00725,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003344
EP-00726,context/component,IFVG2-000125
EP-00726,target:NEAREST_VALID_STRUCTURE,RB2-003343
EP-00726,target:BRANCH_SEMANTIC_TARGET,FVG2-000212
EP-00726,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000212
EP-00727,context/component,RB2-004284
EP-00727,target:NEAREST_VALID_STRUCTURE,RB2-004286
EP-00727,target:BRANCH_SEMANTIC_TARGET,RB2-004286
EP-00727,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004286
EP-00728,context/component,FVG2-000212
EP-00728,target:NEAREST_VALID_STRUCTURE,RB2-000771
EP-00728,target:BRANCH_SEMANTIC_TARGET,FVG2-001054
EP-00728,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001054
EP-00729,context/component,FVG2-000830
EP-00729,target:NEAREST_VALID_STRUCTURE,FVG2-000206
EP-00729,target:BRANCH_SEMANTIC_TARGET,IFVG2-000097
EP-00729,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003397
EP-00730,context/component,RB2-000955
EP-00730,context/component,RB2-003397
EP-00730,target:NEAREST_VALID_STRUCTURE,RB2-003343
EP-00730,target:BRANCH_SEMANTIC_TARGET,FVG2-000212
EP-00730,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003344
EP-00731,context/component,RB2-004286
EP-00731,target:NEAREST_VALID_STRUCTURE,RB2-003397
EP-00731,target:BRANCH_SEMANTIC_TARGET,RB2-003397
EP-00731,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004287
EP-00732,context/component,RB2-000953
EP-00732,target:NEAREST_VALID_STRUCTURE,RB2-000771
EP-00732,target:BRANCH_SEMANTIC_TARGET,FVG2-001054
EP-00732,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001054
EP-00733,context/component,RB2-000957
EP-00733,target:NEAREST_VALID_STRUCTURE,FVG2-000203
EP-00733,target:BRANCH_SEMANTIC_TARGET,RB2-003340
EP-00733,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003340
EP-00734,context/component,RB2-003398
EP-00734,target:NEAREST_VALID_STRUCTURE,RB2-000781
EP-00734,target:BRANCH_SEMANTIC_TARGET,RB2-000807
EP-00734,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003340
EP-00735,context/component,IFVG2-000125
EP-00735,target:NEAREST_VALID_STRUCTURE,FVG2-001178
EP-00735,target:BRANCH_SEMANTIC_TARGET,FVG2-001178
EP-00735,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001178
EP-00736,context/component,RB2-000961
EP-00736,target:NEAREST_VALID_STRUCTURE,FVG2-000829
EP-00736,target:BRANCH_SEMANTIC_TARGET,IFVG2-000431
EP-00736,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000431
EP-00737,context/component,RB2-000965
EP-00737,target:NEAREST_VALID_STRUCTURE,RB2-000793
EP-00737,target:BRANCH_SEMANTIC_TARGET,RB2-000793
EP-00737,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000793
EP-00738,context/component,FVG2-000211
EP-00738,context/component,IFVG2-000099
EP-00738,context/component,RB2-000966
EP-00738,target:NEAREST_VALID_STRUCTURE,FVG2-000207
EP-00738,target:BRANCH_SEMANTIC_TARGET,FVG2-000207
EP-00738,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000207
EP-00739,context/component,IFVG2-000098
EP-00739,target:NEAREST_VALID_STRUCTURE,FVG2-000207
EP-00739,target:BRANCH_SEMANTIC_TARGET,FVG2-000207
EP-00739,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000207
EP-00740,context/component,RB2-000969
EP-00740,target:NEAREST_VALID_STRUCTURE,FVG2-000207
EP-00740,target:BRANCH_SEMANTIC_TARGET,IFVG2-000100
EP-00740,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000100
EP-00741,context/component,IFVG2-000126
EP-00741,context/component,RB2-000970
EP-00741,target:NEAREST_VALID_STRUCTURE,RB2-000947
EP-00741,target:BRANCH_SEMANTIC_TARGET,RB2-000807
EP-00741,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000807
EP-00742,context/component,RB2-004291
EP-00742,target:NEAREST_VALID_STRUCTURE,FVG2-001053
EP-00742,target:BRANCH_SEMANTIC_TARGET,FVG2-001053
EP-00742,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001053
EP-00743,context/component,IFVG2-000559
EP-00743,target:NEAREST_VALID_STRUCTURE,FVG2-000207
EP-00743,target:BRANCH_SEMANTIC_TARGET,IFVG2-000100
EP-00743,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001065
EP-00744,context/component,IFVG2-000127
EP-00745,context/component,IFVG2-000128
EP-00745,target:NEAREST_VALID_STRUCTURE,RB2-000807
EP-00745,target:BRANCH_SEMANTIC_TARGET,RB2-000807
EP-00745,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000807
EP-00746,context/component,IFVG2-000129
EP-00746,target:NEAREST_VALID_STRUCTURE,RB2-000876
EP-00746,target:BRANCH_SEMANTIC_TARGET,RB2-000760
EP-00746,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000760
EP-00747,context/component,FVG2-001065
EP-00747,target:NEAREST_VALID_STRUCTURE,RB2-000876
EP-00747,target:BRANCH_SEMANTIC_TARGET,RB2-000760
EP-00747,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004242
EP-00748,context/component,RB2-003404
EP-00748,target:NEAREST_VALID_STRUCTURE,RB2-000876
EP-00748,target:BRANCH_SEMANTIC_TARGET,RB2-000760
EP-00748,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004242
EP-00749,context/component,RB2-000974
EP-00749,target:NEAREST_VALID_STRUCTURE,RB2-000924
EP-00749,target:BRANCH_SEMANTIC_TARGET,RB2-000924
EP-00749,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000924
EP-00750,context/component,FVG2-000263
EP-00750,target:NEAREST_VALID_STRUCTURE,RB2-000944
EP-00750,target:BRANCH_SEMANTIC_TARGET,RB2-000944
EP-00750,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000944
EP-00751,context/component,IFVG2-000130
EP-00751,target:NEAREST_VALID_STRUCTURE,RB2-000819
EP-00751,target:BRANCH_SEMANTIC_TARGET,RB2-000819
EP-00751,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000819
EP-00752,context/component,IFVG2-000440
EP-00752,target:NEAREST_VALID_STRUCTURE,RB2-000851
EP-00752,target:BRANCH_SEMANTIC_TARGET,RB2-000890
EP-00752,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003374
EP-00753,context/component,IFVG2-000441
EP-00753,target:NEAREST_VALID_STRUCTURE,RB2-000851
EP-00753,target:BRANCH_SEMANTIC_TARGET,RB2-000890
EP-00753,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003374
EP-00754,context/component,FVG2-000265
EP-00754,target:NEAREST_VALID_STRUCTURE,FVG2-000196
EP-00754,target:BRANCH_SEMANTIC_TARGET,FVG2-000196
EP-00754,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000196
EP-00755,context/component,RB2-000981
EP-00755,target:NEAREST_VALID_STRUCTURE,RB2-000749
EP-00755,target:BRANCH_SEMANTIC_TARGET,RB2-000749
EP-00755,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000749
EP-00756,context/component,RB2-003408
EP-00756,target:NEAREST_VALID_STRUCTURE,FVG2-000254
EP-00756,target:BRANCH_SEMANTIC_TARGET,RB2-000984
EP-00756,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004269
EP-00757,context/component,RB2-004262
EP-00757,target:NEAREST_VALID_STRUCTURE,RB2-003370
EP-00757,target:BRANCH_SEMANTIC_TARGET,RB2-003370
EP-00757,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001057
EP-00758,context/component,RB2-000986
EP-00758,target:NEAREST_VALID_STRUCTURE,RB2-000874
EP-00758,target:BRANCH_SEMANTIC_TARGET,IFVG2-000094
