episode_id,policy,structure_id,family,timeframe,surface,distance,freshness_bars,availability_seq,natural_rr
EP-01073,NEAREST_VALID_STRUCTURE,RB2-004888,rb,15,30002.0,0.75,29,3105,0.1304
EP-01073,BRANCH_SEMANTIC_TARGET,RB2-001385,rb,1,30001.5,1.25,6,3128,0.2174
EP-01073,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001385,rb,1,30001.5,1.25,6,3128,0.2174
EP-01074,NEAREST_VALID_STRUCTURE,RB2-001381,rb,1,30009.25,1.75,15,3123,0.1489
EP-01074,BRANCH_SEMANTIC_TARGET,FVG2-001134,fvg,5,30009.25,1.75,8,3130,0.1489
EP-01074,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001134,fvg,5,30009.25,1.75,8,3130,0.1489
EP-01075,NEAREST_VALID_STRUCTURE,RB2-001381,rb,1,30009.25,1.75,15,3123,0.28
EP-01075,BRANCH_SEMANTIC_TARGET,FVG2-001134,fvg,5,30009.25,1.75,8,3130,0.28
EP-01075,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001134,fvg,5,30009.25,1.75,8,3130,0.28
EP-01076,NEAREST_VALID_STRUCTURE,RB2-001381,rb,1,30009.25,0.5,16,3123,0.0667
EP-01076,BRANCH_SEMANTIC_TARGET,FVG2-001134,fvg,5,30009.25,0.5,9,3130,0.0667
EP-01076,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001134,fvg,5,30009.25,0.5,9,3130,0.0667
EP-01077,NEAREST_VALID_STRUCTURE,RB2-001381,rb,1,30009.25,0.75,24,3123,0.0938
EP-01077,BRANCH_SEMANTIC_TARGET,FVG2-001134,fvg,5,30009.25,0.75,17,3130,0.0938
EP-01077,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001134,fvg,5,30009.25,0.75,17,3130,0.0938
EP-01078,NEAREST_VALID_STRUCTURE,FVG2-000928,fvg,3,29988.75,2.0,54,3096,0.0702
EP-01078,BRANCH_SEMANTIC_TARGET,FVG2-000928,fvg,3,29988.75,2.0,54,3096,0.0702
EP-01078,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001229,fvg,15,29986.0,4.75,30,3120,0.1667
EP-01079,NEAREST_VALID_STRUCTURE,RB2-001371,rb,1,29987.75,1.0,45,3106,0.1176
EP-01079,BRANCH_SEMANTIC_TARGET,RB2-001371,rb,1,29987.75,1.0,45,3106,0.1176
EP-01079,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001371,rb,1,29987.75,1.0,45,3106,0.1176
EP-01081,NEAREST_VALID_STRUCTURE,RB2-001371,rb,1,29987.75,0.5,49,3106,0.0556
EP-01081,BRANCH_SEMANTIC_TARGET,RB2-001371,rb,1,29987.75,0.5,49,3106,0.0556
EP-01081,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001371,rb,1,29987.75,0.5,49,3106,0.0556
EP-01082,NEAREST_VALID_STRUCTURE,RB2-001387,rb,1,29998.0,0.75,21,3135,0.0698
EP-01082,BRANCH_SEMANTIC_TARGET,RB2-000055,rb,1,29999.5,2.25,3009,147,0.2093
EP-01082,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000055,rb,1,29999.5,2.25,3009,147,0.2093
EP-01083,NEAREST_VALID_STRUCTURE,RB2-001382,rb,1,30005.0,0.25,35,3124,0.0667
EP-01083,BRANCH_SEMANTIC_TARGET,RB2-001384,rb,1,30005.0,0.25,32,3127,0.0667
EP-01083,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001384,rb,1,30005.0,0.25,32,3127,0.0667
EP-01084,NEAREST_VALID_STRUCTURE,RB2-001382,rb,1,30005.0,0.25,35,3124,0.0185
EP-01084,BRANCH_SEMANTIC_TARGET,RB2-001384,rb,1,30005.0,0.25,32,3127,0.0185
EP-01084,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001384,rb,1,30005.0,0.25,32,3127,0.0185
EP-01085,NEAREST_VALID_STRUCTURE,RB2-001392,rb,1,30005.5,0.5,13,3147,0.1053
EP-01085,BRANCH_SEMANTIC_TARGET,FVG2-000929,fvg,3,30007.5,2.5,31,3129,0.5263
EP-01085,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000929,fvg,3,30007.5,2.5,31,3129,0.5263
EP-01086,NEAREST_VALID_STRUCTURE,RB2-001375,rb,1,30016.25,0.75,63,3111,0.0545
EP-01086,BRANCH_SEMANTIC_TARGET,RB2-001375,rb,1,30016.25,0.75,63,3111,0.0545
EP-01086,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004175,rb,5,30019.0,3.5,3039,135,0.2545
EP-01087,NEAREST_VALID_STRUCTURE,RB2-004456,rb,5,30014.25,1.0,61,3115,0.3636
EP-01087,BRANCH_SEMANTIC_TARGET,RB2-004456,rb,5,30014.25,1.0,61,3115,0.3636
EP-01087,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004456,rb,5,30014.25,1.0,61,3115,0.3636
EP-01088,NEAREST_VALID_STRUCTURE,RB2-001379,rb,1,30015.5,0.25,58,3121,0.0286
EP-01088,BRANCH_SEMANTIC_TARGET,RB2-001379,rb,1,30015.5,0.25,58,3121,0.0286
EP-01088,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001379,rb,1,30015.5,0.25,58,3121,0.0286
EP-01089,NEAREST_VALID_STRUCTURE,RB2-000049,rb,1,30024.0,1.5,3049,131,0.0178
EP-01089,BRANCH_SEMANTIC_TARGET,RB2-000049,rb,1,30024.0,1.5,3049,131,0.0178
EP-01090,NEAREST_VALID_STRUCTURE,RB2-003600,rb,3,30030.0,1.75,0,3183,0.1628
EP-01090,BRANCH_SEMANTIC_TARGET,RB2-003600,rb,3,30030.0,1.75,0,3183,0.1628
EP-01090,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003600,rb,3,30030.0,1.75,0,3183,0.1628
EP-01091,NEAREST_VALID_STRUCTURE,RB2-001378,rb,1,30015.25,0.5,64,3120,0.0118
EP-01091,BRANCH_SEMANTIC_TARGET,RB2-001406,rb,1,30015.25,0.5,4,3180,0.0118
EP-01091,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001406,rb,1,30015.25,0.5,4,3180,0.0118
EP-01092,NEAREST_VALID_STRUCTURE,FVG2-000346,fvg,1,29993.0,1.25,92,3095,0.045
EP-01092,BRANCH_SEMANTIC_TARGET,FVG2-000346,fvg,1,29993.0,1.25,92,3095,0.045
EP-01092,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000346,fvg,1,29993.0,1.25,92,3095,0.045
EP-01093,NEAREST_VALID_STRUCTURE,RB2-001398,rb,1,30004.25,0.5,29,3159,0.04
EP-01093,BRANCH_SEMANTIC_TARGET,RB2-001398,rb,1,30004.25,0.5,29,3159,0.04
EP-01093,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001398,rb,1,30004.25,0.5,29,3159,0.04
EP-01094,NEAREST_VALID_STRUCTURE,RB2-000051,rb,1,30010.75,0.25,3052,137,0.0204
EP-01094,BRANCH_SEMANTIC_TARGET,RB2-000051,rb,1,30010.75,0.25,3052,137,0.0204
EP-01094,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004463,rb,5,30011.75,1.25,14,3175,0.102
EP-01095,NEAREST_VALID_STRUCTURE,RB2-000049,rb,1,30024.0,0.25,3059,131,0.0139
EP-01095,BRANCH_SEMANTIC_TARGET,RB2-000049,rb,1,30024.0,0.25,3059,131,0.0139
EP-01095,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000049,rb,1,30024.0,0.25,3059,131,0.0139
EP-01096,NEAREST_VALID_STRUCTURE,RB2-004461,rb,5,29998.25,0.25,37,3155,0.0042
EP-01096,BRANCH_SEMANTIC_TARGET,IFVG2-000182,ifvg,1,29997.5,1.0,35,3157,0.0167
EP-01096,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000930,fvg,3,29997.0,1.5,33,3159,0.0251
EP-01098,NEAREST_VALID_STRUCTURE,RB2-001412,rb,1,29999.75,0.25,3,3192,0.0043
EP-01098,BRANCH_SEMANTIC_TARGET,RB2-001412,rb,1,29999.75,0.25,3,3192,0.0043
EP-01098,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001064,fvg,5,29996.5,3.5,3060,135,0.0601
EP-01099,NEAREST_VALID_STRUCTURE,RB2-001397,rb,1,30000.25,0.25,37,3158,0.0455
EP-01099,BRANCH_SEMANTIC_TARGET,RB2-004458,rb,5,30000.25,0.25,60,3135,0.0455
EP-01099,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004458,rb,5,30000.25,0.25,60,3135,0.0455
EP-01100,NEAREST_VALID_STRUCTURE,RB2-003599,rb,3,30021.75,2.5,19,3180,0.1429
EP-01100,BRANCH_SEMANTIC_TARGET,RB2-003599,rb,3,30021.75,2.5,19,3180,0.1429
EP-01100,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003599,rb,3,30021.75,2.5,19,3180,0.1429
EP-01101,NEAREST_VALID_STRUCTURE,RB2-004175,rb,5,30019.0,0.5,3065,135,0.0192
EP-01101,BRANCH_SEMANTIC_TARGET,RB2-004175,rb,5,30019.0,0.5,3065,135,0.0192
EP-01101,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004175,rb,5,30019.0,0.5,3065,135,0.0192
EP-01102,NEAREST_VALID_STRUCTURE,RB2-000049,rb,1,30024.0,1.0,3070,131,0.0909
EP-01102,BRANCH_SEMANTIC_TARGET,RB2-000049,rb,1,30024.0,1.0,3070,131,0.0909
EP-01102,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000049,rb,1,30024.0,1.0,3070,131,0.0909
EP-01103,NEAREST_VALID_STRUCTURE,RB2-001386,rb,1,30005.75,0.25,71,3133,0.0127
EP-01103,BRANCH_SEMANTIC_TARGET,RB2-001386,rb,1,30005.75,0.25,71,3133,0.0127
EP-01103,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003596,rb,3,30004.75,1.25,42,3162,0.0633
EP-01104,NEAREST_VALID_STRUCTURE,RB2-001396,rb,1,29997.75,0.25,51,3154,0.0179
EP-01104,BRANCH_SEMANTIC_TARGET,IFVG2-000182,ifvg,1,29997.5,0.5,48,3157,0.0357
EP-01104,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000182,ifvg,1,29997.5,0.5,48,3157,0.0357
EP-01105,NEAREST_VALID_STRUCTURE,FVG2-000928,fvg,3,29988.75,0.5,110,3096,0.0227
EP-01105,BRANCH_SEMANTIC_TARGET,FVG2-000928,fvg,3,29988.75,0.5,110,3096,0.0227
EP-01105,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000928,fvg,3,29988.75,0.5,110,3096,0.0227
EP-01106,NEAREST_VALID_STRUCTURE,RB2-001340,rb,1,29978.25,0.75,174,3037,0.0938
EP-01106,BRANCH_SEMANTIC_TARGET,RB2-001340,rb,1,29978.25,0.75,174,3037,0.0938
EP-01106,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001340,rb,1,29978.25,0.75,174,3037,0.0938
EP-01107,NEAREST_VALID_STRUCTURE,FVG2-001064,fvg,5,29986.25,0.25,3078,135,0.025
EP-01107,BRANCH_SEMANTIC_TARGET,IFVG2-000548,ifvg,5,29986.25,0.25,3073,140,0.025
EP-01107,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000548,ifvg,5,29986.25,0.25,3073,140,0.025
EP-01108,NEAREST_VALID_STRUCTURE,RB2-000050,rb,1,30003.5,0.25,3084,134,0.0172
EP-01108,BRANCH_SEMANTIC_TARGET,RB2-001393,rb,1,30003.5,0.25,69,3149,0.0172
EP-01108,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001393,rb,1,30003.5,0.25,69,3149,0.0172
EP-01109,NEAREST_VALID_STRUCTURE,RB2-001386,rb,1,30000.5,0.25,86,3133,0.0189
EP-01109,BRANCH_SEMANTIC_TARGET,FVG2-000350,fvg,1,30001.0,0.75,69,3150,0.0566
EP-01109,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003595,rb,3,30004.25,4.0,60,3159,0.3019
EP-01110,NEAREST_VALID_STRUCTURE,RB2-001400,rb,1,30009.5,0.25,53,3167,0.0128
EP-01110,BRANCH_SEMANTIC_TARGET,RB2-001400,rb,1,30009.5,0.25,53,3167,0.0128
EP-01110,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001400,rb,1,30009.5,0.25,53,3167,0.0128
EP-01111,NEAREST_VALID_STRUCTURE,RB2-004461,rb,5,29990.75,0.25,70,3155,0.0455
EP-01111,BRANCH_SEMANTIC_TARGET,RB2-004461,rb,5,29990.75,0.25,70,3155,0.0455
EP-01111,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004893,rb,15,30000.0,9.5,15,3210,1.7273
EP-01112,NEAREST_VALID_STRUCTURE,RB2-001374,rb,1,29997.25,1.0,118,3110,0.1081
EP-01112,BRANCH_SEMANTIC_TARGET,RB2-000055,rb,1,29999.5,3.25,3081,147,0.3514
EP-01112,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003607,rb,3,29999.5,3.25,3,3225,0.3514
EP-01113,NEAREST_VALID_STRUCTURE,RB2-001398,rb,1,30004.25,0.5,74,3159,0.037
EP-01113,BRANCH_SEMANTIC_TARGET,RB2-001398,rb,1,30004.25,0.5,74,3159,0.037
EP-01113,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001398,rb,1,30004.25,0.5,74,3159,0.037
EP-01114,NEAREST_VALID_STRUCTURE,RB2-001401,rb,1,30008.75,0.75,63,3171,0.0268
EP-01114,BRANCH_SEMANTIC_TARGET,RB2-001401,rb,1,30008.75,0.75,63,3171,0.0268
EP-01114,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001134,fvg,5,30009.25,1.25,104,3130,0.0446
EP-01115,NEAREST_VALID_STRUCTURE,RB2-001401,rb,1,30008.75,0.75,63,3171,0.0732
EP-01115,BRANCH_SEMANTIC_TARGET,RB2-001401,rb,1,30008.75,0.75,63,3171,0.0732
EP-01115,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001401,rb,1,30008.75,0.75,63,3171,0.0732
EP-01116,NEAREST_VALID_STRUCTURE,RB2-001381,rb,1,30009.25,0.25,112,3123,0.0222
EP-01116,BRANCH_SEMANTIC_TARGET,FVG2-001134,fvg,5,30009.25,0.25,105,3130,0.0222
EP-01116,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001134,fvg,5,30009.25,0.25,105,3130,0.0222
EP-01117,NEAREST_VALID_STRUCTURE,RB2-004456,rb,5,30014.25,1.0,121,3115,0.0727
EP-01117,BRANCH_SEMANTIC_TARGET,RB2-004456,rb,5,30014.25,1.0,121,3115,0.0727
EP-01117,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004456,rb,5,30014.25,1.0,121,3115,0.0727
EP-01118,NEAREST_VALID_STRUCTURE,RB2-001407,rb,1,30050.75,19.0,59,3181,0.2135
EP-01118,BRANCH_SEMANTIC_TARGET,RB2-001407,rb,1,30050.75,19.0,59,3181,0.2135
EP-01119,NEAREST_VALID_STRUCTURE,RB2-001407,rb,1,30050.75,1.75,64,3181,0.1111
EP-01119,BRANCH_SEMANTIC_TARGET,RB2-001407,rb,1,30050.75,1.75,64,3181,0.1111
EP-01119,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001407,rb,1,30050.75,1.75,64,3181,0.1111
EP-01120,NEAREST_VALID_STRUCTURE,RB2-001432,rb,1,30033.25,0.25,10,3243,0.0455
EP-01120,BRANCH_SEMANTIC_TARGET,RB2-001431,rb,1,30035.0,2.0,11,3242,0.3636
EP-01120,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001431,rb,1,30035.0,2.0,11,3242,0.3636
EP-01121,NEAREST_VALID_STRUCTURE,RB2-001434,rb,1,30041.0,0.5,8,3247,0.0312
EP-01121,BRANCH_SEMANTIC_TARGET,RB2-001434,rb,1,30041.0,0.5,8,3247,0.0312
EP-01121,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004894,rb,15,30042.5,2.0,0,3255,0.125
EP-01122,NEAREST_VALID_STRUCTURE,RB2-001438,rb,1,30034.5,1.0,0,3256,0.087
EP-01122,BRANCH_SEMANTIC_TARGET,RB2-001438,rb,1,30034.5,1.0,0,3256,0.087
EP-01122,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001438,rb,1,30034.5,1.0,0,3256,0.087
EP-01124,NEAREST_VALID_STRUCTURE,RB2-003612,rb,3,30030.5,0.25,6,3255,0.0333
EP-01124,BRANCH_SEMANTIC_TARGET,RB2-003612,rb,3,30030.5,0.25,6,3255,0.0333
EP-01124,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003612,rb,3,30030.5,0.25,6,3255,0.0333
EP-01125,NEAREST_VALID_STRUCTURE,RB2-001434,rb,1,30041.0,0.5,20,3247,0.0235
EP-01125,BRANCH_SEMANTIC_TARGET,RB2-001434,rb,1,30041.0,0.5,20,3247,0.0235
EP-01125,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004894,rb,15,30042.5,2.0,12,3255,0.0941
EP-01126,NEAREST_VALID_STRUCTURE,RB2-001434,rb,1,30041.0,0.5,20,3247,0.0513
EP-01126,BRANCH_SEMANTIC_TARGET,RB2-001434,rb,1,30041.0,0.5,20,3247,0.0513
EP-01126,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001434,rb,1,30041.0,0.5,20,3247,0.0513
EP-01127,NEAREST_VALID_STRUCTURE,RB2-004894,rb,15,30042.5,0.75,15,3255,0.0252
EP-01127,BRANCH_SEMANTIC_TARGET,RB2-004894,rb,15,30042.5,0.75,15,3255,0.0252
EP-01127,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004894,rb,15,30042.5,0.75,15,3255,0.0252
EP-01128,NEAREST_VALID_STRUCTURE,RB2-001379,rb,1,30015.5,0.25,152,3121,0.0769
EP-01128,BRANCH_SEMANTIC_TARGET,RB2-001379,rb,1,30015.5,0.25,152,3121,0.0769
EP-01128,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001379,rb,1,30015.5,0.25,152,3121,0.0769
EP-01129,NEAREST_VALID_STRUCTURE,RB2-000049,rb,1,30024.0,0.5,3143,131,0.0364
EP-01129,BRANCH_SEMANTIC_TARGET,RB2-000049,rb,1,30024.0,0.5,3143,131,0.0364
EP-01129,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000049,rb,1,30024.0,0.5,3143,131,0.0364
EP-01130,NEAREST_VALID_STRUCTURE,RB2-003600,rb,3,30030.0,1.0,93,3183,0.0494
EP-01130,BRANCH_SEMANTIC_TARGET,RB2-003600,rb,3,30030.0,1.0,93,3183,0.0494
EP-01130,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003600,rb,3,30030.0,1.0,93,3183,0.0494
EP-01131,NEAREST_VALID_STRUCTURE,FVG2-000362,fvg,1,30027.5,0.5,37,3241,0.0513
EP-01131,BRANCH_SEMANTIC_TARGET,RB2-001408,rb,1,30028.25,1.25,94,3184,0.1282
EP-01131,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001408,rb,1,30028.25,1.25,94,3184,0.1282
EP-01132,NEAREST_VALID_STRUCTURE,FVG2-000933,fvg,3,30019.25,0.5,40,3240,0.0488
EP-01132,BRANCH_SEMANTIC_TARGET,FVG2-000933,fvg,3,30019.25,0.5,40,3240,0.0488
EP-01132,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000933,fvg,3,30019.25,0.5,40,3240,0.0488
EP-01133,NEAREST_VALID_STRUCTURE,RB2-001449,rb,1,30018.25,0.25,12,3273,0.0079
EP-01133,BRANCH_SEMANTIC_TARGET,RB2-001454,rb,1,30018.25,0.25,0,3285,0.0079
EP-01133,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005135,rb,60,30012.75,5.75,105,3180,0.1825
EP-01134,NEAREST_VALID_STRUCTURE,RB2-000049,rb,1,30024.0,0.5,3160,131,0.0364
EP-01134,BRANCH_SEMANTIC_TARGET,RB2-000049,rb,1,30024.0,0.5,3160,131,0.0364
EP-01134,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003600,rb,3,30030.0,6.5,108,3183,0.4727
EP-01135,NEAREST_VALID_STRUCTURE,RB2-001411,rb,1,30014.75,0.5,103,3189,0.0455
EP-01135,BRANCH_SEMANTIC_TARGET,RB2-000050,rb,1,30014.25,1.0,3158,134,0.0909
EP-01135,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000050,rb,1,30014.25,1.0,3158,134,0.0909
EP-01136,NEAREST_VALID_STRUCTURE,RB2-001437,rb,1,30029.0,0.25,43,3252,0.0132
EP-01136,BRANCH_SEMANTIC_TARGET,RB2-001451,rb,1,30029.0,0.25,18,3277,0.0132
EP-01136,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004894,rb,15,30042.5,13.75,40,3255,0.7237
EP-01137,NEAREST_VALID_STRUCTURE,RB2-003599,rb,3,30025.0,0.25,118,3180,0.0196
EP-01137,BRANCH_SEMANTIC_TARGET,RB2-004472,rb,5,30024.25,1.0,23,3275,0.0784
EP-01137,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004472,rb,5,30024.25,1.0,23,3275,0.0784
EP-01138,NEAREST_VALID_STRUCTURE,RB2-003600,rb,3,30030.0,0.25,116,3183,0.0526
EP-01138,BRANCH_SEMANTIC_TARGET,RB2-003600,rb,3,30030.0,0.25,116,3183,0.0526
EP-01138,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003600,rb,3,30030.0,0.25,116,3183,0.0526
EP-01139,NEAREST_VALID_STRUCTURE,RB2-003612,rb,3,30027.75,0.25,49,3255,0.0133
EP-01139,BRANCH_SEMANTIC_TARGET,RB2-001408,rb,1,30028.25,0.75,120,3184,0.04
EP-01139,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001408,rb,1,30028.25,0.75,120,3184,0.04
EP-01142,NEAREST_VALID_STRUCTURE,RB2-001436,rb,1,30044.0,1.0,60,3250,0.1
EP-01142,BRANCH_SEMANTIC_TARGET,RB2-001436,rb,1,30044.0,1.0,60,3250,0.1
EP-01142,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001436,rb,1,30044.0,1.0,60,3250,0.1
EP-01143,NEAREST_VALID_STRUCTURE,RB2-001447,rb,1,30036.25,0.5,46,3269,0.019
EP-01143,BRANCH_SEMANTIC_TARGET,RB2-001447,rb,1,30036.25,0.5,46,3269,0.019
EP-01143,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004894,rb,15,30042.5,6.75,60,3255,0.2571
EP-01144,NEAREST_VALID_STRUCTURE,RB2-001408,rb,1,30035.5,0.25,131,3184,0.0172
EP-01144,BRANCH_SEMANTIC_TARGET,RB2-001432,rb,1,30035.5,0.25,72,3243,0.0172
EP-01144,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001432,rb,1,30035.5,0.25,72,3243,0.0172
EP-01145,NEAREST_VALID_STRUCTURE,RB2-003617,rb,3,30021.25,0.25,26,3291,0.0103
EP-01145,BRANCH_SEMANTIC_TARGET,RB2-003617,rb,3,30021.25,0.25,26,3291,0.0103
EP-01145,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003617,rb,3,30021.25,0.25,26,3291,0.0103
EP-01146,NEAREST_VALID_STRUCTURE,RB2-001377,rb,1,30016.0,0.25,204,3115,0.0085
EP-01146,BRANCH_SEMANTIC_TARGET,RB2-001416,rb,1,30015.75,0.5,120,3199,0.0169
EP-01146,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001416,rb,1,30015.75,0.5,120,3199,0.0169
EP-01147,NEAREST_VALID_STRUCTURE,RB2-001391,rb,1,30010.75,0.25,175,3146,0.0152
EP-01147,BRANCH_SEMANTIC_TARGET,RB2-001381,rb,1,30010.5,0.5,198,3123,0.0303
EP-01147,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001381,rb,1,30010.5,0.5,198,3123,0.0303
EP-01148,NEAREST_VALID_STRUCTURE,RB2-001412,rb,1,29999.75,0.25,130,3192,0.0105
EP-01148,BRANCH_SEMANTIC_TARGET,RB2-001412,rb,1,29999.75,0.25,130,3192,0.0105
EP-01148,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001412,rb,1,29999.75,0.25,130,3192,0.0105
EP-01149,NEAREST_VALID_STRUCTURE,RB2-001335,rb,1,29968.25,0.75,301,3025,0.0259
EP-01149,BRANCH_SEMANTIC_TARGET,RB2-004452,rb,5,29968.25,0.75,271,3055,0.0259
EP-01149,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004452,rb,5,29968.25,0.75,271,3055,0.0259
EP-01150,NEAREST_VALID_STRUCTURE,RB2-004883,rb,15,29944.0,1.75,342,2985,0.0238
EP-01150,BRANCH_SEMANTIC_TARGET,RB2-000058,rb,1,29943.25,2.5,3174,153,0.034
EP-01150,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003127,rb,3,29943.25,2.5,3174,153,0.034
EP-01151,NEAREST_VALID_STRUCTURE,FVG2-000013,fvg,1,29960.75,0.5,3177,152,0.0182
EP-01151,BRANCH_SEMANTIC_TARGET,FVG2-000013,fvg,1,29960.75,0.5,3177,152,0.0182
EP-01151,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000013,fvg,1,29960.75,0.5,3177,152,0.0182
EP-01152,NEAREST_VALID_STRUCTURE,FVG2-000013,fvg,1,29960.75,0.5,3177,152,0.0132
EP-01152,BRANCH_SEMANTIC_TARGET,FVG2-000013,fvg,1,29960.75,0.5,3177,152,0.0132
EP-01152,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000013,fvg,1,29960.75,0.5,3177,152,0.0132
EP-01153,NEAREST_VALID_STRUCTURE,RB2-004174,rb,5,29967.0,1.0,3200,130,0.0111
EP-01153,BRANCH_SEMANTIC_TARGET,RB2-004174,rb,5,29967.0,1.0,3200,130,0.0111
EP-01153,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005046,rb,30,29961.0,7.0,240,3090,0.0776
EP-01154,NEAREST_VALID_STRUCTURE,RB2-004174,rb,5,29967.0,1.0,3200,130,0.0244
EP-01154,BRANCH_SEMANTIC_TARGET,RB2-004174,rb,5,29967.0,1.0,3200,130,0.0244
EP-01154,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004174,rb,5,29967.0,1.0,3200,130,0.0244
EP-01155,NEAREST_VALID_STRUCTURE,RB2-004884,rb,15,29963.5,0.75,319,3015,0.0612
EP-01155,BRANCH_SEMANTIC_TARGET,RB2-004884,rb,15,29963.5,0.75,319,3015,0.0612
EP-01155,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004884,rb,15,29963.5,0.75,319,3015,0.0612
EP-01156,NEAREST_VALID_STRUCTURE,FVG2-000345,fvg,1,29975.25,0.25,247,3089,0.0059
EP-01156,BRANCH_SEMANTIC_TARGET,IFVG2-000186,ifvg,1,29975.25,0.25,124,3212,0.0059
