week,episode_id,variant_id,structure_id,family,tf,surface,distance,natural_rr,availability_seq,exclusion_reason,selected_as
observation,EP-00935,EP-00935-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-003198,rb,3,29908.75,1.75,0.0737,837,behind_entry,
observation,EP-00935,EP-00935-ENTRY_ON_MINIMAL_WICK_REJECTION,RB2-004158,rb,5,29886.75,23.75,1.0,835,component,
observation,EP-00935,EP-00935-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000005,ifvg,1,29964.5,54.0,2.2737,143,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-00935,EP-00935-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000387,ifvg,3,29968.5,58.0,2.4421,51,,
observation,EP-00935,EP-00935-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000002,ifvg,1,29998.0,87.5,3.6842,97,,
observation,EP-00935,EP-00935-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-003093,rb,3,29908.0,2.5,0.1053,162,same_direction,
observation,EP-00935,EP-00935-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-000003,rb,1,29909.25,1.25,0.0526,19,inactive_or_traversed,
observation,EP-00935,EP-00935-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-003198,rb,3,29908.75,1.75,0.0737,837,behind_entry,
observation,EP-00935,EP-00935-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-004158,rb,5,29886.75,23.75,1.0,835,component,
observation,EP-00935,EP-00935-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000005,ifvg,1,29964.5,37.5,0.9317,143,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-00935,EP-00935-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000387,ifvg,3,29968.5,41.5,1.0311,51,,
observation,EP-00935,EP-00935-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000002,ifvg,1,29998.0,71.0,1.764,97,,
observation,EP-00935,EP-00935-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000753,fvg,3,29926.75,0.25,0.0062,165,same_direction,
observation,EP-00935,EP-00935-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000055,rb,1,29927.25,0.25,0.0062,148,inactive_or_traversed,
observation,EP-00935,EP-00935-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000048,ifvg,1,29897.75,29.25,0.7267,838,behind_entry,
observation,EP-00935,EP-00935-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-004158,rb,5,29886.75,40.25,1.0,835,component,
observation,EP-00935,EP-00935-ENTRY_ON_NEW_FVG,IFVG2-000005,ifvg,1,29964.5,32.25,0.7088,143,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-00935,EP-00935-ENTRY_ON_NEW_FVG,IFVG2-000387,ifvg,3,29968.5,36.25,0.7967,51,,
observation,EP-00935,EP-00935-ENTRY_ON_NEW_FVG,IFVG2-000002,ifvg,1,29998.0,65.75,1.4451,97,,
observation,EP-00935,EP-00935-ENTRY_ON_NEW_FVG,RB2-000061,rb,1,29932.75,0.5,0.011,164,same_direction,
observation,EP-00935,EP-00935-ENTRY_ON_NEW_FVG,RB2-003094,rb,3,29933.75,1.5,0.033,165,inactive_or_traversed,
observation,EP-00935,EP-00935-ENTRY_ON_NEW_FVG,RB2-000369,rb,1,29931.0,1.25,0.0275,852,behind_entry,
observation,EP-00935,EP-00935-ENTRY_ON_NEW_FVG,RB2-004158,rb,5,29886.75,45.5,1.0,835,component,
observation,EP-00948,EP-00948-ENTRY_ON_TAP,IFVG2-000005,ifvg,1,29964.5,52.75,3.3492,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-00948,EP-00948-ENTRY_ON_TAP,IFVG2-000387,ifvg,3,29968.5,56.75,3.6032,51,,
observation,EP-00948,EP-00948-ENTRY_ON_TAP,IFVG2-000002,ifvg,1,29998.0,86.25,5.4762,97,,
observation,EP-00948,EP-00948-ENTRY_ON_TAP,RB2-003093,rb,3,29908.0,3.75,0.2381,162,same_direction,
observation,EP-00948,EP-00948-ENTRY_ON_TAP,RB2-000003,rb,1,29909.25,2.5,0.1587,19,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-00948,EP-00948-ENTRY_ON_TAP,RB2-003198,rb,3,29908.75,3.0,0.1905,837,behind_entry,
observation,EP-00948,EP-00948-ENTRY_ON_TAP,RB2-000366,rb,1,29896.0,15.75,1.0,846,component,
observation,EP-00948,EP-00948-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000005,ifvg,1,29964.5,44.75,1.8842,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-00948,EP-00948-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000387,ifvg,3,29968.5,48.75,2.0526,51,,
observation,EP-00948,EP-00948-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000002,ifvg,1,29998.0,78.25,3.2947,97,,
observation,EP-00948,EP-00948-ENTRY_ON_FIRST_CLOSE_OUTSIDE,FVG2-000746,fvg,3,29921.0,1.25,0.0526,24,same_direction,
observation,EP-00948,EP-00948-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-000367,rb,1,29920.0,0.25,0.0105,848,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-00948,EP-00948-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-003198,rb,3,29908.75,11.0,0.4632,837,behind_entry,
observation,EP-00948,EP-00948-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-000366,rb,1,29896.0,23.75,1.0,846,component,
observation,EP-00948,EP-00948-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000005,ifvg,1,29964.5,44.75,1.8842,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-00948,EP-00948-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000387,ifvg,3,29968.5,48.75,2.0526,51,,
observation,EP-00948,EP-00948-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000002,ifvg,1,29998.0,78.25,3.2947,97,,
observation,EP-00948,EP-00948-ENTRY_ON_IMMEDIATE_DISPLACEMENT,FVG2-000746,fvg,3,29921.0,1.25,0.0526,24,same_direction,
observation,EP-00948,EP-00948-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-000367,rb,1,29920.0,0.25,0.0105,848,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-00948,EP-00948-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-003198,rb,3,29908.75,11.0,0.4632,837,behind_entry,
observation,EP-00948,EP-00948-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-000366,rb,1,29896.0,23.75,1.0,846,component,
observation,EP-00948,EP-00948-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000005,ifvg,1,29964.5,37.5,1.2097,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-00948,EP-00948-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000387,ifvg,3,29968.5,41.5,1.3387,51,,
observation,EP-00948,EP-00948-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000002,ifvg,1,29998.0,71.0,2.2903,97,,
observation,EP-00948,EP-00948-ENTRY_ON_DELAYED_DISPLACEMENT,FVG2-000753,fvg,3,29926.75,0.25,0.0081,165,same_direction,
observation,EP-00948,EP-00948-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000055,rb,1,29927.25,0.25,0.0081,148,inactive_or_traversed,
observation,EP-00948,EP-00948-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000048,ifvg,1,29897.75,29.25,0.9435,838,behind_entry,
observation,EP-00948,EP-00948-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000366,rb,1,29896.0,31.0,1.0,846,component,
observation,EP-00948,EP-00948-ENTRY_ON_NEW_IFVG,IFVG2-000005,ifvg,1,29964.5,32.25,0.8897,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-00948,EP-00948-ENTRY_ON_NEW_IFVG,IFVG2-000387,ifvg,3,29968.5,36.25,1.0,51,,
observation,EP-00948,EP-00948-ENTRY_ON_NEW_IFVG,IFVG2-000002,ifvg,1,29998.0,65.75,1.8138,97,,
observation,EP-00948,EP-00948-ENTRY_ON_NEW_IFVG,RB2-000061,rb,1,29932.75,0.5,0.0138,164,same_direction,
observation,EP-00948,EP-00948-ENTRY_ON_NEW_IFVG,RB2-003094,rb,3,29933.75,1.5,0.0414,165,inactive_or_traversed,
observation,EP-00948,EP-00948-ENTRY_ON_NEW_IFVG,RB2-000369,rb,1,29931.0,1.25,0.0345,852,behind_entry,
observation,EP-00948,EP-00948-ENTRY_ON_NEW_IFVG,RB2-000366,rb,1,29896.0,36.25,1.0,846,component,
observation,EP-00951,EP-00951-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000005,ifvg,1,29964.5,32.25,3.9091,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-00951,EP-00951-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000387,ifvg,3,29968.5,36.25,4.3939,51,,
observation,EP-00951,EP-00951-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000002,ifvg,1,29998.0,65.75,7.9697,97,,
observation,EP-00951,EP-00951-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-000061,rb,1,29932.75,0.5,0.0606,164,same_direction,
observation,EP-00951,EP-00951-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-003094,rb,3,29933.75,1.5,0.1818,165,inactive_or_traversed,
observation,EP-00951,EP-00951-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-000369,rb,1,29931.0,1.25,0.1515,852,behind_entry,
observation,EP-00951,EP-00951-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-000368,rb,1,29924.0,8.25,1.0,851,component,
observation,EP-00951,EP-00951-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000005,ifvg,1,29964.5,32.25,3.9091,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-00951,EP-00951-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000387,ifvg,3,29968.5,36.25,4.3939,51,,
observation,EP-00951,EP-00951-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000002,ifvg,1,29998.0,65.75,7.9697,97,,
observation,EP-00951,EP-00951-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000061,rb,1,29932.75,0.5,0.0606,164,same_direction,
observation,EP-00951,EP-00951-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-003094,rb,3,29933.75,1.5,0.1818,165,inactive_or_traversed,
observation,EP-00951,EP-00951-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000369,rb,1,29931.0,1.25,0.1515,852,behind_entry,
observation,EP-00951,EP-00951-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000368,rb,1,29924.0,8.25,1.0,851,component,
observation,EP-00951,EP-00951-ENTRY_ON_NEW_IFVG,IFVG2-000005,ifvg,1,29964.5,32.25,3.9091,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-00951,EP-00951-ENTRY_ON_NEW_IFVG,IFVG2-000387,ifvg,3,29968.5,36.25,4.3939,51,,
observation,EP-00951,EP-00951-ENTRY_ON_NEW_IFVG,IFVG2-000002,ifvg,1,29998.0,65.75,7.9697,97,,
observation,EP-00951,EP-00951-ENTRY_ON_NEW_IFVG,RB2-000061,rb,1,29932.75,0.5,0.0606,164,same_direction,
observation,EP-00951,EP-00951-ENTRY_ON_NEW_IFVG,RB2-003094,rb,3,29933.75,1.5,0.1818,165,inactive_or_traversed,
observation,EP-00951,EP-00951-ENTRY_ON_NEW_IFVG,RB2-000369,rb,1,29931.0,1.25,0.1515,852,behind_entry,
observation,EP-00951,EP-00951-ENTRY_ON_NEW_IFVG,RB2-000368,rb,1,29924.0,8.25,1.0,851,component,
observation,EP-01003,EP-01003-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000005,ifvg,1,29964.5,32.0,0.8,143,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-01003,EP-01003-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000387,ifvg,3,29968.5,36.0,0.9,51,,
observation,EP-01003,EP-01003-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000002,ifvg,1,29998.0,65.5,1.6375,97,,
observation,EP-01003,EP-01003-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-000061,rb,1,29932.75,0.25,0.0063,164,same_direction,ANY_SURFACE_DIAGNOSTIC
observation,EP-01003,EP-01003-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-003094,rb,3,29933.75,1.25,0.0312,165,inactive_or_traversed,
observation,EP-01003,EP-01003-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-000369,rb,1,29931.0,1.5,0.0375,852,behind_entry,
observation,EP-01003,EP-01003-ENTRY_ON_FIRST_CLOSE_OUTSIDE,RB2-004164,rb,5,29892.5,40.0,1.0,885,component,
observation,EP-01003,EP-01003-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000005,ifvg,1,29964.5,32.0,0.8,143,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-01003,EP-01003-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000387,ifvg,3,29968.5,36.0,0.9,51,,
observation,EP-01003,EP-01003-ENTRY_ON_IMMEDIATE_DISPLACEMENT,IFVG2-000002,ifvg,1,29998.0,65.5,1.6375,97,,
observation,EP-01003,EP-01003-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-000061,rb,1,29932.75,0.25,0.0063,164,same_direction,ANY_SURFACE_DIAGNOSTIC
observation,EP-01003,EP-01003-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-003094,rb,3,29933.75,1.25,0.0312,165,inactive_or_traversed,
observation,EP-01003,EP-01003-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-000369,rb,1,29931.0,1.5,0.0375,852,behind_entry,
observation,EP-01003,EP-01003-ENTRY_ON_IMMEDIATE_DISPLACEMENT,RB2-004164,rb,5,29892.5,40.0,1.0,885,component,
observation,EP-01003,EP-01003-ENTRY_ON_NEW_FVG,IFVG2-000005,ifvg,1,29964.5,29.75,0.7041,143,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-01003,EP-01003-ENTRY_ON_NEW_FVG,IFVG2-000387,ifvg,3,29968.5,33.75,0.7988,51,,
observation,EP-01003,EP-01003-ENTRY_ON_NEW_FVG,IFVG2-000002,ifvg,1,29998.0,63.25,1.497,97,,
observation,EP-01003,EP-01003-ENTRY_ON_NEW_FVG,IFVG2-000006,ifvg,1,29935.5,0.75,0.0178,164,same_direction,
observation,EP-01003,EP-01003-ENTRY_ON_NEW_FVG,RB2-000030,rb,1,29935.0,0.25,0.0059,72,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-01003,EP-01003-ENTRY_ON_NEW_FVG,RB2-003200,rb,3,29930.75,4.0,0.0947,852,behind_entry,
observation,EP-01003,EP-01003-ENTRY_ON_NEW_FVG,RB2-004164,rb,5,29892.5,42.25,1.0,885,component,
observation,EP-01011,EP-01011-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000005,ifvg,1,29964.5,31.75,2.4902,143,,NEAREST_OPPOSING_VALID_STRUCTURE|BRANCH_SEMANTIC_TARGET|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-01011,EP-01011-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000387,ifvg,3,29968.5,35.75,2.8039,51,,
observation,EP-01011,EP-01011-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000002,ifvg,1,29998.0,65.25,5.1176,97,,
observation,EP-01011,EP-01011-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000061,rb,1,29932.75,0.0,0.0,164,same_direction,
observation,EP-01011,EP-01011-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-003094,rb,3,29933.75,1.0,0.0784,165,inactive_or_traversed,
observation,EP-01011,EP-01011-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000369,rb,1,29931.0,1.75,0.1373,852,behind_entry,
observation,EP-01011,EP-01011-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000053,ifvg,1,29920.0,12.75,1.0,895,component,
observation,EP-01011,EP-01011-ENTRY_ON_NEW_FVG,IFVG2-000005,ifvg,1,29964.5,29.75,2.0169,143,,NEAREST_OPPOSING_VALID_STRUCTURE|BRANCH_SEMANTIC_TARGET|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-01011,EP-01011-ENTRY_ON_NEW_FVG,IFVG2-000387,ifvg,3,29968.5,33.75,2.2881,51,,
observation,EP-01011,EP-01011-ENTRY_ON_NEW_FVG,IFVG2-000002,ifvg,1,29998.0,63.25,4.2881,97,,
observation,EP-01011,EP-01011-ENTRY_ON_NEW_FVG,IFVG2-000006,ifvg,1,29935.5,0.75,0.0508,164,same_direction,
observation,EP-01011,EP-01011-ENTRY_ON_NEW_FVG,RB2-000030,rb,1,29935.0,0.25,0.0169,72,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-01011,EP-01011-ENTRY_ON_NEW_FVG,RB2-003200,rb,3,29930.75,4.0,0.2712,852,behind_entry,
observation,EP-01011,EP-01011-ENTRY_ON_NEW_FVG,IFVG2-000053,ifvg,1,29920.0,14.75,1.0,895,component,
observation,EP-01012,EP-01012-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000005,ifvg,1,29964.5,31.75,3.175,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-01012,EP-01012-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000387,ifvg,3,29968.5,35.75,3.575,51,,
observation,EP-01012,EP-01012-ENTRY_ON_DELAYED_DISPLACEMENT,IFVG2-000002,ifvg,1,29998.0,65.25,6.525,97,,
observation,EP-01012,EP-01012-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000061,rb,1,29932.75,0.0,0.0,164,same_direction,
observation,EP-01012,EP-01012-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-003094,rb,3,29933.75,1.0,0.1,165,inactive_or_traversed,
observation,EP-01012,EP-01012-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000369,rb,1,29931.0,1.75,0.175,852,behind_entry,
observation,EP-01012,EP-01012-ENTRY_ON_DELAYED_DISPLACEMENT,RB2-000391,rb,1,29922.75,10.0,1.0,896,component,
observation,EP-01012,EP-01012-ENTRY_ON_NEW_FVG,IFVG2-000005,ifvg,1,29964.5,29.75,2.4792,143,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-01012,EP-01012-ENTRY_ON_NEW_FVG,IFVG2-000387,ifvg,3,29968.5,33.75,2.8125,51,,
observation,EP-01012,EP-01012-ENTRY_ON_NEW_FVG,IFVG2-000002,ifvg,1,29998.0,63.25,5.2708,97,,
observation,EP-01012,EP-01012-ENTRY_ON_NEW_FVG,IFVG2-000006,ifvg,1,29935.5,0.75,0.0625,164,same_direction,
observation,EP-01012,EP-01012-ENTRY_ON_NEW_FVG,RB2-000030,rb,1,29935.0,0.25,0.0208,72,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-01012,EP-01012-ENTRY_ON_NEW_FVG,RB2-003200,rb,3,29930.75,4.0,0.3333,852,behind_entry,
observation,EP-01012,EP-01012-ENTRY_ON_NEW_FVG,RB2-000391,rb,1,29922.75,12.0,1.0,896,component,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,IFVG2-000443,ifvg,3,29592.25,31.0,11.2727,2307,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-02758,EP-02758-ENTRY_ON_TAP,RB2-003422,rb,3,29606.5,45.25,16.4545,2313,,BRANCH_SEMANTIC_TARGET
observation,EP-02758,EP-02758-ENTRY_ON_TAP,IFVG2-000097,ifvg,1,29612.5,51.25,18.6364,1802,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,IFVG2-000559,ifvg,5,29624.75,63.5,23.0909,2195,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,IFVG2-000136,ifvg,1,29631.75,70.5,25.6364,2274,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,IFVG2-000124,ifvg,1,29634.0,72.75,26.4545,2161,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,IFVG2-000123,ifvg,1,29636.0,74.75,27.1818,2150,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,IFVG2-000439,ifvg,3,29637.25,76.0,27.6364,2151,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,RB2-001019,rb,1,29642.0,80.75,29.3636,2313,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,RB2-004985,rb,30,29642.25,81.0,29.4545,2310,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,IFVG2-000125,ifvg,1,29650.75,89.5,32.5455,2161,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,FVG2-001067,fvg,5,29651.0,89.75,32.6364,2275,,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,RB2-003347,rb,3,29558.5,2.75,1.0,1830,same_direction,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,RB2-000805,rb,1,29581.25,20.0,7.2727,1827,inactive_or_traversed,
observation,EP-02758,EP-02758-ENTRY_ON_TAP,RB2-000806,rb,1,29558.5,2.75,1.0,1829,component,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,FVG2-000280,fvg,1,29475.75,43.5,4.0465,2335,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-02787,EP-02787-ENTRY_ON_TAP,FVG2-000853,fvg,3,29475.75,43.5,4.0465,2337,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-004301,rb,5,29511.0,78.75,7.3256,2335,,BRANCH_SEMANTIC_TARGET
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-001032,rb,1,29516.5,84.25,7.8372,2331,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-003425,rb,3,29519.0,86.75,8.0698,2331,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-001029,rb,1,29563.25,131.0,12.186,2327,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,IFVG2-000443,ifvg,3,29592.25,160.0,14.8837,2307,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-004299,rb,5,29593.0,160.75,14.9535,2315,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-003422,rb,3,29606.5,174.25,16.2093,2313,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,IFVG2-000097,ifvg,1,29612.5,180.25,16.7674,1802,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,IFVG2-000559,ifvg,5,29624.75,192.5,17.907,2195,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,IFVG2-000136,ifvg,1,29631.75,199.5,18.5581,2274,,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-001035,rb,1,29421.5,10.75,1.0,2336,same_direction,
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-001036,rb,1,29441.75,9.5,0.8837,2337,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
observation,EP-02787,EP-02787-ENTRY_ON_TAP,RB2-003426,rb,3,29421.5,10.75,1.0,2337,component,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000443,ifvg,3,29592.25,37.5,0.5814,2307,,NEAREST_OPPOSING_VALID_STRUCTURE|NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000097,ifvg,1,29612.5,57.75,0.8953,1802,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000559,ifvg,5,29624.75,70.0,1.0853,2195,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000136,ifvg,1,29631.75,77.0,1.1938,2274,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000124,ifvg,1,29634.0,79.25,1.2287,2161,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000123,ifvg,1,29636.0,81.25,1.2597,2150,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000439,ifvg,3,29637.25,82.5,1.2791,2151,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000125,ifvg,1,29650.75,96.0,1.4884,2161,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000135,ifvg,1,29651.75,97.0,1.5039,2269,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000106,ifvg,1,29653.0,98.25,1.5233,1871,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000117,ifvg,1,29655.75,101.0,1.5659,2084,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,IFVG2-000120,ifvg,1,29657.25,102.5,1.5891,2110,,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,RB2-001028,rb,1,29553.0,1.75,0.0271,2325,same_direction,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,RB2-001142,rb,1,29555.5,0.75,0.0116,2553,inactive_or_traversed,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,RB2-001162,rb,1,29553.5,1.25,0.0194,2595,behind_entry,
observation,EP-03473,EP-03473-ENTRY_ON_NEW_FVG,FVG2-000872,fvg,3,29490.25,64.5,1.0,2928,component,
observation,EP-03494,EP-03494-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000443,ifvg,3,29592.25,37.5,0.5017,2307,,NEAREST_OPPOSING_VALID_STRUCTURE
observation,EP-03494,EP-03494-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000097,ifvg,1,29612.5,57.75,0.7726,1802,,
observation,EP-03494,EP-03494-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000559,ifvg,5,29624.75,70.0,0.9365,2195,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
observation,EP-03494,EP-03494-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000136,ifvg,1,29631.75,77.0,1.0301,2274,,
observation,EP-03494,EP-03494-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000124,ifvg,1,29634.0,79.25,1.0602,2161,,
observation,EP-03494,EP-03494-ENTRY_ON_FIRST_CLOSE_OUTSIDE,IFVG2-000123,ifvg,1,29636.0,81.25,1.087,2150,,
