atomic_event_id,atomic_event_type,week,entry_seq,timeframe,direction,structure_id,note
TRIG-02984,ATOMIC_RB_TAP_EVENT,observation,3603,3,1,RB2-003606,diagnostic only -- an atomic event is NOT a setup
TRIG-02985,ATOMIC_RB_TAP_EVENT,observation,3603,1,-1,RB2-001615,diagnostic only -- an atomic event is NOT a setup
TRIG-02986,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3608,1,1,IFVG2-000214,diagnostic only -- an atomic event is NOT a setup
TRIG-02987,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3609,3,1,IFVG2-000472,diagnostic only -- an atomic event is NOT a setup
TRIG-02988,ATOMIC_RB_TAP_EVENT,observation,3610,1,-1,RB2-001616,diagnostic only -- an atomic event is NOT a setup
TRIG-02989,ATOMIC_RB_TAP_EVENT,observation,3612,3,-1,RB2-003607,diagnostic only -- an atomic event is NOT a setup
TRIG-02990,ATOMIC_RB_TAP_EVENT,observation,3613,1,-1,RB2-001617,diagnostic only -- an atomic event is NOT a setup
TRIG-02991,ATOMIC_RB_TAP_EVENT,observation,3615,15,1,RB2-004835,diagnostic only -- an atomic event is NOT a setup
TRIG-02992,ATOMIC_RB_TAP_EVENT,observation,3616,1,1,RB2-001618,diagnostic only -- an atomic event is NOT a setup
TRIG-02993,ATOMIC_RB_TAP_EVENT,observation,3618,1,1,RB2-001619,diagnostic only -- an atomic event is NOT a setup
TRIG-02994,ATOMIC_RB_TAP_EVENT,observation,3620,1,-1,RB2-001620,diagnostic only -- an atomic event is NOT a setup
TRIG-02995,ATOMIC_RB_TAP_EVENT,observation,3621,3,1,RB2-003609,diagnostic only -- an atomic event is NOT a setup
TRIG-02996,ATOMIC_RB_TAP_EVENT,observation,3621,1,1,RB2-001621,diagnostic only -- an atomic event is NOT a setup
TRIG-02997,ATOMIC_RB_TAP_EVENT,observation,3622,1,-1,RB2-001622,diagnostic only -- an atomic event is NOT a setup
TRIG-02998,ATOMIC_RB_TAP_EVENT,observation,3624,3,-1,RB2-003610,diagnostic only -- an atomic event is NOT a setup
TRIG-02999,ATOMIC_RB_TAP_EVENT,observation,3624,1,1,RB2-001623,diagnostic only -- an atomic event is NOT a setup
TRIG-03000,ATOMIC_RB_TAP_EVENT,observation,3625,5,1,RB2-004423,diagnostic only -- an atomic event is NOT a setup
TRIG-03001,ATOMIC_RB_TAP_EVENT,observation,3627,1,-1,RB2-001624,diagnostic only -- an atomic event is NOT a setup
TRIG-03002,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3628,1,1,IFVG2-000215,diagnostic only -- an atomic event is NOT a setup
TRIG-03003,ATOMIC_RB_TAP_EVENT,observation,3630,30,-1,RB2-005008,diagnostic only -- an atomic event is NOT a setup
TRIG-03004,ATOMIC_RB_TAP_EVENT,observation,3630,15,-1,RB2-004836,diagnostic only -- an atomic event is NOT a setup
TRIG-03005,ATOMIC_RB_TAP_EVENT,observation,3630,5,-1,RB2-004422,diagnostic only -- an atomic event is NOT a setup
TRIG-03006,ATOMIC_RB_TAP_EVENT,observation,3630,5,1,RB2-004424,diagnostic only -- an atomic event is NOT a setup
TRIG-03007,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3630,3,1,IFVG2-000473,diagnostic only -- an atomic event is NOT a setup
TRIG-03008,ATOMIC_RB_TAP_EVENT,observation,3630,3,-1,RB2-003608,diagnostic only -- an atomic event is NOT a setup
TRIG-03009,ATOMIC_RB_TAP_EVENT,observation,3630,1,-1,RB2-001627,diagnostic only -- an atomic event is NOT a setup
TRIG-03010,ATOMIC_RB_TAP_EVENT,observation,3632,1,-1,RB2-001628,diagnostic only -- an atomic event is NOT a setup
TRIG-03011,ATOMIC_RB_TAP_EVENT,observation,3636,1,1,RB2-001630,diagnostic only -- an atomic event is NOT a setup
TRIG-03012,ATOMIC_RB_TAP_EVENT,observation,3637,1,-1,RB2-001629,diagnostic only -- an atomic event is NOT a setup
TRIG-03013,ATOMIC_RB_TAP_EVENT,observation,3639,3,-1,RB2-003613,diagnostic only -- an atomic event is NOT a setup
TRIG-03014,ATOMIC_RB_TAP_EVENT,observation,3639,1,-1,RB2-001631,diagnostic only -- an atomic event is NOT a setup
TRIG-03015,ATOMIC_RB_TAP_EVENT,observation,3640,1,1,RB2-001632,diagnostic only -- an atomic event is NOT a setup
TRIG-03016,ATOMIC_RB_TAP_EVENT,observation,3643,1,-1,RB2-001633,diagnostic only -- an atomic event is NOT a setup
TRIG-03017,ATOMIC_RB_TAP_EVENT,observation,3643,1,-1,RB2-001634,diagnostic only -- an atomic event is NOT a setup
TRIG-03018,ATOMIC_RB_TAP_EVENT,observation,3645,15,1,RB2-004837,diagnostic only -- an atomic event is NOT a setup
TRIG-03019,ATOMIC_RB_TAP_EVENT,observation,3645,5,1,RB2-004425,diagnostic only -- an atomic event is NOT a setup
TRIG-03020,ATOMIC_RB_TAP_EVENT,observation,3645,3,-1,RB2-003612,diagnostic only -- an atomic event is NOT a setup
TRIG-03021,ATOMIC_RB_TAP_EVENT,observation,3645,3,-1,RB2-003614,diagnostic only -- an atomic event is NOT a setup
TRIG-03022,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3647,1,-1,IFVG2-000216,diagnostic only -- an atomic event is NOT a setup
TRIG-03023,ATOMIC_RB_TAP_EVENT,observation,3647,1,-1,RB2-001636,diagnostic only -- an atomic event is NOT a setup
TRIG-03024,ATOMIC_RB_TAP_EVENT,observation,3648,1,1,RB2-001635,diagnostic only -- an atomic event is NOT a setup
TRIG-03025,ATOMIC_RB_TAP_EVENT,observation,3651,3,1,RB2-003615,diagnostic only -- an atomic event is NOT a setup
TRIG-03026,ATOMIC_RB_TAP_EVENT,observation,3653,1,1,RB2-001637,diagnostic only -- an atomic event is NOT a setup
TRIG-03027,ATOMIC_RB_TAP_EVENT,observation,3654,1,-1,RB2-001638,diagnostic only -- an atomic event is NOT a setup
TRIG-03028,ATOMIC_RB_TAP_EVENT,observation,3655,5,-1,RB2-004426,diagnostic only -- an atomic event is NOT a setup
TRIG-03029,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3657,1,-1,IFVG2-000217,diagnostic only -- an atomic event is NOT a setup
TRIG-03030,ATOMIC_RB_TAP_EVENT,observation,3657,1,1,RB2-001639,diagnostic only -- an atomic event is NOT a setup
TRIG-03031,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3660,1,-1,IFVG2-000218,diagnostic only -- an atomic event is NOT a setup
TRIG-03032,ATOMIC_RB_TAP_EVENT,observation,3661,1,1,RB2-001642,diagnostic only -- an atomic event is NOT a setup
TRIG-03033,ATOMIC_RB_TAP_EVENT,observation,3662,1,-1,RB2-001643,diagnostic only -- an atomic event is NOT a setup
TRIG-03034,ATOMIC_RB_TAP_EVENT,observation,3663,1,-1,RB2-001641,diagnostic only -- an atomic event is NOT a setup
TRIG-03035,ATOMIC_RB_TAP_EVENT,observation,3665,1,-1,RB2-001644,diagnostic only -- an atomic event is NOT a setup
TRIG-03036,ATOMIC_RB_TAP_EVENT,observation,3666,3,-1,RB2-003617,diagnostic only -- an atomic event is NOT a setup
TRIG-03037,ATOMIC_RB_TAP_EVENT,observation,3666,1,1,RB2-001645,diagnostic only -- an atomic event is NOT a setup
TRIG-03038,ATOMIC_RB_TAP_EVENT,observation,3669,3,1,RB2-003618,diagnostic only -- an atomic event is NOT a setup
TRIG-03039,ATOMIC_RB_TAP_EVENT,observation,3669,1,-1,RB2-001646,diagnostic only -- an atomic event is NOT a setup
TRIG-03040,ATOMIC_RB_TAP_EVENT,observation,3670,5,-1,RB2-004428,diagnostic only -- an atomic event is NOT a setup
TRIG-03041,ATOMIC_RB_TAP_EVENT,observation,3671,1,1,RB2-001647,diagnostic only -- an atomic event is NOT a setup
TRIG-03042,ATOMIC_RB_TAP_EVENT,observation,3672,1,1,RB2-001648,diagnostic only -- an atomic event is NOT a setup
TRIG-03043,ATOMIC_RB_TAP_EVENT,observation,3673,1,-1,RB2-001649,diagnostic only -- an atomic event is NOT a setup
TRIG-03044,ATOMIC_RB_TAP_EVENT,observation,3675,15,-1,RB2-004838,diagnostic only -- an atomic event is NOT a setup
TRIG-03045,ATOMIC_RB_TAP_EVENT,observation,3675,5,-1,RB2-004427,diagnostic only -- an atomic event is NOT a setup
TRIG-03046,ATOMIC_RB_TAP_EVENT,observation,3675,3,-1,RB2-003616,diagnostic only -- an atomic event is NOT a setup
TRIG-03047,ATOMIC_RB_TAP_EVENT,observation,3675,3,-1,RB2-003619,diagnostic only -- an atomic event is NOT a setup
TRIG-03048,ATOMIC_RB_TAP_EVENT,observation,3675,1,-1,RB2-001640,diagnostic only -- an atomic event is NOT a setup
TRIG-03049,ATOMIC_RB_TAP_EVENT,observation,3675,1,-1,RB2-001650,diagnostic only -- an atomic event is NOT a setup
TRIG-03050,ATOMIC_RB_TAP_EVENT,observation,3678,1,-1,RB2-001651,diagnostic only -- an atomic event is NOT a setup
TRIG-03051,ATOMIC_RB_TAP_EVENT,observation,3681,3,1,RB2-003620,diagnostic only -- an atomic event is NOT a setup
TRIG-03052,ATOMIC_RB_TAP_EVENT,observation,3681,1,1,RB2-001652,diagnostic only -- an atomic event is NOT a setup
TRIG-03053,ATOMIC_RB_TAP_EVENT,observation,3684,1,1,RB2-001655,diagnostic only -- an atomic event is NOT a setup
TRIG-03054,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3685,5,-1,IFVG2-000575,diagnostic only -- an atomic event is NOT a setup
TRIG-03055,ATOMIC_RB_TAP_EVENT,observation,3685,5,1,RB2-004429,diagnostic only -- an atomic event is NOT a setup
TRIG-03056,ATOMIC_RB_TAP_EVENT,observation,3685,5,1,RB2-004430,diagnostic only -- an atomic event is NOT a setup
TRIG-03057,ATOMIC_RB_TAP_EVENT,observation,3685,1,-1,RB2-001656,diagnostic only -- an atomic event is NOT a setup
TRIG-03058,ATOMIC_RB_TAP_EVENT,observation,3687,1,1,RB2-001657,diagnostic only -- an atomic event is NOT a setup
TRIG-03059,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3688,1,1,IFVG2-000219,diagnostic only -- an atomic event is NOT a setup
TRIG-03060,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3688,1,1,IFVG2-000220,diagnostic only -- an atomic event is NOT a setup
TRIG-03061,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3688,1,1,IFVG2-000221,diagnostic only -- an atomic event is NOT a setup
TRIG-03062,ATOMIC_RB_TAP_EVENT,observation,3688,1,-1,RB2-001654,diagnostic only -- an atomic event is NOT a setup
TRIG-03063,ATOMIC_RB_TAP_EVENT,observation,3689,1,-1,RB2-001653,diagnostic only -- an atomic event is NOT a setup
TRIG-03064,ATOMIC_RB_TAP_EVENT,observation,3690,30,-1,RB2-005010,diagnostic only -- an atomic event is NOT a setup
TRIG-03065,ATOMIC_RB_TAP_EVENT,observation,3690,3,1,RB2-003621,diagnostic only -- an atomic event is NOT a setup
TRIG-03066,ATOMIC_RB_TAP_EVENT,observation,3691,1,-1,RB2-001515,diagnostic only -- an atomic event is NOT a setup
TRIG-03067,ATOMIC_RB_TAP_EVENT,observation,3691,1,1,RB2-001658,diagnostic only -- an atomic event is NOT a setup
TRIG-03068,ATOMIC_RB_TAP_EVENT,observation,3692,1,-1,RB2-001659,diagnostic only -- an atomic event is NOT a setup
TRIG-03069,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3693,3,1,IFVG2-000474,diagnostic only -- an atomic event is NOT a setup
TRIG-03070,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3693,3,1,IFVG2-000475,diagnostic only -- an atomic event is NOT a setup
TRIG-03071,ATOMIC_RB_TAP_EVENT,observation,3693,3,-1,RB2-003576,diagnostic only -- an atomic event is NOT a setup
TRIG-03072,ATOMIC_RB_TAP_EVENT,observation,3693,1,-1,RB2-001511,diagnostic only -- an atomic event is NOT a setup
TRIG-03073,ATOMIC_RB_TAP_EVENT,observation,3694,1,1,RB2-001661,diagnostic only -- an atomic event is NOT a setup
TRIG-03074,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3695,5,1,IFVG2-000576,diagnostic only -- an atomic event is NOT a setup
TRIG-03075,ATOMIC_RB_TAP_EVENT,observation,3695,5,-1,RB2-004400,diagnostic only -- an atomic event is NOT a setup
TRIG-03076,ATOMIC_RB_TAP_EVENT,observation,3698,1,-1,RB2-001662,diagnostic only -- an atomic event is NOT a setup
TRIG-03077,ATOMIC_RB_TAP_EVENT,observation,3699,3,1,RB2-003622,diagnostic only -- an atomic event is NOT a setup
TRIG-03078,ATOMIC_RB_TAP_EVENT,observation,3699,1,1,RB2-001663,diagnostic only -- an atomic event is NOT a setup
TRIG-03079,ATOMIC_RB_TAP_EVENT,observation,3700,5,-1,RB2-004431,diagnostic only -- an atomic event is NOT a setup
TRIG-03080,ATOMIC_RB_TAP_EVENT,observation,3702,3,-1,RB2-003623,diagnostic only -- an atomic event is NOT a setup
TRIG-03081,ATOMIC_RB_TAP_EVENT,observation,3704,1,1,RB2-001665,diagnostic only -- an atomic event is NOT a setup
TRIG-03082,ATOMIC_RB_TAP_EVENT,observation,3705,15,1,RB2-004839,diagnostic only -- an atomic event is NOT a setup
TRIG-03083,ATOMIC_RB_TAP_EVENT,observation,3705,1,-1,RB2-001666,diagnostic only -- an atomic event is NOT a setup
TRIG-03084,ATOMIC_RB_TAP_EVENT,observation,3706,1,-1,RB2-001664,diagnostic only -- an atomic event is NOT a setup
TRIG-03085,ATOMIC_RB_TAP_EVENT,observation,3708,3,1,RB2-003624,diagnostic only -- an atomic event is NOT a setup
TRIG-03086,ATOMIC_RB_TAP_EVENT,observation,3708,1,1,RB2-001667,diagnostic only -- an atomic event is NOT a setup
TRIG-03087,ATOMIC_RB_TAP_EVENT,observation,3709,1,1,RB2-001668,diagnostic only -- an atomic event is NOT a setup
TRIG-03088,ATOMIC_RB_TAP_EVENT,observation,3710,5,1,RB2-004432,diagnostic only -- an atomic event is NOT a setup
TRIG-03089,ATOMIC_RB_TAP_EVENT,observation,3710,5,-1,RB2-004433,diagnostic only -- an atomic event is NOT a setup
TRIG-03090,ATOMIC_RB_TAP_EVENT,observation,3711,3,-1,RB2-003625,diagnostic only -- an atomic event is NOT a setup
TRIG-03091,ATOMIC_RB_TAP_EVENT,observation,3712,1,-1,RB2-001669,diagnostic only -- an atomic event is NOT a setup
TRIG-03092,ATOMIC_RB_TAP_EVENT,observation,3714,3,1,RB2-003626,diagnostic only -- an atomic event is NOT a setup
TRIG-03093,ATOMIC_RB_TAP_EVENT,observation,3714,1,1,RB2-001670,diagnostic only -- an atomic event is NOT a setup
TRIG-03094,ATOMIC_RB_TAP_EVENT,observation,3715,1,-1,RB2-001671,diagnostic only -- an atomic event is NOT a setup
TRIG-03095,ATOMIC_RB_TAP_EVENT,observation,3720,60,-1,RB2-005097,diagnostic only -- an atomic event is NOT a setup
TRIG-03096,ATOMIC_RB_TAP_EVENT,observation,3720,15,-1,RB2-004840,diagnostic only -- an atomic event is NOT a setup
TRIG-03097,ATOMIC_RB_TAP_EVENT,observation,3720,5,-1,RB2-004434,diagnostic only -- an atomic event is NOT a setup
TRIG-03098,ATOMIC_RB_TAP_EVENT,observation,3722,1,1,RB2-001672,diagnostic only -- an atomic event is NOT a setup
TRIG-03099,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3723,1,-1,IFVG2-000222,diagnostic only -- an atomic event is NOT a setup
TRIG-03100,ATOMIC_RB_TAP_EVENT,observation,3724,1,1,RB2-001674,diagnostic only -- an atomic event is NOT a setup
TRIG-03101,ATOMIC_RB_TAP_EVENT,observation,3726,1,-1,RB2-001675,diagnostic only -- an atomic event is NOT a setup
TRIG-03102,ATOMIC_RB_TAP_EVENT,observation,3727,1,-1,RB2-001676,diagnostic only -- an atomic event is NOT a setup
TRIG-03103,ATOMIC_RB_TAP_EVENT,observation,3729,1,-1,RB2-001677,diagnostic only -- an atomic event is NOT a setup
TRIG-03104,ATOMIC_RB_TAP_EVENT,observation,3731,1,1,RB2-001678,diagnostic only -- an atomic event is NOT a setup
TRIG-03105,ATOMIC_RB_TAP_EVENT,observation,3733,1,1,RB2-001660,diagnostic only -- an atomic event is NOT a setup
TRIG-03106,ATOMIC_RB_TAP_EVENT,observation,3734,1,-1,RB2-001680,diagnostic only -- an atomic event is NOT a setup
TRIG-03107,ATOMIC_RB_TAP_EVENT,observation,3734,1,-1,RB2-001681,diagnostic only -- an atomic event is NOT a setup
TRIG-03108,ATOMIC_RB_TAP_EVENT,observation,3735,15,1,RB2-004841,diagnostic only -- an atomic event is NOT a setup
TRIG-03109,ATOMIC_RB_TAP_EVENT,observation,3735,5,-1,RB2-004436,diagnostic only -- an atomic event is NOT a setup
TRIG-03110,ATOMIC_RB_TAP_EVENT,observation,3736,1,-1,RB2-001682,diagnostic only -- an atomic event is NOT a setup
TRIG-03111,ATOMIC_RB_TAP_EVENT,observation,3738,3,-1,RB2-003628,diagnostic only -- an atomic event is NOT a setup
TRIG-03112,ATOMIC_RB_TAP_EVENT,observation,3739,1,-1,RB2-001683,diagnostic only -- an atomic event is NOT a setup
TRIG-03113,ATOMIC_RB_TAP_EVENT,observation,3741,3,-1,RB2-003627,diagnostic only -- an atomic event is NOT a setup
TRIG-03114,ATOMIC_RB_TAP_EVENT,observation,3741,3,1,RB2-003629,diagnostic only -- an atomic event is NOT a setup
TRIG-03115,ATOMIC_RB_TAP_EVENT,observation,3741,1,-1,RB2-001679,diagnostic only -- an atomic event is NOT a setup
TRIG-03116,ATOMIC_RB_TAP_EVENT,observation,3741,1,1,RB2-001684,diagnostic only -- an atomic event is NOT a setup
TRIG-03117,ATOMIC_RB_TAP_EVENT,observation,3742,1,-1,RB2-001673,diagnostic only -- an atomic event is NOT a setup
TRIG-03118,ATOMIC_RB_TAP_EVENT,observation,3744,1,1,RB2-001685,diagnostic only -- an atomic event is NOT a setup
TRIG-03119,ATOMIC_RB_TAP_EVENT,observation,3745,5,-1,RB2-004435,diagnostic only -- an atomic event is NOT a setup
TRIG-03120,ATOMIC_RB_TAP_EVENT,observation,3748,1,1,RB2-001687,diagnostic only -- an atomic event is NOT a setup
TRIG-03121,ATOMIC_RB_TAP_EVENT,observation,3750,15,1,RB2-004842,diagnostic only -- an atomic event is NOT a setup
TRIG-03122,ATOMIC_RB_TAP_EVENT,observation,3750,3,1,RB2-003630,diagnostic only -- an atomic event is NOT a setup
TRIG-03123,ATOMIC_RB_TAP_EVENT,observation,3751,1,-1,RB2-001689,diagnostic only -- an atomic event is NOT a setup
TRIG-03124,ATOMIC_RB_TAP_EVENT,observation,3755,5,-1,RB2-004437,diagnostic only -- an atomic event is NOT a setup
TRIG-03125,ATOMIC_RB_TAP_EVENT,observation,3756,3,-1,RB2-003631,diagnostic only -- an atomic event is NOT a setup
TRIG-03126,ATOMIC_RB_TAP_EVENT,observation,3758,1,-1,RB2-001690,diagnostic only -- an atomic event is NOT a setup
TRIG-03127,ATOMIC_RB_TAP_EVENT,observation,3759,1,-1,RB2-001691,diagnostic only -- an atomic event is NOT a setup
TRIG-03128,ATOMIC_RB_TAP_EVENT,observation,3760,5,1,RB2-004438,diagnostic only -- an atomic event is NOT a setup
TRIG-03129,ATOMIC_RB_TAP_EVENT,observation,3760,1,1,RB2-001692,diagnostic only -- an atomic event is NOT a setup
TRIG-03130,ATOMIC_RB_TAP_EVENT,observation,3761,1,-1,RB2-001693,diagnostic only -- an atomic event is NOT a setup
TRIG-03131,ATOMIC_RB_TAP_EVENT,observation,3762,3,-1,RB2-003632,diagnostic only -- an atomic event is NOT a setup
TRIG-03132,ATOMIC_RB_TAP_EVENT,observation,3765,15,-1,RB2-004843,diagnostic only -- an atomic event is NOT a setup
TRIG-03133,ATOMIC_RB_TAP_EVENT,observation,3766,1,-1,RB2-001694,diagnostic only -- an atomic event is NOT a setup
TRIG-03134,ATOMIC_RB_TAP_EVENT,observation,3767,1,1,RB2-001695,diagnostic only -- an atomic event is NOT a setup
TRIG-03135,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3768,3,-1,IFVG2-000476,diagnostic only -- an atomic event is NOT a setup
TRIG-03136,ATOMIC_RB_TAP_EVENT,observation,3770,5,1,RB2-004439,diagnostic only -- an atomic event is NOT a setup
TRIG-03137,ATOMIC_RB_TAP_EVENT,observation,3770,1,-1,RB2-001697,diagnostic only -- an atomic event is NOT a setup
TRIG-03138,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3773,1,1,IFVG2-000223,diagnostic only -- an atomic event is NOT a setup
TRIG-03139,ATOMIC_RB_TAP_EVENT,observation,3773,1,-1,RB2-001696,diagnostic only -- an atomic event is NOT a setup
TRIG-03140,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3774,3,1,IFVG2-000477,diagnostic only -- an atomic event is NOT a setup
TRIG-03141,ATOMIC_RB_TAP_EVENT,observation,3776,1,1,RB2-001698,diagnostic only -- an atomic event is NOT a setup
TRIG-03142,ATOMIC_RB_TAP_EVENT,observation,3778,1,-1,RB2-001699,diagnostic only -- an atomic event is NOT a setup
TRIG-03143,ATOMIC_RB_TAP_EVENT,observation,3779,1,1,RB2-001700,diagnostic only -- an atomic event is NOT a setup
TRIG-03144,ATOMIC_RB_TAP_EVENT,observation,3780,30,1,RB2-005011,diagnostic only -- an atomic event is NOT a setup
TRIG-03145,ATOMIC_RB_TAP_EVENT,observation,3780,15,1,RB2-004844,diagnostic only -- an atomic event is NOT a setup
TRIG-03146,ATOMIC_RB_TAP_EVENT,observation,3780,5,-1,RB2-004440,diagnostic only -- an atomic event is NOT a setup
TRIG-03147,ATOMIC_RB_TAP_EVENT,observation,3780,3,1,RB2-003633,diagnostic only -- an atomic event is NOT a setup
TRIG-03148,ATOMIC_RB_TAP_EVENT,observation,3780,1,1,RB2-001701,diagnostic only -- an atomic event is NOT a setup
TRIG-03149,ATOMIC_RB_TAP_EVENT,observation,3783,3,1,RB2-003634,diagnostic only -- an atomic event is NOT a setup
TRIG-03150,ATOMIC_RB_TAP_EVENT,observation,3784,1,1,RB2-001702,diagnostic only -- an atomic event is NOT a setup
TRIG-03151,ATOMIC_RB_TAP_EVENT,observation,3786,1,-1,RB2-001703,diagnostic only -- an atomic event is NOT a setup
TRIG-03152,ATOMIC_RB_TAP_EVENT,observation,3789,3,1,RB2-003635,diagnostic only -- an atomic event is NOT a setup
TRIG-03153,ATOMIC_RB_TAP_EVENT,observation,3789,1,-1,RB2-001704,diagnostic only -- an atomic event is NOT a setup
TRIG-03154,ATOMIC_RB_TAP_EVENT,observation,3790,5,-1,RB2-004441,diagnostic only -- an atomic event is NOT a setup
TRIG-03155,ATOMIC_RB_TAP_EVENT,observation,3790,1,-1,RB2-001705,diagnostic only -- an atomic event is NOT a setup
TRIG-03156,ATOMIC_RB_TAP_EVENT,observation,3792,1,1,RB2-001706,diagnostic only -- an atomic event is NOT a setup
TRIG-03157,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3795,1,-1,IFVG2-000224,diagnostic only -- an atomic event is NOT a setup
TRIG-03158,ATOMIC_RB_TAP_EVENT,observation,3795,1,1,RB2-001626,diagnostic only -- an atomic event is NOT a setup
TRIG-03159,ATOMIC_RB_TAP_EVENT,observation,3796,1,1,RB2-001708,diagnostic only -- an atomic event is NOT a setup
TRIG-03160,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3797,1,-1,IFVG2-000225,diagnostic only -- an atomic event is NOT a setup
TRIG-03161,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3797,1,-1,IFVG2-000226,diagnostic only -- an atomic event is NOT a setup
TRIG-03162,ATOMIC_RB_TAP_EVENT,observation,3797,1,1,RB2-001625,diagnostic only -- an atomic event is NOT a setup
TRIG-03163,ATOMIC_RB_TAP_EVENT,observation,3797,1,-1,RB2-001709,diagnostic only -- an atomic event is NOT a setup
TRIG-03164,ATOMIC_RB_TAP_EVENT,observation,3798,3,1,RB2-003611,diagnostic only -- an atomic event is NOT a setup
TRIG-03165,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3798,1,-1,IFVG2-000227,diagnostic only -- an atomic event is NOT a setup
TRIG-03166,ATOMIC_RB_TAP_EVENT,observation,3799,1,1,RB2-001710,diagnostic only -- an atomic event is NOT a setup
TRIG-03167,ATOMIC_RB_TAP_EVENT,observation,3801,3,-1,RB2-003636,diagnostic only -- an atomic event is NOT a setup
TRIG-03168,ATOMIC_RB_TAP_EVENT,observation,3802,1,1,RB2-001711,diagnostic only -- an atomic event is NOT a setup
TRIG-03169,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3804,3,-1,IFVG2-000478,diagnostic only -- an atomic event is NOT a setup
TRIG-03170,ATOMIC_RB_TAP_EVENT,observation,3806,1,-1,RB2-001712,diagnostic only -- an atomic event is NOT a setup
TRIG-03171,ATOMIC_RB_TAP_EVENT,observation,3809,1,-1,RB2-001713,diagnostic only -- an atomic event is NOT a setup
TRIG-03172,ATOMIC_RB_TAP_EVENT,observation,3810,30,1,RB2-005009,diagnostic only -- an atomic event is NOT a setup
TRIG-03173,ATOMIC_RB_TAP_EVENT,observation,3810,30,1,RB2-005012,diagnostic only -- an atomic event is NOT a setup
TRIG-03174,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3810,15,-1,IFVG2-000628,diagnostic only -- an atomic event is NOT a setup
TRIG-03175,ATOMIC_RB_TAP_EVENT,observation,3810,3,1,RB2-003637,diagnostic only -- an atomic event is NOT a setup
TRIG-03176,ATOMIC_RB_TAP_EVENT,observation,3812,1,1,RB2-001714,diagnostic only -- an atomic event is NOT a setup
TRIG-03177,ATOMIC_RB_TAP_EVENT,observation,3813,3,-1,RB2-003638,diagnostic only -- an atomic event is NOT a setup
TRIG-03178,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3814,1,1,IFVG2-000228,diagnostic only -- an atomic event is NOT a setup
TRIG-03179,ATOMIC_RB_TAP_EVENT,observation,3814,1,-1,RB2-001715,diagnostic only -- an atomic event is NOT a setup
TRIG-03180,ATOMIC_RB_TAP_EVENT,observation,3815,1,-1,RB2-001716,diagnostic only -- an atomic event is NOT a setup
TRIG-03181,ATOMIC_IFVG_ACTIVATION_EVENT,observation,3816,1,1,IFVG2-000229,diagnostic only -- an atomic event is NOT a setup
TRIG-03182,ATOMIC_RB_TAP_EVENT,observation,3816,1,1,RB2-001717,diagnostic only -- an atomic event is NOT a setup
TRIG-03183,ATOMIC_RB_TAP_EVENT,observation,3819,1,1,RB2-001718,diagnostic only -- an atomic event is NOT a setup
TRIG-03184,ATOMIC_RB_TAP_EVENT,observation,3823,1,1,RB2-001719,diagnostic only -- an atomic event is NOT a setup
TRIG-03185,ATOMIC_RB_TAP_EVENT,observation,3825,15,-1,RB2-004845,diagnostic only -- an atomic event is NOT a setup
TRIG-03186,ATOMIC_RB_TAP_EVENT,observation,3825,5,-1,RB2-004444,diagnostic only -- an atomic event is NOT a setup
TRIG-03187,ATOMIC_RB_TAP_EVENT,observation,3825,3,1,RB2-003639,diagnostic only -- an atomic event is NOT a setup
TRIG-03188,ATOMIC_RB_TAP_EVENT,observation,3825,1,-1,RB2-001720,diagnostic only -- an atomic event is NOT a setup
TRIG-03189,ATOMIC_RB_TAP_EVENT,observation,3833,1,1,RB2-001721,diagnostic only -- an atomic event is NOT a setup
TRIG-03190,ATOMIC_RB_TAP_EVENT,observation,3834,3,1,RB2-003641,diagnostic only -- an atomic event is NOT a setup
TRIG-03191,ATOMIC_RB_TAP_EVENT,observation,3834,1,-1,RB2-001722,diagnostic only -- an atomic event is NOT a setup
TRIG-03192,ATOMIC_RB_TAP_EVENT,observation,3835,5,1,RB2-004443,diagnostic only -- an atomic event is NOT a setup
