episode_id,role,structure_id
EP-00619,target:BRANCH_SEMANTIC_TARGET,RB2-000795
EP-00619,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004335
EP-00620,context/component,RB2-000830
EP-00620,target:NEAREST_VALID_STRUCTURE,RB2-000480
EP-00620,target:BRANCH_SEMANTIC_TARGET,RB2-000480
EP-00620,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000480
EP-00621,context/component,IFVG2-000453
EP-00622,context/component,FVG2-000200
EP-00622,target:NEAREST_VALID_STRUCTURE,RB2-000832
EP-00622,target:BRANCH_SEMANTIC_TARGET,RB2-004343
EP-00622,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004343
EP-00623,context/component,IFVG2-000097
EP-00623,target:NEAREST_VALID_STRUCTURE,RB2-000482
EP-00623,target:BRANCH_SEMANTIC_TARGET,RB2-000482
EP-00623,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000482
EP-00624,context/component,RB2-000833
EP-00624,target:NEAREST_VALID_STRUCTURE,RB2-004836
EP-00624,target:BRANCH_SEMANTIC_TARGET,RB2-004836
EP-00624,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004836
EP-00625,context/component,IFVG2-000098
EP-00625,target:NEAREST_VALID_STRUCTURE,RB2-000834
EP-00625,target:BRANCH_SEMANTIC_TARGET,RB2-000834
EP-00625,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000834
EP-00626,context/component,IFVG2-000098
EP-00626,target:NEAREST_VALID_STRUCTURE,RB2-000506
EP-00626,target:BRANCH_SEMANTIC_TARGET,FVG2-000199
EP-00626,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000199
EP-00627,context/component,FVG2-000199
EP-00627,context/component,RB2-000834
EP-00627,target:NEAREST_VALID_STRUCTURE,RB2-000409
EP-00627,target:BRANCH_SEMANTIC_TARGET,RB2-000484
EP-00627,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000484
EP-00628,context/component,IFVG2-000099
EP-00628,target:NEAREST_VALID_STRUCTURE,FVG2-000210
EP-00628,target:BRANCH_SEMANTIC_TARGET,FVG2-000210
EP-00628,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000210
EP-00629,context/component,IFVG2-000100
EP-00629,target:NEAREST_VALID_STRUCTURE,FVG2-000210
EP-00629,target:BRANCH_SEMANTIC_TARGET,FVG2-000210
EP-00629,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000210
EP-00630,context/component,IFVG2-000099
EP-00630,target:NEAREST_VALID_STRUCTURE,FVG2-000210
EP-00630,target:BRANCH_SEMANTIC_TARGET,FVG2-000210
EP-00630,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000210
EP-00631,context/component,RB2-000838
EP-00631,target:NEAREST_VALID_STRUCTURE,RB2-000832
EP-00631,target:BRANCH_SEMANTIC_TARGET,RB2-000832
EP-00631,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000832
EP-00632,context/component,IFVG2-000101
EP-00632,target:NEAREST_VALID_STRUCTURE,RB2-003416
EP-00632,target:BRANCH_SEMANTIC_TARGET,RB2-003416
EP-00632,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003416
EP-00633,context/component,FVG2-000213
EP-00633,target:NEAREST_VALID_STRUCTURE,FVG2-000094
EP-00633,target:BRANCH_SEMANTIC_TARGET,FVG2-000848
EP-00633,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000848
EP-00634,context/component,RB2-003418
EP-00634,context/component,RB2-004332
EP-00634,target:NEAREST_VALID_STRUCTURE,FVG2-000109
EP-00634,target:BRANCH_SEMANTIC_TARGET,FVG2-000109
EP-00634,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001092
EP-00635,context/component,IFVG2-000455
EP-00635,target:NEAREST_VALID_STRUCTURE,FVG2-000109
EP-00635,target:BRANCH_SEMANTIC_TARGET,FVG2-000109
EP-00635,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003264
EP-00636,context/component,IFVG2-000456
EP-00636,target:NEAREST_VALID_STRUCTURE,FVG2-000109
EP-00636,target:BRANCH_SEMANTIC_TARGET,FVG2-000109
EP-00636,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003264
EP-00637,context/component,RB2-000843
EP-00637,target:NEAREST_VALID_STRUCTURE,RB2-000213
EP-00637,target:BRANCH_SEMANTIC_TARGET,RB2-000213
EP-00637,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000213
EP-00638,context/component,RB2-000841
EP-00638,target:NEAREST_VALID_STRUCTURE,FVG2-000109
EP-00638,target:BRANCH_SEMANTIC_TARGET,FVG2-000109
EP-00638,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000109
EP-00639,context/component,RB2-004345
EP-00639,target:NEAREST_VALID_STRUCTURE,RB2-000807
EP-00639,target:BRANCH_SEMANTIC_TARGET,RB2-000807
EP-00639,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001112
EP-00640,context/component,IFVG2-000455
EP-00640,target:NEAREST_VALID_STRUCTURE,RB2-000230
EP-00640,target:BRANCH_SEMANTIC_TARGET,RB2-003192
EP-00640,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003192
EP-00641,context/component,IFVG2-000102
EP-00642,context/component,RB2-003412
EP-00642,target:NEAREST_VALID_STRUCTURE,FVG2-000820
EP-00642,target:BRANCH_SEMANTIC_TARGET,IFVG2-000424
EP-00642,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000424
EP-00643,context/component,RB2-000844
EP-00643,target:NEAREST_VALID_STRUCTURE,FVG2-000094
EP-00643,target:BRANCH_SEMANTIC_TARGET,FVG2-000848
EP-00643,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000848
EP-00644,context/component,IFVG2-000457
EP-00645,context/component,RB2-000851
EP-00645,target:NEAREST_VALID_STRUCTURE,RB2-004258
EP-00645,target:BRANCH_SEMANTIC_TARGET,RB2-004258
EP-00645,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004258
EP-00646,context/component,RB2-003422
EP-00646,target:NEAREST_VALID_STRUCTURE,RB2-003265
EP-00646,target:BRANCH_SEMANTIC_TARGET,RB2-003265
EP-00646,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003265
EP-00647,context/component,RB2-004346
EP-00647,context/component,RB2-004859
EP-00647,target:NEAREST_VALID_STRUCTURE,RB2-003265
EP-00647,target:BRANCH_SEMANTIC_TARGET,RB2-003265
EP-00647,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004860
EP-00648,context/component,RB2-000855
EP-00648,target:NEAREST_VALID_STRUCTURE,RB2-003265
EP-00648,target:BRANCH_SEMANTIC_TARGET,RB2-003265
EP-00648,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003265
EP-00649,context/component,IFVG2-000100
EP-00649,target:NEAREST_VALID_STRUCTURE,RB2-003260
EP-00649,target:BRANCH_SEMANTIC_TARGET,RB2-003260
EP-00649,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003260
EP-00650,context/component,IFVG2-000456
EP-00650,target:NEAREST_VALID_STRUCTURE,FVG2-000056
EP-00650,target:BRANCH_SEMANTIC_TARGET,FVG2-000056
EP-00650,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003188
EP-00651,context/component,RB2-000859
EP-00651,target:NEAREST_VALID_STRUCTURE,FVG2-000056
EP-00651,target:BRANCH_SEMANTIC_TARGET,FVG2-000056
EP-00651,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000056
EP-00652,context/component,IFVG2-000103
EP-00652,target:NEAREST_VALID_STRUCTURE,RB2-000215
EP-00652,target:BRANCH_SEMANTIC_TARGET,RB2-000420
EP-00652,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000420
EP-00653,context/component,IFVG2-000103
EP-00653,target:NEAREST_VALID_STRUCTURE,FVG2-000202
EP-00653,target:BRANCH_SEMANTIC_TARGET,RB2-000472
EP-00653,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000472
EP-00654,context/component,RB2-003425
EP-00654,target:NEAREST_VALID_STRUCTURE,RB2-000224
EP-00654,target:BRANCH_SEMANTIC_TARGET,RB2-000224
EP-00654,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003179
EP-00655,context/component,RB2-000861
EP-00655,target:NEAREST_VALID_STRUCTURE,FVG2-000210
EP-00655,target:BRANCH_SEMANTIC_TARGET,RB2-003420
EP-00655,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003420
EP-00656,context/component,IFVG2-000104
EP-00656,target:NEAREST_VALID_STRUCTURE,RB2-000832
EP-00656,target:BRANCH_SEMANTIC_TARGET,RB2-000832
EP-00656,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000832
EP-00657,context/component,IFVG2-000104
EP-00657,target:NEAREST_VALID_STRUCTURE,FVG2-000200
EP-00657,target:BRANCH_SEMANTIC_TARGET,FVG2-000200
EP-00657,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000200
EP-00658,context/component,FVG2-000217
EP-00658,target:NEAREST_VALID_STRUCTURE,RB2-000848
EP-00658,target:BRANCH_SEMANTIC_TARGET,RB2-000848
EP-00658,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000848
EP-00659,context/component,RB2-000857
EP-00659,target:NEAREST_VALID_STRUCTURE,RB2-000848
EP-00659,target:BRANCH_SEMANTIC_TARGET,RB2-000848
EP-00659,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000848
EP-00660,context/component,RB2-000862
EP-00660,target:NEAREST_VALID_STRUCTURE,RB2-003262
EP-00660,target:BRANCH_SEMANTIC_TARGET,IFVG2-000100
EP-00660,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000100
EP-00661,context/component,RB2-004347
EP-00661,target:NEAREST_VALID_STRUCTURE,RB2-000830
EP-00661,target:BRANCH_SEMANTIC_TARGET,RB2-000830
EP-00661,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001113
EP-00662,context/component,IFVG2-000458
EP-00662,target:NEAREST_VALID_STRUCTURE,RB2-000411
EP-00662,target:BRANCH_SEMANTIC_TARGET,RB2-000411
EP-00662,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000456
EP-00663,context/component,IFVG2-000105
EP-00663,target:NEAREST_VALID_STRUCTURE,RB2-000791
EP-00663,target:BRANCH_SEMANTIC_TARGET,RB2-000834
EP-00663,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000834
EP-00664,context/component,RB2-000866
EP-00664,target:NEAREST_VALID_STRUCTURE,RB2-000867
EP-00664,target:BRANCH_SEMANTIC_TARGET,RB2-000867
EP-00664,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000867
EP-00665,context/component,RB2-000867
EP-00665,target:NEAREST_VALID_STRUCTURE,FVG2-000211
EP-00665,target:BRANCH_SEMANTIC_TARGET,FVG2-000211
EP-00665,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000211
EP-00666,context/component,RB2-004860
EP-00666,target:NEAREST_VALID_STRUCTURE,FVG2-000211
EP-00666,target:BRANCH_SEMANTIC_TARGET,FVG2-000211
EP-00666,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005124
EP-00667,context/component,RB2-000868
EP-00667,target:NEAREST_VALID_STRUCTURE,FVG2-000848
EP-00667,target:BRANCH_SEMANTIC_TARGET,FVG2-000848
EP-00667,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000848
EP-00668,context/component,RB2-000869
EP-00668,target:NEAREST_VALID_STRUCTURE,FVG2-001077
EP-00668,target:BRANCH_SEMANTIC_TARGET,IFVG2-000047
EP-00668,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000047
EP-00669,context/component,RB2-000847
EP-00669,target:NEAREST_VALID_STRUCTURE,RB2-000805
EP-00669,target:BRANCH_SEMANTIC_TARGET,RB2-000852
EP-00669,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000852
EP-00670,context/component,RB2-005034
EP-00670,target:NEAREST_VALID_STRUCTURE,FVG2-000053
EP-00670,target:BRANCH_SEMANTIC_TARGET,FVG2-000053
EP-00670,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005008
EP-00671,context/component,RB2-000875
EP-00671,target:NEAREST_VALID_STRUCTURE,RB2-004215
EP-00671,target:BRANCH_SEMANTIC_TARGET,RB2-004215
EP-00671,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004215
EP-00672,context/component,FVG2-000886
EP-00672,target:NEAREST_VALID_STRUCTURE,RB2-000440
EP-00672,target:BRANCH_SEMANTIC_TARGET,RB2-003401
EP-00672,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003401
EP-00673,context/component,IFVG2-000095
EP-00673,target:NEAREST_VALID_STRUCTURE,RB2-000827
EP-00673,target:BRANCH_SEMANTIC_TARGET,RB2-000466
EP-00673,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000466
EP-00674,context/component,RB2-000880
EP-00674,target:NEAREST_VALID_STRUCTURE,FVG2-000820
EP-00674,target:BRANCH_SEMANTIC_TARGET,IFVG2-000424
EP-00674,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000424
EP-00675,context/component,IFVG2-000106
EP-00676,context/component,RB2-005033
EP-00676,target:NEAREST_VALID_STRUCTURE,FVG2-000200
EP-00676,target:BRANCH_SEMANTIC_TARGET,FVG2-000200
EP-00676,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-005034
EP-00677,context/component,RB2-003434
EP-00677,target:NEAREST_VALID_STRUCTURE,FVG2-000055
EP-00677,target:BRANCH_SEMANTIC_TARGET,FVG2-000055
EP-00677,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000822
EP-00678,context/component,RB2-000888
EP-00678,target:NEAREST_VALID_STRUCTURE,FVG2-000055
EP-00678,target:BRANCH_SEMANTIC_TARGET,FVG2-000055
EP-00678,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000055
EP-00679,context/component,FVG2-000225
EP-00679,target:NEAREST_VALID_STRUCTURE,RB2-003407
EP-00679,target:BRANCH_SEMANTIC_TARGET,RB2-003407
EP-00679,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003407
EP-00680,context/component,RB2-000892
EP-00680,target:NEAREST_VALID_STRUCTURE,RB2-000476
EP-00680,target:BRANCH_SEMANTIC_TARGET,RB2-000476
EP-00680,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000476
EP-00681,context/component,IFVG2-000107
EP-00681,context/component,IFVG2-000459
EP-00681,target:NEAREST_VALID_STRUCTURE,FVG2-000051
EP-00681,target:BRANCH_SEMANTIC_TARGET,FVG2-000051
EP-00681,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003401
EP-00682,context/component,IFVG2-000107
EP-00683,context/component,RB2-000896
EP-00683,target:NEAREST_VALID_STRUCTURE,FVG2-000093
EP-00683,target:BRANCH_SEMANTIC_TARGET,FVG2-000093
EP-00683,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000093
EP-00684,context/component,IFVG2-000460
EP-00684,target:NEAREST_VALID_STRUCTURE,FVG2-000216
EP-00684,target:BRANCH_SEMANTIC_TARGET,IFVG2-000103
EP-00684,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004335
EP-00685,context/component,RB2-000895
EP-00685,target:NEAREST_VALID_STRUCTURE,FVG2-000216
EP-00685,target:BRANCH_SEMANTIC_TARGET,IFVG2-000103
EP-00685,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000103
EP-00686,context/component,RB2-000887
EP-00686,target:NEAREST_VALID_STRUCTURE,FVG2-000211
EP-00686,target:BRANCH_SEMANTIC_TARGET,FVG2-000211
EP-00686,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000211
EP-00687,context/component,RB2-003439
EP-00687,target:NEAREST_VALID_STRUCTURE,RB2-000852
EP-00687,target:BRANCH_SEMANTIC_TARGET,RB2-003419
EP-00687,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003419
EP-00688,context/component,RB2-000902
EP-00688,target:NEAREST_VALID_STRUCTURE,FVG2-000887
EP-00688,target:BRANCH_SEMANTIC_TARGET,FVG2-000887
EP-00688,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000887
EP-00689,context/component,RB2-000905
EP-00689,target:NEAREST_VALID_STRUCTURE,RB2-000466
EP-00689,target:BRANCH_SEMANTIC_TARGET,RB2-003192
EP-00689,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003192
EP-00690,context/component,IFVG2-000109
EP-00690,target:NEAREST_VALID_STRUCTURE,RB2-000203
EP-00690,target:BRANCH_SEMANTIC_TARGET,IFVG2-000096
EP-00690,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000096
EP-00691,context/component,RB2-000906
EP-00691,target:NEAREST_VALID_STRUCTURE,RB2-000421
EP-00691,target:BRANCH_SEMANTIC_TARGET,RB2-000421
EP-00691,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000421
EP-00692,context/component,IFVG2-000110
EP-00692,target:NEAREST_VALID_STRUCTURE,RB2-000427
EP-00692,target:BRANCH_SEMANTIC_TARGET,RB2-000852
EP-00692,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000852
EP-00693,context/component,IFVG2-000460
EP-00693,target:NEAREST_VALID_STRUCTURE,FVG2-000882
EP-00693,target:BRANCH_SEMANTIC_TARGET,IFVG2-000457
EP-00693,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000457
EP-00694,context/component,IFVG2-000461
EP-00694,target:NEAREST_VALID_STRUCTURE,RB2-000419
EP-00694,target:BRANCH_SEMANTIC_TARGET,RB2-000852
EP-00694,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004352
EP-00695,context/component,RB2-003440
EP-00695,target:NEAREST_VALID_STRUCTURE,RB2-000419
EP-00695,target:BRANCH_SEMANTIC_TARGET,RB2-000852
EP-00695,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004352
EP-00696,context/component,FVG2-001115
EP-00696,target:NEAREST_VALID_STRUCTURE,FVG2-000209
EP-00696,target:BRANCH_SEMANTIC_TARGET,FVG2-000209
EP-00696,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004270
EP-00697,context/component,IFVG2-000461
EP-00697,target:NEAREST_VALID_STRUCTURE,RB2-000805
EP-00697,target:BRANCH_SEMANTIC_TARGET,RB2-000852
EP-00697,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004352
EP-00698,context/component,RB2-000911
EP-00698,target:NEAREST_VALID_STRUCTURE,RB2-000875
EP-00698,target:BRANCH_SEMANTIC_TARGET,IFVG2-000047
EP-00698,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000047
EP-00699,context/component,FVG2-000230
EP-00699,target:NEAREST_VALID_STRUCTURE,RB2-000466
EP-00699,target:BRANCH_SEMANTIC_TARGET,RB2-003192
EP-00699,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003192
EP-00700,context/component,IFVG2-000110
EP-00700,target:NEAREST_VALID_STRUCTURE,RB2-000420
EP-00700,target:BRANCH_SEMANTIC_TARGET,FVG2-000221
EP-00700,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000221
EP-00701,context/component,IFVG2-000111
EP-00702,context/component,IFVG2-000112
EP-00702,target:NEAREST_VALID_STRUCTURE,RB2-000419
EP-00702,target:BRANCH_SEMANTIC_TARGET,RB2-000852
EP-00702,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000852
EP-00703,context/component,RB2-000916
EP-00703,target:NEAREST_VALID_STRUCTURE,FVG2-000218
EP-00703,target:BRANCH_SEMANTIC_TARGET,FVG2-000218
EP-00703,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000218
EP-00704,context/component,IFVG2-000113
EP-00705,context/component,FVG2-001114
EP-00705,target:NEAREST_VALID_STRUCTURE,FVG2-000233
EP-00705,target:BRANCH_SEMANTIC_TARGET,FVG2-000233
EP-00705,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001112
EP-00706,context/component,IFVG2-000115
EP-00706,target:NEAREST_VALID_STRUCTURE,RB2-003428
EP-00706,target:BRANCH_SEMANTIC_TARGET,RB2-003428
EP-00706,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003428
EP-00707,context/component,IFVG2-000115
EP-00707,target:NEAREST_VALID_STRUCTURE,RB2-000829
EP-00707,target:BRANCH_SEMANTIC_TARGET,RB2-000829
EP-00707,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000829
EP-00708,context/component,FVG2-000234
EP-00708,context/component,RB2-000926
EP-00708,target:NEAREST_VALID_STRUCTURE,RB2-000441
EP-00708,target:BRANCH_SEMANTIC_TARGET,RB2-000420
EP-00708,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000420
EP-00709,context/component,IFVG2-000116
EP-00709,context/component,IFVG2-000462
EP-00709,target:NEAREST_VALID_STRUCTURE,FVG2-000111
EP-00709,target:BRANCH_SEMANTIC_TARGET,FVG2-000111
EP-00709,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004272
EP-00710,context/component,RB2-000928
EP-00710,target:NEAREST_VALID_STRUCTURE,RB2-000800
EP-00710,target:BRANCH_SEMANTIC_TARGET,IFVG2-000116
EP-00710,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000116
EP-00711,context/component,RB2-004361
EP-00711,target:NEAREST_VALID_STRUCTURE,RB2-000917
EP-00711,target:BRANCH_SEMANTIC_TARGET,RB2-000917
EP-00711,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004352
EP-00712,context/component,RB2-000934
EP-00712,target:NEAREST_VALID_STRUCTURE,RB2-000917
EP-00712,target:BRANCH_SEMANTIC_TARGET,RB2-000917
EP-00712,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000917
EP-00713,context/component,IFVG2-000118
EP-00713,target:NEAREST_VALID_STRUCTURE,FVG2-000820
EP-00713,target:BRANCH_SEMANTIC_TARGET,IFVG2-000424
EP-00713,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000424
EP-00714,context/component,IFVG2-000118
EP-00715,context/component,IFVG2-000119
EP-00715,target:NEAREST_VALID_STRUCTURE,RB2-003262
EP-00715,target:BRANCH_SEMANTIC_TARGET,IFVG2-000100
EP-00715,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000100
EP-00716,context/component,RB2-000939
EP-00716,target:NEAREST_VALID_STRUCTURE,RB2-000794
EP-00716,target:BRANCH_SEMANTIC_TARGET,FVG2-001282
EP-00716,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001282
EP-00717,context/component,IFVG2-000120
EP-00717,target:NEAREST_VALID_STRUCTURE,RB2-000175
EP-00717,target:BRANCH_SEMANTIC_TARGET,RB2-000928
EP-00717,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000928
EP-00718,context/component,IFVG2-000119
EP-00719,context/component,RB2-000927
EP-00719,target:NEAREST_VALID_STRUCTURE,RB2-000222
EP-00719,target:BRANCH_SEMANTIC_TARGET,RB2-000222
EP-00719,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000222
EP-00720,context/component,FVG2-000242
EP-00720,target:NEAREST_VALID_STRUCTURE,RB2-000228
EP-00720,target:BRANCH_SEMANTIC_TARGET,IFVG2-000095
EP-00720,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000095
EP-00721,context/component,RB2-000947
EP-00721,target:NEAREST_VALID_STRUCTURE,FVG2-001257
EP-00721,target:BRANCH_SEMANTIC_TARGET,FVG2-001257
EP-00721,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001257
EP-00722,context/component,FVG2-000243
EP-00722,target:NEAREST_VALID_STRUCTURE,RB2-000206
EP-00722,target:BRANCH_SEMANTIC_TARGET,FVG2-000038
EP-00722,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000038
EP-00723,context/component,RB2-000952
EP-00723,target:NEAREST_VALID_STRUCTURE,RB2-000442
EP-00723,target:BRANCH_SEMANTIC_TARGET,RB2-000442
EP-00723,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000442
EP-00724,context/component,RB2-003455
EP-00724,target:NEAREST_VALID_STRUCTURE,FVG2-000204
EP-00724,target:BRANCH_SEMANTIC_TARGET,FVG2-000204
EP-00724,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000550
EP-00725,context/component,RB2-000955
EP-00725,target:NEAREST_VALID_STRUCTURE,RB2-000444
EP-00725,target:BRANCH_SEMANTIC_TARGET,RB2-003172
EP-00725,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003172
EP-00726,context/component,RB2-000956
EP-00726,target:NEAREST_VALID_STRUCTURE,FVG2-000206
EP-00726,target:BRANCH_SEMANTIC_TARGET,FVG2-000206
EP-00726,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000206
EP-00727,context/component,RB2-000957
EP-00727,target:NEAREST_VALID_STRUCTURE,RB2-003199
EP-00727,target:BRANCH_SEMANTIC_TARGET,FVG2-000205
EP-00727,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000205
EP-00728,context/component,RB2-003453
EP-00728,target:NEAREST_VALID_STRUCTURE,RB2-004220
EP-00728,target:BRANCH_SEMANTIC_TARGET,RB2-000958
EP-00728,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003174
EP-00729,context/component,FVG2-001117
EP-00729,target:NEAREST_VALID_STRUCTURE,RB2-000250
EP-00729,target:BRANCH_SEMANTIC_TARGET,RB2-000958
EP-00729,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004257
EP-00730,context/component,FVG2-000245
EP-00730,target:NEAREST_VALID_STRUCTURE,RB2-000158
EP-00730,target:BRANCH_SEMANTIC_TARGET,FVG2-000037
EP-00730,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000037
EP-00731,context/component,RB2-003457
EP-00731,target:NEAREST_VALID_STRUCTURE,RB2-000235
EP-00731,target:BRANCH_SEMANTIC_TARGET,RB2-000235
EP-00731,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004219
EP-00732,context/component,IFVG2-000121
EP-00732,target:NEAREST_VALID_STRUCTURE,RB2-004269
EP-00732,target:BRANCH_SEMANTIC_TARGET,RB2-004269
