episode_id,role,structure_id
EP-01282,context/component,RB2-001646
EP-01282,target:NEAREST_VALID_STRUCTURE,FVG2-000390
EP-01282,target:BRANCH_SEMANTIC_TARGET,FVG2-000390
EP-01282,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000390
EP-01283,context/component,RB2-003679
EP-01283,target:NEAREST_VALID_STRUCTURE,RB2-001646
EP-01283,target:BRANCH_SEMANTIC_TARGET,RB2-001646
EP-01283,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000802
EP-01284,context/component,FVG2-000406
EP-01284,target:NEAREST_VALID_STRUCTURE,FVG2-000407
EP-01284,target:BRANCH_SEMANTIC_TARGET,FVG2-000407
EP-01284,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000407
EP-01285,context/component,IFVG2-000208
EP-01286,context/component,IFVG2-000209
EP-01287,context/component,IFVG2-000215
EP-01287,target:NEAREST_VALID_STRUCTURE,RB2-000978
EP-01287,target:BRANCH_SEMANTIC_TARGET,RB2-000978
EP-01287,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000978
EP-01288,context/component,IFVG2-000488
EP-01288,target:NEAREST_VALID_STRUCTURE,RB2-001139
EP-01288,target:BRANCH_SEMANTIC_TARGET,RB2-001139
EP-01288,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004407
EP-01289,context/component,RB2-003680
EP-01289,target:NEAREST_VALID_STRUCTURE,RB2-001139
EP-01289,target:BRANCH_SEMANTIC_TARGET,RB2-001139
EP-01289,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004407
EP-01290,context/component,RB2-001655
EP-01290,target:NEAREST_VALID_STRUCTURE,RB2-001300
EP-01290,target:BRANCH_SEMANTIC_TARGET,RB2-001300
EP-01290,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001300
EP-01291,context/component,IFVG2-000488
EP-01291,target:NEAREST_VALID_STRUCTURE,RB2-000078
EP-01291,target:BRANCH_SEMANTIC_TARGET,RB2-001093
EP-01291,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003138
EP-01292,context/component,RB2-001657
EP-01292,target:NEAREST_VALID_STRUCTURE,RB2-001096
EP-01292,target:BRANCH_SEMANTIC_TARGET,RB2-001096
EP-01292,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001096
EP-01293,context/component,RB2-003681
EP-01293,target:NEAREST_VALID_STRUCTURE,FVG2-000312
EP-01293,target:BRANCH_SEMANTIC_TARGET,RB2-003470
EP-01293,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003470
EP-01294,context/component,RB2-001662
EP-01294,target:NEAREST_VALID_STRUCTURE,RB2-000997
EP-01294,target:BRANCH_SEMANTIC_TARGET,RB2-001219
EP-01294,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001219
EP-01295,context/component,IFVG2-000581
EP-01296,context/component,RB2-001660
EP-01296,target:NEAREST_VALID_STRUCTURE,RB2-001192
EP-01296,target:BRANCH_SEMANTIC_TARGET,RB2-001222
EP-01296,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001222
EP-01297,context/component,RB2-001664
EP-01297,target:NEAREST_VALID_STRUCTURE,FVG2-001128
EP-01297,target:BRANCH_SEMANTIC_TARGET,RB2-000081
EP-01297,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000081
EP-01298,context/component,RB2-001666
EP-01298,target:NEAREST_VALID_STRUCTURE,RB2-001057
EP-01298,target:BRANCH_SEMANTIC_TARGET,RB2-001057
EP-01298,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001057
EP-01299,context/component,RB2-004506
EP-01299,target:NEAREST_VALID_STRUCTURE,RB2-001048
EP-01299,target:BRANCH_SEMANTIC_TARGET,RB2-001056
EP-01299,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001148
EP-01300,context/component,FVG2-000413
EP-01300,target:NEAREST_VALID_STRUCTURE,RB2-003131
EP-01300,target:BRANCH_SEMANTIC_TARGET,RB2-003131
EP-01300,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003131
EP-01301,context/component,IFVG2-000489
EP-01301,target:NEAREST_VALID_STRUCTURE,RB2-001613
EP-01301,target:BRANCH_SEMANTIC_TARGET,RB2-000039
EP-01301,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003130
EP-01302,context/component,IFVG2-000216
EP-01302,target:NEAREST_VALID_STRUCTURE,RB2-001065
EP-01302,target:BRANCH_SEMANTIC_TARGET,RB2-001664
EP-01302,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001664
EP-01303,context/component,IFVG2-000217
EP-01303,target:NEAREST_VALID_STRUCTURE,RB2-001065
EP-01303,target:BRANCH_SEMANTIC_TARGET,RB2-001664
EP-01303,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001664
EP-01304,context/component,IFVG2-000216
EP-01304,target:NEAREST_VALID_STRUCTURE,RB2-001197
EP-01304,target:BRANCH_SEMANTIC_TARGET,IFVG2-000613
EP-01304,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000613
EP-01305,context/component,IFVG2-000217
EP-01305,target:NEAREST_VALID_STRUCTURE,RB2-001197
EP-01305,target:BRANCH_SEMANTIC_TARGET,IFVG2-000613
EP-01305,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000613
EP-01306,context/component,IFVG2-000582
EP-01306,target:NEAREST_VALID_STRUCTURE,RB2-000341
EP-01306,target:BRANCH_SEMANTIC_TARGET,RB2-001248
EP-01306,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000613
EP-01307,context/component,RB2-004507
EP-01307,target:NEAREST_VALID_STRUCTURE,RB2-000341
EP-01307,target:BRANCH_SEMANTIC_TARGET,RB2-001248
EP-01307,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000613
EP-01308,context/component,IFVG2-000490
EP-01308,target:NEAREST_VALID_STRUCTURE,RB2-000298
EP-01308,target:BRANCH_SEMANTIC_TARGET,RB2-000298
EP-01308,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003243
EP-01309,context/component,RB2-001675
EP-01309,target:NEAREST_VALID_STRUCTURE,FVG2-000032
EP-01309,target:BRANCH_SEMANTIC_TARGET,FVG2-000032
EP-01309,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000032
EP-01310,context/component,IFVG2-000582
EP-01310,target:NEAREST_VALID_STRUCTURE,RB2-000384
EP-01310,target:BRANCH_SEMANTIC_TARGET,RB2-000384
EP-01310,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004822
EP-01311,context/component,IFVG2-000583
EP-01311,target:NEAREST_VALID_STRUCTURE,RB2-000384
EP-01311,target:BRANCH_SEMANTIC_TARGET,RB2-000384
EP-01311,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004822
EP-01312,context/component,RB2-001678
EP-01312,target:NEAREST_VALID_STRUCTURE,RB2-001679
EP-01312,target:BRANCH_SEMANTIC_TARGET,RB2-001679
EP-01312,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001679
EP-01313,context/component,IFVG2-000218
EP-01313,target:NEAREST_VALID_STRUCTURE,RB2-000266
EP-01313,target:BRANCH_SEMANTIC_TARGET,RB2-000266
EP-01313,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000266
EP-01314,context/component,IFVG2-000218
EP-01315,context/component,IFVG2-000583
EP-01315,target:NEAREST_VALID_STRUCTURE,RB2-000135
EP-01315,target:BRANCH_SEMANTIC_TARGET,RB2-000135
EP-01315,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004198
EP-01316,context/component,IFVG2-000219
EP-01316,target:NEAREST_VALID_STRUCTURE,RB2-000135
EP-01316,target:BRANCH_SEMANTIC_TARGET,RB2-000135
EP-01316,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000135
EP-01317,context/component,RB2-003689
EP-01317,target:NEAREST_VALID_STRUCTURE,RB2-000404
EP-01317,target:BRANCH_SEMANTIC_TARGET,RB2-000453
EP-01317,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003176
EP-01318,context/component,RB2-003690
EP-01318,target:NEAREST_VALID_STRUCTURE,RB2-003450
EP-01318,target:BRANCH_SEMANTIC_TARGET,RB2-003450
EP-01318,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003450
EP-01319,context/component,RB2-001682
EP-01319,target:NEAREST_VALID_STRUCTURE,RB2-003450
EP-01319,target:BRANCH_SEMANTIC_TARGET,RB2-003450
EP-01319,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003450
EP-01320,context/component,RB2-004911
EP-01320,target:NEAREST_VALID_STRUCTURE,RB2-000917
EP-01320,target:BRANCH_SEMANTIC_TARGET,RB2-000917
EP-01320,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004861
EP-01321,context/component,RB2-001686
EP-01321,target:NEAREST_VALID_STRUCTURE,FVG2-000060
EP-01321,target:BRANCH_SEMANTIC_TARGET,RB2-000797
EP-01321,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000797
EP-01322,context/component,IFVG2-000220
EP-01322,target:NEAREST_VALID_STRUCTURE,FVG2-000219
EP-01322,target:BRANCH_SEMANTIC_TARGET,IFVG2-000120
EP-01322,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000120
EP-01323,context/component,IFVG2-000220
EP-01323,context/component,RB2-001690
EP-01323,target:NEAREST_VALID_STRUCTURE,FVG2-000233
EP-01323,target:BRANCH_SEMANTIC_TARGET,RB2-000896
EP-01323,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000896
EP-01324,context/component,RB2-003692
EP-01324,target:NEAREST_VALID_STRUCTURE,RB2-000467
EP-01324,target:BRANCH_SEMANTIC_TARGET,RB2-000467
EP-01324,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001091
EP-01325,context/component,IFVG2-000617
EP-01326,context/component,RB2-001691
EP-01326,target:NEAREST_VALID_STRUCTURE,RB2-000167
EP-01326,target:BRANCH_SEMANTIC_TARGET,RB2-000167
EP-01326,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000167
EP-01327,context/component,RB2-001695
EP-01327,target:NEAREST_VALID_STRUCTURE,RB2-000959
EP-01327,target:BRANCH_SEMANTIC_TARGET,RB2-000959
EP-01327,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000959
EP-01328,context/component,RB2-004510
EP-01328,target:NEAREST_VALID_STRUCTURE,RB2-000241
EP-01328,target:BRANCH_SEMANTIC_TARGET,RB2-000241
EP-01328,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004365
EP-01329,context/component,FVG2-000422
EP-01330,context/component,IFVG2-000221
EP-01330,target:NEAREST_VALID_STRUCTURE,FVG2-000048
EP-01330,target:BRANCH_SEMANTIC_TARGET,FVG2-000048
EP-01330,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000048
EP-01331,context/component,RB2-001699
EP-01331,target:NEAREST_VALID_STRUCTURE,FVG2-000048
EP-01331,target:BRANCH_SEMANTIC_TARGET,FVG2-000048
EP-01331,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000048
EP-01332,context/component,IFVG2-000584
EP-01333,context/component,IFVG2-000222
EP-01333,target:NEAREST_VALID_STRUCTURE,FVG2-000889
EP-01333,target:BRANCH_SEMANTIC_TARGET,IFVG2-000460
EP-01333,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000460
EP-01334,context/component,FVG2-000424
EP-01334,context/component,IFVG2-000222
EP-01335,context/component,RB2-001702
EP-01335,target:NEAREST_VALID_STRUCTURE,RB2-003420
EP-01335,target:BRANCH_SEMANTIC_TARGET,RB2-000410
EP-01335,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000410
EP-01336,context/component,IFVG2-000223
EP-01336,target:NEAREST_VALID_STRUCTURE,RB2-000837
EP-01336,target:BRANCH_SEMANTIC_TARGET,RB2-000837
EP-01336,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000837
EP-01337,context/component,IFVG2-000223
EP-01337,target:NEAREST_VALID_STRUCTURE,FVG2-000049
EP-01337,target:BRANCH_SEMANTIC_TARGET,IFVG2-000021
EP-01337,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000021
EP-01338,context/component,RB2-003696
EP-01338,context/component,RB2-004913
EP-01338,target:NEAREST_VALID_STRUCTURE,RB2-000206
EP-01338,target:BRANCH_SEMANTIC_TARGET,FVG2-000038
EP-01338,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004820
EP-01339,context/component,FVG2-000427
EP-01339,context/component,IFVG2-000491
EP-01339,target:NEAREST_VALID_STRUCTURE,RB2-003198
EP-01339,target:BRANCH_SEMANTIC_TARGET,RB2-003198
EP-01339,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003198
EP-01340,context/component,FVG2-000426
EP-01340,target:NEAREST_VALID_STRUCTURE,RB2-000196
EP-01340,target:BRANCH_SEMANTIC_TARGET,RB2-000196
EP-01340,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000196
EP-01341,context/component,FVG2-000951
EP-01341,context/component,IFVG2-000491
EP-01341,context/component,RB2-001711
EP-01341,target:NEAREST_VALID_STRUCTURE,FVG2-000061
EP-01341,target:BRANCH_SEMANTIC_TARGET,IFVG2-000030
EP-01341,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000847
EP-01342,context/component,RB2-003698
EP-01342,target:NEAREST_VALID_STRUCTURE,RB2-000959
EP-01342,target:BRANCH_SEMANTIC_TARGET,RB2-000959
EP-01342,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003457
EP-01343,context/component,RB2-001714
EP-01343,target:NEAREST_VALID_STRUCTURE,RB2-000877
EP-01343,target:BRANCH_SEMANTIC_TARGET,RB2-000877
EP-01343,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000877
EP-01344,context/component,RB2-001716
EP-01344,target:NEAREST_VALID_STRUCTURE,FVG2-000425
EP-01344,target:BRANCH_SEMANTIC_TARGET,IFVG2-000223
EP-01344,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000223
EP-01345,context/component,RB2-001720
EP-01345,target:NEAREST_VALID_STRUCTURE,FVG2-000218
EP-01345,target:BRANCH_SEMANTIC_TARGET,IFVG2-000104
EP-01345,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000104
EP-01346,context/component,RB2-003701
EP-01346,target:NEAREST_VALID_STRUCTURE,RB2-003426
EP-01346,target:BRANCH_SEMANTIC_TARGET,RB2-003426
EP-01346,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003426
EP-01347,context/component,RB2-003700
EP-01347,target:NEAREST_VALID_STRUCTURE,RB2-000789
EP-01347,target:BRANCH_SEMANTIC_TARGET,RB2-000789
EP-01347,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003296
EP-01348,context/component,RB2-001722
EP-01348,target:NEAREST_VALID_STRUCTURE,RB2-000510
EP-01348,target:BRANCH_SEMANTIC_TARGET,RB2-001723
EP-01348,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001723
EP-01349,context/component,IFVG2-000224
EP-01349,target:NEAREST_VALID_STRUCTURE,RB2-000541
EP-01349,target:BRANCH_SEMANTIC_TARGET,RB2-000541
EP-01349,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000541
EP-01350,context/component,FVG2-000432
EP-01350,target:NEAREST_VALID_STRUCTURE,RB2-000539
EP-01350,target:BRANCH_SEMANTIC_TARGET,RB2-000539
EP-01350,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000539
EP-01351,context/component,IFVG2-000224
EP-01351,target:NEAREST_VALID_STRUCTURE,RB2-000539
EP-01351,target:BRANCH_SEMANTIC_TARGET,RB2-000539
EP-01351,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000539
EP-01352,context/component,RB2-004914
EP-01352,target:NEAREST_VALID_STRUCTURE,RB2-000549
EP-01352,target:BRANCH_SEMANTIC_TARGET,RB2-004330
EP-01352,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004853
EP-01353,context/component,RB2-001734
EP-01353,target:NEAREST_VALID_STRUCTURE,RB2-000708
EP-01353,target:BRANCH_SEMANTIC_TARGET,RB2-000708
EP-01353,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000708
EP-01354,context/component,RB2-001737
EP-01354,target:NEAREST_VALID_STRUCTURE,FVG2-000851
EP-01354,target:BRANCH_SEMANTIC_TARGET,IFVG2-000562
EP-01354,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000562
EP-01355,context/component,RB2-001736
EP-01355,target:NEAREST_VALID_STRUCTURE,RB2-000706
EP-01355,target:BRANCH_SEMANTIC_TARGET,RB2-000706
EP-01355,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000706
EP-01356,context/component,RB2-004517
EP-01356,target:NEAREST_VALID_STRUCTURE,RB2-004283
EP-01356,target:BRANCH_SEMANTIC_TARGET,RB2-004283
EP-01356,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004283
EP-01357,context/component,RB2-003705
EP-01357,target:NEAREST_VALID_STRUCTURE,RB2-000580
EP-01357,target:BRANCH_SEMANTIC_TARGET,RB2-000580
EP-01357,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000451
EP-01358,context/component,IFVG2-000225
EP-01358,target:NEAREST_VALID_STRUCTURE,FVG2-000864
EP-01358,target:BRANCH_SEMANTIC_TARGET,FVG2-000864
EP-01358,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000864
EP-01359,context/component,RB2-003709
EP-01359,target:NEAREST_VALID_STRUCTURE,RB2-000707
EP-01359,target:BRANCH_SEMANTIC_TARGET,RB2-000707
EP-01359,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000445
EP-01360,context/component,IFVG2-000492
EP-01360,target:NEAREST_VALID_STRUCTURE,FVG2-000126
EP-01360,target:BRANCH_SEMANTIC_TARGET,FVG2-000126
EP-01360,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004280
EP-01361,context/component,IFVG2-000226
EP-01361,target:NEAREST_VALID_STRUCTURE,RB2-003286
EP-01361,target:BRANCH_SEMANTIC_TARGET,RB2-004516
EP-01361,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004516
EP-01362,context/component,FVG2-000437
EP-01362,target:NEAREST_VALID_STRUCTURE,RB2-000506
EP-01362,target:BRANCH_SEMANTIC_TARGET,RB2-000506
EP-01362,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000506
EP-01363,context/component,FVG2-000954
EP-01363,target:NEAREST_VALID_STRUCTURE,RB2-003713
EP-01363,target:BRANCH_SEMANTIC_TARGET,RB2-003713
EP-01363,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003713
EP-01364,context/component,FVG2-001155
EP-01364,target:NEAREST_VALID_STRUCTURE,RB2-000502
EP-01364,target:BRANCH_SEMANTIC_TARGET,RB2-004523
EP-01364,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004523
EP-01365,context/component,RB2-001756
EP-01365,target:NEAREST_VALID_STRUCTURE,RB2-000502
EP-01365,target:BRANCH_SEMANTIC_TARGET,RB2-004523
EP-01365,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004523
EP-01366,context/component,RB2-003713
EP-01366,target:NEAREST_VALID_STRUCTURE,RB2-000678
EP-01366,target:BRANCH_SEMANTIC_TARGET,RB2-000681
EP-01366,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003286
EP-01367,context/component,IFVG2-000493
EP-01367,target:NEAREST_VALID_STRUCTURE,FVG2-000212
EP-01367,target:BRANCH_SEMANTIC_TARGET,FVG2-000212
EP-01367,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004276
EP-01368,context/component,RB2-001761
EP-01368,target:NEAREST_VALID_STRUCTURE,RB2-000481
EP-01368,target:BRANCH_SEMANTIC_TARGET,RB2-000481
EP-01368,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000481
EP-01369,context/component,FVG2-000438
EP-01369,target:NEAREST_VALID_STRUCTURE,FVG2-000220
EP-01369,target:BRANCH_SEMANTIC_TARGET,FVG2-000220
EP-01369,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000220
EP-01370,context/component,IFVG2-000585
EP-01370,target:NEAREST_VALID_STRUCTURE,RB2-000793
EP-01370,target:BRANCH_SEMANTIC_TARGET,RB2-000793
EP-01370,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001113
EP-01371,context/component,RB2-001764
EP-01371,target:NEAREST_VALID_STRUCTURE,RB2-000907
EP-01371,target:BRANCH_SEMANTIC_TARGET,RB2-000914
EP-01371,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000914
EP-01372,context/component,RB2-001766
EP-01372,target:NEAREST_VALID_STRUCTURE,RB2-000467
EP-01372,target:BRANCH_SEMANTIC_TARGET,RB2-000467
EP-01372,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000467
EP-01373,context/component,RB2-004524
EP-01373,target:NEAREST_VALID_STRUCTURE,RB2-000175
EP-01373,target:BRANCH_SEMANTIC_TARGET,RB2-000928
EP-01373,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001091
EP-01374,context/component,RB2-001769
EP-01374,target:NEAREST_VALID_STRUCTURE,RB2-003199
EP-01374,target:BRANCH_SEMANTIC_TARGET,FVG2-000205
EP-01374,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000205
EP-01375,context/component,IFVG2-000618
EP-01375,target:NEAREST_VALID_STRUCTURE,FVG2-000205
EP-01375,target:BRANCH_SEMANTIC_TARGET,FVG2-000205
EP-01375,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001258
EP-01376,context/component,IFVG2-000227
EP-01376,target:NEAREST_VALID_STRUCTURE,RB2-000260
EP-01376,target:BRANCH_SEMANTIC_TARGET,RB2-000260
EP-01376,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000260
EP-01377,context/component,RB2-004526
EP-01377,target:NEAREST_VALID_STRUCTURE,RB2-003271
EP-01377,target:BRANCH_SEMANTIC_TARGET,RB2-003271
EP-01377,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001219
EP-01378,context/component,IFVG2-000227
EP-01378,target:NEAREST_VALID_STRUCTURE,RB2-003271
EP-01378,target:BRANCH_SEMANTIC_TARGET,RB2-003271
EP-01378,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-003271
EP-01379,context/component,RB2-003717
EP-01379,target:NEAREST_VALID_STRUCTURE,RB2-003205
EP-01379,target:BRANCH_SEMANTIC_TARGET,RB2-000247
EP-01379,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000560
EP-01380,context/component,RB2-001775
EP-01380,target:NEAREST_VALID_STRUCTURE,RB2-003205
EP-01380,target:BRANCH_SEMANTIC_TARGET,RB2-000247
EP-01380,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000247
EP-01381,context/component,IFVG2-000228
EP-01381,target:NEAREST_VALID_STRUCTURE,RB2-000132
EP-01381,target:BRANCH_SEMANTIC_TARGET,RB2-000132
EP-01381,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000132
EP-01382,context/component,RB2-001777
EP-01382,target:NEAREST_VALID_STRUCTURE,RB2-000132
EP-01382,target:BRANCH_SEMANTIC_TARGET,RB2-000132
EP-01382,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000132
EP-01383,context/component,IFVG2-000228
EP-01383,context/component,RB2-001779
EP-01383,target:NEAREST_VALID_STRUCTURE,FVG2-000089
EP-01383,target:BRANCH_SEMANTIC_TARGET,IFVG2-000045
EP-01383,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000045
EP-01384,context/component,FVG2-001283
EP-01384,target:NEAREST_VALID_STRUCTURE,RB2-000135
EP-01384,target:BRANCH_SEMANTIC_TARGET,RB2-000131
EP-01384,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001280
EP-01385,context/component,RB2-005123
EP-01385,target:NEAREST_VALID_STRUCTURE,RB2-000135
EP-01385,target:BRANCH_SEMANTIC_TARGET,RB2-000131
EP-01385,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-001280
EP-01386,context/component,RB2-001681
EP-01386,target:NEAREST_VALID_STRUCTURE,FVG2-000070
EP-01386,target:BRANCH_SEMANTIC_TARGET,IFVG2-000033
EP-01386,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,IFVG2-000033
EP-01387,context/component,RB2-001783
EP-01387,target:NEAREST_VALID_STRUCTURE,FVG2-000903
EP-01387,target:BRANCH_SEMANTIC_TARGET,FVG2-000903
EP-01387,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000903
EP-01388,context/component,RB2-001680
EP-01388,target:NEAREST_VALID_STRUCTURE,RB2-000399
EP-01388,target:BRANCH_SEMANTIC_TARGET,FVG2-000068
EP-01388,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,FVG2-000068
EP-01389,context/component,RB2-001784
EP-01389,target:NEAREST_VALID_STRUCTURE,RB2-000289
EP-01389,target:BRANCH_SEMANTIC_TARGET,RB2-000393
EP-01389,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000393
EP-01390,context/component,RB2-001782
EP-01390,target:NEAREST_VALID_STRUCTURE,RB2-000373
EP-01390,target:BRANCH_SEMANTIC_TARGET,RB2-001787
EP-01390,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-001787
EP-01391,context/component,IFVG2-000229
EP-01391,target:NEAREST_VALID_STRUCTURE,RB2-000448
EP-01391,target:BRANCH_SEMANTIC_TARGET,RB2-000448
EP-01391,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000448
EP-01392,context/component,RB2-003718
EP-01392,target:NEAREST_VALID_STRUCTURE,RB2-004240
EP-01392,target:BRANCH_SEMANTIC_TARGET,RB2-000394
EP-01392,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-004241
EP-01393,context/component,IFVG2-000229
EP-01393,target:NEAREST_VALID_STRUCTURE,RB2-004240
EP-01393,target:BRANCH_SEMANTIC_TARGET,RB2-000394
EP-01393,target:NEAREST_OPPOSING_HIGHER_TF_STRUCTURE,RB2-000394
EP-01394,context/component,RB2-004528
EP-01394,target:NEAREST_VALID_STRUCTURE,FVG2-000071
EP-01394,target:BRANCH_SEMANTIC_TARGET,IFVG2-000035
