episode_id,variant_id,entry_variant,reaction_state,match_mode,playbook_items,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,entry_ts,entry_price,stop_price,target_surface,target_family,target_tf,natural_rr
EP-07015,EP-07015-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-1497,1,F,ASIA,5,1,True,2026-07-16 22:36:00-04:00,28914.0,28908.5,28918.75,rb,1,0.8636
EP-07016,EP-07016-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0994,1,A,ASIA,5,5,False,2026-07-16 22:40:00-04:00,28914.0,28908.5,28918.75,rb,1,0.8636
EP-07018,EP-07018-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0535,-1,A,ASIA,1,1,False,2026-07-16 22:40:00-04:00,28914.0,28915.0,28907.0,rb,1,7.0
EP-07021,EP-07021-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,EXACT,PB-0153,1,A,ASIA,1,1,False,2026-07-16 22:44:00-04:00,28935.0,28910.5,28956.75,rb,5,0.8878
EP-07021,EP-07021-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,EXACT,PB-0384,1,A,ASIA,1,1,False,2026-07-16 22:44:00-04:00,28935.0,28910.5,28956.75,rb,5,0.8878
EP-07026,EP-07026-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0543,-1,A,ASIA,1,1,False,2026-07-16 22:48:00-04:00,28925.0,28940.0,28907.0,rb,1,1.2
EP-07027,EP-07027-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0778|PB-0783|PB-0800,1,A,ASIA,1,1,False,2026-07-16 22:48:00-04:00,28925.0,28917.5,28928.75,rb,3,0.5
EP-07049,EP-07049-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0544,-1,A,ASIA,1,1,False,2026-07-16 23:03:00-04:00,28926.75,28928.25,28925.5,rb,3,0.8333
EP-07057,EP-07057-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0786,1,A,ASIA,1,1,False,2026-07-16 23:12:00-04:00,28950.75,28947.25,28952.75,rb,1,0.5714
EP-07094,EP-07094-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0784,1,A,ASIA,1,1,False,2026-07-16 23:36:00-04:00,28992.25,28970.0,29004.75,ifvg,1,0.5618
EP-07096,EP-07096-ENTRY_ON_IFVG_RETEST,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,REDUCED_FAMILY,PB-1251,1,C,ASIA,1,1,False,2026-07-16 23:37:00-04:00,28988.5,28983.0,29004.75,ifvg,1,2.9545
EP-07102,EP-07102-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0769|PB-0772,1,A,ASIA,1,1,False,2026-07-16 23:41:00-04:00,28956.0,28951.75,28962.5,ifvg,1,1.5294
EP-07119,EP-07119-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0992,1,A,ASIA,5,5,False,2026-07-16 23:55:00-04:00,28920.25,28915.0,28926.0,ifvg,1,1.0952
EP-07124,EP-07124-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0060|PB-0062|PB-0072,-1,A,ASIA,1,1,False,2026-07-16 23:54:00-04:00,28923.75,28935.5,28912.5,rb,3,0.9574
EP-07124,EP-07124-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,REDUCED_FAMILY,PB-0256|PB-0257,-1,A,ASIA,1,1,False,2026-07-16 23:54:00-04:00,28923.75,28935.5,28912.5,rb,3,0.9574
EP-07130,EP-07130-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-1183,1,B,ASIA,1,1,False,2026-07-17 00:00:00-04:00,28911.0,28910.75,28917.0,ifvg,1,24.0
EP-07132,EP-07132-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0787,1,A,ASIA,1,1,False,2026-07-17 00:02:00-04:00,28887.0,28883.25,28892.75,rb,1,1.5333
EP-07135,EP-07135-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0219,1,A,ASIA,3,1,True,2026-07-17 00:08:00-04:00,28873.0,28860.25,28879.75,rb,1,0.5294
EP-07142,EP-07142-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0544,-1,A,ASIA,1,1,False,2026-07-17 00:13:00-04:00,28866.25,28870.75,28862.75,rb,3,0.7778
EP-07148,EP-07148-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-1000,1,A,ASIA,5,5,False,2026-07-17 00:20:00-04:00,28842.0,28840.0,28851.25,rb,3,4.625
EP-07149,EP-07149-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0782|PB-0786,1,A,ASIA,1,1,False,2026-07-17 00:17:00-04:00,28855.0,28842.25,28862.75,rb,1,0.6078
EP-07157,EP-07157-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0902,1,A,ASIA,3,1,True,2026-07-17 00:25:00-04:00,28829.0,28828.5,28837.0,rb,1,16.0
EP-07170,EP-07170-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-1129,-1,B,ASIA,1,1,False,2026-07-17 00:36:00-04:00,28795.25,28799.0,28791.0,rb,1,1.1333
EP-07176,EP-07176-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0974,1,A,ASIA,5,1,True,2026-07-17 00:41:00-04:00,28790.5,28774.5,28808.0,rb,3,1.0938
EP-07176,EP-07176-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0245,1,A,ASIA,5,1,True,2026-07-17 00:42:00-04:00,28793.0,28774.5,28808.0,rb,3,0.8108
EP-07179,EP-07179-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0157,1,A,ASIA,1,1,False,2026-07-17 00:43:00-04:00,28808.75,28785.5,28823.75,fvg,3,0.6452
EP-07179,EP-07179-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,REDUCED_FAMILY,PB-0282,1,A,ASIA,1,1,False,2026-07-17 00:43:00-04:00,28808.75,28785.5,28823.75,fvg,3,0.6452
EP-07186,EP-07186-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0794,1,A,ASIA,1,1,False,2026-07-17 00:46:00-04:00,28816.0,28805.0,28823.75,fvg,3,0.7045
EP-07230,EP-07230-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0528|PB-0538|PB-0550,-1,A,ASIA,1,1,False,2026-07-17 01:23:00-04:00,28798.75,28801.0,28796.0,ifvg,1,1.2222
EP-07234,EP-07234-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0734,-1,A,ASIA,5,1,True,2026-07-17 01:31:00-04:00,28798.25,28802.0,28796.0,ifvg,1,0.6
EP-07236,EP-07236-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0779,1,A,ASIA,1,1,False,2026-07-17 01:33:00-04:00,28789.75,28788.25,28791.0,rb,5,0.8333
EP-07264,EP-07264-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0157,1,A,ASIA,1,1,False,2026-07-17 02:00:00-04:00,28755.0,28733.25,28769.25,fvg,3,0.6552
EP-07264,EP-07264-ENTRY_ON_IMMEDIATE_DISPLACEMENT,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,REDUCED_FAMILY,PB-0282,1,A,ASIA,1,1,False,2026-07-17 02:00:00-04:00,28755.0,28733.25,28769.25,fvg,3,0.6552
EP-07284,EP-07284-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0907,1,A,ASIA,3,1,True,2026-07-17 02:10:00-04:00,28733.5,28722.5,28740.5,fvg,1,0.6364
EP-07287,EP-07287-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-1140,-1,B,ASIA,1,1,False,2026-07-17 02:11:00-04:00,28744.75,28747.25,28743.5,rb,5,0.5
EP-07309,EP-07309-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0779,1,A,ASIA,1,1,False,2026-07-17 02:30:00-04:00,28814.25,28812.25,28815.25,rb,5,0.5
EP-07316,EP-07316-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0782|PB-0786,1,A,ASIA,1,1,False,2026-07-17 02:35:00-04:00,28816.25,28813.0,28818.25,rb,1,0.6154
EP-07330,EP-07330-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0539|PB-0542,-1,A,ASIA,1,1,False,2026-07-17 02:42:00-04:00,28771.75,28783.25,28765.75,rb,1,0.5217
EP-07351,EP-07351-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0780|PB-0803,1,A,ASIA,1,1,False,2026-07-17 02:58:00-04:00,28738.25,28737.75,28748.0,ifvg,1,19.5
EP-07365,EP-07365-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0814,1,A,LONDON,1,1,False,2026-07-17 03:14:00-04:00,28733.75,28729.5,28737.75,ifvg,1,0.9412
EP-07366,EP-07366-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0595,-1,A,LONDON,1,1,False,2026-07-17 03:15:00-04:00,28752.25,28758.75,28747.25,ifvg,1,0.7692
EP-07375,EP-07375-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0826|PB-0830|PB-0836,1,A,LONDON,1,1,False,2026-07-17 03:30:00-04:00,28750.0,28743.0,28753.75,rb,3,0.5357
EP-07380,EP-07380-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0819|PB-0825,1,A,LONDON,1,1,False,2026-07-17 03:38:00-04:00,28718.0,28710.0,28724.0,rb,1,0.75
EP-07387,EP-07387-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0837,1,A,LONDON,1,1,False,2026-07-17 03:43:00-04:00,28704.25,28703.0,28718.0,rb,3,11.0
EP-07391,EP-07391-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0567,-1,A,LONDON,1,1,False,2026-07-17 03:45:00-04:00,28715.25,28719.75,28711.25,ifvg,1,0.8889
EP-07394,EP-07394-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0837,1,A,LONDON,1,1,False,2026-07-17 03:47:00-04:00,28698.0,28690.0,28718.0,rb,3,2.5
EP-07398,EP-07398-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0979,1,A,LONDON,5,1,True,2026-07-17 03:51:00-04:00,28705.0,28688.75,28718.0,rb,3,0.8
EP-07401,EP-07401-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,EXACT,PB-0166,1,A,LONDON,1,1,False,2026-07-17 03:55:00-04:00,28700.75,28697.5,28704.5,rb,1,1.1538
EP-07406,EP-07406-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0819|PB-0825,1,A,LONDON,1,1,False,2026-07-17 04:01:00-04:00,28701.5,28682.5,28713.25,rb,1,0.6184
EP-07413,EP-07413-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0567,-1,A,LONDON,1,1,False,2026-07-17 04:07:00-04:00,28721.0,28734.75,28711.25,ifvg,1,0.7091
EP-07420,EP-07420-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0829|PB-0835,1,A,LONDON,1,1,False,2026-07-17 04:12:00-04:00,28672.25,28672.0,28677.0,rb,1,19.0
EP-07421,EP-07421-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0569,-1,A,LONDON,1,1,False,2026-07-17 04:13:00-04:00,28676.25,28680.75,28672.25,rb,1,0.8889
EP-07422,EP-07422-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0837,1,A,LONDON,1,1,False,2026-07-17 04:14:00-04:00,28678.0,28669.25,28702.0,rb,3,2.7429
EP-07432,EP-07432-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0569,-1,A,LONDON,1,1,False,2026-07-17 04:23:00-04:00,28593.5,28600.5,28587.0,rb,1,0.9286
EP-07438,EP-07438-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0225,1,A,LONDON,3,1,True,2026-07-17 04:29:00-04:00,28628.75,28577.25,28678.0,rb,1,0.9563
EP-07452,EP-07452-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0817,1,A,LONDON,1,1,False,2026-07-17 04:38:00-04:00,28585.0,28582.25,28589.5,fvg,1,1.6364
EP-07454,EP-07454-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-1484,1,F,LONDON,3,1,True,2026-07-17 04:40:00-04:00,28573.0,28562.75,28584.25,rb,3,1.0976
EP-07456,EP-07456-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0979,1,A,LONDON,5,1,True,2026-07-17 04:41:00-04:00,28575.0,28562.75,28584.25,rb,3,0.7551
EP-07470,EP-07470-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0577|PB-0586|PB-0593|PB-0597,-1,A,LONDON,1,1,False,2026-07-17 04:52:00-04:00,28602.75,28607.0,28599.25,rb,3,0.8235
EP-07475,EP-07475-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0759,-1,A,LONDON,5,5,False,2026-07-17 05:00:00-04:00,28628.75,28634.5,28623.75,fvg,1,0.8696
EP-07490,EP-07490-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-1004,1,A,LONDON,5,5,False,2026-07-17 05:10:00-04:00,28648.5,28618.75,28678.0,rb,1,0.9916
EP-07491,EP-07491-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0710,-1,A,LONDON,3,3,False,2026-07-17 05:09:00-04:00,28645.0,28662.0,28634.5,rb,1,0.6176
EP-07495,EP-07495-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0829|PB-0835,1,A,LONDON,1,1,False,2026-07-17 05:11:00-04:00,28647.25,28641.25,28678.0,rb,1,5.125
EP-07500,EP-07500-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0829|PB-0835,1,A,LONDON,1,1,False,2026-07-17 05:17:00-04:00,28656.0,28649.75,28678.0,rb,1,3.52
EP-07502,EP-07502-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0177,1,A,LONDON,1,1,False,2026-07-17 05:20:00-04:00,28639.75,28630.0,28650.0,ifvg,1,1.0513
EP-07502,EP-07502-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,REDUCED_FAMILY,PB-0406,1,A,LONDON,1,1,False,2026-07-17 05:20:00-04:00,28639.75,28630.0,28650.0,ifvg,1,1.0513
EP-07511,EP-07511-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0180,1,A,LONDON,1,1,False,2026-07-17 05:30:00-04:00,28691.0,28680.0,28702.0,rb,3,1.0
EP-07511,EP-07511-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,REDUCED_FAMILY,PB-0407,1,A,LONDON,1,1,False,2026-07-17 05:30:00-04:00,28691.0,28680.0,28702.0,rb,3,1.0
EP-07519,EP-07519-ENTRY_ON_IFVG_RETEST,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,REDUCED_FAMILY,PB-1235,-1,C,LONDON,1,1,False,2026-07-17 05:35:00-04:00,28665.25,28673.5,28660.25,ifvg,1,0.6061
EP-07524,EP-07524-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0918|PB-0922,1,A,LONDON,3,1,True,2026-07-17 05:38:00-04:00,28674.5,28661.75,28681.25,rb,1,0.5294
EP-07537,EP-07537-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-1006,1,A,LONDON,5,5,False,2026-07-17 05:50:00-04:00,28691.75,28678.0,28702.0,rb,3,0.7455
EP-07546,EP-07546-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0578,-1,A,LONDON,1,1,False,2026-07-17 05:58:00-04:00,28705.75,28706.5,28704.25,rb,3,2.0
EP-07553,EP-07553-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0815,1,A,LONDON,1,1,False,2026-07-17 06:04:00-04:00,28704.5,28698.0,28712.5,ifvg,1,1.2308
EP-07557,EP-07557-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0566,-1,A,LONDON,1,1,False,2026-07-17 06:09:00-04:00,28733.0,28739.25,28726.75,fvg,1,1.0
EP-07561,EP-07561-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0570,-1,A,LONDON,1,1,False,2026-07-17 06:17:00-04:00,28783.25,28790.5,28774.75,fvg,1,1.1724
EP-07567,EP-07567-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0833,1,A,LONDON,1,1,False,2026-07-17 06:21:00-04:00,28756.25,28754.75,28758.0,ifvg,3,1.1667
EP-07585,EP-07585-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0569,-1,A,LONDON,1,1,False,2026-07-17 06:31:00-04:00,28776.5,28782.0,28772.25,rb,1,0.7727
EP-07587,EP-07587-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0814,1,A,LONDON,1,1,False,2026-07-17 06:32:00-04:00,28770.75,28768.75,28772.25,ifvg,1,0.75
EP-07592,EP-07592-ENTRY_ON_IFVG_RETEST,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,REDUCED_FAMILY,PB-1235,-1,C,LONDON,1,1,False,2026-07-17 06:36:00-04:00,28796.5,28797.5,28796.0,ifvg,1,0.5
EP-07594,EP-07594-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0814,1,A,LONDON,1,1,False,2026-07-17 06:38:00-04:00,28797.25,28792.25,28800.75,ifvg,1,0.7
EP-07596,EP-07596-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0081,-1,A,LONDON,1,1,False,2026-07-17 06:41:00-04:00,28814.75,28822.0,28803.25,ifvg,3,1.5862
EP-07596,EP-07596-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,REDUCED_FAMILY,PB-0316,-1,A,LONDON,1,1,False,2026-07-17 06:41:00-04:00,28814.75,28822.0,28803.25,ifvg,3,1.5862
EP-07597,EP-07597-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0816,1,A,LONDON,1,1,False,2026-07-17 06:42:00-04:00,28816.25,28812.0,28819.0,ifvg,3,0.6471
EP-07600,EP-07600-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,EXACT,PB-0167,1,A,LONDON,1,1,False,2026-07-17 06:47:00-04:00,28803.0,28798.75,28805.5,ifvg,1,0.5882
EP-07600,EP-07600-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,EXACT,PB-0394,1,A,LONDON,1,1,False,2026-07-17 06:47:00-04:00,28803.0,28798.75,28805.5,ifvg,1,0.5882
EP-07615,EP-07615-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0983,1,A,LONDON,5,1,True,2026-07-17 06:56:00-04:00,28788.5,28788.0,28796.0,rb,1,15.0
EP-07616,EP-07616-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0819|PB-0825,1,A,LONDON,1,1,False,2026-07-17 06:56:00-04:00,28788.5,28779.0,28796.0,rb,1,0.7895
EP-07619,EP-07619-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0949,1,A,LONDON,3,3,False,2026-07-17 07:00:00-04:00,28786.75,28784.25,28788.5,ifvg,3,0.7
EP-07626,EP-07626-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0949,1,A,LONDON,3,3,False,2026-07-17 07:06:00-04:00,28780.75,28772.75,28788.5,ifvg,3,0.9688
EP-07658,EP-07658-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0577|PB-0586|PB-0593|PB-0597,-1,A,LONDON,1,1,False,2026-07-17 07:41:00-04:00,28752.0,28756.0,28749.25,rb,3,0.6875
EP-07668,EP-07668-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0710,-1,A,LONDON,3,3,False,2026-07-17 07:54:00-04:00,28744.75,28749.0,28741.75,rb,1,0.7059
EP-07673,EP-07673-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0669,-1,A,LONDON,3,1,True,2026-07-17 07:55:00-04:00,28756.5,28762.25,28747.25,ifvg,1,1.6087
EP-07677,EP-07677-ENTRY_ON_FIRST_CLOSE_OUTSIDE,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,REDUCED_FAMILY,PB-0209,1,A,NY_PREMARKET,1,1,False,2026-07-17 08:01:00-04:00,28742.25,28737.75,28746.0,ifvg,3,0.8333
EP-07677,EP-07677-ENTRY_ON_MINIMAL_WICK_REJECTION,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,REDUCED_FAMILY,PB-0434,1,A,NY_PREMARKET,1,1,False,2026-07-17 08:01:00-04:00,28742.25,28737.75,28746.0,ifvg,3,0.8333
EP-07698,EP-07698-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0886,1,A,NY_PREMARKET,1,1,False,2026-07-17 08:26:00-04:00,28685.75,28685.25,28686.0,rb,1,0.5
EP-07708,EP-07708-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0882,1,A,NY_PREMARKET,1,1,False,2026-07-17 08:38:00-04:00,28667.5,28667.25,28668.0,ifvg,1,2.0
EP-07718,EP-07718-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0642,-1,A,NY_PREMARKET,1,1,False,2026-07-17 08:44:00-04:00,28663.5,28664.5,28660.25,ifvg,1,3.25
EP-07747,EP-07747-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0882,1,A,NY_PREMARKET,1,1,False,2026-07-17 09:03:00-04:00,28640.5,28636.5,28650.0,ifvg,1,2.375
EP-07772,EP-07772-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,EXACT,PB-0878,1,A,NY_PREMARKET,1,1,False,2026-07-17 09:28:00-04:00,28598.5,28596.75,28605.5,ifvg,1,4.0
EP-07785,EP-07785-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0843,1,A,NY_AM,1,1,False,2026-07-17 09:36:00-04:00,28540.75,28539.75,28554.75,rb,1,14.0
EP-07796,EP-07796-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0601|PB-0606,-1,A,NY_AM,1,1,False,2026-07-17 09:47:00-04:00,28438.25,28461.5,28420.0,rb,3,0.7849
EP-08006,EP-08006-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0611,-1,A,NY_LUNCH,1,1,False,2026-07-17 12:27:00-04:00,28895.25,28901.75,28891.25,ifvg,1,0.6154
EP-08019,EP-08019-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0856,1,A,NY_LUNCH,1,1,False,2026-07-17 12:35:00-04:00,28904.75,28897.25,28914.25,rb,1,1.2667
EP-08033,EP-08033-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-0612,-1,A,NY_LUNCH,1,1,False,2026-07-17 12:50:00-04:00,28998.0,29001.75,28994.25,ifvg,3,1.0
EP-08075,EP-08075-ENTRY_ON_TAP,ENTRY_ON_TAP,TAP_ONLY,REDUCED_FAMILY,PB-1466,-1,F,NY_PM,5,1,True,2026-07-17 13:17:00-04:00,29033.5,29050.25,29019.25,ifvg,1,0.8507
