trigger_id,role,structure_id,family,timeframe,direction,zone_lo,zone_hi,source_ts_et,availability_seq,availability_le_trigger
TRIG-02671,component,RB2-001449,rb,1,-1,29356.25,29363.0,2026-07-08 01:57:00-04:00,3238,True
TRIG-02671,target,RB2-001275,rb,1,1,29346.75,29348.5,2026-07-07 19:39:00-04:00,2860,True
TRIG-02672,component,RB2-004823,rb,15,1,29345.75,29353.0,2026-07-08 01:45:00-04:00,3225,True
TRIG-02672,target,RB2-003442,rb,3,1,29347.0,29362.25,2026-07-07 11:57:00-04:00,2457,True
TRIG-02673,component,RB2-003554,rb,3,-1,29359.0,29377.75,2026-07-08 01:45:00-04:00,3225,True
TRIG-02673,target,RB2-001448,rb,1,1,29339.75,29345.75,2026-07-08 01:56:00-04:00,3237,True
TRIG-02674,component,RB2-001448,rb,1,1,29339.75,29345.75,2026-07-08 01:56:00-04:00,3237,True
TRIG-02674,target,RB2-003442,rb,3,1,29347.0,29362.25,2026-07-07 11:57:00-04:00,2457,True
TRIG-02675,component,RB2-001450,rb,1,1,29347.25,29349.25,2026-07-08 01:58:00-04:00,3239,True
TRIG-02675,target,RB2-003442,rb,3,1,29347.0,29362.25,2026-07-07 11:57:00-04:00,2457,True
TRIG-02676,component,IFVG2-000190,ifvg,1,-1,29339.0,29339.75,2026-07-08 02:00:00-04:00,3241,True
TRIG-02676,component,FVG2-000368,fvg,1,1,29339.0,29339.75,2026-07-08 01:56:00-04:00,3237,True
TRIG-02676,target,FVG2-000329,fvg,1,1,29311.5,29332.5,2026-07-07 20:05:00-04:00,2886,True
TRIG-02677,component,RB2-001451,rb,1,-1,29334.25,29338.0,2026-07-08 02:01:00-04:00,3242,True
TRIG-02677,target,FVG2-000368,fvg,1,1,29339.0,29339.75,2026-07-08 01:56:00-04:00,3237,True
TRIG-02678,component,RB2-001452,rb,1,1,29333.0,29336.0,2026-07-08 02:02:00-04:00,3243,True
TRIG-02678,target,FVG2-001071,fvg,5,1,29341.75,29361.75,2026-07-07 16:00:00-04:00,2700,True
TRIG-02679,component,RB2-004387,rb,5,-1,29347.5,29363.0,2026-07-08 02:00:00-04:00,3240,True
TRIG-02679,target,RB2-003480,rb,3,1,29351.25,29355.0,2026-07-07 18:09:00-04:00,2769,True
TRIG-02680,component,RB2-003557,rb,3,1,29329.5,29341.25,2026-07-08 02:03:00-04:00,3243,True
TRIG-02680,target,RB2-001204,rb,1,1,29342.25,29350.25,2026-07-07 15:54:00-04:00,2695,True
TRIG-02681,component,RB2-001453,rb,1,1,29340.25,29342.0,2026-07-08 02:06:00-04:00,3247,True
TRIG-02681,target,RB2-001093,rb,1,1,29349.5,29357.5,2026-07-07 11:52:00-04:00,2453,True
TRIG-02682,component,RB2-001454,rb,1,-1,29351.5,29355.0,2026-07-08 02:07:00-04:00,3248,True
TRIG-02682,target,RB2-004349,rb,5,1,29346.0,29356.25,2026-07-07 19:40:00-04:00,2860,True
TRIG-02683,component,RB2-004388,rb,5,1,29329.5,29346.75,2026-07-08 02:05:00-04:00,3245,True
TRIG-02683,target,RB2-001231,rb,1,1,29354.75,29360.25,2026-07-07 18:02:00-04:00,2763,True
TRIG-02684,component,RB2-001455,rb,1,1,29352.25,29354.25,2026-07-08 02:09:00-04:00,3250,True
TRIG-02684,target,FVG2-000311,fvg,1,-1,29345.5,29354.5,2026-07-07 15:09:00-04:00,2650,True
TRIG-02685,component,IFVG2-000191,ifvg,1,1,29340.0,29340.25,2026-07-08 02:14:00-04:00,3255,True
TRIG-02685,component,FVG2-000372,fvg,1,-1,29340.0,29340.25,2026-07-08 02:13:00-04:00,3254,True
TRIG-02685,target,RB2-001186,rb,1,-1,29343.75,29349.0,2026-07-07 15:13:00-04:00,2654,True
TRIG-02686,component,RB2-001456,rb,1,-1,29345.0,29347.0,2026-07-08 02:11:00-04:00,3252,True
TRIG-02686,target,RB2-001047,rb,1,1,29332.0,29343.0,2026-07-07 10:14:00-04:00,2355,True
TRIG-02687,component,RB2-001457,rb,1,1,29334.25,29338.75,2026-07-08 02:16:00-04:00,3257,True
TRIG-02687,target,RB2-001448,rb,1,1,29339.75,29345.75,2026-07-08 01:56:00-04:00,3237,True
TRIG-02688,component,RB2-001458,rb,1,1,29344.75,29347.75,2026-07-08 02:18:00-04:00,3259,True
TRIG-02688,target,RB2-001448,rb,1,1,29339.75,29345.75,2026-07-08 01:56:00-04:00,3237,True
TRIG-02689,component,RB2-001459,rb,1,1,29327.25,29330.5,2026-07-08 02:20:00-04:00,3261,True
TRIG-02689,target,RB2-001197,rb,1,-1,29335.75,29351.25,2026-07-07 15:38:00-04:00,2679,True
TRIG-02690,component,RB2-001460,rb,1,-1,29330.5,29339.5,2026-07-08 02:21:00-04:00,3262,True
TRIG-02690,target,RB2-001283,rb,1,-1,29331.0,29333.0,2026-07-07 19:51:00-04:00,2872,True
TRIG-02691,component,RB2-001461,rb,1,1,29329.75,29333.75,2026-07-08 02:22:00-04:00,3263,True
TRIG-02691,target,FVG2-001071,fvg,5,1,29341.75,29361.75,2026-07-07 16:00:00-04:00,2700,True
TRIG-02692,component,IFVG2-000192,ifvg,1,1,29339.0,29344.75,2026-07-08 02:24:00-04:00,3265,True
TRIG-02692,component,FVG2-000373,fvg,1,-1,29339.0,29344.75,2026-07-08 02:20:00-04:00,3261,True
TRIG-02692,target,RB2-001278,rb,1,-1,29352.5,29357.5,2026-07-07 19:43:00-04:00,2864,True
TRIG-02693,component,RB2-001462,rb,1,-1,29340.0,29346.0,2026-07-08 02:26:00-04:00,3267,True
TRIG-02693,target,RB2-004350,rb,5,1,29339.0,29343.75,2026-07-07 19:45:00-04:00,2865,True
TRIG-02694,component,RB2-005000,rb,30,1,29311.75,29347.5,2026-07-08 02:00:00-04:00,3240,True
TRIG-02694,target,RB2-004804,rb,15,-1,29320.75,29371.75,2026-07-07 15:45:00-04:00,2685,True
TRIG-02695,component,RB2-004824,rb,15,-1,29346.75,29363.5,2026-07-08 02:15:00-04:00,3255,True
TRIG-02695,target,RB2-001284,rb,1,1,29315.0,29319.5,2026-07-07 19:53:00-04:00,2874,True
TRIG-02696,component,RB2-003558,rb,3,-1,29340.25,29358.75,2026-07-08 02:27:00-04:00,3267,True
TRIG-02696,target,RB2-001284,rb,1,1,29315.0,29319.5,2026-07-07 19:53:00-04:00,2874,True
TRIG-02697,component,RB2-001463,rb,1,1,29320.25,29324.75,2026-07-08 02:29:00-04:00,3270,True
TRIG-02697,target,FVG2-000868,fvg,3,-1,29313.5,29315.0,2026-07-07 20:00:00-04:00,2880,True
TRIG-02698,component,RB2-001465,rb,1,1,29302.75,29313.0,2026-07-08 02:31:00-04:00,3272,True
TRIG-02698,target,FVG2-000313,fvg,1,-1,29312.25,29328.0,2026-07-07 15:16:00-04:00,2657,True
TRIG-02699,component,RB2-004386,rb,5,1,29311.75,29316.75,2026-07-08 01:55:00-04:00,3235,True
TRIG-02699,target,RB2-004306,rb,5,-1,29303.5,29327.75,2026-07-07 10:35:00-04:00,2375,True
TRIG-02700,component,RB2-001467,rb,1,1,29296.75,29303.25,2026-07-08 02:35:00-04:00,3276,True
TRIG-02700,target,RB2-004306,rb,5,-1,29303.5,29327.75,2026-07-07 10:35:00-04:00,2375,True
TRIG-02701,component,RB2-001468,rb,1,-1,29305.0,29309.5,2026-07-08 02:36:00-04:00,3277,True
TRIG-02701,target,RB2-001084,rb,1,1,29290.0,29302.75,2026-07-07 11:27:00-04:00,2428,True
TRIG-02702,component,RB2-003560,rb,3,1,29296.75,29306.25,2026-07-08 02:36:00-04:00,3276,True
TRIG-02702,target,RB2-001191,rb,1,1,29297.75,29307.75,2026-07-07 15:24:00-04:00,2665,True
TRIG-02703,component,RB2-003561,rb,3,-1,29304.75,29309.5,2026-07-08 02:39:00-04:00,3279,True
TRIG-02703,target,RB2-004994,rb,30,1,29266.0,29300.0,2026-07-07 20:30:00-04:00,2910,True
TRIG-02704,component,RB2-001466,rb,1,-1,29313.25,29319.75,2026-07-08 02:32:00-04:00,3273,True
TRIG-02704,target,RB2-004994,rb,30,1,29266.0,29300.0,2026-07-07 20:30:00-04:00,2910,True
TRIG-02705,component,RB2-001469,rb,1,1,29301.0,29305.0,2026-07-08 02:40:00-04:00,3281,True
TRIG-02705,target,RB2-001189,rb,1,-1,29300.75,29309.25,2026-07-07 15:17:00-04:00,2658,True
TRIG-02706,component,RB2-001470,rb,1,1,29294.0,29298.5,2026-07-08 02:42:00-04:00,3283,True
TRIG-02706,target,FVG2-000283,fvg,1,-1,29295.75,29296.0,2026-07-07 10:25:00-04:00,2366,True
TRIG-02707,component,RB2-004390,rb,5,1,29294.75,29303.25,2026-07-08 02:40:00-04:00,3280,True
TRIG-02707,target,RB2-001083,rb,1,-1,29288.5,29298.0,2026-07-07 11:24:00-04:00,2425,True
TRIG-02708,component,IFVG2-000193,ifvg,1,-1,29291.5,29301.25,2026-07-08 02:44:00-04:00,3285,True
TRIG-02708,component,FVG2-000328,fvg,1,1,29291.5,29301.25,2026-07-07 20:04:00-04:00,2885,True
TRIG-02708,target,RB2-003433,rb,3,-1,29264.0,29284.75,2026-07-07 10:39:00-04:00,2379,True
TRIG-02709,component,RB2-001471,rb,1,1,29285.0,29289.75,2026-07-08 02:44:00-04:00,3285,True
TRIG-02709,target,FVG2-000284,fvg,1,-1,29284.5,29290.75,2026-07-07 10:26:00-04:00,2367,True
TRIG-02710,component,RB2-001472,rb,1,-1,29289.75,29291.5,2026-07-08 02:46:00-04:00,3287,True
TRIG-02710,target,RB2-001057,rb,1,1,29287.0,29303.5,2026-07-07 10:30:00-04:00,2371,True
TRIG-02711,component,RB2-004391,rb,5,-1,29305.0,29314.25,2026-07-08 02:45:00-04:00,3285,True
TRIG-02711,target,RB2-004312,rb,5,-1,29280.75,29318.25,2026-07-07 11:25:00-04:00,2425,True
TRIG-02712,component,IFVG2-000462,ifvg,3,1,29332.75,29335.0,2026-07-08 02:51:00-04:00,3291,True
TRIG-02712,component,FVG2-000889,fvg,3,-1,29332.75,29335.0,2026-07-08 02:33:00-04:00,3273,True
TRIG-02712,target,RB2-001204,rb,1,1,29342.25,29350.25,2026-07-07 15:54:00-04:00,2695,True
TRIG-02713,component,IFVG2-000463,ifvg,3,1,29312.0,29320.25,2026-07-08 02:51:00-04:00,3291,True
TRIG-02713,component,FVG2-000890,fvg,3,-1,29312.0,29320.25,2026-07-08 02:36:00-04:00,3276,True
TRIG-02713,target,RB2-001204,rb,1,1,29342.25,29350.25,2026-07-07 15:54:00-04:00,2695,True
TRIG-02714,component,RB2-003559,rb,3,-1,29320.25,29332.75,2026-07-08 02:33:00-04:00,3273,True
TRIG-02714,target,RB2-003557,rb,3,1,29329.5,29341.25,2026-07-08 02:03:00-04:00,3243,True
TRIG-02715,component,RB2-001464,rb,1,-1,29320.25,29332.75,2026-07-08 02:30:00-04:00,3271,True
TRIG-02715,target,RB2-003557,rb,3,1,29329.5,29341.25,2026-07-08 02:03:00-04:00,3243,True
TRIG-02716,component,RB2-001474,rb,1,1,29336.5,29342.0,2026-07-08 02:51:00-04:00,3292,True
TRIG-02716,target,RB2-001275,rb,1,1,29346.75,29348.5,2026-07-07 19:39:00-04:00,2860,True
TRIG-02717,component,RB2-004389,rb,5,-1,29320.25,29332.75,2026-07-08 02:35:00-04:00,3275,True
TRIG-02717,target,RB2-001281,rb,1,1,29327.0,29336.25,2026-07-07 19:48:00-04:00,2869,True
TRIG-02718,component,RB2-001475,rb,1,-1,29346.0,29352.0,2026-07-08 02:53:00-04:00,3294,True
TRIG-02718,target,RB2-001281,rb,1,1,29327.0,29336.25,2026-07-07 19:48:00-04:00,2869,True
TRIG-02719,component,RB2-001476,rb,1,1,29332.0,29336.25,2026-07-08 02:56:00-04:00,3297,True
TRIG-02719,target,RB2-001049,rb,1,1,29323.75,29334.0,2026-07-07 10:17:00-04:00,2358,True
TRIG-02720,component,RB2-005093,rb,60,1,29311.75,29347.5,2026-07-08 02:00:00-04:00,3240,True
TRIG-02720,target,FVG2-000367,fvg,1,-1,29328.5,29334.25,2026-07-08 01:48:00-04:00,3229,True
TRIG-02721,component,RB2-004994,rb,30,1,29266.0,29300.0,2026-07-07 20:30:00-04:00,2910,True
TRIG-02721,target,FVG2-000367,fvg,1,-1,29328.5,29334.25,2026-07-08 01:48:00-04:00,3229,True
TRIG-02722,component,RB2-005001,rb,30,-1,29346.75,29363.5,2026-07-08 02:30:00-04:00,3270,True
TRIG-02722,target,FVG2-000313,fvg,1,-1,29312.25,29328.0,2026-07-07 15:16:00-04:00,2657,True
TRIG-02723,component,RB2-004825,rb,15,-1,29320.25,29332.75,2026-07-08 02:45:00-04:00,3285,True
TRIG-02723,target,FVG2-000313,fvg,1,-1,29312.25,29328.0,2026-07-07 15:16:00-04:00,2657,True
TRIG-02724,component,RB2-003562,rb,3,1,29332.0,29337.0,2026-07-08 02:57:00-04:00,3297,True
TRIG-02724,target,FVG2-000367,fvg,1,-1,29328.5,29334.25,2026-07-08 01:48:00-04:00,3229,True
TRIG-02725,component,RB2-001477,rb,1,-1,29323.5,29327.75,2026-07-08 02:58:00-04:00,3299,True
TRIG-02725,target,FVG2-000313,fvg,1,-1,29312.25,29328.0,2026-07-07 15:16:00-04:00,2657,True
TRIG-02726,component,IFVG2-000194,ifvg,1,-1,29317.5,29318.5,2026-07-08 03:00:00-04:00,3301,True
TRIG-02726,component,FVG2-000377,fvg,1,1,29317.5,29318.5,2026-07-08 02:50:00-04:00,3291,True
TRIG-02726,target,RB2-001057,rb,1,1,29287.0,29303.5,2026-07-07 10:30:00-04:00,2371,True
TRIG-02727,component,IFVG2-000195,ifvg,1,-1,29317.5,29336.5,2026-07-08 03:00:00-04:00,3301,True
TRIG-02727,component,FVG2-000378,fvg,1,1,29317.5,29336.5,2026-07-08 02:51:00-04:00,3292,True
TRIG-02727,target,RB2-001057,rb,1,1,29287.0,29303.5,2026-07-07 10:30:00-04:00,2371,True
TRIG-02728,component,RB2-001473,rb,1,1,29309.0,29317.0,2026-07-08 02:49:00-04:00,3290,True
TRIG-02728,target,RB2-003561,rb,3,-1,29304.75,29309.5,2026-07-08 02:39:00-04:00,3279,True
TRIG-02729,component,RB2-001478,rb,1,1,29320.25,29324.25,2026-07-08 02:59:00-04:00,3300,True
TRIG-02729,target,RB2-003561,rb,3,-1,29304.75,29309.5,2026-07-08 02:39:00-04:00,3279,True
TRIG-02730,component,IFVG2-000464,ifvg,3,-1,29308.0,29336.5,2026-07-08 03:03:00-04:00,3303,True
TRIG-02730,component,FVG2-000891,fvg,3,1,29308.0,29336.5,2026-07-08 02:54:00-04:00,3294,True
TRIG-02730,target,RB2-005086,rb,60,1,29210.0,29302.5,2026-07-07 11:00:00-04:00,2400,True
TRIG-02731,component,RB2-003563,rb,3,1,29320.25,29329.25,2026-07-08 03:00:00-04:00,3300,True
TRIG-02731,target,RB2-001086,rb,1,-1,29303.0,29312.0,2026-07-07 11:32:00-04:00,2433,True
TRIG-02732,component,RB2-001480,rb,1,1,29299.75,29304.5,2026-07-08 03:01:00-04:00,3302,True
TRIG-02732,target,RB2-001086,rb,1,-1,29303.0,29312.0,2026-07-07 11:32:00-04:00,2433,True
TRIG-02733,component,RB2-004393,rb,5,1,29320.25,29329.25,2026-07-08 03:00:00-04:00,3300,True
TRIG-02733,target,FVG2-000374,fvg,1,-1,29306.25,29310.5,2026-07-08 02:34:00-04:00,3275,True
TRIG-02734,component,RB2-001481,rb,1,-1,29303.0,29308.0,2026-07-08 03:03:00-04:00,3304,True
TRIG-02734,target,FVG2-000375,fvg,1,1,29291.5,29305.0,2026-07-08 02:48:00-04:00,3289,True
TRIG-02735,component,RB2-003564,rb,3,1,29294.75,29303.75,2026-07-08 03:03:00-04:00,3303,True
TRIG-02735,target,RB2-001084,rb,1,1,29290.0,29302.75,2026-07-07 11:27:00-04:00,2428,True
TRIG-02736,component,IFVG2-000196,ifvg,1,-1,29291.5,29305.0,2026-07-08 03:05:00-04:00,3306,True
TRIG-02736,component,FVG2-000375,fvg,1,1,29291.5,29305.0,2026-07-08 02:48:00-04:00,3289,True
TRIG-02736,target,RB2-001288,rb,1,-1,29284.75,29289.5,2026-07-07 20:01:00-04:00,2882,True
TRIG-02737,component,RB2-001483,rb,1,-1,29291.5,29303.0,2026-07-08 03:06:00-04:00,3307,True
TRIG-02737,target,RB2-001066,rb,1,-1,29277.25,29292.5,2026-07-07 10:48:00-04:00,2389,True
TRIG-02738,component,RB2-003565,rb,3,-1,29302.75,29312.75,2026-07-08 03:06:00-04:00,3306,True
TRIG-02738,target,FVG2-000284,fvg,1,-1,29284.5,29290.75,2026-07-07 10:26:00-04:00,2367,True
TRIG-02739,component,RB2-001484,rb,1,1,29286.25,29289.5,2026-07-08 03:07:00-04:00,3308,True
TRIG-02739,target,RB2-001287,rb,1,1,29292.5,29297.75,2026-07-07 19:58:00-04:00,2879,True
TRIG-02740,component,RB2-004392,rb,5,1,29282.25,29288.25,2026-07-08 02:50:00-04:00,3290,True
TRIG-02740,target,RB2-004796,rb,15,-1,29302.5,29325.75,2026-07-07 11:00:00-04:00,2400,True
TRIG-02741,component,RB2-004394,rb,5,1,29294.75,29304.75,2026-07-08 03:05:00-04:00,3305,True
TRIG-02741,target,RB2-004796,rb,15,-1,29302.5,29325.75,2026-07-07 11:00:00-04:00,2400,True
TRIG-02742,component,RB2-001482,rb,1,-1,29305.25,29310.25,2026-07-08 03:05:00-04:00,3306,True
TRIG-02742,target,RB2-001080,rb,1,-1,29292.75,29300.75,2026-07-07 11:18:00-04:00,2419,True
TRIG-02743,component,RB2-001486,rb,1,-1,29319.25,29323.75,2026-07-08 03:11:00-04:00,3312,True
TRIG-02743,target,RB2-004797,rb,15,1,29271.75,29314.0,2026-07-07 11:30:00-04:00,2430,True
TRIG-02744,component,RB2-001487,rb,1,1,29307.0,29316.0,2026-07-08 03:12:00-04:00,3313,True
TRIG-02744,target,RB2-001284,rb,1,1,29315.0,29319.5,2026-07-07 19:53:00-04:00,2874,True
TRIG-02745,component,RB2-001485,rb,1,1,29293.75,29299.25,2026-07-08 03:10:00-04:00,3311,True
TRIG-02745,target,RB2-001079,rb,1,-1,29305.25,29311.75,2026-07-07 11:17:00-04:00,2418,True
TRIG-02746,component,RB2-004395,rb,5,-1,29302.5,29323.75,2026-07-08 03:15:00-04:00,3315,True
TRIG-02746,target,RB2-001483,rb,1,-1,29291.5,29303.0,2026-07-08 03:06:00-04:00,3307,True
TRIG-02747,component,RB2-001488,rb,1,-1,29305.0,29315.0,2026-07-08 03:16:00-04:00,3317,True
TRIG-02747,target,RB2-001483,rb,1,-1,29291.5,29303.0,2026-07-08 03:06:00-04:00,3307,True
TRIG-02748,component,RB2-001489,rb,1,-1,29290.75,29297.0,2026-07-08 03:18:00-04:00,3319,True
TRIG-02748,target,RB2-001483,rb,1,-1,29291.5,29303.0,2026-07-08 03:06:00-04:00,3307,True
TRIG-02749,component,RB2-003566,rb,3,-1,29303.0,29315.0,2026-07-08 03:18:00-04:00,3318,True
TRIG-02749,target,FVG2-000375,fvg,1,1,29291.5,29305.0,2026-07-08 02:48:00-04:00,3289,True
TRIG-02750,component,RB2-001490,rb,1,1,29292.75,29297.0,2026-07-08 03:19:00-04:00,3320,True
TRIG-02750,target,FVG2-000374,fvg,1,-1,29306.25,29310.5,2026-07-08 02:34:00-04:00,3275,True
TRIG-02751,component,RB2-001491,rb,1,1,29299.75,29308.75,2026-07-08 03:22:00-04:00,3323,True
TRIG-02751,target,RB2-004311,rb,5,-1,29325.75,29358.0,2026-07-07 11:15:00-04:00,2415,True
TRIG-02752,component,RB2-001479,rb,1,-1,29328.25,29335.25,2026-07-08 03:00:00-04:00,3301,True
TRIG-02752,target,RB2-003557,rb,3,1,29329.5,29341.25,2026-07-08 02:03:00-04:00,3243,True
TRIG-02753,component,RB2-004826,rb,15,1,29281.75,29302.5,2026-07-08 03:15:00-04:00,3315,True
TRIG-02753,target,FVG2-000369,fvg,1,1,29351.25,29352.0,2026-07-08 01:57:00-04:00,3238,True
TRIG-02754,component,RB2-001492,rb,1,1,29347.25,29349.5,2026-07-08 03:29:00-04:00,3330,True
TRIG-02754,target,RB2-003552,rb,3,1,29378.75,29384.5,2026-07-08 01:30:00-04:00,3210,True
TRIG-02755,component,RB2-001493,rb,1,1,29374.0,29378.5,2026-07-08 03:31:00-04:00,3332,True
TRIG-02755,target,RB2-001238,rb,1,-1,29383.0,29386.75,2026-07-07 18:17:00-04:00,2778,True
TRIG-02756,component,RB2-001494,rb,1,1,29379.0,29383.0,2026-07-08 03:32:00-04:00,3333,True
TRIG-02756,target,RB2-001238,rb,1,-1,29383.0,29386.75,2026-07-07 18:17:00-04:00,2778,True
TRIG-02757,component,IFVG2-000571,ifvg,5,1,29385.75,29388.0,2026-07-08 03:35:00-04:00,3335,True
TRIG-02757,component,FVG2-001086,fvg,5,-1,29385.75,29388.0,2026-07-08 01:35:00-04:00,3215,True
TRIG-02757,target,RB2-001291,rb,1,-1,29400.25,29410.5,2026-07-07 20:09:00-04:00,2890,True
TRIG-02758,component,RB2-004383,rb,5,-1,29388.5,29405.5,2026-07-08 01:30:00-04:00,3210,True
TRIG-02758,target,RB2-003492,rb,3,-1,29396.25,29399.5,2026-07-07 19:30:00-04:00,2850,True
TRIG-02759,component,RB2-001434,rb,1,-1,29401.0,29405.5,2026-07-08 01:26:00-04:00,3207,True
TRIG-02759,target,RB2-001245,rb,1,-1,29390.5,29393.75,2026-07-07 18:35:00-04:00,2796,True
TRIG-02760,component,RB2-001496,rb,1,1,29358.75,29362.75,2026-07-08 03:38:00-04:00,3339,True
TRIG-02760,target,RB2-001234,rb,1,1,29361.0,29365.25,2026-07-07 18:10:00-04:00,2771,True
TRIG-02761,component,RB2-001497,rb,1,-1,29362.25,29367.75,2026-07-08 03:39:00-04:00,3340,True
TRIG-02761,target,RB2-004992,rb,30,1,29319.5,29372.75,2026-07-07 18:30:00-04:00,2790,True
TRIG-02762,component,RB2-001498,rb,1,1,29368.5,29373.0,2026-07-08 03:41:00-04:00,3342,True
TRIG-02762,target,RB2-001233,rb,1,-1,29371.75,29375.25,2026-07-07 18:09:00-04:00,2770,True
TRIG-02763,component,RB2-001499,rb,1,-1,29375.25,29379.0,2026-07-08 03:42:00-04:00,3343,True
TRIG-02763,target,RB2-001242,rb,1,-1,29370.75,29372.0,2026-07-07 18:32:00-04:00,2793,True
TRIG-02764,component,IFVG2-000627,ifvg,15,1,29363.0,29378.75,2026-07-08 03:45:00-04:00,3345,True
TRIG-02764,component,FVG2-001193,fvg,15,-1,29363.0,29378.75,2026-07-08 02:00:00-04:00,3240,True
TRIG-02764,target,RB2-001269,rb,1,-1,29396.25,29399.25,2026-07-07 19:29:00-04:00,2850,True
TRIG-02765,component,RB2-004822,rb,15,-1,29409.0,29432.0,2026-07-08 01:30:00-04:00,3210,True
TRIG-02765,target,RB2-001264,rb,1,1,29393.25,29394.75,2026-07-07 19:21:00-04:00,2842,True
TRIG-02766,component,IFVG2-000197,ifvg,1,1,29388.75,29390.5,2026-07-08 03:44:00-04:00,3345,True
TRIG-02766,component,FVG2-000382,fvg,1,-1,29388.75,29390.5,2026-07-08 03:37:00-04:00,3338,True
TRIG-02766,target,RB2-001269,rb,1,-1,29396.25,29399.25,2026-07-07 19:29:00-04:00,2850,True
TRIG-02767,component,IFVG2-000198,ifvg,1,1,29381.5,29387.5,2026-07-08 03:44:00-04:00,3345,True
TRIG-02767,component,FVG2-000383,fvg,1,-1,29381.5,29387.5,2026-07-08 03:38:00-04:00,3339,True
TRIG-02767,target,RB2-001269,rb,1,-1,29396.25,29399.25,2026-07-07 19:29:00-04:00,2850,True
TRIG-02768,component,RB2-001495,rb,1,-1,29394.0,29399.0,2026-07-08 03:36:00-04:00,3337,True
TRIG-02768,target,RB2-001264,rb,1,1,29393.25,29394.75,2026-07-07 19:21:00-04:00,2842,True
TRIG-02769,component,RB2-001500,rb,1,-1,29398.0,29403.5,2026-07-08 03:47:00-04:00,3348,True
TRIG-02769,target,RB2-003492,rb,3,-1,29396.25,29399.5,2026-07-07 19:30:00-04:00,2850,True
TRIG-02770,component,RB2-003571,rb,3,1,29388.0,29395.0,2026-07-08 03:48:00-04:00,3348,True
TRIG-02770,target,RB2-001249,rb,1,1,29379.0,29383.0,2026-07-07 18:43:00-04:00,2804,True
TRIG-02771,component,RB2-001501,rb,1,1,29386.5,29395.0,2026-07-08 03:49:00-04:00,3350,True
TRIG-02771,target,RB2-001249,rb,1,1,29379.0,29383.0,2026-07-07 18:43:00-04:00,2804,True
TRIG-02772,component,RB2-001502,rb,1,-1,29386.0,29390.0,2026-07-08 03:51:00-04:00,3352,True
TRIG-02772,target,FVG2-000288,fvg,1,1,29372.75,29373.5,2026-07-07 11:58:00-04:00,2459,True
TRIG-02773,component,RB2-003570,rb,3,1,29367.75,29375.25,2026-07-08 03:45:00-04:00,3345,True
TRIG-02773,target,RB2-003486,rb,3,1,29380.75,29388.0,2026-07-07 18:54:00-04:00,2814,True
TRIG-02774,component,RB2-003573,rb,3,-1,29380.0,29390.0,2026-07-08 03:54:00-04:00,3354,True
TRIG-02774,target,RB2-001251,rb,1,1,29377.0,29382.0,2026-07-07 18:47:00-04:00,2808,True
TRIG-02775,component,RB2-001503,rb,1,1,29377.25,29386.0,2026-07-08 03:55:00-04:00,3356,True
TRIG-02775,target,RB2-001207,rb,1,1,29382.5,29388.5,2026-07-07 15:59:00-04:00,2700,True
TRIG-02776,component,IFVG2-000650,ifvg,60,1,29363.5,29376.75,2026-07-08 04:00:00-04:00,3360,True
TRIG-02776,component,FVG2-001247,fvg,60,-1,29363.5,29376.75,2026-07-08 03:00:00-04:00,3300,True
TRIG-02776,target,RB2-001250,rb,1,-1,29383.25,29388.25,2026-07-07 18:44:00-04:00,2805,True
TRIG-02777,component,IFVG2-000643,ifvg,30,1,29363.5,29378.75,2026-07-08 04:00:00-04:00,3360,True
TRIG-02777,component,FVG2-001229,fvg,30,-1,29363.5,29378.75,2026-07-08 02:30:00-04:00,3270,True
TRIG-02777,target,RB2-001250,rb,1,-1,29383.25,29388.25,2026-07-07 18:44:00-04:00,2805,True
TRIG-02778,component,RB2-004399,rb,5,1,29369.0,29388.5,2026-07-08 03:55:00-04:00,3355,True
TRIG-02778,target,RB2-001250,rb,1,-1,29383.25,29388.25,2026-07-07 18:44:00-04:00,2805,True
TRIG-02779,component,RB2-003569,rb,3,1,29359.25,29362.25,2026-07-08 03:42:00-04:00,3342,True
TRIG-02779,target,RB2-001496,rb,1,1,29358.75,29362.75,2026-07-08 03:38:00-04:00,3339,True
TRIG-02780,component,RB2-001504,rb,1,-1,29370.0,29373.75,2026-07-08 04:01:00-04:00,3362,True
TRIG-02780,target,RB2-004311,rb,5,-1,29325.75,29358.0,2026-07-07 11:15:00-04:00,2415,True
TRIG-02781,component,IFVG2-000199,ifvg,1,-1,29355.0,29374.0,2026-07-08 04:04:00-04:00,3365,True
TRIG-02781,component,FVG2-000381,fvg,1,1,29355.0,29374.0,2026-07-08 03:31:00-04:00,3332,True
TRIG-02781,target,RB2-001051,rb,1,-1,29336.5,29351.5,2026-07-07 10:22:00-04:00,2363,True
TRIG-02782,component,RB2-001505,rb,1,-1,29356.5,29360.5,2026-07-08 04:05:00-04:00,3366,True
TRIG-02782,target,RB2-001458,rb,1,1,29344.75,29347.75,2026-07-08 02:18:00-04:00,3259,True
TRIG-02783,component,RB2-003568,rb,3,1,29334.5,29345.25,2026-07-08 03:30:00-04:00,3330,True
TRIG-02783,target,RB2-001050,rb,1,-1,29364.25,29378.25,2026-07-07 10:20:00-04:00,2361,True
TRIG-02784,component,RB2-003574,rb,3,-1,29358.5,29370.5,2026-07-08 04:06:00-04:00,3366,True
