config_id,family,description,trades,per_week,pf0,pf1,pf2,net0,net1,net2,exp1,expwk1,mdd1,posyr0,posyr1,posyr2,win_rate
H01851,H,NY_AM | VWAP(NYPM_1330) reverting_1sd | ADX(5m) adx_25_35,1002,2.407000686341798,1.5516786363636361,1.4099815034853482,1.2822877007954974,242.73860000000002,190.28304946573786,137.82749893147567,0.18990324297977831,0.4570972361908597,-20.150823688987714,8,8,7,0.5608782435129741
H01451,H,NY_AM | VWAP(GLOBEX_1800) reverting_1sd | ADX(5m) adx_25_35,1050,2.522306108442004,1.540635497835498,1.3961497144118546,1.2665306983763336,249.77360000000002,193.5170552199229,137.2605104398458,0.18430195735230753,0.464865952827543,-20.389642118735836,8,8,8,0.56
H01796,H,NY_AM | VWAP(NYPM_1330) beyond_1sd | ADX(15m) adx_25_35,1004,2.411805078929307,1.5364947598253276,1.392844279985725,1.2641279366738387,245.7146,190.36032086985125,135.00604173970243,0.1896019132169833,0.45728285727143403,-20.584493461000534,8,8,7,0.5438247011952191
H01691,H,NY_AM | VWAP(CASH_0930) reverting_1sd | ADX(5m) adx_25_35,1098,2.63761153054221,1.527609236947791,1.3859578998497046,1.2589584551129003,262.74940000000004,203.29447147938453,143.83954295876907,0.1851497918755779,0.48835322592851466,-18.33712166303269,8,8,8,0.546448087431694
H01616,H,NY_AM | VWAP(LONDON_0300) reverting_1sd | ADX(15m) adx_25_35,1105,2.6544269045984903,1.5138780439121757,1.3709032037802793,1.2427584067289494,257.4529,196.57501248904202,135.69712497808405,0.17789593890411043,0.47221176644588,-22.762859124633763,8,8,5,0.5466063348416289
H01845,H,NY_AM | VWAP(NYPM_1330) reverting_1sd | ADX(1m) adx_20_25,691,1.659917638984214,1.5128513071895424,1.36794365752886,1.2378822174963016,156.9325,119.01674531051769,81.10099062103538,0.1722384157894612,0.2859015844796238,-24.01504347850033,8,8,7,0.557163531114327
H01658,H,NY_AM | VWAP(CASH_0930) inside_1sd | any structure,3036,7.293067947838024,1.4999044863248083,1.3619535683192943,1.23691130111794,642.1937,488.97823525679246,335.7627705135848,0.1610600247881398,1.17462170446038,-32.95599938485489,8,8,8,0.5764163372859025
H01418,H,NY_AM | VWAP(GLOBEX_1800) inside_1sd | any structure,3096,7.437199725463281,1.4949148670009254,1.3560387213536942,1.2305458256714252,659.8303000000001,499.9889974255083,340.14769485101647,0.1614951542072055,1.201071716533479,-21.421856856021947,8,8,7,0.5691214470284238
G00098,G,NY_AM | ENTRY_ON_FIRST_CLOSE_OUTSIDE | ADX(15m) adx_15_20,871,2.0923129718599864,1.4540981442665861,1.3511126467281886,1.2564414908996355,194.0276,156.61163372471327,119.19566744942654,0.1798066977321622,0.37621188609231054,-17.754583317834005,8,8,7,0.5074626865671642
H01476,H,NY_AM | VWAP(MIDNIGHT_0000) beyond_1sd | ADX(15m) adx_25_35,1012,2.431022649279341,1.4822910788381742,1.3456803969361468,1.223274483243959,232.46429999999998,176.2856597972448,120.10701959448951,0.1741953160051826,0.42347275860697103,-20.236408995364883,8,8,6,0.5237154150197628
H01661,H,NY_AM | VWAP(CASH_0930) inside_1sd | px vs EMA21(5m),1274,3.060398078242965,1.465809137831728,1.341511621484826,1.2283074053137908,267.2034,205.5008618420452,143.79832368409035,0.16130365921667597,0.4936534086802733,-20.307327119007113,8,8,7,0.5486656200941915
H01505,H,NY_AM | VWAP(MIDNIGHT_0000) inside_1sd | ADX(1m) adx_20_25,843,2.025051475634866,1.4724819407008085,1.338284011728478,1.2169645232423643,175.2908,132.16465451518002,89.03850903036006,0.15677894960282326,0.3174854432416816,-30.393934896228167,8,8,7,0.5599051008303677
H01696,H,NY_AM | VWAP(CASH_0930) reverting_1sd | ADX(15m) adx_25_35,1015,2.438229238160604,1.4643847280334725,1.3295116045797393,1.2083008280453917,221.9759,166.38327044789958,110.79064089579913,0.16392440438216707,0.399685275612662,-17.76924070269581,8,8,6,0.529064039408867
G00092,G,NY_AM | ENTRY_ON_FIRST_CLOSE_OUTSIDE | ADX(5m) adx_15_20,706,1.6959505833905286,1.418032280838147,1.3155614883591646,1.2216065476800384,146.2557,115.40795388767859,84.56020777535718,0.16346735678141444,0.27723255909874744,-25.389681323577193,8,8,7,0.5028328611898017
H01660,H,NY_AM | VWAP(CASH_0930) inside_1sd | px vs EMA21(3m),1259,3.0243651338366506,1.423487267931561,1.302792805456162,1.19292810461192,242.5027,181.93488752516848,121.36707505033692,0.1445074563345262,0.4370433125175633,-25.942772304947553,8,8,5,0.5440826052422557
H01791,H,NY_AM | VWAP(NYPM_1330) beyond_1sd | ADX(5m) adx_25_35,1058,2.5415236787920383,1.4179928143712575,1.2872677960868908,1.1701380321275927,209.4144,152.27363231009045,95.13286462018085,0.14392592845944277,0.3657911551718027,-34.579760917787155,8,8,7,0.5264650283553876
G00451,G,NY_AM | ENTRY_ON_TAP | ADX(5m) adx_25_35,2018,4.847632120796157,1.303865059282415,1.200036304305968,1.1061768072752542,339.7686,235.5504518069904,131.33230361398077,0.11672470357135302,0.5658384223229007,-35.15243307848118,8,8,6,0.44350842418235875
