variant_id,episode_id,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,match_mode,cross_lookback,match_prev_1_session,match_prev_3_sessions,match_prev_10_sessions,match_prev_20_sessions,entry_price,effective_stop_price,target_price,exit_type,points,gross_r,mfe_points,mae_points,success
EP-48012-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48012,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,LONDON,5,5,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29566.0,29587.25,29425.25,STOP,-21.25,-1.0,87.25,-28.0,False
EP-48029-ENTRY_ON_TAP,EP-48029,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29566.0,29577.7811,29425.25,STOP,-11.7811,-1.0,87.25,-20.0,False
EP-48048-ENTRY_ON_TAP,EP-48048,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29528.0,29541.0892,29425.25,STOP,-13.0892,-1.0,49.25,-14.75,False
EP-48048-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48048,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,LONDON,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29511.75,29536.75,29425.25,STOP,-25.0,-1.0,33.0,-31.0,False
EP-48057-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48057,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,LONDON,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29493.75,29508.75,29425.25,STOP,-15.0,-1.0,15.0,-27.75,False
EP-48059-ENTRY_ON_TAP,EP-48059,ENTRY_ON_TAP,TAP_ONLY,-1,B,LONDON,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29493.75,29523.5,29425.25,STOP,-29.75,-1.0,15.0,-34.0,False
EP-48287-ENTRY_ON_NEW_FVG,EP-48287,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,LONDON,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29484.75,29535.75,29425.25,TARGET,59.5,1.1667,123.75,-17.25,True
EP-48306-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48306,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,LONDON,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29481.25,29492.7524,29425.25,STOP,-11.5024,-1.0,35.0,-17.75,False
EP-48344-ENTRY_ON_TAP,EP-48344,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29463.5,29476.062,29425.25,TARGET,38.25,3.0449,102.5,-3.75,True
EP-48483-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48483,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,C,NY_AM,3,3,REDUCED_FAMILY,ALL_LOOKBACKS,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29351.0,29431.75,29096.25,STOP,-80.75,-1.0,95.5,-97.5,False
EP-48483-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-48483,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,C,NY_AM,3,3,REDUCED_FAMILY,ALL_LOOKBACKS,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29351.0,29431.75,29096.25,STOP,-80.75,-1.0,95.5,-97.5,False
EP-48483-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-48483,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,C,NY_AM,3,3,REDUCED_FAMILY,ALL_LOOKBACKS,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29351.0,29431.75,29096.25,STOP,-80.75,-1.0,95.5,-97.5,False
EP-48490-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48490,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_AM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29351.0,29420.75,29096.25,STOP,-69.75,-1.0,95.5,-79.0,False
EP-48490-ENTRY_ON_DELAYED_DISPLACEMENT,EP-48490,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,NY_AM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29316.5,29420.75,29096.25,STOP,-104.25,-1.0,61.0,-113.5,False
EP-48494-ENTRY_ON_TAP,EP-48494,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_AM,1,1,EXACT,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,EXACT,EXACT,29347.75,29319.3873,29418.75,STOP,-28.3627,-1.0,27.25,-39.25,False
EP-48498-ENTRY_ON_TAP,EP-48498,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_AM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29317.25,29347.3798,29096.25,STOP,-30.1298,-1.0,53.0,-36.5,False
EP-48498-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48498,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_AM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29304.0,29342.75,29096.25,STOP,-38.75,-1.0,39.75,-49.75,False
EP-48498-ENTRY_ON_DELAYED_DISPLACEMENT,EP-48498,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,NY_AM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29285.75,29342.75,29096.25,STOP,-57.0,-1.0,21.5,-68.0,False
EP-48499-ENTRY_ON_TAP,EP-48499,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_AM,3,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29285.75,29342.75,29096.25,STOP,-57.0,-1.0,21.5,-68.0,False
EP-48499-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48499,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_AM,3,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29272.0,29342.75,29096.25,STOP,-70.75,-1.0,6.75,-81.75,False
EP-48502-ENTRY_ON_TAP,EP-48502,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_AM,1,1,EXACT,ALL_LOOKBACKS,REDUCED_FAMILY,REDUCED_FAMILY,EXACT,EXACT,29272.0,29241.2104,29316.5,TARGET,44.5,1.4453,46.0,-6.75,True
EP-48510-ENTRY_ON_TAP,EP-48510,ENTRY_ON_TAP,TAP_ONLY,-1,F,NY_AM,5,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29339.5,29378.5,29294.25,TARGET,45.25,1.1603,46.5,-7.25,True
EP-48512-ENTRY_ON_TAP,EP-48512,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_AM,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29337.0,29372.4365,29290.75,STOP,-35.4365,-1.0,40.5,-50.0,False
EP-48737-ENTRY_ON_TAP,EP-48737,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29279.5,29298.0921,29096.25,STOP,-18.5921,-1.0,4.5,-30.5,False
EP-48751-ENTRY_ON_TAP,EP-48751,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29269.75,29288.5,29096.25,STOP,-18.75,-1.0,52.5,-21.0,False
EP-48755-ENTRY_ON_TAP,EP-48755,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29242.5,29260.9504,29096.25,STOP,-18.4504,-1.0,23.5,-25.5,False
EP-48851-ENTRY_ON_TAP,EP-48851,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29203.0,29220.1321,29096.25,STOP,-17.1321,-1.0,2.75,-25.75,False
EP-48876-ENTRY_ON_TAP,EP-48876,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29188.75,29207.1781,29096.25,TARGET,92.5,5.0195,93.75,-0.5,True
EP-48878-ENTRY_ON_TAP,EP-48878,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,REDUCED_FAMILY,REDUCED_FAMILY,REDUCED_FAMILY,29183.25,29200.7988,29096.25,TARGET,87.0,4.9576,88.25,-3.0,True
EP-49068-ENTRY_ON_DELAYED_DISPLACEMENT,EP-49068,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,GLOBEX_EVENING,15,15,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29092.5,29159.25,29020.75,TARGET,71.75,1.0749,74.75,-37.25,True
EP-49068-ENTRY_ON_NEW_FVG,EP-49068,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,15,15,EXACT,TWENTY_SESSION_ONLY,,,,EXACT,29017.75,29159.25,28914.5,TARGET,103.25,0.7297,109.25,-87.75,True
EP-49122-ENTRY_ON_TAP,EP-49122,ENTRY_ON_TAP,TAP_ONLY,-1,A,GLOBEX_EVENING,3,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29089.0,29105.25,29020.75,STOP,-16.25,-1.0,29.0,-40.75,False
EP-49122-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49122,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,GLOBEX_EVENING,3,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29083.25,29105.25,29020.75,STOP,-22.0,-1.0,23.25,-46.5,False
EP-49122-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-49122,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,GLOBEX_EVENING,3,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29083.25,29105.25,29020.75,STOP,-22.0,-1.0,23.25,-46.5,False
EP-49124-ENTRY_ON_TAP,EP-49124,ENTRY_ON_TAP,TAP_ONLY,-1,A,GLOBEX_EVENING,3,3,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29071.25,29105.25,29020.75,STOP,-34.0,-1.0,11.25,-58.5,False
EP-49192-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49192,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,5,5,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29017.75,29076.0,28914.5,STOP,-58.25,-1.0,24.25,-64.25,False
EP-49205-ENTRY_ON_TAP,EP-49205,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,EXACT,TWENTY_SESSION_ONLY,,,,EXACT,29018.0,29034.0967,28914.5,STOP,-16.0967,-1.0,24.5,-17.0,False
EP-49205-ENTRY_ON_NEW_FVG,EP-49205,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,1,1,EXACT,TWENTY_SESSION_ONLY,,,,EXACT,29000.0,29030.5,28914.5,STOP,-30.5,-1.0,5.0,-30.5,False
EP-49261-ENTRY_ON_DELAYED_DISPLACEMENT,EP-49261,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,5,5,EXACT,TWENTY_SESSION_ONLY,,,,EXACT,28987.5,29046.0,28914.5,TARGET,73.0,1.2479,79.0,-23.75,True
EP-49281-ENTRY_ON_TAP,EP-49281,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,3,EXACT,TWENTY_SESSION_ONLY,,,,EXACT,28984.0,29011.25,28914.5,TARGET,69.5,2.5505,75.5,-9.25,True
EP-49283-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49283,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,5,5,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,28963.75,29011.25,28914.5,TARGET,49.25,1.0368,55.25,-22.0,True
EP-49297-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49297,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,28963.75,28993.25,28914.5,TARGET,49.25,1.6695,55.25,-22.0,True
EP-49297-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-49297,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,28963.75,28993.25,28914.5,TARGET,49.25,1.6695,55.25,-22.0,True
EP-49325-ENTRY_ON_TAP,EP-49325,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,EXACT,TWENTY_SESSION_ONLY,,,,EXACT,28955.25,28967.2007,28914.5,TARGET,40.75,3.4098,46.75,-0.75,True
EP-49342-ENTRY_ON_DELAYED_DISPLACEMENT,EP-49342,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,28906.5,28929.25,28856.25,STOP,-22.75,-1.0,2.5,-34.25,False
EP-49355-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49355,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,5,5,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,28907.0,28940.75,28856.25,STOP,-33.75,-1.0,4.75,-39.25,False
EP-49491-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49491,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,28829.0,28842.5544,28777.0,TARGET,52.0,3.8364,54.5,0.0,True
EP-50147-ENTRY_ON_TAP,EP-50147,ENTRY_ON_TAP,TAP_ONLY,-1,F,NY_AM,5,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,28505.25,28539.75,28438.25,STOP,-34.5,-1.0,32.5,-39.75,False
EP-50179-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-50179,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,NY_AM,3,3,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,28845.5,28710.5,28926.25,STOP,-135.0,-1.0,50.5,-139.5,False
EP-50328-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-50328,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,NY_LUNCH,5,5,EXACT,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,EXACT,EXACT,28939.75,28856.75,29059.75,STOP,-83.0,-1.0,110.5,-83.5,False
EP-50339-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-50339,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,NY_LUNCH,15,15,EXACT,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,EXACT,EXACT,28971.0,28846.0,29059.75,STOP,-125.0,-1.0,79.25,-129.0,False
EP-50340-ENTRY_ON_TAP,EP-50340,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_LUNCH,1,1,EXACT,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,EXACT,EXACT,28928.5,28899.2296,29059.75,STOP,-29.2704,-1.0,27.5,-37.25,False
EP-50370-ENTRY_ON_NEW_FVG,EP-50370,ENTRY_ON_NEW_FVG,NEW_FVG,1,A,NY_LUNCH,5,1,EXACT,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,EXACT,EXACT,28953.0,28885.75,29059.75,STOP,-67.25,-1.0,97.25,-69.25,False
EP-50371-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-50371,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,NY_LUNCH,5,5,EXACT,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,EXACT,EXACT,28971.0,28885.75,29059.75,STOP,-85.25,-1.0,79.25,-87.25,False
EP-50371-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-50371,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,NY_LUNCH,5,5,EXACT,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,EXACT,EXACT,28971.0,28885.75,29059.75,STOP,-85.25,-1.0,79.25,-87.25,False
