variant_id,episode_id,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,match_mode,cross_lookback,match_prev_1_session,match_prev_3_sessions,match_prev_10_sessions,match_prev_20_sessions,entry_price,effective_stop_price,target_price,exit_type,points,gross_r,mfe_points,mae_points,success
EP-42564-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42564,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,ASIA,3,3,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29697.25,29736.25,29572.25,TARGET,125.0,3.2051,154.5,-28.0,True
EP-42567-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42567,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29704.0,29725.0,29572.25,STOP,-21.0,-1.0,12.25,-21.25,False
EP-42592-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42592,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29676.25,29696.5,29572.25,TARGET,104.0,5.1358,133.5,-17.5,True
EP-42600-ENTRY_ON_TAP,EP-42600,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29656.0,29671.75,29572.25,STOP,-15.75,-1.0,6.0,-18.5,False
EP-42604-ENTRY_ON_TAP,EP-42604,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29659.5,29670.472,29572.25,STOP,-10.972,-1.0,9.5,-11.5,False
EP-42604-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42604,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,3,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29653.75,29666.75,29572.25,STOP,-13.0,-1.0,1.0,-16.25,False
EP-42604-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42604,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,3,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29653.75,29666.75,29572.25,STOP,-13.0,-1.0,1.0,-16.25,False
EP-42621-ENTRY_ON_TAP,EP-42621,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29653.25,29664.5,29572.25,STOP,-11.25,-1.0,46.75,-21.0,False
EP-42621-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42621,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29647.25,29664.5,29572.25,STOP,-17.25,-1.0,40.75,-27.0,False
EP-42637-ENTRY_ON_TAP,EP-42637,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29624.0,29632.9968,29572.25,STOP,-8.9968,-1.0,11.25,-13.0,False
EP-42643-ENTRY_ON_TAP,EP-42643,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29617.75,29625.8325,29572.25,STOP,-8.0825,-1.0,4.5,-10.0,False
EP-42701-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42701,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,EXACT,TWENTY_SESSION_ONLY,,,,EXACT,29566.0,29597.75,29507.5,STOP,-31.75,-1.0,4.5,-57.0,False
EP-42703-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42703,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,EXACT,TWENTY_SESSION_ONLY,,,,EXACT,29566.0,29593.0,29507.5,STOP,-27.0,-1.0,4.5,-29.0,False
EP-43351-ENTRY_ON_NEW_FVG,EP-43351,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,NY_AM,1,1,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29573.25,29673.5,29507.5,TARGET,65.75,0.6559,84.75,-89.25,True
EP-43352-ENTRY_ON_NEW_FVG,EP-43352,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,NY_AM,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29573.25,29656.0,29507.5,STOP,-82.75,-1.0,55.25,-87.5,False
EP-43356-ENTRY_ON_DELAYED_DISPLACEMENT,EP-43356,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,NY_AM,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29544.5,29602.5,29507.5,STOP,-58.0,-1.0,26.5,-67.0,False
EP-43360-ENTRY_ON_TAP,EP-43360,ENTRY_ON_TAP,TAP_ONLY,1,B,NY_AM,1,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29544.5,29516.0198,29583.75,TARGET,39.25,1.3782,53.5,0.0,True
EP-43365-ENTRY_ON_TAP,EP-43365,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_AM,3,1,REDUCED_FAMILY,TWENTY_SESSION_ONLY,,,,REDUCED_FAMILY,29522.0,29491.2203,29572.0,TARGET,50.0,1.6244,68.75,-2.0,True
EP-43648-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-43648,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_PM,15,15,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29475.0,29526.25,29424.0,TARGET,51.0,0.9951,59.0,-50.75,True
EP-43648-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-43648,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,NY_PM,15,15,REDUCED_FAMILY,SHORT_AND_LONG_LOOKBACK_SUPPORT,,,REDUCED_FAMILY,REDUCED_FAMILY,29475.0,29526.25,29424.0,TARGET,51.0,0.9951,59.0,-50.75,True
