candidate_id,source_branch_id,source_episode_id,trigger_event_id,direction,entry_mode,continuation_or_fade,trigger_family,exact_graph,reduced_graph,entry_seq,entry_price,structural_stop,structural_target,natural_rr,executed_rr,stop_anchor_type,stop_anchor_object_id,target_anchor_type,target_anchor_object_id,parent_fvg_id,effective_sample,shrunk_expected_R,qualification,outcome
GNC-000003,GBR-000014,GEP-000005,EVT-0000035,short,first_touch,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,13,22996.0,22998.5,22977.0,7.6,1.0,fvg_boundary,FVG-000002,opposing_liquidity,LVL-000070,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000004,GBR-000015,GEP-000005,EVT-0000036,short,first_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_FILL -> FIRST_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,13,22997.0,22998.5,22977.0,13.3333,1.0,fvg_boundary,FVG-000002,opposing_liquidity,LVL-000070,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000005,GBR-000016,GEP-000005,EVT-0000037,short,midpoint,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_MIDPOINT -> MIDPOINT_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,13,22997.0,22998.5,22977.0,13.3333,1.0,fvg_boundary,FVG-000002,opposing_liquidity,LVL-000070,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000006,GBR-000007,GEP-000003,EVT-0000042,short,first_touch,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,15,23005.0,23006.25,22988.25,13.4,1.0,fvg_boundary,FVG-000001,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000007,GBR-000008,GEP-000003,EVT-0000043,short,first_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_FILL -> FIRST_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,15,23005.375,23006.25,22988.25,19.5714,1.0,fvg_boundary,FVG-000001,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000008,GBR-000009,GEP-000003,EVT-0000044,short,midpoint,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_MIDPOINT -> MIDPOINT_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,15,23005.375,23006.25,22988.25,19.5714,1.0,fvg_boundary,FVG-000001,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000009,GBR-000010,GEP-000003,EVT-0000045,short,full_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FULL_FILL -> FULL_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,15,23005.75,23006.25,22988.25,35.0,1.0,fvg_boundary,FVG-000001,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000010,GBR-000017,GEP-000005,EVT-0000047,short,full_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FULL_FILL -> FULL_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,15,22998.0,22998.5,22988.25,19.5,1.0,fvg_boundary,FVG-000002,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000011,GBR-000020,GEP-000007,EVT-0000053,long,formation_close,fade,ifvg_activation,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> FORMATION_CLOSE_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,15,23004.0,22995.5,23022.0,2.1176,1.0,ifvg_invalidation_boundary,IFVG-000001,opposing_liquidity,LVL-000071,FVG-000002,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000012,GBR-000021,GEP-000007,EVT-0000053,long,next_bar,fade,ifvg_activation,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> NEXT_BAR_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,16,23003.0,22995.5,23022.0,2.5333,1.0,ifvg_invalidation_boundary,IFVG-000001,opposing_liquidity,LVL-000071,FVG-000002,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000014,GBR-000030,GEP-000010,EVT-0000061,long,formation_close,fade,ifvg_activation,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> FORMATION_CLOSE_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,16,23006.0,23004.5,23022.0,10.6667,1.0,ifvg_invalidation_boundary,IFVG-000002,opposing_liquidity,LVL-000071,FVG-000001,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000013,GBR-000018,GEP-000006,EVT-0000058,long,next_bar,continuation,compression_expansion,COMPRESSION -> STRUCT_BREAK -> NEXT_BAR_LONG_TRIGGER,COMPRESSION -> LEVEL_BREAK -> ENTRY_TRIGGER,17,23005.0,22987.75,23022.0,0.9855,0.9855,compression_region,STRUCT-000001,opposing_liquidity,LVL-000071,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000015,GBR-000031,GEP-000010,EVT-0000061,long,next_bar,fade,ifvg_activation,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> NEXT_BAR_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,17,23005.0,23004.5,23022.0,34.0,1.0,ifvg_invalidation_boundary,IFVG-000002,opposing_liquidity,LVL-000071,FVG-000001,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000016,GBR-000019,GEP-000006,EVT-0000062,short,formation_close,fade,compression_false_expansion,COMPRESSION -> STRUCT_FAILED_CONTINUATION -> FORMATION_CLOSE_SHORT_TRIGGER,COMPRESSION -> STRUCTURAL_EVENT -> ENTRY_TRIGGER,17,23002.0,23005.75,22988.25,3.6667,1.0,compression_region,STRUCT-000001,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000017,GBR-000028,GEP-000009,EVT-0000063,long,formation_close,continuation,break_accept_cont,SWING_LOW_BREAK -> SWING_LOW_ACCEPTANCE_ABOVE -> FORMATION_CLOSE_LONG_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,17,23002.0,22987.75,23022.0,1.4035,1.0,accepted_boundary,LVL-000072,opposing_liquidity,LVL-000071,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000018,GBR-000032,GEP-000010,EVT-0000065,long,retest,fade,ifvg_retest,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> BULLISH_IFVG_FIRST_TOUCH -> RETEST_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> INVERSION_INTERACTION -> ENTRY_TRIGGER,17,23005.75,23004.5,23022.0,13.0,1.0,ifvg_invalidation_boundary,IFVG-000002,opposing_liquidity,LVL-000071,FVG-000001,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000019,GBR-000024,GEP-000008,EVT-0000070,long,first_touch,continuation,fvg_fill,BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_LONG_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,20,23001.0,22994.5,23008.25,1.1154,1.0,fvg_boundary,FVG-000003,opposing_liquidity,LVL-000073,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000020,GBR-000025,GEP-000008,EVT-0000071,long,first_fill,continuation,fvg_fill,BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_FILL -> FIRST_FILL_LONG_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,20,22998.0,22994.5,23008.25,2.9286,1.0,fvg_boundary,FVG-000003,opposing_liquidity,LVL-000073,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000021,GBR-000026,GEP-000008,EVT-0000072,long,midpoint,continuation,fvg_fill,BULLISH_FVG_FORMED -> BULLISH_FVG_MIDPOINT -> MIDPOINT_LONG_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,20,22998.0,22994.5,23008.25,2.9286,1.0,fvg_boundary,FVG-000003,opposing_liquidity,LVL-000073,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000022,GBR-000033,GEP-000011,EVT-0000073,short,formation_close,continuation,break_accept_cont,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,20,22998.25,23008.75,22988.25,0.9524,0.9524,accepted_boundary,LVL-000073,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000023,GBR-000022,GEP-000007,EVT-0000074,long,retest,fade,ifvg_retest,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> BULLISH_IFVG_FIRST_TOUCH -> RETEST_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> INVERSION_INTERACTION -> ENTRY_TRIGGER,20,22998.0,22995.5,23008.25,4.1,1.0,ifvg_invalidation_boundary,IFVG-000001,opposing_liquidity,LVL-000073,FVG-000002,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000024,GBR-000027,GEP-000008,EVT-0000077,long,full_fill,continuation,fvg_fill,BULLISH_FVG_FORMED -> BULLISH_FVG_FULL_FILL -> FULL_FILL_LONG_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,21,22995.0,22994.5,23008.25,26.5,1.0,fvg_boundary,FVG-000003,opposing_liquidity,LVL-000073,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000025,GBR-000040,GEP-000013,EVT-0000086,short,formation_close,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,21,22992.75,23001.5,22988.25,0.5143,0.5143,ifvg_invalidation_boundary,IFVG-000003,opposing_liquidity,LVL-000072,FVG-000003,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000026,GBR-000041,GEP-000013,EVT-0000086,short,next_bar,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> NEXT_BAR_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,22,22993.0,23001.5,22988.25,0.5588,0.5588,ifvg_invalidation_boundary,IFVG-000003,opposing_liquidity,LVL-000072,FVG-000003,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000027,GBR-000042,GEP-000013,EVT-0000089,short,retest,fade,ifvg_retest,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> BEARISH_IFVG_FIRST_TOUCH -> RETEST_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> INVERSION_INTERACTION -> ENTRY_TRIGGER,22,22995.0,23001.5,22988.25,1.0385,1.0,ifvg_invalidation_boundary,IFVG-000003,opposing_liquidity,LVL-000072,FVG-000003,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000028,GBR-000036,GEP-000012,EVT-0000090,short,first_touch,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,23,23000.75,23003.0,22990.75,4.4444,1.0,fvg_boundary,FVG-000004,opposing_liquidity,LVL-000074,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000029,GBR-000037,GEP-000012,EVT-0000091,short,first_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_FILL -> FIRST_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,23,23001.625,23003.0,22990.75,7.9091,1.0,fvg_boundary,FVG-000004,opposing_liquidity,LVL-000074,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000030,GBR-000044,GEP-000014,EVT-0000092,short,first_touch,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,23,22996.0,22997.5,22990.75,3.5,1.0,fvg_boundary,FVG-000005,opposing_liquidity,LVL-000074,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000031,GBR-000045,GEP-000014,EVT-0000093,short,first_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_FILL -> FIRST_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,23,22996.5,22997.5,22990.75,5.75,1.0,fvg_boundary,FVG-000005,opposing_liquidity,LVL-000074,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000032,GBR-000046,GEP-000014,EVT-0000094,short,midpoint,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_MIDPOINT -> MIDPOINT_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,23,22996.5,22997.5,22990.75,5.75,1.0,fvg_boundary,FVG-000005,opposing_liquidity,LVL-000074,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000033,GBR-000047,GEP-000014,EVT-0000095,short,full_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FULL_FILL -> FULL_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,23,22997.0,22997.5,22990.75,12.5,1.0,fvg_boundary,FVG-000005,opposing_liquidity,LVL-000074,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000034,GBR-000048,GEP-000015,EVT-0000101,long,formation_close,fade,ifvg_activation,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> FORMATION_CLOSE_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,23,22997.75,22995.5,23008.25,4.6667,1.0,ifvg_invalidation_boundary,IFVG-000004,opposing_liquidity,LVL-000073,FVG-000005,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000035,GBR-000049,GEP-000015,EVT-0000101,long,next_bar,fade,ifvg_activation,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> NEXT_BAR_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,24,22996.5,22995.5,23008.25,11.75,1.0,ifvg_invalidation_boundary,IFVG-000004,opposing_liquidity,LVL-000073,FVG-000005,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000036,GBR-000050,GEP-000015,EVT-0000108,long,retest,fade,ifvg_retest,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> BULLISH_IFVG_FIRST_TOUCH -> RETEST_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> INVERSION_INTERACTION -> ENTRY_TRIGGER,24,22997.0,22995.5,23008.25,7.5,1.0,ifvg_invalidation_boundary,IFVG-000004,opposing_liquidity,LVL-000073,FVG-000005,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000037,GBR-000058,GEP-000009,EVT-0000112,long,formation_close,fade,sweep_fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,25,22989.5,22987.0,22990.75,0.5,0.5,swept_extreme,LVL-000072,opposing_liquidity,LVL-000074,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000038,GBR-000052,GEP-000016,EVT-0000115,long,formation_close,fade,break_failed_fade,SWING_LOW_BREAK -> SWING_LOW_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,LEVEL_BREAK -> RECLAIM -> ENTRY_TRIGGER,25,22989.5,22987.0,22990.75,0.5,0.5,failed_break_boundary,LVL-000074,opposing_liquidity,LVL-000074,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000041,GBR-000051,GEP-000016,EVT-0000122,short,formation_close,continuation,break_accept_cont,SWING_LOW_BREAK -> SWING_LOW_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,26,22987.25,22991.25,22977.0,2.5625,1.0,accepted_boundary,LVL-000074,opposing_liquidity,LVL-000070,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000042,GBR-000060,GEP-000009,EVT-0000127,short,formation_close,continuation,sweep_accept_cont,SWING_LOW_SWEEP_BELOW -> SWING_LOW_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ACCEPTANCE -> ENTRY_TRIGGER,27,22982.25,22988.75,22977.0,0.8077,0.8077,structural_extreme_fallback,LVL-000072,opposing_liquidity,LVL-000070,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000046,GBR-000063,GEP-000018,EVT-0000138,short,first_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_FILL -> FIRST_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,30,22990.375,22992.25,22988.25,1.1333,1.0,fvg_boundary,FVG-000007,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000047,GBR-000069,GEP-000020,EVT-0000139,short,first_touch,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,30,22986.75,22988.0,22981.0,4.6,1.0,fvg_boundary,FVG-000008,opposing_liquidity,LVL-000077,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000048,GBR-000070,GEP-000020,EVT-0000140,short,first_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_FILL -> FIRST_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,30,22987.125,22988.0,22981.0,7.0,1.0,fvg_boundary,FVG-000008,opposing_liquidity,LVL-000077,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000049,GBR-000071,GEP-000020,EVT-0000141,short,midpoint,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_MIDPOINT -> MIDPOINT_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,30,22987.125,22988.0,22981.0,7.0,1.0,fvg_boundary,FVG-000008,opposing_liquidity,LVL-000077,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000050,GBR-000072,GEP-000020,EVT-0000142,short,full_fill,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_FULL_FILL -> FULL_FILL_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,30,22987.5,22988.0,22981.0,13.0,1.0,fvg_boundary,FVG-000008,opposing_liquidity,LVL-000077,,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000051,GBR-000077,GEP-000023,EVT-0000147,long,formation_close,fade,ifvg_activation,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> FORMATION_CLOSE_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,30,22989.0,22986.25,22990.75,0.6364,0.6364,ifvg_invalidation_boundary,IFVG-000005,opposing_liquidity,LVL-000074,FVG-000008,0,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
GNC-000053,GBR-000064,GEP-000018,EVT-0000149,short,midpoint,continuation,fvg_fill,BEARISH_FVG_FORMED -> BEARISH_FVG_MIDPOINT -> MIDPOINT_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,31,22990.375,22992.25,22988.25,1.1333,1.0,fvg_boundary,FVG-000007,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000054,GBR-000085,GEP-000016,EVT-0000154,short,formation_close,fade,sweep_fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,31,22987.25,22992.0,22981.0,1.3158,1.0,swept_extreme,LVL-000074,opposing_liquidity,LVL-000077,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000056,GBR-000079,GEP-000023,EVT-0000158,long,retest,fade,ifvg_retest,BEARISH_FVG_FORMED -> BEARISH_FVG_FAILURE -> BULLISH_IFVG_ACTIVATION -> BULLISH_IFVG_FIRST_TOUCH -> RETEST_LONG_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> INVERSION_INTERACTION -> ENTRY_TRIGGER,31,22987.5,22986.25,22988.25,0.6,0.6,ifvg_invalidation_boundary,IFVG-000005,opposing_liquidity,LVL-000072,FVG-000008,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000057,GBR-000081,GEP-000024,EVT-0000159,long,first_touch,continuation,fvg_fill,BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_TOUCH -> FIRST_TOUCH_LONG_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,32,22986.0,22984.75,22988.25,1.8,1.0,fvg_boundary,FVG-000009,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000058,GBR-000082,GEP-000024,EVT-0000160,long,first_fill,continuation,fvg_fill,BULLISH_FVG_FORMED -> BULLISH_FVG_FIRST_FILL -> FIRST_FILL_LONG_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,32,22985.625,22984.75,22988.25,3.0,1.0,fvg_boundary,FVG-000009,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000059,GBR-000083,GEP-000024,EVT-0000161,long,midpoint,continuation,fvg_fill,BULLISH_FVG_FORMED -> BULLISH_FVG_MIDPOINT -> MIDPOINT_LONG_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,32,22985.625,22984.75,22988.25,3.0,1.0,fvg_boundary,FVG-000009,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000060,GBR-000084,GEP-000024,EVT-0000162,long,full_fill,continuation,fvg_fill,BULLISH_FVG_FORMED -> BULLISH_FVG_FULL_FILL -> FULL_FILL_LONG_TRIGGER,GAP_FORMATION -> GAP_FILL -> ENTRY_TRIGGER,32,22985.25,22984.75,22988.25,6.0,1.0,fvg_boundary,FVG-000009,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000062,GBR-000088,GEP-000022,EVT-0000167,long,formation_close,fade,sweep_fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,32,22981.5,22978.25,22988.25,2.0769,1.0,swept_extreme,LVL-000077,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000063,GBR-000091,GEP-000025,EVT-0000171,long,formation_close,fade,sweep_fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,32,22981.5,22978.25,22988.25,2.0769,1.0,swept_extreme,LVL-000078,opposing_liquidity,LVL-000072,,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000065,GBR-000097,GEP-000026,EVT-0000177,short,next_bar,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> NEXT_BAR_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,33,22981.0,22986.5,22977.0,0.7273,0.7273,ifvg_invalidation_boundary,IFVG-000006,opposing_liquidity,LVL-000070,FVG-000009,0,0.0,RECORDED_NOT_ACTIVATED,LOSS
GNC-000066,GBR-000076,GEP-000022,EVT-0000182,long,formation_close,fade,break_failed_fade,SWING_LOW_BREAK -> SWING_LOW_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,LEVEL_BREAK -> RECLAIM -> ENTRY_TRIGGER,33,22979.75,22977.25,22981.0,0.5,0.5,failed_break_boundary,LVL-000077,opposing_liquidity,LVL-000077,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000067,GBR-000089,GEP-000022,EVT-0000182,long,formation_close,fade,sweep_reclaim_fade,SWING_LOW_SWEEP_BELOW -> SWING_LOW_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> RECLAIM -> ENTRY_TRIGGER,33,22979.75,22977.25,22981.0,0.5,0.5,swept_extreme,LVL-000077,opposing_liquidity,LVL-000077,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
GNC-000068,GBR-000092,GEP-000025,EVT-0000184,long,formation_close,fade,sweep_reclaim_fade,SWING_LOW_SWEEP_BELOW -> SWING_LOW_RECLAIM -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> RECLAIM -> ENTRY_TRIGGER,33,22979.75,22977.25,22981.0,0.5,0.5,swept_extreme,LVL-000078,opposing_liquidity,LVL-000077,,0,0.0,RECORDED_NOT_ACTIVATED,WIN
