id,family,subtype,segment_id,created_seq,created_ts,lo,hi,events
LVL-000727,liquidity,swing_low,0,2172,2025-07-08 11:12:00+00:00,22930.5,22930.5,CONFIRMED|BREAK|ACCEPTANCE_ABOVE|CONTINUATION|FIRST_TOUCH|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|EXPIRY
LVL-000728,liquidity,swing_high,0,2176,2025-07-08 11:16:00+00:00,22945.75,22945.75,CONFIRMED|BREAK|ACCEPTANCE_BELOW|CONTINUATION|FIRST_TOUCH|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|EXACT_TOUCH|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000729,liquidity,swing_low,0,2180,2025-07-08 11:20:00+00:00,22935.25,22935.25,CONFIRMED|BREAK|ACCEPTANCE_ABOVE|CONTINUATION|FIRST_TOUCH|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|EXPIRY
LVL-000730,liquidity,swing_high,0,2182,2025-07-08 11:22:00+00:00,22947.25,22947.25,CONFIRMED|FIRST_TOUCH|BREAK|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|REVISIT|EXACT_TOUCH|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|EXPIRY
LVL-000731,liquidity,swing_high,0,2188,2025-07-08 11:28:00+00:00,22951.25,22951.25,CONFIRMED|BREAK|ACCEPTANCE_BELOW|CONTINUATION|FIRST_TOUCH|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|EXPIRY
LVL-000732,liquidity,swing_low,0,2195,2025-07-08 11:35:00+00:00,22941.0,22941.0,CONFIRMED|BREAK|ACCEPTANCE_ABOVE|CONTINUATION|FIRST_TOUCH|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|EXPIRY
LVL-000733,liquidity,swing_high,0,2208,2025-07-08 11:48:00+00:00,22957.0,22957.0,CONFIRMED|BREAK|ACCEPTANCE_BELOW|CONTINUATION|FIRST_TOUCH|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000734,liquidity,swing_low,0,2212,2025-07-08 11:52:00+00:00,22945.0,22945.0,CONFIRMED|FIRST_TOUCH|BREAK|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|EXPIRY
LVL-000735,liquidity,swing_low,0,2218,2025-07-08 11:58:00+00:00,22937.25,22937.25,CONFIRMED|BREAK|FIRST_TOUCH|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|EXACT_TOUCH|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|EXPIRY
LVL-000736,liquidity,swing_low,0,2219,2025-07-08 11:59:00+00:00,22937.25,22937.25,CONFIRMED|FIRST_TOUCH|BREAK|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|EXACT_TOUCH|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|EXPIRY
LVL-000737,liquidity,swing_high,0,2220,2025-07-08 12:00:00+00:00,22944.0,22944.0,CONFIRMED|BREAK|ACCEPTANCE_BELOW|CONTINUATION|FIRST_TOUCH|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
