id,family,subtype,segment_id,created_seq,created_ts,lo,hi,events
LVL-000152,liquidity,swing_high,0,272,2025-07-07 02:32:00+00:00,22964.5,22964.5,CONFIRMED|BREAK|ACCEPTANCE_BELOW|CONTINUATION|FIRST_TOUCH|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000153,liquidity,swing_low,0,275,2025-07-07 02:35:00+00:00,22940.75,22940.75,CONFIRMED|BREAK|ACCEPTANCE_ABOVE|CONTINUATION|FIRST_TOUCH|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|REVISIT|EXACT_TOUCH|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000154,liquidity,swing_high,0,280,2025-07-07 02:40:00+00:00,22953.0,22953.0,CONFIRMED|FIRST_TOUCH|SWEEP|REJECTION|BREAK|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000155,liquidity,swing_low,0,282,2025-07-07 02:42:00+00:00,22947.0,22947.0,CONFIRMED|BREAK|ACCEPTANCE_ABOVE|CONTINUATION|FIRST_TOUCH|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|CONTINUATION|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000156,liquidity,swing_high,0,287,2025-07-07 02:47:00+00:00,22957.25,22957.25,CONFIRMED|BREAK|ACCEPTANCE_BELOW|FIRST_TOUCH|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|EXPIRY
LVL-000157,liquidity,swing_high,0,288,2025-07-07 02:48:00+00:00,22957.25,22957.25,CONFIRMED|BREAK|FIRST_TOUCH|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|EXPIRY
LVL-000158,liquidity,swing_low,0,291,2025-07-07 02:51:00+00:00,22949.0,22949.0,CONFIRMED|BREAK|ACCEPTANCE_ABOVE|CONTINUATION|FIRST_TOUCH|RECLAIM|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|EXACT_TOUCH|REVISIT|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000159,liquidity,swing_high,0,294,2025-07-07 02:54:00+00:00,22966.0,22966.0,CONFIRMED|BREAK|ACCEPTANCE_BELOW|CONTINUATION|FIRST_TOUCH|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|EXACT_TOUCH|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000160,liquidity,swing_low,0,299,2025-07-07 02:59:00+00:00,22955.25,22955.25,CONFIRMED|BREAK|FIRST_TOUCH|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|REVISIT|EXACT_TOUCH|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|REVISIT|SWEEP|REJECTION|CONTINUATION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|EXPIRY
LVL-000161,liquidity,swing_high,0,300,2025-07-07 03:00:00+00:00,22960.25,22960.25,CONFIRMED|BREAK|ACCEPTANCE_BELOW|CONTINUATION|FIRST_TOUCH|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|EXACT_TOUCH|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|ACCEPTANCE_ABOVE|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|RECLAIM|REVISIT|SWEEP|REJECTION|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|RECLAIM|REVISIT|RECLAIM|ACCEPTANCE_BELOW|CONTINUATION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|REVISIT|SWEEP|REJECTION|EXPIRY
