segment_id,session_globex_day,source,side,extreme,family,age_sessions,availability_et,sweep_et,level_id
4,2026-01-06,candle_0930_high,high,25676.0,LIQ_SWEEP,0,2026-01-05 18:00:00-05:00,2026-01-06 09:37:00-05:00,LVL-4-2026-01-06-candle_0930_high
4,2026-01-06,candle_0930_low,low,25631.5,LIQ_SWEEP,0,2026-01-05 18:00:00-05:00,2026-01-05 18:01:00-05:00,LVL-4-2026-01-06-candle_0930_low
4,2026-01-06,candle_1000_high,high,25766.5,LIQ_SWEEP,0,2026-01-05 18:00:00-05:00,2026-01-06 10:02:00-05:00,LVL-4-2026-01-06-candle_1000_high
4,2026-01-06,candle_1000_low,low,25749.5,LIQ_SWEEP,0,2026-01-05 18:00:00-05:00,2026-01-05 18:01:00-05:00,LVL-4-2026-01-06-candle_1000_low
4,2026-01-07,prev_rth_high,high,25837.75,LIQ_SWEEP,1,2026-01-06 18:00:00-05:00,2026-01-06 18:02:00-05:00,LVL-4-2026-01-07-prev_rth_high
4,2026-01-07,prev_rth_low,low,25608.0,LIQ_SWEEP,1,2026-01-06 18:00:00-05:00,2026-01-08 09:46:00-05:00,LVL-4-2026-01-07-prev_rth_low
4,2026-01-07,prev_day_high,high,25837.75,HIST_LEVEL,1,2026-01-06 18:00:00-05:00,2026-01-06 18:02:00-05:00,LVL-4-2026-01-07-prev_day_high
4,2026-01-07,prev_day_low,low,25527.5,HIST_LEVEL,1,2026-01-06 18:00:00-05:00,2026-01-14 10:47:00-05:00,LVL-4-2026-01-07-prev_day_low
4,2026-01-07,overnight_high,high,25844.75,LIQ_SWEEP,0,2026-01-06 18:00:00-05:00,2026-01-07 09:42:00-05:00,LVL-4-2026-01-07-overnight_high
4,2026-01-07,overnight_low,low,25727.0,LIQ_SWEEP,0,2026-01-06 18:00:00-05:00,2026-01-08 01:02:00-05:00,LVL-4-2026-01-07-overnight_low
4,2026-01-07,candle_0900_high,high,25789.25,LIQ_SWEEP,0,2026-01-06 18:00:00-05:00,2026-01-06 18:01:00-05:00,LVL-4-2026-01-07-candle_0900_high
4,2026-01-07,candle_0900_low,low,25778.75,LIQ_SWEEP,0,2026-01-06 18:00:00-05:00,2026-01-07 00:06:00-05:00,LVL-4-2026-01-07-candle_0900_low
4,2026-01-07,candle_0930_high,high,25810.75,LIQ_SWEEP,0,2026-01-06 18:00:00-05:00,2026-01-06 18:01:00-05:00,LVL-4-2026-01-07-candle_0930_high
4,2026-01-07,candle_0930_low,low,25776.5,LIQ_SWEEP,0,2026-01-06 18:00:00-05:00,2026-01-07 00:06:00-05:00,LVL-4-2026-01-07-candle_0930_low
4,2026-01-07,candle_1000_high,high,25868.5,LIQ_SWEEP,0,2026-01-06 18:00:00-05:00,2026-01-07 09:47:00-05:00,LVL-4-2026-01-07-candle_1000_high
4,2026-01-07,candle_1000_low,low,25823.0,LIQ_SWEEP,0,2026-01-06 18:00:00-05:00,2026-01-06 18:01:00-05:00,LVL-4-2026-01-07-candle_1000_low
4,2026-01-07,prior_3_high,high,25837.75,HIST_LEVEL,3,2026-01-06 18:00:00-05:00,2026-01-06 18:02:00-05:00,LVL-4-2026-01-07-prior_3_high
4,2026-01-07,prior_3_low,low,25265.25,HIST_LEVEL,3,2026-01-06 18:00:00-05:00,2026-01-19 04:58:00-05:00,LVL-4-2026-01-07-prior_3_low
4,2026-01-08,prev_rth_high,high,25996.25,LIQ_SWEEP,1,2026-01-07 18:00:00-05:00,2026-01-12 13:23:00-05:00,LVL-4-2026-01-08-prev_rth_high
4,2026-01-08,prev_rth_low,low,25771.0,LIQ_SWEEP,1,2026-01-07 18:00:00-05:00,2026-01-07 22:47:00-05:00,LVL-4-2026-01-08-prev_rth_low
4,2026-01-08,prev_day_high,high,25996.25,HIST_LEVEL,1,2026-01-07 18:00:00-05:00,2026-01-12 13:23:00-05:00,LVL-4-2026-01-08-prev_day_high
4,2026-01-08,prev_day_low,low,25727.0,HIST_LEVEL,1,2026-01-07 18:00:00-05:00,2026-01-08 01:02:00-05:00,LVL-4-2026-01-08-prev_day_low
4,2026-01-08,overnight_high,high,25849.75,LIQ_SWEEP,0,2026-01-07 18:00:00-05:00,2026-01-09 10:29:00-05:00,LVL-4-2026-01-08-overnight_high
4,2026-01-08,overnight_low,low,25670.0,LIQ_SWEEP,0,2026-01-07 18:00:00-05:00,2026-01-08 09:41:00-05:00,LVL-4-2026-01-08-overnight_low
4,2026-01-08,candle_0900_high,high,25799.5,LIQ_SWEEP,0,2026-01-07 18:00:00-05:00,2026-01-07 18:01:00-05:00,LVL-4-2026-01-08-candle_0900_high
4,2026-01-08,candle_0900_low,low,25781.0,LIQ_SWEEP,0,2026-01-07 18:00:00-05:00,2026-01-07 21:49:00-05:00,LVL-4-2026-01-08-candle_0900_low
4,2026-01-08,candle_0930_high,high,25803.0,LIQ_SWEEP,0,2026-01-07 18:00:00-05:00,2026-01-07 18:01:00-05:00,LVL-4-2026-01-08-candle_0930_high
4,2026-01-08,candle_0930_low,low,25745.5,LIQ_SWEEP,0,2026-01-07 18:00:00-05:00,2026-01-08 00:42:00-05:00,LVL-4-2026-01-08-candle_0930_low
4,2026-01-08,candle_1000_high,high,25610.5,LIQ_SWEEP,0,2026-01-07 18:00:00-05:00,2026-01-07 18:01:00-05:00,LVL-4-2026-01-08-candle_1000_high
4,2026-01-08,candle_1000_low,low,25586.25,LIQ_SWEEP,0,2026-01-07 18:00:00-05:00,2026-01-08 10:02:00-05:00,LVL-4-2026-01-08-candle_1000_low
4,2026-01-08,prior_3_high,high,25996.25,HIST_LEVEL,3,2026-01-07 18:00:00-05:00,2026-01-12 13:23:00-05:00,LVL-4-2026-01-08-prior_3_high
4,2026-01-08,prior_3_low,low,25406.5,HIST_LEVEL,3,2026-01-07 18:00:00-05:00,2026-01-18 18:01:00-05:00,LVL-4-2026-01-08-prior_3_low
4,2026-01-09,prev_rth_high,high,25803.0,LIQ_SWEEP,1,2026-01-08 18:00:00-05:00,2026-01-09 08:36:00-05:00,LVL-4-2026-01-09-prev_rth_high
4,2026-01-09,prev_rth_low,low,25569.0,LIQ_SWEEP,1,2026-01-08 18:00:00-05:00,2026-01-14 10:01:00-05:00,LVL-4-2026-01-09-prev_rth_low
4,2026-01-09,prev_day_high,high,25849.75,HIST_LEVEL,1,2026-01-08 18:00:00-05:00,2026-01-09 10:29:00-05:00,LVL-4-2026-01-09-prev_day_high
4,2026-01-09,prev_day_low,low,25569.0,HIST_LEVEL,1,2026-01-08 18:00:00-05:00,2026-01-14 10:01:00-05:00,LVL-4-2026-01-09-prev_day_low
4,2026-01-09,overnight_high,high,25824.75,LIQ_SWEEP,0,2026-01-08 18:00:00-05:00,2026-01-09 10:27:00-05:00,LVL-4-2026-01-09-overnight_high
4,2026-01-09,overnight_low,low,25627.5,LIQ_SWEEP,0,2026-01-08 18:00:00-05:00,2026-01-09 10:09:00-05:00,LVL-4-2026-01-09-overnight_low
4,2026-01-09,candle_0900_high,high,25811.75,LIQ_SWEEP,0,2026-01-08 18:00:00-05:00,2026-01-09 09:02:00-05:00,LVL-4-2026-01-09-candle_0900_high
4,2026-01-09,candle_0900_low,low,25803.75,LIQ_SWEEP,0,2026-01-08 18:00:00-05:00,2026-01-08 18:01:00-05:00,LVL-4-2026-01-09-candle_0900_low
4,2026-01-09,candle_0930_high,high,25715.75,LIQ_SWEEP,0,2026-01-08 18:00:00-05:00,2026-01-08 18:01:00-05:00,LVL-4-2026-01-09-candle_0930_high
4,2026-01-09,candle_0930_low,low,25662.25,LIQ_SWEEP,0,2026-01-08 18:00:00-05:00,2026-01-08 20:18:00-05:00,LVL-4-2026-01-09-candle_0930_low
4,2026-01-09,candle_1000_high,high,25763.75,LIQ_SWEEP,0,2026-01-08 18:00:00-05:00,2026-01-09 06:43:00-05:00,LVL-4-2026-01-09-candle_1000_high
4,2026-01-09,candle_1000_low,low,25703.25,LIQ_SWEEP,0,2026-01-08 18:00:00-05:00,2026-01-08 18:25:00-05:00,LVL-4-2026-01-09-candle_1000_low
4,2026-01-09,prior_3_high,high,25996.25,HIST_LEVEL,3,2026-01-08 18:00:00-05:00,2026-01-12 13:23:00-05:00,LVL-4-2026-01-09-prior_3_high
4,2026-01-09,prior_3_low,low,25527.5,HIST_LEVEL,3,2026-01-08 18:00:00-05:00,2026-01-14 10:47:00-05:00,LVL-4-2026-01-09-prior_3_low
4,2026-01-09,prior_5_high,high,25996.25,HIST_LEVEL,5,2026-01-08 18:00:00-05:00,2026-01-12 13:23:00-05:00,LVL-4-2026-01-09-prior_5_high
4,2026-01-09,prior_5_low,low,25265.25,HIST_LEVEL,5,2026-01-08 18:00:00-05:00,2026-01-19 04:58:00-05:00,LVL-4-2026-01-09-prior_5_low
4,2026-01-12,prev_rth_high,high,25985.5,LIQ_SWEEP,1,2026-01-11 18:00:00-05:00,2026-01-12 13:06:00-05:00,LVL-4-2026-01-12-prev_rth_high
4,2026-01-12,prev_rth_low,low,25615.5,LIQ_SWEEP,1,2026-01-11 18:00:00-05:00,2026-01-14 09:46:00-05:00,LVL-4-2026-01-12-prev_rth_low
4,2026-01-12,prev_day_high,high,25985.5,HIST_LEVEL,1,2026-01-11 18:00:00-05:00,2026-01-12 13:06:00-05:00,LVL-4-2026-01-12-prev_day_high
4,2026-01-12,prev_day_low,low,25615.5,HIST_LEVEL,1,2026-01-11 18:00:00-05:00,2026-01-14 09:46:00-05:00,LVL-4-2026-01-12-prev_day_low
4,2026-01-12,overnight_high,high,25960.0,LIQ_SWEEP,0,2026-01-11 18:00:00-05:00,2026-01-12 11:55:00-05:00,LVL-4-2026-01-12-overnight_high
4,2026-01-12,overnight_low,low,25632.75,LIQ_SWEEP,0,2026-01-11 18:00:00-05:00,2026-01-14 09:45:00-05:00,LVL-4-2026-01-12-overnight_low
4,2026-01-12,candle_0900_high,high,25745.5,LIQ_SWEEP,0,2026-01-11 18:00:00-05:00,2026-01-11 18:01:00-05:00,LVL-4-2026-01-12-candle_0900_high
4,2026-01-12,candle_0900_low,low,25740.75,LIQ_SWEEP,0,2026-01-11 18:00:00-05:00,2026-01-11 20:31:00-05:00,LVL-4-2026-01-12-candle_0900_low
4,2026-01-12,candle_0930_high,high,25797.75,LIQ_SWEEP,0,2026-01-11 18:00:00-05:00,2026-01-11 18:01:00-05:00,LVL-4-2026-01-12-candle_0930_high
4,2026-01-12,candle_0930_low,low,25743.5,LIQ_SWEEP,0,2026-01-11 18:00:00-05:00,2026-01-11 20:31:00-05:00,LVL-4-2026-01-12-candle_0930_low
4,2026-01-12,candle_1000_high,high,25905.25,LIQ_SWEEP,0,2026-01-11 18:00:00-05:00,2026-01-11 18:01:00-05:00,LVL-4-2026-01-12-candle_1000_high
4,2026-01-12,candle_1000_low,low,25888.0,LIQ_SWEEP,0,2026-01-11 18:00:00-05:00,2026-01-11 18:02:00-05:00,LVL-4-2026-01-12-candle_1000_low
4,2026-01-12,prior_3_high,high,25996.25,HIST_LEVEL,3,2026-01-11 18:00:00-05:00,2026-01-12 13:23:00-05:00,LVL-4-2026-01-12-prior_3_high
4,2026-01-12,prior_3_low,low,25569.0,HIST_LEVEL,3,2026-01-11 18:00:00-05:00,2026-01-14 10:01:00-05:00,LVL-4-2026-01-12-prior_3_low
4,2026-01-12,prior_5_high,high,25996.25,HIST_LEVEL,5,2026-01-11 18:00:00-05:00,2026-01-12 13:23:00-05:00,LVL-4-2026-01-12-prior_5_high
4,2026-01-12,prior_5_low,low,25406.5,HIST_LEVEL,5,2026-01-11 18:00:00-05:00,2026-01-18 18:01:00-05:00,LVL-4-2026-01-12-prior_5_low
4,2026-01-13,prev_rth_high,high,26020.5,LIQ_SWEEP,1,2026-01-12 18:00:00-05:00,2026-01-13 08:32:00-05:00,LVL-4-2026-01-13-prev_rth_high
4,2026-01-13,prev_rth_low,low,25743.5,LIQ_SWEEP,1,2026-01-12 18:00:00-05:00,2026-01-14 05:35:00-05:00,LVL-4-2026-01-13-prev_rth_low
4,2026-01-13,prev_day_high,high,26020.5,HIST_LEVEL,1,2026-01-12 18:00:00-05:00,2026-01-13 08:32:00-05:00,LVL-4-2026-01-13-prev_day_high
4,2026-01-13,prev_day_low,low,25632.75,HIST_LEVEL,1,2026-01-12 18:00:00-05:00,2026-01-14 09:45:00-05:00,LVL-4-2026-01-13-prev_day_low
4,2026-01-13,overnight_high,high,26045.5,LIQ_SWEEP,0,2026-01-12 18:00:00-05:00,2026-01-27 09:56:00-05:00,LVL-4-2026-01-13-overnight_high
4,2026-01-13,overnight_low,low,25845.75,LIQ_SWEEP,0,2026-01-12 18:00:00-05:00,2026-01-13 10:22:00-05:00,LVL-4-2026-01-13-overnight_low
4,2026-01-13,candle_0900_high,high,25972.75,LIQ_SWEEP,0,2026-01-12 18:00:00-05:00,2026-01-13 08:31:00-05:00,LVL-4-2026-01-13-candle_0900_high
4,2026-01-13,candle_0900_low,low,25960.75,LIQ_SWEEP,0,2026-01-12 18:00:00-05:00,2026-01-12 18:01:00-05:00,LVL-4-2026-01-13-candle_0900_low
4,2026-01-13,candle_0930_high,high,25977.75,LIQ_SWEEP,0,2026-01-12 18:00:00-05:00,2026-01-13 08:31:00-05:00,LVL-4-2026-01-13-candle_0930_high
4,2026-01-13,candle_0930_low,low,25930.75,LIQ_SWEEP,0,2026-01-12 18:00:00-05:00,2026-01-12 18:03:00-05:00,LVL-4-2026-01-13-candle_0930_low
4,2026-01-13,candle_1000_high,high,25969.75,LIQ_SWEEP,0,2026-01-12 18:00:00-05:00,2026-01-13 08:31:00-05:00,LVL-4-2026-01-13-candle_1000_high
4,2026-01-13,candle_1000_low,low,25940.0,LIQ_SWEEP,0,2026-01-12 18:00:00-05:00,2026-01-12 18:01:00-05:00,LVL-4-2026-01-13-candle_1000_low
4,2026-01-13,prior_3_high,high,26020.5,HIST_LEVEL,3,2026-01-12 18:00:00-05:00,2026-01-13 08:32:00-05:00,LVL-4-2026-01-13-prior_3_high
4,2026-01-13,prior_3_low,low,25569.0,HIST_LEVEL,3,2026-01-12 18:00:00-05:00,2026-01-14 10:01:00-05:00,LVL-4-2026-01-13-prior_3_low
4,2026-01-13,prior_5_high,high,26020.5,HIST_LEVEL,5,2026-01-12 18:00:00-05:00,2026-01-13 08:32:00-05:00,LVL-4-2026-01-13-prior_5_high
4,2026-01-13,prior_5_low,low,25527.5,HIST_LEVEL,5,2026-01-12 18:00:00-05:00,2026-01-14 10:47:00-05:00,LVL-4-2026-01-13-prior_5_low
4,2026-01-14,prev_rth_high,high,26042.75,LIQ_SWEEP,1,2026-01-13 18:00:00-05:00,2026-01-27 06:53:00-05:00,LVL-4-2026-01-14-prev_rth_high
4,2026-01-14,prev_rth_low,low,25803.25,LIQ_SWEEP,1,2026-01-13 18:00:00-05:00,2026-01-14 05:22:00-05:00,LVL-4-2026-01-14-prev_rth_low
4,2026-01-14,prev_day_high,high,26045.5,HIST_LEVEL,1,2026-01-13 18:00:00-05:00,2026-01-27 09:56:00-05:00,LVL-4-2026-01-14-prev_day_high
4,2026-01-14,prev_day_low,low,25803.25,HIST_LEVEL,1,2026-01-13 18:00:00-05:00,2026-01-14 05:22:00-05:00,LVL-4-2026-01-14-prev_day_low
4,2026-01-14,overnight_high,high,25925.75,LIQ_SWEEP,0,2026-01-13 18:00:00-05:00,2026-01-15 09:23:00-05:00,LVL-4-2026-01-14-overnight_high
4,2026-01-14,overnight_low,low,25701.25,LIQ_SWEEP,0,2026-01-13 18:00:00-05:00,2026-01-14 09:32:00-05:00,LVL-4-2026-01-14-overnight_low
4,2026-01-14,candle_0900_high,high,25763.0,LIQ_SWEEP,0,2026-01-13 18:00:00-05:00,2026-01-13 18:01:00-05:00,LVL-4-2026-01-14-candle_0900_high
4,2026-01-14,candle_0900_low,low,25753.5,LIQ_SWEEP,0,2026-01-13 18:00:00-05:00,2026-01-14 05:35:00-05:00,LVL-4-2026-01-14-candle_0900_low
4,2026-01-14,candle_0930_high,high,25748.25,LIQ_SWEEP,0,2026-01-13 18:00:00-05:00,2026-01-13 18:01:00-05:00,LVL-4-2026-01-14-candle_0930_high
4,2026-01-14,candle_0930_low,low,25713.5,LIQ_SWEEP,0,2026-01-13 18:00:00-05:00,2026-01-14 05:53:00-05:00,LVL-4-2026-01-14-candle_0930_low
4,2026-01-14,candle_1000_high,high,25587.5,LIQ_SWEEP,0,2026-01-13 18:00:00-05:00,2026-01-13 18:01:00-05:00,LVL-4-2026-01-14-candle_1000_high
4,2026-01-14,candle_1000_low,low,25530.5,LIQ_SWEEP,0,2026-01-13 18:00:00-05:00,2026-01-14 10:47:00-05:00,LVL-4-2026-01-14-candle_1000_low
4,2026-01-14,prior_3_high,high,26045.5,HIST_LEVEL,3,2026-01-13 18:00:00-05:00,2026-01-27 09:56:00-05:00,LVL-4-2026-01-14-prior_3_high
4,2026-01-14,prior_3_low,low,25615.5,HIST_LEVEL,3,2026-01-13 18:00:00-05:00,2026-01-14 09:46:00-05:00,LVL-4-2026-01-14-prior_3_low
4,2026-01-14,prior_5_high,high,26045.5,HIST_LEVEL,5,2026-01-13 18:00:00-05:00,2026-01-27 09:56:00-05:00,LVL-4-2026-01-14-prior_5_high
4,2026-01-14,prior_5_low,low,25569.0,HIST_LEVEL,5,2026-01-13 18:00:00-05:00,2026-01-14 10:01:00-05:00,LVL-4-2026-01-14-prior_5_low
4,2026-01-15,prev_rth_high,high,25790.25,LIQ_SWEEP,1,2026-01-14 18:00:00-05:00,2026-01-15 04:23:00-05:00,LVL-4-2026-01-15-prev_rth_high
4,2026-01-15,prev_rth_low,low,25420.75,LIQ_SWEEP,1,2026-01-14 18:00:00-05:00,2026-01-18 18:01:00-05:00,LVL-4-2026-01-15-prev_rth_low
4,2026-01-15,prev_day_high,high,25925.75,HIST_LEVEL,1,2026-01-14 18:00:00-05:00,2026-01-15 09:23:00-05:00,LVL-4-2026-01-15-prev_day_high
4,2026-01-15,prev_day_low,low,25420.75,HIST_LEVEL,1,2026-01-14 18:00:00-05:00,2026-01-18 18:01:00-05:00,LVL-4-2026-01-15-prev_day_low
4,2026-01-15,overnight_high,high,25951.0,LIQ_SWEEP,0,2026-01-14 18:00:00-05:00,2026-01-15 09:46:00-05:00,LVL-4-2026-01-15-overnight_high
4,2026-01-15,overnight_low,low,25562.5,LIQ_SWEEP,0,2026-01-14 18:00:00-05:00,2026-01-18 18:01:00-05:00,LVL-4-2026-01-15-overnight_low
4,2026-01-15,candle_0900_high,high,25897.25,LIQ_SWEEP,0,2026-01-14 18:00:00-05:00,2026-01-15 08:47:00-05:00,LVL-4-2026-01-15-candle_0900_high
4,2026-01-15,candle_0900_low,low,25892.0,LIQ_SWEEP,0,2026-01-14 18:00:00-05:00,2026-01-14 18:01:00-05:00,LVL-4-2026-01-15-candle_0900_low
4,2026-01-15,candle_0930_high,high,25946.25,LIQ_SWEEP,0,2026-01-14 18:00:00-05:00,2026-01-15 09:29:00-05:00,LVL-4-2026-01-15-candle_0930_high
4,2026-01-15,candle_0930_low,low,25893.75,LIQ_SWEEP,0,2026-01-14 18:00:00-05:00,2026-01-14 18:01:00-05:00,LVL-4-2026-01-15-candle_0930_low
4,2026-01-15,candle_1000_high,high,25884.75,LIQ_SWEEP,0,2026-01-14 18:00:00-05:00,2026-01-15 08:35:00-05:00,LVL-4-2026-01-15-candle_1000_high
4,2026-01-15,candle_1000_low,low,25855.5,LIQ_SWEEP,0,2026-01-14 18:00:00-05:00,2026-01-14 18:01:00-05:00,LVL-4-2026-01-15-candle_1000_low
4,2026-01-15,prior_3_high,high,26045.5,HIST_LEVEL,3,2026-01-14 18:00:00-05:00,2026-01-27 09:56:00-05:00,LVL-4-2026-01-15-prior_3_high
4,2026-01-15,prior_3_low,low,25420.75,HIST_LEVEL,3,2026-01-14 18:00:00-05:00,2026-01-18 18:01:00-05:00,LVL-4-2026-01-15-prior_3_low
4,2026-01-15,prior_5_high,high,26045.5,HIST_LEVEL,5,2026-01-14 18:00:00-05:00,2026-01-27 09:56:00-05:00,LVL-4-2026-01-15-prior_5_high
4,2026-01-15,prior_5_low,low,25420.75,HIST_LEVEL,5,2026-01-14 18:00:00-05:00,2026-01-18 18:01:00-05:00,LVL-4-2026-01-15-prior_5_low
4,2026-01-16,prev_rth_high,high,25952.75,LIQ_SWEEP,1,2026-01-15 18:00:00-05:00,2026-01-26 21:18:00-05:00,LVL-4-2026-01-16-prev_rth_high
4,2026-01-16,prev_rth_low,low,25676.5,LIQ_SWEEP,1,2026-01-15 18:00:00-05:00,2026-01-16 10:20:00-05:00,LVL-4-2026-01-16-prev_rth_low
4,2026-01-16,prev_day_high,high,25952.75,HIST_LEVEL,1,2026-01-15 18:00:00-05:00,2026-01-26 21:18:00-05:00,LVL-4-2026-01-16-prev_day_high
4,2026-01-16,prev_day_low,low,25562.5,HIST_LEVEL,1,2026-01-15 18:00:00-05:00,2026-01-18 18:01:00-05:00,LVL-4-2026-01-16-prev_day_low
4,2026-01-16,overnight_high,high,25878.0,LIQ_SWEEP,0,2026-01-15 18:00:00-05:00,2026-01-16 09:31:00-05:00,LVL-4-2026-01-16-overnight_high
4,2026-01-16,overnight_low,low,25704.25,LIQ_SWEEP,0,2026-01-15 18:00:00-05:00,2026-01-16 10:19:00-05:00,LVL-4-2026-01-16-overnight_low
4,2026-01-16,candle_0900_high,high,25833.75,LIQ_SWEEP,0,2026-01-15 18:00:00-05:00,2026-01-16 02:50:00-05:00,LVL-4-2026-01-16-candle_0900_high
4,2026-01-16,candle_0900_low,low,25825.5,LIQ_SWEEP,0,2026-01-15 18:00:00-05:00,2026-01-15 18:01:00-05:00,LVL-4-2026-01-16-candle_0900_low
4,2026-01-16,candle_0930_high,high,25885.0,LIQ_SWEEP,0,2026-01-15 18:00:00-05:00,2026-01-16 09:32:00-05:00,LVL-4-2026-01-16-candle_0930_high
4,2026-01-16,candle_0930_low,low,25840.75,LIQ_SWEEP,0,2026-01-15 18:00:00-05:00,2026-01-15 18:01:00-05:00,LVL-4-2026-01-16-candle_0930_low
4,2026-01-16,candle_1000_high,high,25736.25,LIQ_SWEEP,0,2026-01-15 18:00:00-05:00,2026-01-15 18:48:00-05:00,LVL-4-2026-01-16-candle_1000_high
4,2026-01-16,candle_1000_low,low,25717.5,LIQ_SWEEP,0,2026-01-15 18:00:00-05:00,2026-01-15 18:01:00-05:00,LVL-4-2026-01-16-candle_1000_low
4,2026-01-16,prior_3_high,high,26045.5,HIST_LEVEL,3,2026-01-15 18:00:00-05:00,2026-01-27 09:56:00-05:00,LVL-4-2026-01-16-prior_3_high
