ts_open_et,ts_close_et,vwap,vwap_+1.0,vwap_-1.0,vwap_+1.618,vwap_-1.618,vwap_+2.0,vwap_-2.0,vwap_+2.618,vwap_-2.618,vwap_+3.0,vwap_-3.0,vwap_+3.618,vwap_-3.618,segment_id
2026-07-06 05:04:00-04:00,2026-07-06 05:05:00-04:00,29861.423196826978,29940.906478741843,29781.939914912113,29990.027146965233,29732.819246688723,30020.38976065671,29702.456632997244,30069.510428880098,29653.335964773858,30099.873042571577,29622.97335108238,30148.993710794963,29573.852682858993,6
2026-07-06 05:05:00-04:00,2026-07-06 05:06:00-04:00,29861.422968571038,29940.900546874218,29781.945390267858,29990.017690265584,29732.828246876492,30020.378125177398,29702.467811964678,30069.495268568764,29653.350668573312,30099.855703480578,29622.990233661498,30148.972846871944,29573.87309027013,6
2026-07-06 05:06:00-04:00,2026-07-06 05:07:00-04:00,29861.42799900543,29940.87193456447,29781.98406344639,29989.96828673996,29732.8877112709,30020.31587012351,29702.54012788735,30069.412222299,29653.44377571186,30099.75980568255,29623.09619232831,30148.85615785804,29573.99984015282,6
2026-07-06 05:07:00-04:00,2026-07-06 05:08:00-04:00,29861.430025360172,29940.85198437953,29782.008066340815,29989.93475505349,29732.925295666853,30020.273943398886,29702.58610732146,30069.35671407285,29653.503336647496,30099.695902418243,29623.1641483021,30148.778673092205,29574.08137762814,6
2026-07-06 05:08:00-04:00,2026-07-06 05:09:00-04:00,29861.428067712215,29940.82274817464,29782.03338724979,29989.888660700417,29732.967474724013,30020.21742863706,29702.63870678737,30069.28334116284,29653.57279426159,30099.612109099486,29623.244026324945,30148.678021625263,29574.178113799167,6
2026-07-06 05:09:00-04:00,2026-07-06 05:10:00-04:00,29861.427028041904,29940.802771527426,29782.051284556383,29989.856981001478,29732.99707508233,30020.178515012944,29702.675541070865,30069.232724486996,29653.621331596813,30099.554258498465,29623.299797585343,30148.608467972517,29574.24558811129,6
2026-07-06 05:10:00-04:00,2026-07-06 05:11:00-04:00,29861.426010944608,29940.793451213805,29782.05857067541,29989.842529300167,29733.009492589048,30020.160891483,29702.691130406216,30069.20996956936,29653.642052319854,30099.528331752197,29623.32369013702,30148.57740983856,29574.274612050656,6
2026-07-06 05:11:00-04:00,2026-07-06 05:12:00-04:00,29861.41656098933,29940.743288558067,29782.089833420596,29989.767206195545,29733.065915783118,30020.0700161268,29702.763105851864,30069.093933764278,29653.739188214386,30099.396743695535,29623.436378283128,30148.420661333013,29574.41246064565,6
2026-07-06 05:12:00-04:00,2026-07-06 05:13:00-04:00,29861.409541641653,29940.711044465013,29782.108038818293,29989.71937320985,29733.099710073457,30020.012547288374,29702.806535994932,30069.02087603321,29653.798207250096,30099.31405011173,29623.505033171576,30148.322378856567,29574.49670442674,6
2026-07-06 05:13:00-04:00,2026-07-06 05:14:00-04:00,29861.402066747927,29940.679591842356,29782.1245416535,29989.673102350713,29733.13103114514,30019.957116936785,29702.84701655907,30068.950627445145,29653.85350605071,30099.234642031217,29623.569491464637,30148.228152539574,29574.57598095628,6
2026-07-06 05:14:00-04:00,2026-07-06 05:15:00-04:00,29861.398299747114,29940.66058241832,29782.136017075907,29989.644673109127,29733.1519263851,30019.922865089527,29702.8737344047,30068.906955780334,29653.889643713894,30099.185147760734,29623.611451733494,30148.16923845154,29574.627361042687,6
2026-07-06 05:15:00-04:00,2026-07-06 05:16:00-04:00,29861.395842054855,29940.638970535005,29782.152713574706,29989.61122393574,29733.18046017397,30019.882099015154,29702.909585094556,30068.85435241589,29653.93733169382,30099.125227495308,29623.666456614403,30148.097480896038,29574.694203213672,6
2026-07-06 05:16:00-04:00,2026-07-06 05:17:00-04:00,29861.39535167556,29940.62152527711,29782.16917807401,29989.583300562866,29733.207402788255,30019.84769887866,29702.94300447246,30068.809474164416,29653.981229186706,30099.07387248021,29623.71683087091,30148.035647765966,29574.755055585156,6
2026-07-06 05:17:00-04:00,2026-07-06 05:18:00-04:00,29861.396409115543,29940.60979873151,29782.183019499575,29989.563673514178,29733.22914471691,30019.823188347476,29702.96962988361,30068.777063130143,29654.015755100943,30099.036577963445,29623.75624026764,30147.99045274611,29574.802365484975,6
2026-07-06 05:18:00-04:00,2026-07-06 05:19:00-04:00,29861.39818976576,29940.592046514685,29782.204333016838,29989.533849985517,29733.262529546006,30019.785903263604,29703.01047626792,30068.72770673444,29654.068672797082,30098.979760012528,29623.816619518995,30147.92156348336,29574.874816048163,6
2026-07-06 05:19:00-04:00,2026-07-06 05:20:00-04:00,29861.396529565016,29940.566344541465,29782.226714588567,29989.493290196908,29733.299768933124,30019.73615951791,29703.056899612122,30068.663105173357,29654.129953956675,30098.90597449436,29623.887084635673,30147.832920149805,29574.960138980226,6
2026-07-06 05:20:00-04:00,2026-07-06 05:21:00-04:00,29861.39454803815,29940.554311617132,29782.23478445917,29989.47504550894,29733.314050567362,30019.71407519611,29703.075020880195,30068.63480908792,29654.154286988385,30098.87383877509,29623.915257301214,30147.7945726669,29574.994523409405,6
2026-07-06 05:21:00-04:00,2026-07-06 05:22:00-04:00,29861.390727261798,29940.531523260972,29782.249931262624,29989.440535188463,29733.340919335133,30019.672319260146,29703.10913526345,30068.581331187637,29654.20012333596,30098.813115259323,29623.968339264273,30147.72212718681,29575.059327336785,6
2026-07-06 05:22:00-04:00,2026-07-06 05:23:00-04:00,29861.3879903751,29940.512382349643,29782.263598400557,29989.411256589912,29733.36472416029,30019.636774324186,29703.139206426014,30068.535648564455,29654.240332185746,30098.76116629873,29624.01481445147,30147.660040538998,29575.115940211203,6
2026-07-06 05:23:00-04:00,2026-07-06 05:24:00-04:00,29861.38761373624,29940.507134817166,29782.26809265531,29989.40299884518,29733.372228627297,30019.626655898097,29703.14857157438,30068.52251992611,29654.252707546366,30098.746176979024,29624.029050493453,30147.64204100704,29575.13318646544,6
2026-07-06 05:24:00-04:00,2026-07-06 05:25:00-04:00,29861.38728256094,29940.500430161374,29782.274134960506,29989.39235537844,29733.38220974344,30019.613577761807,29703.160987360072,30068.50550297888,29654.269062143,30098.72672536224,29624.047839759638,30147.618650579312,29575.155914542567,6
2026-07-06 05:25:00-04:00,2026-07-06 05:26:00-04:00,29861.38690532615,29940.48467988612,29782.28913076618,29989.367104564186,29733.406706088117,30019.582454446096,29703.191356206207,30068.464879124156,29654.308931528147,30098.680229006066,29624.093581646237,30147.562653684126,29575.211156968177,6
2026-07-06 05:26:00-04:00,2026-07-06 05:27:00-04:00,29861.387245756425,29940.447932158433,29782.326559354417,29989.307436354873,29733.467055157977,30019.508618560438,29703.265872952412,30068.368122756878,29654.406368755972,30098.569304962446,29624.205186550404,30147.428809158886,29575.345682353964,6
2026-07-06 05:27:00-04:00,2026-07-06 05:28:00-04:00,29861.387252999044,29940.43820752135,29782.336298476737,29989.291697416134,29733.482808581954,30019.489162043657,29703.28534395443,30068.34265193844,29654.431854059647,30098.540116565964,29624.234389432124,30147.393606460748,29575.38089953734,6
2026-07-06 05:28:00-04:00,2026-07-06 05:29:00-04:00,29861.387227013263,29940.430697939086,29782.34375608744,29989.279562971245,29733.49489105528,30019.47416886491,29703.30028516162,30068.323033897068,29654.45142012946,30098.51763979073,29624.256814235796,30147.36650482289,29575.407949203636,6
2026-07-06 05:29:00-04:00,2026-07-06 05:30:00-04:00,29861.387163737432,29940.422405260284,29782.35192221458,29989.266184521406,29733.50814295346,30019.457646783136,29703.31668069173,30068.301426044258,29654.472901430607,30098.492888305987,29624.281439168877,30147.33666756711,29575.437659907755,6
2026-07-06 05:30:00-04:00,2026-07-06 05:31:00-04:00,29861.38731403773,29940.411338123227,29782.36328995223,29989.248185008066,29733.526443067392,30019.43536220873,29703.33926586673,30068.272209093568,29654.50241898189,30098.459386294227,29624.31524178123,30147.296233179066,29575.478394896392,6
2026-07-06 05:31:00-04:00,2026-07-06 05:32:00-04:00,29861.377483558488,29940.368600806625,29782.38636631035,29989.18511126597,29733.569855851005,30019.359718054762,29703.395249062214,30068.17622851411,29654.578738602868,30098.350835302896,29624.40413181408,30147.167345762246,29575.58762135473,6
2026-07-06 05:32:00-04:00,2026-07-06 05:33:00-04:00,29861.37122980435,29940.34807094091,29782.39438866779,29989.155758763303,29733.586700845397,30019.324912077467,29703.417547531233,30068.13259989986,29654.60985970884,30098.301753214026,29624.440706394675,30147.10944103642,29575.63301857228,6
2026-07-06 05:33:00-04:00,2026-07-06 05:34:00-04:00,29861.362635822934,29940.32260195999,29782.40266968588,29989.11986103269,29733.605410613178,30019.282568097045,29703.442703548822,30068.07982716975,29654.64544447612,30098.242534234105,29624.482737411763,30147.039793306805,29575.685478339063,6
2026-07-06 05:34:00-04:00,2026-07-06 05:35:00-04:00,29861.35636590248,29940.301689640077,29782.411042164884,29989.08989970991,29733.62283209505,30019.24701337767,29703.46571842729,30068.035223447503,29654.677508357458,30098.192337115266,29624.520394689695,30146.9805471851,29575.73218461986,6
2026-07-06 05:35:00-04:00,2026-07-06 05:36:00-04:00,29861.35308068798,29940.27467512635,29782.431486249607,29989.04822048927,29733.65794088669,30019.196269564727,29703.50989181123,30067.96981492764,29654.736346448317,30098.1178640031,29624.58829737286,30146.891409366013,29575.814752009945,6
2026-07-06 05:36:00-04:00,2026-07-06 05:37:00-04:00,29861.353264133206,29940.256619225696,29782.449909040715,29989.01889267286,29733.687635593553,30019.15997431819,29703.54655394822,30067.92224776535,29654.784280501062,30098.06332941068,29624.64319885573,30146.82560285784,29575.88092540857,6
2026-07-06 05:37:00-04:00,2026-07-06 05:38:00-04:00,29861.3535148269,29940.24757045485,29782.45945919895,29989.00409683292,29733.70293282088,30019.141626082797,29703.565403571003,30067.898152460868,29654.808877192932,30098.035681710746,29624.671347943055,30146.792208088817,29575.914821564984,6
2026-07-06 05:38:00-04:00,2026-07-06 05:39:00-04:00,29861.353564660738,29940.23906620559,29782.468063115884,29988.99030616031,29733.716823161165,30019.12456775044,29703.582561571035,30067.87580770516,29654.831321616315,30098.010069295295,29624.69706002618,30146.761309250014,29575.94582007146,6
2026-07-06 05:39:00-04:00,2026-07-06 05:40:00-04:00,29861.35248895004,29940.223139778267,29782.481838121814,29988.96520199011,29733.73977590997,30019.093790606494,29703.611187293587,30067.835852818338,29654.869125081743,30097.96444143472,29624.74053646536,30146.706503646565,29575.998474253516,6
2026-07-06 05:40:00-04:00,2026-07-06 05:41:00-04:00,29861.35227665335,29940.21586869107,29782.48868461563,29988.953568570378,29733.75098473632,30019.079460728786,29703.625092577913,30067.817160608098,29654.8873926986,30097.943052766506,29624.761500540193,30146.680752645814,29576.023800660885,6
2026-07-06 05:41:00-04:00,2026-07-06 05:42:00-04:00,29861.35143995906,29940.198699611083,29782.504180307038,29988.92630607603,29733.77657384209,30019.045959263105,29703.656920655016,30067.773565728054,29654.929314190067,30097.893218915124,29624.809661002997,30146.620825380076,29576.082054538045,6
2026-07-06 05:42:00-04:00,2026-07-06 05:43:00-04:00,29861.35134367339,29940.1922920354,29782.510395311376,29988.915998123124,29733.786689223653,30019.03324039741,29703.669446949367,30067.756946485133,29654.945740861644,30097.874188759422,29624.828498587354,30146.597894847146,29576.10479249963,6
2026-07-06 05:43:00-04:00,2026-07-06 05:44:00-04:00,29861.350762311853,29940.18318368414,29782.518340939565,29988.901620092216,29733.79990453149,30019.01560505643,29703.685919567277,30067.734041464504,29654.967483159202,30097.84802642872,29624.853498194985,30146.566462836796,29576.13506178691,6
2026-07-06 05:44:00-04:00,2026-07-06 05:45:00-04:00,29861.347567058823,29940.16607110539,29782.529063012258,29988.875906606165,29733.81922751148,30018.98457515195,29703.710558965697,30067.694410652726,29655.00072346492,30097.803079198515,29624.89205491913,30146.51291469929,29576.182219418355,6
2026-07-06 05:45:00-04:00,2026-07-06 05:46:00-04:00,29861.34167913244,29940.145550269383,29782.5378079955,29988.846342632016,29733.837015632867,30018.949421406327,29703.733936858556,30067.650213768957,29655.033144495927,30097.753292543268,29624.930065721615,30146.454084905898,29576.229273358986,6
2026-07-06 05:46:00-04:00,2026-07-06 05:47:00-04:00,29861.32988967765,29940.111511857158,29782.548267498143,29988.798554364093,29733.861224991208,30018.893134036665,29703.766645318636,30067.5801765436,29655.0796028117,30097.674756216173,29624.98502313913,30146.36179872311,29576.297980632193,6
2026-07-06 05:47:00-04:00,2026-07-06 05:48:00-04:00,29861.323557794738,29940.093780773725,29782.55333481575,29988.773778574738,29733.87333701474,30018.86400375271,29703.783111836765,30067.544001553724,29655.10311403575,30097.634226731694,29625.012888857782,30146.314224532707,29576.33289105677,6
2026-07-06 05:48:00-04:00,2026-07-06 05:49:00-04:00,29861.289886400977,29940.01916770616,29782.560605095794,29988.673863552765,29733.905909249188,30018.748449011346,29703.831323790608,30067.403144857948,29655.176627944005,30097.47773031653,29625.102042485425,30146.132426163134,29576.44734663882,6
2026-07-06 05:49:00-04:00,2026-07-06 05:50:00-04:00,29861.273959652826,29939.983936814064,29782.56398249159,29988.62670269971,29733.921216605944,30018.6939139753,29703.85400533035,30067.336679860946,29655.211239444707,30097.40389113654,29625.144028169114,30146.046657022183,29576.50126228347,6
2026-07-06 05:50:00-04:00,2026-07-06 05:51:00-04:00,29861.257342026893,29939.934620438424,29782.58006361536,29988.55717849675,29733.957505557035,30018.611898849955,29703.90278520383,30067.23445690828,29655.280227145504,30097.289177261486,29625.2255067923,30145.911735319813,29576.602948733973,6
2026-07-06 05:51:00-04:00,2026-07-06 05:52:00-04:00,29861.259953181678,29939.864335705857,29782.655570657498,29988.441844105797,29734.07806225756,30018.468718230033,29704.051188133322,30067.046226629976,29655.47367973338,30097.073100754213,29625.446805609143,30145.650609154152,29576.869297209203,6
2026-07-06 05:52:00-04:00,2026-07-06 05:53:00-04:00,29861.27060237548,29939.833396467,29782.70780828396,29988.385203215556,29734.156001535404,30018.396190558513,29704.145014192447,30066.94799730707,29655.59320744389,30096.95898465003,29625.58222010093,30145.51079139859,29577.03041335237,6
2026-07-06 05:53:00-04:00,2026-07-06 05:54:00-04:00,29861.293552828076,29939.800668486958,29782.786437169194,29988.318065964144,29734.269039692008,30018.307784145836,29704.279321510316,30066.825181623026,29655.761924033126,30096.814899804718,29625.772205851434,30145.332297281908,29577.254808374244,6
2026-07-06 05:54:00-04:00,2026-07-06 05:55:00-04:00,29861.31671312958,29939.785307506947,29782.848118752216,29988.278898832155,29734.354527427007,30018.25390188431,29704.379524374854,30066.74749320952,29655.88593304964,30096.722496261675,29625.910929997488,30145.216087586883,29577.41733867228,6
2026-07-06 05:55:00-04:00,2026-07-06 05:56:00-04:00,29861.331719077567,29939.776522196626,29782.88691595851,29988.2554105242,29734.408027630932,30018.221325315684,29704.44211283945,30066.70021364326,29655.963224511874,30096.666128434743,29625.99730972039,30145.14501676232,29577.518421392815,6
2026-07-06 05:56:00-04:00,2026-07-06 05:57:00-04:00,29861.35353133378,29939.76546846941,29782.941594198153,29988.224045619227,29734.483017048336,30018.177405605038,29704.529657062525,30066.635982754855,29656.07107991271,30096.589342740666,29626.117719926897,30145.047919890483,29577.65914277708,6
2026-07-06 05:57:00-04:00,2026-07-06 05:58:00-04:00,29861.36135328855,29939.755886951032,29782.966819626068,29988.20370875445,29734.51899782265,30018.150420613518,29704.572285963583,30066.598242416934,29656.124464160166,30096.544954276,29626.1777523011,30144.992776079416,29577.729930497684,6
2026-07-06 05:58:00-04:00,2026-07-06 05:59:00-04:00,29861.368332899296,29939.747583149252,29782.98908264934,29988.185959803726,29734.550705994865,30018.12683339921,29704.609832399383,30066.565210053683,29656.17145574491,30096.506083649165,29626.230582149426,30144.944460303635,29577.792205494956,6
2026-07-06 05:59:00-04:00,2026-07-06 06:00:00-04:00,29861.371947345095,29939.7424453034,29783.00144938679,29988.17541304163,29734.56848164856,30018.1129432617,29704.630951428488,30066.545910999936,29656.197983690254,30096.483441220007,29626.260453470182,30144.916408958237,29577.827485731952,6
2026-07-06 06:00:00-04:00,2026-07-06 06:01:00-04:00,29861.3978359581,29939.71718772993,29783.078484186273,29988.11854712492,29734.677124791284,30018.036539501758,29704.759132414445,30066.43789889675,29656.357773019452,30096.355891273586,29626.439780642617,30144.75725066858,29578.038421247624,6
2026-07-06 06:01:00-04:00,2026-07-06 06:02:00-04:00,29861.418211880602,29939.698648269212,29783.137775491992,29988.075957957375,29734.76046580383,30017.979084657825,29704.85733910338,30066.356394345985,29656.48002941522,30096.259521046435,29626.57690271477,30144.6368307346,29578.199593026606,6
2026-07-06 06:02:00-04:00,2026-07-06 06:03:00-04:00,29861.428404571336,29939.657841209486,29783.198967933185,29988.003633051863,29734.853176090808,30017.887277847636,29704.969531295035,30066.233069690014,29656.623739452658,30096.116714485786,29626.740094656885,30144.462506328164,29578.394302814508,6
2026-07-06 06:03:00-04:00,2026-07-06 06:04:00-04:00,29861.430409451492,29939.644697964934,29783.21612093805,29987.98112826624,29734.879690636742,30017.858986478375,29705.00183242461,30066.19541677968,29656.665402123304,30096.073274991813,29626.78754391117,30144.40970529312,29578.451113609863,6
2026-07-06 06:04:00-04:00,2026-07-06 06:05:00-04:00,29861.433951160066,29939.630312351386,29783.237589968747,29987.955663567624,29734.91223875251,30017.82667354271,29705.041228777423,30066.152024758943,29656.71587756119,30096.02303473403,29626.844867586104,30144.348385950267,29578.519516369866,6
2026-07-06 06:05:00-04:00,2026-07-06 06:06:00-04:00,29861.435571676644,29939.620775341537,29783.25036801175,29987.93923120644,29734.931912146847,30017.80597900643,29705.06516434686,30066.12443487133,29656.74670848196,30095.99118267132,29626.879960681967,30144.309638536222,29578.561504817066,6
2026-07-06 06:06:00-04:00,2026-07-06 06:07:00-04:00,29861.437456849257,29939.594854032108,29783.280059666406,29987.89612549111,29734.978788207405,30017.75225121496,29705.122662483554,30066.05352267396,29656.821391024554,30095.90964839781,29626.965265300703,30144.21091985681,29578.663993841703,6
2026-07-06 06:07:00-04:00,2026-07-06 06:08:00-04:00,29861.437188209668,29939.583387726725,29783.29098869261,29987.877739028263,29734.996637391072,30017.72958724378,29705.144789175556,30066.02393854532,29656.850437874014,30095.875786760836,29626.9985896585,30144.170138062378,29578.704238356957,6
2026-07-06 06:08:00-04:00,2026-07-06 06:09:00-04:00,29861.435325842558,29939.56605468906,29783.304596996055,29987.8508451162,29735.019806568915,30017.696783535564,29705.17386814955,30065.981573962705,29656.88907772241,30095.827512382068,29627.04313930305,30144.112302809208,29578.75834887591,6
2026-07-06 06:09:00-04:00,2026-07-06 06:10:00-04:00,29861.433395657325,29939.534211956696,29783.332579357953,29987.800516429706,29735.066274884943,30017.635028256067,29705.231763058582,30065.901332729078,29656.96545858557,30095.73584455544,29627.13094675921,30144.00214902845,29578.8646422862,6
2026-07-06 06:10:00-04:00,2026-07-06 06:11:00-04:00,29861.43377464096,29939.503962573224,29783.363586708692,29987.751338715363,29735.116210566553,30017.574150505487,29705.29339877643,30065.82152664763,29657.046022634288,30095.644338437753,29627.223210844164,30143.89171457989,29578.975834702025,6
2026-07-06 06:11:00-04:00,2026-07-06 06:12:00-04:00,29861.435316523406,29939.491866340137,29783.378766706675,29987.730814126877,29735.139818919935,30017.548416156867,29705.322216889945,30065.787363943607,29657.083269103205,30095.604965973598,29627.265667073214,30143.843913760335,29579.026719286478,6
2026-07-06 06:12:00-04:00,2026-07-06 06:13:00-04:00,29861.438737600944,29939.478185109074,29783.399290092813,29987.7065636691,29735.170911532787,30017.517632617208,29705.35984258468,30065.74601117723,29657.131464024656,30095.557080125338,29627.32039507655,30143.785458685365,29579.092016516523,6
2026-07-06 06:13:00-04:00,2026-07-06 06:14:00-04:00,29861.441426662364,29939.47061804078,29783.412235283948,29987.69265831264,29735.19019501209,30017.499809419198,29705.38304390553,30065.721849691057,29657.16100363367,30095.529000797615,29627.353852527114,30143.751041069474,29579.131812255255,6
2026-07-06 06:14:00-04:00,2026-07-06 06:15:00-04:00,29861.44617241411,29939.462857725426,29783.429487102796,29987.67716924782,29735.2151755804,30017.479543036745,29705.412801791477,30065.693854559137,29657.198490269086,30095.49622834806,29627.396116480162,30143.710539870455,29579.181804957767,6
2026-07-06 06:15:00-04:00,2026-07-06 06:16:00-04:00,29861.452298072585,29939.45154235233,29783.45305379284,29987.655075317216,29735.249520827954,30017.45078663208,29705.453809513092,30065.65431959696,29657.25027654821,30095.450030911823,29627.454565233347,30143.653563876705,29579.251032268465,6
2026-07-06 06:16:00-04:00,2026-07-06 06:17:00-04:00,29861.458593733223,29939.438226628372,29783.478960838074,29987.629639757575,29735.28754770887,30017.417859523524,29705.49932794292,30065.609272652728,29657.30791481372,30095.397492418673,29627.519695047773,30143.588905547876,29579.32828191857,6
2026-07-06 06:17:00-04:00,2026-07-06 06:18:00-04:00,29861.46454507538,29939.42858239203,29783.500507758734,29987.61035745372,29735.318732697044,30017.39261970868,29705.536470442083,30065.574394770367,29657.354695380396,30095.356657025328,29627.572433125435,30143.538432087014,29579.39065806375,6
2026-07-06 06:18:00-04:00,2026-07-06 06:19:00-04:00,29861.472245213266,29939.420688692877,29783.523801733656,29987.592826763273,29735.35166366326,30017.369132172484,29705.57535825405,30065.54127024288,29657.403220183653,30095.317575652094,29627.62691477444,30143.48971372249,29579.454776704042,6
2026-07-06 06:19:00-04:00,2026-07-06 06:20:00-04:00,29861.48082473848,29939.413139446377,29783.54851003058,29987.575309935855,29735.386339541103,30017.345454154274,29705.616195322684,30065.507624643753,29657.454024833205,30095.27776886217,29627.683880614786,30143.43993935165,29579.521710125307,6
2026-07-06 06:20:00-04:00,2026-07-06 06:21:00-04:00,29861.487116812466,29939.406551115328,29783.567682509605,29987.560761514495,29735.41347211044,30017.32598541819,29705.648248206744,30065.480195817356,29657.494037807577,30095.24541972105,29627.728813903883,30143.399630120217,29579.574603504716,6
2026-07-06 06:21:00-04:00,2026-07-06 06:22:00-04:00,29861.493953032666,29939.397633846016,29783.590272219317,29987.542108588666,29735.445797476666,30017.301314659366,29705.686591405967,30065.445789402016,29657.542116663317,30095.204995472715,29627.782910592618,30143.349470215362,29579.63843584997,6
2026-07-06 06:22:00-04:00,2026-07-06 06:23:00-04:00,29861.495258585062,29939.395112358983,29783.59540481114,29987.537221991268,29735.453295178857,30017.294966132908,29705.695551037217,30065.437075765192,29657.553441404933,30095.19481990683,29627.795697263296,30143.336929539113,29579.65358763101,6
2026-07-06 06:23:00-04:00,2026-07-06 06:24:00-04:00,29861.49814287682,29939.389654837476,29783.60663091616,29987.52660922916,29735.469676524477,30017.281166798133,29705.715118955504,30065.418121189818,29657.57816456382,30095.17267875879,29627.823606994847,30143.309633150475,29579.686652603163,6
2026-07-06 06:24:00-04:00,2026-07-06 06:25:00-04:00,29861.50191827594,29939.37683995597,29783.626996595907,29987.50354155423,29735.500294997648,30017.251761636002,29705.752074915876,30065.37846323426,29657.625373317616,30095.126683316033,29627.877153235844,30143.253384914293,29579.750451637585,6
2026-07-06 06:25:00-04:00,2026-07-06 06:26:00-04:00,29861.50586059922,29939.357011057997,29783.654710140443,29987.46902204152,29735.54269915692,30017.208161516774,29705.803559681666,30065.3201725003,29657.69154869814,30095.05931197555,29627.95240922289,30143.171322959075,29579.840398239365,6
2026-07-06 06:26:00-04:00,2026-07-06 06:27:00-04:00,29861.509939657804,29939.332328799817,29783.68755051579,29987.42656528958,29735.593314026028,30017.15471794183,29705.86516137378,30065.248954431594,29657.770924884015,30094.977107083843,29628.042772231765,30143.07134357361,29579.948535741998,6
2026-07-06 06:27:00-04:00,2026-07-06 06:28:00-04:00,29861.510569876806,29939.324769327326,29783.696370426285,29987.413944587748,29735.607195165863,30017.13896877785,29705.88217097576,30065.228144038272,29657.79299571534,30094.95316822837,29628.06797152524,30143.042343488793,29579.97879626482,6
2026-07-06 06:28:00-04:00,2026-07-06 06:29:00-04:00,29861.51109843765,29939.314966942085,29783.707229933218,29987.397757677823,29735.62443919748,30017.11883544652,29705.903361428784,30065.201626182257,29657.820570693046,30094.92270395095,29628.099492924353,30143.00549468669,29580.01670218861,6
2026-07-06 06:29:00-04:00,2026-07-06 06:30:00-04:00,29861.511395176287,29939.30920919601,29783.713581156564,29987.388258260195,29735.63453209238,30017.10702321573,29705.915767136845,30065.186072279917,29657.836718072656,30094.904837235452,29628.117953117122,30142.98388629964,29580.038904052934,6
2026-07-06 06:30:00-04:00,2026-07-06 06:31:00-04:00,29861.511471942722,29939.2900519889,29783.732891896543,29987.35721445744,29735.665729428005,30017.06863203508,29705.954311850364,30065.135794503618,29657.887149381826,30094.84721208126,29628.175731804185,30142.9143745498,29580.108569335644,6
2026-07-06 06:31:00-04:00,2026-07-06 06:32:00-04:00,29861.51117241758,29939.26697599915,29783.75536883601,29987.32006261256,29735.7022822226,30017.022779580722,29705.99956525444,30065.075866194133,29657.946478641028,30094.778583162293,29628.243761672868,30142.831669775704,29580.190675059457,6
2026-07-06 06:32:00-04:00,2026-07-06 06:33:00-04:00,29861.509921814275,29939.24156243719,29783.77828119136,29987.27971634215,29735.7401272864,30016.973203060104,29706.046640568446,30065.011356965064,29658.008486663486,30094.70484368302,29628.31499994553,30142.74299758798,29580.27684604057,6
2026-07-06 06:33:00-04:00,2026-07-06 06:34:00-04:00,29861.512443552663,29939.23034162348,29783.794545481847,29987.260002631243,29735.764884474083,30016.948239694295,29706.07664741103,30064.97790070206,29658.046986403268,30094.66613776511,29628.358749340216,30142.69579877288,29580.329088332448,6
2026-07-06 06:34:00-04:00,2026-07-06 06:35:00-04:00,29861.52074710911,29939.218518351834,29783.822975866384,29987.23574097984,29735.80575323838,30016.91628959456,29706.12520462366,30064.933512222564,29658.107981995654,30094.614060837284,29628.427433380934,30142.63128346529,29580.41021075293,6
2026-07-06 06:35:00-04:00,2026-07-06 06:36:00-04:00,29861.524078962193,29939.2100151776,29783.838142746787,29987.21992375872,29735.828234165667,30016.895951393006,29706.15220653138,30064.905859974126,29658.14229795026,30094.581887608412,29628.466270315974,30142.591796189532,29580.456361734854,6
2026-07-06 06:36:00-04:00,2026-07-06 06:37:00-04:00,29861.527757740114,29939.203736495456,29783.851778984772,29987.207491366255,29735.848024113973,30016.879715250794,29706.175800229434,30064.883470121593,29658.172045358635,30094.555694006136,29628.49982147409,30142.559448876935,29580.496066603293,6
2026-07-06 06:37:00-04:00,2026-07-06 06:38:00-04:00,29861.54141268972,29939.19293874501,29783.889886634428,29987.18158184718,29735.90124353226,30016.8444648003,29706.23836057914,30064.83310790247,29658.24971747697,30094.49599085559,29628.58683452385,30142.48463395776,29580.59819142168,6
2026-07-06 06:38:00-04:00,2026-07-06 06:39:00-04:00,29861.545301457263,29939.189519583262,29783.901083331264,29987.173646385127,29735.9169565294,30016.833737709258,29706.25686520527,30064.817864511126,29658.2727384034,30094.477955835257,29628.61264707927,30142.46208263712,29580.628520277405,6
2026-07-06 06:39:00-04:00,2026-07-06 06:40:00-04:00,29861.54991502338,29939.18550409348,29783.914325953283,29987.164298138796,29735.935531907966,30016.821093163573,29706.27873688319,30064.799887208894,29658.299942837868,30094.45668223367,29628.64314781309,30142.43547627899,29580.66435376777,6
2026-07-06 06:40:00-04:00,2026-07-06 06:41:00-04:00,29861.554447169816,29939.179530812075,29783.929363527557,29987.151832502994,29735.957061836638,30016.804614454337,29706.304279885295,30064.776916145252,29658.33197819438,30094.429698096596,29628.679196243036,30142.401999787515,29580.706894552117,6
2026-07-06 06:41:00-04:00,2026-07-06 06:42:00-04:00,29861.56036339881,29939.173396477483,29783.947330320138,29987.138250920103,29735.982475877518,30016.786429556156,29706.334297241465,30064.751283998776,29658.369442798845,30094.399462634832,29628.72126416279,30142.364317077452,29580.75640972017,6
2026-07-06 06:42:00-04:00,2026-07-06 06:43:00-04:00,29861.565285091317,29939.157030041784,29783.97354014085,29987.108728421175,29736.02184176146,30016.748774992255,29706.38179519038,30064.700473371642,29658.430096810993,30094.34051994272,29628.790050239913,30142.292218322113,29580.838351860522,6
