context_conditions,n_context_conditions,occurrence_id,setup_def_version,tf,session_globex_day,segment_id,direction,origin_family,origin_object_id,origin_extreme,trigger_object_id,trigger_index,C_index,trigger_ts_et,availability_et,entry,structural_stop,structural_target,target_kind,risk_points,risk_atr,target_R,expiry_E_bars,resolve_H_1m,exact_graph,reduced_graph,broad_family,structural_score,sc_context_coherence,sc_trigger_clarity,sc_displacement_quality,sc_freshness,sc_invalidation_clarity,sc_target_room,sc_contradiction,primitive_ids,outcome,entry_fill_et,resolution_et,realized_R,favorable,mfe_R,mae_R,time_to_target_min,time_to_invalidation_min,target_still_valid,feat_direction,feat_session,feat_origin_family,feat_time_anchor,feat_displacement_atr,feat_path_efficiency,feat_fvg_tf,feat_fvg_width_atr,feat_vwap_side,feat_nearest_vwap_band,feat_nearest_band_dist_atr,feat_level_family,feat_target_distance_R,feat_opposing_distance_atr,feat_volatility_bucket,feat_risk_atr,prior_global_p,prior_global_R,exact_n,exact_wins,exact_losses,exact_fav_rate,exact_mean_R,reduced_n,reduced_fav_rate,reduced_mean_R,broad_n,broad_fav_rate,broad_mean_R,global_n,w_exact,w_reduced,w_broad,shrunk_favorable_probability,shrunk_expected_R,evidence_count,effective_sample_size,uncertainty_halfwidth,final_predicted_class
origin=LIQ_SWEEP | anchor=asia_open,2,OC-5m-20260615T1800-S-LIQ,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,LIQ_SWEEP,LVL-6-2026-06-16-candle_0900_high,30835.0,FVG-5m-bear-20260615T1815,32055,32058,2026-06-15 18:00:00-04:00,2026-06-15 18:20:00-04:00,30804.5,30830.0,30800.5,level,25.5,1.232,0.157,20,120,LIQ_SWEEP(candle_0900_high)|short|5m->DISP->FVG_bear->FILL,ORIGIN_LIQ_SWEEP|short|5m->DISPLACEMENT->FVG_RETEST,LIQ_SWEEP|short,62.615,1.0,0.625,0.7555,1.0,0.7602,0.0523,0.8067,ORIGIN:LVL-6-2026-06-16-candle_0900_high ; TRIGGER_FVG:FVG-5m-bear-20260615T1815,WIN,2026-06-15 18:50:00-04:00,2026-06-15 18:50:00-04:00,0.1568627450980392,True,1.147,0.127,0.0,,True,short,2026-06-16,LIQ_SWEEP,asia_open,2.79,0.511,5m,1.232,,,,LIQ_SWEEP,0.157,0.193,normal,1.232,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260615T2045-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260615T1925,30811.25,FVG-5m-bear-20260615T2050,32088,32089,2026-06-15 20:45:00-04:00,2026-06-15 20:55:00-04:00,30790.5,30805.75,30765.25,level,15.25,0.557,1.656,20,120,FVG_FAILURE(20260615T1925)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,76.961,1.0,0.8896,0.6389,1.0,0.9753,0.5519,0.0776,ORIGIN:FVG-5m-bull-20260615T1925 ; TRIGGER_FVG:FVG-5m-bear-20260615T2050,WIN,2026-06-15 20:56:00-04:00,2026-06-15 21:07:00-04:00,1.6557377049180328,True,1.787,0.443,11.0,,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.279,0.426,5m,0.557,,,,,1.656,0.922,normal,0.557,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260615T2250-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260615T2235,30793.25,FVG-5m-bear-20260615T2255,32113,32114,2026-06-15 22:50:00-04:00,2026-06-15 23:00:00-04:00,30790.75,30792.5,30765.25,level,1.75,0.11,14.571,20,120,FVG_FAILURE(20260615T2235)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,70.271,1.0,0.5693,0.4956,1.0,0.4341,1.0,0.0,ORIGIN:FVG-5m-bull-20260615T2235 ; TRIGGER_FVG:FVG-5m-bear-20260615T2255,LOSS,2026-06-15 23:05:00-04:00,2026-06-15 23:06:00-04:00,-1.0,False,2.143,4.571,,1.0,True,short,2026-06-16,FVG_FAILURE,off_anchor,0.973,0.343,5m,0.11,,,,,14.571,1.601,low,0.11,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-15m-20260615T2315-L-FVG,cg-recognizer-v1.0.0,15m,2026-06-16,6,long,FVG_FAILURE,FVG-15m-bear-20260615T2100,30805.75,FVG-15m-bull-20260615T2330,10706,10707,2026-06-15 23:15:00-04:00,2026-06-15 23:45:00-04:00,30813.25,30798.75,30819.0,level,14.5,0.416,0.397,20,120,FVG_FAILURE(20260615T2100)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,70.928,1.0,0.9871,0.7815,1.0,0.8777,0.1322,0.8351,ORIGIN:FVG-15m-bear-20260615T2100 ; TRIGGER_FVG:FVG-15m-bull-20260615T2330,WIN,2026-06-16 00:19:00-04:00,2026-06-16 00:20:00-04:00,0.39655172413793105,True,0.397,0.293,1.0,,True,long,2026-06-16,FVG_FAILURE,off_anchor,1.763,0.563,15m,0.416,,,,,0.397,0.165,normal,0.416,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260615T2315-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,long,FVG_FAILURE,FVG-5m-bear-20260615T2255,30792.5,FVG-5m-bull-20260615T2320,32118,32119,2026-06-15 23:15:00-04:00,2026-06-15 23:25:00-04:00,30795.75,30794.25,30799.0,level,1.5,0.11,2.167,20,120,FVG_FAILURE(20260615T2255)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,66.342,1.0,0.57,0.6568,1.0,0.4348,0.7222,0.7615,ORIGIN:FVG-5m-bear-20260615T2255 ; TRIGGER_FVG:FVG-5m-bull-20260615T2320,AMBIGUOUS,2026-06-16 00:51:00-04:00,2026-06-16 00:51:00-04:00,,False,4.667,1.0,,,True,long,2026-06-16,FVG_FAILURE,off_anchor,1.394,0.384,5m,0.11,,,,,2.167,0.239,low,0.11,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260615T2320-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,long,FVG_FAILURE,FVG-5m-bear-20260615T2050,30805.75,FVG-5m-bull-20260615T2325,32119,32120,2026-06-15 23:20:00-04:00,2026-06-15 23:30:00-04:00,30810.0,30801.0,30819.0,level,9.0,0.661,1.0,20,120,FVG_FAILURE(20260615T2050)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,75.917,1.0,0.8324,0.818,1.0,0.9675,0.3333,0.3386,ORIGIN:FVG-5m-bear-20260615T2050 ; TRIGGER_FVG:FVG-5m-bull-20260615T2325,WIN,2026-06-16 00:19:00-04:00,2026-06-16 00:20:00-04:00,1.0,True,1.0,0.111,1.0,,True,long,2026-06-16,FVG_FAILURE,off_anchor,2.407,0.636,5m,0.661,,,,,1.0,0.661,low,0.661,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0100-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,long,FVG_FAILURE,FVG-5m-bear-20260616T0050,30815.5,FVG-5m-bull-20260616T0105,32139,32140,2026-06-16 01:00:00-04:00,2026-06-16 01:10:00-04:00,30820.25,30818.25,30830.0,level,2.0,0.136,4.875,20,120,FVG_FAILURE(20260616T0050)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,77.82,1.0,0.6402,0.7941,1.0,0.5051,1.0,0.3374,ORIGIN:FVG-5m-bear-20260616T0050 ; TRIGGER_FVG:FVG-5m-bull-20260616T0105,LOSS,2026-06-16 01:33:00-04:00,2026-06-16 01:33:00-04:00,-1.0,False,4.125,6.125,,0.0,True,long,2026-06-16,FVG_FAILURE,off_anchor,1.869,0.588,5m,0.136,,,,,4.875,0.663,normal,0.136,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-15m-20260616T0130-S-FVG,cg-recognizer-v1.0.0,15m,2026-06-16,6,short,FVG_FAILURE,FVG-15m-bull-20260616T0115,30830.0,FVG-15m-bear-20260616T0145,10715,10716,2026-06-16 01:30:00-04:00,2026-06-16 02:00:00-04:00,30826.0,30830.0,30812.0,level,4.0,0.147,3.5,20,120,FVG_FAILURE(20260616T0115)|short|15m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,70.326,1.0,0.6661,0.4982,1.0,0.5309,1.0,0.4859,ORIGIN:FVG-15m-bull-20260616T0115 ; TRIGGER_FVG:FVG-15m-bear-20260616T0145,LOSS,2026-06-16 02:04:00-04:00,2026-06-16 02:05:00-04:00,-1.0,False,1.125,2.188,,1.0,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.001,0.329,15m,0.147,,,,,3.5,0.514,low,0.147,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0130-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0105,30820.25,FVG-5m-bear-20260616T0135,32145,32146,2026-06-16 01:30:00-04:00,2026-06-16 01:40:00-04:00,30817.75,30830.0,30812.0,level,12.25,0.776,0.469,20,120,FVG_FAILURE(20260616T0105)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,66.708,1.0,0.7791,0.6684,1.0,0.9143,0.1565,0.6357,ORIGIN:FVG-5m-bull-20260616T0105 ; TRIGGER_FVG:FVG-5m-bear-20260616T0135,WIN,2026-06-16 01:45:00-04:00,2026-06-16 01:45:00-04:00,0.46938775510204084,True,0.694,0.265,0.0,,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.52,0.337,5m,0.776,,,,,0.469,0.364,normal,0.776,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0130-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0115,30832.5,FVG-5m-bear-20260616T0135,32145,32146,2026-06-16 01:30:00-04:00,2026-06-16 01:40:00-04:00,30817.75,30830.0,30812.0,level,12.25,0.776,0.469,20,120,FVG_FAILURE(20260616T0115)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,66.708,1.0,0.7791,0.6684,1.0,0.9143,0.1565,0.6357,ORIGIN:FVG-5m-bull-20260616T0115 ; TRIGGER_FVG:FVG-5m-bear-20260616T0135,WIN,2026-06-16 01:45:00-04:00,2026-06-16 01:45:00-04:00,0.46938775510204084,True,0.694,0.265,0.0,,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.52,0.337,5m,0.776,,,,,0.469,0.364,normal,0.776,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0355-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,long,FVG_FAILURE,FVG-5m-bear-20260616T0345,30832.5,FVG-5m-bull-20260616T0405,32174,32176,2026-06-16 03:55:00-04:00,2026-06-16 04:10:00-04:00,30855.0,30841.25,30975.5,level,13.75,0.67,8.764,20,120,FVG_FAILURE(20260616T0345)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,87.677,1.0,0.8283,0.8247,1.0,0.9634,1.0,0.0,ORIGIN:FVG-5m-bear-20260616T0345 ; TRIGGER_FVG:FVG-5m-bull-20260616T0405,EXPIRED,,,,False,,,,,True,long,2026-06-16,FVG_FAILURE,off_anchor,2.143,0.649,5m,0.67,,,,,8.764,5.868,normal,0.67,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-15m-20260616T0515-S-FVG,cg-recognizer-v1.0.0,15m,2026-06-16,6,short,FVG_FAILURE,FVG-15m-bull-20260616T0500,30914.25,FVG-15m-bear-20260616T0530,10730,10731,2026-06-16 05:15:00-04:00,2026-06-16 05:45:00-04:00,30908.75,30914.25,30812.0,level,5.5,0.153,17.591,20,120,FVG_FAILURE(20260616T0500)|short|15m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,76.367,1.0,0.6805,0.6282,1.0,0.5453,1.0,0.0,ORIGIN:FVG-15m-bull-20260616T0500 ; TRIGGER_FVG:FVG-15m-bear-20260616T0530,LOSS,2026-06-16 06:25:00-04:00,2026-06-16 06:26:00-04:00,-1.0,False,1.273,1.045,,1.0,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.22,0.443,15m,0.153,,,,,17.591,2.698,high,0.153,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0515-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0455,30919.75,FVG-5m-bear-20260616T0520,32190,32191,2026-06-16 05:15:00-04:00,2026-06-16 05:25:00-04:00,30902.0,30919.0,30812.0,level,17.0,0.704,5.294,20,120,FVG_FAILURE(20260616T0455)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,79.494,1.0,0.8115,0.5142,1.0,0.9466,1.0,0.0,ORIGIN:FVG-5m-bull-20260616T0455 ; TRIGGER_FVG:FVG-5m-bear-20260616T0520,LOSS,2026-06-16 05:25:00-04:00,2026-06-16 06:38:00-04:00,-1.0,False,2.279,1.118,,73.0,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.046,0.331,5m,0.704,,,,,5.294,3.728,normal,0.704,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0605-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,long,FVG_FAILURE,FVG-5m-bear-20260616T0545,30887.25,FVG-5m-bull-20260616T0610,32200,32201,2026-06-16 06:05:00-04:00,2026-06-16 06:15:00-04:00,30885.25,30879.0,30975.5,level,6.25,0.326,14.44,20,120,FVG_FAILURE(20260616T0545)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,87.73,1.0,0.9314,0.8319,1.0,0.7962,1.0,0.0,ORIGIN:FVG-5m-bear-20260616T0545 ; TRIGGER_FVG:FVG-5m-bull-20260616T0610,EXPIRED,,,,False,,,,,True,long,2026-06-16,FVG_FAILURE,off_anchor,1.459,0.691,5m,0.326,,,,,14.44,4.701,normal,0.326,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0635-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,long,FVG_FAILURE,FVG-5m-bear-20260616T0520,30919.0,FVG-5m-bull-20260616T0640,32206,32207,2026-06-16 06:35:00-04:00,2026-06-16 06:45:00-04:00,30918.25,30913.5,30975.5,level,4.75,0.264,12.053,20,120,FVG_FAILURE(20260616T0520)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,74.607,1.0,0.8617,0.3767,1.0,0.7265,1.0,0.0,ORIGIN:FVG-5m-bear-20260616T0520 ; TRIGGER_FVG:FVG-5m-bull-20260616T0640,LOSS,2026-06-16 06:46:00-04:00,2026-06-16 06:52:00-04:00,-1.0,False,3.474,1.105,,6.0,True,long,2026-06-16,FVG_FAILURE,off_anchor,0.779,0.234,5m,0.264,,,,,12.053,3.184,low,0.264,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0810-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0705,30941.25,FVG-5m-bear-20260616T0815,32225,32226,2026-06-16 08:10:00-04:00,2026-06-16 08:20:00-04:00,30923.0,30937.25,30812.0,level,14.25,0.751,7.789,20,120,FVG_FAILURE(20260616T0705)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,84.7,1.0,0.7898,0.7441,1.0,0.925,1.0,0.0,ORIGIN:FVG-5m-bull-20260616T0705 ; TRIGGER_FVG:FVG-5m-bear-20260616T0815,EXPIRED,,,,False,,,,,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.911,0.488,5m,0.751,,,,,7.789,5.853,normal,0.751,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0815-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0640,30918.25,FVG-5m-bear-20260616T0820,32226,32227,2026-06-16 08:15:00-04:00,2026-06-16 08:25:00-04:00,30904.25,30921.75,30812.0,level,17.5,0.891,5.271,20,120,FVG_FAILURE(20260616T0640)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,87.586,1.0,0.7331,0.9163,1.0,0.8682,1.0,0.0,ORIGIN:FVG-5m-bull-20260616T0640 ; TRIGGER_FVG:FVG-5m-bear-20260616T0820,EXPIRED,,,,False,,,,,True,short,2026-06-16,FVG_FAILURE,off_anchor,5.002,0.833,5m,0.891,,,,,5.271,4.696,normal,0.891,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0820-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0410,30866.5,FVG-5m-bear-20260616T0825,32227,32228,2026-06-16 08:20:00-04:00,2026-06-16 08:30:00-04:00,30864.75,30893.0,30812.0,level,28.25,1.271,1.867,20,120,FVG_FAILURE(20260616T0410)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,75.043,1.0,0.6147,0.7595,1.0,0.7499,0.6224,0.0,ORIGIN:FVG-5m-bull-20260616T0410 ; TRIGGER_FVG:FVG-5m-bear-20260616T0825,WIN,2026-06-16 08:30:00-04:00,2026-06-16 09:00:00-04:00,1.8672566371681416,True,1.867,0.257,30.0,,True,short,2026-06-16,FVG_FAILURE,off_anchor,2.766,0.519,5m,1.271,,,,,1.867,2.373,normal,1.271,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor,2,OC-5m-20260616T0820-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0610,30885.25,FVG-5m-bear-20260616T0825,32227,32228,2026-06-16 08:20:00-04:00,2026-06-16 08:30:00-04:00,30864.75,30893.0,30812.0,level,28.25,1.271,1.867,20,120,FVG_FAILURE(20260616T0610)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,75.043,1.0,0.6147,0.7595,1.0,0.7499,0.6224,0.0,ORIGIN:FVG-5m-bull-20260616T0610 ; TRIGGER_FVG:FVG-5m-bear-20260616T0825,WIN,2026-06-16 08:30:00-04:00,2026-06-16 09:00:00-04:00,1.8672566371681416,True,1.867,0.257,30.0,,True,short,2026-06-16,FVG_FAILURE,off_anchor,2.766,0.519,5m,1.271,,,,,1.867,2.373,normal,1.271,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_above,3,OC-5m-20260616T0905-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260615T2320,30795.75,FVG-5m-bear-20260616T0930,32236,32241,2026-06-16 09:05:00-04:00,2026-06-16 09:35:00-04:00,30819.0,30831.75,30816.053778469577,vwap_band,12.75,0.414,0.231,20,120,FVG_FAILURE(20260615T2320)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,66.283,1.0,0.9886,0.6423,1.0,0.8762,0.077,0.9044,ORIGIN:FVG-5m-bull-20260615T2320 ; TRIGGER_FVG:FVG-5m-bear-20260616T0930,AMBIGUOUS,2026-06-16 09:35:00-04:00,2026-06-16 09:35:00-04:00,,False,2.078,1.137,,,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.38,0.365,5m,0.414,above,+3.618,0.096,,0.231,0.096,high,0.414,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_above,3,OC-5m-20260616T0905-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0355,30829.75,FVG-5m-bear-20260616T0930,32236,32241,2026-06-16 09:05:00-04:00,2026-06-16 09:35:00-04:00,30819.0,30831.75,30816.053778469577,vwap_band,12.75,0.414,0.231,20,120,FVG_FAILURE(20260616T0355)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,66.283,1.0,0.9886,0.6423,1.0,0.8762,0.077,0.9044,ORIGIN:FVG-5m-bull-20260616T0355 ; TRIGGER_FVG:FVG-5m-bear-20260616T0930,AMBIGUOUS,2026-06-16 09:35:00-04:00,2026-06-16 09:35:00-04:00,,False,2.078,1.137,,,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.38,0.365,5m,0.414,above,+3.618,0.096,,0.231,0.096,high,0.414,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_above,3,OC-5m-20260616T0925-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-16,6,short,FVG_FAILURE,FVG-5m-bull-20260616T0920,30831.75,FVG-5m-bear-20260616T0930,32240,32241,2026-06-16 09:25:00-04:00,2026-06-16 09:35:00-04:00,30819.0,30831.75,30816.053778469577,vwap_band,12.75,0.414,0.231,20,120,FVG_FAILURE(20260616T0920)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,66.283,1.0,0.9886,0.6423,1.0,0.8762,0.077,0.9044,ORIGIN:FVG-5m-bull-20260616T0920 ; TRIGGER_FVG:FVG-5m-bear-20260616T0930,AMBIGUOUS,2026-06-16 09:35:00-04:00,2026-06-16 09:35:00-04:00,,False,2.078,1.137,,,True,short,2026-06-16,FVG_FAILURE,off_anchor,1.38,0.365,5m,0.414,above,+3.618,0.096,,0.231,0.096,high,0.414,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
origin=VWAP_BAND | anchor=0930 | vwap_below,3,OC-15m-20260616T0930-S-VWA,cg-recognizer-v1.0.0,15m,2026-06-16,6,short,VWAP_BAND,VWAP+1.618-2026-06-16,30843.484993874066,FVG-15m-bear-20260616T1030,10747,10751,2026-06-16 09:30:00-04:00,2026-06-16 10:45:00-04:00,30714.75,30791.25,30712.5,level,76.5,1.28,0.029,20,120,VWAP_BAND(16)|short|15m->DISP->FVG_bear->FILL,ORIGIN_VWAP_BAND|short|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|short,59.082,1.0,0.6123,0.6835,1.0,0.7475,0.0098,0.9624,ORIGIN:VWAP+1.618-2026-06-16 ; TRIGGER_FVG:FVG-15m-bear-20260616T1030,EXPIRED,,,,False,,,,,True,short,2026-06-16,VWAP_BAND,0930,2.112,0.367,15m,1.28,below,-1.0,0.348,,0.029,0.038,high,1.28,0.5,0.0,0,0,0,,,0,,,0,,,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,INSUFFICIENT_EVIDENCE
