context_conditions,n_context_conditions,occurrence_id,setup_def_version,tf,session_globex_day,segment_id,direction,origin_family,origin_object_id,origin_extreme,trigger_object_id,trigger_index,C_index,trigger_ts_et,availability_et,entry,structural_stop,structural_target,target_kind,risk_points,risk_atr,target_R,expiry_E_bars,resolve_H_1m,exact_graph,reduced_graph,broad_family,structural_score,sc_context_coherence,sc_trigger_clarity,sc_displacement_quality,sc_freshness,sc_invalidation_clarity,sc_target_room,sc_contradiction,primitive_ids,outcome,entry_fill_et,resolution_et,realized_R,favorable,mfe_R,mae_R,time_to_target_min,time_to_invalidation_min,target_still_valid,feat_direction,feat_session,feat_origin_family,feat_time_anchor,feat_displacement_atr,feat_path_efficiency,feat_fvg_tf,feat_fvg_width_atr,feat_vwap_side,feat_nearest_vwap_band,feat_nearest_band_dist_atr,feat_level_family,feat_target_distance_R,feat_opposing_distance_atr,feat_volatility_bucket,feat_risk_atr,prior_global_p,prior_global_R,exact_n,exact_wins,exact_losses,exact_fav_rate,exact_mean_R,reduced_n,reduced_fav_rate,reduced_mean_R,broad_n,broad_fav_rate,broad_mean_R,global_n,w_exact,w_reduced,w_broad,shrunk_favorable_probability,shrunk_expected_R,evidence_count,effective_sample_size,uncertainty_halfwidth,final_predicted_class
origin=FVG_FAILURE | anchor=off_anchor | vwap_above,3,OC-5m-20260618T1845-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,long,FVG_FAILURE,FVG-5m-bear-20260618T1840,30673.25,FVG-5m-bull-20260618T1850,32892,32893,2026-06-18 18:45:00-04:00,2026-06-18 18:55:00-04:00,30667.25,30664.5,30678.25,level,2.75,0.13,4.0,20,120,FVG_FAILURE(20260618T1840)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,68.248,1.0,0.6255,0.4544,1.0,0.4904,1.0,0.4797,ORIGIN:FVG-5m-bear-20260618T1840 ; TRIGGER_FVG:FVG-5m-bull-20260618T1850,LOSS,2026-06-18 18:55:00-04:00,2026-06-18 18:58:00-04:00,-1.0,False,2.182,1.273,,3.0,True,long,2026-06-19,FVG_FAILURE,off_anchor,0.851,0.341,5m,0.13,above,+1.0,2.058,,4.0,0.52,low,0.13,0.7757,0.2528,0,0,0,,,23,0.6087,0.0283,28,0.6786,0.2104,107,0.0,0.535,0.412,0.6678,0.1246,0.0,23.0,0.1925,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_above,3,OC-5m-20260618T2105-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,short,FVG_FAILURE,FVG-5m-bull-20260618T1200,30631.75,FVG-5m-bear-20260618T2110,32920,32921,2026-06-18 21:05:00-04:00,2026-06-18 21:15:00-04:00,30629.5,30631.0,30617.7362844747,vwap,1.5,0.064,7.842,20,120,FVG_FAILURE(20260618T1200)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,62.313,1.0,0.3916,0.4539,1.0,0.2564,1.0,0.4944,ORIGIN:FVG-5m-bull-20260618T1200 ; TRIGGER_FVG:FVG-5m-bear-20260618T2110,LOSS,2026-06-18 21:16:00-04:00,2026-06-18 21:16:00-04:00,-1.0,False,1.333,1.667,,0.0,True,short,2026-06-19,FVG_FAILURE,off_anchor,0.967,0.263,5m,0.064,above,+1.0,3.501,,7.842,0.506,normal,0.064,0.7757,0.2528,0,0,0,,,31,0.8065,0.4991,37,0.7568,0.3537,107,0.0,0.608,0.481,0.7908,0.4216,0.0,31.0,0.1432,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-15m-20260618T2130-S-FVG,cg-recognizer-v1.0.0,15m,2026-06-19,6,short,FVG_FAILURE,FVG-15m-bull-20260618T1200,30628.75,FVG-15m-bear-20260618T2145,10975,10976,2026-06-18 21:30:00-04:00,2026-06-18 22:00:00-04:00,30617.0,30621.75,30578.5,level,4.75,0.14,8.105,20,120,FVG_FAILURE(20260618T1200)|short|15m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,71.6,1.0,0.6504,0.4676,1.0,0.5153,1.0,0.0,ORIGIN:FVG-15m-bull-20260618T1200 ; TRIGGER_FVG:FVG-15m-bear-20260618T2145,WIN,2026-06-18 22:42:00-04:00,2026-06-18 23:14:00-04:00,8.105263157894736,True,8.421,0.526,32.0,,True,short,2026-06-19,FVG_FAILURE,off_anchor,0.804,0.399,15m,0.14,below,-1.0,2.721,,8.105,1.136,low,0.14,0.7757,0.2528,0,0,0,,,6,0.5,-0.3976,37,0.7568,0.3537,107,0.0,0.231,0.481,0.7051,0.14,0.0,6.0,0.3649,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-15m-20260618T2215-L-FVG,cg-recognizer-v1.0.0,15m,2026-06-19,6,long,FVG_FAILURE,FVG-15m-bear-20260618T2200,30601.25,FVG-15m-bull-20260618T2230,10978,10979,2026-06-18 22:15:00-04:00,2026-06-18 22:45:00-04:00,30600.25,30598.5,30603.25,level,1.75,0.056,1.714,20,120,FVG_FAILURE(20260618T2200)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,51.473,1.0,0.3456,0.4053,1.0,0.2104,0.5714,0.9037,ORIGIN:FVG-15m-bear-20260618T2200 ; TRIGGER_FVG:FVG-15m-bull-20260618T2230,AMBIGUOUS,2026-06-18 22:50:00-04:00,2026-06-18 22:50:00-04:00,,False,3.714,4.143,,,True,long,2026-06-19,FVG_FAILURE,off_anchor,0.746,0.313,15m,0.056,below,-1.0,2.418,,1.714,0.096,low,0.056,0.7757,0.2528,0,0,0,,,5,1.0,1.0483,28,0.6786,0.2104,107,0.0,0.2,0.412,0.7886,0.3979,0.0,5.0,0.3579,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-15m-20260618T2245-S-FVG,cg-recognizer-v1.0.0,15m,2026-06-19,6,short,FVG_FAILURE,FVG-15m-bull-20260618T2230,30600.25,FVG-15m-bear-20260618T2315,10980,10982,2026-06-18 22:45:00-04:00,2026-06-18 23:30:00-04:00,30580.25,30585.5,30578.5,level,5.25,0.173,0.333,20,120,FVG_FAILURE(20260618T2230)|short|15m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,65.397,1.0,0.7211,0.8706,1.0,0.5859,0.1111,0.9423,ORIGIN:FVG-15m-bull-20260618T2230 ; TRIGGER_FVG:FVG-15m-bear-20260618T2315,WIN,2026-06-19 03:11:00-04:00,2026-06-19 03:11:00-04:00,0.3333333333333333,True,2.905,0.19,0.0,,True,short,2026-06-19,FVG_FAILURE,off_anchor,2.623,0.741,15m,0.173,below,-1.0,1.829,,0.333,0.058,normal,0.173,0.7757,0.2528,0,0,0,,,6,0.5,-0.3976,37,0.7568,0.3537,107,0.0,0.231,0.481,0.7051,0.14,0.0,6.0,0.3649,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260618T2300-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,short,FVG_FAILURE,FVG-5m-bull-20260618T2225,30599.75,FVG-5m-bear-20260618T2315,32943,32946,2026-06-18 23:00:00-04:00,2026-06-18 23:20:00-04:00,30580.25,30584.25,30578.5,level,4.0,0.267,0.438,20,120,FVG_FAILURE(20260618T2225)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,66.147,1.0,0.8648,0.7243,1.0,0.7297,0.1458,0.8833,ORIGIN:FVG-5m-bull-20260618T2225 ; TRIGGER_FVG:FVG-5m-bear-20260618T2315,EXPIRED,,,,False,,,,,True,short,2026-06-19,FVG_FAILURE,off_anchor,2.033,0.449,5m,0.267,below,-1.0,3.691,,0.438,0.117,normal,0.267,0.7757,0.2528,0,0,0,,,31,0.8065,0.4991,37,0.7568,0.3537,107,0.0,0.608,0.481,0.7908,0.4216,0.0,31.0,0.1432,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260618T2315-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,short,FVG_FAILURE,FVG-5m-bull-20260618T1155,30600.75,FVG-5m-bear-20260618T2320,32946,32947,2026-06-18 23:15:00-04:00,2026-06-18 23:25:00-04:00,30565.0,30577.0,30561.25,level,12.0,0.71,0.312,20,120,FVG_FAILURE(20260618T1155)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,67.704,1.0,0.8089,0.7383,1.0,0.9441,0.1042,0.7782,ORIGIN:FVG-5m-bull-20260618T1155 ; TRIGGER_FVG:FVG-5m-bear-20260618T2320,EXPIRED,,,,False,,,,,True,short,2026-06-19,FVG_FAILURE,off_anchor,2.262,0.477,5m,0.71,below,-1.0,2.374,,0.312,0.222,normal,0.71,0.7757,0.2528,0,0,0,,,31,0.8065,0.4991,37,0.7568,0.3537,107,0.0,0.608,0.481,0.7908,0.4216,0.0,31.0,0.1432,FAVORABLE
origin=FVG_FAILURE | anchor=midnight_open | vwap_below,3,OC-5m-20260619T0000-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,short,FVG_FAILURE,FVG-5m-bull-20260618T1005,30506.5,FVG-5m-bear-20260619T0005,32955,32956,2026-06-19 00:00:00-04:00,2026-06-19 00:10:00-04:00,30502.0,30505.5,30497.5,level,3.5,0.144,1.286,20,120,FVG_FAILURE(20260618T1005)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,62.399,1.0,0.6605,0.5953,1.0,0.5253,0.4286,0.8143,ORIGIN:FVG-5m-bull-20260618T1005 ; TRIGGER_FVG:FVG-5m-bear-20260619T0005,WIN,2026-06-19 00:10:00-04:00,2026-06-19 00:10:00-04:00,1.2857142857142858,True,2.0,0.071,0.0,,True,short,2026-06-19,FVG_FAILURE,midnight_open,1.362,0.283,5m,0.144,below,-1.0,0.892,,1.286,0.186,high,0.144,0.7757,0.2528,0,0,0,,,31,0.8065,0.4991,37,0.7568,0.3537,107,0.0,0.608,0.481,0.7908,0.4216,0.0,31.0,0.1432,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-15m-20260619T0100-L-VWA,cg-recognizer-v1.0.0,15m,2026-06-19,6,long,VWAP_BAND,VWAP-2.0-2026-06-19,30426.038096800756,FVG-15m-bull-20260619T0200,10989,10993,2026-06-19 01:00:00-04:00,2026-06-19 02:15:00-04:00,30479.5,30442.5,30493.0,level,37.0,0.826,0.365,20,120,VWAP_BAND(19)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,66.837,1.0,0.7582,0.7279,1.0,0.8934,0.1216,0.6986,ORIGIN:VWAP-2.0-2026-06-19 ; TRIGGER_FVG:FVG-15m-bull-20260619T0200,EXPIRED,,,,False,,,,,True,long,2026-06-19,VWAP_BAND,off_anchor,1.73,0.456,15m,0.826,below,-1.618,0.487,,0.365,0.301,high,0.826,0.7757,0.2528,0,0,0,,,5,0.8,0.017,17,0.9412,0.2332,107,0.0,0.2,0.298,0.82,0.201,0.0,5.0,0.3367,INSUFFICIENT_EVIDENCE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260619T0125-L-VWA,cg-recognizer-v1.0.0,5m,2026-06-19,6,long,VWAP_BAND,VWAP-2.0-2026-06-19,30424.59534588221,FVG-5m-bull-20260619T0150,32972,32977,2026-06-19 01:25:00-04:00,2026-06-19 01:55:00-04:00,30433.75,30424.75,30454.25,level,9.0,0.306,2.278,20,120,VWAP_BAND(19)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,81.053,1.0,0.9107,0.7905,1.0,0.7756,0.7593,0.303,ORIGIN:VWAP-2.0-2026-06-19 ; TRIGGER_FVG:FVG-5m-bull-20260619T0150,EXPIRED,,,,False,,,,,True,long,2026-06-19,VWAP_BAND,off_anchor,2.134,0.581,5m,0.306,below,-2.0,0.398,,2.278,0.697,normal,0.306,0.7757,0.2528,0,0,0,,,12,1.0,0.3233,17,0.9412,0.2332,107,0.0,0.375,0.298,0.8907,0.2756,0.0,12.0,0.1766,FAVORABLE
origin=LIQ_SWEEP | anchor=off_anchor | vwap_below,3,OC-15m-20260619T0130-L-LIQ,cg-recognizer-v1.0.0,15m,2026-06-19,6,long,LIQ_SWEEP,LVL-6-2026-06-19-prev_rth_low,30391.0,FVG-15m-bull-20260619T0200,10991,10993,2026-06-19 01:30:00-04:00,2026-06-19 02:15:00-04:00,30479.5,30442.5,30493.0,level,37.0,0.826,0.365,20,120,LIQ_SWEEP(prev_rth_low)|long|15m->DISP->FVG_bull->FILL,ORIGIN_LIQ_SWEEP|long|15m->DISPLACEMENT->FVG_RETEST,LIQ_SWEEP|long,66.837,1.0,0.7582,0.7279,1.0,0.8934,0.1216,0.6986,ORIGIN:LVL-6-2026-06-19-prev_rth_low ; TRIGGER_FVG:FVG-15m-bull-20260619T0200,EXPIRED,,,,False,,,,,True,long,2026-06-19,LIQ_SWEEP,off_anchor,1.73,0.456,15m,0.826,below,-1.618,0.487,LIQ_SWEEP,0.365,0.301,high,0.826,0.7757,0.2528,0,0,0,,,1,1.0,0.0283,2,1.0,0.1808,107,0.0,0.048,0.048,0.7966,0.2388,0.0,1.0,0.789,INSUFFICIENT_EVIDENCE
origin=LIQ_SWEEP | anchor=off_anchor | vwap_below,3,OC-5m-20260619T0140-L-LIQ,cg-recognizer-v1.0.0,5m,2026-06-19,6,long,LIQ_SWEEP,LVL-6-2026-06-19-prev_rth_low,30391.0,FVG-5m-bull-20260619T0150,32975,32977,2026-06-19 01:40:00-04:00,2026-06-19 01:55:00-04:00,30433.75,30424.75,30454.25,level,9.0,0.306,2.278,20,120,LIQ_SWEEP(prev_rth_low)|long|5m->DISP->FVG_bull->FILL,ORIGIN_LIQ_SWEEP|long|5m->DISPLACEMENT->FVG_RETEST,LIQ_SWEEP|long,81.053,1.0,0.9107,0.7905,1.0,0.7756,0.7593,0.303,ORIGIN:LVL-6-2026-06-19-prev_rth_low ; TRIGGER_FVG:FVG-5m-bull-20260619T0150,EXPIRED,,,,False,,,,,True,long,2026-06-19,LIQ_SWEEP,off_anchor,2.134,0.581,5m,0.306,below,-2.0,0.398,LIQ_SWEEP,2.278,0.697,normal,0.306,0.7757,0.2528,0,0,0,,,1,1.0,0.3333,2,1.0,0.1808,107,0.0,0.048,0.048,0.7966,0.2533,0.0,1.0,0.789,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-15m-20260619T0145-L-FVG,cg-recognizer-v1.0.0,15m,2026-06-19,6,long,FVG_FAILURE,FVG-15m-bear-20260619T0100,30460.0,FVG-15m-bull-20260619T0200,10992,10993,2026-06-19 01:45:00-04:00,2026-06-19 02:15:00-04:00,30479.5,30442.5,30493.0,level,37.0,0.826,0.365,20,120,FVG_FAILURE(20260619T0100)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,66.837,1.0,0.7582,0.7279,1.0,0.8934,0.1216,0.6986,ORIGIN:FVG-15m-bear-20260619T0100 ; TRIGGER_FVG:FVG-15m-bull-20260619T0200,EXPIRED,,,,False,,,,,True,long,2026-06-19,FVG_FAILURE,off_anchor,1.73,0.456,15m,0.826,below,-1.618,0.487,,0.365,0.301,high,0.826,0.7757,0.2528,0,0,0,,,5,1.0,1.0483,28,0.6786,0.2104,107,0.0,0.2,0.412,0.7886,0.3979,0.0,5.0,0.3579,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260619T0200-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,long,FVG_FAILURE,FVG-5m-bear-20260619T0035,30487.5,FVG-5m-bull-20260619T0205,32979,32980,2026-06-19 02:00:00-04:00,2026-06-19 02:10:00-04:00,30496.75,30483.5,30515.25,level,13.25,0.461,1.396,20,120,FVG_FAILURE(20260619T0035)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,78.237,1.0,0.9526,0.785,1.0,0.9123,0.4654,0.3561,ORIGIN:FVG-5m-bear-20260619T0035 ; TRIGGER_FVG:FVG-5m-bull-20260619T0205,WIN,2026-06-19 02:21:00-04:00,2026-06-19 02:22:00-04:00,1.3962264150943395,True,1.528,0.075,1.0,,True,long,2026-06-19,FVG_FAILURE,off_anchor,1.418,0.625,5m,0.461,below,-1.0,0.691,,1.396,0.644,normal,0.461,0.7757,0.2528,0,0,0,,,23,0.6087,0.0283,28,0.6786,0.2104,107,0.0,0.535,0.412,0.6678,0.1246,0.0,23.0,0.1925,FAVORABLE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-15m-20260619T0215-L-VWA,cg-recognizer-v1.0.0,15m,2026-06-19,6,long,VWAP_BAND,VWAP-1.0-2026-06-19,30516.23630567696,FVG-15m-bull-20260619T0300,10994,10997,2026-06-19 02:15:00-04:00,2026-06-19 03:15:00-04:00,30552.25,30532.75,30567.75,level,19.5,0.407,0.795,20,120,VWAP_BAND(19)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,71.183,1.0,0.9946,0.6789,1.0,0.8703,0.265,0.6768,ORIGIN:VWAP-1.0-2026-06-19 ; TRIGGER_FVG:FVG-15m-bull-20260619T0300,WIN,2026-06-19 06:36:00-04:00,2026-06-19 06:43:00-04:00,0.7948717948717948,True,0.91,0.679,7.0,,True,long,2026-06-19,VWAP_BAND,off_anchor,1.293,0.496,15m,0.407,below,-1.0,0.759,,0.795,0.323,high,0.407,0.7757,0.2528,0,0,0,,,5,0.8,0.017,17,0.9412,0.2332,107,0.0,0.2,0.298,0.82,0.201,0.0,5.0,0.3367,INSUFFICIENT_EVIDENCE
origin=VWAP_BAND | anchor=off_anchor | vwap_below,3,OC-5m-20260619T0245-L-VWA,cg-recognizer-v1.0.0,5m,2026-06-19,6,long,VWAP_BAND,VWAP-1.0-2026-06-19,30515.94353115359,FVG-5m-bull-20260619T0255,32988,32990,2026-06-19 02:45:00-04:00,2026-06-19 03:00:00-04:00,30545.0,30531.5,30545.75,level,13.5,0.567,0.056,20,120,VWAP_BAND(19)|long|5m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,68.279,1.0,0.8836,0.7911,1.0,0.9812,0.0185,0.9685,ORIGIN:VWAP-1.0-2026-06-19 ; TRIGGER_FVG:FVG-5m-bull-20260619T0255,EXPIRED,,,,False,,,,,True,long,2026-06-19,VWAP_BAND,off_anchor,1.712,0.582,5m,0.567,below,-1.0,1.224,,0.056,0.032,normal,0.567,0.7757,0.2528,0,0,0,,,12,1.0,0.3233,17,0.9412,0.2332,107,0.0,0.375,0.298,0.8907,0.2756,0.0,12.0,0.1766,FAVORABLE
origin=FVG_FAILURE | anchor=london_open | vwap_below,3,OC-15m-20260619T0300-L-FVG,cg-recognizer-v1.0.0,15m,2026-06-19,6,long,FVG_FAILURE,FVG-15m-bear-20260618T2330,30577.0,FVG-15m-bull-20260619T0315,10997,10998,2026-06-19 03:00:00-04:00,2026-06-19 03:30:00-04:00,30582.25,30565.0,30584.5,level,17.25,0.361,0.13,20,120,FVG_FAILURE(20260618T2330)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,70.765,1.0,0.9657,0.8835,1.0,0.8305,0.0435,0.9529,ORIGIN:FVG-15m-bear-20260618T2330 ; TRIGGER_FVG:FVG-15m-bull-20260619T0315,WIN,2026-06-19 06:24:00-04:00,2026-06-19 06:24:00-04:00,0.13043478260869565,True,0.333,0.116,0.0,,True,long,2026-06-19,FVG_FAILURE,london_open,1.893,0.767,15m,0.361,below,-1.0,1.387,,0.13,0.047,high,0.361,0.7757,0.2528,0,0,0,,,5,1.0,1.0483,28,0.6786,0.2104,107,0.0,0.2,0.412,0.7886,0.3979,0.0,5.0,0.3579,INSUFFICIENT_EVIDENCE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260619T0310-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,long,FVG_FAILURE,FVG-5m-bear-20260618T2315,30584.25,FVG-5m-bull-20260619T0315,32993,32994,2026-06-19 03:10:00-04:00,2026-06-19 03:20:00-04:00,30582.25,30576.75,30584.5,level,5.5,0.267,0.409,20,120,FVG_FAILURE(20260618T2315)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,60.379,1.0,0.8654,0.5001,1.0,0.7303,0.1364,0.8907,ORIGIN:FVG-5m-bear-20260618T2315 ; TRIGGER_FVG:FVG-5m-bull-20260619T0315,EXPIRED,,,,False,,,,,True,long,2026-06-19,FVG_FAILURE,off_anchor,0.959,0.361,5m,0.267,below,-1.0,3.223,,0.409,0.109,low,0.267,0.7757,0.2528,0,0,0,,,23,0.6087,0.0283,28,0.6786,0.2104,107,0.0,0.535,0.412,0.6678,0.1246,0.0,23.0,0.1925,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260619T0310-L-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,long,FVG_FAILURE,FVG-5m-bear-20260618T2320,30577.0,FVG-5m-bull-20260619T0315,32993,32994,2026-06-19 03:10:00-04:00,2026-06-19 03:20:00-04:00,30582.25,30576.75,30584.5,level,5.5,0.267,0.409,20,120,FVG_FAILURE(20260618T2320)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,60.379,1.0,0.8654,0.5001,1.0,0.7303,0.1364,0.8907,ORIGIN:FVG-5m-bear-20260618T2320 ; TRIGGER_FVG:FVG-5m-bull-20260619T0315,EXPIRED,,,,False,,,,,True,long,2026-06-19,FVG_FAILURE,off_anchor,0.959,0.361,5m,0.267,below,-1.0,3.223,,0.409,0.109,low,0.267,0.7757,0.2528,0,0,0,,,23,0.6087,0.0283,28,0.6786,0.2104,107,0.0,0.535,0.412,0.6678,0.1246,0.0,23.0,0.1925,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_above,3,OC-5m-20260619T0545-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,short,FVG_FAILURE,FVG-5m-bull-20260619T0535,30631.25,FVG-5m-bear-20260619T0605,33024,33028,2026-06-19 05:45:00-04:00,2026-06-19 06:10:00-04:00,30623.75,30625.0,30611.229266612474,vwap,1.25,0.066,10.017,20,120,FVG_FAILURE(20260619T0535)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,63.789,1.0,0.4002,0.4729,1.0,0.2651,1.0,0.3373,ORIGIN:FVG-5m-bull-20260619T0535 ; TRIGGER_FVG:FVG-5m-bear-20260619T0605,LOSS,2026-06-19 06:13:00-04:00,2026-06-19 06:13:00-04:00,-1.0,False,5.2,2.6,,0.0,True,short,2026-06-19,FVG_FAILURE,off_anchor,0.992,0.284,5m,0.066,above,+1.0,4.315,,10.017,0.663,normal,0.066,0.7757,0.2528,0,0,0,,,31,0.8065,0.4991,37,0.7568,0.3537,107,0.0,0.608,0.481,0.7908,0.4216,0.0,31.0,0.1432,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260619T0615-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,short,FVG_FAILURE,FVG-5m-bull-20260619T0355,30615.0,FVG-5m-bear-20260619T0625,33030,33032,2026-06-19 06:15:00-04:00,2026-06-19 06:30:00-04:00,30586.75,30602.25,30578.5,level,15.5,0.786,0.532,20,120,FVG_FAILURE(20260619T0355)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,69.968,1.0,0.775,0.7795,1.0,0.9102,0.1774,0.5819,ORIGIN:FVG-5m-bull-20260619T0355 ; TRIGGER_FVG:FVG-5m-bear-20260619T0625,WIN,2026-06-19 06:47:00-04:00,2026-06-19 06:47:00-04:00,0.532258064516129,True,1.161,0.323,0.0,,True,short,2026-06-19,FVG_FAILURE,off_anchor,1.799,0.559,5m,0.786,below,-1.0,3.522,,0.532,0.418,normal,0.786,0.7757,0.2528,0,0,0,,,31,0.8065,0.4991,37,0.7568,0.3537,107,0.0,0.608,0.481,0.7908,0.4216,0.0,31.0,0.1432,FAVORABLE
origin=FVG_FAILURE | anchor=off_anchor | vwap_below,3,OC-5m-20260619T0825-S-FVG,cg-recognizer-v1.0.0,5m,2026-06-19,6,short,FVG_FAILURE,FVG-5m-bull-20260619T0735,30577.25,FVG-5m-bear-20260619T0830,33056,33057,2026-06-19 08:25:00-04:00,2026-06-19 08:35:00-04:00,30564.0,30567.0,30561.25,level,3.0,0.173,0.917,20,120,FVG_FAILURE(20260619T0735)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,61.766,1.0,0.72,0.5898,1.0,0.5848,0.3056,0.8417,ORIGIN:FVG-5m-bull-20260619T0735 ; TRIGGER_FVG:FVG-5m-bear-20260619T0830,AMBIGUOUS,2026-06-19 08:46:00-04:00,2026-06-19 08:46:00-04:00,,False,2.167,1.0,,,True,short,2026-06-19,FVG_FAILURE,off_anchor,1.079,0.46,5m,0.173,below,-1.0,2.693,,0.917,0.158,low,0.173,0.7757,0.2528,0,0,0,,,31,0.8065,0.4991,37,0.7568,0.3537,107,0.0,0.608,0.481,0.7908,0.4216,0.0,31.0,0.1432,FAVORABLE
