candidate_id,episode_id,branch_id,branch_state,direction,entry_mode,continuation_or_fade,exact_graph,reduced_graph,entry_seq,entry_price,structural_stop,structural_target,natural_rr,executed_rr,effective_sample,unique_sessions,shrunk_expected_R,uncertainty,qualification,outcome
SETUP-041556,EP-000825,BR-000447,CONTINUATION,long,formation_close,continuation,VWAP_VWAP_BOUNCE_UP -> FORMATION_CLOSE_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,361,22977.5,22974.98841554559,22980.0,0.9954,0.9954,1,1,-0.1988,0.866,RECORDED_NOT_ACTIVATED,WIN
SETUP-041557,EP-000825,BR-000448,FADE,short,formation_close,fade,VWAP_VWAP_BOUNCE_UP -> FORMATION_CLOSE_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,361,22977.5,22978.5,22975.48841554559,2.0116,1.0,1,1,0.2496,1.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-005124,EP-000829,BR-000449,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,362,22977.75,22976.0,22980.0,1.2857,1.0,1,1,0.0613,0.8904,RECORDED_NOT_ACTIVATED,WIN
SETUP-005588,EP-000832,BR-000450,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,362,22977.75,22976.0,22980.0,1.2857,1.0,1,1,0.0613,0.8904,RECORDED_NOT_ACTIVATED,WIN
SETUP-007092,EP-000834,BR-000451,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,362,22977.75,22976.0,22980.0,1.2857,1.0,1,1,-0.0261,0.8885,RECORDED_NOT_ACTIVATED,WIN
SETUP-041559,EP-000836,BR-000452,FADE,short,formation_close,fade,VWAP_BAND_REJECT_P1_618 -> FORMATION_CLOSE_SHORT_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,363,22979.25,22980.5,22976.632870370373,2.0937,1.0,1,1,0.0686,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042736,EP-000834,BR-000453,CONTINUATION,short,retest,continuation,SWING_HIGH_SWEEP_BELOW -> RETEST_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,365,22976.75,22978.25,22975.75,0.6667,0.6667,1,1,-0.118,0.8992,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-041563,EP-000857,BR-000454,CONTINUATION,short,formation_close,continuation,VWAP_VWAP_BOUNCE_DOWN -> SWING_HIGH_RECLAIM -> FORMATION_CLOSE_SHORT_TRIGGER,VWAP_INTERACTION -> RECLAIM -> ENTRY_TRIGGER,366,22979.25,22980.129881656805,22977.75,1.7048,1.0,1,1,-0.1227,0.9428,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042685,EP-000864,BR-000455,CONTINUATION,short,retest,continuation,SWING_HIGH_SWEEP_BELOW -> RETEST_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,366,22975.0,22976.5,22974.25,0.5,0.5,1,1,-0.1205,0.8992,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005441,EP-000872,BR-000456,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,368,22983.0,22986.0,22981.5,0.5,0.5,1,1,0.0583,0.8609,RECORDED_NOT_ACTIVATED,WIN
SETUP-005526,EP-000873,BR-000457,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,368,22983.0,22986.0,22981.5,0.5,0.5,1,1,0.0583,0.8609,RECORDED_NOT_ACTIVATED,WIN
SETUP-005611,EP-000874,BR-000458,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,368,22983.0,22986.0,22981.5,0.5,0.5,1,1,0.0583,0.8609,RECORDED_NOT_ACTIVATED,WIN
SETUP-005627,EP-000875,BR-000459,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,368,22983.0,22986.0,22981.5,0.5,0.5,1,1,0.0583,0.8609,RECORDED_NOT_ACTIVATED,WIN
SETUP-005636,EP-000876,BR-000460,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,368,22983.0,22986.0,22981.5,0.5,0.5,1,1,0.0583,0.8609,RECORDED_NOT_ACTIVATED,WIN
SETUP-005643,EP-000877,BR-000461,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,368,22983.0,22986.0,22981.5,0.5,0.5,1,1,0.0583,0.8609,RECORDED_NOT_ACTIVATED,WIN
SETUP-040392,EP-000879,BR-000462,FADE,short,formation_close,fade,EQUAL_LOWS_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,368,22983.0,22986.0,22981.5,0.5,0.5,1,1,-0.072,0.8987,RECORDED_NOT_ACTIVATED,WIN
SETUP-005196,EP-000890,BR-000463,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,370,22981.75,22980.25,22982.75,0.6667,0.6667,1,1,0.038,0.8904,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005217,EP-000891,BR-000464,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,370,22981.75,22980.25,22982.75,0.6667,0.6667,1,1,0.038,0.8904,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005348,EP-000892,BR-000465,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,370,22981.75,22980.25,22982.75,0.6667,0.6667,1,1,0.038,0.8904,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042740,EP-000899,BR-000466,CONTINUATION,long,retest,continuation,ANCHOR_MIDNIGHT_OPEN_RECLAIM -> RETEST_LONG_TRIGGER,RECLAIM -> ENTRY_TRIGGER,372,22974.75,22973.25,22975.75,0.6667,0.6667,1,1,-0.0996,0.957,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042738,EP-000910,BR-000467,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,374,22971.75,22970.25,22972.75,0.6667,0.6667,1,1,-0.0707,0.9074,RECORDED_NOT_ACTIVATED,WIN
SETUP-041569,EP-000914,BR-000468,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,375,22974.75,22971.25,22979.533888888887,1.3668,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041570,EP-000922,BR-000469,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,376,22973.75,22971.75,22979.364403735628,2.8072,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041571,EP-000926,BR-000470,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,378,22973.25,22970.5,22979.10432482171,2.1288,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041572,EP-000933,BR-000471,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,379,22974.0,22969.75,22978.871952570917,1.1463,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042737,EP-000930,BR-000472,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,379,22970.5,22969.0,22971.75,0.8333,0.8333,1,1,-0.0756,0.9074,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-042742,EP-000932,BR-000473,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,379,22970.75,22969.25,22971.75,0.6667,0.6667,1,1,-0.0756,0.9074,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-042707,EP-000934,BR-000474,CONTINUATION,short,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_SHORT_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,380,22969.5,22971.0,22966.75,1.8333,1.0,1,1,-0.2339,0.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-003442,EP-SYNTH-SETUP-003442,BR-000475,CONTINUATION,long,midpoint,continuation,displacement:good -> retrace_50 -> continuation,STRUCTURAL_EVENT,382,22966.625,22962.5,22969.5,0.697,0.697,0,0,-0.0806,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-041573,EP-000941,BR-000476,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,382,22970.25,22965.5,22977.737375220197,1.5763,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042688,EP-000940,BR-000477,CONTINUATION,short,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,382,22966.75,22968.25,22966.0,0.5,0.5,1,1,-0.2351,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042718,EP-000940,BR-000477,CONTINUATION,short,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,382,22966.0,22967.5,22964.75,0.8333,0.8333,1,1,-0.1293,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005851,EP-000947,BR-000478,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,385,22966.0,22967.5,22964.75,0.8333,0.8333,1,1,-0.002,0.8609,RECORDED_NOT_ACTIVATED,LOSS
SETUP-006746,EP-000950,BR-000479,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,390,22967.5,22964.5,22969.5,0.6667,0.6667,1,1,-0.1251,0.8885,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041574,EP-000951,BR-000480,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,390,22967.5,22964.5,22976.594301695506,3.0314,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,LOSS
SETUP-006747,EP-000952,BR-000481,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,391,22966.75,22965.25,22967.75,0.6667,0.6667,1,1,-0.1239,0.8885,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-042709,EP-000953,BR-000482,CONTINUATION,short,retest,continuation,STRUCT_EXPANSION -> RETEST_SHORT_TRIGGER,EXPANSION -> ENTRY_TRIGGER,392,22964.75,22966.25,22964.0,0.5,0.5,1,1,0.0995,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-042746,EP-000953,BR-000483,CONTINUATION,long,retest,continuation,STRUCT_EXPANSION -> RETEST_LONG_TRIGGER,EXPANSION -> ENTRY_TRIGGER,392,22965.0,22963.5,22966.0,0.6667,0.6667,1,1,0.0995,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-007049,EP-000957,BR-000484,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,393,22962.0,22960.75,22964.0,1.6,1.0,1,1,-0.1183,0.8885,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042733,EP-000957,BR-000485,CONTINUATION,long,retest,continuation,SWING_HIGH_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,393,22961.5,22960.0,22964.0,1.6667,1.0,1,1,0.0374,1.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-006776,EP-000958,BR-000486,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,394,22960.75,22959.5,22961.5,0.6,0.6,1,1,-0.0963,0.8885,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042720,EP-000958,BR-000487,CONTINUATION,short,retest,continuation,SWING_HIGH_SWEEP_BELOW -> RETEST_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,394,22960.25,22961.75,22958.25,1.3333,1.0,1,1,-0.1205,0.8992,RECORDED_NOT_ACTIVATED,WIN
SETUP-003441,EP-SYNTH-SETUP-003441,BR-000488,CONTINUATION,long,midpoint,continuation,displacement:good -> retrace_50 -> continuation,STRUCTURAL_EVENT,395,22958.125,22955.0,22960.0,0.6,0.6,0,0,-0.0806,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042734,EP-000961,BR-000489,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,395,22958.25,22956.75,22960.0,1.1667,1.0,1,1,-0.0832,0.9074,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041575,EP-000972,BR-000490,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M2_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,396,22953.0,22950.25,22973.45178241727,7.437,1.0,1,1,-0.0923,0.9428,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042722,EP-000964,BR-000491,CONTINUATION,short,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_SHORT_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,396,22954.5,22956.0,22953.75,0.5,0.5,1,1,-0.2339,0.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-042724,EP-000964,BR-000491,CONTINUATION,short,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_SHORT_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,396,22955.25,22956.75,22954.5,0.5,0.5,1,1,-0.2339,0.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-042730,EP-000969,BR-000492,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,396,22951.5,22950.0,22952.25,0.5,0.5,1,1,-0.1581,0.9074,RECORDED_NOT_ACTIVATED,WIN
SETUP-042731,EP-000963,BR-000493,CONTINUATION,short,retest,continuation,BEARISH_FVG_FORMED -> RETEST_SHORT_TRIGGER,GAP_FORMATION -> ENTRY_TRIGGER,396,22956.75,22958.25,22955.5,0.8333,0.8333,1,1,-0.2339,0.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-002230,EP-000973,BR-000494,FADE,short,retest,fade,BEARISH_IFVG_ACTIVATION -> RETEST_SHORT_TRIGGER,INVERSION_ACTIVATION -> ENTRY_TRIGGER,401,22956.75,22959.25,22955.5,0.5,0.5,1,1,0.007,0.7104,RECORDED_NOT_ACTIVATED,WIN
SETUP-007013,EP-000998,BR-000495,FADE,short,formation_close,fade,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,401,22956.25,22957.5,22955.5,0.6,0.6,1,1,-0.1079,0.903,RECORDED_NOT_ACTIVATED,WIN
SETUP-041576,EP-001001,BR-000496,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,401,22956.25,22950.75,22970.77217666791,2.6404,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042726,EP-001010,BR-000497,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,403,22947.75,22946.25,22949.0,0.8333,0.8333,1,1,-0.0832,0.9074,RECORDED_NOT_ACTIVATED,WIN
SETUP-042749,EP-001011,BR-000498,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,403,22948.0,22946.5,22949.0,0.6667,0.6667,1,1,-0.0756,0.9074,RECORDED_NOT_ACTIVATED,WIN
SETUP-006859,EP-001014,BR-000499,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,404,22948.25,22946.75,22949.0,0.5,0.5,1,1,0.0083,0.8904,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-006898,EP-001015,BR-000500,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,404,22948.25,22946.75,22949.0,0.5,0.5,1,1,0.0003,0.8904,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-006920,EP-001016,BR-000501,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,404,22948.25,22946.75,22949.0,0.5,0.5,1,1,-0.0034,0.8904,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-007263,EP-001017,BR-000502,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,404,22948.25,22946.75,22949.0,0.5,0.5,1,1,-0.0244,0.8904,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-040566,EP-001018,BR-000503,FADE,long,formation_close,fade,EQUAL_LOWS_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,404,22948.25,22946.75,22949.0,0.5,0.5,1,1,-0.0722,0.8987,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-041577,EP-001020,BR-000504,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,407,22950.5,22947.5,22968.126308044473,5.8754,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,LOSS
SETUP-006922,EP-001031,BR-000505,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,412,22948.0,22947.0,22949.0,1.0,1.0,1,1,0.0021,0.8904,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-006861,EP-001041,BR-000506,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,415,22948.25,22946.75,22949.0,0.5,0.5,1,1,0.0038,0.8904,RECORDED_NOT_ACTIVATED,LOSS
SETUP-006900,EP-001042,BR-000507,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,415,22948.25,22946.75,22949.0,0.5,0.5,1,1,-0.0009,0.8904,RECORDED_NOT_ACTIVATED,LOSS
SETUP-006923,EP-001043,BR-000508,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,415,22948.25,22946.75,22949.0,0.5,0.5,1,1,0.0001,0.8904,RECORDED_NOT_ACTIVATED,LOSS
SETUP-007265,EP-001044,BR-000509,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,415,22948.25,22946.75,22949.0,0.5,0.5,1,1,-0.0233,0.8904,RECORDED_NOT_ACTIVATED,LOSS
SETUP-040568,EP-001045,BR-000510,FADE,long,formation_close,fade,EQUAL_LOWS_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,415,22948.25,22946.75,22949.0,0.5,0.5,1,1,-0.0633,0.8987,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041578,EP-001052,BR-000511,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,418,22945.25,22943.75,22965.738194845166,13.6588,1.0,1,1,-0.0034,0.9798,RECORDED_NOT_ACTIVATED,WIN
SETUP-042753,EP-001046,BR-000512,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,418,22946.0,22944.5,22946.75,0.5,0.5,1,1,-0.1581,0.9074,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-006430,EP-001062,BR-000513,FADE,short,formation_close,fade,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,420,22945.5,22948.25,22943.5,0.7273,0.7273,1,1,-0.1141,0.903,RECORDED_NOT_ACTIVATED,LOSS
SETUP-006655,EP-001063,BR-000514,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,420,22945.5,22948.25,22943.5,0.7273,0.7273,1,1,-0.036,0.8609,RECORDED_NOT_ACTIVATED,LOSS
SETUP-006903,EP-001064,BR-000515,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,420,22945.5,22948.25,22943.5,0.7273,0.7273,1,1,-0.0422,0.8609,RECORDED_NOT_ACTIVATED,LOSS
SETUP-006314,EP-001069,BR-000516,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,422,22946.0,22944.5,22946.75,0.5,0.5,1,1,-0.121,0.8885,RECORDED_NOT_ACTIVATED,WIN
SETUP-007302,EP-001071,BR-000517,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,422,22946.0,22944.5,22946.75,0.5,0.5,1,1,-0.0413,0.8904,RECORDED_NOT_ACTIVATED,WIN
SETUP-042757,EP-001085,BR-000518,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,425,22944.0,22942.5,22945.25,0.8333,0.8333,1,1,-0.0762,0.9074,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042704,EP-001087,BR-000519,CONTINUATION,long,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_LONG_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,426,22939.0,22937.5,22940.5,1.0,1.0,1,1,-0.3908,0.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042705,EP-001087,BR-000519,CONTINUATION,long,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_LONG_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,426,22940.5,22939.0,22941.5,0.6667,0.6667,1,1,-0.3908,0.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042712,EP-001087,BR-000519,CONTINUATION,long,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_LONG_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,426,22940.75,22939.25,22941.5,0.5,0.5,1,1,-0.3931,0.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042721,EP-001087,BR-000519,CONTINUATION,long,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_LONG_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,426,22941.5,22940.0,22943.5,1.3333,1.0,1,1,-0.468,0.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-000058,EP-001090,BR-000520,CONTINUATION,short,next_bar,continuation,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_FILL -> BEARISH_FVG_MIDPOINT -> SWING_LOW_SWEEP_ABOVE -> SWING_LOW_RECLAIM -> SWING_LOW_RECLAIM -> SWING_LOW_RECLAIM -> SWING_LOW_SWEEP_ABOVE -> NEXT_BAR_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> LIQUIDITY_SWEEP -> RECLAIM -> LIQUIDITY_SWEEP -> ENTRY_TRIGGER,428,22938.0,22944.0,22935.0,0.5,0.5,0,0,-0.0806,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-000821,EP-001090,BR-000521,CONTINUATION,short,first_touch,continuation,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_FILL -> BEARISH_FVG_MIDPOINT -> SWING_LOW_SWEEP_ABOVE -> SWING_LOW_RECLAIM -> SWING_LOW_RECLAIM -> SWING_LOW_RECLAIM -> SWING_LOW_SWEEP_ABOVE -> FIRST_TOUCH_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> LIQUIDITY_SWEEP -> RECLAIM -> LIQUIDITY_SWEEP -> ENTRY_TRIGGER,428,22939.0,22944.0,22935.0,0.8,0.8,0,0,-0.0806,1.0,RECORDED_NOT_ACTIVATED,WIN
