candidate_id,episode_id,branch_id,branch_state,direction,entry_mode,continuation_or_fade,exact_graph,reduced_graph,entry_seq,entry_price,structural_stop,structural_target,natural_rr,executed_rr,effective_sample,unique_sessions,shrunk_expected_R,uncertainty,qualification,outcome
SETUP-041466,EP-000011,BR-000001,FADE,short,formation_close,fade,VWAP_VWAP_BOUNCE_UP -> FORMATION_CLOSE_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,5,23008.5,23011.5,22993.340270460132,5.0532,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-041467,EP-000014,BR-000002,FADE,short,formation_close,fade,VWAP_BAND_REJECT_P1_618 -> FORMATION_CLOSE_SHORT_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,6,23000.0,23011.5,22993.7548146904,0.5431,0.5431,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-041468,EP-000016,BR-000003,FADE,short,formation_close,fade,VWAP_BAND_REJECT_P1_618 -> FORMATION_CLOSE_SHORT_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,8,23006.0,23022.5,22995.574190021864,0.6319,0.6319,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-041469,EP-000019,BR-000004,CONTINUATION,short,first_touch,continuation,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,11,22992.25,23003.75,22977.0,1.3261,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041470,EP-000022,BR-000005,CONTINUATION,short,first_touch,continuation,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,12,22991.0,22996.5,22977.0,2.5455,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041471,EP-000022,BR-000006,CONTINUATION,short,formation_close,continuation,VWAP_VWAP_BOUNCE_DOWN -> FORMATION_CLOSE_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,12,22991.0,22996.270686043466,22977.0,2.6562,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041472,EP-000023,BR-000007,CONTINUATION,short,first_touch,continuation,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,13,22988.5,22998.0,22977.0,1.2105,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041473,EP-000025,BR-000008,CONTINUATION,long,first_touch,continuation,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,15,23004.0,22992.0,23022.0,1.5,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041474,EP-000025,BR-000009,CONTINUATION,long,formation_close,continuation,VWAP_VWAP_BOUNCE_UP -> FORMATION_CLOSE_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,16,23006.0,22995.65121645936,23022.0,1.5461,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042592,EP-000024,BR-000010,FADE,short,formation_close,fade,COMPRESSION -> FORMATION_CLOSE_SHORT_TRIGGER,COMPRESSION -> ENTRY_TRIGGER,17,23002.0,23007.5,22988.25,2.5,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-041475,EP-000031,BR-000011,CONTINUATION,short,first_touch,continuation,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,21,22992.75,23001.25,22988.25,0.5294,0.5294,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041476,EP-000031,BR-000012,CONTINUATION,short,formation_close,continuation,VWAP_VWAP_BOUNCE_DOWN -> FORMATION_CLOSE_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,22,22996.0,22996.878535027274,22988.25,8.8215,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041477,EP-000035,BR-000013,CONTINUATION,long,first_touch,continuation,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,23,22997.75,22995.75,23008.25,5.25,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-005139,EP-000041,BR-000014,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,25,22989.5,22987.0,22990.75,0.5,0.5,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042633,EP-000041,BR-000015,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,25,22988.25,22986.75,22990.75,1.6667,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005163,EP-000046,BR-000016,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,31,22987.25,22992.0,22981.0,1.3158,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005186,EP-000047,BR-000017,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,32,22981.5,22978.25,22988.25,2.0769,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005207,EP-000048,BR-000018,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,32,22981.5,22978.25,22988.25,2.0769,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041480,EP-000049,BR-000019,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,32,22981.5,22978.25,22994.99900722021,4.1535,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042637,EP-000047,BR-000020,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,32,22981.0,22979.5,22988.25,4.8333,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-041481,EP-000052,BR-000021,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,33,22979.75,22977.25,22994.736423801918,5.9946,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005164,EP-000053,BR-000022,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,34,22988.5,22993.75,22981.0,1.4286,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005228,EP-000054,BR-000023,FADE,short,formation_close,fade,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,34,22988.5,22993.75,22981.0,1.4286,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005140,EP-000057,BR-000024,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,35,22988.75,22986.25,22990.75,0.8,0.8,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005141,EP-000058,BR-000025,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,36,22994.75,22986.25,23001.25,0.7647,0.7647,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041482,EP-000059,BR-000026,CONTINUATION,long,first_touch,continuation,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,36,22994.75,22986.25,23001.25,0.7647,0.7647,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041483,EP-000063,BR-000027,CONTINUATION,long,first_touch,continuation,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,37,22995.25,22991.25,23001.25,1.5,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041484,EP-000063,BR-000028,CONTINUATION,long,formation_close,continuation,VWAP_VWAP_BOUNCE_UP -> FORMATION_CLOSE_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,37,22995.25,22994.002534960156,23001.25,4.8098,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005229,EP-000064,BR-000029,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,38,22994.75,22990.25,23001.25,1.4444,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041485,EP-000065,BR-000030,CONTINUATION,long,first_touch,continuation,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,38,22994.75,22990.25,23001.25,1.4444,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042634,EP-000053,BR-000031,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_ABOVE -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,38,22990.75,22989.25,22991.5,0.5,0.5,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-042639,EP-000064,BR-000032,CONTINUATION,short,retest,continuation,SWING_HIGH_SWEEP_BELOW -> RETEST_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,38,22991.5,22993.0,22990.75,0.5,0.5,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041486,EP-000066,BR-000033,CONTINUATION,short,first_touch,continuation,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,39,22993.25,22995.75,22991.5,0.7,0.7,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005165,EP-000074,BR-000034,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,43,22990.0,22991.75,22988.25,1.0,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005166,EP-000076,BR-000035,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,45,22993.0,22989.25,22996.5,0.9333,0.9333,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005232,EP-000077,BR-000036,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,45,22993.0,22989.25,22996.5,0.9333,0.9333,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005267,EP-000078,BR-000037,FADE,short,formation_close,fade,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,46,22996.25,22997.75,22991.5,3.1667,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-041489,EP-000079,BR-000038,CONTINUATION,long,first_touch,continuation,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,46,22996.25,22992.75,23001.25,1.4286,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005268,EP-000082,BR-000039,FADE,short,formation_close,fade,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,47,22994.75,22999.0,22991.5,0.7647,0.7647,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-041490,EP-000079,BR-000040,CONTINUATION,long,formation_close,continuation,VWAP_VWAP_BOUNCE_UP -> FORMATION_CLOSE_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,47,22994.75,22993.874025838162,22996.5,1.9978,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-005167,EP-000087,BR-000041,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,49,22991.75,22989.0,22996.5,1.7273,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005233,EP-000088,BR-000042,FADE,long,formation_close,fade,SWING_HIGH_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,49,22991.75,22989.0,22996.5,1.7273,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042642,EP-000091,BR-000043,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,51,22988.25,22986.75,22990.75,1.6667,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-042643,EP-000092,BR-000044,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,51,22988.25,22986.75,22990.75,1.6667,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-042644,EP-000093,BR-000045,CONTINUATION,long,retest,continuation,SWING_LOW_SWEEP_BELOW -> RETEST_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,51,22988.25,22986.75,22990.75,1.6667,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-002542,EP-000094,BR-000046,CONTINUATION,long,formation_close,continuation,BULLISH_RB_CONFIRMED -> FORMATION_CLOSE_LONG_TRIGGER,STRUCTURAL_ZONE_INTERACTION -> ENTRY_TRIGGER,52,22991.5,22985.5,22996.5,0.8333,0.8333,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-002981,EP-000094,BR-000047,CONTINUATION,long,first_touch,continuation,BULLISH_RB_CONFIRMED -> FIRST_TOUCH_LONG_TRIGGER,STRUCTURAL_ZONE_INTERACTION -> ENTRY_TRIGGER,53,22989.0,22985.5,22990.75,0.5,0.5,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005234,EP-000096,BR-000048,FADE,short,formation_close,fade,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,53,22986.0,22992.25,22981.0,0.8,0.8,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-003410,EP-000095,BR-000049,CONTINUATION,short,midpoint,continuation,GOOD_BEARISH_DISPLACEMENT -> MIDPOINT_SHORT_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,55,22988.375,22992.25,22981.0,1.9032,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005143,EP-000098,BR-000050,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,55,22986.25,22990.0,22981.0,1.4,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005275,EP-000099,BR-000051,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,55,22986.25,22990.0,22981.0,1.4,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005296,EP-000100,BR-000052,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,55,22986.25,22990.0,22981.0,1.4,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005317,EP-000101,BR-000053,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,55,22986.25,22990.0,22981.0,1.4,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042632,EP-000107,BR-000054,CONTINUATION,long,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_LONG_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,59,22977.0,22975.5,22977.75,0.5,0.5,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,AMBIGUOUS
SETUP-042640,EP-000107,BR-000054,CONTINUATION,long,retest,continuation,GOOD_BEARISH_DISPLACEMENT -> RETEST_LONG_TRIGGER,STRONG_DISPLACEMENT -> ENTRY_TRIGGER,59,22977.75,22976.25,22981.0,2.1667,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042646,EP-000106,BR-000055,CONTINUATION,long,retest,continuation,BEARISH_FVG_FORMED -> RETEST_LONG_TRIGGER,GAP_FORMATION -> ENTRY_TRIGGER,59,22981.5,22980.0,22988.25,4.5,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041494,EP-000112,BR-000056,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M2_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,60,22971.5,22964.0,22992.515975878658,2.8021,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-042648,EP-000113,BR-000057,CONTINUATION,long,retest,continuation,BEARISH_EXPANSION -> RETEST_LONG_TRIGGER,EXPANSION -> ENTRY_TRIGGER,65,22964.5,22963.0,22977.0,8.3333,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-041495,EP-000114,BR-000058,FADE,long,formation_close,fade,VWAP_BAND_REJECT_M1_618 -> FORMATION_CLOSE_LONG_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,67,22972.25,22968.5,22990.408723781253,4.8423,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-000757,EP-000106,BR-000059,CONTINUATION,short,first_touch,continuation,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> BEARISH_FVG_FULL_FILL -> BEARISH_IFVG_FIRST_TOUCH -> FIRST_TOUCH_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> INVERSION_INTERACTION -> ENTRY_TRIGGER,70,22984.75,22989.75,22981.5,0.65,0.65,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-000758,EP-000106,BR-000060,CONTINUATION,short,midpoint,continuation,BEARISH_FVG_FORMED -> BEARISH_FVG_FIRST_TOUCH -> BEARISH_FVG_FULL_FILL -> BEARISH_IFVG_FIRST_TOUCH -> MIDPOINT_SHORT_TRIGGER,GAP_FORMATION -> GAP_FILL -> INVERSION_INTERACTION -> ENTRY_TRIGGER,70,22987.0,22989.75,22981.5,2.0,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-000760,EP-000110,BR-000061,CONTINUATION,short,midpoint,continuation,BEARISH_FVG_FORMED -> MIDPOINT_SHORT_TRIGGER,GAP_FORMATION -> ENTRY_TRIGGER,70,22980.75,22984.25,22977.75,0.8571,0.8571,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-002203,EP-000109,BR-000062,FADE,short,retest,fade,BEARISH_IFVG_ACTIVATION -> SWING_LOW_BREAK -> RETEST_SHORT_TRIGGER,INVERSION_ACTIVATION -> LEVEL_BREAK -> ENTRY_TRIGGER,70,22983.5,22987.25,22981.5,0.5333,0.5333,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005144,EP-000118,BR-000063,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,70,22987.25,22989.5,22981.5,2.5556,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005276,EP-000119,BR-000064,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,70,22987.25,22989.5,22981.5,2.5556,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005297,EP-000120,BR-000065,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,70,22987.25,22989.5,22981.5,2.5556,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005318,EP-000121,BR-000066,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,70,22987.25,22989.5,22981.5,2.5556,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005145,EP-000124,BR-000067,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,71,22988.0,22992.25,22981.5,1.5294,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005168,EP-000125,BR-000068,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,71,22988.0,22992.25,22981.5,1.5294,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005235,EP-000126,BR-000069,FADE,short,formation_close,fade,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,71,22988.0,22992.25,22981.5,1.5294,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005277,EP-000127,BR-000070,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,71,22988.0,22992.25,22981.5,1.5294,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005298,EP-000128,BR-000071,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,71,22988.0,22992.25,22981.5,1.5294,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005319,EP-000129,BR-000072,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,71,22988.0,22992.25,22981.5,1.5294,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-041496,EP-000130,BR-000073,CONTINUATION,short,first_touch,continuation,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,71,22988.0,22992.25,22981.5,1.5294,1.0,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
SETUP-005146,EP-000134,BR-000074,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,73,22989.0,22987.0,22990.75,0.875,0.875,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005278,EP-000135,BR-000075,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,73,22989.0,22987.0,22990.75,0.875,0.875,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005299,EP-000136,BR-000076,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,73,22989.0,22987.0,22990.75,0.875,0.875,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005320,EP-000137,BR-000077,FADE,long,formation_close,fade,SWING_LOW_SWEEP_BELOW -> FORMATION_CLOSE_LONG_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,73,22989.0,22987.0,22990.75,0.875,0.875,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005169,EP-000140,BR-000078,FADE,short,formation_close,fade,SWING_LOW_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,74,22990.0,22992.25,22988.25,0.7778,0.7778,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-005236,EP-000141,BR-000079,FADE,short,formation_close,fade,SWING_HIGH_SWEEP_ABOVE -> FORMATION_CLOSE_SHORT_TRIGGER,LIQUIDITY_SWEEP -> ENTRY_TRIGGER,74,22990.0,22992.25,22988.25,0.7778,0.7778,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,WIN
SETUP-041499,EP-000142,BR-000080,CONTINUATION,long,first_touch,continuation,VWAP_VWAP_BOUNCE_UP -> FIRST_TOUCH_LONG_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,74,22990.0,22988.75,22990.75,0.6,0.6,0,0,0.0,1.0,RECORDED_NOT_ACTIVATED,LOSS
