candidate_id,source_branch_id,source_episode_id,trigger_event_id,direction,entry_mode,continuation_or_fade,trigger_family,exact_graph,reduced_graph,entry_seq,entry_price,structural_stop,structural_target,natural_rr,executed_rr,stop_anchor_type,stop_anchor_object_id,target_anchor_type,target_anchor_object_id,target_policy_id,target_anchor_timeframe,target_surface_policy,target_prominence_grade,selected_target_rank,selection_rule_id,natural_target,executed_target,parent_fvg_id,effective_sample,shrunk_expected_R,qualification,outcome
GNC-019327,GBR-006725,GEP-001524,EVT-0079684,short,formation_close,continuation,break_accept_cont,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,1621,22871.5,22877.25,22871.125,0.0652,0.0,accepted_boundary,LVL-000598,branch:opposing_liquidity,LVL-002659,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22871.125,0.0,,,,UNSCORED,UNEVALUATED
GNC-019328,GBR-006725,GEP-001524,EVT-0079684,short,formation_close,continuation,break_accept_cont,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,1621,22871.5,22877.25,22871.0,0.087,0.0,accepted_boundary,LVL-000598,rejection_block,RB-000002,NEAREST_VALID_STRUCTURE,1m,PROXIMAL_EDGE,,0,NEAREST_VALID_STRUCTURE|rejection_block|rank=0,22871.0,0.0,,,,UNSCORED,UNEVALUATED
GNC-019330,GBR-006725,GEP-001524,EVT-0079684,short,formation_close,continuation,break_accept_cont,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,1621,22871.5,22877.25,22868.75,0.4783,0.0,accepted_boundary,LVL-000598,htf_fvg,HTFFVG15-000019,NEAREST_OPPOSING_HTF_FVG,15,PROXIMAL_EDGE,,0,NEAREST_OPPOSING_HTF_FVG|htf_fvg|rank=0,22868.75,0.0,,,,UNSCORED,UNEVALUATED
GNC-019331,GBR-006736,GEP-001528,EVT-0079695,short,formation_close,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,1621,22871.5,22873.0,22871.125,0.25,0.0,ifvg_invalidation_boundary,IFVG-000326,branch:opposing_liquidity,LVL-002659,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22871.125,0.0,FVG-000353,,,UNSCORED,UNEVALUATED
GNC-019332,GBR-006736,GEP-001528,EVT-0079695,short,formation_close,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,1621,22871.5,22873.0,22871.0,0.3333,0.0,ifvg_invalidation_boundary,IFVG-000326,rejection_block,RB-000002,NEAREST_VALID_STRUCTURE,1m,PROXIMAL_EDGE,,0,NEAREST_VALID_STRUCTURE|rejection_block|rank=0,22871.0,0.0,FVG-000353,,,UNSCORED,UNEVALUATED
GNC-019335,GBR-006737,GEP-001528,EVT-0079695,short,next_bar,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> NEXT_BAR_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,1622,22871.75,22873.0,22871.25,0.4,0.0,ifvg_invalidation_boundary,IFVG-000326,branch:opposing_liquidity,LVL-000533,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22871.25,0.0,FVG-000353,,,UNSCORED,UNEVALUATED
GNC-019336,GBR-006737,GEP-001528,EVT-0079695,short,next_bar,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> NEXT_BAR_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,1622,22871.75,22873.0,22871.31711409396,0.3463,0.0,ifvg_invalidation_boundary,IFVG-000326,vwap,VWAP-000004:vwap,NEAREST_VALID_STRUCTURE,session,PROXIMAL_EDGE,,0,NEAREST_VALID_STRUCTURE|vwap|rank=0,22871.31711409396,0.0,FVG-000353,,,UNSCORED,UNEVALUATED
GNC-019338,GBR-006739,GEP-001529,EVT-0079704,short,formation_close,continuation,fvg_formation,BEARISH_FVG_FORMED -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> ENTRY_TRIGGER,1622,22868.75,22872.75,22868.25,0.125,0.0,fvg_boundary,FVG-000355,branch:opposing_liquidity,LVL-000321,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22868.25,0.0,,,,UNSCORED,UNEVALUATED
GNC-019339,GBR-006739,GEP-001529,EVT-0079704,short,formation_close,continuation,fvg_formation,BEARISH_FVG_FORMED -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> ENTRY_TRIGGER,1622,22868.75,22872.75,22868.0,0.1875,0.0,fvg_boundary,FVG-000355,rejection_block,RB-000188,NEAREST_VALID_STRUCTURE,1m,PROXIMAL_EDGE,,0,NEAREST_VALID_STRUCTURE|rejection_block|rank=0,22868.0,0.0,,,,UNSCORED,UNEVALUATED
GNC-019344,GBR-006734,GEP-001527,EVT-0079708,short,formation_close,continuation,break_accept_cont,ANCHOR_MIDNIGHT_OPEN_BREAK -> ANCHOR_MIDNIGHT_OPEN_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,1622,22868.75,22874.75,22868.25,0.0833,0.0,accepted_boundary,LVL-000015,branch:opposing_liquidity,LVL-000321,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22868.25,0.0,,,,UNSCORED,UNEVALUATED
