branch_id,episode_id,hypothesis_id,terminal_status,terminal_reason,n_events
GBR-013316,GEP-002979,H_rb_unresolved_fade,UNRESOLVED,inactive,2
GBR-013318,GEP-002980,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013320,GEP-002981,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013323,GEP-002983,H_rb_reaction_continuation,EXPIRED,inactive,1
GBR-013324,GEP-002983,H_rb_fvg_fill_continuation,EXPIRED,inactive,1
GBR-013325,GEP-002983,H_rb_unresolved_fade,EXPIRED,inactive,1
GBR-013331,GEP-002984,H_ifvg_retest,EXPIRED,inactive,3
GBR-013333,GEP-002985,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013475,GEP-003016,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013477,GEP-003017,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013497,GEP-002970,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-013498,GEP-002970,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-013500,GEP-002975,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-013501,GEP-002975,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-013505,GEP-003017,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-013506,GEP-003017,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-013511,GEP-003020,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013513,GEP-003021,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013546,GEP-003029,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013548,GEP-003030,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013628,GEP-003047,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013693,GEP-003047,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-013694,GEP-003047,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-013696,GEP-003065,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013698,GEP-003066,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-013735,GEP-003073,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-014881,GEP-003325,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-014905,GEP-003325,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-014906,GEP-003325,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-014907,GEP-003330,H_rb_reaction_continuation,EXPIRED,inactive,1
GBR-014908,GEP-003330,H_rb_fvg_fill_continuation,EXPIRED,inactive,1
GBR-014909,GEP-003330,H_rb_unresolved_fade,EXPIRED,inactive,1
GBR-014911,GEP-003331,H_time_anchor_break_failed_fade,EXPIRED,inactive,1
GBR-014913,GEP-003332,H_time_anchor_break_failed_fade,EXPIRED,inactive,1
GBR-014915,GEP-003333,H_hist_level_break_failed_fade,EXPIRED,inactive,1
GBR-014917,GEP-003334,H_hist_level_break_failed_fade,EXPIRED,inactive,1
GBR-014928,GEP-003306,H_time_anchor_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-014931,GEP-003331,H_time_anchor_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-014934,GEP-003332,H_time_anchor_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-014937,GEP-003334,H_hist_level_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-014943,GEP-003315,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-014946,GEP-003336,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015173,GEP-003381,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015193,GEP-003387,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015195,GEP-003388,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015209,GEP-003392,H_rb_unresolved_fade,UNRESOLVED,inactive,2
GBR-015224,GEP-003394,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015226,GEP-003395,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015353,GEP-003423,H_compression_false_expansion_fade,EXPIRED,inactive,1
GBR-015504,GEP-003399,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-015507,GEP-003400,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-015508,GEP-003400,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-015511,GEP-003458,H_ifvg_retest,EXPIRED,inactive,3
GBR-015513,GEP-003459,H_fvg_first_touch,EXPIRED,inactive,1
GBR-015514,GEP-003459,H_fvg_first_fill,EXPIRED,inactive,1
GBR-015515,GEP-003459,H_fvg_midpoint,EXPIRED,inactive,1
GBR-015516,GEP-003459,H_fvg_full_fill,EXPIRED,inactive,1
GBR-015521,GEP-003460,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015523,GEP-003461,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015531,GEP-003462,H_fvg_full_fill,EXPIRED,inactive,1
GBR-015816,GEP-002783,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-015817,GEP-002783,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-015819,GEP-002800,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-015820,GEP-002800,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-015822,GEP-002813,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-015823,GEP-002813,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-015825,GEP-002815,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-015826,GEP-002815,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-015850,GEP-003531,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-015925,GEP-003549,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016098,GEP-003588,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016105,GEP-003588,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016106,GEP-003588,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-016112,GEP-003592,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016114,GEP-003593,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016141,GEP-003592,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016142,GEP-003592,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-016149,GEP-003593,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016150,GEP-003593,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-016152,GEP-003601,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016155,GEP-003601,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016158,GEP-003602,H_rb_unresolved_fade,UNRESOLVED,inactive,2
GBR-016166,GEP-003605,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016172,GEP-003605,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016173,GEP-003605,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-016175,GEP-003608,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016178,GEP-003608,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016185,GEP-003611,H_rb_unresolved_fade,UNRESOLVED,inactive,2
GBR-016187,GEP-003612,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016189,GEP-003613,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016214,GEP-003617,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016218,GEP-003618,H_fvg_first_touch,EXPIRED,inactive,1
GBR-016219,GEP-003618,H_fvg_first_fill,EXPIRED,inactive,1
GBR-016220,GEP-003618,H_fvg_midpoint,EXPIRED,inactive,1
GBR-016221,GEP-003618,H_fvg_full_fill,EXPIRED,inactive,1
GBR-016233,GEP-003621,H_fvg_midpoint,EXPIRED,inactive,1
GBR-016234,GEP-003621,H_fvg_full_fill,EXPIRED,inactive,1
GBR-016236,GEP-003622,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016238,GEP-003623,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016243,GEP-003509,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016244,GEP-003509,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-016246,GEP-003586,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016247,GEP-003586,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-016252,GEP-003626,H_rb_unresolved_fade,UNRESOLVED,inactive,2
GBR-016254,GEP-003627,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016256,GEP-003628,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016258,GEP-003629,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016260,GEP-003630,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016277,GEP-003635,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016294,GEP-003637,H_fvg_first_touch,EXPIRED,inactive,1
GBR-016295,GEP-003637,H_fvg_first_fill,EXPIRED,inactive,1
GBR-016296,GEP-003637,H_fvg_midpoint,EXPIRED,inactive,1
GBR-016297,GEP-003637,H_fvg_full_fill,EXPIRED,inactive,1
GBR-016318,GEP-003639,H_ifvg_retest,EXPIRED,inactive,3
GBR-016322,GEP-003640,H_fvg_midpoint,EXPIRED,inactive,1
GBR-016323,GEP-003640,H_fvg_full_fill,EXPIRED,inactive,1
GBR-016325,GEP-003641,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016328,GEP-003642,H_ifvg_retest,EXPIRED,inactive,3
GBR-016331,GEP-003643,H_ifvg_retest,EXPIRED,inactive,3
GBR-016335,GEP-003644,H_fvg_first_touch,EXPIRED,inactive,1
GBR-016336,GEP-003644,H_fvg_first_fill,EXPIRED,inactive,1
GBR-016337,GEP-003644,H_fvg_midpoint,EXPIRED,inactive,1
GBR-016338,GEP-003644,H_fvg_full_fill,EXPIRED,inactive,1
GBR-016341,GEP-003645,H_ifvg_retest,EXPIRED,inactive,3
GBR-016380,GEP-003652,H_rb_unresolved_fade,UNRESOLVED,expiry,2
GBR-016384,GEP-003654,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016386,GEP-003655,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016508,GEP-003686,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016510,GEP-003687,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016512,GEP-003688,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016514,GEP-003689,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016525,GEP-003686,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016526,GEP-003686,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016528,GEP-003687,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016529,GEP-003687,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016531,GEP-003689,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016532,GEP-003689,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016542,GEP-003688,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016543,GEP-003688,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016553,GEP-003693,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016555,GEP-003694,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016556,GEP-003695,H_rb_reaction_continuation,EXPIRED,expiry,1
GBR-016557,GEP-003695,H_rb_fvg_fill_continuation,EXPIRED,expiry,1
GBR-016558,GEP-003695,H_rb_unresolved_fade,EXPIRED,expiry,1
GBR-016562,GEP-003696,H_fvg_first_touch,EXPIRED,expiry,1
GBR-016563,GEP-003696,H_fvg_first_fill,EXPIRED,expiry,1
GBR-016564,GEP-003696,H_fvg_midpoint,EXPIRED,expiry,1
GBR-016565,GEP-003696,H_fvg_full_fill,EXPIRED,expiry,1
GBR-016567,GEP-003673,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016570,GEP-003697,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016572,GEP-003698,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016576,GEP-003699,H_fvg_first_touch,EXPIRED,expiry,1
GBR-016577,GEP-003699,H_fvg_first_fill,EXPIRED,expiry,1
GBR-016578,GEP-003699,H_fvg_midpoint,EXPIRED,expiry,1
GBR-016579,GEP-003699,H_fvg_full_fill,EXPIRED,expiry,1
GBR-016581,GEP-003700,H_hist_level_break_failed_fade,EXPIRED,expiry,1
GBR-016588,GEP-003702,H_hist_level_break_failed_fade,EXPIRED,expiry,1
GBR-016590,GEP-003703,H_hist_level_break_failed_fade,EXPIRED,expiry,1
GBR-016592,GEP-003704,H_hist_level_break_failed_fade,EXPIRED,expiry,1
GBR-016594,GEP-003705,H_hist_level_break_failed_fade,EXPIRED,expiry,1
GBR-016596,GEP-003706,H_hist_level_break_failed_fade,EXPIRED,expiry,1
GBR-016598,GEP-002752,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016601,GEP-002754,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016604,GEP-002758,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016607,GEP-002763,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016610,GEP-002753,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016613,GEP-002764,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016616,GEP-003702,H_hist_level_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016624,GEP-003707,H_fvg_first_touch,EXPIRED,expiry,1
GBR-016625,GEP-003707,H_fvg_first_fill,EXPIRED,expiry,1
GBR-016626,GEP-003707,H_fvg_midpoint,EXPIRED,expiry,1
GBR-016627,GEP-003707,H_fvg_full_fill,EXPIRED,expiry,1
GBR-016634,GEP-003708,H_fvg_full_fill,EXPIRED,expiry,1
GBR-016645,GEP-002478,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016646,GEP-002478,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016648,GEP-002481,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016649,GEP-002481,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016651,GEP-002482,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016652,GEP-002482,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016665,GEP-003713,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016670,GEP-003715,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016672,GEP-003716,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016683,GEP-003717,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016685,GEP-003718,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016687,GEP-003719,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016689,GEP-003720,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016691,GEP-003721,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016700,GEP-003719,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016701,GEP-003719,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016703,GEP-003720,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016704,GEP-003720,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016706,GEP-003721,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016707,GEP-003721,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016709,GEP-003724,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016711,GEP-003725,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016713,GEP-003726,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016732,GEP-003724,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016733,GEP-003724,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016735,GEP-003730,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016737,GEP-002626,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016738,GEP-002626,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016740,GEP-003717,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016741,GEP-003717,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016743,GEP-002627,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016744,GEP-002627,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016746,GEP-003718,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016747,GEP-003718,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016750,GEP-003731,H_rb_unresolved_fade,UNRESOLVED,expiry,2
GBR-016755,GEP-003733,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016757,GEP-003734,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016772,GEP-003738,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016776,GEP-003740,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016796,GEP-003733,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016797,GEP-003733,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016807,GEP-003747,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016809,GEP-003748,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016811,GEP-003744,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-016812,GEP-003744,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-016813,GEP-003749,H_liquidity_break_accept_continuation,EXPIRED,expiry,1
GBR-016814,GEP-003749,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-016817,GEP-003750,H_ifvg_retest,EXPIRED,expiry,3
GBR-016843,GEP-003751,H_vwap_break_accept_continuation,EXPIRED,inactive,1
GBR-016845,GEP-003757,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016847,GEP-003758,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016855,GEP-003759,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016857,GEP-003760,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016862,GEP-003761,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016864,GEP-003762,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016866,GEP-003734,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016869,GEP-003760,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016872,GEP-003762,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-016957,GEP-003776,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-016959,GEP-003777,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017004,GEP-003784,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017006,GEP-003785,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017216,GEP-003831,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017550,GEP-003831,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-017551,GEP-003831,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-017553,GEP-003905,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017556,GEP-003906,H_ifvg_retest,EXPIRED,inactive,3
GBR-017563,GEP-003907,H_fvg_full_fill,EXPIRED,inactive,1
GBR-017642,GEP-003900,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-017643,GEP-003900,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-017647,GEP-003901,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-017648,GEP-003901,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-017676,GEP-003933,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017678,GEP-003934,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017694,GEP-003938,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017699,GEP-003939,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017700,GEP-003940,H_rb_reaction_continuation,EXPIRED,inactive,1
GBR-017701,GEP-003940,H_rb_fvg_fill_continuation,EXPIRED,inactive,1
GBR-017702,GEP-003940,H_rb_unresolved_fade,EXPIRED,inactive,1
GBR-017711,GEP-003942,H_fvg_full_fill,EXPIRED,inactive,1
GBR-017713,GEP-003943,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017715,GEP-003944,H_fvg_first_touch,EXPIRED,inactive,1
GBR-017716,GEP-003944,H_fvg_first_fill,EXPIRED,inactive,1
GBR-017717,GEP-003944,H_fvg_midpoint,EXPIRED,inactive,1
GBR-017718,GEP-003944,H_fvg_full_fill,EXPIRED,inactive,1
GBR-017819,GEP-003964,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017821,GEP-003965,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017886,GEP-003983,H_compression_false_expansion_fade,EXPIRED,inactive,1
GBR-017890,GEP-003759,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-017891,GEP-003759,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-017896,GEP-003761,H_liquidity_sweep_reclaim_fade,EXPIRED,inactive,1
GBR-017897,GEP-003761,H_liquidity_sweep_accept_continuation,EXPIRED,inactive,1
GBR-017913,GEP-003986,H_liquidity_break_failed_fade,EXPIRED,inactive,1
GBR-017935,GEP-003986,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-017936,GEP-003986,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-017939,GEP-003993,H_rb_unresolved_fade,UNRESOLVED,expiry,2
GBR-017941,GEP-003994,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-017944,GEP-003994,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-017951,GEP-003996,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-017953,GEP-003997,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018015,GEP-004014,H_rb_unresolved_fade,UNRESOLVED,expiry,2
GBR-018017,GEP-004015,H_fvg_first_touch,EXPIRED,expiry,1
GBR-018018,GEP-004015,H_fvg_first_fill,EXPIRED,expiry,1
GBR-018019,GEP-004015,H_fvg_midpoint,EXPIRED,expiry,1
GBR-018020,GEP-004015,H_fvg_full_fill,EXPIRED,expiry,1
GBR-018025,GEP-004016,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018027,GEP-004017,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018035,GEP-004018,H_fvg_full_fill,EXPIRED,expiry,1
GBR-018043,GEP-004019,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018058,GEP-004023,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018115,GEP-003921,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018116,GEP-003921,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018123,GEP-003922,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018124,GEP-003922,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018134,GEP-004036,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018164,GEP-004044,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018166,GEP-004045,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018175,GEP-004046,H_ifvg_retest,EXPIRED,expiry,3
GBR-018182,GEP-004047,H_fvg_full_fill,EXPIRED,expiry,1
GBR-018191,GEP-004043,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018192,GEP-004043,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018219,GEP-004054,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018224,GEP-004055,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018261,GEP-004063,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018263,GEP-004064,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018280,GEP-004069,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018306,GEP-004077,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018308,GEP-004070,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018309,GEP-004070,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018318,GEP-004079,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018320,GEP-004080,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018393,GEP-004023,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018394,GEP-004023,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018396,GEP-004063,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018397,GEP-004063,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018399,GEP-004069,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018400,GEP-004069,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018402,GEP-004077,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018403,GEP-004077,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018405,GEP-004079,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018406,GEP-004079,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018408,GEP-004064,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018409,GEP-004064,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018411,GEP-004080,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018412,GEP-004080,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018414,GEP-004088,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018415,GEP-004088,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018417,GEP-004089,H_liquidity_sweep_reclaim_fade,EXPIRED,expiry,1
GBR-018418,GEP-004089,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018421,GEP-004090,H_liquidity_sweep_accept_continuation,EXPIRED,expiry,1
GBR-018423,GEP-004095,H_liquidity_break_failed_fade,EXPIRED,expiry,1
GBR-018429,GEP-004097,H_ifvg_retest,EXPIRED,expiry,3
GBR-018432,GEP-004098,H_ifvg_retest,EXPIRED,expiry,3
GBR-018438,GEP-004099,H_fvg_midpoint,EXPIRED,expiry,1
