session,day,event_type,event_subtype
2025-07-13,2025-07-14,vwap,VWAP_BAND_REJECT_M2_618 x3
2025-07-13,2025-07-14,vwap,VWAP_BAND_REJECT_P1_618 x52
2025-07-13,2025-07-14,vwap,VWAP_BAND_REJECT_P2_618 x1
2025-07-13,2025-07-14,vwap,VWAP_BAND_REJECT_P3_618 x1
2025-07-13,2025-07-14,vwap,VWAP_VWAP x6
2025-07-13,2025-07-14,vwap,VWAP_VWAP_ABOVE x3
2025-07-13,2025-07-14,vwap,VWAP_VWAP_BELOW x3
2025-07-13,2025-07-14,vwap,VWAP_VWAP_BOUNCE_DOWN x17
2025-07-13,2025-07-14,vwap,VWAP_VWAP_BOUNCE_UP x6
2025-07-13,2025-07-14,vwap,VWAP_VWAP_DOWN x3
2025-07-13,2025-07-14,vwap,VWAP_VWAP_UP x4
2025-07-14,2025-07-14,displacement,BAD_BEARISH_DISPLACEMENT x3
2025-07-14,2025-07-14,displacement,BAD_BULLISH_DISPLACEMENT x3
2025-07-14,2025-07-14,displacement,DISPLACEMENT_CONTINUATION x46
2025-07-14,2025-07-14,displacement,DISPLACEMENT_FAILED_CONTINUATION x9
2025-07-14,2025-07-14,displacement,GOOD_BEARISH_DISPLACEMENT x14
2025-07-14,2025-07-14,displacement,GOOD_BULLISH_DISPLACEMENT x17
2025-07-14,2025-07-14,displacement,MIXED_BEARISH_DISPLACEMENT x35
2025-07-14,2025-07-14,displacement,MIXED_BULLISH_DISPLACEMENT x47
2025-07-14,2025-07-14,fvg,BEARISH_FVG_EXACT_TOUCH x11
2025-07-14,2025-07-14,fvg,BEARISH_FVG_FAILURE x30
2025-07-14,2025-07-14,fvg,BEARISH_FVG_FIRST_FILL x29
2025-07-14,2025-07-14,fvg,BEARISH_FVG_FIRST_TOUCH x29
2025-07-14,2025-07-14,fvg,BEARISH_FVG_FORMED x32
2025-07-14,2025-07-14,fvg,BEARISH_FVG_FULL_FILL x30
2025-07-14,2025-07-14,fvg,BEARISH_FVG_MIDPOINT x30
2025-07-14,2025-07-14,fvg,BEARISH_FVG_REVISIT x147
2025-07-14,2025-07-14,fvg,BULLISH_FVG_CONTINUATION x2
2025-07-14,2025-07-14,fvg,BULLISH_FVG_EXACT_TOUCH x9
2025-07-14,2025-07-14,fvg,BULLISH_FVG_EXPIRY x6
2025-07-14,2025-07-14,fvg,BULLISH_FVG_FAILURE x35
2025-07-14,2025-07-14,fvg,BULLISH_FVG_FIRST_FILL x35
2025-07-14,2025-07-14,fvg,BULLISH_FVG_FIRST_TOUCH x34
2025-07-14,2025-07-14,fvg,BULLISH_FVG_FORMED x39
2025-07-14,2025-07-14,fvg,BULLISH_FVG_FULL_FILL x34
2025-07-14,2025-07-14,fvg,BULLISH_FVG_MIDPOINT x35
2025-07-14,2025-07-14,fvg,BULLISH_FVG_REVISIT x130
2025-07-14,2025-07-14,hist_level,PREV_DAY_HIGH_EXACT_TOUCH x1
2025-07-14,2025-07-14,hist_level,PREV_DAY_HIGH_FIRST_TOUCH x1
2025-07-14,2025-07-14,hist_level,PREV_RTH_CLOSE_ACCEPTANCE_ABOVE x1
2025-07-14,2025-07-14,hist_level,PREV_RTH_CLOSE_ACCEPTANCE_BELOW x1
2025-07-14,2025-07-14,hist_level,PREV_RTH_CLOSE_CONTINUATION x2
2025-07-14,2025-07-14,hist_level,PREV_RTH_CLOSE_RECLAIM x2
2025-07-14,2025-07-14,hist_level,PREV_RTH_CLOSE_REJECTION x1
2025-07-14,2025-07-14,hist_level,PREV_RTH_CLOSE_REVISIT x2
2025-07-14,2025-07-14,hist_level,PREV_RTH_CLOSE_SWEEP_ABOVE x1
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_ACCEPTANCE_ABOVE x2
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_ACCEPTANCE_BELOW x2
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_CONTINUATION x4
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_EXACT_TOUCH x1
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_FIRST_TOUCH x1
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_RECLAIM x5
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_REJECTION x2
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_REVISIT x7
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_SWEEP_ABOVE x1
2025-07-14,2025-07-14,hist_level,PREV_RTH_HIGH_SWEEP_BELOW x1
2025-07-14,2025-07-14,ifvg,BEARISH_IFVG_ACTIVATION x35
2025-07-14,2025-07-14,ifvg,BEARISH_IFVG_FIRST_TOUCH x33
2025-07-14,2025-07-14,ifvg,BEARISH_IFVG_REINVERSION x33
2025-07-14,2025-07-14,ifvg,BEARISH_IFVG_REJECTION x68
2025-07-14,2025-07-14,ifvg,BEARISH_IFVG_REVISIT x144
2025-07-14,2025-07-14,ifvg,BULLISH_IFVG_ACTIVATION x30
2025-07-14,2025-07-14,ifvg,BULLISH_IFVG_EXPIRY x6
2025-07-14,2025-07-14,ifvg,BULLISH_IFVG_FIRST_TOUCH x25
2025-07-14,2025-07-14,ifvg,BULLISH_IFVG_REINVERSION x21
2025-07-14,2025-07-14,ifvg,BULLISH_IFVG_REJECTION x35
2025-07-14,2025-07-14,ifvg,BULLISH_IFVG_REVISIT x74
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_ACCEPTANCE_ABOVE x108
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_ACCEPTANCE_BELOW x93
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_BREAK x22
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_CONFIRMED x22
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_CONTINUATION x170
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_EXACT_TOUCH x34
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_EXPIRY x22
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_FIRST_TOUCH x22
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_RECLAIM x229
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_REJECTION x219
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_REVISIT x473
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_SWEEP_ABOVE x116
2025-07-14,2025-07-14,liquidity,EQUAL_HIGHS_SWEEP_BELOW x103
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_ACCEPTANCE_ABOVE x121
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_ACCEPTANCE_BELOW x95
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_BREAK x25
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_CONFIRMED x25
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_CONTINUATION x171
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_EXACT_TOUCH x67
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_EXPIRY x23
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_FIRST_TOUCH x26
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_RECLAIM x265
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_REJECTION x261
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_REVISIT x582
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_SWEEP_ABOVE x106
2025-07-14,2025-07-14,liquidity,EQUAL_LOWS_SWEEP_BELOW x155
2025-07-14,2025-07-14,liquidity,SWING_HIGH_ACCEPTANCE_ABOVE x267
2025-07-14,2025-07-14,liquidity,SWING_HIGH_ACCEPTANCE_BELOW x230
2025-07-14,2025-07-14,liquidity,SWING_HIGH_BREAK x58
2025-07-14,2025-07-14,liquidity,SWING_HIGH_CONFIRMED x58
2025-07-14,2025-07-14,liquidity,SWING_HIGH_CONTINUATION x422
2025-07-14,2025-07-14,liquidity,SWING_HIGH_EXACT_TOUCH x151
2025-07-14,2025-07-14,liquidity,SWING_HIGH_EXPIRY x57
2025-07-14,2025-07-14,liquidity,SWING_HIGH_FIRST_TOUCH x56
2025-07-14,2025-07-14,liquidity,SWING_HIGH_RECLAIM x594
2025-07-14,2025-07-14,liquidity,SWING_HIGH_REJECTION x475
2025-07-14,2025-07-14,liquidity,SWING_HIGH_REVISIT x1191
2025-07-14,2025-07-14,liquidity,SWING_HIGH_SWEEP_ABOVE x236
2025-07-14,2025-07-14,liquidity,SWING_HIGH_SWEEP_BELOW x239
2025-07-14,2025-07-14,liquidity,SWING_LOW_ACCEPTANCE_ABOVE x274
2025-07-14,2025-07-14,liquidity,SWING_LOW_ACCEPTANCE_BELOW x191
2025-07-14,2025-07-14,liquidity,SWING_LOW_BREAK x59
2025-07-14,2025-07-14,liquidity,SWING_LOW_CONFIRMED x59
2025-07-14,2025-07-14,liquidity,SWING_LOW_CONTINUATION x375
2025-07-14,2025-07-14,liquidity,SWING_LOW_EXACT_TOUCH x216
2025-07-14,2025-07-14,liquidity,SWING_LOW_EXPIRY x56
2025-07-14,2025-07-14,liquidity,SWING_LOW_FIRST_TOUCH x60
2025-07-14,2025-07-14,liquidity,SWING_LOW_RECLAIM x609
2025-07-14,2025-07-14,liquidity,SWING_LOW_REJECTION x532
2025-07-14,2025-07-14,liquidity,SWING_LOW_REVISIT x1318
2025-07-14,2025-07-14,liquidity,SWING_LOW_SWEEP_ABOVE x199
2025-07-14,2025-07-14,liquidity,SWING_LOW_SWEEP_BELOW x333
2025-07-14,2025-07-14,rejection_block,BEARISH_RB_CONFIRMED x12
2025-07-14,2025-07-14,rejection_block,BEARISH_RB_EXACT_TOUCH x6
2025-07-14,2025-07-14,rejection_block,BEARISH_RB_FAILURE x6
2025-07-14,2025-07-14,rejection_block,BEARISH_RB_FORMED x18
2025-07-14,2025-07-14,rejection_block,BEARISH_RB_INVALIDATION x12
2025-07-14,2025-07-14,rejection_block,BEARISH_RB_REJECTION x38
2025-07-14,2025-07-14,rejection_block,BEARISH_RB_REVISIT x60
2025-07-14,2025-07-14,rejection_block,BEARISH_RB_TAP x12
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_CONFIRMED x15
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_EXACT_TOUCH x13
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_EXPIRY x4
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_FAILURE x10
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_FORMED x25
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_INVALIDATION x14
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_REJECTION x54
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_REVISIT x115
2025-07-14,2025-07-14,rejection_block,BULLISH_RB_TAP x15
2025-07-14,2025-07-14,structure,BEARISH_EXPANSION x8
2025-07-14,2025-07-14,structure,BULLISH_EXPANSION x16
2025-07-14,2025-07-14,structure,COMPRESSION x1
2025-07-14,2025-07-14,structure,STRUCT_BREAK x1
2025-07-14,2025-07-14,structure,STRUCT_CONTINUATION x1
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_ACCEPTANCE_ABOVE x3
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_ACCEPTANCE_BELOW x2
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_BREAK x1
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_CONTINUATION x4
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_EXACT_TOUCH x3
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_EXPIRY x1
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_FIRST_TOUCH x1
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_FORMED x1
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_RECLAIM x7
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_REJECTION x1
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_REVISIT x10
2025-07-14,2025-07-14,time_anchor,ANCHOR_ASIA_OPEN_SWEEP x1
2025-07-14,2025-07-14,vwap,VWAP_BAND_REJECT_M1_618 x23
2025-07-14,2025-07-14,vwap,VWAP_BAND_REJECT_M2_618 x6
2025-07-14,2025-07-14,vwap,VWAP_BAND_REJECT_M3_618 x1
2025-07-14,2025-07-14,vwap,VWAP_BAND_REJECT_P1_618 x4
2025-07-14,2025-07-14,vwap,VWAP_BAND_REJECT_P2_618 x3
2025-07-14,2025-07-14,vwap,VWAP_BAND_REJECT_P3_618 x1
2025-07-14,2025-07-14,vwap,VWAP_VWAP x8
2025-07-14,2025-07-14,vwap,VWAP_VWAP_ABOVE x4
2025-07-14,2025-07-14,vwap,VWAP_VWAP_BELOW x3
2025-07-14,2025-07-14,vwap,VWAP_VWAP_BOUNCE_DOWN x17
2025-07-14,2025-07-14,vwap,VWAP_VWAP_BOUNCE_UP x12
2025-07-14,2025-07-14,vwap,VWAP_VWAP_DOWN x3
2025-07-14,2025-07-14,vwap,VWAP_VWAP_UP x4
2025-07-14,2025-07-15,displacement,BAD_BEARISH_DISPLACEMENT x12
2025-07-14,2025-07-15,displacement,BAD_BULLISH_DISPLACEMENT x9
2025-07-14,2025-07-15,displacement,DISPLACEMENT_CONTINUATION x164
2025-07-14,2025-07-15,displacement,DISPLACEMENT_FAILED_CONTINUATION x48
2025-07-14,2025-07-15,displacement,GOOD_BEARISH_DISPLACEMENT x59
2025-07-14,2025-07-15,displacement,GOOD_BULLISH_DISPLACEMENT x38
2025-07-14,2025-07-15,displacement,MIXED_BEARISH_DISPLACEMENT x127
2025-07-14,2025-07-15,displacement,MIXED_BULLISH_DISPLACEMENT x147
2025-07-14,2025-07-15,fvg,BEARISH_FVG_EXACT_TOUCH x20
2025-07-14,2025-07-15,fvg,BEARISH_FVG_FAILURE x86
2025-07-14,2025-07-15,fvg,BEARISH_FVG_FIRST_FILL x93
2025-07-14,2025-07-15,fvg,BEARISH_FVG_FIRST_TOUCH x93
2025-07-14,2025-07-15,fvg,BEARISH_FVG_FORMED x96
2025-07-14,2025-07-15,fvg,BEARISH_FVG_FULL_FILL x91
2025-07-14,2025-07-15,fvg,BEARISH_FVG_MIDPOINT x91
2025-07-14,2025-07-15,fvg,BEARISH_FVG_REVISIT x388
2025-07-14,2025-07-15,fvg,BULLISH_FVG_CONTINUATION x9
2025-07-14,2025-07-15,fvg,BULLISH_FVG_EXACT_TOUCH x21
2025-07-14,2025-07-15,fvg,BULLISH_FVG_EXPIRY x18
2025-07-14,2025-07-15,fvg,BULLISH_FVG_FAILURE x102
2025-07-14,2025-07-15,fvg,BULLISH_FVG_FIRST_FILL x107
2025-07-14,2025-07-15,fvg,BULLISH_FVG_FIRST_TOUCH x107
2025-07-14,2025-07-15,fvg,BULLISH_FVG_FORMED x109
2025-07-14,2025-07-15,fvg,BULLISH_FVG_FULL_FILL x104
2025-07-14,2025-07-15,fvg,BULLISH_FVG_MIDPOINT x105
2025-07-14,2025-07-15,fvg,BULLISH_FVG_REVISIT x327
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_ACCEPTANCE_ABOVE x3
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_ACCEPTANCE_BELOW x3
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_BREAK x1
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_CONTINUATION x5
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_EXACT_TOUCH x1
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_EXPIRY x1
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_FIRST_TOUCH x1
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_FORMED x1
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_RECLAIM x6
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_REJECTION x7
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_REVISIT x13
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_SWEEP_ABOVE x2
2025-07-14,2025-07-15,hist_level,HL_0900_HIGH_SWEEP_BELOW x5
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_ACCEPTANCE_ABOVE x1
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_ACCEPTANCE_BELOW x2
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_BREAK x1
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_CONTINUATION x3
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_EXACT_TOUCH x1
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_EXPIRY x1
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_FIRST_TOUCH x1
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_FORMED x1
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_RECLAIM x3
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_REJECTION x5
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_REVISIT x10
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_SWEEP_ABOVE x3
2025-07-14,2025-07-15,hist_level,HL_0900_LOW_SWEEP_BELOW x2
2025-07-14,2025-07-15,hist_level,HL_0930_HIGH_ACCEPTANCE_BELOW x1
2025-07-14,2025-07-15,hist_level,HL_0930_HIGH_BREAK x1
2025-07-14,2025-07-15,hist_level,HL_0930_HIGH_CONTINUATION x1
2025-07-14,2025-07-15,hist_level,HL_0930_HIGH_EXPIRY x1
2025-07-14,2025-07-15,hist_level,HL_0930_HIGH_FORMED x1
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_ACCEPTANCE_BELOW x1
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_BREAK x1
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_CONTINUATION x1
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_EXPIRY x1
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_FIRST_TOUCH x1
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_FORMED x1
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_REJECTION x2
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_REVISIT x2
2025-07-14,2025-07-15,hist_level,HL_0930_LOW_SWEEP_ABOVE x2
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_ACCEPTANCE_ABOVE x9
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_ACCEPTANCE_BELOW x9
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_BREAK x1
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_CONTINUATION x15
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_EXACT_TOUCH x5
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_EXPIRY x1
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_FIRST_TOUCH x1
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_FORMED x1
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_RECLAIM x22
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_REJECTION x13
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_REVISIT x40
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_SWEEP_ABOVE x4
2025-07-14,2025-07-15,hist_level,HL_1000_HIGH_SWEEP_BELOW x9
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_ACCEPTANCE_ABOVE x4
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_ACCEPTANCE_BELOW x5
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_BREAK x1
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_CONTINUATION x8
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_EXACT_TOUCH x2
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_EXPIRY x1
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_FIRST_TOUCH x1
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_FORMED x1
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_RECLAIM x9
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_REJECTION x15
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_REVISIT x26
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_SWEEP_ABOVE x10
2025-07-14,2025-07-15,hist_level,HL_1000_LOW_SWEEP_BELOW x5
2025-07-14,2025-07-15,hist_level,PREV_3SESSION_HIGH_ACCEPTANCE_BELOW x1
2025-07-14,2025-07-15,hist_level,PREV_3SESSION_HIGH_BREAK x1
2025-07-14,2025-07-15,hist_level,PREV_3SESSION_HIGH_CONTINUATION x1
2025-07-14,2025-07-15,hist_level,PREV_3SESSION_HIGH_FORMED x1
2025-07-14,2025-07-15,hist_level,PREV_3SESSION_LOW_ACCEPTANCE_ABOVE x1
2025-07-14,2025-07-15,hist_level,PREV_3SESSION_LOW_BREAK x1
2025-07-14,2025-07-15,hist_level,PREV_3SESSION_LOW_CONTINUATION x1
2025-07-14,2025-07-15,hist_level,PREV_3SESSION_LOW_FORMED x1
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_ACCEPTANCE_ABOVE x14
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_ACCEPTANCE_BELOW x18
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_BREAK x1
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_CONTINUATION x27
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_EXACT_TOUCH x7
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_EXPIRY x1
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_FORMED x1
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_RECLAIM x48
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_REJECTION x37
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_REVISIT x94
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_SWEEP_ABOVE x21
2025-07-14,2025-07-15,hist_level,PREV_DAY_HIGH_SWEEP_BELOW x16
2025-07-14,2025-07-15,hist_level,PREV_DAY_LOW_ACCEPTANCE_ABOVE x1
2025-07-14,2025-07-15,hist_level,PREV_DAY_LOW_BREAK x1
2025-07-14,2025-07-15,hist_level,PREV_DAY_LOW_CONTINUATION x1
2025-07-14,2025-07-15,hist_level,PREV_DAY_LOW_EXPIRY x1
2025-07-14,2025-07-15,hist_level,PREV_DAY_LOW_FORMED x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_ACCEPTANCE_ABOVE x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_ACCEPTANCE_BELOW x3
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_BREAK x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_CONTINUATION x4
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_EXPIRY x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_FIRST_TOUCH x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_FORMED x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_RECLAIM x3
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_REJECTION x7
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_REVISIT x10
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_SWEEP_ABOVE x5
2025-07-14,2025-07-15,hist_level,PREV_RTH_CLOSE_SWEEP_BELOW x2
2025-07-14,2025-07-15,hist_level,PREV_RTH_HIGH_ACCEPTANCE_BELOW x2
2025-07-14,2025-07-15,hist_level,PREV_RTH_HIGH_BREAK x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_HIGH_CONTINUATION x2
2025-07-14,2025-07-15,hist_level,PREV_RTH_HIGH_EXPIRY x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_HIGH_FORMED x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_HIGH_RECLAIM x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_HIGH_REVISIT x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_ACCEPTANCE_BELOW x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_BREAK x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_CONTINUATION x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_EXPIRY x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_FIRST_TOUCH x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_FORMED x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_RECLAIM x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_REJECTION x2
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_REVISIT x2
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_SWEEP_ABOVE x1
2025-07-14,2025-07-15,hist_level,PREV_RTH_LOW_SWEEP_BELOW x1
2025-07-14,2025-07-15,ifvg,BEARISH_IFVG_ACTIVATION x102
2025-07-14,2025-07-15,ifvg,BEARISH_IFVG_FIRST_TOUCH x100
2025-07-14,2025-07-15,ifvg,BEARISH_IFVG_REINVERSION x88
2025-07-14,2025-07-15,ifvg,BEARISH_IFVG_REJECTION x158
2025-07-14,2025-07-15,ifvg,BEARISH_IFVG_REVISIT x286
2025-07-14,2025-07-15,ifvg,BULLISH_IFVG_ACTIVATION x86
2025-07-14,2025-07-15,ifvg,BULLISH_IFVG_EXPIRY x17
2025-07-14,2025-07-15,ifvg,BULLISH_IFVG_FIRST_TOUCH x85
2025-07-14,2025-07-15,ifvg,BULLISH_IFVG_REINVERSION x79
2025-07-14,2025-07-15,ifvg,BULLISH_IFVG_REJECTION x173
2025-07-14,2025-07-15,ifvg,BULLISH_IFVG_REVISIT x329
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_ACCEPTANCE_ABOVE x419
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_ACCEPTANCE_BELOW x486
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_BREAK x66
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_CONFIRMED x66
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_CONTINUATION x769
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_EXACT_TOUCH x89
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_EXPIRY x64
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_FIRST_TOUCH x55
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_RECLAIM x1192
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_REJECTION x1137
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_REVISIT x2434
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_SWEEP_ABOVE x551
2025-07-14,2025-07-15,liquidity,EQUAL_HIGHS_SWEEP_BELOW x586
2025-07-14,2025-07-15,liquidity,EQUAL_LOWS_ACCEPTANCE_ABOVE x499
2025-07-14,2025-07-15,liquidity,EQUAL_LOWS_ACCEPTANCE_BELOW x474
2025-07-14,2025-07-15,liquidity,EQUAL_LOWS_BREAK x63
2025-07-14,2025-07-15,liquidity,EQUAL_LOWS_CONFIRMED x63
2025-07-14,2025-07-15,liquidity,EQUAL_LOWS_CONTINUATION x822
2025-07-14,2025-07-15,liquidity,EQUAL_LOWS_EXACT_TOUCH x108
2025-07-14,2025-07-15,liquidity,EQUAL_LOWS_EXPIRY x66
