candidate_id,source_branch_id,source_episode_id,trigger_event_id,direction,entry_mode,continuation_or_fade,trigger_family,exact_graph,reduced_graph,entry_seq,entry_price,structural_stop,structural_target,natural_rr,executed_rr,stop_anchor_type,stop_anchor_object_id,target_anchor_type,target_anchor_object_id,target_policy_id,target_anchor_timeframe,target_surface_policy,target_prominence_grade,selected_target_rank,selection_rule_id,natural_target,executed_target,parent_fvg_id,effective_sample,shrunk_expected_R,qualification,outcome
GNC-019320,GBR-006727,GEP-001525,EVT-0079652,short,first_touch,continuation,vwap_bounce,VWAP_VWAP_BOUNCE_DOWN -> FIRST_TOUCH_SHORT_TRIGGER,VWAP_INTERACTION -> ENTRY_TRIGGER,1620,22873.25,22873.75,22872.5,1.5,1.0,vwap,VWAP-000004,branch:opposing_liquidity,LVL-000573,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22872.5,22872.75,,0,0.0384,RECORDED_NOT_ACTIVATED,WIN
GNC-019324,GBR-006728,GEP-001525,EVT-0079653,short,formation_close,fade,vwap_band_fade,VWAP_BAND_REJECT_P1_618 -> FORMATION_CLOSE_SHORT_TRIGGER,BAND_REJECTION -> ENTRY_TRIGGER,1620,22872.75,22873.75,22871.75,1.0,1.0,vwap_band,VWAP-000004,rejection_block,RB-000159,NEAREST_VALID_STRUCTURE,1m,PROXIMAL_EDGE,,0,NEAREST_VALID_STRUCTURE|rejection_block|rank=0,22871.75,22871.75,,1,-0.1347,RECORDED_NOT_ACTIVATED,WIN
GNC-019327,GBR-006725,GEP-001524,EVT-0079684,short,formation_close,continuation,break_accept_cont,SWING_HIGH_BREAK -> SWING_HIGH_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,1621,22871.5,22877.25,22871.125,0.0652,0.0,accepted_boundary,LVL-000598,branch:opposing_liquidity,LVL-002659,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22871.125,0.0,,,,UNSCORED,UNEVALUATED
GNC-019331,GBR-006736,GEP-001528,EVT-0079695,short,formation_close,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,1621,22871.5,22873.0,22871.125,0.25,0.0,ifvg_invalidation_boundary,IFVG-000326,branch:opposing_liquidity,LVL-002659,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22871.125,0.0,FVG-000353,,,UNSCORED,UNEVALUATED
GNC-019338,GBR-006739,GEP-001529,EVT-0079704,short,formation_close,continuation,fvg_formation,BEARISH_FVG_FORMED -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> ENTRY_TRIGGER,1622,22868.75,22872.75,22868.25,0.125,0.0,fvg_boundary,FVG-000355,branch:opposing_liquidity,LVL-000321,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22868.25,0.0,,,,UNSCORED,UNEVALUATED
GNC-019344,GBR-006734,GEP-001527,EVT-0079708,short,formation_close,continuation,break_accept_cont,ANCHOR_MIDNIGHT_OPEN_BREAK -> ANCHOR_MIDNIGHT_OPEN_ACCEPTANCE_BELOW -> FORMATION_CLOSE_SHORT_TRIGGER,LEVEL_BREAK -> ACCEPTANCE -> ENTRY_TRIGGER,1622,22868.75,22874.75,22868.25,0.0833,0.0,accepted_boundary,LVL-000015,branch:opposing_liquidity,LVL-000321,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22868.25,0.0,,,,UNSCORED,UNEVALUATED
GNC-019347,GBR-006746,GEP-001530,EVT-0079762,short,formation_close,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,1622,22868.75,22870.25,22868.25,0.3333,0.0,ifvg_invalidation_boundary,IFVG-000327,branch:opposing_liquidity,LVL-000321,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22868.25,0.0,FVG-000350,,,UNSCORED,UNEVALUATED
GNC-019353,GBR-006749,GEP-001531,EVT-0079763,short,formation_close,fade,ifvg_activation,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> FORMATION_CLOSE_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> ENTRY_TRIGGER,1622,22868.75,22872.5,22868.25,0.1333,0.0,ifvg_invalidation_boundary,IFVG-000328,branch:opposing_liquidity,LVL-000321,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22868.25,0.0,FVG-000352,,,UNSCORED,UNEVALUATED
GNC-019359,GBR-006748,GEP-001530,EVT-0079790,short,retest,fade,ifvg_retest,BULLISH_FVG_FORMED -> BULLISH_FVG_FAILURE -> BEARISH_IFVG_ACTIVATION -> BEARISH_IFVG_FIRST_TOUCH -> RETEST_SHORT_TRIGGER,GAP_FORMATION -> GAP_FAILURE -> INVERSION_ACTIVATION -> INVERSION_INTERACTION -> ENTRY_TRIGGER,1623,22869.5,22870.25,22868.75,1.0,1.0,ifvg_invalidation_boundary,IFVG-000327,branch:opposing_liquidity,LVL-000530,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22868.75,22868.75,FVG-000350,3,0.0425,RECORDED_NOT_ACTIVATED,LOSS
GNC-019362,GBR-006729,GEP-001526,EVT-0079796,short,no_fill_continuation,continuation,fvg_no_fill,BEARISH_FVG_FORMED -> MIXED_BEARISH_DISPLACEMENT -> NO_FILL_CONTINUATION_SHORT_TRIGGER,GAP_FORMATION -> MIXED_DISPLACEMENT -> ENTRY_TRIGGER,1624,22869.0,22874.0,22868.5,0.1,0.0,fvg_boundary,FVG-000354,branch:opposing_liquidity,LVL-003219,BRANCH_SEMANTIC,,PROXIMAL_EDGE,,0,BRANCH_SEMANTIC|branch:opposing_liquidity|rank=0,22868.5,0.0,,,,UNSCORED,UNEVALUATED
