config_id,family,source,desc,status,trades,per_week,pf0,pf1,pf2,net0,net1,net2,mdd1,posyr0,posyr1,posyr2
A00053,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,1575,3.776978417266187,1.116186077414584,0.9507777727985618,0.8083993153945884,84.88278969420756,-38.859287706833996,-162.60136510787567,-85.1541910974089,6,3,0
A00054,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,1599,3.8345323741007196,1.1388868225106845,1.0079088180218094,0.8952479704261863,133.51477061732874,8.219294028882004,-117.07618255956513,-85.51364707901708,5,5,3
A00055,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b) -> next bar, tgt=vwap",EVALUATED,49861,119.48887367339952,0.9563668654021074,0.8154060237546283,0.6943816249076593,-1093.5162852343483,-4984.44120026694,-8875.36611529954,-5002.088333595467,1,0,0
A00056,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b) -> next bar, tgt=1R",EVALUATED,64885,155.49298185552894,0.9881918487763169,0.8432494420443342,0.7181460276691051,-383.5457459951136,-5494.781017453262,-10606.016288911418,-5502.968517451717,5,0,0
A00057,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b) -> next bar, tgt=2R",EVALUATED,65962,158.07394727832934,0.9968413534375892,0.886302770016946,0.790885123251719,-136.81412070136346,-5314.127313812611,-10491.440506923875,-5357.864499688242,4,0,0
A00058,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,27005,64.7158507360493,0.9629270799675579,0.8298669489460863,0.7148160186139821,-519.8710819307574,-2565.2936112989014,-4610.7161406670475,-2585.9238993468985,2,0,0
A00059,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,41402,99.21739130434783,0.9938754959293372,0.8532256318885549,0.731205247677571,-126.56527316430765,-3264.454735833381,-6402.3441985024565,-3272.926079822131,3,0,0
A00060,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,41786,100.13762410133516,1.008597111372996,0.9004185730546296,0.8065790224671169,234.80565383446083,-2927.200794034493,-6089.2072419034575,-2968.412500868231,6,0,0
A00061,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,10213,24.474837384457377,0.9461956855818381,0.821323397022607,0.7134577344525337,-292.34794645186594,-1042.8299493268048,-1793.3119522017448,-1054.3946048389328,3,0,0
A00062,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,23194,55.58301951386512,1.0258374921842317,0.8850469174394102,0.7623703859269805,294.1450761337485,-1405.1835989126703,-3104.5122739590906,-1448.6830045984316,5,0,0
A00063,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,23286,55.80349195481,1.0455535918675642,0.9362617265574127,0.8410661192625871,681.4109605474797,-1023.8726713133368,-2729.156303174159,-1147.976113365246,7,0,0
A00064,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b) -> next bar, tgt=vwap",EVALUATED,64655,154.94180075316672,0.9641957007683462,0.82266939192154,0.7007102161073056,-1136.34908660781,-6052.608139764787,-10968.86719292177,-6053.795599073777,1,0,0
A00065,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b) -> next bar, tgt=1R",EVALUATED,81649,195.6668948990072,0.9887201672872288,0.8468427580214728,0.7239860793647988,-460.9585263358862,-6742.9493669713565,-13024.940207606833,-6751.595200300481,4,0,0
A00066,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b) -> next bar, tgt=2R",EVALUATED,82737,198.27422115713796,0.996531602577606,0.8883015085387583,0.7945923030388092,-188.41947265874575,-6537.2367097632705,-12886.053946867818,-6552.132543093203,4,0,0
A00067,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,37954,90.95446764806573,0.9733382338317988,0.839811022734176,0.7238412732944294,-509.44297358374195,-3283.4127213073757,-6057.382469031014,-3298.0395882003213,3,0,0
A00068,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,54690,131.06128038343033,0.9922260820224499,0.8554867610444443,0.7364096743745905,-212.4340621908264,-4241.644221503948,-8270.854380817074,-4251.206721505496,3,0,0
A00069,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,55069,131.96953098254022,1.0046180346252205,0.8995973030962272,0.8081665321221216,166.41912769283527,-3886.6169974944296,-7939.653122681706,-3910.1779718196362,4,0,0
A00070,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,13122,31.446080109551524,0.9540344868407618,0.8299071543254891,0.7222585929579383,-315.15833993626285,-1250.3073359893374,-2185.456332042413,-1254.9869408249042,3,0,0
A00071,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,28502,68.3033207805546,1.0176440855216105,0.8814858485594416,0.7624288282293584,247.7552532150488,-1783.550456028686,-3814.856165272423,-1824.2638979782228,5,0,0
A00072,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 1SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,28592,68.5190003423485,1.037466040581455,0.9316001317035784,0.8390807570934298,688.9089398668102,-1348.2414294540113,-3385.391798774839,-1483.8798539745962,6,0,0
A00073,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b) -> next bar, tgt=vwap",EVALUATED,33313,79.83259157822664,0.9442691910956909,0.8262559137927272,0.7245803292988962,-1105.796636142488,-3715.145343916055,-6324.494051689628,-3714.8147368205537,1,0,0
A00074,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b) -> next bar, tgt=1R",EVALUATED,37398,89.62204724409449,0.9581173466906432,0.8170216353056233,0.6953342468301329,-796.1754799497503,-3755.464681262062,-6714.753882574376,-3756.673014596991,1,0,0
A00075,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b) -> next bar, tgt=2R",EVALUATED,38170,91.47209859637111,0.9675994117349628,0.8599555611362021,0.7670855275551053,-820.2442596795468,-3826.7442803840604,-6833.244301088585,-3826.2859470520552,1,0,0
A00076,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,8477,20.32853717026379,0.9535089394407101,0.8434239409618548,0.7471570520036775,-223.35201344667283,-804.1280854154106,-1384.9041573841491,-804.543287238338,1,0,0
A00077,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,13347,31.996232876712327,0.9923318033919244,0.8585869821676438,0.7417693509009637,-51.06927996214108,-1009.9628361713555,-1968.856392380571,-1014.8999080558222,4,0,0
A00078,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,13388,32.0945205479452,1.0249983914009715,0.9196050173026882,0.8275965329229376,216.04613727048024,-745.2560142400496,-1706.5581657505827,-777.5540649319347,4,1,0
A00079,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,1733,4.160150891632373,0.9912873118787674,0.8219340577038634,0.6798986127121033,-6.370971674315506,-140.65422463264318,-274.93747759097096,-168.30651236640918,4,3,3
A00080,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,5566,13.343150684931507,1.0470055524199973,0.8963547456835734,0.7659485346152312,126.42797419556712,-300.3622005955423,-727.152375386652,-401.0626266929528,5,1,1
A00081,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,5585,13.388698630136986,1.0766707800673299,0.9577941875472749,0.8549495989739008,268.5937931333425,-159.35098272971214,-587.2957585927684,-308.1663803128367,5,1,1
A00082,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=15b) -> next bar, tgt=vwap",EVALUATED,39312,94.20883259157823,0.9469094252935668,0.832525620505281,0.7336951044419533,-1265.4601214288668,-4296.908170795763,-7328.3562201626655,-4298.206127946486,2,0,0
A00083,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=15b) -> next bar, tgt=1R",EVALUATED,43400,104.00547757617255,0.9567165761090042,0.817808111813067,0.697774096444544,-955.3657128840437,-4337.1561524579865,-7718.946592031933,-4338.364485792709,2,0,0
A00084,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=15b) -> next bar, tgt=2R",EVALUATED,44200,105.92262923656283,0.9686867269924948,0.8623643413393636,0.7704623126518667,-917.4364534104016,-4348.228433148184,-7779.02041288598,-4347.770099816381,1,0,0
A00085,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,10869,26.06474820143885,0.962387202403421,0.8555648384139729,0.7617875041265343,-234.26638616230514,-960.078870226411,-1685.8913542905182,-960.5567754998668,2,0,0
A00086,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,15798,37.87191780821917,0.9950350693677247,0.863875542228967,0.7489835074302607,-39.057284001022836,-1146.5710551398302,-2254.084826278639,-1150.760522820374,5,0,0
A00087,A_native,NATIVE_SEQUENCE,"VWAP(MIDNIGHT_0000) 2SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,15839,37.970205479452055,1.0255016687894893,0.9222657832024037,0.8318838258494552,260.26725562150745,-849.6551108186154,-1959.5774772587415,-862.3706875430588,6,1,0
