config_id,family,source,desc,status,trades,per_week,pf0,pf1,pf2,net0,net1,net2,mdd1,posyr0,posyr1,posyr2
A00001,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b) -> next bar, tgt=vwap",EVALUATED,51009,122.23998630605958,0.9831119251501453,0.8437537065647907,0.7234495598892753,-445.4004200876772,-4440.693014334222,-8435.985608580773,-4507.297470965868,3,0,0
A00002,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b) -> next bar, tgt=1R",EVALUATED,59124,141.68709346114343,1.0033642297717018,0.8562363938710303,0.7292609378970591,98.63209326534357,-4548.807553064515,-9196.247199394376,-4631.020481206797,5,0,0
A00003,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b) -> next bar, tgt=2R",EVALUATED,60169,144.19137281752825,1.0199521438257007,0.9064717231092576,0.8085330354126216,777.6041053403138,-3933.686563823723,-8644.977232987776,-4022.2894725508954,5,0,0
A00004,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,29635,71.01848681958234,0.9821466788041113,0.8454458003884312,0.7270600010758528,-272.2787172725465,-2535.7143868410276,-4799.150056409512,-2564.614040723952,3,0,0
A00005,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,37731,90.42006162273194,1.024696250460972,0.8795509603046515,0.7536402545431321,457.0410007485569,-2399.088665822782,-5255.218332394123,-2431.007092516313,6,0,0
A00006,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,38084,91.26600479287916,1.0338324267188022,0.9224213306917906,0.8257978373041077,829.8563578735632,-2048.1749356116925,-4926.206229096959,-2118.620643027928,7,0,0
A00007,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,14155,33.921602191030466,0.9570174986348421,0.8254678981195452,0.7116412288259297,-316.6799239503942,-1382.5685786107574,-2448.4572332711223,-1415.0434643652952,4,0,0
A00008,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,21856,52.37658336186238,1.0287664010889728,0.8864059343647553,0.7625025974479975,307.5593023959283,-1304.8334615722258,-2917.226225540381,-1338.4863668050562,4,0,0
A00009,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,21973,52.65696679219445,1.0372544222871685,0.9276947327836731,0.832398495557125,524.921607049019,-1094.8676928217199,-2714.656992692464,-1172.801016059043,6,0,0
A00010,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b) -> next bar, tgt=vwap",EVALUATED,65175,156.1879493324204,0.9835027313565189,0.8448208256826244,0.7247201685524316,-546.5458411204937,-5530.727970141005,-10514.910099161523,-5579.823362134604,2,0,0
A00011,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b) -> next bar, tgt=1R",EVALUATED,74788,179.22492297158507,1.0111926309902823,0.8659853781430417,0.7402708497249585,413.4114152943523,-5333.2239570323545,-11079.859329359067,-5407.557462342404,6,0,0
A00012,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b) -> next bar, tgt=2R",EVALUATED,75844,181.75556316330025,1.0291503916579499,0.9168901720236308,0.8197108796671831,1427.153066237845,-4384.019728141666,-10195.192522521196,-4492.615211888355,6,0,0
A00013,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,40883,97.97363916466963,0.9815876122278973,0.8461854765043542,0.7284428880425744,-380.01754719223607,-3407.7765119293986,-6435.535476666566,-3439.1486825776096,3,0,0
A00014,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,50568,121.18315645326943,1.0283295003918032,0.886175311539663,0.7624092287751328,701.4727536563393,-3027.5206988367995,-6756.514151329942,-3064.9734946351923,7,0,0
A00015,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,50918,122.02191030469018,1.041632703816018,0.9320195802875747,0.8366220697648676,1361.789718272442,-2388.977693055011,-6139.745104382477,-2472.7768650023045,7,0,0
A00016,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,18285,43.818897637795274,0.9535508588512089,0.8236053051072447,0.7107748318260141,-435.8560253515408,-1776.4187522620464,-3116.9814791725544,-1810.5201861598941,4,0,0
A00017,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,27637,66.23040054775763,1.0331977968189607,0.8934725881665565,0.7714581113748749,447.7043434152834,-1540.7397804313996,-3529.183904278085,-1580.1834346880946,4,0,0
A00018,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 1SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,27756,66.51557685724067,1.0478659001549862,0.9396254432413501,0.8451764031270371,848.1787263474934,-1147.7742930941588,-3143.727312535817,-1257.7910606470261,6,0,0
A00019,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b) -> next bar, tgt=vwap",EVALUATED,30193,72.35570010270456,0.9688767173545355,0.8561864615993344,0.7587355133842374,-593.3035849077744,-2954.618666922568,-5315.9337489373665,-2977.553562782147,1,0,0
A00020,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b) -> next bar, tgt=1R",EVALUATED,33029,79.15200273878808,0.993571054568836,0.8475096985883324,0.7215195945108671,-105.7620661005767,-2708.0824761787662,-5310.402886256959,-2727.892289718266,4,0,0
A00021,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b) -> next bar, tgt=2R",EVALUATED,33770,80.92776446422458,0.9978535350508085,0.8864686659691999,0.7903753829924632,-47.209026394191085,-2695.15424932018,-5343.099472246178,-2736.752926944921,4,0,0
A00022,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,9058,21.714383561643835,0.9596080483629379,0.8532225388801385,0.7600908726031463,-219.55449699340997,-853.9883937075243,-1488.42229042164,-868.6497615246969,2,0,0
A00023,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,11876,28.469863013698628,0.9867361852954126,0.8545849589416115,0.7391621817604602,-78.64496865810698,-924.5819452644257,-1770.518921870745,-940.550542049382,4,0,0
A00024,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,11927,28.59212328767123,0.9854064648880563,0.884586352929181,0.7965537254198867,-113.48242583544369,-962.4917138851588,-1811.5010019348763,-975.6098623705287,3,0,0
A00025,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,1752,4.2,1.0168185611819258,0.824789791846202,0.658848137375365,10.775182727089934,-120.53597860273419,-251.8471399325585,-156.25877418794798,3,2,2
A00026,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,4163,9.979794520547944,1.0529204980385192,0.9044743143537176,0.7756671498303483,105.64020827663188,-205.1861594305735,-516.0125271377792,-282.63754361887845,5,2,0
A00027,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,4203,10.07568493150685,1.0995871970642128,0.9792794405812874,0.874967733355574,255.9791391869837,-57.33118746845816,-370.64151412390106,-183.80715875819928,6,3,1
A00028,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b) -> next bar, tgt=vwap",EVALUATED,36191,86.72954467648066,0.9654871111005423,0.8561032268785718,0.7612887916450323,-798.1687723459862,-3582.165230962588,-6366.161689579197,-3607.818217947802,3,0,0
A00029,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b) -> next bar, tgt=1R",EVALUATED,39053,93.58815474152688,0.9793563854263333,0.8375409829208302,0.7149456483897803,-404.4085432117108,-3431.5775243065073,-6458.746505401306,-3433.8691909743484,3,0,0
A00030,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b) -> next bar, tgt=2R",EVALUATED,39813,95.40944881889764,0.992864626516185,0.8836966181242233,0.7893143790271506,-185.48022721177648,-3259.438876713802,-6333.397526215838,-3287.1992331725155,5,0,0
A00031,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,11787,28.256506849315066,0.9583620686337109,0.8555126385205054,0.7652115425053144,-297.64334240493304,-1103.9041312891086,-1910.1649201732853,-1116.5305023615301,2,0,0
A00032,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,14659,35.14143835616438,0.9800335804754766,0.8514664225503137,0.7388701517342646,-146.62236696865435,-1167.9538349719787,-2189.285302975304,-1175.3186849615872,4,0,0
A00033,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,14708,35.25890410958904,0.9846290303567944,0.8859576236492008,0.7995617525707911,-147.48669006415292,-1171.7810174015722,-2196.0753447389943,-1180.6816472654464,3,0,0
A00034,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,1918,4.597945205479451,1.0347428573394386,0.841596101344798,0.674414818700615,24.115505424678673,-118.00356100835326,-260.12262744138536,-155.26366045128023,3,3,1
A00035,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,4382,10.504794520547945,1.0613125475182297,0.9127484665092949,0.7837086097019387,128.16985095523546,-196.15704341877608,-520.4839377927877,-267.817060586415,5,2,0
A00036,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 2SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,4423,10.603082191780821,1.1134491113673275,0.9924056346495107,0.8873466143299946,304.93056415864726,-21.96095583497047,-348.8524758285893,-149.00366868818662,6,4,1
A00037,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b) -> next bar, tgt=vwap",EVALUATED,3180,7.628512679917752,0.9116295445505486,0.8090626394167094,0.7199731720146687,-182.86335949851173,-424.58442130556244,-666.3054831126136,-489.1416440209531,2,1,0
A00038,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b) -> next bar, tgt=1R",EVALUATED,5228,12.537170263788969,0.9661623666400362,0.8251384679017764,0.7033157315367825,-89.21597037780809,-497.2919238002607,-905.3678772227137,-508.765178210182,3,0,0
A00039,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b) -> next bar, tgt=2R",EVALUATED,5351,12.832134292565947,0.9822136823704074,0.8725890076846533,0.77794213317484,-61.72168629846895,-476.9984555926776,-892.2752248868877,-499.8705401534412,4,0,0
A00040,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,357,0.8581730769230769,0.9347122345477263,0.8180450696825191,0.7152760859377746,-11.677919520502748,-34.60928189527994,-57.54064427005717,-42.2750041293895,4,4,2
A00041,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,1663,3.988009592326139,1.0016044652138616,0.8612363660898632,0.7394551567976796,1.3125205112582918,-122.15559991132736,-245.62372033391313,-126.52226657799076,3,2,0
A00042,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,1680,4.028776978417266,0.9707944637664864,0.864969805625539,0.7732187494420972,-31.307637449007053,-155.82293280413228,-280.33822815925794,-160.60626613746686,3,1,0
A00043,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,307,0.7420580110497237,1.1866430290009033,0.9425821326641367,0.7343281614658969,18.570981385589906,-6.183107722898338,-30.937196831386597,-15.899623969592232,7,4,0
A00044,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=1R",EVALUATED,1574,3.774580335731415,1.1177159875025928,0.951989226330068,0.8093618646579668,85.88278969420755,-37.854652712627725,-161.59209511946315,-84.14955610320268,6,3,0
A00045,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=5b)->EMA5m cross -> next bar, tgt=2R",EVALUATED,1598,3.8321342925659474,1.1400727668319317,1.0088840920116942,0.8960571351753576,134.51477061732874,9.223929023088246,-116.06691257115261,-84.5090120848108,5,5,3
A00046,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b) -> next bar, tgt=vwap",EVALUATED,3380,8.108293351610692,0.9510608910783838,0.8466254978079771,0.7558091488111977,-107.78048492373681,-362.83210203669876,-617.8837191496611,-453.28571390609704,3,1,0
A00047,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b) -> next bar, tgt=1R",EVALUATED,5430,13.02158273381295,0.970979826327816,0.8299541294881303,0.7080365346676883,-79.27287145746963,-500.8299911435382,-922.3871108296072,-516.9474085300493,3,0,0
A00048,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b) -> next bar, tgt=2R",EVALUATED,5555,13.321342925659472,0.9888455314244396,0.8790721702665095,0.7842270347644361,-40.11408804002002,-468.99487947368186,-897.8756709073452,-497.22809378098935,3,0,0
A00049,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=vwap",EVALUATED,392,0.9423076923076923,0.9544603175051667,0.8402472349770429,0.739380042535688,-9.015350299596928,-33.605465606761356,-58.19558091392584,-41.11047507912412,4,4,2
A00050,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=1R",EVALUATED,1699,4.074340527577938,1.002240212159916,0.862711634862714,0.7415716220940219,1.8708926903186196,-123.33598066465426,-248.54285401962733,-127.70264733131754,3,2,0
A00051,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b)->EMA1m cross -> next bar, tgt=2R",EVALUATED,1716,4.115107913669065,0.9710072127241594,0.8659001658012553,0.774683955500312,-31.749265269946758,-158.00331355745917,-284.2573618449721,-162.78664689079426,3,1,0
A00052,A_native,NATIVE_SEQUENCE,"VWAP(GLOBEX_1800) 3SD ext->revert(<=15b)->EMA5m cross -> next bar, tgt=vwap",EVALUATED,308,0.744475138121547,1.1906079397365052,0.9462025955483402,0.7376363815223481,18.96549000378226,-5.79323409891224,-30.551958201606766,-15.509750345606129,7,4,0
