instrument,tf,direction,leg_len,param_version,start_open_et,end_open_et,availability_et,net_directional_move,n_bodies_aligned,prop_bodies_aligned,median_aligned_body,median_body_pctile_prev10,median_body_pctile_prev20,median_body_pctile_prev40,adjacent_overlap,terminal_close_location,path_efficiency,total_distance,atr_value,atr_availability_et,net_move_atr,total_distance_atr,created_fvg,segment_id,end_index
NQ,5m,bull,3,phase1-v1.0.0,2026-07-05 23:50:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:05:00-04:00,13.25,2,0.6666666666666666,14.75,70.0,65.0,57.5,36.5,0.8309859154929577,0.10642570281124498,124.5,33.267857142857146,2026-07-06 00:00:00-04:00,0.39828234031132576,3.7423510466988725,False,6,106413
NQ,5m,bear,3,phase1-v1.0.0,2026-07-05 23:50:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:05:00-04:00,-13.25,1,0.3333333333333333,17.5,70.0,65.0,57.5,36.5,0.16901408450704225,0.10642570281124498,124.5,33.267857142857146,2026-07-06 00:00:00-04:00,0.39828234031132576,3.7423510466988725,False,6,106413
NQ,5m,bull,1,phase1-v1.0.0,2026-07-06 00:05:00-04:00,2026-07-06 00:05:00-04:00,2026-07-06 00:10:00-04:00,-13.0,0,0.0,0.0,50.0,55.0,45.0,,0.12280701754385964,0.45614035087719296,28.5,33.44642857142857,2026-07-06 00:05:00-04:00,0.3886812600106781,0.8521089161772558,False,6,106414
NQ,5m,bear,1,phase1-v1.0.0,2026-07-06 00:05:00-04:00,2026-07-06 00:05:00-04:00,2026-07-06 00:10:00-04:00,13.0,1,1.0,13.0,50.0,55.0,45.0,,0.8771929824561403,0.45614035087719296,28.5,33.44642857142857,2026-07-06 00:05:00-04:00,0.3886812600106781,0.8521089161772558,False,6,106414
NQ,5m,bull,2,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:05:00-04:00,2026-07-06 00:10:00-04:00,-10.0,1,0.5,2.25,25.0,30.0,23.75,21.75,0.12280701754385964,0.15625,64.0,33.44642857142857,2026-07-06 00:05:00-04:00,0.29898558462359853,1.9135077415910307,False,6,106414
NQ,5m,bear,2,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:05:00-04:00,2026-07-06 00:10:00-04:00,10.0,1,0.5,13.0,25.0,30.0,23.75,21.75,0.8771929824561403,0.15625,64.0,33.44642857142857,2026-07-06 00:05:00-04:00,0.29898558462359853,1.9135077415910307,False,6,106414
NQ,5m,bull,3,phase1-v1.0.0,2026-07-05 23:55:00-04:00,2026-07-06 00:05:00-04:00,2026-07-06 00:10:00-04:00,17.25,2,0.6666666666666666,14.75,50.0,55.0,45.0,27.375,0.12280701754385964,0.1658653846153846,104.0,33.44642857142857,2026-07-06 00:05:00-04:00,0.5157501334757074,3.109450080085425,False,6,106414
NQ,5m,bear,3,phase1-v1.0.0,2026-07-05 23:55:00-04:00,2026-07-06 00:05:00-04:00,2026-07-06 00:10:00-04:00,-17.25,1,0.3333333333333333,13.0,50.0,55.0,45.0,27.375,0.8771929824561403,0.1658653846153846,104.0,33.44642857142857,2026-07-06 00:05:00-04:00,0.5157501334757074,3.109450080085425,False,6,106414
NQ,5m,bull,1,phase1-v1.0.0,2026-07-06 00:10:00-04:00,2026-07-06 00:10:00-04:00,2026-07-06 00:15:00-04:00,54.5,1,1.0,54.5,100.0,100.0,97.5,,0.9439655172413793,0.9396551724137931,58.0,33.017857142857146,2026-07-06 00:10:00-04:00,1.650621957815035,1.7566252028123308,False,6,106415
NQ,5m,bear,1,phase1-v1.0.0,2026-07-06 00:10:00-04:00,2026-07-06 00:10:00-04:00,2026-07-06 00:15:00-04:00,-54.5,0,0.0,0.0,100.0,100.0,97.5,,0.05603448275862069,0.9396551724137931,58.0,33.017857142857146,2026-07-06 00:10:00-04:00,1.650621957815035,1.7566252028123308,False,6,106415
NQ,5m,bull,2,phase1-v1.0.0,2026-07-06 00:05:00-04:00,2026-07-06 00:10:00-04:00,2026-07-06 00:15:00-04:00,41.5,1,0.5,54.5,75.0,77.5,71.25,25.25,0.9439655172413793,0.4797687861271676,86.5,33.017857142857146,2026-07-06 00:10:00-04:00,1.2568956192536505,2.619794483504597,False,6,106415
NQ,5m,bear,2,phase1-v1.0.0,2026-07-06 00:05:00-04:00,2026-07-06 00:10:00-04:00,2026-07-06 00:15:00-04:00,-41.5,1,0.5,13.0,75.0,77.5,71.25,25.25,0.05603448275862069,0.4797687861271676,86.5,33.017857142857146,2026-07-06 00:10:00-04:00,1.2568956192536505,2.619794483504597,False,6,106415
NQ,5m,bull,3,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:10:00-04:00,2026-07-06 00:15:00-04:00,44.5,2,0.6666666666666666,28.375,50.0,55.0,45.0,23.5,0.9439655172413793,0.36475409836065575,122.0,33.017857142857146,2026-07-06 00:10:00-04:00,1.347755543537047,3.6949702541914546,False,6,106415
