id,instrument,direction,tf,param_version,A_open_et,B_open_et,C_open_et,A_high,A_low,C_high,C_low,B_open,B_close,lower_boundary,upper_boundary,midpoint,availability_et,first_wick_entry_et,first_body_overlap_et,midpoint_touch_et,full_fill_et,invalidation_et,C_index
FVG-1m-bull-20260708T1137,NQ,bull,1m,phase1-v1.0.0,2026-07-08 11:35:00-04:00,2026-07-08 11:36:00-04:00,2026-07-08 11:37:00-04:00,29125.75,29084.0,29153.0,29130.5,29120.5,29140.25,29125.75,29130.5,29128.125,2026-07-08 11:38:00-04:00,2026-07-08 11:39:00-04:00,2026-07-08 11:39:00-04:00,2026-07-08 11:39:00-04:00,2026-07-08 11:39:00-04:00,2026-07-08 11:39:00-04:00,508364
FVG-1m-bull-20260708T1155,NQ,bull,1m,phase1-v1.0.0,2026-07-08 11:53:00-04:00,2026-07-08 11:54:00-04:00,2026-07-08 11:55:00-04:00,29077.0,29051.25,29101.5,29077.5,29076.0,29078.0,29077.0,29077.5,29077.25,2026-07-08 11:56:00-04:00,2026-07-08 11:57:00-04:00,2026-07-08 11:57:00-04:00,2026-07-08 11:57:00-04:00,2026-07-08 11:57:00-04:00,2026-07-08 11:57:00-04:00,508382
FVG-1m-bull-20260708T1159,NQ,bull,1m,phase1-v1.0.0,2026-07-08 11:57:00-04:00,2026-07-08 11:58:00-04:00,2026-07-08 11:59:00-04:00,29080.5,29061.0,29108.75,29084.0,29080.0,29087.25,29080.5,29084.0,29082.25,2026-07-08 12:00:00-04:00,,,,,,508386
FVG-1m-bull-20260708T1200,NQ,bull,1m,phase1-v1.0.0,2026-07-08 11:58:00-04:00,2026-07-08 11:59:00-04:00,2026-07-08 12:00:00-04:00,29090.0,29068.5,29143.25,29092.75,29086.75,29096.25,29090.0,29092.75,29091.375,2026-07-08 12:01:00-04:00,,,,,,508387
FVG-1m-bull-20260708T1201,NQ,bull,1m,phase1-v1.0.0,2026-07-08 11:59:00-04:00,2026-07-08 12:00:00-04:00,2026-07-08 12:01:00-04:00,29108.75,29084.0,29140.25,29121.75,29097.25,29131.0,29108.75,29121.75,29115.25,2026-07-08 12:02:00-04:00,2026-07-08 12:03:00-04:00,,2026-07-08 12:04:00-04:00,,,508388
FVG-1m-bull-20260708T1205,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:03:00-04:00,2026-07-08 12:04:00-04:00,2026-07-08 12:05:00-04:00,29136.0,29112.5,29167.75,29137.25,29126.0,29138.25,29136.0,29137.25,29136.625,2026-07-08 12:06:00-04:00,2026-07-08 12:07:00-04:00,,2026-07-08 12:09:00-04:00,2026-07-08 12:09:00-04:00,2026-07-08 12:09:00-04:00,508392
FVG-1m-bull-20260708T1210,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:08:00-04:00,2026-07-08 12:09:00-04:00,2026-07-08 12:10:00-04:00,29154.25,29125.75,29202.75,29168.75,29144.25,29170.0,29154.25,29168.75,29161.5,2026-07-08 12:11:00-04:00,,,,,,508397
FVG-1m-bull-20260708T1211,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:09:00-04:00,2026-07-08 12:10:00-04:00,2026-07-08 12:11:00-04:00,29176.25,29136.25,29211.0,29187.25,29170.25,29193.75,29176.25,29187.25,29181.75,2026-07-08 12:12:00-04:00,,,,,,508398
FVG-1m-bull-20260708T1218,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:16:00-04:00,2026-07-08 12:17:00-04:00,2026-07-08 12:18:00-04:00,29216.5,29194.5,29241.75,29226.5,29210.25,29236.75,29216.5,29226.5,29221.5,2026-07-08 12:19:00-04:00,2026-07-08 12:20:00-04:00,,,,,508405
FVG-1m-bull-20260708T1221,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:19:00-04:00,2026-07-08 12:20:00-04:00,2026-07-08 12:21:00-04:00,29242.75,29224.25,29287.0,29254.0,29242.5,29263.0,29242.75,29254.0,29248.375,2026-07-08 12:22:00-04:00,2026-07-08 12:25:00-04:00,,2026-07-08 12:38:00-04:00,,,508408
FVG-1m-bull-20260708T1222,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:20:00-04:00,2026-07-08 12:21:00-04:00,2026-07-08 12:22:00-04:00,29263.5,29240.0,29298.0,29274.0,29262.75,29281.25,29263.5,29274.0,29268.75,2026-07-08 12:23:00-04:00,2026-07-08 12:25:00-04:00,2026-07-08 12:25:00-04:00,2026-07-08 12:25:00-04:00,2026-07-08 12:25:00-04:00,2026-07-08 12:25:00-04:00,508409
FVG-1m-bear-20260708T1225,NQ,bear,1m,phase1-v1.0.0,2026-07-08 12:23:00-04:00,2026-07-08 12:24:00-04:00,2026-07-08 12:25:00-04:00,29295.5,29276.25,29273.0,29254.25,29281.25,29257.75,29273.0,29276.25,29274.625,2026-07-08 12:26:00-04:00,2026-07-08 12:27:00-04:00,2026-07-08 12:27:00-04:00,2026-07-08 12:27:00-04:00,2026-07-08 12:27:00-04:00,2026-07-08 12:27:00-04:00,508412
FVG-1m-bull-20260708T1231,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:29:00-04:00,2026-07-08 12:30:00-04:00,2026-07-08 12:31:00-04:00,29286.5,29272.5,29331.75,29301.0,29275.5,29310.75,29286.5,29301.0,29293.75,2026-07-08 12:32:00-04:00,2026-07-08 12:33:00-04:00,2026-07-08 12:33:00-04:00,2026-07-08 12:33:00-04:00,2026-07-08 12:35:00-04:00,2026-07-08 12:35:00-04:00,508418
FVG-1m-bear-20260708T1237,NQ,bear,1m,phase1-v1.0.0,2026-07-08 12:35:00-04:00,2026-07-08 12:36:00-04:00,2026-07-08 12:37:00-04:00,29316.0,29270.25,29269.5,29245.5,29279.0,29262.0,29269.5,29270.25,29269.875,2026-07-08 12:38:00-04:00,2026-07-08 12:40:00-04:00,2026-07-08 12:40:00-04:00,2026-07-08 12:40:00-04:00,2026-07-08 12:40:00-04:00,2026-07-08 12:40:00-04:00,508424
FVG-1m-bull-20260708T1240,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:38:00-04:00,2026-07-08 12:39:00-04:00,2026-07-08 12:40:00-04:00,29263.5,29248.25,29350.0,29273.25,29259.0,29295.5,29263.5,29273.25,29268.375,2026-07-08 12:41:00-04:00,,,,,,508427
FVG-1m-bull-20260708T1241,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:39:00-04:00,2026-07-08 12:40:00-04:00,2026-07-08 12:41:00-04:00,29300.0,29249.5,29336.75,29308.75,29292.5,29331.25,29300.0,29308.75,29304.375,2026-07-08 12:42:00-04:00,,,,,,508428
FVG-1m-bull-20260708T1250,NQ,bull,1m,phase1-v1.0.0,2026-07-08 12:48:00-04:00,2026-07-08 12:49:00-04:00,2026-07-08 12:50:00-04:00,29337.75,29323.0,29361.75,29338.75,29332.0,29348.5,29337.75,29338.75,29338.25,2026-07-08 12:51:00-04:00,2026-07-08 12:52:00-04:00,,2026-07-08 12:52:00-04:00,2026-07-08 12:52:00-04:00,2026-07-08 12:52:00-04:00,508437
FVG-1m-bear-20260708T1301,NQ,bear,1m,phase1-v1.0.0,2026-07-08 12:59:00-04:00,2026-07-08 13:00:00-04:00,2026-07-08 13:01:00-04:00,29377.0,29368.0,29361.75,29347.25,29372.25,29356.75,29361.75,29368.0,29364.875,2026-07-08 13:02:00-04:00,2026-07-08 13:03:00-04:00,,2026-07-08 13:03:00-04:00,2026-07-08 13:03:00-04:00,2026-07-08 13:03:00-04:00,508448
FVG-1m-bull-20260708T1307,NQ,bull,1m,phase1-v1.0.0,2026-07-08 13:05:00-04:00,2026-07-08 13:06:00-04:00,2026-07-08 13:07:00-04:00,29355.5,29346.5,29389.5,29367.75,29352.0,29377.5,29355.5,29367.75,29361.625,2026-07-08 13:08:00-04:00,2026-07-08 13:09:00-04:00,2026-07-08 13:10:00-04:00,2026-07-08 13:10:00-04:00,2026-07-08 13:11:00-04:00,2026-07-08 13:11:00-04:00,508454
FVG-1m-bear-20260708T1310,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:08:00-04:00,2026-07-08 13:09:00-04:00,2026-07-08 13:10:00-04:00,29389.75,29366.5,29365.0,29349.5,29377.25,29361.25,29365.0,29366.5,29365.75,2026-07-08 13:11:00-04:00,2026-07-08 13:18:00-04:00,,2026-07-08 13:18:00-04:00,2026-07-08 13:18:00-04:00,2026-07-08 13:18:00-04:00,508457
FVG-1m-bear-20260708T1311,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:09:00-04:00,2026-07-08 13:10:00-04:00,2026-07-08 13:11:00-04:00,29377.5,29359.5,29354.5,29337.25,29362.25,29352.75,29354.5,29359.5,29357.0,2026-07-08 13:12:00-04:00,2026-07-08 13:13:00-04:00,2026-07-08 13:13:00-04:00,2026-07-08 13:13:00-04:00,2026-07-08 13:13:00-04:00,2026-07-08 13:13:00-04:00,508458
FVG-1m-bear-20260708T1315,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:13:00-04:00,2026-07-08 13:14:00-04:00,2026-07-08 13:15:00-04:00,29364.75,29354.0,29350.75,29334.75,29360.0,29336.25,29350.75,29354.0,29352.375,2026-07-08 13:16:00-04:00,2026-07-08 13:17:00-04:00,2026-07-08 13:17:00-04:00,2026-07-08 13:17:00-04:00,2026-07-08 13:17:00-04:00,2026-07-08 13:17:00-04:00,508462
FVG-1m-bull-20260708T1320,NQ,bull,1m,phase1-v1.0.0,2026-07-08 13:18:00-04:00,2026-07-08 13:19:00-04:00,2026-07-08 13:20:00-04:00,29358.5,29348.75,29388.25,29368.25,29354.25,29377.75,29358.5,29368.25,29363.375,2026-07-08 13:21:00-04:00,2026-07-08 13:46:00-04:00,2026-07-08 13:46:00-04:00,2026-07-08 13:46:00-04:00,2026-07-08 13:46:00-04:00,2026-07-08 13:46:00-04:00,508467
FVG-1m-bull-20260708T1322,NQ,bull,1m,phase1-v1.0.0,2026-07-08 13:20:00-04:00,2026-07-08 13:21:00-04:00,2026-07-08 13:22:00-04:00,29388.25,29368.25,29404.75,29393.5,29382.0,29399.0,29388.25,29393.5,29390.875,2026-07-08 13:23:00-04:00,2026-07-08 13:43:00-04:00,2026-07-08 13:45:00-04:00,2026-07-08 13:43:00-04:00,2026-07-08 13:45:00-04:00,2026-07-08 13:45:00-04:00,508469
FVG-1m-bull-20260708T1324,NQ,bull,1m,phase1-v1.0.0,2026-07-08 13:22:00-04:00,2026-07-08 13:23:00-04:00,2026-07-08 13:24:00-04:00,29404.75,29393.5,29421.25,29408.0,29399.5,29409.75,29404.75,29408.0,29406.375,2026-07-08 13:25:00-04:00,2026-07-08 13:42:00-04:00,2026-07-08 13:42:00-04:00,2026-07-08 13:42:00-04:00,2026-07-08 13:42:00-04:00,2026-07-08 13:42:00-04:00,508471
FVG-1m-bull-20260708T1329,NQ,bull,1m,phase1-v1.0.0,2026-07-08 13:27:00-04:00,2026-07-08 13:28:00-04:00,2026-07-08 13:29:00-04:00,29430.25,29416.25,29445.25,29433.0,29420.0,29434.25,29430.25,29433.0,29431.625,2026-07-08 13:30:00-04:00,2026-07-08 13:36:00-04:00,,2026-07-08 13:36:00-04:00,2026-07-08 13:36:00-04:00,2026-07-08 13:36:00-04:00,508476
FVG-1m-bear-20260708T1339,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:37:00-04:00,2026-07-08 13:38:00-04:00,2026-07-08 13:39:00-04:00,29444.75,29434.75,29434.25,29421.25,29435.25,29429.5,29434.25,29434.75,29434.5,2026-07-08 13:40:00-04:00,2026-07-08 15:01:00-04:00,,2026-07-08 15:01:00-04:00,2026-07-08 15:01:00-04:00,2026-07-08 15:01:00-04:00,508486
FVG-1m-bear-20260708T1341,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:39:00-04:00,2026-07-08 13:40:00-04:00,2026-07-08 13:41:00-04:00,29434.25,29421.25,29419.0,29395.5,29423.75,29417.75,29419.0,29421.25,29420.125,2026-07-08 13:42:00-04:00,2026-07-08 14:05:00-04:00,,2026-07-08 14:05:00-04:00,2026-07-08 14:05:00-04:00,2026-07-08 14:05:00-04:00,508488
FVG-1m-bear-20260708T1342,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:40:00-04:00,2026-07-08 13:41:00-04:00,2026-07-08 13:42:00-04:00,29427.25,29413.25,29409.25,29389.5,29418.0,29397.5,29409.25,29413.25,29411.25,2026-07-08 13:43:00-04:00,2026-07-08 14:03:00-04:00,,2026-07-08 14:03:00-04:00,2026-07-08 14:03:00-04:00,2026-07-08 14:03:00-04:00,508489
FVG-1m-bear-20260708T1345,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:43:00-04:00,2026-07-08 13:44:00-04:00,2026-07-08 13:45:00-04:00,29407.25,29390.5,29388.75,29354.5,29395.0,29388.5,29388.75,29390.5,29389.625,2026-07-08 13:46:00-04:00,2026-07-08 13:53:00-04:00,2026-07-08 14:02:00-04:00,2026-07-08 13:53:00-04:00,2026-07-08 14:02:00-04:00,2026-07-08 14:02:00-04:00,508492
FVG-1m-bear-20260708T1346,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:44:00-04:00,2026-07-08 13:45:00-04:00,2026-07-08 13:46:00-04:00,29395.0,29382.5,29379.0,29356.25,29387.75,29366.25,29379.0,29382.5,29380.75,2026-07-08 13:47:00-04:00,2026-07-08 13:51:00-04:00,2026-07-08 13:53:00-04:00,2026-07-08 13:51:00-04:00,2026-07-08 13:53:00-04:00,2026-07-08 13:53:00-04:00,508493
FVG-1m-bear-20260708T1354,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:52:00-04:00,2026-07-08 13:53:00-04:00,2026-07-08 13:54:00-04:00,29390.0,29370.75,29365.5,29354.0,29384.0,29364.75,29365.5,29370.75,29368.125,2026-07-08 13:55:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,508501
FVG-1m-bear-20260708T1355,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:53:00-04:00,2026-07-08 13:54:00-04:00,2026-07-08 13:55:00-04:00,29385.75,29363.75,29356.0,29330.5,29364.0,29354.0,29356.0,29363.75,29359.875,2026-07-08 13:56:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,508502
FVG-1m-bear-20260708T1356,NQ,bear,1m,phase1-v1.0.0,2026-07-08 13:54:00-04:00,2026-07-08 13:55:00-04:00,2026-07-08 13:56:00-04:00,29365.5,29354.0,29343.0,29324.25,29354.5,29341.75,29343.0,29354.0,29348.5,2026-07-08 13:57:00-04:00,2026-07-08 13:59:00-04:00,2026-07-08 14:00:00-04:00,2026-07-08 13:59:00-04:00,2026-07-08 14:00:00-04:00,2026-07-08 14:00:00-04:00,508503
FVG-1m-bull-20260708T1359,NQ,bull,1m,phase1-v1.0.0,2026-07-08 13:57:00-04:00,2026-07-08 13:58:00-04:00,2026-07-08 13:59:00-04:00,29337.75,29325.5,29354.75,29341.5,29334.75,29342.5,29337.75,29341.5,29339.625,2026-07-08 14:00:00-04:00,2026-07-08 14:01:00-04:00,,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:01:00-04:00,508506
FVG-1m-bull-20260708T1401,NQ,bull,1m,phase1-v1.0.0,2026-07-08 13:59:00-04:00,2026-07-08 14:00:00-04:00,2026-07-08 14:01:00-04:00,29354.75,29341.5,29404.5,29367.75,29352.25,29372.75,29354.75,29367.75,29361.25,2026-07-08 14:02:00-04:00,2026-07-08 14:31:00-04:00,2026-07-08 14:31:00-04:00,2026-07-08 14:31:00-04:00,2026-07-08 14:31:00-04:00,2026-07-08 14:31:00-04:00,508508
FVG-1m-bull-20260708T1402,NQ,bull,1m,phase1-v1.0.0,2026-07-08 14:00:00-04:00,2026-07-08 14:01:00-04:00,2026-07-08 14:02:00-04:00,29388.0,29330.0,29414.5,29388.5,29370.25,29396.5,29388.0,29388.5,29388.25,2026-07-08 14:03:00-04:00,2026-07-08 14:06:00-04:00,,2026-07-08 14:06:00-04:00,2026-07-08 14:06:00-04:00,2026-07-08 14:06:00-04:00,508509
FVG-1m-bear-20260708T1406,NQ,bear,1m,phase1-v1.0.0,2026-07-08 14:04:00-04:00,2026-07-08 14:05:00-04:00,2026-07-08 14:06:00-04:00,29422.75,29400.75,29399.0,29387.0,29405.25,29397.75,29399.0,29400.75,29399.875,2026-07-08 14:07:00-04:00,2026-07-08 14:08:00-04:00,,2026-07-08 14:08:00-04:00,2026-07-08 14:08:00-04:00,2026-07-08 14:08:00-04:00,508513
FVG-1m-bear-20260708T1417,NQ,bear,1m,phase1-v1.0.0,2026-07-08 14:15:00-04:00,2026-07-08 14:16:00-04:00,2026-07-08 14:17:00-04:00,29418.0,29400.75,29400.25,29383.0,29413.0,29390.0,29400.25,29400.75,29400.5,2026-07-08 14:18:00-04:00,2026-07-08 14:19:00-04:00,,2026-07-08 14:19:00-04:00,2026-07-08 14:19:00-04:00,2026-07-08 14:19:00-04:00,508524
FVG-1m-bear-20260708T1424,NQ,bear,1m,phase1-v1.0.0,2026-07-08 14:22:00-04:00,2026-07-08 14:23:00-04:00,2026-07-08 14:24:00-04:00,29409.25,29397.0,29396.5,29381.25,29400.5,29391.0,29396.5,29397.0,29396.75,2026-07-08 14:25:00-04:00,2026-07-08 14:28:00-04:00,,2026-07-08 14:28:00-04:00,2026-07-08 14:28:00-04:00,2026-07-08 14:28:00-04:00,508531
FVG-1m-bear-20260708T1429,NQ,bear,1m,phase1-v1.0.0,2026-07-08 14:27:00-04:00,2026-07-08 14:28:00-04:00,2026-07-08 14:29:00-04:00,29406.75,29390.5,29385.75,29369.0,29395.25,29383.75,29385.75,29390.5,29388.125,2026-07-08 14:30:00-04:00,2026-07-08 14:37:00-04:00,2026-07-08 14:38:00-04:00,2026-07-08 14:38:00-04:00,2026-07-08 14:38:00-04:00,2026-07-08 14:38:00-04:00,508536
FVG-1m-bear-20260708T1430,NQ,bear,1m,phase1-v1.0.0,2026-07-08 14:28:00-04:00,2026-07-08 14:29:00-04:00,2026-07-08 14:30:00-04:00,29403.25,29381.0,29377.25,29353.0,29383.0,29372.75,29377.25,29381.0,29379.125,2026-07-08 14:31:00-04:00,2026-07-08 14:33:00-04:00,2026-07-08 14:37:00-04:00,2026-07-08 14:33:00-04:00,2026-07-08 14:37:00-04:00,2026-07-08 14:37:00-04:00,508537
FVG-1m-bull-20260708T1437,NQ,bull,1m,phase1-v1.0.0,2026-07-08 14:35:00-04:00,2026-07-08 14:36:00-04:00,2026-07-08 14:37:00-04:00,29368.0,29355.25,29408.0,29380.5,29361.25,29380.75,29368.0,29380.5,29374.25,2026-07-08 14:38:00-04:00,2026-07-08 14:42:00-04:00,2026-07-08 14:43:00-04:00,2026-07-08 14:43:00-04:00,2026-07-08 16:36:00-04:00,2026-07-08 16:36:00-04:00,508544
FVG-1m-bull-20260708T1438,NQ,bull,1m,phase1-v1.0.0,2026-07-08 14:36:00-04:00,2026-07-08 14:37:00-04:00,2026-07-08 14:38:00-04:00,29387.25,29360.0,29412.0,29395.75,29381.5,29398.5,29387.25,29395.75,29391.5,2026-07-08 14:39:00-04:00,2026-07-08 14:41:00-04:00,2026-07-08 14:42:00-04:00,2026-07-08 14:42:00-04:00,2026-07-08 14:42:00-04:00,2026-07-08 14:42:00-04:00,508545
FVG-1m-bear-20260708T1442,NQ,bear,1m,phase1-v1.0.0,2026-07-08 14:40:00-04:00,2026-07-08 14:41:00-04:00,2026-07-08 14:42:00-04:00,29417.75,29394.5,29390.75,29372.5,29398.5,29381.75,29390.75,29394.5,29392.625,2026-07-08 14:43:00-04:00,2026-07-08 14:44:00-04:00,2026-07-08 14:44:00-04:00,2026-07-08 14:44:00-04:00,2026-07-08 14:44:00-04:00,2026-07-08 14:44:00-04:00,508549
FVG-1m-bull-20260708T1444,NQ,bull,1m,phase1-v1.0.0,2026-07-08 14:42:00-04:00,2026-07-08 14:43:00-04:00,2026-07-08 14:44:00-04:00,29390.75,29372.5,29404.25,29393.25,29374.75,29394.0,29390.75,29393.25,29392.0,2026-07-08 14:45:00-04:00,2026-07-08 14:46:00-04:00,,2026-07-08 14:46:00-04:00,2026-07-08 14:46:00-04:00,2026-07-08 14:46:00-04:00,508551
FVG-1m-bear-20260708T1456,NQ,bear,1m,phase1-v1.0.0,2026-07-08 14:54:00-04:00,2026-07-08 14:55:00-04:00,2026-07-08 14:56:00-04:00,29409.75,29396.75,29396.25,29383.0,29405.0,29394.0,29396.25,29396.75,29396.5,2026-07-08 14:57:00-04:00,2026-07-08 14:58:00-04:00,2026-07-08 14:58:00-04:00,2026-07-08 14:58:00-04:00,2026-07-08 14:58:00-04:00,2026-07-08 14:58:00-04:00,508563
FVG-1m-bull-20260708T1500,NQ,bull,1m,phase1-v1.0.0,2026-07-08 14:58:00-04:00,2026-07-08 14:59:00-04:00,2026-07-08 15:00:00-04:00,29398.75,29386.5,29437.25,29403.0,29393.25,29405.75,29398.75,29403.0,29400.875,2026-07-08 15:01:00-04:00,2026-07-08 15:02:00-04:00,2026-07-08 15:03:00-04:00,2026-07-08 15:03:00-04:00,2026-07-08 15:03:00-04:00,2026-07-08 15:03:00-04:00,508567
FVG-1m-bear-20260708T1531,NQ,bear,1m,phase1-v1.0.0,2026-07-08 15:29:00-04:00,2026-07-08 15:30:00-04:00,2026-07-08 15:31:00-04:00,29438.75,29410.75,29408.5,29388.5,29425.0,29402.25,29408.5,29410.75,29409.625,2026-07-08 15:32:00-04:00,2026-07-08 15:33:00-04:00,,2026-07-08 15:33:00-04:00,2026-07-08 15:33:00-04:00,2026-07-08 15:33:00-04:00,508598
FVG-1m-bull-20260708T1537,NQ,bull,1m,phase1-v1.0.0,2026-07-08 15:35:00-04:00,2026-07-08 15:36:00-04:00,2026-07-08 15:37:00-04:00,29404.75,29391.25,29427.0,29417.25,29402.75,29421.0,29404.75,29417.25,29411.0,2026-07-08 15:38:00-04:00,2026-07-08 15:39:00-04:00,2026-07-08 15:39:00-04:00,2026-07-08 15:40:00-04:00,2026-07-08 15:41:00-04:00,2026-07-08 15:41:00-04:00,508604
FVG-1m-bear-20260708T1541,NQ,bear,1m,phase1-v1.0.0,2026-07-08 15:39:00-04:00,2026-07-08 15:40:00-04:00,2026-07-08 15:41:00-04:00,29420.0,29408.25,29407.5,29395.0,29415.5,29405.75,29407.5,29408.25,29407.875,2026-07-08 15:42:00-04:00,2026-07-08 15:44:00-04:00,2026-07-08 15:44:00-04:00,2026-07-08 15:44:00-04:00,2026-07-08 15:44:00-04:00,2026-07-08 15:44:00-04:00,508608
FVG-1m-bull-20260708T1544,NQ,bull,1m,phase1-v1.0.0,2026-07-08 15:42:00-04:00,2026-07-08 15:43:00-04:00,2026-07-08 15:44:00-04:00,29404.25,29395.25,29420.25,29408.25,29401.75,29413.0,29404.25,29408.25,29406.25,2026-07-08 15:45:00-04:00,2026-07-08 15:46:00-04:00,,2026-07-08 15:46:00-04:00,2026-07-08 15:46:00-04:00,2026-07-08 15:46:00-04:00,508611
FVG-1m-bull-20260708T1551,NQ,bull,1m,phase1-v1.0.0,2026-07-08 15:49:00-04:00,2026-07-08 15:50:00-04:00,2026-07-08 15:51:00-04:00,29412.5,29399.75,29449.0,29417.0,29403.5,29420.75,29412.5,29417.0,29414.75,2026-07-08 15:52:00-04:00,2026-07-08 16:12:00-04:00,,2026-07-08 16:12:00-04:00,2026-07-08 16:12:00-04:00,2026-07-08 16:12:00-04:00,508618
FVG-1m-bull-20260708T1558,NQ,bull,1m,phase1-v1.0.0,2026-07-08 15:56:00-04:00,2026-07-08 15:57:00-04:00,2026-07-08 15:58:00-04:00,29472.75,29458.5,29497.75,29480.25,29472.25,29488.75,29472.75,29480.25,29476.5,2026-07-08 15:59:00-04:00,2026-07-08 16:00:00-04:00,2026-07-08 16:00:00-04:00,2026-07-08 16:00:00-04:00,2026-07-08 16:00:00-04:00,2026-07-08 16:00:00-04:00,508625
FVG-1m-bear-20260708T1600,NQ,bear,1m,phase1-v1.0.0,2026-07-08 15:58:00-04:00,2026-07-08 15:59:00-04:00,2026-07-08 16:00:00-04:00,29497.75,29480.25,29468.5,29442.0,29487.5,29457.5,29468.5,29480.25,29474.375,2026-07-08 16:01:00-04:00,2026-07-08 19:36:00-04:00,2026-07-08 19:36:00-04:00,2026-07-08 19:36:00-04:00,2026-07-08 19:36:00-04:00,2026-07-08 19:36:00-04:00,508627
FVG-1m-bear-20260708T1601,NQ,bear,1m,phase1-v1.0.0,2026-07-08 15:59:00-04:00,2026-07-08 16:00:00-04:00,2026-07-08 16:01:00-04:00,29500.0,29454.75,29449.0,29430.75,29457.0,29443.0,29449.0,29454.75,29451.875,2026-07-08 16:02:00-04:00,2026-07-08 16:07:00-04:00,,2026-07-08 19:07:00-04:00,2026-07-08 19:07:00-04:00,2026-07-08 19:07:00-04:00,508628
FVG-1m-bear-20260708T1602,NQ,bear,1m,phase1-v1.0.0,2026-07-08 16:00:00-04:00,2026-07-08 16:01:00-04:00,2026-07-08 16:02:00-04:00,29468.5,29442.0,29437.5,29426.5,29442.5,29432.25,29437.5,29442.0,29439.75,2026-07-08 16:03:00-04:00,2026-07-08 16:05:00-04:00,2026-07-08 16:05:00-04:00,2026-07-08 16:05:00-04:00,2026-07-08 16:07:00-04:00,2026-07-08 16:07:00-04:00,508629
FVG-1m-bear-20260708T1612,NQ,bear,1m,phase1-v1.0.0,2026-07-08 16:10:00-04:00,2026-07-08 16:11:00-04:00,2026-07-08 16:12:00-04:00,29437.75,29424.5,29422.5,29414.25,29425.75,29422.5,29422.5,29424.5,29423.5,2026-07-08 16:13:00-04:00,2026-07-08 16:14:00-04:00,2026-07-08 16:14:00-04:00,2026-07-08 16:14:00-04:00,2026-07-08 16:14:00-04:00,2026-07-08 16:14:00-04:00,508639
FVG-1m-bear-20260708T1632,NQ,bear,1m,phase1-v1.0.0,2026-07-08 16:30:00-04:00,2026-07-08 16:31:00-04:00,2026-07-08 16:32:00-04:00,29398.25,29385.75,29383.0,29374.25,29393.75,29378.75,29383.0,29385.75,29384.375,2026-07-08 16:33:00-04:00,2026-07-08 16:34:00-04:00,,2026-07-08 16:34:00-04:00,2026-07-08 16:34:00-04:00,2026-07-08 16:34:00-04:00,508659
FVG-1m-bear-20260708T1635,NQ,bear,1m,phase1-v1.0.0,2026-07-08 16:33:00-04:00,2026-07-08 16:34:00-04:00,2026-07-08 16:35:00-04:00,29392.25,29380.5,29378.0,29362.25,29381.5,29377.0,29378.0,29380.5,29379.25,2026-07-08 16:36:00-04:00,2026-07-08 16:40:00-04:00,2026-07-08 16:41:00-04:00,2026-07-08 16:40:00-04:00,2026-07-08 16:41:00-04:00,2026-07-08 16:41:00-04:00,508662
FVG-1m-bear-20260708T1636,NQ,bear,1m,phase1-v1.0.0,2026-07-08 16:34:00-04:00,2026-07-08 16:35:00-04:00,2026-07-08 16:36:00-04:00,29381.75,29373.0,29371.5,29353.25,29375.25,29371.5,29371.5,29373.0,29372.25,2026-07-08 16:37:00-04:00,2026-07-08 16:38:00-04:00,,2026-07-08 16:38:00-04:00,2026-07-08 16:38:00-04:00,2026-07-08 16:38:00-04:00,508663
FVG-1m-bull-20260708T1640,NQ,bull,1m,phase1-v1.0.0,2026-07-08 16:38:00-04:00,2026-07-08 16:39:00-04:00,2026-07-08 16:40:00-04:00,29370.5,29359.25,29396.0,29374.25,29369.0,29378.0,29370.5,29374.25,29372.375,2026-07-08 16:41:00-04:00,2026-07-08 16:57:00-04:00,,,,,508667
