instrument,tf,direction,param_version,source_open_et,availability_et,zone_lower,zone_upper,far_boundary,near_boundary,directional_wick_len,opposite_wick_len,body_len,total_range,dwick_body_ratio,dwick_range_ratio,dwick_pctile_prev10,dwick_pctile_prev20,dwick_pctile_prev40,first_partial_wick_entry_et,first_body_overlap_et,first_complete_traversal_et,exact_boundary_body_touch_et,invalidation_reason,invalidation_et,still_valid_end_of_data,untested_through_jul10,segment_id,source_complete,source_index
NQ,1h,bull,phase1-v1.0.0,2026-07-07 01:00:00-04:00,2026-07-07 02:00:00-04:00,29558.5,29626.25,29558.5,29626.25,67.75,14.75,63.5,146.0,1.0669291338582678,0.464041095890411,100.0,85.0,,2026-07-07 06:00:00-04:00,2026-07-07 10:00:00-04:00,2026-07-07 10:00:00-04:00,,body_overlap,2026-07-07 10:00:00-04:00,False,False,25,True,8444
NQ,1h,bear,phase1-v1.0.0,2026-07-07 02:00:00-04:00,2026-07-07 03:00:00-04:00,29688.75,29701.25,29701.25,29688.75,12.5,57.5,0.0,70.0,,0.17857142857142858,10.0,25.0,,2026-07-07 04:00:00-04:00,2026-07-07 04:00:00-04:00,2026-07-07 04:00:00-04:00,,body_overlap,2026-07-07 04:00:00-04:00,False,False,25,True,8445
NQ,1h,bull,phase1-v1.0.0,2026-07-07 02:00:00-04:00,2026-07-07 03:00:00-04:00,29631.25,29688.75,29631.25,29688.75,57.5,12.5,0.0,70.0,,0.8214285714285714,90.0,85.0,,2026-07-07 04:00:00-04:00,2026-07-07 04:00:00-04:00,,,body_overlap,2026-07-07 04:00:00-04:00,False,False,25,True,8445
NQ,1h,bear,phase1-v1.0.0,2026-07-07 03:00:00-04:00,2026-07-07 04:00:00-04:00,29689.0,29744.0,29744.0,29689.0,55.0,1.5,43.5,100.0,1.264367816091954,0.55,90.0,85.0,,2026-07-07 05:00:00-04:00,2026-07-09 08:00:00-04:00,,,body_overlap,2026-07-09 08:00:00-04:00,False,False,25,True,8446
NQ,1h,bull,phase1-v1.0.0,2026-07-07 03:00:00-04:00,2026-07-07 04:00:00-04:00,29644.0,29645.5,29644.0,29645.5,1.5,55.0,43.5,100.0,0.034482758620689655,0.015,0.0,5.0,,2026-07-07 05:00:00-04:00,,2026-07-07 05:00:00-04:00,,wick_traversal_beyond_far,2026-07-07 05:00:00-04:00,False,False,25,True,8446
NQ,1h,bear,phase1-v1.0.0,2026-07-07 04:00:00-04:00,2026-07-07 05:00:00-04:00,29660.25,29709.25,29709.25,29660.25,49.0,5.5,13.5,68.0,3.6296296296296298,0.7205882352941176,80.0,80.0,,2026-07-07 06:00:00-04:00,2026-07-07 06:00:00-04:00,,,body_overlap,2026-07-07 06:00:00-04:00,False,False,25,True,8447
NQ,1h,bull,phase1-v1.0.0,2026-07-07 04:00:00-04:00,2026-07-07 05:00:00-04:00,29641.25,29646.75,29641.25,29646.75,5.5,49.0,13.5,68.0,0.4074074074074074,0.08088235294117647,10.0,10.0,,2026-07-07 06:00:00-04:00,,2026-07-07 06:00:00-04:00,,wick_traversal_beyond_far,2026-07-07 06:00:00-04:00,False,False,25,True,8447
NQ,1h,bear,phase1-v1.0.0,2026-07-07 05:00:00-04:00,2026-07-07 06:00:00-04:00,29662.25,29693.5,29693.5,29662.25,31.25,38.25,1.5,71.0,20.833333333333332,0.44014084507042256,40.0,50.0,,2026-07-07 07:00:00-04:00,2026-07-07 07:00:00-04:00,,,body_overlap,2026-07-07 07:00:00-04:00,False,False,25,True,8448
NQ,1h,bull,phase1-v1.0.0,2026-07-07 05:00:00-04:00,2026-07-07 06:00:00-04:00,29622.5,29660.75,29622.5,29660.75,38.25,31.25,1.5,71.0,25.5,0.5387323943661971,60.0,70.0,,2026-07-07 07:00:00-04:00,2026-07-07 07:00:00-04:00,,,body_overlap,2026-07-07 07:00:00-04:00,False,False,25,True,8448
NQ,1h,bear,phase1-v1.0.0,2026-07-07 06:00:00-04:00,2026-07-07 07:00:00-04:00,29663.25,29689.5,29689.5,29663.25,26.25,34.0,4.0,64.25,6.5625,0.4085603112840467,40.0,45.0,,2026-07-07 09:00:00-04:00,,2026-07-07 09:00:00-04:00,,wick_traversal_beyond_far,2026-07-07 09:00:00-04:00,False,False,25,True,8449
NQ,1h,bull,phase1-v1.0.0,2026-07-07 06:00:00-04:00,2026-07-07 07:00:00-04:00,29625.25,29659.25,29625.25,29659.25,34.0,26.25,4.0,64.25,8.5,0.5291828793774319,50.0,65.0,,2026-07-07 08:00:00-04:00,2026-07-07 08:00:00-04:00,2026-07-07 08:00:00-04:00,,body_overlap,2026-07-07 08:00:00-04:00,False,False,25,True,8449
NQ,1h,bear,phase1-v1.0.0,2026-07-07 07:00:00-04:00,2026-07-07 08:00:00-04:00,29660.5,29661.75,29661.75,29660.5,1.25,51.25,18.0,70.5,0.06944444444444445,0.01773049645390071,0.0,0.0,,2026-07-07 09:00:00-04:00,,2026-07-07 09:00:00-04:00,,wick_traversal_beyond_far,2026-07-07 09:00:00-04:00,False,False,25,True,8450
NQ,1h,bull,phase1-v1.0.0,2026-07-07 07:00:00-04:00,2026-07-07 08:00:00-04:00,29591.25,29642.5,29591.25,29642.5,51.25,1.25,18.0,70.5,2.8472222222222223,0.7269503546099291,70.0,80.0,,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,,,body_overlap,2026-07-07 09:00:00-04:00,False,False,25,True,8450
NQ,1h,bear,phase1-v1.0.0,2026-07-07 08:00:00-04:00,2026-07-07 09:00:00-04:00,29642.25,29716.0,29716.0,29642.25,73.75,18.75,1.5,94.0,49.166666666666664,0.7845744680851063,100.0,100.0,,2026-07-07 10:00:00-04:00,2026-07-09 04:00:00-04:00,,2026-07-07 10:00:00-04:00,body_overlap,2026-07-09 04:00:00-04:00,False,False,25,True,8451
NQ,1h,bull,phase1-v1.0.0,2026-07-07 08:00:00-04:00,2026-07-07 09:00:00-04:00,29622.0,29640.75,29622.0,29640.75,18.75,73.75,1.5,94.0,12.5,0.19946808510638298,40.0,55.0,,2026-07-07 10:00:00-04:00,2026-07-07 10:00:00-04:00,2026-07-07 10:00:00-04:00,,body_overlap,2026-07-07 10:00:00-04:00,False,False,25,True,8451
NQ,1h,bear,phase1-v1.0.0,2026-07-07 09:00:00-04:00,2026-07-07 10:00:00-04:00,29642.25,29685.75,29685.75,29642.25,43.5,48.75,173.25,265.5,0.2510822510822511,0.1638418079096045,70.0,65.0,,2026-07-09 03:00:00-04:00,2026-07-09 04:00:00-04:00,2026-07-09 04:00:00-04:00,,body_overlap,2026-07-09 04:00:00-04:00,False,False,25,True,8452
