instrument,tf,direction,leg_len,param_version,start_open_et,end_open_et,availability_et,net_directional_move,n_bodies_aligned,prop_bodies_aligned,median_aligned_body,median_body_pctile_prev10,median_body_pctile_prev20,median_body_pctile_prev40,adjacent_overlap,terminal_close_location,path_efficiency,total_distance,created_fvg,segment_id,end_index
NQ,15m,bull,3,phase1-v1.0.0,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:15:00-04:00,-14.75,1,0.3333333333333333,44.5,85.0,72.5,86.25,28.0,0.9566666666666667,0.07421383647798742,198.75,False,6,35471
NQ,15m,bear,3,phase1-v1.0.0,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:15:00-04:00,14.75,2,0.6666666666666666,29.5,85.0,72.5,86.25,28.0,0.043333333333333335,0.07421383647798742,198.75,False,6,35471
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 00:15:00-04:00,2026-07-06 00:15:00-04:00,2026-07-06 00:30:00-04:00,23.25,1,1.0,23.25,20.0,40.0,52.5,,0.8046875,0.7265625,32.0,False,6,35472
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 00:15:00-04:00,2026-07-06 00:15:00-04:00,2026-07-06 00:30:00-04:00,-23.25,0,0.0,0.0,20.0,40.0,52.5,,0.1953125,0.7265625,32.0,False,6,35472
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:15:00-04:00,2026-07-06 00:30:00-04:00,64.5,2,1.0,33.875,52.5,56.25,69.375,9.0,0.8046875,0.602803738317757,107.0,False,6,35472
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:15:00-04:00,2026-07-06 00:30:00-04:00,-64.5,0,0.0,0.0,52.5,56.25,69.375,9.0,0.1953125,0.602803738317757,107.0,False,6,35472
NQ,15m,bull,3,phase1-v1.0.0,2026-07-05 23:45:00-04:00,2026-07-06 00:15:00-04:00,2026-07-06 00:30:00-04:00,54.5,2,0.6666666666666666,33.875,20.0,40.0,52.5,27.25,0.8046875,0.3359013867488444,162.25,True,6,35472
NQ,15m,bear,3,phase1-v1.0.0,2026-07-05 23:45:00-04:00,2026-07-06 00:15:00-04:00,2026-07-06 00:30:00-04:00,-54.5,1,0.3333333333333333,10.0,20.0,40.0,52.5,27.25,0.1953125,0.3359013867488444,162.25,False,6,35472
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 00:45:00-04:00,33.0,1,1.0,33.0,50.0,55.0,67.5,,0.8421052631578947,0.6947368421052632,47.5,False,6,35473
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 00:45:00-04:00,-33.0,0,0.0,0.0,50.0,55.0,67.5,,0.15789473684210525,0.6947368421052632,47.5,False,6,35473
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 00:15:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 00:45:00-04:00,57.0,2,1.0,28.125,35.0,47.5,60.0,12.5,0.8421052631578947,0.7169811320754716,79.5,False,6,35473
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 00:15:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 00:45:00-04:00,-57.0,0,0.0,0.0,35.0,47.5,60.0,12.5,0.15789473684210525,0.7169811320754716,79.5,False,6,35473
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 00:45:00-04:00,98.25,3,1.0,33.0,50.0,55.0,67.5,10.75,0.8421052631578947,0.6359223300970874,154.5,True,6,35473
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 00:45:00-04:00,-98.25,0,0.0,0.0,50.0,55.0,67.5,10.75,0.15789473684210525,0.6359223300970874,154.5,False,6,35473
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 00:45:00-04:00,2026-07-06 00:45:00-04:00,2026-07-06 01:00:00-04:00,1.5,1,1.0,1.5,0.0,0.0,0.0,,0.5545454545454546,0.05454545454545454,27.5,False,6,35474
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 00:45:00-04:00,2026-07-06 00:45:00-04:00,2026-07-06 01:00:00-04:00,-1.5,0,0.0,0.0,0.0,0.0,0.0,,0.44545454545454544,0.05454545454545454,27.5,False,6,35474
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 00:45:00-04:00,2026-07-06 01:00:00-04:00,32.75,2,1.0,17.25,25.0,27.5,33.75,23.0,0.5545454545454546,0.43666666666666665,75.0,False,6,35474
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 00:45:00-04:00,2026-07-06 01:00:00-04:00,-32.75,0,0.0,0.0,25.0,27.5,33.75,23.0,0.44545454545454544,0.43666666666666665,75.0,False,6,35474
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 00:15:00-04:00,2026-07-06 00:45:00-04:00,2026-07-06 01:00:00-04:00,56.75,3,1.0,23.25,20.0,40.0,52.5,17.75,0.5545454545454546,0.530373831775701,107.0,True,6,35474
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 00:15:00-04:00,2026-07-06 00:45:00-04:00,2026-07-06 01:00:00-04:00,-56.75,0,0.0,0.0,20.0,40.0,52.5,17.75,0.44545454545454544,0.530373831775701,107.0,False,6,35474
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,-22.25,0,0.0,0.0,30.0,30.0,50.0,,0.3841059602649007,0.5894039735099338,37.75,False,6,35475
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,22.25,1,1.0,22.25,30.0,30.0,50.0,,0.6158940397350994,0.5894039735099338,37.75,False,6,35475
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 00:45:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,-19.5,1,0.5,1.5,15.0,15.0,25.0,17.5,0.3841059602649007,0.2988505747126437,65.25,False,6,35475
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 00:45:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,19.5,1,0.5,22.25,15.0,15.0,25.0,17.5,0.6158940397350994,0.2988505747126437,65.25,False,6,35475
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,11.75,2,0.6666666666666666,17.25,30.0,30.0,50.0,20.25,0.3841059602649007,0.10421286031042129,112.75,False,6,35475
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,-11.75,1,0.3333333333333333,22.25,30.0,30.0,50.0,20.25,0.6158940397350994,0.10421286031042129,112.75,False,6,35475
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 01:15:00-04:00,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,-39.75,0,0.0,0.0,70.0,65.0,80.0,,0.034482758620689655,0.7832512315270936,50.75,False,6,35476
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 01:15:00-04:00,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,39.75,1,1.0,39.75,70.0,65.0,80.0,,0.9655172413793104,0.7832512315270936,50.75,False,6,35476
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,-60.0,0,0.0,0.0,50.0,47.5,65.0,25.75,0.034482758620689655,0.6779661016949152,88.5,False,6,35476
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,60.0,2,1.0,31.0,50.0,47.5,65.0,25.75,0.9655172413793104,0.6779661016949152,88.5,False,6,35476
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 00:45:00-04:00,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,-57.25,1,0.3333333333333333,1.5,30.0,30.0,50.0,21.625,0.034482758620689655,0.49353448275862066,116.0,False,6,35476
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 00:45:00-04:00,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,57.25,2,0.6666666666666666,31.0,30.0,30.0,50.0,21.625,0.9655172413793104,0.49353448275862066,116.0,False,6,35476
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,18.25,1,1.0,18.25,30.0,25.0,42.5,,0.7688172043010753,0.3924731182795699,46.5,False,6,35477
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,-18.25,0,0.0,0.0,30.0,25.0,42.5,,0.23118279569892472,0.3924731182795699,46.5,False,6,35477
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,-21.0,1,0.5,18.25,50.0,45.0,61.25,31.25,0.7688172043010753,0.2159383033419023,97.25,False,6,35477
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,21.0,1,0.5,39.75,50.0,45.0,61.25,31.25,0.23118279569892472,0.2159383033419023,97.25,False,6,35477
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,-41.25,1,0.3333333333333333,18.25,30.0,30.0,50.0,28.5,0.7688172043010753,0.3055555555555556,135.0,False,6,35477
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,41.25,2,0.6666666666666666,31.0,30.0,30.0,50.0,28.5,0.23118279569892472,0.3055555555555556,135.0,False,6,35477
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 01:45:00-04:00,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,1.0,1,1.0,1.0,0.0,0.0,0.0,,0.6879432624113475,0.028368794326241134,35.25,False,6,35478
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 01:45:00-04:00,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,-1.0,0,0.0,0.0,0.0,0.0,0.0,,0.3120567375886525,0.028368794326241134,35.25,False,6,35478
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,20.5,2,1.0,9.625,15.0,12.5,21.25,32.75,0.6879432624113475,0.25076452599388377,81.75,False,6,35478
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,-20.5,0,0.0,0.0,15.0,12.5,21.25,32.75,0.3120567375886525,0.25076452599388377,81.75,False,6,35478
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 01:15:00-04:00,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,-18.75,2,0.6666666666666666,9.625,30.0,25.0,42.5,32.0,0.6879432624113475,0.14150943396226415,132.5,False,6,35478
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 01:15:00-04:00,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,18.75,1,0.3333333333333333,39.75,30.0,25.0,42.5,32.0,0.3120567375886525,0.14150943396226415,132.5,False,6,35478
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,-31.75,0,0.0,0.0,60.0,55.0,65.0,,0.0947867298578199,0.6018957345971564,52.75,False,6,35479
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,31.75,1,1.0,31.75,60.0,55.0,65.0,,0.9052132701421801,0.6018957345971564,52.75,False,6,35479
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,-29.75,1,0.5,1.0,30.0,27.5,32.5,35.25,0.0947867298578199,0.3380681818181818,88.0,False,6,35479
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,29.75,1,0.5,31.75,30.0,27.5,32.5,35.25,0.9052132701421801,0.3380681818181818,88.0,False,6,35479
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,-10.25,2,0.6666666666666666,9.625,30.0,25.0,42.5,34.0,0.0947867298578199,0.0762081784386617,134.5,False,6,35479
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,10.25,1,0.3333333333333333,31.75,30.0,25.0,42.5,34.0,0.9052132701421801,0.0762081784386617,134.5,False,6,35479
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 02:15:00-04:00,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,29.75,1,1.0,29.75,60.0,55.0,62.5,,0.844311377245509,0.7125748502994012,41.75,False,6,35480
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 02:15:00-04:00,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,-29.75,0,0.0,0.0,60.0,55.0,62.5,,0.15568862275449102,0.7125748502994012,41.75,False,6,35480
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,-1.0,1,0.5,29.75,60.0,55.0,63.75,41.75,0.844311377245509,0.010582010582010581,94.5,False,6,35480
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,1.0,1,0.5,31.75,60.0,55.0,63.75,41.75,0.15568862275449102,0.010582010582010581,94.5,False,6,35480
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 01:45:00-04:00,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,1.0,2,0.6666666666666666,15.375,60.0,55.0,62.5,38.5,0.844311377245509,0.007707129094412331,129.75,False,6,35480
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 01:45:00-04:00,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,-1.0,1,0.3333333333333333,31.75,60.0,55.0,62.5,38.5,0.15568862275449102,0.007707129094412331,129.75,False,6,35480
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,65.5,1,1.0,65.5,100.0,100.0,96.25,,0.9491525423728814,0.888135593220339,73.75,False,6,35481
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,-65.5,0,0.0,0.0,100.0,100.0,96.25,,0.05084745762711865,0.888135593220339,73.75,False,6,35481
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,93.75,2,1.0,47.625,80.0,77.5,79.375,12.5,0.9491525423728814,0.8116883116883117,115.5,False,6,35481
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,-93.75,0,0.0,0.0,80.0,77.5,79.375,12.5,0.05084745762711865,0.8116883116883117,115.5,False,6,35481
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,63.0,2,0.6666666666666666,47.625,60.0,55.0,65.0,27.125,0.9491525423728814,0.37444279346210996,168.25,False,6,35481
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,-63.0,1,0.3333333333333333,31.75,60.0,55.0,65.0,27.125,0.05084745762711865,0.37444279346210996,168.25,False,6,35481
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 02:45:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,-7.75,0,0.0,0.0,20.0,10.0,17.5,,0.6413043478260869,0.33695652173913043,23.0,False,6,35482
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 02:45:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,7.75,1,1.0,7.75,20.0,10.0,17.5,,0.358695652173913,0.33695652173913043,23.0,False,6,35482
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,58.25,1,0.5,65.5,60.0,55.0,56.875,23.0,0.6413043478260869,0.6020671834625323,96.75,False,6,35482
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,-58.25,1,0.5,7.75,60.0,55.0,56.875,23.0,0.358695652173913,0.6020671834625323,96.75,False,6,35482
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 02:15:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,86.5,2,0.6666666666666666,47.625,60.0,55.0,62.5,17.75,0.6413043478260869,0.6245487364620939,138.5,True,6,35482
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 02:15:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,-86.5,1,0.3333333333333333,7.75,60.0,55.0,62.5,17.75,0.358695652173913,0.6245487364620939,138.5,False,6,35482
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,1.75,1,1.0,1.75,20.0,10.0,5.0,,0.553030303030303,0.05303030303030303,33.0,False,6,35483
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,-1.75,0,0.0,0.0,20.0,10.0,5.0,,0.44696969696969696,0.05303030303030303,33.0,False,6,35483
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,-7.0,1,0.5,1.75,20.0,10.0,11.25,23.0,0.553030303030303,0.125,56.0,False,6,35483
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,7.0,1,0.5,7.75,20.0,10.0,11.25,23.0,0.44696969696969696,0.125,56.0,False,6,35483
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,59.0,2,0.6666666666666666,33.625,20.0,10.0,17.5,23.0,0.553030303030303,0.45472061657032753,129.75,False,6,35483
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,-59.0,1,0.3333333333333333,7.75,20.0,10.0,17.5,23.0,0.44696969696969696,0.45472061657032753,129.75,False,6,35483
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 03:15:00-04:00,2026-07-06 03:15:00-04:00,2026-07-06 03:30:00-04:00,-30.25,0,0.0,0.0,70.0,60.0,60.0,,0.05434782608695652,0.657608695652174,46.0,False,6,35484
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 03:15:00-04:00,2026-07-06 03:15:00-04:00,2026-07-06 03:30:00-04:00,30.25,1,1.0,30.25,70.0,60.0,60.0,,0.9456521739130435,0.657608695652174,46.0,False,6,35484
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,2026-07-06 03:30:00-04:00,-26.0,1,0.5,1.75,45.0,35.0,32.5,33.0,0.05434782608695652,0.3291139240506329,79.0,False,6,35484
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,2026-07-06 03:30:00-04:00,26.0,1,0.5,30.25,45.0,35.0,32.5,33.0,0.9456521739130435,0.3291139240506329,79.0,False,6,35484
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 02:45:00-04:00,2026-07-06 03:15:00-04:00,2026-07-06 03:30:00-04:00,-34.75,1,0.3333333333333333,1.75,20.0,10.0,17.5,28.0,0.05434782608695652,0.34068627450980393,102.0,False,6,35484
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 02:45:00-04:00,2026-07-06 03:15:00-04:00,2026-07-06 03:30:00-04:00,34.75,2,0.6666666666666666,19.0,20.0,10.0,17.5,28.0,0.9456521739130435,0.34068627450980393,102.0,False,6,35484
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 03:30:00-04:00,2026-07-06 03:30:00-04:00,2026-07-06 03:45:00-04:00,50.75,1,1.0,50.75,90.0,95.0,90.0,,0.9416666666666667,0.8458333333333333,60.0,False,6,35485
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 03:30:00-04:00,2026-07-06 03:30:00-04:00,2026-07-06 03:45:00-04:00,-50.75,0,0.0,0.0,90.0,95.0,90.0,,0.058333333333333334,0.8458333333333333,60.0,False,6,35485
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 03:15:00-04:00,2026-07-06 03:30:00-04:00,2026-07-06 03:45:00-04:00,22.25,1,0.5,50.75,80.0,77.5,75.0,46.0,0.9416666666666667,0.2099056603773585,106.0,False,6,35485
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 03:15:00-04:00,2026-07-06 03:30:00-04:00,2026-07-06 03:45:00-04:00,-22.25,1,0.5,30.25,80.0,77.5,75.0,46.0,0.058333333333333334,0.2099056603773585,106.0,False,6,35485
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,2026-07-06 03:45:00-04:00,26.5,2,0.6666666666666666,26.25,70.0,60.0,60.0,39.5,0.9416666666666667,0.1906474820143885,139.0,False,6,35485
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,2026-07-06 03:45:00-04:00,-26.5,1,0.3333333333333333,30.25,70.0,60.0,60.0,39.5,0.058333333333333334,0.1906474820143885,139.0,False,6,35485
NQ,15m,bull,1,phase1-v1.0.0,2026-07-06 03:45:00-04:00,2026-07-06 03:45:00-04:00,2026-07-06 04:00:00-04:00,-18.0,0,0.0,0.0,30.0,30.0,30.0,,0.052083333333333336,0.75,24.0,False,6,35486
NQ,15m,bear,1,phase1-v1.0.0,2026-07-06 03:45:00-04:00,2026-07-06 03:45:00-04:00,2026-07-06 04:00:00-04:00,18.0,1,1.0,18.0,30.0,30.0,30.0,,0.9479166666666666,0.75,24.0,False,6,35486
NQ,15m,bull,2,phase1-v1.0.0,2026-07-06 03:30:00-04:00,2026-07-06 03:45:00-04:00,2026-07-06 04:00:00-04:00,30.5,1,0.5,50.75,60.0,62.5,60.0,24.0,0.052083333333333336,0.3630952380952381,84.0,False,6,35486
NQ,15m,bear,2,phase1-v1.0.0,2026-07-06 03:30:00-04:00,2026-07-06 03:45:00-04:00,2026-07-06 04:00:00-04:00,-30.5,1,0.5,18.0,60.0,62.5,60.0,24.0,0.9479166666666666,0.3630952380952381,84.0,False,6,35486
NQ,15m,bull,3,phase1-v1.0.0,2026-07-06 03:15:00-04:00,2026-07-06 03:45:00-04:00,2026-07-06 04:00:00-04:00,2.0,1,0.3333333333333333,50.75,70.0,60.0,60.0,35.0,0.052083333333333336,0.015384615384615385,130.0,False,6,35486
NQ,15m,bear,3,phase1-v1.0.0,2026-07-06 03:15:00-04:00,2026-07-06 03:45:00-04:00,2026-07-06 04:00:00-04:00,-2.0,2,0.6666666666666666,24.125,70.0,60.0,60.0,35.0,0.9479166666666666,0.015384615384615385,130.0,False,6,35486
