ifvg_id,source_fvg_id,instrument,tf,param_version,original_direction,ifvg_direction,source_lower,source_upper,conversion_close,conversion_et,source_availability_et
FVG-15m-bull-20260707T0815-iFVG,FVG-15m-bull-20260707T0815,NQ,15m,phase1-v1.0.0,bull,bear,29645.75,29658.5,29642.25,2026-07-07 09:00:00-04:00,2026-07-07 08:30:00-04:00
FVG-15m-bear-20260707T0900-iFVG,FVG-15m-bear-20260707T0900,NQ,15m,phase1-v1.0.0,bear,bull,29655.75,29664.0,29681.5,2026-07-09 03:45:00-04:00,2026-07-07 09:15:00-04:00
FVG-15m-bear-20260707T1015-iFVG,FVG-15m-bear-20260707T1015,NQ,15m,phase1-v1.0.0,bear,bull,29378.25,29420.25,29466.25,2026-07-07 12:15:00-04:00,2026-07-07 10:30:00-04:00
FVG-15m-bear-20260707T1030-iFVG,FVG-15m-bear-20260707T1030,NQ,15m,phase1-v1.0.0,bear,bull,29327.75,29332.0,29386.75,2026-07-07 12:00:00-04:00,2026-07-07 10:45:00-04:00
FVG-15m-bull-20260707T1145-iFVG,FVG-15m-bull-20260707T1145,NQ,15m,phase1-v1.0.0,bull,bear,29322.5,29325.25,29321.25,2026-07-07 15:30:00-04:00,2026-07-07 12:00:00-04:00
FVG-15m-bull-20260707T1200-iFVG,FVG-15m-bull-20260707T1200,NQ,15m,phase1-v1.0.0,bull,bear,29330.0,29377.0,29321.25,2026-07-07 15:30:00-04:00,2026-07-07 12:15:00-04:00
FVG-15m-bull-20260707T1215-iFVG,FVG-15m-bull-20260707T1215,NQ,15m,phase1-v1.0.0,bull,bear,29389.25,29450.5,29333.75,2026-07-07 15:15:00-04:00,2026-07-07 12:30:00-04:00
FVG-15m-bull-20260707T1230-iFVG,FVG-15m-bull-20260707T1230,NQ,15m,phase1-v1.0.0,bull,bear,29473.75,29486.25,29472.75,2026-07-07 14:45:00-04:00,2026-07-07 12:45:00-04:00
FVG-15m-bear-20260707T1445-iFVG,FVG-15m-bear-20260707T1445,NQ,15m,phase1-v1.0.0,bear,bull,29485.0,29509.75,29515.25,2026-07-07 20:45:00-04:00,2026-07-07 15:00:00-04:00
FVG-15m-bear-20260707T1500-iFVG,FVG-15m-bear-20260707T1500,NQ,15m,phase1-v1.0.0,bear,bull,29410.0,29452.75,29454.5,2026-07-07 20:30:00-04:00,2026-07-07 15:15:00-04:00
FVG-15m-bear-20260707T1515-iFVG,FVG-15m-bear-20260707T1515,NQ,15m,phase1-v1.0.0,bear,bull,29335.75,29385.25,29394.5,2026-07-07 16:00:00-04:00,2026-07-07 15:30:00-04:00
FVG-15m-bull-20260707T1600-iFVG,FVG-15m-bull-20260707T1600,NQ,15m,phase1-v1.0.0,bull,bear,29371.75,29387.75,29343.75,2026-07-07 19:45:00-04:00,2026-07-07 16:15:00-04:00
FVG-15m-bear-20260707T1945-iFVG,FVG-15m-bear-20260707T1945,NQ,15m,phase1-v1.0.0,bear,bull,29359.75,29373.75,29414.5,2026-07-07 20:15:00-04:00,2026-07-07 20:00:00-04:00
FVG-15m-bull-20260707T2015-iFVG,FVG-15m-bull-20260707T2015,NQ,15m,phase1-v1.0.0,bull,bear,29359.75,29391.25,29353.0,2026-07-08 01:45:00-04:00,2026-07-07 20:30:00-04:00
FVG-15m-bull-20260707T2045-iFVG,FVG-15m-bull-20260707T2045,NQ,15m,phase1-v1.0.0,bull,bear,29477.5,29512.0,29457.75,2026-07-07 21:45:00-04:00,2026-07-07 21:00:00-04:00
FVG-15m-bull-20260707T2315-iFVG,FVG-15m-bull-20260707T2315,NQ,15m,phase1-v1.0.0,bull,bear,29475.0,29475.5,29467.0,2026-07-08 00:00:00-04:00,2026-07-07 23:30:00-04:00
FVG-15m-bear-20260708T0000-iFVG,FVG-15m-bear-20260708T0000,NQ,15m,phase1-v1.0.0,bear,bull,29473.5,29481.25,29491.25,2026-07-08 20:00:00-04:00,2026-07-08 00:15:00-04:00
FVG-15m-bear-20260708T0015-iFVG,FVG-15m-bear-20260708T0015,NQ,15m,phase1-v1.0.0,bear,bull,29464.0,29465.0,29479.75,2026-07-08 19:45:00-04:00,2026-07-08 00:30:00-04:00
FVG-15m-bear-20260708T0045-iFVG,FVG-15m-bear-20260708T0045,NQ,15m,phase1-v1.0.0,bear,bull,29422.5,29428.0,29440.25,2026-07-08 13:30:00-04:00,2026-07-08 01:00:00-04:00
FVG-15m-bear-20260708T0130-iFVG,FVG-15m-bear-20260708T0130,NQ,15m,phase1-v1.0.0,bear,bull,29385.75,29399.25,29411.25,2026-07-08 04:15:00-04:00,2026-07-08 01:45:00-04:00
FVG-15m-bear-20260708T0145-iFVG,FVG-15m-bear-20260708T0145,NQ,15m,phase1-v1.0.0,bear,bull,29363.0,29378.75,29394.75,2026-07-08 03:45:00-04:00,2026-07-08 02:00:00-04:00
FVG-15m-bull-20260708T0330-iFVG,FVG-15m-bull-20260708T0330,NQ,15m,phase1-v1.0.0,bull,bear,29335.25,29346.25,29079.75,2026-07-08 04:30:00-04:00,2026-07-08 03:45:00-04:00
FVG-15m-bull-20260708T0345-iFVG,FVG-15m-bull-20260708T0345,NQ,15m,phase1-v1.0.0,bull,bear,29355.0,29369.0,29079.75,2026-07-08 04:30:00-04:00,2026-07-08 04:00:00-04:00
FVG-15m-bear-20260708T0430-iFVG,FVG-15m-bear-20260708T0430,NQ,15m,phase1-v1.0.0,bear,bull,29103.5,29341.25,29347.75,2026-07-08 09:45:00-04:00,2026-07-08 04:45:00-04:00
FVG-15m-bear-20260708T0515-iFVG,FVG-15m-bear-20260708T0515,NQ,15m,phase1-v1.0.0,bear,bull,28971.25,29002.0,29020.25,2026-07-08 06:30:00-04:00,2026-07-08 05:30:00-04:00
FVG-15m-bull-20260708T0815-iFVG,FVG-15m-bull-20260708T0815,NQ,15m,phase1-v1.0.0,bull,bear,29114.75,29124.75,29057.75,2026-07-08 11:30:00-04:00,2026-07-08 08:30:00-04:00
FVG-15m-bull-20260708T0945-iFVG,FVG-15m-bull-20260708T0945,NQ,15m,phase1-v1.0.0,bull,bear,29230.0,29287.75,29212.0,2026-07-08 11:00:00-04:00,2026-07-08 10:00:00-04:00
FVG-15m-bear-20260708T1630-iFVG,FVG-15m-bear-20260708T1630,NQ,15m,phase1-v1.0.0,bear,bull,29398.25,29403.75,29434.75,2026-07-08 18:15:00-04:00,2026-07-08 16:45:00-04:00
FVG-15m-bull-20260708T1945-iFVG,FVG-15m-bull-20260708T1945,NQ,15m,phase1-v1.0.0,bull,bear,29444.25,29468.25,29429.5,2026-07-08 23:00:00-04:00,2026-07-08 20:00:00-04:00
FVG-15m-bull-20260708T2000-iFVG,FVG-15m-bull-20260708T2000,NQ,15m,phase1-v1.0.0,bull,bear,29487.0,29491.0,29449.0,2026-07-08 22:00:00-04:00,2026-07-08 20:15:00-04:00
FVG-15m-bull-20260708T2015-iFVG,FVG-15m-bull-20260708T2015,NQ,15m,phase1-v1.0.0,bull,bear,29503.25,29518.25,29449.0,2026-07-08 22:00:00-04:00,2026-07-08 20:30:00-04:00
FVG-15m-bear-20260708T2245-iFVG,FVG-15m-bear-20260708T2245,NQ,15m,phase1-v1.0.0,bear,bull,29467.75,29517.25,29536.25,2026-07-09 00:45:00-04:00,2026-07-08 23:00:00-04:00
FVG-15m-bear-20260708T2300-iFVG,FVG-15m-bear-20260708T2300,NQ,15m,phase1-v1.0.0,bear,bull,29449.75,29460.0,29480.0,2026-07-08 23:30:00-04:00,2026-07-08 23:15:00-04:00
FVG-15m-bull-20260708T2345-iFVG,FVG-15m-bull-20260708T2345,NQ,15m,phase1-v1.0.0,bull,bear,29481.5,29497.0,29474.5,2026-07-09 00:30:00-04:00,2026-07-09 00:00:00-04:00
FVG-15m-bull-20260709T0045-iFVG,FVG-15m-bull-20260709T0045,NQ,15m,phase1-v1.0.0,bull,bear,29518.5,29521.5,29515.0,2026-07-09 01:30:00-04:00,2026-07-09 01:00:00-04:00
FVG-15m-bull-20260709T0315-iFVG,FVG-15m-bull-20260709T0315,NQ,15m,phase1-v1.0.0,bull,bear,29632.25,29639.75,29621.25,2026-07-09 05:45:00-04:00,2026-07-09 03:30:00-04:00
FVG-15m-bull-20260709T0345-iFVG,FVG-15m-bull-20260709T0345,NQ,15m,phase1-v1.0.0,bull,bear,29667.75,29671.25,29661.25,2026-07-09 05:00:00-04:00,2026-07-09 04:00:00-04:00
FVG-15m-bear-20260709T0445-iFVG,FVG-15m-bear-20260709T0445,NQ,15m,phase1-v1.0.0,bear,bull,29681.5,29694.0,29696.0,2026-07-09 08:00:00-04:00,2026-07-09 05:00:00-04:00
FVG-15m-bear-20260709T0700-iFVG,FVG-15m-bear-20260709T0700,NQ,15m,phase1-v1.0.0,bear,bull,29626.0,29629.0,29641.0,2026-07-09 07:30:00-04:00,2026-07-09 07:15:00-04:00
FVG-15m-bull-20260709T0945-iFVG,FVG-15m-bull-20260709T0945,NQ,15m,phase1-v1.0.0,bull,bear,29758.75,29808.5,29758.5,2026-07-09 10:45:00-04:00,2026-07-09 10:00:00-04:00
FVG-15m-bear-20260709T1015-iFVG,FVG-15m-bear-20260709T1015,NQ,15m,phase1-v1.0.0,bear,bull,29803.5,29808.5,29854.75,2026-07-09 11:15:00-04:00,2026-07-09 10:30:00-04:00
FVG-15m-bull-20260709T1115-iFVG,FVG-15m-bull-20260709T1115,NQ,15m,phase1-v1.0.0,bull,bear,29821.25,29830.0,29789.5,2026-07-10 02:30:00-04:00,2026-07-09 11:30:00-04:00
FVG-15m-bull-20260709T1315-iFVG,FVG-15m-bull-20260709T1315,NQ,15m,phase1-v1.0.0,bull,bear,29913.25,29954.0,29907.75,2026-07-09 18:30:00-04:00,2026-07-09 13:30:00-04:00
FVG-15m-bear-20260709T1830-iFVG,FVG-15m-bear-20260709T1830,NQ,15m,phase1-v1.0.0,bear,bull,29922.5,29923.5,29939.75,2026-07-09 19:15:00-04:00,2026-07-09 18:45:00-04:00
FVG-15m-bull-20260709T1915-iFVG,FVG-15m-bull-20260709T1915,NQ,15m,phase1-v1.0.0,bull,bear,29927.5,29929.5,29894.0,2026-07-09 20:15:00-04:00,2026-07-09 19:30:00-04:00
FVG-15m-bear-20260709T2015-iFVG,FVG-15m-bear-20260709T2015,NQ,15m,phase1-v1.0.0,bear,bull,29903.5,29926.0,29952.0,2026-07-09 23:00:00-04:00,2026-07-09 20:30:00-04:00
FVG-15m-bear-20260709T2030-iFVG,FVG-15m-bear-20260709T2030,NQ,15m,phase1-v1.0.0,bear,bull,29845.0,29858.0,29866.5,2026-07-09 21:00:00-04:00,2026-07-09 20:45:00-04:00
FVG-15m-bull-20260709T2145-iFVG,FVG-15m-bull-20260709T2145,NQ,15m,phase1-v1.0.0,bull,bear,29877.25,29881.5,29876.5,2026-07-10 01:30:00-04:00,2026-07-09 22:00:00-04:00
FVG-15m-bull-20260709T2245-iFVG,FVG-15m-bull-20260709T2245,NQ,15m,phase1-v1.0.0,bull,bear,29884.75,29902.0,29881.75,2026-07-10 01:00:00-04:00,2026-07-09 23:00:00-04:00
FVG-15m-bull-20260709T2300-iFVG,FVG-15m-bull-20260709T2300,NQ,15m,phase1-v1.0.0,bull,bear,29916.25,29940.25,29915.25,2026-07-10 00:45:00-04:00,2026-07-09 23:15:00-04:00
FVG-15m-bear-20260709T2330-iFVG,FVG-15m-bear-20260709T2330,NQ,15m,phase1-v1.0.0,bear,bull,29932.75,29940.25,29947.75,2026-07-10 00:15:00-04:00,2026-07-09 23:45:00-04:00
FVG-15m-bear-20260710T0100-iFVG,FVG-15m-bear-20260710T0100,NQ,15m,phase1-v1.0.0,bear,bull,29886.5,29906.25,29923.0,2026-07-10 10:00:00-04:00,2026-07-10 01:15:00-04:00
FVG-15m-bear-20260710T0215-iFVG,FVG-15m-bear-20260710T0215,NQ,15m,phase1-v1.0.0,bear,bull,29830.75,29840.0,29862.0,2026-07-10 06:45:00-04:00,2026-07-10 02:30:00-04:00
FVG-15m-bull-20260710T0530-iFVG,FVG-15m-bull-20260710T0530,NQ,15m,phase1-v1.0.0,bull,bear,29800.75,29806.0,29800.0,2026-07-10 09:00:00-04:00,2026-07-10 05:45:00-04:00
FVG-15m-bear-20260710T0745-iFVG,FVG-15m-bear-20260710T0745,NQ,15m,phase1-v1.0.0,bear,bull,29843.0,29850.5,29851.75,2026-07-10 08:30:00-04:00,2026-07-10 08:00:00-04:00
FVG-15m-bull-20260710T0945-iFVG,FVG-15m-bull-20260710T0945,NQ,15m,phase1-v1.0.0,bull,bear,29851.0,29852.75,29818.25,2026-07-10 11:00:00-04:00,2026-07-10 10:00:00-04:00
