ifvg_id,source_fvg_id,instrument,tf,param_version,original_direction,ifvg_direction,source_lower,source_upper,conversion_close,conversion_et,source_availability_et
FVG-15m-bear-20260705T2115-iFVG,FVG-15m-bear-20260705T2115,NQ,15m,phase1-v1.0.0,bear,bull,29893.5,29914.5,29931.5,2026-07-06 08:15:00-04:00,2026-07-05 21:30:00-04:00
FVG-15m-bear-20260705T2130-iFVG,FVG-15m-bear-20260705T2130,NQ,15m,phase1-v1.0.0,bear,bull,29855.25,29867.25,29872.75,2026-07-06 03:45:00-04:00,2026-07-05 21:45:00-04:00
FVG-15m-bull-20260705T2315-iFVG,FVG-15m-bull-20260705T2315,NQ,15m,phase1-v1.0.0,bull,bear,29732.0,29748.0,29730.25,2026-07-06 00:00:00-04:00,2026-07-05 23:30:00-04:00
FVG-15m-bull-20260706T0015-iFVG,FVG-15m-bull-20260706T0015,NQ,15m,phase1-v1.0.0,bull,bear,29748.5,29769.0,29740.0,2026-07-06 21:30:00-04:00,2026-07-06 00:30:00-04:00
FVG-15m-bull-20260706T0030-iFVG,FVG-15m-bull-20260706T0030,NQ,15m,phase1-v1.0.0,bull,bear,29778.0,29788.5,29769.5,2026-07-06 01:30:00-04:00,2026-07-06 00:45:00-04:00
FVG-15m-bull-20260706T0045-iFVG,FVG-15m-bull-20260706T0045,NQ,15m,phase1-v1.0.0,bull,bear,29801.0,29813.0,29769.5,2026-07-06 01:30:00-04:00,2026-07-06 01:00:00-04:00
FVG-15m-bull-20260706T0245-iFVG,FVG-15m-bull-20260706T0245,NQ,15m,phase1-v1.0.0,bull,bear,29797.0,29832.5,29740.0,2026-07-06 21:30:00-04:00,2026-07-06 03:00:00-04:00
FVG-15m-bear-20260706T0415-iFVG,FVG-15m-bear-20260706T0415,NQ,15m,phase1-v1.0.0,bear,bull,29833.25,29851.25,29867.0,2026-07-06 05:00:00-04:00,2026-07-06 04:30:00-04:00
FVG-15m-bull-20260706T0445-iFVG,FVG-15m-bull-20260706T0445,NQ,15m,phase1-v1.0.0,bull,bear,29833.25,29838.5,29826.5,2026-07-06 20:15:00-04:00,2026-07-06 05:00:00-04:00
FVG-15m-bear-20260706T0915-iFVG,FVG-15m-bear-20260706T0915,NQ,15m,phase1-v1.0.0,bear,bull,29865.0,29898.75,29921.5,2026-07-06 09:45:00-04:00,2026-07-06 09:30:00-04:00
FVG-15m-bull-20260706T0945-iFVG,FVG-15m-bull-20260706T0945,NQ,15m,phase1-v1.0.0,bull,bear,29865.0,29896.0,29852.25,2026-07-06 20:00:00-04:00,2026-07-06 10:00:00-04:00
FVG-15m-bear-20260706T1230-iFVG,FVG-15m-bear-20260706T1230,NQ,15m,phase1-v1.0.0,bear,bull,30044.25,30053.5,30064.75,2026-07-10 13:45:00-04:00,2026-07-06 12:45:00-04:00
FVG-15m-bear-20260706T1330-iFVG,FVG-15m-bear-20260706T1330,NQ,15m,phase1-v1.0.0,bear,bull,29960.5,29975.25,29978.0,2026-07-06 14:45:00-04:00,2026-07-06 13:45:00-04:00
FVG-15m-bear-20260706T1345-iFVG,FVG-15m-bear-20260706T1345,NQ,15m,phase1-v1.0.0,bear,bull,29936.0,29948.0,29949.25,2026-07-06 14:15:00-04:00,2026-07-06 14:00:00-04:00
FVG-15m-bull-20260706T1515-iFVG,FVG-15m-bull-20260706T1515,NQ,15m,phase1-v1.0.0,bull,bear,30004.0,30004.5,29951.75,2026-07-06 16:00:00-04:00,2026-07-06 15:30:00-04:00
FVG-15m-bear-20260706T1600-iFVG,FVG-15m-bear-20260706T1600,NQ,15m,phase1-v1.0.0,bear,bull,29972.75,29996.25,30013.5,2026-07-10 12:30:00-04:00,2026-07-06 16:15:00-04:00
FVG-15m-bear-20260706T1845-iFVG,FVG-15m-bear-20260706T1845,NQ,15m,phase1-v1.0.0,bear,bull,29950.25,29950.75,29954.25,2026-07-09 13:15:00-04:00,2026-07-06 19:00:00-04:00
FVG-15m-bear-20260706T1900-iFVG,FVG-15m-bear-20260706T1900,NQ,15m,phase1-v1.0.0,bear,bull,29928.75,29942.75,29954.25,2026-07-09 13:15:00-04:00,2026-07-06 19:15:00-04:00
FVG-15m-bear-20260706T2130-iFVG,FVG-15m-bear-20260706T2130,NQ,15m,phase1-v1.0.0,bear,bull,29789.75,29800.0,29806.5,2026-07-06 22:15:00-04:00,2026-07-06 21:45:00-04:00
FVG-15m-bear-20260706T2330-iFVG,FVG-15m-bear-20260706T2330,NQ,15m,phase1-v1.0.0,bear,bull,29709.0,29741.5,29749.25,2026-07-09 08:30:00-04:00,2026-07-06 23:45:00-04:00
FVG-15m-bear-20260706T2345-iFVG,FVG-15m-bear-20260706T2345,NQ,15m,phase1-v1.0.0,bear,bull,29675.5,29680.0,29689.75,2026-07-07 02:00:00-04:00,2026-07-07 00:00:00-04:00
FVG-15m-bull-20260707T0145-iFVG,FVG-15m-bull-20260707T0145,NQ,15m,phase1-v1.0.0,bull,bear,29607.5,29646.0,29592.25,2026-07-07 09:30:00-04:00,2026-07-07 02:00:00-04:00
FVG-15m-bull-20260707T0315-iFVG,FVG-15m-bull-20260707T0315,NQ,15m,phase1-v1.0.0,bull,bear,29693.25,29711.75,29645.5,2026-07-07 04:00:00-04:00,2026-07-07 03:30:00-04:00
FVG-15m-bear-20260707T0345-iFVG,FVG-15m-bear-20260707T0345,NQ,15m,phase1-v1.0.0,bear,bull,29700.0,29711.75,29715.75,2026-07-09 08:15:00-04:00,2026-07-07 04:00:00-04:00
FVG-15m-bull-20260707T0800-iFVG,FVG-15m-bull-20260707T0800,NQ,15m,phase1-v1.0.0,bull,bear,29632.5,29639.25,29592.25,2026-07-07 09:30:00-04:00,2026-07-07 08:15:00-04:00
