id,instrument,direction,tf,param_version,A_open_et,B_open_et,C_open_et,A_high,A_low,C_high,C_low,B_open,B_close,lower_boundary,upper_boundary,midpoint,fvg_width,atr_at_C,atr_availability_et,fvg_width_atr,availability_et,first_wick_entry_et,first_body_overlap_et,midpoint_touch_et,full_fill_et,invalidation_et,segment_id,C_index
FVG-daily-bear-20260707T1800,NQ,bear,daily,phase1-v1.0.0,2026-07-05 18:00:00-04:00,2026-07-06 18:00:00-04:00,2026-07-07 18:00:00-04:00,30094.0,29683.0,29558.75,28909.75,29960.0,29419.5,29558.75,29683.0,29620.875,124.25,755.1428571428571,2026-07-07 18:00:00-04:00,0.16453840332954975,2026-07-08 17:00:00-04:00,2026-07-09 17:00:00-04:00,2026-07-09 17:00:00-04:00,2026-07-09 17:00:00-04:00,2026-07-09 17:00:00-04:00,2026-07-09 17:00:00-04:00,6,392
FVG-daily-bull-20260709T1800,NQ,bull,daily,phase1-v1.0.0,2026-07-07 18:00:00-04:00,2026-07-08 18:00:00-04:00,2026-07-09 18:00:00-04:00,29558.75,28909.75,30077.75,29675.0,29412.0,29931.25,29558.75,29675.0,29616.875,116.25,747.0357142857143,2026-07-09 18:00:00-04:00,0.15561504995936318,2026-07-10 17:00:00-04:00,,,,,,6,394
