id,instrument,direction,tf,param_version,A_open_et,B_open_et,C_open_et,A_high,A_low,C_high,C_low,B_open,B_close,lower_boundary,upper_boundary,midpoint,fvg_width,atr_at_C,atr_availability_et,fvg_width_atr,availability_et,first_wick_entry_et,first_body_overlap_et,midpoint_touch_et,full_fill_et,invalidation_et,segment_id,C_index
FVG-15m-bull-20260708T0945,NQ,bull,15m,phase1-v1.0.0,2026-07-08 09:15:00-04:00,2026-07-08 09:30:00-04:00,2026-07-08 09:45:00-04:00,29230.0,29154.0,29399.0,29287.75,29202.75,29347.75,29230.0,29287.75,29258.875,57.75,81.48214285714286,2026-07-08 09:45:00-04:00,0.7087442472057857,2026-07-08 10:00:00-04:00,2026-07-08 10:15:00-04:00,2026-07-08 10:15:00-04:00,2026-07-08 10:15:00-04:00,2026-07-08 10:45:00-04:00,2026-07-08 10:45:00-04:00,6,35694
FVG-15m-bull-20260708T1215,NQ,bull,15m,phase1-v1.0.0,2026-07-08 11:45:00-04:00,2026-07-08 12:00:00-04:00,2026-07-08 12:15:00-04:00,29131.0,29051.25,29303.25,29194.5,29097.25,29214.5,29131.0,29194.5,29162.75,63.5,116.80357142857143,2026-07-08 12:15:00-04:00,0.5436477602813026,2026-07-08 12:30:00-04:00,,,,,,6,35704
FVG-15m-bull-20260708T1230,NQ,bull,15m,phase1-v1.0.0,2026-07-08 12:00:00-04:00,2026-07-08 12:15:00-04:00,2026-07-08 12:30:00-04:00,29222.25,29092.75,29350.0,29245.5,29216.0,29277.0,29222.25,29245.5,29233.875,23.25,118.30357142857143,2026-07-08 12:30:00-04:00,0.19652830188679246,2026-07-08 12:45:00-04:00,,,,,,6,35705
FVG-15m-bull-20260708T1245,NQ,bull,15m,phase1-v1.0.0,2026-07-08 12:15:00-04:00,2026-07-08 12:30:00-04:00,2026-07-08 12:45:00-04:00,29303.25,29194.5,29377.0,29309.75,29275.5,29331.0,29303.25,29309.75,29306.5,6.5,120.5,2026-07-08 12:45:00-04:00,0.05394190871369295,2026-07-08 13:00:00-04:00,,,,,,6,35706
FVG-15m-bear-20260708T1630,NQ,bear,15m,phase1-v1.0.0,2026-07-08 16:00:00-04:00,2026-07-08 16:15:00-04:00,2026-07-08 16:30:00-04:00,29468.5,29403.75,29398.25,29353.25,29424.75,29394.25,29398.25,29403.75,29401.0,5.5,68.25,2026-07-08 16:30:00-04:00,0.08058608058608059,2026-07-08 16:45:00-04:00,2026-07-08 17:00:00-04:00,,2026-07-08 17:00:00-04:00,2026-07-08 17:00:00-04:00,2026-07-08 17:00:00-04:00,6,35721
FVG-15m-bull-20260708T1945,NQ,bull,15m,phase1-v1.0.0,2026-07-08 19:15:00-04:00,2026-07-08 19:30:00-04:00,2026-07-08 19:45:00-04:00,29444.25,29395.0,29503.25,29468.25,29421.0,29479.75,29444.25,29468.25,29456.25,24.0,52.160714285714285,2026-07-08 19:45:00-04:00,0.46011639849366653,2026-07-08 20:00:00-04:00,2026-07-08 21:15:00-04:00,2026-07-08 22:00:00-04:00,2026-07-08 22:00:00-04:00,2026-07-08 22:15:00-04:00,2026-07-08 22:15:00-04:00,6,35730
FVG-15m-bull-20260708T2000,NQ,bull,15m,phase1-v1.0.0,2026-07-08 19:30:00-04:00,2026-07-08 19:45:00-04:00,2026-07-08 20:00:00-04:00,29487.0,29400.75,29564.5,29491.0,29479.5,29491.25,29487.0,29491.0,29489.0,4.0,50.464285714285715,2026-07-08 20:00:00-04:00,0.07926397735314933,2026-07-08 20:15:00-04:00,2026-07-08 21:00:00-04:00,,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,6,35731
FVG-15m-bull-20260708T2015,NQ,bull,15m,phase1-v1.0.0,2026-07-08 19:45:00-04:00,2026-07-08 20:00:00-04:00,2026-07-08 20:15:00-04:00,29503.25,29468.25,29567.75,29518.25,29491.0,29562.75,29503.25,29518.25,29510.75,15.0,52.517857142857146,2026-07-08 20:15:00-04:00,0.28561713702822167,2026-07-08 20:30:00-04:00,2026-07-08 20:45:00-04:00,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,6,35732
FVG-15m-bear-20260708T2245,NQ,bear,15m,phase1-v1.0.0,2026-07-08 22:15:00-04:00,2026-07-08 22:30:00-04:00,2026-07-08 22:45:00-04:00,29579.0,29517.25,29467.75,29419.0,29534.0,29462.5,29467.75,29517.25,29492.5,49.5,67.73214285714286,2026-07-08 22:45:00-04:00,0.730819931452676,2026-07-08 23:00:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:45:00-04:00,2026-07-09 00:00:00-04:00,2026-07-09 00:00:00-04:00,6,35742
FVG-15m-bear-20260708T2300,NQ,bear,15m,phase1-v1.0.0,2026-07-08 22:30:00-04:00,2026-07-08 22:45:00-04:00,2026-07-08 23:00:00-04:00,29544.25,29460.0,29449.75,29405.0,29462.25,29429.5,29449.75,29460.0,29454.875,10.25,67.66071428571429,2026-07-08 23:00:00-04:00,0.15149115861704934,2026-07-08 23:15:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:30:00-04:00,6,35743
FVG-15m-bull-20260708T2330,NQ,bull,15m,phase1-v1.0.0,2026-07-08 23:00:00-04:00,2026-07-08 23:15:00-04:00,2026-07-08 23:30:00-04:00,29449.75,29405.0,29514.5,29474.25,29424.0,29480.0,29449.75,29474.25,29462.0,24.5,68.26785714285714,2026-07-08 23:30:00-04:00,0.35888046037143606,2026-07-08 23:45:00-04:00,2026-07-09 00:30:00-04:00,,,,,6,35745
FVG-15m-bull-20260708T2345,NQ,bull,15m,phase1-v1.0.0,2026-07-08 23:15:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:45:00-04:00,29481.5,29396.5,29518.0,29497.0,29480.75,29512.25,29481.5,29497.0,29489.25,15.5,65.89285714285714,2026-07-08 23:45:00-04:00,0.23523035230352304,2026-07-09 00:00:00-04:00,2026-07-09 00:15:00-04:00,2026-07-09 00:30:00-04:00,2026-07-09 00:30:00-04:00,2026-07-09 00:30:00-04:00,2026-07-09 00:30:00-04:00,6,35746
FVG-15m-bull-20260709T0045,NQ,bull,15m,phase1-v1.0.0,2026-07-09 00:15:00-04:00,2026-07-09 00:30:00-04:00,2026-07-09 00:45:00-04:00,29518.5,29462.5,29558.5,29521.5,29475.0,29536.25,29518.5,29521.5,29520.0,3.0,58.214285714285715,2026-07-09 00:45:00-04:00,0.051533742331288344,2026-07-09 01:00:00-04:00,2026-07-09 01:15:00-04:00,,2026-07-09 01:15:00-04:00,2026-07-09 01:15:00-04:00,2026-07-09 01:15:00-04:00,6,35750
FVG-15m-bull-20260709T0200,NQ,bull,15m,phase1-v1.0.0,2026-07-09 01:30:00-04:00,2026-07-09 01:45:00-04:00,2026-07-09 02:00:00-04:00,29539.5,29474.75,29616.5,29572.25,29537.25,29607.75,29539.5,29572.25,29555.875,32.75,57.160714285714285,2026-07-09 02:00:00-04:00,0.5729459543892533,2026-07-09 02:15:00-04:00,2026-07-09 07:00:00-04:00,,,,,6,35755
FVG-15m-bull-20260709T0315,NQ,bull,15m,phase1-v1.0.0,2026-07-09 02:45:00-04:00,2026-07-09 03:00:00-04:00,2026-07-09 03:15:00-04:00,29632.25,29601.5,29667.75,29639.75,29613.25,29654.5,29632.25,29639.75,29636.0,7.5,50.375,2026-07-09 03:15:00-04:00,0.1488833746898263,2026-07-09 03:30:00-04:00,2026-07-09 05:15:00-04:00,2026-07-09 05:15:00-04:00,2026-07-09 05:15:00-04:00,2026-07-09 05:15:00-04:00,2026-07-09 05:15:00-04:00,6,35760
FVG-15m-bull-20260709T0345,NQ,bull,15m,phase1-v1.0.0,2026-07-09 03:15:00-04:00,2026-07-09 03:30:00-04:00,2026-07-09 03:45:00-04:00,29667.75,29639.75,29706.75,29671.25,29653.25,29681.5,29667.75,29671.25,29669.5,3.5,52.285714285714285,2026-07-09 03:45:00-04:00,0.06693989071038252,2026-07-09 04:00:00-04:00,2026-07-09 04:15:00-04:00,,2026-07-09 04:15:00-04:00,2026-07-09 04:15:00-04:00,2026-07-09 04:15:00-04:00,6,35762
FVG-15m-bear-20260709T0445,NQ,bear,15m,phase1-v1.0.0,2026-07-09 04:15:00-04:00,2026-07-09 04:30:00-04:00,2026-07-09 04:45:00-04:00,29735.75,29694.0,29681.5,29643.0,29697.0,29677.5,29681.5,29694.0,29687.75,12.5,48.5,2026-07-09 04:45:00-04:00,0.25773195876288657,2026-07-09 05:00:00-04:00,2026-07-09 07:45:00-04:00,2026-07-09 07:45:00-04:00,2026-07-09 07:45:00-04:00,2026-07-09 08:00:00-04:00,2026-07-09 08:00:00-04:00,6,35766
FVG-15m-bear-20260709T0700,NQ,bear,15m,phase1-v1.0.0,2026-07-09 06:30:00-04:00,2026-07-09 06:45:00-04:00,2026-07-09 07:00:00-04:00,29660.75,29629.0,29626.0,29579.0,29641.25,29600.25,29626.0,29629.0,29627.5,3.0,42.42857142857143,2026-07-09 07:00:00-04:00,0.0707070707070707,2026-07-09 07:15:00-04:00,2026-07-09 07:30:00-04:00,2026-07-09 07:30:00-04:00,2026-07-09 07:30:00-04:00,2026-07-09 07:30:00-04:00,2026-07-09 07:30:00-04:00,6,35775
FVG-15m-bull-20260709T0730,NQ,bull,15m,phase1-v1.0.0,2026-07-09 07:00:00-04:00,2026-07-09 07:15:00-04:00,2026-07-09 07:30:00-04:00,29626.0,29579.0,29690.0,29626.75,29611.25,29641.0,29626.0,29626.75,29626.375,0.75,43.767857142857146,2026-07-09 07:30:00-04:00,0.017135862913096694,2026-07-09 07:45:00-04:00,2026-07-09 10:30:00-04:00,,2026-07-09 10:30:00-04:00,2026-07-09 10:30:00-04:00,2026-07-09 10:30:00-04:00,6,35777
FVG-15m-bull-20260709T0745,NQ,bull,15m,phase1-v1.0.0,2026-07-09 07:15:00-04:00,2026-07-09 07:30:00-04:00,2026-07-09 07:45:00-04:00,29643.75,29593.75,29721.75,29674.25,29641.0,29683.25,29643.75,29674.25,29659.0,30.5,43.267857142857146,2026-07-09 07:45:00-04:00,0.7049112670243499,2026-07-09 08:00:00-04:00,2026-07-09 09:45:00-04:00,,2026-07-09 10:30:00-04:00,2026-07-09 10:30:00-04:00,2026-07-09 10:30:00-04:00,6,35778
FVG-15m-bull-20260709T0830,NQ,bull,15m,phase1-v1.0.0,2026-07-09 08:00:00-04:00,2026-07-09 08:15:00-04:00,2026-07-09 08:30:00-04:00,29732.75,29681.0,29786.5,29740.0,29716.25,29749.25,29732.75,29740.0,29736.375,7.25,45.017857142857146,2026-07-09 08:30:00-04:00,0.1610472034906783,2026-07-09 08:45:00-04:00,2026-07-09 09:00:00-04:00,2026-07-09 09:00:00-04:00,2026-07-09 09:00:00-04:00,2026-07-09 09:00:00-04:00,2026-07-09 09:00:00-04:00,6,35781
FVG-15m-bull-20260709T0945,NQ,bull,15m,phase1-v1.0.0,2026-07-09 09:15:00-04:00,2026-07-09 09:30:00-04:00,2026-07-09 09:45:00-04:00,29758.75,29726.75,29931.25,29808.5,29746.75,29858.5,29758.75,29808.5,29783.625,49.75,57.464285714285715,2026-07-09 09:45:00-04:00,0.8657551274083282,2026-07-09 10:00:00-04:00,2026-07-09 10:15:00-04:00,2026-07-09 10:15:00-04:00,2026-07-09 10:30:00-04:00,2026-07-09 10:30:00-04:00,2026-07-09 10:30:00-04:00,6,35786
FVG-15m-bear-20260709T1015,NQ,bear,15m,phase1-v1.0.0,2026-07-09 09:45:00-04:00,2026-07-09 10:00:00-04:00,2026-07-09 10:15:00-04:00,29931.25,29808.5,29803.5,29614.5,29910.0,29802.75,29803.5,29808.5,29806.0,5.0,71.16071428571429,2026-07-09 10:15:00-04:00,0.07026348808030113,2026-07-09 10:30:00-04:00,2026-07-09 11:00:00-04:00,,2026-07-09 11:00:00-04:00,2026-07-09 11:00:00-04:00,2026-07-09 11:00:00-04:00,6,35788
FVG-15m-bull-20260709T1115,NQ,bull,15m,phase1-v1.0.0,2026-07-09 10:45:00-04:00,2026-07-09 11:00:00-04:00,2026-07-09 11:15:00-04:00,29821.25,29723.5,29886.25,29830.0,29788.25,29854.75,29821.25,29830.0,29825.625,8.75,87.98214285714286,2026-07-09 11:15:00-04:00,0.09945199918814694,2026-07-09 11:30:00-04:00,2026-07-09 20:30:00-04:00,,2026-07-09 20:30:00-04:00,2026-07-09 20:30:00-04:00,2026-07-09 20:30:00-04:00,6,35792
FVG-15m-bull-20260709T1315,NQ,bull,15m,phase1-v1.0.0,2026-07-09 12:45:00-04:00,2026-07-09 13:00:00-04:00,2026-07-09 13:15:00-04:00,29913.25,29885.25,29991.0,29954.0,29897.0,29954.25,29913.25,29954.0,29933.625,40.75,78.125,2026-07-09 13:15:00-04:00,0.5216,2026-07-09 13:30:00-04:00,2026-07-09 14:00:00-04:00,2026-07-09 15:00:00-04:00,2026-07-09 15:00:00-04:00,2026-07-09 15:15:00-04:00,2026-07-09 15:15:00-04:00,6,35800
FVG-15m-bear-20260709T1830,NQ,bear,15m,phase1-v1.0.0,2026-07-09 18:00:00-04:00,2026-07-09 18:15:00-04:00,2026-07-09 18:30:00-04:00,29961.0,29923.5,29922.5,29905.5,29938.0,29907.75,29922.5,29923.5,29923.0,1.0,34.80357142857143,2026-07-09 18:30:00-04:00,0.028732683427398664,2026-07-09 18:45:00-04:00,2026-07-09 19:00:00-04:00,,2026-07-09 19:00:00-04:00,2026-07-09 19:00:00-04:00,2026-07-09 19:00:00-04:00,6,35817
FVG-15m-bull-20260709T1915,NQ,bull,15m,phase1-v1.0.0,2026-07-09 18:45:00-04:00,2026-07-09 19:00:00-04:00,2026-07-09 19:15:00-04:00,29927.5,29913.25,29964.25,29929.5,29921.5,29939.75,29927.5,29929.5,29928.5,2.0,32.964285714285715,2026-07-09 19:15:00-04:00,0.060671722643553624,2026-07-09 19:30:00-04:00,2026-07-09 20:00:00-04:00,,2026-07-09 20:00:00-04:00,2026-07-09 20:00:00-04:00,2026-07-09 20:00:00-04:00,6,35820
FVG-15m-bear-20260709T2015,NQ,bear,15m,phase1-v1.0.0,2026-07-09 19:45:00-04:00,2026-07-09 20:00:00-04:00,2026-07-09 20:15:00-04:00,29958.0,29926.0,29903.5,29820.75,29933.25,29894.0,29903.5,29926.0,29914.75,22.5,34.214285714285715,2026-07-09 20:15:00-04:00,0.6576200417536534,2026-07-09 20:30:00-04:00,2026-07-09 22:00:00-04:00,2026-07-09 22:45:00-04:00,2026-07-09 22:00:00-04:00,2026-07-09 23:00:00-04:00,2026-07-09 23:00:00-04:00,6,35824
FVG-15m-bear-20260709T2030,NQ,bear,15m,phase1-v1.0.0,2026-07-09 20:00:00-04:00,2026-07-09 20:15:00-04:00,2026-07-09 20:30:00-04:00,29952.0,29858.0,29845.0,29804.25,29895.25,29837.0,29845.0,29858.0,29851.5,13.0,35.982142857142854,2026-07-09 20:30:00-04:00,0.3612903225806452,2026-07-09 20:45:00-04:00,2026-07-09 21:00:00-04:00,2026-07-09 21:00:00-04:00,2026-07-09 21:00:00-04:00,2026-07-09 21:00:00-04:00,2026-07-09 21:00:00-04:00,6,35825
FVG-15m-bull-20260709T2145,NQ,bull,15m,phase1-v1.0.0,2026-07-09 21:15:00-04:00,2026-07-09 21:30:00-04:00,2026-07-09 21:45:00-04:00,29877.25,29836.75,29922.75,29881.5,29867.25,29885.25,29877.25,29881.5,29879.375,4.25,43.982142857142854,2026-07-09 21:45:00-04:00,0.09663012586276899,2026-07-09 22:00:00-04:00,2026-07-09 22:15:00-04:00,2026-07-09 22:15:00-04:00,2026-07-09 22:15:00-04:00,2026-07-09 22:15:00-04:00,2026-07-09 22:15:00-04:00,6,35830
FVG-15m-bull-20260709T2245,NQ,bull,15m,phase1-v1.0.0,2026-07-09 22:15:00-04:00,2026-07-09 22:30:00-04:00,2026-07-09 22:45:00-04:00,29884.75,29854.25,29952.5,29902.0,29883.25,29908.25,29884.75,29902.0,29893.375,17.25,47.017857142857146,2026-07-09 22:45:00-04:00,0.36688188378275727,2026-07-09 23:00:00-04:00,2026-07-10 01:00:00-04:00,2026-07-10 01:00:00-04:00,2026-07-10 01:00:00-04:00,2026-07-10 01:00:00-04:00,2026-07-10 01:00:00-04:00,6,35834
FVG-15m-bull-20260709T2300,NQ,bull,15m,phase1-v1.0.0,2026-07-09 22:30:00-04:00,2026-07-09 22:45:00-04:00,2026-07-09 23:00:00-04:00,29916.25,29874.0,29963.5,29940.25,29908.5,29952.0,29916.25,29940.25,29928.25,24.0,48.142857142857146,2026-07-09 23:00:00-04:00,0.4985163204747774,2026-07-09 23:15:00-04:00,2026-07-09 23:30:00-04:00,2026-07-09 23:30:00-04:00,2026-07-09 23:30:00-04:00,2026-07-10 00:00:00-04:00,2026-07-10 00:00:00-04:00,6,35835
FVG-15m-bear-20260709T2330,NQ,bear,15m,phase1-v1.0.0,2026-07-09 23:00:00-04:00,2026-07-09 23:15:00-04:00,2026-07-09 23:30:00-04:00,29963.5,29940.25,29932.75,29917.0,29947.5,29923.5,29932.75,29940.25,29936.5,7.5,48.089285714285715,2026-07-09 23:30:00-04:00,0.155959896026736,2026-07-09 23:45:00-04:00,2026-07-10 00:00:00-04:00,2026-07-10 00:15:00-04:00,2026-07-10 00:15:00-04:00,2026-07-10 00:15:00-04:00,2026-07-10 00:15:00-04:00,6,35837
FVG-15m-bear-20260710T0100,NQ,bear,15m,phase1-v1.0.0,2026-07-10 00:30:00-04:00,2026-07-10 00:45:00-04:00,2026-07-10 01:00:00-04:00,29929.25,29906.25,29886.5,29865.75,29915.5,29881.75,29886.5,29906.25,29896.375,19.75,32.75,2026-07-10 01:00:00-04:00,0.6030534351145038,2026-07-10 01:15:00-04:00,2026-07-10 01:30:00-04:00,,2026-07-10 01:30:00-04:00,2026-07-10 09:45:00-04:00,2026-07-10 09:45:00-04:00,6,35843
FVG-15m-bear-20260710T0215,NQ,bear,15m,phase1-v1.0.0,2026-07-10 01:45:00-04:00,2026-07-10 02:00:00-04:00,2026-07-10 02:15:00-04:00,29875.75,29840.0,29830.75,29775.25,29847.25,29826.25,29830.75,29840.0,29835.375,9.25,29.285714285714285,2026-07-10 02:15:00-04:00,0.31585365853658537,2026-07-10 02:30:00-04:00,2026-07-10 02:45:00-04:00,2026-07-10 06:15:00-04:00,2026-07-10 06:15:00-04:00,2026-07-10 06:15:00-04:00,2026-07-10 06:15:00-04:00,6,35848
FVG-15m-bull-20260710T0530,NQ,bull,15m,phase1-v1.0.0,2026-07-10 05:00:00-04:00,2026-07-10 05:15:00-04:00,2026-07-10 05:30:00-04:00,29800.75,29717.25,29827.75,29806.0,29797.0,29813.5,29800.75,29806.0,29803.375,5.25,39.839285714285715,2026-07-10 05:30:00-04:00,0.13177947108919766,2026-07-10 05:45:00-04:00,2026-07-10 06:00:00-04:00,,2026-07-10 06:00:00-04:00,2026-07-10 06:00:00-04:00,2026-07-10 06:00:00-04:00,6,35861
FVG-15m-bear-20260710T0745,NQ,bear,15m,phase1-v1.0.0,2026-07-10 07:15:00-04:00,2026-07-10 07:30:00-04:00,2026-07-10 07:45:00-04:00,29887.75,29850.5,29843.0,29806.75,29851.5,29836.25,29843.0,29850.5,29846.75,7.5,34.267857142857146,2026-07-10 07:45:00-04:00,0.21886399166232412,2026-07-10 08:00:00-04:00,2026-07-10 08:15:00-04:00,2026-07-10 08:15:00-04:00,2026-07-10 08:15:00-04:00,2026-07-10 08:15:00-04:00,2026-07-10 08:15:00-04:00,6,35870
FVG-15m-bull-20260710T0945,NQ,bull,15m,phase1-v1.0.0,2026-07-10 09:15:00-04:00,2026-07-10 09:30:00-04:00,2026-07-10 09:45:00-04:00,29851.0,29801.5,29968.5,29852.75,29834.75,29856.0,29851.0,29852.75,29851.875,1.75,48.19642857142857,2026-07-10 09:45:00-04:00,0.03630974434975917,2026-07-10 10:00:00-04:00,2026-07-10 10:30:00-04:00,,2026-07-10 10:30:00-04:00,2026-07-10 10:30:00-04:00,2026-07-10 10:30:00-04:00,6,35878
FVG-15m-bull-20260710T1230,NQ,bull,15m,phase1-v1.0.0,2026-07-10 12:00:00-04:00,2026-07-10 12:15:00-04:00,2026-07-10 12:30:00-04:00,29990.0,29943.75,30034.0,30004.0,29981.5,30013.5,29990.0,30004.0,29997.0,14.0,104.58928571428571,2026-07-10 12:30:00-04:00,0.13385692333959365,2026-07-10 12:45:00-04:00,2026-07-10 13:15:00-04:00,,2026-07-10 13:15:00-04:00,2026-07-12 18:15:00-04:00,2026-07-12 18:15:00-04:00,6,35889
FVG-15m-bull-20260710T1330,NQ,bull,15m,phase1-v1.0.0,2026-07-10 13:00:00-04:00,2026-07-10 13:15:00-04:00,2026-07-10 13:30:00-04:00,30033.5,29996.5,30071.0,30038.0,30015.25,30049.75,30033.5,30038.0,30035.75,4.5,90.39285714285714,2026-07-10 13:30:00-04:00,0.049782694587119716,2026-07-10 13:45:00-04:00,2026-07-10 14:00:00-04:00,,2026-07-10 14:00:00-04:00,2026-07-10 14:00:00-04:00,2026-07-10 14:00:00-04:00,6,35893
