instrument,tf,direction,leg_len,param_version,start_open_et,end_open_et,availability_et,net_directional_move,n_bodies_aligned,prop_bodies_aligned,median_aligned_body,median_body_pctile_prev10,median_body_pctile_prev20,median_body_pctile_prev40,adjacent_overlap,terminal_close_location,path_efficiency,total_distance,atr_value,atr_availability_et,net_move_atr,total_distance_atr,created_fvg,segment_id,end_index
NQ,30m,bull,1,phase1-v1.0.0,2026-07-05 23:30:00-04:00,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,-59.25,0,0.0,0.0,70.0,85.0,92.5,,0.32671081677704195,0.5231788079470199,113.25,79.42857142857143,2026-07-05 23:30:00-04:00,0.7459532374100719,1.4258093525179856,False,6,17737
NQ,30m,bear,1,phase1-v1.0.0,2026-07-05 23:30:00-04:00,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,59.25,1,1.0,59.25,70.0,85.0,92.5,,0.673289183222958,0.5231788079470199,113.25,79.42857142857143,2026-07-05 23:30:00-04:00,0.7459532374100719,1.4258093525179856,False,6,17737
NQ,30m,bull,2,phase1-v1.0.0,2026-07-05 23:00:00-04:00,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,3.75,1,0.5,61.5,75.0,87.5,93.75,73.75,0.32671081677704195,0.020053475935828877,187.0,79.42857142857143,2026-07-05 23:30:00-04:00,0.047212230215827336,2.3543165467625897,False,6,17737
NQ,30m,bear,2,phase1-v1.0.0,2026-07-05 23:00:00-04:00,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,-3.75,1,0.5,59.25,75.0,87.5,93.75,73.75,0.673289183222958,0.020053475935828877,187.0,79.42857142857143,2026-07-05 23:30:00-04:00,0.047212230215827336,2.3543165467625897,False,6,17737
NQ,30m,bull,3,phase1-v1.0.0,2026-07-05 22:30:00-04:00,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,-6.75,1,0.3333333333333333,61.5,70.0,85.0,92.5,52.25,0.32671081677704195,0.0268389662027833,251.5,79.42857142857143,2026-07-05 23:30:00-04:00,0.08498201438848921,3.16636690647482,False,6,17737
NQ,30m,bear,3,phase1-v1.0.0,2026-07-05 22:30:00-04:00,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,6.75,2,0.6666666666666666,35.5,70.0,85.0,92.5,52.25,0.673289183222958,0.0268389662027833,251.5,79.42857142857143,2026-07-05 23:30:00-04:00,0.08498201438848921,3.16636690647482,False,6,17737
NQ,30m,bull,1,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,64.5,1,1.0,64.5,80.0,90.0,95.0,,0.9362244897959183,0.6581632653061225,98.0,85.48214285714286,2026-07-06 00:00:00-04:00,0.7545435554627115,1.1464382703154377,False,6,17738
NQ,30m,bear,1,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,-64.5,0,0.0,0.0,80.0,90.0,95.0,,0.06377551020408163,0.6581632653061225,98.0,85.48214285714286,2026-07-06 00:00:00-04:00,0.7545435554627115,1.1464382703154377,False,6,17738
NQ,30m,bull,2,phase1-v1.0.0,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,5.25,1,0.5,64.5,75.0,87.5,93.75,98.0,0.9362244897959183,0.02485207100591716,211.25,85.48214285714286,2026-07-06 00:00:00-04:00,0.061416335909755586,2.4712763735115937,False,6,17738
NQ,30m,bear,2,phase1-v1.0.0,2026-07-05 23:30:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,-5.25,1,0.5,59.25,75.0,87.5,93.75,98.0,0.06377551020408163,0.02485207100591716,211.25,85.48214285714286,2026-07-06 00:00:00-04:00,0.061416335909755586,2.4712763735115937,False,6,17738
NQ,30m,bull,3,phase1-v1.0.0,2026-07-05 23:00:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,68.25,2,0.6666666666666666,63.0,80.0,90.0,95.0,85.875,0.9362244897959183,0.2394736842105263,285.0,85.48214285714286,2026-07-06 00:00:00-04:00,0.7984123668268226,3.334029663672446,False,6,17738
NQ,30m,bear,3,phase1-v1.0.0,2026-07-05 23:00:00-04:00,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,-68.25,1,0.3333333333333333,59.25,80.0,90.0,95.0,85.875,0.06377551020408163,0.2394736842105263,285.0,85.48214285714286,2026-07-06 00:00:00-04:00,0.7984123668268226,3.334029663672446,False,6,17738
NQ,30m,bull,1,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,32.75,1,1.0,32.75,30.0,60.0,73.75,,0.7644230769230769,0.6298076923076923,52.0,90.98214285714286,2026-07-06 00:30:00-04:00,0.35996074582924437,0.5715407262021589,False,6,17739
NQ,30m,bear,1,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,-32.75,0,0.0,0.0,30.0,60.0,73.75,,0.23557692307692307,0.6298076923076923,52.0,90.98214285714286,2026-07-06 00:30:00-04:00,0.35996074582924437,0.5715407262021589,False,6,17739
NQ,30m,bull,2,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,98.0,2,1.0,48.625,55.0,75.0,84.375,12.5,0.7644230769230769,0.6533333333333333,150.0,90.98214285714286,2026-07-06 00:30:00-04:00,1.077134445534838,1.648675171736997,False,6,17739
NQ,30m,bear,2,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,-98.0,0,0.0,0.0,55.0,75.0,84.375,12.5,0.23557692307692307,0.6533333333333333,150.0,90.98214285714286,2026-07-06 00:30:00-04:00,1.077134445534838,1.648675171736997,False,6,17739
NQ,30m,bull,3,phase1-v1.0.0,2026-07-05 23:30:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,38.75,2,0.6666666666666666,48.625,70.0,85.0,92.5,55.25,0.7644230769230769,0.14719848053181386,263.25,90.98214285714286,2026-07-06 00:30:00-04:00,0.4259077526987242,2.8934249263984295,False,6,17739
NQ,30m,bear,3,phase1-v1.0.0,2026-07-05 23:30:00-04:00,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,-38.75,1,0.3333333333333333,59.25,70.0,85.0,92.5,55.25,0.23557692307692307,0.14719848053181386,263.25,90.98214285714286,2026-07-06 00:30:00-04:00,0.4259077526987242,2.8934249263984295,False,6,17739
NQ,30m,bull,1,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,-60.0,0,0.0,0.0,60.0,80.0,90.0,,0.027888446215139442,0.9561752988047809,62.75,92.25,2026-07-06 01:00:00-04:00,0.6504065040650406,0.6802168021680217,False,6,17740
NQ,30m,bear,1,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,60.0,1,1.0,60.0,60.0,80.0,90.0,,0.9721115537848606,0.9561752988047809,62.75,92.25,2026-07-06 01:00:00-04:00,0.6504065040650406,0.6802168021680217,False,6,17740
NQ,30m,bull,2,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,-26.0,1,0.5,32.75,45.0,70.0,81.875,42.0,0.027888446215139442,0.22657952069716775,114.75,92.25,2026-07-06 01:00:00-04:00,0.28184281842818426,1.2439024390243902,False,6,17740
NQ,30m,bear,2,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,26.0,1,0.5,60.0,45.0,70.0,81.875,42.0,0.9721115537848606,0.22657952069716775,114.75,92.25,2026-07-06 01:00:00-04:00,0.28184281842818426,1.2439024390243902,False,6,17740
NQ,30m,bull,3,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,39.25,2,0.6666666666666666,48.625,60.0,80.0,90.0,27.25,0.027888446215139442,0.1844888366627497,212.75,92.25,2026-07-06 01:00:00-04:00,0.4254742547425474,2.306233062330623,False,6,17740
NQ,30m,bear,3,phase1-v1.0.0,2026-07-06 00:00:00-04:00,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,-39.25,1,0.3333333333333333,60.0,60.0,80.0,90.0,27.25,0.9721115537848606,0.1844888366627497,212.75,92.25,2026-07-06 01:00:00-04:00,0.4254742547425474,2.306233062330623,False,6,17740
NQ,30m,bull,1,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,20.5,1,1.0,20.5,15.0,47.5,58.75,,0.7755102040816326,0.41836734693877553,49.0,88.25,2026-07-06 01:30:00-04:00,0.23229461756373937,0.5552407932011332,False,6,17741
NQ,30m,bear,1,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,-20.5,0,0.0,0.0,15.0,47.5,58.75,,0.22448979591836735,0.41836734693877553,49.0,88.25,2026-07-06 01:30:00-04:00,0.23229461756373937,0.5552407932011332,False,6,17741
NQ,30m,bull,2,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,-39.0,1,0.5,20.5,37.5,63.75,74.375,33.75,0.7755102040816326,0.348993288590604,111.75,88.25,2026-07-06 01:30:00-04:00,0.44192634560906513,1.2662889518413598,False,6,17741
NQ,30m,bear,2,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,39.0,1,0.5,60.0,37.5,63.75,74.375,33.75,0.22448979591836735,0.348993288590604,111.75,88.25,2026-07-06 01:30:00-04:00,0.44192634560906513,1.2662889518413598,False,6,17741
NQ,30m,bull,3,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,-5.0,2,0.6666666666666666,26.625,30.0,60.0,73.75,37.875,0.7755102040816326,0.030534351145038167,163.75,88.25,2026-07-06 01:30:00-04:00,0.056657223796033995,1.8555240793201133,False,6,17741
NQ,30m,bear,3,phase1-v1.0.0,2026-07-06 00:30:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,5.0,1,0.3333333333333333,60.0,30.0,60.0,73.75,37.875,0.22448979591836735,0.030534351145038167,163.75,88.25,2026-07-06 01:30:00-04:00,0.056657223796033995,1.8555240793201133,False,6,17741
NQ,30m,bull,1,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,-1.0,0,0.0,0.0,0.0,10.0,10.0,,0.6777251184834123,0.018957345971563982,52.75,88.53571428571429,2026-07-06 02:00:00-04:00,0.011294876966518756,0.5958047599838644,False,6,17742
NQ,30m,bear,1,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,1.0,1,1.0,1.0,0.0,10.0,10.0,,0.3222748815165877,0.018957345971563982,52.75,88.53571428571429,2026-07-06 02:00:00-04:00,0.011294876966518756,0.5958047599838644,False,6,17742
NQ,30m,bull,2,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,20.5,1,0.5,20.5,7.5,28.75,34.375,46.75,0.6777251184834123,0.20147420147420148,101.75,88.53571428571429,2026-07-06 02:00:00-04:00,0.2315449778136345,1.1492537313432836,False,6,17742
NQ,30m,bear,2,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,-20.5,1,0.5,1.0,7.5,28.75,34.375,46.75,0.3222748815165877,0.20147420147420148,101.75,88.53571428571429,2026-07-06 02:00:00-04:00,0.2315449778136345,1.1492537313432836,False,6,17742
NQ,30m,bull,3,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,-39.0,1,0.3333333333333333,20.5,15.0,47.5,58.75,40.25,0.6777251184834123,0.23708206686930092,164.5,88.53571428571429,2026-07-06 02:00:00-04:00,0.44050020169423154,1.8580072609923355,False,6,17742
NQ,30m,bear,3,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,39.0,2,0.6666666666666666,30.5,15.0,47.5,58.75,40.25,0.3222748815165877,0.23708206686930092,164.5,88.53571428571429,2026-07-06 02:00:00-04:00,0.44050020169423154,1.8580072609923355,False,6,17742
NQ,30m,bull,1,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,58.25,1,1.0,58.25,60.0,70.0,85.0,,0.8508474576271187,0.7898305084745763,73.75,86.46428571428571,2026-07-06 02:30:00-04:00,0.6736885584469228,0.8529533250722843,False,6,17743
NQ,30m,bear,1,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,-58.25,0,0.0,0.0,60.0,70.0,85.0,,0.14915254237288136,0.7898305084745763,73.75,86.46428571428571,2026-07-06 02:30:00-04:00,0.6736885584469228,0.8529533250722843,False,6,17743
NQ,30m,bull,2,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,55.75,1,0.5,58.25,30.0,40.0,47.5,23.0,0.8508474576271187,0.4407114624505929,126.5,86.46428571428571,2026-07-06 02:30:00-04:00,0.6447748864105742,1.4630318050392401,False,6,17743
NQ,30m,bear,2,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,-55.75,1,0.5,1.0,30.0,40.0,47.5,23.0,0.14915254237288136,0.4407114624505929,126.5,86.46428571428571,2026-07-06 02:30:00-04:00,0.6447748864105742,1.4630318050392401,False,6,17743
NQ,30m,bull,3,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,77.25,2,0.6666666666666666,39.375,15.0,47.5,58.75,34.875,0.8508474576271187,0.44017094017094016,175.5,86.46428571428571,2026-07-06 02:30:00-04:00,0.8934324659231723,2.029739776951673,False,6,17743
NQ,30m,bear,3,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,-77.25,1,0.3333333333333333,1.0,15.0,47.5,58.75,34.875,0.14915254237288136,0.44017094017094016,175.5,86.46428571428571,2026-07-06 02:30:00-04:00,0.8934324659231723,2.029739776951673,False,6,17743
NQ,30m,bull,1,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,-26.0,0,0.0,0.0,30.0,45.0,60.0,,0.05434782608695652,0.5652173913043478,46.0,88.33928571428571,2026-07-06 03:00:00-04:00,0.29431978977157874,0.5207196280574086,False,6,17744
NQ,30m,bear,1,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,26.0,1,1.0,26.0,30.0,45.0,60.0,,0.9456521739130435,0.5652173913043478,46.0,88.33928571428571,2026-07-06 03:00:00-04:00,0.29431978977157874,0.5207196280574086,False,6,17744
NQ,30m,bull,2,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,31.25,1,0.5,58.25,45.0,57.5,72.5,40.5,0.05434782608695652,0.2609603340292276,119.75,88.33928571428571,2026-07-06 03:00:00-04:00,0.3537497473216091,1.355569031736406,False,6,17744
NQ,30m,bear,2,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,-31.25,1,0.5,26.0,45.0,57.5,72.5,40.5,0.9456521739130435,0.2609603340292276,119.75,88.33928571428571,2026-07-06 03:00:00-04:00,0.3537497473216091,1.355569031736406,False,6,17744
NQ,30m,bull,3,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,28.75,1,0.3333333333333333,58.25,30.0,45.0,60.0,31.75,0.05434782608695652,0.16666666666666666,172.5,88.33928571428571,2026-07-06 03:00:00-04:00,0.32544976753588034,1.9526986052152822,True,6,17744
