instrument,tf,direction,param_version,source_open_et,availability_et,zone_lower,zone_upper,far_boundary,near_boundary,directional_wick_len,opposite_wick_len,body_len,total_range,dwick_body_ratio,dwick_range_ratio,atr_value,atr_availability_et,body_atr,range_atr,dwick_atr,dwick_pctile_prev10,dwick_pctile_prev20,dwick_pctile_prev40,first_partial_wick_entry_et,first_body_overlap_et,first_complete_traversal_et,exact_boundary_body_touch_et,invalidation_reason,invalidation_et,still_valid_end_of_data,untested_through_jul10,segment_id,source_complete,source_index
NQ,4h,bear,phase1-v1.0.0,2026-07-08 20:00:00-04:00,2026-07-09 00:00:00-04:00,29506.75,29583.0,29583.0,29506.75,76.25,94.5,15.75,186.5,4.841269841269841,0.40884718498659517,285.375,2026-07-08 20:00:00-04:00,0.05519053876478318,0.6535260621988611,0.2671922908453789,70.0,80.0,80.0,2026-07-09 04:00:00-04:00,2026-07-09 04:00:00-04:00,2026-07-09 04:00:00-04:00,,body_overlap,2026-07-09 04:00:00-04:00,False,False,6,True,2431
NQ,4h,bull,phase1-v1.0.0,2026-07-08 20:00:00-04:00,2026-07-09 00:00:00-04:00,29396.5,29491.0,29396.5,29491.0,94.5,76.25,15.75,186.5,6.0,0.5067024128686327,285.375,2026-07-08 20:00:00-04:00,0.05519053876478318,0.6535260621988611,0.3311432325886991,60.0,70.0,65.0,2026-07-09 04:00:00-04:00,,,,,,True,False,6,True,2431
NQ,4h,bear,phase1-v1.0.0,2026-07-09 00:00:00-04:00,2026-07-09 04:00:00-04:00,29686.25,29706.75,29706.75,29686.25,20.5,45.0,178.75,244.25,0.11468531468531469,0.08393039918116683,286.32142857142856,2026-07-09 00:00:00-04:00,0.6242983659723089,0.8530622427341898,0.071597854559062,10.0,30.0,27.5,2026-07-09 08:00:00-04:00,2026-07-09 08:00:00-04:00,2026-07-09 08:00:00-04:00,,body_overlap,2026-07-09 08:00:00-04:00,False,False,6,True,2432
NQ,4h,bull,phase1-v1.0.0,2026-07-09 00:00:00-04:00,2026-07-09 04:00:00-04:00,29462.5,29507.5,29462.5,29507.5,45.0,20.5,178.75,244.25,0.2517482517482518,0.1842374616171955,286.32142857142856,2026-07-09 00:00:00-04:00,0.6242983659723089,0.8530622427341898,0.15716602220281903,20.0,30.0,30.0,,,,,,,True,True,6,True,2432
NQ,4h,bear,phase1-v1.0.0,2026-07-09 04:00:00-04:00,2026-07-09 08:00:00-04:00,29696.0,29735.75,29735.75,29696.0,39.75,120.25,11.25,171.25,3.533333333333333,0.2321167883211679,294.125,2026-07-09 04:00:00-04:00,0.03824904377390565,0.5822354441138972,0.13514662133446664,30.0,45.0,55.0,2026-07-09 12:00:00-04:00,2026-07-09 12:00:00-04:00,2026-07-09 12:00:00-04:00,,body_overlap,2026-07-09 12:00:00-04:00,False,False,6,True,2433
NQ,4h,bull,phase1-v1.0.0,2026-07-09 04:00:00-04:00,2026-07-09 08:00:00-04:00,29564.5,29684.75,29564.5,29684.75,120.25,39.75,11.25,171.25,10.688888888888888,0.7021897810218978,294.125,2026-07-09 04:00:00-04:00,0.03824904377390565,0.5822354441138972,0.4088397790055249,80.0,90.0,82.5,2026-07-09 12:00:00-04:00,,,,,,True,False,6,True,2433
NQ,4h,bear,phase1-v1.0.0,2026-07-09 08:00:00-04:00,2026-07-09 12:00:00-04:00,29886.25,29931.25,29931.25,29886.25,45.0,82.25,189.5,316.75,0.23746701846965698,0.1420678768745067,284.39285714285717,2026-07-09 08:00:00-04:00,0.6663317845033279,1.1137762149943489,0.15823182217757126,50.0,55.0,62.5,2026-07-09 16:00:00-04:00,2026-07-09 16:00:00-04:00,2026-07-09 16:00:00-04:00,,body_overlap,2026-07-09 16:00:00-04:00,False,False,6,True,2434
NQ,4h,bull,phase1-v1.0.0,2026-07-09 08:00:00-04:00,2026-07-09 12:00:00-04:00,29614.5,29696.75,29614.5,29696.75,82.25,45.0,189.5,316.75,0.4340369393139842,0.2596685082872928,284.39285714285717,2026-07-09 08:00:00-04:00,0.6663317845033279,1.1137762149943489,0.2892126083134497,40.0,60.0,60.0,2026-07-10 12:00:00-04:00,,,,,,True,False,6,True,2434
NQ,4h,bear,phase1-v1.0.0,2026-07-09 12:00:00-04:00,2026-07-09 16:00:00-04:00,29948.75,29993.5,29993.5,29948.75,44.75,22.5,62.25,129.5,0.7188755020080321,0.34555984555984554,291.89285714285717,2026-07-09 12:00:00-04:00,0.2132631836534932,0.4436559402912027,0.15330967820873606,50.0,50.0,58.75,2026-07-09 20:00:00-04:00,2026-07-10 16:00:00-04:00,2026-07-10 16:00:00-04:00,2026-07-09 20:00:00-04:00,body_overlap,2026-07-10 16:00:00-04:00,False,False,6,True,2435
NQ,4h,bull,phase1-v1.0.0,2026-07-09 12:00:00-04:00,2026-07-09 16:00:00-04:00,29864.0,29886.5,29864.0,29886.5,22.5,44.75,62.25,129.5,0.3614457831325301,0.17374517374517376,291.89285714285717,2026-07-09 12:00:00-04:00,0.2132631836534932,0.4436559402912027,0.07708307842897344,10.0,5.0,12.5,2026-07-10 00:00:00-04:00,,2026-07-10 00:00:00-04:00,,wick_traversal_beyond_far,2026-07-10 00:00:00-04:00,False,False,6,True,2435
NQ,4h,bear,phase1-v1.0.0,2026-07-09 16:00:00-04:00,2026-07-09 20:00:00-04:00,29948.75,29973.75,29973.75,29948.75,25.0,28.5,16.25,69.75,1.5384615384615385,0.35842293906810035,280.7142857142857,2026-07-09 16:00:00-04:00,0.05788804071246819,0.24847328244274808,0.08905852417302798,20.0,30.0,35.0,2026-07-10 00:00:00-04:00,,2026-07-10 12:00:00-04:00,,wick_traversal_beyond_far,2026-07-10 12:00:00-04:00,False,False,6,False,2436
NQ,4h,bull,phase1-v1.0.0,2026-07-09 16:00:00-04:00,2026-07-09 20:00:00-04:00,29904.0,29932.5,29904.0,29932.5,28.5,25.0,16.25,69.75,1.7538461538461538,0.40860215053763443,280.7142857142857,2026-07-09 16:00:00-04:00,0.05788804071246819,0.24847328244274808,0.1015267175572519,20.0,15.0,22.5,2026-07-10 00:00:00-04:00,2026-07-10 00:00:00-04:00,2026-07-10 00:00:00-04:00,,body_overlap,2026-07-10 00:00:00-04:00,False,False,6,False,2436
NQ,4h,bear,phase1-v1.0.0,2026-07-09 20:00:00-04:00,2026-07-10 00:00:00-04:00,29933.25,29963.5,29963.5,29933.25,30.25,128.0,1.0,159.25,30.25,0.18995290423861852,280.7142857142857,2026-07-09 20:00:00-04:00,0.0035623409669211193,0.5673027989821883,0.10776081424936386,20.0,30.0,37.5,2026-07-10 04:00:00-04:00,2026-07-10 12:00:00-04:00,2026-07-10 12:00:00-04:00,,body_overlap,2026-07-10 12:00:00-04:00,False,False,6,True,2437
NQ,4h,bull,phase1-v1.0.0,2026-07-09 20:00:00-04:00,2026-07-10 00:00:00-04:00,29804.25,29932.25,29804.25,29932.25,128.0,30.25,1.0,159.25,128.0,0.8037676609105181,280.7142857142857,2026-07-09 20:00:00-04:00,0.0035623409669211193,0.5673027989821883,0.4559796437659033,90.0,90.0,85.0,2026-07-10 04:00:00-04:00,2026-07-10 04:00:00-04:00,2026-07-10 04:00:00-04:00,,body_overlap,2026-07-10 04:00:00-04:00,False,False,6,True,2437
NQ,4h,bear,phase1-v1.0.0,2026-07-10 00:00:00-04:00,2026-07-10 04:00:00-04:00,29933.0,29948.75,29948.75,29933.0,15.75,12.25,159.0,187.0,0.09905660377358491,0.08422459893048129,278.8392857142857,2026-07-10 00:00:00-04:00,0.5702209414024976,0.6706372078130003,0.05648414985590778,10.0,10.0,15.0,2026-07-10 12:00:00-04:00,2026-07-10 12:00:00-04:00,2026-07-10 12:00:00-04:00,,body_overlap,2026-07-10 12:00:00-04:00,False,False,6,True,2438
NQ,4h,bull,phase1-v1.0.0,2026-07-10 00:00:00-04:00,2026-07-10 04:00:00-04:00,29761.75,29774.0,29761.75,29774.0,12.25,15.75,159.0,187.0,0.0770440251572327,0.06550802139037433,278.8392857142857,2026-07-10 00:00:00-04:00,0.5702209414024976,0.6706372078130003,0.04393211655459494,10.0,5.0,12.5,2026-07-10 08:00:00-04:00,2026-07-10 08:00:00-04:00,2026-07-10 08:00:00-04:00,,body_overlap,2026-07-10 08:00:00-04:00,False,False,6,True,2438
