ifvg_id,source_fvg_id,instrument,tf,param_version,original_direction,ifvg_direction,source_lower,source_upper,conversion_close,conversion_et,source_availability_et
FVG-5m-bear-20260706T0705-iFVG,FVG-5m-bear-20260706T0705,NQ,5m,phase1-v1.0.0,bear,bull,29862.0,29864.75,29872.25,2026-07-06 07:20:00-04:00,2026-07-06 07:10:00-04:00
FVG-5m-bull-20260706T0720-iFVG,FVG-5m-bull-20260706T0720,NQ,5m,phase1-v1.0.0,bull,bear,29859.75,29867.75,29858.0,2026-07-06 09:15:00-04:00,2026-07-06 07:25:00-04:00
FVG-5m-bull-20260706T0750-iFVG,FVG-5m-bull-20260706T0750,NQ,5m,phase1-v1.0.0,bull,bear,29884.5,29886.75,29877.75,2026-07-06 08:00:00-04:00,2026-07-06 07:55:00-04:00
FVG-5m-bull-20260706T0810-iFVG,FVG-5m-bull-20260706T0810,NQ,5m,phase1-v1.0.0,bull,bear,29916.0,29922.25,29882.25,2026-07-06 08:25:00-04:00,2026-07-06 08:15:00-04:00
FVG-5m-bear-20260706T0825-iFVG,FVG-5m-bear-20260706T0825,NQ,5m,phase1-v1.0.0,bear,bull,29896.0,29914.5,29915.5,2026-07-06 08:40:00-04:00,2026-07-06 08:30:00-04:00
FVG-5m-bull-20260706T0855-iFVG,FVG-5m-bull-20260706T0855,NQ,5m,phase1-v1.0.0,bull,bear,29910.75,29922.75,29900.75,2026-07-06 09:05:00-04:00,2026-07-06 09:00:00-04:00
FVG-5m-bear-20260706T0905-iFVG,FVG-5m-bear-20260706T0905,NQ,5m,phase1-v1.0.0,bear,bull,29903.75,29922.75,29926.5,2026-07-06 09:35:00-04:00,2026-07-06 09:10:00-04:00
FVG-5m-bear-20260706T0915-iFVG,FVG-5m-bear-20260706T0915,NQ,5m,phase1-v1.0.0,bear,bull,29865.0,29889.0,29926.5,2026-07-06 09:35:00-04:00,2026-07-06 09:20:00-04:00
FVG-5m-bear-20260706T0920-iFVG,FVG-5m-bear-20260706T0920,NQ,5m,phase1-v1.0.0,bear,bull,29850.75,29855.25,29926.5,2026-07-06 09:35:00-04:00,2026-07-06 09:25:00-04:00
FVG-5m-bear-20260706T1115-iFVG,FVG-5m-bear-20260706T1115,NQ,5m,phase1-v1.0.0,bear,bull,29985.0,29987.0,30006.5,2026-07-06 11:25:00-04:00,2026-07-06 11:20:00-04:00
FVG-5m-bull-20260706T1125-iFVG,FVG-5m-bull-20260706T1125,NQ,5m,phase1-v1.0.0,bull,bear,29985.0,30001.5,29979.5,2026-07-06 13:25:00-04:00,2026-07-06 11:30:00-04:00
FVG-5m-bull-20260706T1130-iFVG,FVG-5m-bull-20260706T1130,NQ,5m,phase1-v1.0.0,bull,bear,30008.5,30044.75,29997.25,2026-07-06 12:55:00-04:00,2026-07-06 11:35:00-04:00
FVG-5m-bear-20260706T1225-iFVG,FVG-5m-bear-20260706T1225,NQ,5m,phase1-v1.0.0,bear,bull,30048.0,30052.25,30063.75,2026-07-10 13:40:00-04:00,2026-07-06 12:30:00-04:00
FVG-5m-bull-20260706T1310-iFVG,FVG-5m-bull-20260706T1310,NQ,5m,phase1-v1.0.0,bull,bear,30003.75,30009.75,30000.0,2026-07-06 13:20:00-04:00,2026-07-06 13:15:00-04:00
FVG-5m-bear-20260706T1320-iFVG,FVG-5m-bear-20260706T1320,NQ,5m,phase1-v1.0.0,bear,bull,30002.25,30009.75,30011.25,2026-07-06 15:15:00-04:00,2026-07-06 13:25:00-04:00
FVG-5m-bear-20260706T1330-iFVG,FVG-5m-bear-20260706T1330,NQ,5m,phase1-v1.0.0,bear,bull,29960.5,29963.5,29983.5,2026-07-06 14:20:00-04:00,2026-07-06 13:35:00-04:00
FVG-5m-bear-20260706T1335-iFVG,FVG-5m-bear-20260706T1335,NQ,5m,phase1-v1.0.0,bear,bull,29939.75,29948.0,29961.25,2026-07-06 14:10:00-04:00,2026-07-06 13:40:00-04:00
FVG-5m-bull-20260706T1405-iFVG,FVG-5m-bull-20260706T1405,NQ,5m,phase1-v1.0.0,bull,bear,29909.5,29923.75,29907.75,2026-07-06 18:55:00-04:00,2026-07-06 14:10:00-04:00
FVG-5m-bull-20260706T1410-iFVG,FVG-5m-bull-20260706T1410,NQ,5m,phase1-v1.0.0,bull,bear,29933.75,29945.5,29920.5,2026-07-06 18:50:00-04:00,2026-07-06 14:15:00-04:00
FVG-5m-bull-20260706T1420-iFVG,FVG-5m-bull-20260706T1420,NQ,5m,phase1-v1.0.0,bull,bear,29967.5,29971.25,29949.25,2026-07-06 14:35:00-04:00,2026-07-06 14:25:00-04:00
FVG-5m-bull-20260706T1520-iFVG,FVG-5m-bull-20260706T1520,NQ,5m,phase1-v1.0.0,bull,bear,30025.0,30027.0,30003.0,2026-07-06 15:40:00-04:00,2026-07-06 15:25:00-04:00
FVG-5m-bear-20260706T1555-iFVG,FVG-5m-bear-20260706T1555,NQ,5m,phase1-v1.0.0,bear,bull,29980.75,30018.75,30023.25,2026-07-10 12:35:00-04:00,2026-07-06 16:00:00-04:00
FVG-5m-bear-20260706T1625-iFVG,FVG-5m-bear-20260706T1625,NQ,5m,phase1-v1.0.0,bear,bull,29959.5,29960.75,29964.0,2026-07-06 18:05:00-04:00,2026-07-06 16:30:00-04:00
FVG-5m-bear-20260706T1650-iFVG,FVG-5m-bear-20260706T1650,NQ,5m,phase1-v1.0.0,bear,bull,29942.0,29954.5,29964.0,2026-07-06 18:05:00-04:00,2026-07-06 16:55:00-04:00
FVG-5m-bull-20260706T1800-iFVG,FVG-5m-bull-20260706T1800,NQ,5m,phase1-v1.0.0,bull,bear,29942.0,29944.75,29920.5,2026-07-06 18:50:00-04:00,2026-07-06 18:05:00-04:00
FVG-5m-bear-20260706T1850-iFVG,FVG-5m-bear-20260706T1850,NQ,5m,phase1-v1.0.0,bear,bull,29925.0,29946.25,29954.25,2026-07-09 13:15:00-04:00,2026-07-06 18:55:00-04:00
FVG-5m-bear-20260706T1855-iFVG,FVG-5m-bear-20260706T1855,NQ,5m,phase1-v1.0.0,bear,bull,29910.0,29912.25,29920.25,2026-07-06 19:05:00-04:00,2026-07-06 19:00:00-04:00
FVG-5m-bear-20260706T1920-iFVG,FVG-5m-bear-20260706T1920,NQ,5m,phase1-v1.0.0,bear,bull,29900.0,29903.75,29909.5,2026-07-09 10:00:00-04:00,2026-07-06 19:25:00-04:00
FVG-5m-bear-20260706T1945-iFVG,FVG-5m-bear-20260706T1945,NQ,5m,phase1-v1.0.0,bear,bull,29875.5,29879.0,29894.75,2026-07-06 20:25:00-04:00,2026-07-06 19:50:00-04:00
FVG-5m-bear-20260706T1950-iFVG,FVG-5m-bear-20260706T1950,NQ,5m,phase1-v1.0.0,bear,bull,29860.0,29864.75,29894.75,2026-07-06 20:25:00-04:00,2026-07-06 19:55:00-04:00
FVG-5m-bull-20260706T2025-iFVG,FVG-5m-bull-20260706T2025,NQ,5m,phase1-v1.0.0,bull,bear,29862.0,29865.75,29847.75,2026-07-06 20:35:00-04:00,2026-07-06 20:30:00-04:00
FVG-5m-bear-20260706T2035-iFVG,FVG-5m-bear-20260706T2035,NQ,5m,phase1-v1.0.0,bear,bull,29849.0,29865.75,29901.5,2026-07-09 09:55:00-04:00,2026-07-06 20:40:00-04:00
FVG-5m-bull-20260706T2145-iFVG,FVG-5m-bull-20260706T2145,NQ,5m,phase1-v1.0.0,bull,bear,29774.75,29787.25,29773.0,2026-07-06 22:00:00-04:00,2026-07-06 21:50:00-04:00
FVG-5m-bull-20260706T2150-iFVG,FVG-5m-bull-20260706T2150,NQ,5m,phase1-v1.0.0,bull,bear,29789.75,29792.0,29773.0,2026-07-06 22:00:00-04:00,2026-07-06 21:55:00-04:00
FVG-5m-bull-20260706T2210-iFVG,FVG-5m-bull-20260706T2210,NQ,5m,phase1-v1.0.0,bull,bear,29796.5,29800.5,29777.75,2026-07-06 22:25:00-04:00,2026-07-06 22:15:00-04:00
FVG-5m-bear-20260706T2225-iFVG,FVG-5m-bear-20260706T2225,NQ,5m,phase1-v1.0.0,bear,bull,29780.5,29799.25,29852.0,2026-07-09 09:40:00-04:00,2026-07-06 22:30:00-04:00
FVG-5m-bear-20260706T2315-iFVG,FVG-5m-bear-20260706T2315,NQ,5m,phase1-v1.0.0,bear,bull,29761.0,29761.25,29765.75,2026-07-09 08:35:00-04:00,2026-07-06 23:20:00-04:00
FVG-5m-bear-20260706T2325-iFVG,FVG-5m-bear-20260706T2325,NQ,5m,phase1-v1.0.0,bear,bull,29726.5,29734.5,29738.5,2026-07-09 08:25:00-04:00,2026-07-06 23:30:00-04:00
FVG-5m-bear-20260706T2330-iFVG,FVG-5m-bear-20260706T2330,NQ,5m,phase1-v1.0.0,bear,bull,29707.25,29712.0,29718.0,2026-07-07 03:15:00-04:00,2026-07-06 23:35:00-04:00
FVG-5m-bear-20260706T2350-iFVG,FVG-5m-bear-20260706T2350,NQ,5m,phase1-v1.0.0,bear,bull,29651.25,29662.0,29668.25,2026-07-07 00:00:00-04:00,2026-07-06 23:55:00-04:00
FVG-5m-bear-20260707T0015-iFVG,FVG-5m-bear-20260707T0015,NQ,5m,phase1-v1.0.0,bear,bull,29646.25,29658.0,29660.75,2026-07-07 01:45:00-04:00,2026-07-07 00:20:00-04:00
FVG-5m-bear-20260707T0020-iFVG,FVG-5m-bear-20260707T0020,NQ,5m,phase1-v1.0.0,bear,bull,29634.25,29638.0,29639.0,2026-07-07 00:30:00-04:00,2026-07-07 00:25:00-04:00
FVG-5m-bull-20260707T0030-iFVG,FVG-5m-bull-20260707T0030,NQ,5m,phase1-v1.0.0,bull,bear,29634.25,29634.5,29633.75,2026-07-07 00:45:00-04:00,2026-07-07 00:35:00-04:00
FVG-5m-bear-20260707T0050-iFVG,FVG-5m-bear-20260707T0050,NQ,5m,phase1-v1.0.0,bear,bull,29626.0,29632.0,29652.5,2026-07-07 01:40:00-04:00,2026-07-07 00:55:00-04:00
FVG-5m-bear-20260707T0105-iFVG,FVG-5m-bear-20260707T0105,NQ,5m,phase1-v1.0.0,bear,bull,29605.0,29607.75,29628.25,2026-07-07 01:35:00-04:00,2026-07-07 01:10:00-04:00
FVG-5m-bull-20260707T0135-iFVG,FVG-5m-bull-20260707T0135,NQ,5m,phase1-v1.0.0,bull,bear,29593.0,29626.25,29592.25,2026-07-07 09:30:00-04:00,2026-07-07 01:40:00-04:00
FVG-5m-bull-20260707T0140-iFVG,FVG-5m-bull-20260707T0140,NQ,5m,phase1-v1.0.0,bull,bear,29633.75,29649.0,29622.25,2026-07-07 07:05:00-04:00,2026-07-07 01:45:00-04:00
FVG-5m-bull-20260707T0155-iFVG,FVG-5m-bull-20260707T0155,NQ,5m,phase1-v1.0.0,bull,bear,29670.0,29685.0,29656.75,2026-07-07 02:10:00-04:00,2026-07-07 02:00:00-04:00
FVG-5m-bear-20260707T0210-iFVG,FVG-5m-bear-20260707T0210,NQ,5m,phase1-v1.0.0,bear,bull,29661.75,29678.0,29684.0,2026-07-07 02:45:00-04:00,2026-07-07 02:15:00-04:00
FVG-5m-bull-20260707T0305-iFVG,FVG-5m-bull-20260707T0305,NQ,5m,phase1-v1.0.0,bull,bear,29693.25,29694.75,29687.5,2026-07-07 03:50:00-04:00,2026-07-07 03:10:00-04:00
FVG-5m-bear-20260707T0335-iFVG,FVG-5m-bear-20260707T0335,NQ,5m,phase1-v1.0.0,bear,bull,29707.25,29714.0,29714.75,2026-07-09 04:05:00-04:00,2026-07-07 03:40:00-04:00
FVG-5m-bear-20260707T0350-iFVG,FVG-5m-bear-20260707T0350,NQ,5m,phase1-v1.0.0,bear,bull,29691.0,29693.0,29698.0,2026-07-07 04:20:00-04:00,2026-07-07 03:55:00-04:00
FVG-5m-bear-20260707T0355-iFVG,FVG-5m-bear-20260707T0355,NQ,5m,phase1-v1.0.0,bear,bull,29672.75,29683.0,29687.75,2026-07-07 04:15:00-04:00,2026-07-07 04:00:00-04:00
FVG-5m-bear-20260707T0400-iFVG,FVG-5m-bear-20260707T0400,NQ,5m,phase1-v1.0.0,bear,bull,29666.25,29669.75,29687.75,2026-07-07 04:15:00-04:00,2026-07-07 04:05:00-04:00
FVG-5m-bull-20260707T0415-iFVG,FVG-5m-bull-20260707T0415,NQ,5m,phase1-v1.0.0,bull,bear,29663.5,29683.75,29660.25,2026-07-07 05:00:00-04:00,2026-07-07 04:20:00-04:00
FVG-5m-bear-20260707T0455-iFVG,FVG-5m-bear-20260707T0455,NQ,5m,phase1-v1.0.0,bear,bull,29673.75,29683.0,29687.0,2026-07-07 05:15:00-04:00,2026-07-07 05:00:00-04:00
FVG-5m-bear-20260707T0525-iFVG,FVG-5m-bear-20260707T0525,NQ,5m,phase1-v1.0.0,bear,bull,29673.0,29678.25,29681.5,2026-07-07 06:20:00-04:00,2026-07-07 05:30:00-04:00
FVG-5m-bear-20260707T0530-iFVG,FVG-5m-bear-20260707T0530,NQ,5m,phase1-v1.0.0,bear,bull,29659.5,29665.0,29665.75,2026-07-07 06:05:00-04:00,2026-07-07 05:35:00-04:00
FVG-5m-bear-20260707T0535-iFVG,FVG-5m-bear-20260707T0535,NQ,5m,phase1-v1.0.0,bear,bull,29648.75,29655.25,29655.75,2026-07-07 05:55:00-04:00,2026-07-07 05:40:00-04:00
FVG-5m-bull-20260707T0600-iFVG,FVG-5m-bull-20260707T0600,NQ,5m,phase1-v1.0.0,bull,bear,29658.5,29661.25,29655.0,2026-07-07 06:10:00-04:00,2026-07-07 06:05:00-04:00
FVG-5m-bull-20260707T0620-iFVG,FVG-5m-bull-20260707T0620,NQ,5m,phase1-v1.0.0,bull,bear,29664.75,29665.75,29653.0,2026-07-07 06:35:00-04:00,2026-07-07 06:25:00-04:00
FVG-5m-bear-20260707T0635-iFVG,FVG-5m-bear-20260707T0635,NQ,5m,phase1-v1.0.0,bear,bull,29657.5,29670.75,29693.5,2026-07-07 08:10:00-04:00,2026-07-07 06:40:00-04:00
FVG-5m-bear-20260707T0705-iFVG,FVG-5m-bear-20260707T0705,NQ,5m,phase1-v1.0.0,bear,bull,29629.25,29640.75,29645.25,2026-07-07 07:25:00-04:00,2026-07-07 07:10:00-04:00
FVG-5m-bull-20260707T0720-iFVG,FVG-5m-bull-20260707T0720,NQ,5m,phase1-v1.0.0,bull,bear,29624.75,29625.25,29601.5,2026-07-07 07:35:00-04:00,2026-07-07 07:25:00-04:00
FVG-5m-bear-20260707T0735-iFVG,FVG-5m-bear-20260707T0735,NQ,5m,phase1-v1.0.0,bear,bull,29613.0,29632.0,29634.0,2026-07-07 07:50:00-04:00,2026-07-07 07:40:00-04:00
FVG-5m-bull-20260707T0745-iFVG,FVG-5m-bull-20260707T0745,NQ,5m,phase1-v1.0.0,bull,bear,29613.0,29616.0,29608.25,2026-07-07 09:25:00-04:00,2026-07-07 07:50:00-04:00
FVG-5m-bull-20260707T0800-iFVG,FVG-5m-bull-20260707T0800,NQ,5m,phase1-v1.0.0,bull,bear,29638.0,29639.25,29623.75,2026-07-07 08:55:00-04:00,2026-07-07 08:05:00-04:00
FVG-5m-bull-20260707T0810-iFVG,FVG-5m-bull-20260707T0810,NQ,5m,phase1-v1.0.0,bull,bear,29663.75,29691.75,29644.25,2026-07-07 08:50:00-04:00,2026-07-07 08:15:00-04:00
FVG-5m-bear-20260707T0820-iFVG,FVG-5m-bear-20260707T0820,NQ,5m,phase1-v1.0.0,bear,bull,29682.75,29691.75,29692.0,2026-07-07 08:40:00-04:00,2026-07-07 08:25:00-04:00
FVG-5m-bear-20260707T0850-iFVG,FVG-5m-bear-20260707T0850,NQ,5m,phase1-v1.0.0,bear,bull,29651.0,29683.0,29691.0,2026-07-09 03:50:00-04:00,2026-07-07 08:55:00-04:00
FVG-5m-bear-20260707T0920-iFVG,FVG-5m-bear-20260707T0920,NQ,5m,phase1-v1.0.0,bear,bull,29625.25,29629.0,29636.5,2026-07-09 02:25:00-04:00,2026-07-07 09:25:00-04:00
FVG-5m-bear-20260707T0935-iFVG,FVG-5m-bear-20260707T0935,NQ,5m,phase1-v1.0.0,bear,bull,29577.5,29580.0,29595.0,2026-07-07 09:45:00-04:00,2026-07-07 09:40:00-04:00
FVG-5m-bear-20260707T0955-iFVG,FVG-5m-bear-20260707T0955,NQ,5m,phase1-v1.0.0,bear,bull,29484.25,29503.0,29506.0,2026-07-07 12:25:00-04:00,2026-07-07 10:00:00-04:00
FVG-5m-bear-20260707T1015-iFVG,FVG-5m-bear-20260707T1015,NQ,5m,phase1-v1.0.0,bear,bull,29369.0,29414.0,29420.5,2026-07-07 12:05:00-04:00,2026-07-07 10:20:00-04:00
FVG-5m-bull-20260707T1145-iFVG,FVG-5m-bull-20260707T1145,NQ,5m,phase1-v1.0.0,bull,bear,29314.25,29325.25,29307.25,2026-07-07 15:20:00-04:00,2026-07-07 11:50:00-04:00
FVG-5m-bull-20260707T1205-iFVG,FVG-5m-bull-20260707T1205,NQ,5m,phase1-v1.0.0,bull,bear,29389.25,29398.0,29376.0,2026-07-07 15:05:00-04:00,2026-07-07 12:10:00-04:00
FVG-5m-bull-20260707T1225-iFVG,FVG-5m-bull-20260707T1225,NQ,5m,phase1-v1.0.0,bull,bear,29474.75,29501.5,29472.75,2026-07-07 14:45:00-04:00,2026-07-07 12:30:00-04:00
FVG-5m-bull-20260707T1250-iFVG,FVG-5m-bull-20260707T1250,NQ,5m,phase1-v1.0.0,bull,bear,29528.75,29529.0,29525.5,2026-07-07 13:20:00-04:00,2026-07-07 12:55:00-04:00
FVG-5m-bear-20260707T1315-iFVG,FVG-5m-bear-20260707T1315,NQ,5m,phase1-v1.0.0,bear,bull,29536.75,29547.0,29556.0,2026-07-07 13:25:00-04:00,2026-07-07 13:20:00-04:00
FVG-5m-bear-20260707T1430-iFVG,FVG-5m-bear-20260707T1430,NQ,5m,phase1-v1.0.0,bear,bull,29531.5,29532.5,29543.5,2026-07-07 21:00:00-04:00,2026-07-07 14:35:00-04:00
FVG-5m-bear-20260707T1445-iFVG,FVG-5m-bear-20260707T1445,NQ,5m,phase1-v1.0.0,bear,bull,29485.0,29489.0,29515.25,2026-07-07 20:45:00-04:00,2026-07-07 14:50:00-04:00
FVG-5m-bear-20260707T1510-iFVG,FVG-5m-bear-20260707T1510,NQ,5m,phase1-v1.0.0,bear,bull,29349.0,29353.25,29369.25,2026-07-07 15:35:00-04:00,2026-07-07 15:15:00-04:00
FVG-5m-bull-20260707T1555-iFVG,FVG-5m-bull-20260707T1555,NQ,5m,phase1-v1.0.0,bull,bear,29341.75,29361.75,29337.5,2026-07-07 19:50:00-04:00,2026-07-07 16:00:00-04:00
FVG-5m-bull-20260707T1600-iFVG,FVG-5m-bull-20260707T1600,NQ,5m,phase1-v1.0.0,bull,bear,29370.25,29387.75,29355.0,2026-07-07 18:05:00-04:00,2026-07-07 16:05:00-04:00
FVG-5m-bull-20260707T1605-iFVG,FVG-5m-bull-20260707T1605,NQ,5m,phase1-v1.0.0,bull,bear,29400.0,29411.0,29355.0,2026-07-07 18:05:00-04:00,2026-07-07 16:10:00-04:00
FVG-5m-bull-20260707T1835-iFVG,FVG-5m-bull-20260707T1835,NQ,5m,phase1-v1.0.0,bull,bear,29374.5,29385.0,29372.0,2026-07-07 19:05:00-04:00,2026-07-07 18:40:00-04:00
FVG-5m-bull-20260707T1920-iFVG,FVG-5m-bull-20260707T1920,NQ,5m,phase1-v1.0.0,bull,bear,29379.75,29389.5,29356.25,2026-07-07 19:40:00-04:00,2026-07-07 19:25:00-04:00
FVG-5m-bear-20260707T1940-iFVG,FVG-5m-bear-20260707T1940,NQ,5m,phase1-v1.0.0,bear,bull,29357.5,29381.0,29400.25,2026-07-07 20:10:00-04:00,2026-07-07 19:45:00-04:00
FVG-5m-bear-20260707T1955-iFVG,FVG-5m-bear-20260707T1955,NQ,5m,phase1-v1.0.0,bear,bull,29322.75,29325.25,29337.0,2026-07-07 20:05:00-04:00,2026-07-07 20:00:00-04:00
FVG-5m-bull-20260707T2005-iFVG,FVG-5m-bull-20260707T2005,NQ,5m,phase1-v1.0.0,bull,bear,29322.75,29332.5,29315.75,2026-07-08 01:50:00-04:00,2026-07-07 20:10:00-04:00
FVG-5m-bull-20260707T2010-iFVG,FVG-5m-bull-20260707T2010,NQ,5m,phase1-v1.0.0,bull,bear,29337.0,29375.25,29315.75,2026-07-08 01:50:00-04:00,2026-07-07 20:15:00-04:00
FVG-5m-bull-20260707T2040-iFVG,FVG-5m-bull-20260707T2040,NQ,5m,phase1-v1.0.0,bull,bear,29455.0,29475.75,29454.75,2026-07-07 21:40:00-04:00,2026-07-07 20:45:00-04:00
FVG-5m-bull-20260707T2045-iFVG,FVG-5m-bull-20260707T2045,NQ,5m,phase1-v1.0.0,bull,bear,29480.0,29512.0,29467.0,2026-07-07 21:35:00-04:00,2026-07-07 20:50:00-04:00
FVG-5m-bear-20260707T2125-iFVG,FVG-5m-bear-20260707T2125,NQ,5m,phase1-v1.0.0,bear,bull,29513.0,29519.75,29527.0,2026-07-08 20:05:00-04:00,2026-07-07 21:30:00-04:00
FVG-5m-bear-20260707T2130-iFVG,FVG-5m-bear-20260707T2130,NQ,5m,phase1-v1.0.0,bear,bull,29495.25,29498.5,29500.5,2026-07-07 23:25:00-04:00,2026-07-07 21:35:00-04:00
FVG-5m-bear-20260707T2135-iFVG,FVG-5m-bear-20260707T2135,NQ,5m,phase1-v1.0.0,bear,bull,29471.0,29481.5,29481.75,2026-07-07 23:05:00-04:00,2026-07-07 21:40:00-04:00
FVG-5m-bear-20260707T2155-iFVG,FVG-5m-bear-20260707T2155,NQ,5m,phase1-v1.0.0,bear,bull,29449.0,29458.0,29462.75,2026-07-07 22:50:00-04:00,2026-07-07 22:00:00-04:00
FVG-5m-bear-20260707T2205-iFVG,FVG-5m-bear-20260707T2205,NQ,5m,phase1-v1.0.0,bear,bull,29416.75,29427.5,29440.0,2026-07-07 22:25:00-04:00,2026-07-07 22:10:00-04:00
FVG-5m-bull-20260707T2245-iFVG,FVG-5m-bull-20260707T2245,NQ,5m,phase1-v1.0.0,bull,bear,29420.0,29454.0,29412.0,2026-07-08 00:35:00-04:00,2026-07-07 22:50:00-04:00
FVG-5m-bull-20260707T2325-iFVG,FVG-5m-bull-20260707T2325,NQ,5m,phase1-v1.0.0,bull,bear,29497.5,29500.5,29487.5,2026-07-07 23:45:00-04:00,2026-07-07 23:30:00-04:00
