ifvg_id,source_fvg_id,instrument,tf,param_version,original_direction,ifvg_direction,source_lower,source_upper,conversion_close,conversion_et,source_availability_et
FVG-1m-bull-20260706T0222-iFVG,FVG-1m-bull-20260706T0222,NQ,1m,phase1-v1.0.0,bull,bear,29761.25,29762.5,29759.5,2026-07-06 21:25:00-04:00,2026-07-06 02:23:00-04:00
FVG-1m-bull-20260706T0226-iFVG,FVG-1m-bull-20260706T0226,NQ,1m,phase1-v1.0.0,bull,bear,29778.5,29787.75,29772.75,2026-07-06 21:22:00-04:00,2026-07-06 02:27:00-04:00
FVG-1m-bull-20260706T0233-iFVG,FVG-1m-bull-20260706T0233,NQ,1m,phase1-v1.0.0,bull,bear,29790.25,29797.5,29787.75,2026-07-06 04:17:00-04:00,2026-07-06 02:34:00-04:00
FVG-1m-bull-20260706T0234-iFVG,FVG-1m-bull-20260706T0234,NQ,1m,phase1-v1.0.0,bull,bear,29800.0,29808.5,29787.75,2026-07-06 04:17:00-04:00,2026-07-06 02:35:00-04:00
FVG-1m-bull-20260706T0236-iFVG,FVG-1m-bull-20260706T0236,NQ,1m,phase1-v1.0.0,bull,bear,29818.0,29825.0,29817.0,2026-07-06 04:13:00-04:00,2026-07-06 02:37:00-04:00
FVG-1m-bull-20260706T0238-iFVG,FVG-1m-bull-20260706T0238,NQ,1m,phase1-v1.0.0,bull,bear,29830.5,29833.25,29830.25,2026-07-06 03:27:00-04:00,2026-07-06 02:39:00-04:00
FVG-1m-bull-20260706T0241-iFVG,FVG-1m-bull-20260706T0241,NQ,1m,phase1-v1.0.0,bull,bear,29845.0,29847.5,29839.25,2026-07-06 02:47:00-04:00,2026-07-06 02:42:00-04:00
FVG-1m-bear-20260706T0246-iFVG,FVG-1m-bear-20260706T0246,NQ,1m,phase1-v1.0.0,bear,bull,29845.5,29850.25,29853.0,2026-07-06 02:52:00-04:00,2026-07-06 02:47:00-04:00
FVG-1m-bull-20260706T0249-iFVG,FVG-1m-bull-20260706T0249,NQ,1m,phase1-v1.0.0,bull,bear,29840.5,29844.0,29838.75,2026-07-06 02:54:00-04:00,2026-07-06 02:50:00-04:00
FVG-1m-bear-20260706T0254-iFVG,FVG-1m-bear-20260706T0254,NQ,1m,phase1-v1.0.0,bear,bull,29844.5,29850.25,29851.0,2026-07-06 02:56:00-04:00,2026-07-06 02:55:00-04:00
FVG-1m-bear-20260706T0301-iFVG,FVG-1m-bear-20260706T0301,NQ,1m,phase1-v1.0.0,bear,bull,29843.0,29844.0,29848.75,2026-07-06 03:05:00-04:00,2026-07-06 03:02:00-04:00
FVG-1m-bear-20260706T0302-iFVG,FVG-1m-bear-20260706T0302,NQ,1m,phase1-v1.0.0,bear,bull,29834.75,29836.0,29837.5,2026-07-06 03:04:00-04:00,2026-07-06 03:03:00-04:00
FVG-1m-bear-20260706T0314-iFVG,FVG-1m-bear-20260706T0314,NQ,1m,phase1-v1.0.0,bear,bull,29848.0,29856.25,29857.25,2026-07-06 03:16:00-04:00,2026-07-06 03:15:00-04:00
FVG-1m-bear-20260706T0329-iFVG,FVG-1m-bear-20260706T0329,NQ,1m,phase1-v1.0.0,bear,bull,29825.25,29828.75,29833.0,2026-07-06 03:32:00-04:00,2026-07-06 03:30:00-04:00
FVG-1m-bull-20260706T0333-iFVG,FVG-1m-bull-20260706T0333,NQ,1m,phase1-v1.0.0,bull,bear,29834.0,29838.75,29817.0,2026-07-06 04:13:00-04:00,2026-07-06 03:34:00-04:00
FVG-1m-bull-20260706T0334-iFVG,FVG-1m-bull-20260706T0334,NQ,1m,phase1-v1.0.0,bull,bear,29843.0,29844.25,29839.25,2026-07-06 03:38:00-04:00,2026-07-06 03:35:00-04:00
FVG-1m-bull-20260706T0344-iFVG,FVG-1m-bull-20260706T0344,NQ,1m,phase1-v1.0.0,bull,bear,29857.25,29867.0,29853.5,2026-07-06 03:56:00-04:00,2026-07-06 03:45:00-04:00
FVG-1m-bull-20260706T0401-iFVG,FVG-1m-bull-20260706T0401,NQ,1m,phase1-v1.0.0,bull,bear,29863.25,29864.0,29861.5,2026-07-06 04:04:00-04:00,2026-07-06 04:02:00-04:00
FVG-1m-bull-20260706T0406-iFVG,FVG-1m-bull-20260706T0406,NQ,1m,phase1-v1.0.0,bull,bear,29866.25,29868.25,29859.5,2026-07-06 04:11:00-04:00,2026-07-06 04:07:00-04:00
FVG-1m-bear-20260706T0416-iFVG,FVG-1m-bear-20260706T0416,NQ,1m,phase1-v1.0.0,bear,bull,29808.0,29810.0,29815.5,2026-07-06 04:20:00-04:00,2026-07-06 04:17:00-04:00
FVG-1m-bull-20260706T0440-iFVG,FVG-1m-bull-20260706T0440,NQ,1m,phase1-v1.0.0,bull,bear,29820.0,29825.5,29801.75,2026-07-06 09:38:00-04:00,2026-07-06 04:41:00-04:00
FVG-1m-bull-20260706T0441-iFVG,FVG-1m-bull-20260706T0441,NQ,1m,phase1-v1.0.0,bull,bear,29827.75,29843.75,29827.5,2026-07-06 09:37:00-04:00,2026-07-06 04:42:00-04:00
FVG-1m-bull-20260706T0456-iFVG,FVG-1m-bull-20260706T0456,NQ,1m,phase1-v1.0.0,bull,bear,29853.75,29856.25,29853.25,2026-07-06 05:01:00-04:00,2026-07-06 04:57:00-04:00
FVG-1m-bull-20260706T0459-iFVG,FVG-1m-bull-20260706T0459,NQ,1m,phase1-v1.0.0,bull,bear,29862.75,29864.5,29853.25,2026-07-06 05:01:00-04:00,2026-07-06 05:00:00-04:00
FVG-1m-bull-20260706T0507-iFVG,FVG-1m-bull-20260706T0507,NQ,1m,phase1-v1.0.0,bull,bear,29861.75,29862.0,29856.75,2026-07-06 05:09:00-04:00,2026-07-06 05:08:00-04:00
FVG-1m-bear-20260706T0520-iFVG,FVG-1m-bear-20260706T0520,NQ,1m,phase1-v1.0.0,bear,bull,29857.5,29862.5,29863.75,2026-07-06 05:28:00-04:00,2026-07-06 05:21:00-04:00
FVG-1m-bear-20260706T0532-iFVG,FVG-1m-bear-20260706T0532,NQ,1m,phase1-v1.0.0,bear,bull,29848.5,29856.5,29857.75,2026-07-06 05:36:00-04:00,2026-07-06 05:33:00-04:00
FVG-1m-bear-20260706T0546-iFVG,FVG-1m-bear-20260706T0546,NQ,1m,phase1-v1.0.0,bear,bull,29847.25,29849.75,29869.25,2026-07-06 05:52:00-04:00,2026-07-06 05:47:00-04:00
FVG-1m-bear-20260706T0549-iFVG,FVG-1m-bear-20260706T0549,NQ,1m,phase1-v1.0.0,bear,bull,29835.75,29839.5,29847.75,2026-07-06 05:51:00-04:00,2026-07-06 05:50:00-04:00
FVG-1m-bull-20260706T0551-iFVG,FVG-1m-bull-20260706T0551,NQ,1m,phase1-v1.0.0,bull,bear,29835.75,29847.75,29831.5,2026-07-06 09:28:00-04:00,2026-07-06 05:52:00-04:00
FVG-1m-bull-20260706T0552-iFVG,FVG-1m-bull-20260706T0552,NQ,1m,phase1-v1.0.0,bull,bear,29847.75,29869.0,29837.25,2026-07-06 09:19:00-04:00,2026-07-06 05:53:00-04:00
FVG-1m-bear-20260706T0603-iFVG,FVG-1m-bear-20260706T0603,NQ,1m,phase1-v1.0.0,bear,bull,29870.0,29875.25,29878.5,2026-07-06 06:15:00-04:00,2026-07-06 06:04:00-04:00
FVG-1m-bear-20260706T0622-iFVG,FVG-1m-bear-20260706T0622,NQ,1m,phase1-v1.0.0,bear,bull,29875.25,29877.5,29878.0,2026-07-06 06:35:00-04:00,2026-07-06 06:23:00-04:00
FVG-1m-bear-20260706T0625-iFVG,FVG-1m-bear-20260706T0625,NQ,1m,phase1-v1.0.0,bear,bull,29869.75,29872.75,29878.0,2026-07-06 06:35:00-04:00,2026-07-06 06:26:00-04:00
FVG-1m-bull-20260706T0634-iFVG,FVG-1m-bull-20260706T0634,NQ,1m,phase1-v1.0.0,bull,bear,29861.75,29872.75,29857.0,2026-07-06 06:45:00-04:00,2026-07-06 06:35:00-04:00
FVG-1m-bear-20260706T0643-iFVG,FVG-1m-bear-20260706T0643,NQ,1m,phase1-v1.0.0,bear,bull,29870.25,29875.75,29884.5,2026-07-06 07:00:00-04:00,2026-07-06 06:44:00-04:00
FVG-1m-bear-20260706T0644-iFVG,FVG-1m-bear-20260706T0644,NQ,1m,phase1-v1.0.0,bear,bull,29862.5,29866.25,29870.0,2026-07-06 06:56:00-04:00,2026-07-06 06:45:00-04:00
FVG-1m-bear-20260706T0702-iFVG,FVG-1m-bear-20260706T0702,NQ,1m,phase1-v1.0.0,bear,bull,29869.25,29878.0,29885.5,2026-07-06 07:24:00-04:00,2026-07-06 07:03:00-04:00
FVG-1m-bear-20260706T0703-iFVG,FVG-1m-bear-20260706T0703,NQ,1m,phase1-v1.0.0,bear,bull,29864.0,29869.0,29871.5,2026-07-06 07:19:00-04:00,2026-07-06 07:04:00-04:00
FVG-1m-bull-20260706T0746-iFVG,FVG-1m-bull-20260706T0746,NQ,1m,phase1-v1.0.0,bull,bear,29884.5,29889.0,29881.75,2026-07-06 07:58:00-04:00,2026-07-06 07:47:00-04:00
FVG-1m-bull-20260706T0756-iFVG,FVG-1m-bull-20260706T0756,NQ,1m,phase1-v1.0.0,bull,bear,29897.75,29903.5,29881.75,2026-07-06 07:58:00-04:00,2026-07-06 07:57:00-04:00
FVG-1m-bear-20260706T0758-iFVG,FVG-1m-bear-20260706T0758,NQ,1m,phase1-v1.0.0,bear,bull,29884.75,29903.5,29905.0,2026-07-06 08:02:00-04:00,2026-07-06 07:59:00-04:00
FVG-1m-bull-20260706T0804-iFVG,FVG-1m-bull-20260706T0804,NQ,1m,phase1-v1.0.0,bull,bear,29904.25,29906.75,29900.5,2026-07-06 08:06:00-04:00,2026-07-06 08:05:00-04:00
FVG-1m-bear-20260706T0813-iFVG,FVG-1m-bear-20260706T0813,NQ,1m,phase1-v1.0.0,bear,bull,29929.25,29929.5,29931.5,2026-07-06 08:15:00-04:00,2026-07-06 08:14:00-04:00
FVG-1m-bear-20260706T0821-iFVG,FVG-1m-bear-20260706T0821,NQ,1m,phase1-v1.0.0,bear,bull,29920.0,29926.5,29932.5,2026-07-06 08:55:00-04:00,2026-07-06 08:22:00-04:00
FVG-1m-bear-20260706T0822-iFVG,FVG-1m-bear-20260706T0822,NQ,1m,phase1-v1.0.0,bear,bull,29912.5,29913.0,29918.5,2026-07-06 08:38:00-04:00,2026-07-06 08:23:00-04:00
FVG-1m-bear-20260706T0824-iFVG,FVG-1m-bear-20260706T0824,NQ,1m,phase1-v1.0.0,bear,bull,29895.25,29906.25,29910.5,2026-07-06 08:37:00-04:00,2026-07-06 08:25:00-04:00
FVG-1m-bear-20260706T0825-iFVG,FVG-1m-bear-20260706T0825,NQ,1m,phase1-v1.0.0,bear,bull,29887.0,29892.0,29894.0,2026-07-06 08:29:00-04:00,2026-07-06 08:26:00-04:00
FVG-1m-bull-20260706T0829-iFVG,FVG-1m-bull-20260706T0829,NQ,1m,phase1-v1.0.0,bull,bear,29887.0,29890.75,29885.25,2026-07-06 09:13:00-04:00,2026-07-06 08:30:00-04:00
FVG-1m-bull-20260706T0837-iFVG,FVG-1m-bull-20260706T0837,NQ,1m,phase1-v1.0.0,bull,bear,29906.0,29907.75,29905.25,2026-07-06 08:42:00-04:00,2026-07-06 08:38:00-04:00
FVG-1m-bull-20260706T0838-iFVG,FVG-1m-bull-20260706T0838,NQ,1m,phase1-v1.0.0,bull,bear,29912.0,29916.25,29911.5,2026-07-06 08:41:00-04:00,2026-07-06 08:39:00-04:00
FVG-1m-bull-20260706T0852-iFVG,FVG-1m-bull-20260706T0852,NQ,1m,phase1-v1.0.0,bull,bear,29913.5,29916.5,29897.5,2026-07-06 09:03:00-04:00,2026-07-06 08:53:00-04:00
FVG-1m-bull-20260706T0853-iFVG,FVG-1m-bull-20260706T0853,NQ,1m,phase1-v1.0.0,bull,bear,29917.5,29920.75,29897.5,2026-07-06 09:03:00-04:00,2026-07-06 08:54:00-04:00
FVG-1m-bull-20260706T0859-iFVG,FVG-1m-bull-20260706T0859,NQ,1m,phase1-v1.0.0,bull,bear,29927.75,29928.5,29922.75,2026-07-06 09:01:00-04:00,2026-07-06 09:00:00-04:00
FVG-1m-bear-20260706T0901-iFVG,FVG-1m-bear-20260706T0901,NQ,1m,phase1-v1.0.0,bear,bull,29925.0,29928.5,29953.75,2026-07-06 09:46:00-04:00,2026-07-06 09:02:00-04:00
FVG-1m-bear-20260706T0914-iFVG,FVG-1m-bear-20260706T0914,NQ,1m,phase1-v1.0.0,bear,bull,29866.75,29884.25,29907.5,2026-07-06 09:33:00-04:00,2026-07-06 09:15:00-04:00
FVG-1m-bear-20260706T0918-iFVG,FVG-1m-bear-20260706T0918,NQ,1m,phase1-v1.0.0,bear,bull,29849.5,29851.0,29856.25,2026-07-06 09:27:00-04:00,2026-07-06 09:19:00-04:00
FVG-1m-bear-20260706T0919-iFVG,FVG-1m-bear-20260706T0919,NQ,1m,phase1-v1.0.0,bear,bull,29843.5,29845.5,29847.75,2026-07-06 09:26:00-04:00,2026-07-06 09:20:00-04:00
FVG-1m-bull-20260706T0926-iFVG,FVG-1m-bull-20260706T0926,NQ,1m,phase1-v1.0.0,bull,bear,29843.5,29844.25,29831.5,2026-07-06 09:28:00-04:00,2026-07-06 09:27:00-04:00
FVG-1m-bull-20260706T0931-iFVG,FVG-1m-bull-20260706T0931,NQ,1m,phase1-v1.0.0,bull,bear,29843.25,29846.5,29827.5,2026-07-06 09:37:00-04:00,2026-07-06 09:32:00-04:00
FVG-1m-bear-20260706T0937-iFVG,FVG-1m-bear-20260706T0937,NQ,1m,phase1-v1.0.0,bear,bull,29870.5,29882.75,29896.75,2026-07-06 09:40:00-04:00,2026-07-06 09:38:00-04:00
FVG-1m-bull-20260706T0940-iFVG,FVG-1m-bull-20260706T0940,NQ,1m,phase1-v1.0.0,bull,bear,29830.25,29866.5,29826.5,2026-07-06 20:15:00-04:00,2026-07-06 09:41:00-04:00
FVG-1m-bear-20260706T0943-iFVG,FVG-1m-bear-20260706T0943,NQ,1m,phase1-v1.0.0,bear,bull,29894.25,29896.75,29921.5,2026-07-06 09:45:00-04:00,2026-07-06 09:44:00-04:00
FVG-1m-bull-20260706T0945-iFVG,FVG-1m-bull-20260706T0945,NQ,1m,phase1-v1.0.0,bull,bear,29894.25,29902.75,29886.25,2026-07-06 13:43:00-04:00,2026-07-06 09:46:00-04:00
FVG-1m-bull-20260706T0951-iFVG,FVG-1m-bull-20260706T0951,NQ,1m,phase1-v1.0.0,bull,bear,29956.0,29973.75,29947.0,2026-07-06 09:53:00-04:00,2026-07-06 09:52:00-04:00
FVG-1m-bear-20260706T0958-iFVG,FVG-1m-bear-20260706T0958,NQ,1m,phase1-v1.0.0,bear,bull,29952.5,29968.0,29972.5,2026-07-06 10:02:00-04:00,2026-07-06 09:59:00-04:00
FVG-1m-bull-20260706T1007-iFVG,FVG-1m-bull-20260706T1007,NQ,1m,phase1-v1.0.0,bull,bear,29941.0,29958.25,29931.25,2026-07-06 13:33:00-04:00,2026-07-06 10:08:00-04:00
FVG-1m-bull-20260706T1008-iFVG,FVG-1m-bull-20260706T1008,NQ,1m,phase1-v1.0.0,bull,bear,29967.25,29975.0,29950.75,2026-07-06 11:17:00-04:00,2026-07-06 10:09:00-04:00
FVG-1m-bull-20260706T1044-iFVG,FVG-1m-bull-20260706T1044,NQ,1m,phase1-v1.0.0,bull,bear,30011.75,30034.0,30001.75,2026-07-06 10:57:00-04:00,2026-07-06 10:45:00-04:00
FVG-1m-bull-20260706T1059-iFVG,FVG-1m-bull-20260706T1059,NQ,1m,phase1-v1.0.0,bull,bear,30014.25,30018.0,30003.75,2026-07-06 11:01:00-04:00,2026-07-06 11:00:00-04:00
FVG-1m-bear-20260706T1105-iFVG,FVG-1m-bear-20260706T1105,NQ,1m,phase1-v1.0.0,bear,bull,30030.25,30030.75,30031.0,2026-07-06 11:07:00-04:00,2026-07-06 11:06:00-04:00
FVG-1m-bear-20260706T1108-iFVG,FVG-1m-bear-20260706T1108,NQ,1m,phase1-v1.0.0,bear,bull,30009.5,30022.0,30035.75,2026-07-06 11:27:00-04:00,2026-07-06 11:09:00-04:00
FVG-1m-bear-20260706T1112-iFVG,FVG-1m-bear-20260706T1112,NQ,1m,phase1-v1.0.0,bear,bull,29999.75,30004.0,30006.5,2026-07-06 11:25:00-04:00,2026-07-06 11:13:00-04:00
FVG-1m-bear-20260706T1117-iFVG,FVG-1m-bear-20260706T1117,NQ,1m,phase1-v1.0.0,bear,bull,29964.5,29967.75,29977.75,2026-07-06 11:20:00-04:00,2026-07-06 11:18:00-04:00
FVG-1m-bull-20260706T1127-iFVG,FVG-1m-bull-20260706T1127,NQ,1m,phase1-v1.0.0,bull,bear,30016.25,30029.25,30006.25,2026-07-06 12:39:00-04:00,2026-07-06 11:28:00-04:00
FVG-1m-bull-20260706T1130-iFVG,FVG-1m-bull-20260706T1130,NQ,1m,phase1-v1.0.0,bull,bear,30039.5,30044.75,30034.25,2026-07-06 11:36:00-04:00,2026-07-06 11:31:00-04:00
FVG-1m-bear-20260706T1135-iFVG,FVG-1m-bear-20260706T1135,NQ,1m,phase1-v1.0.0,bear,bull,30052.75,30056.5,30064.0,2026-07-06 11:39:00-04:00,2026-07-06 11:36:00-04:00
FVG-1m-bull-20260706T1142-iFVG,FVG-1m-bull-20260706T1142,NQ,1m,phase1-v1.0.0,bull,bear,30056.0,30062.75,30049.75,2026-07-06 11:55:00-04:00,2026-07-06 11:43:00-04:00
FVG-1m-bull-20260706T1143-iFVG,FVG-1m-bull-20260706T1143,NQ,1m,phase1-v1.0.0,bull,bear,30069.0,30070.75,30067.25,2026-07-06 11:49:00-04:00,2026-07-06 11:44:00-04:00
FVG-1m-bear-20260706T1152-iFVG,FVG-1m-bear-20260706T1152,NQ,1m,phase1-v1.0.0,bear,bull,30071.75,30075.0,30076.5,2026-07-06 12:10:00-04:00,2026-07-06 11:53:00-04:00
FVG-1m-bear-20260706T1153-iFVG,FVG-1m-bear-20260706T1153,NQ,1m,phase1-v1.0.0,bear,bull,30067.25,30070.0,30073.25,2026-07-06 11:57:00-04:00,2026-07-06 11:54:00-04:00
FVG-1m-bull-20260706T1157-iFVG,FVG-1m-bull-20260706T1157,NQ,1m,phase1-v1.0.0,bull,bear,30057.25,30071.5,30055.25,2026-07-06 12:04:00-04:00,2026-07-06 11:58:00-04:00
FVG-1m-bull-20260706T1206-iFVG,FVG-1m-bull-20260706T1206,NQ,1m,phase1-v1.0.0,bull,bear,30062.0,30066.25,30054.25,2026-07-06 12:19:00-04:00,2026-07-06 12:07:00-04:00
FVG-1m-bull-20260706T1209-iFVG,FVG-1m-bull-20260706T1209,NQ,1m,phase1-v1.0.0,bull,bear,30072.5,30072.75,30070.5,2026-07-06 12:15:00-04:00,2026-07-06 12:10:00-04:00
FVG-1m-bear-20260706T1218-iFVG,FVG-1m-bear-20260706T1218,NQ,1m,phase1-v1.0.0,bear,bull,30066.0,30070.75,30073.5,2026-07-10 15:04:00-04:00,2026-07-06 12:19:00-04:00
FVG-1m-bear-20260706T1222-iFVG,FVG-1m-bear-20260706T1222,NQ,1m,phase1-v1.0.0,bear,bull,30051.0,30059.25,30064.25,2026-07-10 13:38:00-04:00,2026-07-06 12:23:00-04:00
FVG-1m-bear-20260706T1228-iFVG,FVG-1m-bear-20260706T1228,NQ,1m,phase1-v1.0.0,bear,bull,30033.75,30034.5,30041.0,2026-07-06 12:32:00-04:00,2026-07-06 12:29:00-04:00
FVG-1m-bull-20260706T1247-iFVG,FVG-1m-bull-20260706T1247,NQ,1m,phase1-v1.0.0,bull,bear,30020.0,30022.5,30015.25,2026-07-06 12:53:00-04:00,2026-07-06 12:48:00-04:00
FVG-1m-bear-20260706T1252-iFVG,FVG-1m-bear-20260706T1252,NQ,1m,phase1-v1.0.0,bear,bull,30024.75,30030.75,30033.5,2026-07-06 15:20:00-04:00,2026-07-06 12:53:00-04:00
FVG-1m-bear-20260706T1254-iFVG,FVG-1m-bear-20260706T1254,NQ,1m,phase1-v1.0.0,bear,bull,30008.75,30012.25,30014.5,2026-07-06 13:06:00-04:00,2026-07-06 12:55:00-04:00
FVG-1m-bear-20260706T1259-iFVG,FVG-1m-bear-20260706T1259,NQ,1m,phase1-v1.0.0,bear,bull,29993.25,29994.5,30000.0,2026-07-06 13:04:00-04:00,2026-07-06 13:00:00-04:00
FVG-1m-bull-20260706T1304-iFVG,FVG-1m-bull-20260706T1304,NQ,1m,phase1-v1.0.0,bull,bear,29990.25,29991.25,29986.75,2026-07-06 13:21:00-04:00,2026-07-06 13:05:00-04:00
FVG-1m-bull-20260706T1306-iFVG,FVG-1m-bull-20260706T1306,NQ,1m,phase1-v1.0.0,bull,bear,30003.75,30013.75,29999.25,2026-07-06 13:19:00-04:00,2026-07-06 13:07:00-04:00
FVG-1m-bull-20260706T1307-iFVG,FVG-1m-bull-20260706T1307,NQ,1m,phase1-v1.0.0,bull,bear,30014.75,30019.75,30013.75,2026-07-06 13:18:00-04:00,2026-07-06 13:08:00-04:00
FVG-1m-bear-20260706T1314-iFVG,FVG-1m-bear-20260706T1314,NQ,1m,phase1-v1.0.0,bear,bull,30019.75,30026.25,30028.5,2026-07-06 15:18:00-04:00,2026-07-06 13:15:00-04:00
FVG-1m-bull-20260706T1316-iFVG,FVG-1m-bull-20260706T1316,NQ,1m,phase1-v1.0.0,bull,bear,30019.75,30022.0,30013.75,2026-07-06 13:18:00-04:00,2026-07-06 13:17:00-04:00
FVG-1m-bear-20260706T1318-iFVG,FVG-1m-bear-20260706T1318,NQ,1m,phase1-v1.0.0,bear,bull,30013.75,30022.0,30023.25,2026-07-06 15:13:00-04:00,2026-07-06 13:19:00-04:00
