instrument,tf,direction,param_version,source_open_et,availability_et,zone_lower,zone_upper,far_boundary,near_boundary,directional_wick_len,opposite_wick_len,body_len,total_range,dwick_body_ratio,dwick_range_ratio,atr_value,atr_availability_et,body_atr,range_atr,dwick_atr,dwick_pctile_prev10,dwick_pctile_prev20,dwick_pctile_prev40,first_partial_wick_entry_et,first_body_overlap_et,first_complete_traversal_et,exact_boundary_body_touch_et,invalidation_reason,invalidation_et,still_valid_end_of_data,untested_through_jul10,segment_id,source_complete,source_index
NQ,15m,bull,phase1-v1.0.0,2026-07-06 01:00:00-04:00,2026-07-06 01:15:00-04:00,29792.75,29807.25,29792.75,29807.25,14.5,1.0,22.25,37.75,0.651685393258427,0.3841059602649007,54.035714285714285,2026-07-06 01:00:00-04:00,0.4117647058823529,0.6986120290812955,0.2683410442828817,60.0,60.0,75.0,2026-07-06 01:30:00-04:00,2026-07-06 01:30:00-04:00,2026-07-06 01:30:00-04:00,,body_overlap,2026-07-06 01:30:00-04:00,False,False,6,True,35475
NQ,15m,bear,phase1-v1.0.0,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,29809.25,29818.5,29818.5,29809.25,9.25,1.75,39.75,50.75,0.23270440251572327,0.18226600985221675,53.285714285714285,2026-07-06 01:15:00-04:00,0.7459785522788204,0.9524128686327078,0.17359249329758714,70.0,45.0,43.75,2026-07-06 02:45:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 02:45:00-04:00,,body_overlap,2026-07-06 02:45:00-04:00,False,False,6,True,35476
NQ,15m,bull,phase1-v1.0.0,2026-07-06 01:15:00-04:00,2026-07-06 01:30:00-04:00,29767.75,29769.5,29767.75,29769.5,1.75,9.25,39.75,50.75,0.0440251572327044,0.034482758620689655,53.285714285714285,2026-07-06 01:15:00-04:00,0.7459785522788204,0.9524128686327078,0.03284182305630027,0.0,5.0,10.0,2026-07-06 01:45:00-04:00,,2026-07-06 01:45:00-04:00,,wick_traversal_beyond_far,2026-07-06 01:45:00-04:00,False,False,6,True,35476
NQ,15m,bear,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,29788.25,29799.0,29799.0,29788.25,10.75,17.5,18.25,46.5,0.589041095890411,0.23118279569892472,52.107142857142854,2026-07-06 01:30:00-04:00,0.3502398903358465,0.8923920493488692,0.20630568882796438,70.0,57.5,53.75,2026-07-06 02:00:00-04:00,2026-07-06 02:00:00-04:00,2026-07-06 02:00:00-04:00,,body_overlap,2026-07-06 02:00:00-04:00,False,False,6,True,35477
NQ,15m,bull,phase1-v1.0.0,2026-07-06 01:30:00-04:00,2026-07-06 01:45:00-04:00,29752.5,29770.0,29752.5,29770.0,17.5,10.75,18.25,46.5,0.958904109589041,0.3763440860215054,52.107142857142854,2026-07-06 01:30:00-04:00,0.3502398903358465,0.8923920493488692,0.33584647018505825,70.0,67.5,76.25,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,,,body_overlap,2026-07-06 02:15:00-04:00,False,False,6,True,35477
NQ,15m,bear,phase1-v1.0.0,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,29790.5,29801.5,29801.5,29790.5,11.0,23.25,1.0,35.25,11.0,0.3120567375886525,50.839285714285715,2026-07-06 01:45:00-04:00,0.01966982788900597,0.6933614330874605,0.21636810677906568,80.0,60.0,57.5,2026-07-06 02:15:00-04:00,2026-07-06 02:15:00-04:00,2026-07-06 02:15:00-04:00,,body_overlap,2026-07-06 02:15:00-04:00,False,False,6,True,35478
NQ,15m,bull,phase1-v1.0.0,2026-07-06 01:45:00-04:00,2026-07-06 02:00:00-04:00,29766.25,29789.5,29766.25,29789.5,23.25,11.0,1.0,35.25,23.25,0.6595744680851063,50.839285714285715,2026-07-06 01:45:00-04:00,0.01966982788900597,0.6933614330874605,0.4573234984193888,70.0,75.0,80.0,2026-07-06 02:15:00-04:00,2026-07-06 02:15:00-04:00,2026-07-06 02:15:00-04:00,,body_overlap,2026-07-06 02:15:00-04:00,False,False,6,True,35478
NQ,15m,bear,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,29791.5,29807.5,29807.5,29791.5,16.0,5.0,31.75,52.75,0.5039370078740157,0.3033175355450237,49.30357142857143,2026-07-06 02:00:00-04:00,0.6439695762404926,1.0699022093444404,0.3245201014125317,90.0,80.0,75.0,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 02:45:00-04:00,,body_overlap,2026-07-06 02:45:00-04:00,False,False,6,True,35479
NQ,15m,bull,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:15:00-04:00,29754.75,29759.75,29754.75,29759.75,5.0,16.0,31.75,52.75,0.15748031496062992,0.0947867298578199,49.30357142857143,2026-07-06 02:00:00-04:00,0.6439695762404926,1.0699022093444404,0.10141253169141615,30.0,22.5,30.0,2026-07-06 02:30:00-04:00,2026-07-06 21:30:00-04:00,2026-07-06 21:30:00-04:00,,body_overlap,2026-07-06 21:30:00-04:00,False,False,6,True,35479
NQ,15m,bear,phase1-v1.0.0,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,29790.5,29797.0,29797.0,29790.5,6.5,5.5,29.75,41.75,0.2184873949579832,0.15568862275449102,49.214285714285715,2026-07-06 02:15:00-04:00,0.604499274310595,0.8483309143686502,0.1320754716981132,30.0,25.0,30.0,2026-07-06 02:45:00-04:00,2026-07-06 02:45:00-04:00,2026-07-06 02:45:00-04:00,,body_overlap,2026-07-06 02:45:00-04:00,False,False,6,True,35480
NQ,15m,bull,phase1-v1.0.0,2026-07-06 02:15:00-04:00,2026-07-06 02:30:00-04:00,29755.25,29760.75,29755.25,29760.75,5.5,6.5,29.75,41.75,0.18487394957983194,0.1317365269461078,49.214285714285715,2026-07-06 02:15:00-04:00,0.604499274310595,0.8483309143686502,0.11175616835994194,30.0,30.0,37.5,2026-07-06 21:30:00-04:00,2026-07-06 21:30:00-04:00,2026-07-06 21:30:00-04:00,,body_overlap,2026-07-06 21:30:00-04:00,False,False,6,True,35480
NQ,15m,bear,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,29854.5,29858.25,29858.25,29854.5,3.75,4.5,65.5,73.75,0.05725190839694656,0.05084745762711865,48.69642857142857,2026-07-06 02:30:00-04:00,1.345067840117345,1.5144847818115146,0.07700770077007701,20.0,20.0,22.5,2026-07-06 03:00:00-04:00,2026-07-06 03:00:00-04:00,,,body_overlap,2026-07-06 03:00:00-04:00,False,False,6,True,35481
NQ,15m,bull,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 02:45:00-04:00,29784.5,29789.0,29784.5,29789.0,4.5,3.75,65.5,73.75,0.06870229007633588,0.061016949152542375,48.69642857142857,2026-07-06 02:30:00-04:00,1.345067840117345,1.5144847818115146,0.09240924092409242,20.0,20.0,23.75,2026-07-06 04:30:00-04:00,,2026-07-06 04:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 04:30:00-04:00,False,False,6,True,35481
NQ,15m,bear,phase1-v1.0.0,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,29855.0,29855.5,29855.5,29855.0,0.5,14.75,7.75,23.0,0.06451612903225806,0.021739130434782608,49.05357142857143,2026-07-06 02:45:00-04:00,0.1579905351292319,0.46887513651255913,0.010192937750273025,0.0,5.0,3.75,2026-07-06 03:15:00-04:00,,2026-07-06 03:15:00-04:00,,wick_traversal_beyond_far,2026-07-06 03:15:00-04:00,False,False,6,True,35482
NQ,15m,bull,phase1-v1.0.0,2026-07-06 02:45:00-04:00,2026-07-06 03:00:00-04:00,29832.5,29847.25,29832.5,29847.25,14.75,0.5,7.75,23.0,1.903225806451613,0.6413043478260869,49.05357142857143,2026-07-06 02:45:00-04:00,0.1579905351292319,0.46887513651255913,0.3006916636330542,80.0,65.0,70.0,2026-07-06 03:15:00-04:00,2026-07-06 03:15:00-04:00,2026-07-06 03:15:00-04:00,,body_overlap,2026-07-06 03:15:00-04:00,False,False,6,True,35482
NQ,15m,bear,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:15:00-04:00,29848.0,29862.75,29862.75,29848.0,14.75,16.5,1.75,33.0,8.428571428571429,0.44696969696969696,47.660714285714285,2026-07-06 03:00:00-04:00,0.036717871862120645,0.692394155114275,0.30947920569501686,90.0,80.0,67.5,2026-07-06 03:30:00-04:00,2026-07-06 03:30:00-04:00,2026-07-06 03:30:00-04:00,,body_overlap,2026-07-06 03:30:00-04:00,False,False,6,True,35483
