instrument,tf,direction,param_version,source_open_et,availability_et,zone_lower,zone_upper,far_boundary,near_boundary,directional_wick_len,opposite_wick_len,body_len,total_range,dwick_body_ratio,dwick_range_ratio,atr_value,atr_availability_et,body_atr,range_atr,dwick_atr,dwick_pctile_prev10,dwick_pctile_prev20,dwick_pctile_prev40,first_partial_wick_entry_et,first_body_overlap_et,first_complete_traversal_et,exact_boundary_body_touch_et,invalidation_reason,invalidation_et,still_valid_end_of_data,untested_through_jul10,segment_id,source_complete,source_index
NQ,30m,bear,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,29791.5,29807.5,29807.5,29791.5,16.0,35.75,1.0,52.75,16.0,0.3033175355450237,88.53571428571429,2026-07-06 02:00:00-04:00,0.011294876966518756,0.5958047599838644,0.1807180314643001,70.0,50.0,61.25,2026-07-06 03:00:00-04:00,2026-07-06 03:00:00-04:00,2026-07-06 03:00:00-04:00,,body_overlap,2026-07-06 03:00:00-04:00,False,False,6,True,17742
NQ,30m,bull,phase1-v1.0.0,2026-07-06 02:00:00-04:00,2026-07-06 02:30:00-04:00,29754.75,29790.5,29754.75,29790.5,35.75,16.0,1.0,52.75,35.75,0.6777251184834123,88.53571428571429,2026-07-06 02:00:00-04:00,0.011294876966518756,0.5958047599838644,0.40379185155304553,60.0,70.0,85.0,2026-07-06 03:00:00-04:00,2026-07-06 03:00:00-04:00,,,body_overlap,2026-07-06 03:00:00-04:00,False,False,6,True,17742
NQ,30m,bear,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,29847.25,29858.25,29858.25,29847.25,11.0,4.5,58.25,73.75,0.1888412017167382,0.14915254237288136,86.46428571428571,2026-07-06 02:30:00-04:00,0.6736885584469228,0.8529533250722843,0.1272201569599339,45.0,37.5,46.25,2026-07-06 03:30:00-04:00,,2026-07-06 03:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 03:30:00-04:00,False,False,6,True,17743
NQ,30m,bull,phase1-v1.0.0,2026-07-06 02:30:00-04:00,2026-07-06 03:00:00-04:00,29784.5,29789.0,29784.5,29789.0,4.5,11.0,58.25,73.75,0.07725321888412018,0.061016949152542375,86.46428571428571,2026-07-06 02:30:00-04:00,0.6736885584469228,0.8529533250722843,0.05204460966542751,20.0,20.0,20.0,2026-07-06 04:30:00-04:00,,2026-07-06 04:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 04:30:00-04:00,False,False,6,True,17743
NQ,30m,bear,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,29846.25,29863.75,29863.75,29846.25,17.5,2.5,26.0,46.0,0.6730769230769231,0.3804347826086957,88.33928571428571,2026-07-06 03:00:00-04:00,0.29431978977157874,0.5207196280574086,0.1980998585001011,90.0,60.0,72.5,2026-07-06 04:00:00-04:00,2026-07-06 04:00:00-04:00,2026-07-06 04:00:00-04:00,,body_overlap,2026-07-06 04:00:00-04:00,False,False,6,True,17744
NQ,30m,bull,phase1-v1.0.0,2026-07-06 03:00:00-04:00,2026-07-06 03:30:00-04:00,29817.75,29820.25,29817.75,29820.25,2.5,17.5,26.0,46.0,0.09615384615384616,0.05434782608695652,88.33928571428571,2026-07-06 03:00:00-04:00,0.29431978977157874,0.5207196280574086,0.028299979785728728,20.0,10.0,7.5,2026-07-06 04:00:00-04:00,,2026-07-06 04:00:00-04:00,,wick_traversal_beyond_far,2026-07-06 04:00:00-04:00,False,False,6,True,17744
NQ,30m,bear,phase1-v1.0.0,2026-07-06 03:30:00-04:00,2026-07-06 04:00:00-04:00,29852.5,29876.25,29876.25,29852.5,23.75,5.75,30.5,60.0,0.7786885245901639,0.3958333333333333,82.69642857142857,2026-07-06 03:30:00-04:00,0.3688188296264306,0.7255452386093716,0.28719499028287626,100.0,70.0,82.5,2026-07-06 04:30:00-04:00,2026-07-06 04:30:00-04:00,2026-07-06 04:30:00-04:00,,body_overlap,2026-07-06 04:30:00-04:00,False,False,6,True,17745
NQ,30m,bull,phase1-v1.0.0,2026-07-06 03:30:00-04:00,2026-07-06 04:00:00-04:00,29816.25,29822.0,29816.25,29822.0,5.75,23.75,30.5,60.0,0.1885245901639344,0.09583333333333334,82.69642857142857,2026-07-06 03:30:00-04:00,0.3688188296264306,0.7255452386093716,0.06953141870006478,30.0,30.0,25.0,2026-07-06 04:30:00-04:00,,2026-07-06 04:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 04:30:00-04:00,False,False,6,True,17745
NQ,30m,bear,phase1-v1.0.0,2026-07-06 04:00:00-04:00,2026-07-06 04:30:00-04:00,29852.75,29884.0,29884.0,29852.75,31.25,53.25,19.5,104.0,1.6025641025641026,0.3004807692307692,78.07142857142857,2026-07-06 04:00:00-04:00,0.24977127172918573,1.3321134492223239,0.4002744739249771,100.0,80.0,90.0,2026-07-06 05:00:00-04:00,2026-07-06 05:00:00-04:00,,,body_overlap,2026-07-06 05:00:00-04:00,False,False,6,True,17746
NQ,30m,bull,phase1-v1.0.0,2026-07-06 04:00:00-04:00,2026-07-06 04:30:00-04:00,29780.0,29833.25,29780.0,29833.25,53.25,31.25,19.5,104.0,2.730769230769231,0.5120192307692307,78.07142857142857,2026-07-06 04:00:00-04:00,0.24977127172918573,1.3321134492223239,0.682067703568161,100.0,95.0,97.5,2026-07-06 05:00:00-04:00,2026-07-06 05:00:00-04:00,,,body_overlap,2026-07-06 05:00:00-04:00,False,False,6,True,17746
NQ,30m,bear,phase1-v1.0.0,2026-07-06 04:30:00-04:00,2026-07-06 05:00:00-04:00,29867.0,29870.75,29870.75,29867.0,3.75,23.25,36.0,63.0,0.10416666666666667,0.05952380952380952,74.19642857142857,2026-07-06 04:30:00-04:00,0.4851985559566787,0.8490974729241878,0.05054151624548737,10.0,10.0,7.5,2026-07-06 05:30:00-04:00,2026-07-06 05:30:00-04:00,2026-07-06 05:30:00-04:00,,body_overlap,2026-07-06 05:30:00-04:00,False,False,6,True,17747
NQ,30m,bull,phase1-v1.0.0,2026-07-06 04:30:00-04:00,2026-07-06 05:00:00-04:00,29807.75,29831.0,29807.75,29831.0,23.25,3.75,36.0,63.0,0.6458333333333334,0.36904761904761907,74.19642857142857,2026-07-06 04:30:00-04:00,0.4851985559566787,0.8490974729241878,0.3133574007220217,60.0,60.0,77.5,2026-07-06 06:00:00-04:00,,2026-07-06 10:00:00-04:00,,wick_traversal_beyond_far,2026-07-06 10:00:00-04:00,False,False,6,True,17747
NQ,30m,bear,phase1-v1.0.0,2026-07-06 05:00:00-04:00,2026-07-06 05:30:00-04:00,29869.75,29875.0,29875.0,29869.75,5.25,19.5,6.25,31.0,0.84,0.1693548387096774,71.17857142857143,2026-07-06 05:00:00-04:00,0.08780732563973909,0.43552433517310585,0.07375815353738083,20.0,15.0,15.0,2026-07-06 06:00:00-04:00,2026-07-06 06:00:00-04:00,2026-07-06 06:00:00-04:00,,body_overlap,2026-07-06 06:00:00-04:00,False,False,6,True,17748
NQ,30m,bull,phase1-v1.0.0,2026-07-06 05:00:00-04:00,2026-07-06 05:30:00-04:00,29844.0,29863.5,29844.0,29863.5,19.5,5.25,6.25,31.0,3.12,0.6290322580645161,71.17857142857143,2026-07-06 05:00:00-04:00,0.08780732563973909,0.43552433517310585,0.27395885599598596,60.0,45.0,67.5,2026-07-06 06:00:00-04:00,,2026-07-06 06:00:00-04:00,,wick_traversal_beyond_far,2026-07-06 06:00:00-04:00,False,False,6,True,17748
NQ,30m,bear,phase1-v1.0.0,2026-07-06 05:30:00-04:00,2026-07-06 06:00:00-04:00,29877.0,29888.5,29888.5,29877.0,11.5,37.25,12.25,61.0,0.9387755102040817,0.1885245901639344,67.41071428571429,2026-07-06 05:30:00-04:00,0.18172185430463575,0.9049006622516556,0.17059602649006622,50.0,45.0,47.5,2026-07-06 06:30:00-04:00,2026-07-06 06:30:00-04:00,2026-07-06 06:30:00-04:00,,body_overlap,2026-07-06 06:30:00-04:00,False,False,6,True,17749
NQ,30m,bull,phase1-v1.0.0,2026-07-06 05:30:00-04:00,2026-07-06 06:00:00-04:00,29827.5,29864.75,29827.5,29864.75,37.25,11.5,12.25,61.0,3.0408163265306123,0.610655737704918,67.41071428571429,2026-07-06 05:30:00-04:00,0.18172185430463575,0.9049006622516556,0.5525827814569536,90.0,77.5,86.25,2026-07-06 06:30:00-04:00,2026-07-06 07:00:00-04:00,,2026-07-06 06:30:00-04:00,body_overlap,2026-07-06 07:00:00-04:00,False,False,6,True,17749
NQ,30m,bear,phase1-v1.0.0,2026-07-06 06:00:00-04:00,2026-07-06 06:30:00-04:00,29878.0,29891.5,29891.5,29878.0,13.5,12.5,13.25,39.25,1.0188679245283019,0.34394904458598724,67.16071428571429,2026-07-06 06:00:00-04:00,0.19728795533102897,0.5844190374900292,0.2010103695825578,60.0,55.0,55.0,2026-07-06 07:00:00-04:00,2026-07-06 07:00:00-04:00,,,body_overlap,2026-07-06 07:00:00-04:00,False,False,6,True,17750
NQ,30m,bull,phase1-v1.0.0,2026-07-06 06:00:00-04:00,2026-07-06 06:30:00-04:00,29852.25,29864.75,29852.25,29864.75,12.5,13.5,13.25,39.25,0.9433962264150944,0.3184713375796178,67.16071428571429,2026-07-06 06:00:00-04:00,0.19728795533102897,0.5844190374900292,0.18612071257644242,40.0,40.0,45.0,2026-07-06 07:00:00-04:00,2026-07-06 07:00:00-04:00,2026-07-06 07:00:00-04:00,,body_overlap,2026-07-06 07:00:00-04:00,False,False,6,True,17750
NQ,30m,bear,phase1-v1.0.0,2026-07-06 06:30:00-04:00,2026-07-06 07:00:00-04:00,29884.5,29885.0,29885.0,29884.5,0.5,16.75,20.5,37.75,0.024390243902439025,0.013245033112582781,64.69642857142857,2026-07-06 06:30:00-04:00,0.31686447695280157,0.5834943417057687,0.007728401876897599,0.0,0.0,0.0,2026-07-06 07:30:00-04:00,,2026-07-06 07:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 07:30:00-04:00,False,False,6,True,17751
NQ,30m,bull,phase1-v1.0.0,2026-07-06 06:30:00-04:00,2026-07-06 07:00:00-04:00,29847.25,29864.0,29847.25,29864.0,16.75,0.5,20.5,37.75,0.8170731707317073,0.44370860927152317,64.69642857142857,2026-07-06 06:30:00-04:00,0.31686447695280157,0.5834943417057687,0.2589014628760696,40.0,40.0,55.0,2026-07-06 07:30:00-04:00,,2026-07-06 07:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 07:30:00-04:00,False,False,6,True,17751
NQ,30m,bear,phase1-v1.0.0,2026-07-06 07:00:00-04:00,2026-07-06 07:30:00-04:00,29884.25,29896.0,29896.0,29884.25,11.75,39.0,3.5,54.25,3.357142857142857,0.21658986175115208,59.30357142857143,2026-07-06 07:00:00-04:00,0.05901836796145739,0.9147847034025895,0.19813309244203553,50.0,55.0,50.0,2026-07-06 08:00:00-04:00,,2026-07-06 08:00:00-04:00,,wick_traversal_beyond_far,2026-07-06 08:00:00-04:00,False,False,6,True,17752
NQ,30m,bull,phase1-v1.0.0,2026-07-06 07:00:00-04:00,2026-07-06 07:30:00-04:00,29841.75,29880.75,29841.75,29880.75,39.0,11.75,3.5,54.25,11.142857142857142,0.7188940092165899,59.30357142857143,2026-07-06 07:00:00-04:00,0.05901836796145739,0.9147847034025895,0.6576332429990966,90.0,80.0,87.5,2026-07-06 08:00:00-04:00,2026-07-06 08:00:00-04:00,,,body_overlap,2026-07-06 08:00:00-04:00,False,False,6,True,17752
NQ,30m,bear,phase1-v1.0.0,2026-07-06 07:30:00-04:00,2026-07-06 08:00:00-04:00,29879.5,29915.0,29915.0,29879.5,35.5,6.75,1.75,44.0,20.285714285714285,0.8068181818181818,56.17857142857143,2026-07-06 07:30:00-04:00,0.031150667514303877,0.7832167832167832,0.6319135410044501,100.0,95.0,92.5,2026-07-06 08:30:00-04:00,2026-07-06 08:30:00-04:00,2026-07-06 08:30:00-04:00,,body_overlap,2026-07-06 08:30:00-04:00,False,False,6,True,17753
NQ,30m,bull,phase1-v1.0.0,2026-07-06 07:30:00-04:00,2026-07-06 08:00:00-04:00,29871.0,29877.75,29871.0,29877.75,6.75,35.5,1.75,44.0,3.857142857142857,0.1534090909090909,56.17857142857143,2026-07-06 07:30:00-04:00,0.031150667514303877,0.7832167832167832,0.12015257469802924,30.0,25.0,27.5,2026-07-06 08:30:00-04:00,,2026-07-06 08:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 08:30:00-04:00,False,False,6,True,17753
NQ,30m,bear,phase1-v1.0.0,2026-07-06 08:00:00-04:00,2026-07-06 08:30:00-04:00,29893.25,29936.0,29936.0,29893.25,42.75,13.5,14.25,70.5,3.0,0.6063829787234043,55.607142857142854,2026-07-06 08:00:00-04:00,0.25626204238921,1.2678227360308285,0.7687861271676301,100.0,100.0,97.5,2026-07-06 09:00:00-04:00,2026-07-06 09:00:00-04:00,,,body_overlap,2026-07-06 09:00:00-04:00,False,False,6,True,17754
NQ,30m,bull,phase1-v1.0.0,2026-07-06 08:00:00-04:00,2026-07-06 08:30:00-04:00,29865.5,29879.0,29865.5,29879.0,13.5,42.75,14.25,70.5,0.9473684210526315,0.19148936170212766,55.607142857142854,2026-07-06 08:00:00-04:00,0.25626204238921,1.2678227360308285,0.24277456647398846,40.0,45.0,47.5,2026-07-06 09:30:00-04:00,2026-07-06 09:30:00-04:00,2026-07-06 09:30:00-04:00,,body_overlap,2026-07-06 09:30:00-04:00,False,False,6,True,17754
NQ,30m,bear,phase1-v1.0.0,2026-07-06 08:30:00-04:00,2026-07-06 09:00:00-04:00,29934.0,29935.0,29935.0,29934.0,1.0,6.75,40.5,48.25,0.024691358024691357,0.02072538860103627,56.160714285714285,2026-07-06 08:30:00-04:00,0.7211446740858506,0.859141494435612,0.0178060413354531,10.0,7.5,3.75,2026-07-06 09:30:00-04:00,2026-07-06 09:30:00-04:00,2026-07-06 09:30:00-04:00,,body_overlap,2026-07-06 09:30:00-04:00,False,False,6,True,17755
NQ,30m,bull,phase1-v1.0.0,2026-07-06 08:30:00-04:00,2026-07-06 09:00:00-04:00,29886.75,29893.5,29886.75,29893.5,6.75,1.0,40.5,48.25,0.16666666666666666,0.13989637305699482,56.160714285714285,2026-07-06 08:30:00-04:00,0.7211446740858506,0.859141494435612,0.12019077901430843,15.0,22.5,26.25,2026-07-06 09:30:00-04:00,2026-07-06 09:30:00-04:00,2026-07-06 09:30:00-04:00,,body_overlap,2026-07-06 09:30:00-04:00,False,False,6,True,17755
NQ,30m,bear,phase1-v1.0.0,2026-07-06 09:00:00-04:00,2026-07-06 09:30:00-04:00,29934.75,29938.0,29938.0,29934.75,3.25,14.5,100.0,117.75,0.0325,0.027600849256900213,56.107142857142854,2026-07-06 09:00:00-04:00,1.782304264799491,2.0986632718014007,0.05792488860598345,20.0,20.0,12.5,2026-07-06 10:00:00-04:00,,2026-07-06 10:00:00-04:00,,wick_traversal_beyond_far,2026-07-06 10:00:00-04:00,False,False,6,True,17756
NQ,30m,bull,phase1-v1.0.0,2026-07-06 09:00:00-04:00,2026-07-06 09:30:00-04:00,29820.25,29834.75,29820.25,29834.75,14.5,3.25,100.0,117.75,0.145,0.12314225053078556,56.107142857142854,2026-07-06 09:00:00-04:00,1.782304264799491,2.0986632718014007,0.25843411839592617,40.0,50.0,47.5,2026-07-06 10:00:00-04:00,,2026-07-06 10:00:00-04:00,,wick_traversal_beyond_far,2026-07-06 10:00:00-04:00,False,False,6,True,17756
NQ,30m,bear,phase1-v1.0.0,2026-07-06 09:30:00-04:00,2026-07-06 10:00:00-04:00,29932.5,30009.0,30009.0,29932.5,76.5,59.5,96.75,232.75,0.7906976744186046,0.32867883995703545,60.75,2026-07-06 09:30:00-04:00,1.5925925925925926,3.831275720164609,1.2592592592592593,100.0,100.0,100.0,2026-07-06 10:30:00-04:00,2026-07-06 10:30:00-04:00,2026-07-06 10:30:00-04:00,,body_overlap,2026-07-06 10:30:00-04:00,False,False,6,True,17757
NQ,30m,bull,phase1-v1.0.0,2026-07-06 09:30:00-04:00,2026-07-06 10:00:00-04:00,29776.25,29835.75,29776.25,29835.75,59.5,76.5,96.75,232.75,0.6149870801033591,0.2556390977443609,60.75,2026-07-06 09:30:00-04:00,1.5925925925925926,3.831275720164609,0.9794238683127572,100.0,100.0,97.5,2026-07-06 20:30:00-04:00,2026-07-06 21:00:00-04:00,,,body_overlap,2026-07-06 21:00:00-04:00,False,False,6,True,17757
NQ,30m,bear,phase1-v1.0.0,2026-07-06 10:00:00-04:00,2026-07-06 10:30:00-04:00,30012.75,30042.5,30042.5,30012.75,29.75,32.25,77.25,139.25,0.3851132686084142,0.21364452423698385,72.10714285714286,2026-07-06 10:00:00-04:00,1.0713224368499257,1.9311540366518076,0.4125804853888063,70.0,80.0,80.0,2026-07-06 11:00:00-04:00,2026-07-06 11:00:00-04:00,2026-07-06 11:00:00-04:00,,body_overlap,2026-07-06 11:00:00-04:00,False,False,6,True,17758
NQ,30m,bull,phase1-v1.0.0,2026-07-06 10:00:00-04:00,2026-07-06 10:30:00-04:00,29903.25,29935.5,29903.25,29935.5,32.25,29.75,77.25,139.25,0.4174757281553398,0.23159784560143626,72.10714285714286,2026-07-06 10:00:00-04:00,1.0713224368499257,1.9311540366518076,0.44725111441307575,70.0,75.0,72.5,2026-07-06 14:00:00-04:00,2026-07-06 14:00:00-04:00,2026-07-06 14:00:00-04:00,,body_overlap,2026-07-06 14:00:00-04:00,False,False,6,True,17758
NQ,30m,bear,phase1-v1.0.0,2026-07-06 10:30:00-04:00,2026-07-06 11:00:00-04:00,30025.25,30067.5,30067.5,30025.25,42.25,26.5,12.0,80.75,3.5208333333333335,0.5232198142414861,78.76785714285714,2026-07-06 10:30:00-04:00,0.15234640671049648,1.025164361822716,0.5363863069598731,80.0,90.0,92.5,2026-07-06 11:30:00-04:00,2026-07-06 11:30:00-04:00,,,body_overlap,2026-07-06 11:30:00-04:00,False,False,6,True,17759
NQ,30m,bull,phase1-v1.0.0,2026-07-06 10:30:00-04:00,2026-07-06 11:00:00-04:00,29986.75,30013.25,29986.75,30013.25,26.5,42.25,12.0,80.75,2.2083333333333335,0.3281733746130031,78.76785714285714,2026-07-06 10:30:00-04:00,0.15234640671049648,1.025164361822716,0.33643164815234644,60.0,70.0,67.5,2026-07-06 11:30:00-04:00,,2026-07-06 11:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 11:30:00-04:00,False,False,6,True,17759
NQ,30m,bear,phase1-v1.0.0,2026-07-06 11:00:00-04:00,2026-07-06 11:30:00-04:00,30061.25,30062.75,30062.75,30061.25,1.5,84.5,35.5,121.5,0.04225352112676056,0.012345679012345678,80.25,2026-07-06 11:00:00-04:00,0.4423676012461059,1.514018691588785,0.018691588785046728,20.0,15.0,7.5,2026-07-06 12:00:00-04:00,2026-07-06 12:00:00-04:00,2026-07-06 12:00:00-04:00,,body_overlap,2026-07-06 12:00:00-04:00,False,False,6,True,17760
NQ,30m,bull,phase1-v1.0.0,2026-07-06 11:00:00-04:00,2026-07-06 11:30:00-04:00,29941.25,30025.75,29941.25,30025.75,84.5,1.5,35.5,121.5,2.380281690140845,0.6954732510288066,80.25,2026-07-06 11:00:00-04:00,0.4423676012461059,1.514018691588785,1.0529595015576323,100.0,100.0,100.0,2026-07-06 12:30:00-04:00,2026-07-06 13:00:00-04:00,,,body_overlap,2026-07-06 13:00:00-04:00,False,False,6,True,17760
NQ,30m,bear,phase1-v1.0.0,2026-07-06 11:30:00-04:00,2026-07-06 12:00:00-04:00,30074.25,30083.75,30083.75,30074.25,9.5,29.5,13.25,52.25,0.7169811320754716,0.18181818181818182,81.5,2026-07-06 11:30:00-04:00,0.16257668711656442,0.6411042944785276,0.1165644171779141,40.0,30.0,32.5,2026-07-06 12:30:00-04:00,,2026-07-06 12:30:00-04:00,,wick_traversal_beyond_far,2026-07-06 12:30:00-04:00,False,False,6,True,17761
NQ,30m,bull,phase1-v1.0.0,2026-07-06 11:30:00-04:00,2026-07-06 12:00:00-04:00,30031.5,30061.0,30031.5,30061.0,29.5,9.5,13.25,52.25,2.2264150943396226,0.5645933014354066,81.5,2026-07-06 11:30:00-04:00,0.16257668711656442,0.6411042944785276,0.3619631901840491,60.0,65.0,67.5,2026-07-06 12:30:00-04:00,2026-07-06 12:30:00-04:00,2026-07-06 12:30:00-04:00,,body_overlap,2026-07-06 12:30:00-04:00,False,False,6,True,17761
NQ,30m,bear,phase1-v1.0.0,2026-07-06 12:00:00-04:00,2026-07-06 12:30:00-04:00,30074.0,30094.0,30094.0,30074.0,20.0,7.5,41.75,69.25,0.47904191616766467,0.2888086642599278,80.73214285714286,2026-07-06 12:00:00-04:00,0.5171422251714223,0.8577748285777482,0.247732802477328,50.0,65.0,62.5,2026-07-10 15:30:00-04:00,,,,,,True,False,6,True,17762
NQ,30m,bull,phase1-v1.0.0,2026-07-06 12:00:00-04:00,2026-07-06 12:30:00-04:00,30024.75,30032.25,30024.75,30032.25,7.5,20.0,41.75,69.25,0.17964071856287425,0.10830324909747292,80.73214285714286,2026-07-06 12:00:00-04:00,0.5171422251714223,0.8577748285777482,0.09289980092899801,20.0,25.0,30.0,2026-07-06 13:00:00-04:00,2026-07-06 13:00:00-04:00,2026-07-06 13:00:00-04:00,,body_overlap,2026-07-06 13:00:00-04:00,False,False,6,True,17762
NQ,30m,bear,phase1-v1.0.0,2026-07-06 12:30:00-04:00,2026-07-06 13:00:00-04:00,30033.75,30044.25,30044.25,30033.75,10.5,9.0,43.75,63.25,0.24,0.16600790513833993,83.46428571428571,2026-07-06 12:30:00-04:00,0.524176294394523,0.7578091570389389,0.1258023106546855,40.0,35.0,33.75,2026-07-06 13:30:00-04:00,2026-07-06 15:30:00-04:00,2026-07-06 15:30:00-04:00,,body_overlap,2026-07-06 15:30:00-04:00,False,False,6,True,17763
