week,variant_id,trigger_ts,structure_id,activation_ts,deactivation_ts,deactivation_reason,exclusion_reason
historical,EP-04601-ENTRY_ON_TAP,2026-06-09 10:18:00-04:00,IFVG2-000205,2026-06-08 15:27:00-04:00,2026-06-08 16:20:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-04636-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-09 10:50:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04636-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-09 10:50:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04640-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-09 10:48:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04640-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-09 10:48:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04646-ENTRY_ON_TAP,2026-06-09 10:48:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04660-ENTRY_ON_TAP,2026-06-09 10:48:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04660-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-09 10:49:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04660-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-09 10:49:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04660-ENTRY_ON_NEW_FVG,2026-06-09 10:49:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04665-ENTRY_ON_TAP,2026-06-09 10:49:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04665-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-09 10:50:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04665-ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-09 10:50:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04665-ENTRY_ON_NEW_FVG,2026-06-09 10:50:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,behind_entry
historical,EP-04712-ENTRY_ON_NEW_FVG,2026-06-09 11:24:00-04:00,IFVG2-004199,2026-06-08 01:59:00-04:00,2026-06-08 03:00:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-04716-ENTRY_ON_IFVG_RETEST,2026-06-09 11:24:00-04:00,IFVG2-004199,2026-06-08 01:59:00-04:00,2026-06-08 03:00:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-04719-ENTRY_ON_TAP,2026-06-09 11:23:00-04:00,IFVG2-004200,2026-06-08 03:59:00-04:00,2026-06-09 11:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,same_direction
historical,EP-04721-ENTRY_ON_IFVG_RETEST,2026-06-09 11:24:00-04:00,IFVG2-004199,2026-06-08 01:59:00-04:00,2026-06-08 03:00:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05243-ENTRY_ON_TAP,2026-06-09 20:33:00-04:00,IFVG2-000282,2026-06-09 15:10:00-04:00,2026-06-09 15:55:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05243-ENTRY_ON_TAP,2026-06-09 20:33:00-04:00,IFVG2-003522,2026-06-09 20:05:00-04:00,2026-06-09 20:35:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05255-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-09 20:54:00-04:00,IFVG2-003994,2026-06-09 20:45:00-04:00,2026-06-09 20:59:00-04:00,DEACTIVATED_CLOSE_THROUGH,behind_entry
historical,EP-05255-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-09 20:54:00-04:00,IFVG2-003994,2026-06-09 20:45:00-04:00,2026-06-09 20:59:00-04:00,DEACTIVATED_CLOSE_THROUGH,behind_entry
historical,EP-05255-ENTRY_ON_NEW_IFVG,2026-06-09 20:54:00-04:00,IFVG2-003994,2026-06-09 20:45:00-04:00,2026-06-09 20:59:00-04:00,DEACTIVATED_CLOSE_THROUGH,behind_entry
historical,EP-05256-ENTRY_ON_TAP,2026-06-09 20:54:00-04:00,IFVG2-003994,2026-06-09 20:45:00-04:00,2026-06-09 20:59:00-04:00,DEACTIVATED_CLOSE_THROUGH,behind_entry
historical,EP-05301-ENTRY_ON_COMPRESSION_BREAK,2026-06-10 00:15:00-04:00,IFVG2-000251,2026-06-09 11:51:00-04:00,2026-06-09 11:54:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05335-ENTRY_ON_NEW_FVG,2026-06-10 00:15:00-04:00,IFVG2-000251,2026-06-09 11:51:00-04:00,2026-06-09 11:54:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05336-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 00:15:00-04:00,IFVG2-000251,2026-06-09 11:51:00-04:00,2026-06-09 11:54:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05336-ENTRY_ON_COMPRESSION_BREAK,2026-06-10 00:15:00-04:00,IFVG2-000251,2026-06-09 11:51:00-04:00,2026-06-09 11:54:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05346-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 00:13:00-04:00,IFVG2-000289,2026-06-09 15:39:00-04:00,2026-06-09 15:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05346-ENTRY_ON_NEW_FVG,2026-06-10 00:28:00-04:00,IFVG2-000289,2026-06-09 15:39:00-04:00,2026-06-09 15:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05348-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 00:13:00-04:00,IFVG2-000289,2026-06-09 15:39:00-04:00,2026-06-09 15:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05348-ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-10 00:13:00-04:00,IFVG2-000289,2026-06-09 15:39:00-04:00,2026-06-09 15:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05348-ENTRY_ON_STRONG_REJECTION,2026-06-10 00:13:00-04:00,IFVG2-000289,2026-06-09 15:39:00-04:00,2026-06-09 15:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05348-ENTRY_ON_NEW_FVG,2026-06-10 00:13:00-04:00,IFVG2-000289,2026-06-09 15:39:00-04:00,2026-06-09 15:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05369-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 01:21:00-04:00,IFVG2-000266,2026-06-09 13:46:00-04:00,2026-06-09 13:57:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05370-ENTRY_ON_TAP,2026-06-10 01:07:00-04:00,IFVG2-000251,2026-06-09 11:51:00-04:00,2026-06-09 11:54:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05371-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 01:21:00-04:00,IFVG2-000266,2026-06-09 13:46:00-04:00,2026-06-09 13:57:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05372-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 01:21:00-04:00,IFVG2-000266,2026-06-09 13:46:00-04:00,2026-06-09 13:57:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05373-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 01:20:00-04:00,IFVG2-000266,2026-06-09 13:46:00-04:00,2026-06-09 13:57:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05373-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 01:20:00-04:00,IFVG2-000266,2026-06-09 13:46:00-04:00,2026-06-09 13:57:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05375-ENTRY_ON_COMPRESSION_BREAK,2026-06-10 01:23:00-04:00,IFVG2-000273,2026-06-09 14:08:00-04:00,2026-06-09 14:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,inactive_or_traversed
historical,EP-05382-ENTRY_ON_TAP,2026-06-10 01:25:00-04:00,IFVG2-000287,2026-06-09 15:22:00-04:00,2026-06-09 15:23:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05438-ENTRY_ON_NEW_FVG,2026-06-10 04:45:00-04:00,IFVG2-002611,2026-06-09 13:48:00-04:00,2026-06-09 13:51:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05458-ENTRY_ON_TAP,2026-06-10 04:06:00-04:00,IFVG2-000291,2026-06-09 15:47:00-04:00,2026-06-09 15:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05461-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 04:06:00-04:00,IFVG2-000291,2026-06-09 15:47:00-04:00,2026-06-09 15:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05473-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 04:45:00-04:00,IFVG2-002611,2026-06-09 13:48:00-04:00,2026-06-09 13:51:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05473-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 04:45:00-04:00,IFVG2-003527,2026-06-10 04:20:00-04:00,2026-06-10 08:35:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05474-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 04:26:00-04:00,IFVG2-000273,2026-06-09 14:08:00-04:00,2026-06-09 14:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,inactive_or_traversed
historical,EP-05474-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 04:26:00-04:00,IFVG2-000273,2026-06-09 14:08:00-04:00,2026-06-09 14:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,inactive_or_traversed
historical,EP-05474-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 04:31:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05474-ENTRY_ON_COMPRESSION_BREAK,2026-06-10 04:31:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05476-ENTRY_ON_MINIMAL_WICK_REJECTION,2026-06-10 04:39:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05476-ENTRY_ON_NEW_FVG,2026-06-10 04:45:00-04:00,IFVG2-002611,2026-06-09 13:48:00-04:00,2026-06-09 13:51:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05477-ENTRY_ON_TAP,2026-06-10 04:26:00-04:00,IFVG2-000273,2026-06-09 14:08:00-04:00,2026-06-09 14:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,inactive_or_traversed
historical,EP-05477-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 04:31:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05477-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 04:31:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05477-ENTRY_ON_COMPRESSION_BREAK,2026-06-10 04:31:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05479-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 04:35:00-04:00,IFVG2-000271,2026-06-09 13:59:00-04:00,2026-06-09 14:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,same_direction
historical,EP-05479-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 04:45:00-04:00,IFVG2-002611,2026-06-09 13:48:00-04:00,2026-06-09 13:51:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05486-ENTRY_ON_TAP,2026-06-10 04:35:00-04:00,IFVG2-000271,2026-06-09 13:59:00-04:00,2026-06-09 14:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,same_direction
historical,EP-05487-ENTRY_ON_TAP,2026-06-10 04:35:00-04:00,IFVG2-000271,2026-06-09 13:59:00-04:00,2026-06-09 14:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,same_direction
historical,EP-05490-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 04:45:00-04:00,IFVG2-002611,2026-06-09 13:48:00-04:00,2026-06-09 13:51:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05490-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 04:45:00-04:00,IFVG2-002611,2026-06-09 13:48:00-04:00,2026-06-09 13:51:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05491-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 04:39:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05491-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 04:39:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05492-ENTRY_ON_TAP,2026-06-10 04:39:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05493-ENTRY_ON_TAP,2026-06-10 04:39:00-04:00,IFVG2-000262,2026-06-09 13:41:00-04:00,2026-06-09 13:46:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05494-ENTRY_ON_TAP,2026-06-10 04:43:00-04:00,IFVG2-000265,2026-06-09 13:46:00-04:00,2026-06-09 13:51:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05500-ENTRY_ON_TAP,2026-06-10 04:47:00-04:00,IFVG2-000268,2026-06-09 13:50:00-04:00,2026-06-09 21:50:00-04:00,EXPIRED_UNTOUCHED_8H,inactive_or_traversed
historical,EP-05500-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 04:48:00-04:00,IFVG2-000267,2026-06-09 13:48:00-04:00,2026-06-09 13:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05500-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 04:48:00-04:00,IFVG2-000267,2026-06-09 13:48:00-04:00,2026-06-09 13:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05500-ENTRY_ON_NEW_FVG,2026-06-10 04:48:00-04:00,IFVG2-000267,2026-06-09 13:48:00-04:00,2026-06-09 13:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05514-ENTRY_ON_TAP,2026-06-10 05:04:00-04:00,IFVG2-000267,2026-06-09 13:48:00-04:00,2026-06-09 13:50:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05521-ENTRY_ON_TAP,2026-06-10 05:12:00-04:00,IFVG2-000259,2026-06-09 13:30:00-04:00,2026-06-09 13:32:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05521-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 05:16:00-04:00,IFVG2-003992,2026-06-09 13:30:00-04:00,2026-06-09 21:30:00-04:00,EXPIRED_UNTOUCHED_8H,inactive_or_traversed
historical,EP-05524-ENTRY_ON_TAP,2026-06-10 05:13:00-04:00,IFVG2-000259,2026-06-09 13:30:00-04:00,2026-06-09 13:32:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05525-ENTRY_ON_TAP,2026-06-10 05:15:00-04:00,IFVG2-000259,2026-06-09 13:30:00-04:00,2026-06-09 13:32:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05525-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 05:16:00-04:00,IFVG2-003992,2026-06-09 13:30:00-04:00,2026-06-09 21:30:00-04:00,EXPIRED_UNTOUCHED_8H,inactive_or_traversed
historical,EP-05525-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 05:16:00-04:00,IFVG2-003992,2026-06-09 13:30:00-04:00,2026-06-09 21:30:00-04:00,EXPIRED_UNTOUCHED_8H,inactive_or_traversed
historical,EP-05557-ENTRY_ON_TAP,2026-06-10 05:48:00-04:00,IFVG2-000315,2026-06-10 05:42:00-04:00,2026-06-10 05:44:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05558-ENTRY_ON_TAP,2026-06-10 05:48:00-04:00,IFVG2-000315,2026-06-10 05:42:00-04:00,2026-06-10 05:44:00-04:00,DEACTIVATED_CLOSE_THROUGH,inactive_or_traversed
historical,EP-05577-ENTRY_ON_IFVG_RETEST,2026-06-10 06:25:00-04:00,IFVG2-000316,2026-06-10 06:19:00-04:00,2026-06-10 06:25:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05577-ENTRY_ON_IFVG_RETEST,2026-06-10 06:25:00-04:00,IFVG2-003528,2026-06-10 06:20:00-04:00,2026-06-10 06:30:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05580-ENTRY_ON_IFVG_RETEST,2026-06-10 06:25:00-04:00,IFVG2-000316,2026-06-10 06:19:00-04:00,2026-06-10 06:25:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05590-ENTRY_ON_NEW_IFVG,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05598-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05598-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05598-ENTRY_ON_NEW_IFVG,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05606-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05606-ENTRY_ON_NEW_IFVG,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05607-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05607-ENTRY_ON_NEW_IFVG,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05615-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05615-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05615-ENTRY_ON_NEW_FVG,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05615-ENTRY_ON_NEW_IFVG,2026-06-10 07:06:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05625-ENTRY_ON_IFVG_RETEST,2026-06-10 07:25:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05625-ENTRY_ON_IFVG_RETEST,2026-06-10 07:25:00-04:00,IFVG2-003529,2026-06-10 07:05:00-04:00,2026-06-10 08:35:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05626-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 07:33:00-04:00,IFVG2-002636,2026-06-10 07:06:00-04:00,2026-06-10 07:24:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05627-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 07:33:00-04:00,IFVG2-002637,2026-06-10 07:06:00-04:00,2026-06-10 08:33:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05628-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 07:25:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05628-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 07:25:00-04:00,IFVG2-002636,2026-06-10 07:06:00-04:00,2026-06-10 07:24:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05628-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 07:25:00-04:00,IFVG2-000319,2026-06-10 07:05:00-04:00,2026-06-10 07:07:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05628-ENTRY_ON_DELAYED_DISPLACEMENT,2026-06-10 07:25:00-04:00,IFVG2-002636,2026-06-10 07:06:00-04:00,2026-06-10 07:24:00-04:00,DEACTIVATED_CLOSE_THROUGH,component
historical,EP-05677-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 08:32:00-04:00,IFVG2-000318,2026-06-10 07:03:00-04:00,2026-06-10 08:30:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05677-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 08:32:00-04:00,IFVG2-000322,2026-06-10 08:30:00-04:00,2026-06-10 11:12:00-04:00,DEACTIVATED_CLOSE_THROUGH,behind_entry
historical,EP-05677-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 08:32:00-04:00,IFVG2-000318,2026-06-10 07:03:00-04:00,2026-06-10 08:30:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05677-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 08:32:00-04:00,IFVG2-000322,2026-06-10 08:30:00-04:00,2026-06-10 11:12:00-04:00,DEACTIVATED_CLOSE_THROUGH,behind_entry
historical,EP-05678-ENTRY_ON_IFVG_RETEST,2026-06-10 08:31:00-04:00,IFVG2-003995,2026-06-10 04:13:00-04:00,2026-06-10 08:45:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,component
historical,EP-05679-ENTRY_ON_IFVG_RETEST,2026-06-10 08:31:00-04:00,IFVG2-002633,2026-06-10 04:13:00-04:00,2026-06-10 08:33:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,component
historical,EP-05679-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 08:32:00-04:00,IFVG2-000318,2026-06-10 07:03:00-04:00,2026-06-10 08:30:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05679-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 08:32:00-04:00,IFVG2-002633,2026-06-10 04:13:00-04:00,2026-06-10 08:33:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,component
historical,EP-05679-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2026-06-10 08:32:00-04:00,IFVG2-000322,2026-06-10 08:30:00-04:00,2026-06-10 11:12:00-04:00,DEACTIVATED_CLOSE_THROUGH,behind_entry
historical,EP-05679-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 08:32:00-04:00,IFVG2-000318,2026-06-10 07:03:00-04:00,2026-06-10 08:30:00-04:00,DEACTIVATED_CLOSE_THROUGH,same_direction
historical,EP-05679-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 08:32:00-04:00,IFVG2-002633,2026-06-10 04:13:00-04:00,2026-06-10 08:33:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,component
historical,EP-05679-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2026-06-10 08:32:00-04:00,IFVG2-000322,2026-06-10 08:30:00-04:00,2026-06-10 11:12:00-04:00,DEACTIVATED_CLOSE_THROUGH,behind_entry
historical,EP-05705-ENTRY_ON_IFVG_RETEST,2026-06-10 09:00:00-04:00,IFVG2-002639,2026-06-10 08:33:00-04:00,2026-06-10 09:36:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT,same_direction
