week,variant_id,episode_id,structure_id,family,tf,surface,distance,natural_rr,availability_seq,exclusion_reason,selected_as
historical,EP-06835-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-06835,RB2-018232,rb,3,29178.25,21.75,1.0,6521,component,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,IFVG2-004204,ifvg,60,29555.0,355.0,16.3218,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,FVG2-007735,fvg,60,29588.75,388.75,17.8736,4661,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,IFVG2-004205,ifvg,60,29807.25,607.25,27.9195,4601,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,RB2-030153,rb,60,30142.5,942.5,43.3333,2717,,BRANCH_SEMANTIC_TARGET
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,FVG2-007725,fvg,60,30390.5,1190.5,54.7356,2657,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,IFVG2-004197,ifvg,60,30452.25,1252.25,57.5747,2562,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,RB2-030152,rb,60,30496.25,1296.25,59.5977,2542,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,FVG2-007723,fvg,60,30543.0,1343.0,61.7471,2313,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,FVG2-007722,fvg,60,30660.0,1460.0,67.1264,2282,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,FVG2-007721,fvg,60,30705.75,1505.75,69.2299,2264,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,IFVG2-004196,ifvg,60,30761.25,1561.25,71.7816,2245,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,FVG2-007720,fvg,60,30782.0,1582.0,72.7356,2245,,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,IFVG2-000391,ifvg,1,29192.25,7.75,0.3563,6527,same_direction,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,RB2-001378,rb,1,29194.0,6.0,0.2759,6514,inactive_or_traversed,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,RB2-018231,rb,3,29196.25,3.75,0.1724,6518,behind_entry,
historical,EP-06835-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-06835,RB2-018232,rb,3,29178.25,21.75,1.0,6521,component,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,IFVG2-004204,ifvg,60,29555.0,343.25,10.2463,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,FVG2-007735,fvg,60,29588.75,377.0,11.2537,4661,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,IFVG2-004205,ifvg,60,29807.25,595.5,17.7761,4601,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,RB2-030153,rb,60,30142.5,930.75,27.7836,2717,,BRANCH_SEMANTIC_TARGET
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,FVG2-007725,fvg,60,30390.5,1178.75,35.1866,2657,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,IFVG2-004197,ifvg,60,30452.25,1240.5,37.0299,2562,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,RB2-030152,rb,60,30496.25,1284.5,38.3433,2542,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,FVG2-007723,fvg,60,30543.0,1331.25,39.7388,2313,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,FVG2-007722,fvg,60,30660.0,1448.25,43.2313,2282,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,FVG2-007721,fvg,60,30705.75,1494.0,44.597,2264,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,IFVG2-004196,ifvg,60,30761.25,1549.5,46.2537,2245,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,FVG2-007720,fvg,60,30782.0,1570.25,46.8731,2245,,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,FVG2-004740,fvg,3,29196.0,15.75,0.4701,6529,same_direction,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,RB2-018231,rb,3,29196.25,15.5,0.4627,6518,inactive_or_traversed,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,RB2-024447,rb,5,29194.0,17.75,0.5299,6518,behind_entry,
historical,EP-06835-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06835,RB2-018232,rb,3,29178.25,33.5,1.0,6521,component,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,IFVG2-004204,ifvg,60,29555.0,343.25,10.2463,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,FVG2-007735,fvg,60,29588.75,377.0,11.2537,4661,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,IFVG2-004205,ifvg,60,29807.25,595.5,17.7761,4601,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,RB2-030153,rb,60,30142.5,930.75,27.7836,2717,,BRANCH_SEMANTIC_TARGET
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,FVG2-007725,fvg,60,30390.5,1178.75,35.1866,2657,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,IFVG2-004197,ifvg,60,30452.25,1240.5,37.0299,2562,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,RB2-030152,rb,60,30496.25,1284.5,38.3433,2542,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,FVG2-007723,fvg,60,30543.0,1331.25,39.7388,2313,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,FVG2-007722,fvg,60,30660.0,1448.25,43.2313,2282,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,FVG2-007721,fvg,60,30705.75,1494.0,44.597,2264,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,IFVG2-004196,ifvg,60,30761.25,1549.5,46.2537,2245,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,FVG2-007720,fvg,60,30782.0,1570.25,46.8731,2245,,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,FVG2-004740,fvg,3,29196.0,15.75,0.4701,6529,same_direction,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,RB2-018231,rb,3,29196.25,15.5,0.4627,6518,inactive_or_traversed,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,RB2-024447,rb,5,29194.0,17.75,0.5299,6518,behind_entry,
historical,EP-06835-ENTRY_ON_NEW_FVG,EP-06835,RB2-018232,rb,3,29178.25,33.5,1.0,6521,component,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,IFVG2-004204,ifvg,60,29555.0,355.0,16.3218,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,FVG2-007735,fvg,60,29588.75,388.75,17.8736,4661,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,IFVG2-004205,ifvg,60,29807.25,607.25,27.9195,4601,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,RB2-030153,rb,60,30142.5,942.5,43.3333,2717,,BRANCH_SEMANTIC_TARGET
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,FVG2-007725,fvg,60,30390.5,1190.5,54.7356,2657,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,IFVG2-004197,ifvg,60,30452.25,1252.25,57.5747,2562,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,RB2-030152,rb,60,30496.25,1296.25,59.5977,2542,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,FVG2-007723,fvg,60,30543.0,1343.0,61.7471,2313,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,FVG2-007722,fvg,60,30660.0,1460.0,67.1264,2282,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,FVG2-007721,fvg,60,30705.75,1505.75,69.2299,2264,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,IFVG2-004196,ifvg,60,30761.25,1561.25,71.7816,2245,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,FVG2-007720,fvg,60,30782.0,1582.0,72.7356,2245,,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,IFVG2-000391,ifvg,1,29192.25,7.75,0.3563,6527,same_direction,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,RB2-001378,rb,1,29194.0,6.0,0.2759,6514,inactive_or_traversed,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,RB2-018231,rb,3,29196.25,3.75,0.1724,6518,behind_entry,
historical,EP-06836-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06836,IFVG2-000389,ifvg,1,29183.75,16.25,0.7471,6522,component,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,IFVG2-004204,ifvg,60,29555.0,355.0,16.3218,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,FVG2-007735,fvg,60,29588.75,388.75,17.8736,4661,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,IFVG2-004205,ifvg,60,29807.25,607.25,27.9195,4601,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,RB2-030153,rb,60,30142.5,942.5,43.3333,2717,,BRANCH_SEMANTIC_TARGET
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,FVG2-007725,fvg,60,30390.5,1190.5,54.7356,2657,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,IFVG2-004197,ifvg,60,30452.25,1252.25,57.5747,2562,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,RB2-030152,rb,60,30496.25,1296.25,59.5977,2542,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,FVG2-007723,fvg,60,30543.0,1343.0,61.7471,2313,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,FVG2-007722,fvg,60,30660.0,1460.0,67.1264,2282,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,FVG2-007721,fvg,60,30705.75,1505.75,69.2299,2264,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,IFVG2-004196,ifvg,60,30761.25,1561.25,71.7816,2245,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,FVG2-007720,fvg,60,30782.0,1582.0,72.7356,2245,,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,IFVG2-000391,ifvg,1,29192.25,7.75,0.3563,6527,same_direction,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,RB2-001378,rb,1,29194.0,6.0,0.2759,6514,inactive_or_traversed,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,RB2-018231,rb,3,29196.25,3.75,0.1724,6518,behind_entry,
historical,EP-06836-ENTRY_ON_DELAYED_DISPLACEMENT,EP-06836,IFVG2-000389,ifvg,1,29183.75,16.25,0.7471,6522,component,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,IFVG2-004204,ifvg,60,29555.0,355.0,16.3218,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,FVG2-007735,fvg,60,29588.75,388.75,17.8736,4661,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,IFVG2-004205,ifvg,60,29807.25,607.25,27.9195,4601,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,RB2-030153,rb,60,30142.5,942.5,43.3333,2717,,BRANCH_SEMANTIC_TARGET
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,FVG2-007725,fvg,60,30390.5,1190.5,54.7356,2657,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,IFVG2-004197,ifvg,60,30452.25,1252.25,57.5747,2562,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,RB2-030152,rb,60,30496.25,1296.25,59.5977,2542,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,FVG2-007723,fvg,60,30543.0,1343.0,61.7471,2313,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,FVG2-007722,fvg,60,30660.0,1460.0,67.1264,2282,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,FVG2-007721,fvg,60,30705.75,1505.75,69.2299,2264,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,IFVG2-004196,ifvg,60,30761.25,1561.25,71.7816,2245,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,FVG2-007720,fvg,60,30782.0,1582.0,72.7356,2245,,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,IFVG2-000391,ifvg,1,29192.25,7.75,0.3563,6527,same_direction,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,RB2-001378,rb,1,29194.0,6.0,0.2759,6514,inactive_or_traversed,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,RB2-018231,rb,3,29196.25,3.75,0.1724,6518,behind_entry,
historical,EP-06836-ENTRY_ON_NEW_FVG,EP-06836,IFVG2-000389,ifvg,1,29183.75,16.25,0.7471,6522,component,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,IFVG2-004204,ifvg,60,29555.0,355.0,16.3218,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,FVG2-007735,fvg,60,29588.75,388.75,17.8736,4661,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,IFVG2-004205,ifvg,60,29807.25,607.25,27.9195,4601,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,RB2-030153,rb,60,30142.5,942.5,43.3333,2717,,BRANCH_SEMANTIC_TARGET
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,FVG2-007725,fvg,60,30390.5,1190.5,54.7356,2657,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,IFVG2-004197,ifvg,60,30452.25,1252.25,57.5747,2562,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,RB2-030152,rb,60,30496.25,1296.25,59.5977,2542,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,FVG2-007723,fvg,60,30543.0,1343.0,61.7471,2313,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,FVG2-007722,fvg,60,30660.0,1460.0,67.1264,2282,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,FVG2-007721,fvg,60,30705.75,1505.75,69.2299,2264,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,IFVG2-004196,ifvg,60,30761.25,1561.25,71.7816,2245,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,FVG2-007720,fvg,60,30782.0,1582.0,72.7356,2245,,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,IFVG2-000391,ifvg,1,29192.25,7.75,0.3563,6527,same_direction,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,RB2-001378,rb,1,29194.0,6.0,0.2759,6514,inactive_or_traversed,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,RB2-018231,rb,3,29196.25,3.75,0.1724,6518,behind_entry,
historical,EP-06836-ENTRY_ON_NEW_IFVG,EP-06836,IFVG2-000389,ifvg,1,29183.75,16.25,0.7471,6522,component,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,IFVG2-004204,ifvg,60,29555.0,344.0,10.5038,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06837-ENTRY_ON_TAP,EP-06837,FVG2-007735,fvg,60,29588.75,377.75,11.5344,4661,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,IFVG2-004205,ifvg,60,29807.25,596.25,18.2061,4601,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,RB2-030153,rb,60,30142.5,931.5,28.4427,2717,,BRANCH_SEMANTIC_TARGET
historical,EP-06837-ENTRY_ON_TAP,EP-06837,FVG2-007725,fvg,60,30390.5,1179.5,36.0153,2657,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,IFVG2-004197,ifvg,60,30452.25,1241.25,37.9008,2562,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,RB2-030152,rb,60,30496.25,1285.25,39.2443,2542,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,FVG2-007723,fvg,60,30543.0,1332.0,40.6718,2313,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,FVG2-007722,fvg,60,30660.0,1449.0,44.2443,2282,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,FVG2-007721,fvg,60,30705.75,1494.75,45.6412,2264,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,IFVG2-004196,ifvg,60,30761.25,1550.25,47.3359,2245,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,FVG2-007720,fvg,60,30782.0,1571.0,47.9695,2245,,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,IFVG2-000391,ifvg,1,29192.25,18.75,0.5725,6527,same_direction,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,RB2-001378,rb,1,29194.0,17.0,0.5191,6514,inactive_or_traversed,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,RB2-018231,rb,3,29196.25,14.75,0.4504,6518,behind_entry,
historical,EP-06837-ENTRY_ON_TAP,EP-06837,RB2-024448,rb,5,29178.25,32.75,1.0,6523,component,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,IFVG2-004204,ifvg,60,29555.0,344.0,18.3467,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,FVG2-007735,fvg,60,29588.75,377.75,20.1467,4661,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,IFVG2-004205,ifvg,60,29807.25,596.25,31.8,4601,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,RB2-030153,rb,60,30142.5,931.5,49.68,2717,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,FVG2-007725,fvg,60,30390.5,1179.5,62.9067,2657,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,IFVG2-004197,ifvg,60,30452.25,1241.25,66.2,2562,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,RB2-030152,rb,60,30496.25,1285.25,68.5467,2542,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,FVG2-007723,fvg,60,30543.0,1332.0,71.04,2313,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,FVG2-007722,fvg,60,30660.0,1449.0,77.28,2282,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,FVG2-007721,fvg,60,30705.75,1494.75,79.72,2264,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,IFVG2-004196,ifvg,60,30761.25,1550.25,82.68,2245,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,FVG2-007720,fvg,60,30782.0,1571.0,83.7867,2245,,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,FVG2-000540,fvg,1,29186.5,24.5,1.3067,6527,same_direction,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,RB2-001378,rb,1,29194.0,17.0,0.9067,6514,inactive_or_traversed,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,RB2-018231,rb,3,29196.25,14.75,0.7867,6518,behind_entry,
historical,EP-06843-ENTRY_ON_IFVG_RETEST,EP-06843,IFVG2-000391,ifvg,1,29192.25,18.75,1.0,6527,component,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,IFVG2-004204,ifvg,60,29555.0,343.25,17.6026,4601,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,FVG2-007735,fvg,60,29588.75,377.0,19.3333,4661,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,IFVG2-004205,ifvg,60,29807.25,595.5,30.5385,4601,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,RB2-030153,rb,60,30142.5,930.75,47.7308,2717,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,FVG2-007725,fvg,60,30390.5,1178.75,60.4487,2657,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,IFVG2-004197,ifvg,60,30452.25,1240.5,63.6154,2562,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,RB2-030152,rb,60,30496.25,1284.5,65.8718,2542,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,FVG2-007723,fvg,60,30543.0,1331.25,68.2692,2313,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,FVG2-007722,fvg,60,30660.0,1448.25,74.2692,2282,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,FVG2-007721,fvg,60,30705.75,1494.0,76.6154,2264,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,IFVG2-004196,ifvg,60,30761.25,1549.5,79.4615,2245,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,FVG2-007720,fvg,60,30782.0,1570.25,80.5256,2245,,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,FVG2-004740,fvg,3,29196.0,15.75,0.8077,6529,same_direction,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,RB2-018231,rb,3,29196.25,15.5,0.7949,6518,inactive_or_traversed,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,RB2-024447,rb,5,29194.0,17.75,0.9103,6518,behind_entry,
historical,EP-06843-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-06843,IFVG2-000391,ifvg,1,29192.25,19.5,1.0,6527,component,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,FVG2-004747,fvg,3,29171.75,21.5,1.8298,6654,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-028150,rb,15,29177.25,27.0,2.2979,6614,,BRANCH_SEMANTIC_TARGET
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-029484,rb,30,29179.75,29.5,2.5106,6531,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-024460,rb,5,29181.25,31.0,2.6383,6649,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-018248,rb,3,29183.0,32.75,2.7872,6633,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,IFVG2-000400,ifvg,1,29184.0,33.75,2.8723,6633,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,IFVG2-002667,ifvg,3,29185.75,35.5,3.0213,6565,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,IFVG2-000395,ifvg,1,29190.0,39.75,3.383,6564,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-030193,rb,60,29194.5,44.25,3.766,6556,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-018234,rb,3,29199.5,49.25,4.1915,6542,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-024449,rb,5,29199.75,49.5,4.2128,6540,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-001381,rb,1,29213.5,63.25,5.383,6538,,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-001393,rb,1,29150.75,0.5,0.0426,6574,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-001396,rb,1,29151.25,1.0,0.0851,6585,inactive_or_traversed,
historical,EP-06930-ENTRY_ON_TAP,EP-06930,RB2-030194,rb,60,29138.5,11.75,1.0,6604,component,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,FVG2-004747,fvg,3,29171.75,27.5,4.7826,6654,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-028150,rb,15,29177.25,33.0,5.7391,6614,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-029484,rb,30,29179.75,35.5,6.1739,6531,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-024460,rb,5,29181.25,37.0,6.4348,6649,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-018248,rb,3,29183.0,38.75,6.7391,6633,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,IFVG2-000400,ifvg,1,29184.0,39.75,6.913,6633,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,IFVG2-002667,ifvg,3,29185.75,41.5,7.2174,6565,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,IFVG2-000395,ifvg,1,29190.0,45.75,7.9565,6564,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-030193,rb,60,29194.5,50.25,8.7391,6556,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-018234,rb,3,29199.5,55.25,9.6087,6542,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-024449,rb,5,29199.75,55.5,9.6522,6540,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-001381,rb,1,29213.5,69.25,12.0435,6538,,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-001395,rb,1,29142.0,2.25,0.3913,6579,same_direction,
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-001397,rb,1,29143.0,1.25,0.2174,6586,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-06976-ENTRY_ON_TAP,EP-06976,RB2-028148,rb,15,29138.5,5.75,1.0,6592,component,
