variant_id,episode_id,symbol,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,executable,interaction_ts,trigger_ts,entry_ts,entry_price,atr_1m_24,atr_5m_24,raw_stop_price,raw_stop_distance,effective_stop_price,effective_stop_distance,stop_widened_by_atr_floor,target_surface,target_family,target_id,target_tf,target_distance,target_distance_atr5_multiple,natural_rr,rejection_reason,match_prev_1_session,support_prev_1_session,items_prev_1_session,match_prev_3_sessions,support_prev_3_sessions,items_prev_3_sessions,match_prev_10_sessions,support_prev_10_sessions,items_prev_10_sessions,match_prev_20_sessions,support_prev_20_sessions,items_prev_20_sessions,cross_lookback
EP-48502-ENTRY_ON_TAP,EP-48502,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_AM,1,1,False,True,2026-07-16 09:49:00-04:00,2026-07-16 09:50:00-04:00,2026-07-16 09:50:00-04:00,29272.0,30.7896,44.2409,29269.25,2.75,29241.2104,30.7896,True,29316.5,rb,RB2-016542,1,44.5,1.0059,1.4453,,REDUCED_FAMILY,1,PREV_1_SESSION-029,REDUCED_FAMILY,1,PREV_3_SESSIONS-081,EXACT,1,PREV_10_SESSIONS-259,EXACT,2,PREV_20_SESSIONS-635,ALL_LOOKBACKS
EP-48510-ENTRY_ON_TAP,EP-48510,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,NY_AM,5,1,True,True,2026-07-16 09:52:00-04:00,2026-07-16 09:53:00-04:00,2026-07-16 09:53:00-04:00,29339.5,32.5885,44.2409,29378.5,39.0,29378.5,39.0,False,29294.25,rb,RB2-023487,3,45.25,1.0228,1.1603,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-1086,TWENTY_SESSION_ONLY
EP-48512-ENTRY_ON_TAP,EP-48512,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_AM,1,1,False,True,2026-07-16 09:56:00-04:00,2026-07-16 09:57:00-04:00,2026-07-16 09:57:00-04:00,29337.0,35.4365,46.085,29347.25,10.25,29372.4365,35.4365,True,29290.75,rb,RB2-016546,1,46.25,1.0036,1.3052,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-561,TWENTY_SESSION_ONLY
EP-48737-ENTRY_ON_TAP,EP-48737,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,False,True,2026-07-16 13:24:00-04:00,2026-07-16 13:25:00-04:00,2026-07-16 13:25:00-04:00,29279.5,18.5921,48.9835,29290.0,10.5,29298.0921,18.5921,True,29096.25,rb,RB2-030389,60,183.25,3.7411,9.8563,,,0,,REDUCED_FAMILY,1,PREV_3_SESSIONS-071,REDUCED_FAMILY,1,PREV_10_SESSIONS-228,REDUCED_FAMILY,1,PREV_20_SESSIONS-566,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48751-ENTRY_ON_TAP,EP-48751,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,False,True,2026-07-16 13:39:00-04:00,2026-07-16 13:40:00-04:00,2026-07-16 13:40:00-04:00,29269.75,18.3016,49.5711,29288.5,18.75,29288.5,18.75,False,29096.25,rb,RB2-030389,60,173.5,3.5,9.2533,,,0,,REDUCED_FAMILY,1,PREV_3_SESSIONS-071,REDUCED_FAMILY,1,PREV_10_SESSIONS-228,REDUCED_FAMILY,1,PREV_20_SESSIONS-566,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48755-ENTRY_ON_TAP,EP-48755,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,False,True,2026-07-16 13:42:00-04:00,2026-07-16 13:43:00-04:00,2026-07-16 13:43:00-04:00,29242.5,18.4504,49.5711,29257.25,14.75,29260.9504,18.4504,True,29096.25,rb,RB2-030389,60,146.25,2.9503,7.9267,,,0,,REDUCED_FAMILY,1,PREV_3_SESSIONS-071,REDUCED_FAMILY,1,PREV_10_SESSIONS-228,REDUCED_FAMILY,1,PREV_20_SESSIONS-566,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48851-ENTRY_ON_TAP,EP-48851,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,False,True,2026-07-16 14:57:00-04:00,2026-07-16 14:58:00-04:00,2026-07-16 14:58:00-04:00,29203.0,17.1321,44.3924,29216.25,13.25,29220.1321,17.1321,True,29096.25,rb,RB2-030389,60,106.75,2.4047,6.231,,,0,,REDUCED_FAMILY,1,PREV_3_SESSIONS-071,REDUCED_FAMILY,1,PREV_10_SESSIONS-228,REDUCED_FAMILY,1,PREV_20_SESSIONS-566,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48876-ENTRY_ON_TAP,EP-48876,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,False,True,2026-07-16 15:11:00-04:00,2026-07-16 15:12:00-04:00,2026-07-16 15:12:00-04:00,29188.75,18.4281,44.2158,29195.25,6.5,29207.1781,18.4281,True,29096.25,rb,RB2-030389,60,92.5,2.092,5.0195,,,0,,REDUCED_FAMILY,1,PREV_3_SESSIONS-071,REDUCED_FAMILY,1,PREV_10_SESSIONS-228,REDUCED_FAMILY,1,PREV_20_SESSIONS-566,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48878-ENTRY_ON_TAP,EP-48878,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_PM,1,1,False,True,2026-07-16 15:14:00-04:00,2026-07-16 15:15:00-04:00,2026-07-16 15:15:00-04:00,29183.25,17.5488,43.2589,29188.5,5.25,29200.7988,17.5488,True,29096.25,rb,RB2-030389,60,87.0,2.0111,4.9576,,,0,,REDUCED_FAMILY,1,PREV_3_SESSIONS-071,REDUCED_FAMILY,1,PREV_10_SESSIONS-228,REDUCED_FAMILY,1,PREV_20_SESSIONS-566,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-49068-ENTRY_ON_DELAYED_DISPLACEMENT,EP-49068,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,GLOBEX_EVENING,15,15,False,True,,2026-07-16 19:30:00-04:00,2026-07-16 19:30:00-04:00,29092.5,9.9591,30.6072,29159.25,66.75,29159.25,66.75,False,29020.75,rb,RB2-030386,60,71.75,2.3442,1.0749,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-021,REDUCED_FAMILY,1,PREV_20_SESSIONS-046,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-49068-ENTRY_ON_NEW_FVG,EP-49068,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,15,15,False,True,,2026-07-16 20:30:00-04:00,2026-07-16 20:30:00-04:00,29017.75,16.747,31.4077,29159.25,141.5,29159.25,141.5,False,28914.5,rb,RB2-030190,60,103.25,3.2874,0.7297,,,0,,,0,,,0,,EXACT,1,PREV_20_SESSIONS-446,TWENTY_SESSION_ONLY
EP-49122-ENTRY_ON_TAP,EP-49122,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,GLOBEX_EVENING,3,1,True,True,2026-07-16 19:30:00-04:00,2026-07-16 19:31:00-04:00,2026-07-16 19:31:00-04:00,29089.0,9.9712,30.6072,29105.25,16.25,29105.25,16.25,False,29020.75,rb,RB2-030386,60,68.25,2.2299,4.2,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-596,TWENTY_SESSION_ONLY
EP-49122-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49122,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,GLOBEX_EVENING,3,1,True,True,2026-07-16 19:30:00-04:00,2026-07-16 19:32:00-04:00,2026-07-16 19:32:00-04:00,29083.25,10.1599,30.6072,29105.25,22.0,29105.25,22.0,False,29020.75,rb,RB2-030386,60,62.5,2.042,2.8409,,,0,,,0,,,0,,REDUCED_FAMILY,2,PREV_20_SESSIONS-194,TWENTY_SESSION_ONLY
EP-49122-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-49122,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,GLOBEX_EVENING,3,1,True,True,2026-07-16 19:30:00-04:00,2026-07-16 19:32:00-04:00,2026-07-16 19:32:00-04:00,29083.25,10.1599,30.6072,29105.25,22.0,29105.25,22.0,False,29020.75,rb,RB2-030386,60,62.5,2.042,2.8409,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-301,TWENTY_SESSION_ONLY
EP-49124-ENTRY_ON_TAP,EP-49124,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,GLOBEX_EVENING,3,3,False,True,,2026-07-16 19:33:00-04:00,2026-07-16 19:33:00-04:00,29071.25,10.4137,30.6072,29105.25,34.0,29105.25,34.0,False,29020.75,rb,RB2-030386,60,50.5,1.6499,1.4853,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-612,TWENTY_SESSION_ONLY
EP-49192-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49192,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,5,5,False,True,,2026-07-16 20:30:00-04:00,2026-07-16 20:30:00-04:00,29017.75,16.747,31.4077,29076.0,58.25,29076.0,58.25,False,28914.5,rb,RB2-030190,60,103.25,3.2874,1.7725,,,0,,,0,,,0,,REDUCED_FAMILY,2,PREV_20_SESSIONS-225|PREV_20_SESSIONS-227,TWENTY_SESSION_ONLY
EP-49205-ENTRY_ON_TAP,EP-49205,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,True,2026-07-16 20:34:00-04:00,2026-07-16 20:35:00-04:00,2026-07-16 20:35:00-04:00,29018.0,16.0967,31.1095,29030.5,12.5,29034.0967,16.0967,True,28914.5,rb,RB2-030190,60,103.5,3.327,6.4299,,,0,,,0,,,0,,EXACT,3,PREV_20_SESSIONS-558,TWENTY_SESSION_ONLY
EP-49205-ENTRY_ON_NEW_FVG,EP-49205,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,1,1,False,True,2026-07-16 20:34:00-04:00,2026-07-16 20:37:00-04:00,2026-07-16 20:37:00-04:00,29000.0,16.1752,31.1095,29030.5,30.5,29030.5,30.5,False,28914.5,rb,RB2-030190,60,85.5,2.7484,2.8033,,,0,,,0,,,0,,EXACT,1,PREV_20_SESSIONS-424,TWENTY_SESSION_ONLY
EP-49261-ENTRY_ON_DELAYED_DISPLACEMENT,EP-49261,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,5,5,False,True,,2026-07-16 21:35:00-04:00,2026-07-16 21:35:00-04:00,28987.5,15.7322,33.2349,29046.0,58.5,29046.0,58.5,False,28914.5,rb,RB2-030190,60,73.0,2.1965,1.2479,,,0,,,0,,,0,,EXACT,1,PREV_20_SESSIONS-077,TWENTY_SESSION_ONLY
EP-49281-ENTRY_ON_TAP,EP-49281,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,3,False,True,,2026-07-16 21:42:00-04:00,2026-07-16 21:42:00-04:00,28984.0,14.7511,33.0688,29011.25,27.25,29011.25,27.25,False,28914.5,rb,RB2-030190,60,69.5,2.1017,2.5505,,,0,,,0,,,0,,EXACT,3,PREV_20_SESSIONS-605,TWENTY_SESSION_ONLY
EP-49283-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49283,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,5,5,False,True,,2026-07-16 21:50:00-04:00,2026-07-16 21:50:00-04:00,28963.75,15.6564,33.5328,29011.25,47.5,29011.25,47.5,False,28914.5,rb,RB2-030190,60,49.25,1.4687,1.0368,,,0,,,0,,,0,,REDUCED_FAMILY,2,PREV_20_SESSIONS-225|PREV_20_SESSIONS-227,TWENTY_SESSION_ONLY
EP-49297-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49297,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,False,True,2026-07-16 21:48:00-04:00,2026-07-16 21:50:00-04:00,2026-07-16 21:50:00-04:00,28963.75,15.6564,33.5328,28993.25,29.5,28993.25,29.5,False,28914.5,rb,RB2-030190,60,49.25,1.4687,1.6695,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-136,TWENTY_SESSION_ONLY
EP-49297-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-49297,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-16 21:48:00-04:00,2026-07-16 21:50:00-04:00,2026-07-16 21:50:00-04:00,28963.75,15.6564,33.5328,28993.25,29.5,28993.25,29.5,False,28914.5,rb,RB2-030190,60,49.25,1.4687,1.6695,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-280,TWENTY_SESSION_ONLY
EP-49325-ENTRY_ON_TAP,EP-49325,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,True,2026-07-16 22:17:00-04:00,2026-07-16 22:18:00-04:00,2026-07-16 22:18:00-04:00,28955.25,11.9507,32.0018,28961.25,6.0,28967.2007,11.9507,True,28914.5,rb,RB2-030190,60,40.75,1.2734,3.4098,,,0,,,0,,,0,,EXACT,3,PREV_20_SESSIONS-558,TWENTY_SESSION_ONLY
EP-49342-ENTRY_ON_DELAYED_DISPLACEMENT,EP-49342,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-16 22:32:00-04:00,2026-07-16 22:38:00-04:00,2026-07-16 22:38:00-04:00,28906.5,11.115,30.5487,28929.25,22.75,28929.25,22.75,False,28856.25,ifvg,IFVG2-004209,60,50.25,1.6449,2.2088,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-001,REDUCED_FAMILY,3,PREV_20_SESSIONS-006|PREV_20_SESSIONS-015,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-49355-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49355,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,5,5,False,True,,2026-07-16 22:55:00-04:00,2026-07-16 22:55:00-04:00,28907.0,11.3911,29.5821,28940.75,33.75,28940.75,33.75,False,28856.25,ifvg,IFVG2-004209,60,50.75,1.7156,1.5037,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-096,REDUCED_FAMILY,1,PREV_20_SESSIONS-224,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-49491-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-49491,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,False,True,2026-07-17 00:23:00-04:00,2026-07-17 00:25:00-04:00,2026-07-17 00:25:00-04:00,28829.0,13.5544,29.3932,28841.25,12.25,28842.5544,13.5544,True,28777.0,ifvg,IFVG2-004208,60,52.0,1.7691,3.8364,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-146,TWENTY_SESSION_ONLY
EP-50147-ENTRY_ON_TAP,EP-50147,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,NY_AM,5,1,True,True,2026-07-17 09:48:00-04:00,2026-07-17 09:49:00-04:00,2026-07-17 09:49:00-04:00,28505.25,32.5716,42.068,28539.75,34.5,28539.75,34.5,False,28438.25,rb,RB2-017152,1,67.0,1.5927,1.942,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-1088,TWENTY_SESSION_ONLY
EP-50179-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-50179,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,NY_AM,3,3,False,True,,2026-07-17 10:12:00-04:00,2026-07-17 10:12:00-04:00,28845.5,38.394,55.2855,28710.5,135.0,28710.5,135.0,False,28926.25,rb,RB2-030456,60,80.75,1.4606,0.5981,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-114,REDUCED_FAMILY,2,PREV_20_SESSIONS-262,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-50328-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-50328,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,NY_LUNCH,5,5,False,True,,2026-07-17 12:15:00-04:00,2026-07-17 12:15:00-04:00,28939.75,29.8162,68.2059,28856.75,83.0,28856.75,83.0,False,29059.75,rb,RB2-030455,60,120.0,1.7594,1.4458,,,0,,,0,,EXACT,1,PREV_10_SESSIONS-120,EXACT,1,PREV_20_SESSIONS-277,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-50339-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-50339,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,NY_LUNCH,15,15,False,True,,2026-07-17 12:45:00-04:00,2026-07-17 12:45:00-04:00,28971.0,26.1434,66.0944,28846.0,125.0,28846.0,125.0,False,29059.75,rb,RB2-030455,60,88.75,1.3428,0.71,,,0,,,0,,EXACT,1,PREV_10_SESSIONS-108,EXACT,1,PREV_20_SESSIONS-252,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-50340-ENTRY_ON_TAP,EP-50340,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_LUNCH,1,1,False,True,2026-07-17 12:16:00-04:00,2026-07-17 12:17:00-04:00,2026-07-17 12:17:00-04:00,28928.5,29.2704,68.2059,28925.5,3.0,28899.2296,29.2704,True,29059.75,rb,RB2-030455,60,131.25,1.9243,4.4841,,,0,,,0,,EXACT,1,PREV_10_SESSIONS-292,EXACT,1,PREV_20_SESSIONS-655,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-50370-ENTRY_ON_NEW_FVG,EP-50370,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,1,A,NY_LUNCH,5,1,True,True,2026-07-17 12:35:00-04:00,2026-07-17 12:44:00-04:00,2026-07-17 12:44:00-04:00,28953.0,25.8344,65.9137,28885.75,67.25,28885.75,67.25,False,29059.75,rb,RB2-030455,60,106.75,1.6195,1.5874,,,0,,,0,,EXACT,1,PREV_10_SESSIONS-229,EXACT,1,PREV_20_SESSIONS-512,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-50371-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-50371,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,NY_LUNCH,5,5,False,True,,2026-07-17 12:45:00-04:00,2026-07-17 12:45:00-04:00,28971.0,26.1434,66.0944,28885.75,85.25,28885.75,85.25,False,29059.75,rb,RB2-030455,60,88.75,1.3428,1.0411,,,0,,,0,,EXACT,1,PREV_10_SESSIONS-120,EXACT,1,PREV_20_SESSIONS-277,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-50371-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-50371,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,NY_LUNCH,5,5,False,True,,2026-07-17 12:45:00-04:00,2026-07-17 12:45:00-04:00,28971.0,26.1434,66.0944,28885.75,85.25,28885.75,85.25,False,29059.75,rb,RB2-030455,60,88.75,1.3428,1.0411,,,0,,,0,,EXACT,1,PREV_10_SESSIONS-153,EXACT,1,PREV_20_SESSIONS-346,SHORT_AND_LONG_LOOKBACK_SUPPORT
