variant_id,episode_id,symbol,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,executable,interaction_ts,trigger_ts,entry_ts,entry_price,atr_1m_24,atr_5m_24,raw_stop_price,raw_stop_distance,effective_stop_price,effective_stop_distance,stop_widened_by_atr_floor,target_surface,target_family,target_id,target_tf,target_distance,target_distance_atr5_multiple,natural_rr,rejection_reason,match_prev_1_session,support_prev_1_session,items_prev_1_session,match_prev_3_sessions,support_prev_3_sessions,items_prev_3_sessions,match_prev_10_sessions,support_prev_10_sessions,items_prev_10_sessions,match_prev_20_sessions,support_prev_20_sessions,items_prev_20_sessions,cross_lookback
EP-45865-ENTRY_ON_DELAYED_DISPLACEMENT,EP-45865,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,3,1,True,True,2026-07-14 22:20:00-04:00,2026-07-14 22:23:00-04:00,2026-07-14 22:23:00-04:00,29978.25,10.9652,28.2552,29959.5,18.75,29959.5,18.75,False,30074.0,rb,RB2-030371,60,95.75,3.3888,5.1067,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-095,TWENTY_SESSION_ONLY
EP-45874-ENTRY_ON_NEW_FVG,EP-45874,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,1,A,ASIA,1,1,False,True,2026-07-14 22:30:00-04:00,2026-07-14 22:38:00-04:00,2026-07-14 22:38:00-04:00,29979.5,9.2372,26.8482,29961.75,17.75,29961.75,17.75,False,30074.0,rb,RB2-030371,60,94.5,3.5198,5.3239,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-451,TWENTY_SESSION_ONLY
EP-45936-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-45936,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,1,1,False,True,2026-07-14 23:32:00-04:00,2026-07-14 23:34:00-04:00,2026-07-14 23:34:00-04:00,29993.75,7.2384,22.25,29982.75,11.0,29982.75,11.0,False,30074.0,rb,RB2-030371,60,80.25,3.6067,7.2955,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-223,TWENTY_SESSION_ONLY
EP-45943-ENTRY_ON_DELAYED_DISPLACEMENT,EP-45943,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 23:37:00-04:00,2026-07-14 23:42:00-04:00,2026-07-14 23:42:00-04:00,30000.5,6.7637,21.5352,29991.25,9.25,29991.25,9.25,False,30074.0,rb,RB2-030371,60,73.5,3.413,7.9459,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-079,TWENTY_SESSION_ONLY
EP-45944-ENTRY_ON_DELAYED_DISPLACEMENT,EP-45944,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,3,1,True,True,2026-07-14 23:39:00-04:00,2026-07-14 23:42:00-04:00,2026-07-14 23:42:00-04:00,30000.5,6.7637,21.5352,29991.25,9.25,29991.25,9.25,False,30074.0,rb,RB2-030371,60,73.5,3.413,7.9459,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-095,TWENTY_SESSION_ONLY
EP-45951-ENTRY_ON_DELAYED_DISPLACEMENT,EP-45951,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 23:44:00-04:00,2026-07-14 23:49:00-04:00,2026-07-14 23:49:00-04:00,30000.5,6.9717,21.2629,29988.5,12.0,29988.5,12.0,False,30074.0,rb,RB2-030371,60,73.5,3.4567,6.125,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-079,TWENTY_SESSION_ONLY
EP-46039-ENTRY_ON_DELAYED_DISPLACEMENT,EP-46039,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,3,1,True,True,2026-07-15 00:57:00-04:00,2026-07-15 01:00:00-04:00,2026-07-15 01:00:00-04:00,30022.5,6.1031,17.7671,30007.0,15.5,30007.0,15.5,False,30074.0,rb,RB2-030371,60,51.5,2.8986,3.3226,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-095,TWENTY_SESSION_ONLY
EP-46700-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-46700,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_AM,3,3,False,True,,2026-07-15 09:42:00-04:00,2026-07-15 09:42:00-04:00,29847.0,22.322,29.8569,29966.5,119.5,29966.5,119.5,False,29786.0,rb,RB2-030432,60,61.0,2.0431,0.5105,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-100,REDUCED_FAMILY,1,PREV_20_SESSIONS-201,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-46700-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-46700,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,NY_AM,3,3,False,True,,2026-07-15 09:42:00-04:00,2026-07-15 09:42:00-04:00,29847.0,22.322,29.8569,29966.5,119.5,29966.5,119.5,False,29786.0,rb,RB2-030432,60,61.0,2.0431,0.5105,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-149,REDUCED_FAMILY,1,PREV_20_SESSIONS-301,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-46700-ENTRY_ON_NEW_FVG,EP-46700,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,NY_AM,3,3,False,True,,2026-07-15 09:42:00-04:00,2026-07-15 09:42:00-04:00,29847.0,22.322,29.8569,29966.5,119.5,29966.5,119.5,False,29786.0,rb,RB2-030432,60,61.0,2.0431,0.5105,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-208,REDUCED_FAMILY,1,PREV_20_SESSIONS-435,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-46717-ENTRY_ON_TAP,EP-46717,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_AM,1,1,False,True,2026-07-15 09:47:00-04:00,2026-07-15 09:48:00-04:00,2026-07-15 09:48:00-04:00,29798.25,25.6061,30.842,29797.0,1.25,29772.6439,25.6061,True,29874.0,rb,RB2-023275,3,75.75,2.4561,2.9583,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-295,REDUCED_FAMILY,1,PREV_20_SESSIONS-613,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-46724-ENTRY_ON_TAP,EP-46724,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_AM,1,1,False,True,2026-07-15 09:51:00-04:00,2026-07-15 09:52:00-04:00,2026-07-15 09:52:00-04:00,29758.0,25.8748,32.557,29757.0,1.0,29732.1252,25.8748,True,29798.25,rb,RB2-015892,1,40.25,1.2363,1.5556,,,0,,,0,,REDUCED_FAMILY,2,PREV_10_SESSIONS-293|PREV_10_SESSIONS-294,REDUCED_FAMILY,3,PREV_20_SESSIONS-611|PREV_20_SESSIONS-612,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-46725-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-46725,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_AM,1,1,False,True,2026-07-15 09:52:00-04:00,2026-07-15 09:54:00-04:00,2026-07-15 09:54:00-04:00,29769.75,26.6229,32.557,29779.75,10.0,29796.3729,26.6229,True,29606.75,rb,RB2-030430,60,163.0,5.0066,6.1225,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-076,REDUCED_FAMILY,1,PREV_20_SESSIONS-161,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-46761-ENTRY_ON_DELAYED_DISPLACEMENT,EP-46761,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,C,NY_AM,3,3,False,True,,2026-07-15 10:24:00-04:00,2026-07-15 10:24:00-04:00,29702.25,30.612,37.2418,29822.25,120.0,29822.25,120.0,False,29606.75,rb,RB2-030430,60,95.5,2.5643,0.7958,,,0,,,0,,,0,,REDUCED_FAMILY,1,PREV_20_SESSIONS-818,TWENTY_SESSION_ONLY
EP-46768-ENTRY_ON_DELAYED_DISPLACEMENT,EP-46768,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,F,NY_AM,5,1,True,True,2026-07-15 10:20:00-04:00,2026-07-15 10:24:00-04:00,2026-07-15 10:24:00-04:00,29702.25,30.612,37.2418,29822.25,120.0,29822.25,120.0,False,29606.75,rb,RB2-030430,60,95.5,2.5643,0.7958,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-452,REDUCED_FAMILY,1,PREV_20_SESSIONS-899,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-46771-ENTRY_ON_TAP,EP-46771,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_AM,1,1,False,True,2026-07-15 10:22:00-04:00,2026-07-15 10:23:00-04:00,2026-07-15 10:23:00-04:00,29751.0,29.4429,37.2418,29743.5,7.5,29721.5571,29.4429,True,29799.25,rb,RB2-015907,1,48.25,1.2956,1.6388,,,0,,,0,,REDUCED_FAMILY,2,PREV_10_SESSIONS-293|PREV_10_SESSIONS-294,REDUCED_FAMILY,3,PREV_20_SESSIONS-611|PREV_20_SESSIONS-612,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-47545-ENTRY_ON_DELAYED_DISPLACEMENT,EP-47545,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-15 21:28:00-04:00,2026-07-15 21:34:00-04:00,2026-07-15 21:34:00-04:00,29596.75,13.4547,30.6188,29616.75,20.0,29616.75,20.0,False,29425.25,rb,RB2-030426,60,171.5,5.6011,8.575,,,0,,,0,,,0,,REDUCED_FAMILY,2,PREV_20_SESSIONS-013,TWENTY_SESSION_ONLY
EP-47549-ENTRY_ON_DELAYED_DISPLACEMENT,EP-47549,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,3,1,True,True,2026-07-15 21:31:00-04:00,2026-07-15 21:34:00-04:00,2026-07-15 21:34:00-04:00,29596.75,13.4547,30.6188,29621.0,24.25,29621.0,24.25,False,29425.25,rb,RB2-030426,60,171.5,5.6011,7.0722,,,0,,,0,,,0,,REDUCED_FAMILY,4,PREV_20_SESSIONS-043|PREV_20_SESSIONS-044,TWENTY_SESSION_ONLY
EP-47550-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-47550,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,False,True,2026-07-15 21:32:00-04:00,2026-07-15 21:34:00-04:00,2026-07-15 21:34:00-04:00,29596.75,13.4547,30.6188,29618.0,21.25,29618.0,21.25,False,29425.25,rb,RB2-030426,60,171.5,5.6011,8.0706,,,0,,,0,,,0,,REDUCED_FAMILY,5,PREV_20_SESSIONS-136|PREV_20_SESSIONS-141,TWENTY_SESSION_ONLY
EP-47550-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-47550,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-15 21:32:00-04:00,2026-07-15 21:34:00-04:00,2026-07-15 21:34:00-04:00,29596.75,13.4547,30.6188,29618.0,21.25,29618.0,21.25,False,29425.25,rb,RB2-030426,60,171.5,5.6011,8.0706,,,0,,,0,,,0,,REDUCED_FAMILY,2,PREV_20_SESSIONS-280,TWENTY_SESSION_ONLY
EP-47994-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-47994,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,C,LONDON,1,1,False,True,2026-07-16 03:33:00-04:00,2026-07-16 03:36:00-04:00,2026-07-16 03:36:00-04:00,29604.25,11.6373,29.4523,29617.0,12.75,29617.0,12.75,False,29425.25,rb,RB2-030426,60,179.0,6.0776,14.0392,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-381,REDUCED_FAMILY,1,PREV_20_SESSIONS-862,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-47994-ENTRY_ON_DELAYED_DISPLACEMENT,EP-47994,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,C,LONDON,1,1,False,True,2026-07-16 03:33:00-04:00,2026-07-16 03:36:00-04:00,2026-07-16 03:36:00-04:00,29604.25,11.6373,29.4523,29617.0,12.75,29617.0,12.75,False,29425.25,rb,RB2-030426,60,179.0,6.0776,14.0392,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-365,REDUCED_FAMILY,1,PREV_20_SESSIONS-840,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-47995-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-47995,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,LONDON,1,1,False,True,2026-07-16 03:34:00-04:00,2026-07-16 03:36:00-04:00,2026-07-16 03:36:00-04:00,29604.25,11.6373,29.4523,29620.0,15.75,29620.0,15.75,False,29425.25,rb,RB2-030426,60,179.0,6.0776,11.3651,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-304,REDUCED_FAMILY,1,PREV_20_SESSIONS-728,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48001-ENTRY_ON_TAP,EP-48001,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,1,1,False,True,2026-07-16 03:38:00-04:00,2026-07-16 03:39:00-04:00,2026-07-16 03:39:00-04:00,29592.75,11.314,29.4523,29604.75,12.0,29604.75,12.0,False,29425.25,rb,RB2-030426,60,167.5,5.6872,13.9583,,,0,,,0,,REDUCED_FAMILY,2,PREV_10_SESSIONS-224,REDUCED_FAMILY,2,PREV_20_SESSIONS-557,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48001-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48001,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,LONDON,1,1,False,True,2026-07-16 03:38:00-04:00,2026-07-16 03:40:00-04:00,2026-07-16 03:40:00-04:00,29583.75,11.5509,29.8292,29604.75,21.0,29604.75,21.0,False,29425.25,rb,RB2-030426,60,158.5,5.3136,7.5476,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-055,REDUCED_FAMILY,1,PREV_20_SESSIONS-149,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48012-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48012,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,LONDON,5,5,False,True,,2026-07-16 03:55:00-04:00,2026-07-16 03:55:00-04:00,29566.0,11.7811,29.2565,29587.25,21.25,29587.25,21.25,False,29425.25,rb,RB2-030426,60,140.75,4.8109,6.6235,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-088,REDUCED_FAMILY,1,PREV_20_SESSIONS-223,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48029-ENTRY_ON_TAP,EP-48029,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,1,1,False,True,2026-07-16 03:54:00-04:00,2026-07-16 03:55:00-04:00,2026-07-16 03:55:00-04:00,29566.0,11.7811,29.2565,29571.0,5.0,29577.7811,11.7811,True,29425.25,rb,RB2-030426,60,140.75,4.8109,11.9471,,,0,,,0,,REDUCED_FAMILY,2,PREV_10_SESSIONS-224,REDUCED_FAMILY,2,PREV_20_SESSIONS-557,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48048-ENTRY_ON_TAP,EP-48048,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,1,1,False,True,2026-07-16 04:09:00-04:00,2026-07-16 04:10:00-04:00,2026-07-16 04:10:00-04:00,29528.0,13.0892,29.7421,29536.75,8.75,29541.0892,13.0892,True,29425.25,rb,RB2-030426,60,102.75,3.4547,7.85,,,0,,,0,,REDUCED_FAMILY,2,PREV_10_SESSIONS-224,REDUCED_FAMILY,2,PREV_20_SESSIONS-557,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48048-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48048,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,LONDON,1,1,False,True,2026-07-16 04:09:00-04:00,2026-07-16 04:11:00-04:00,2026-07-16 04:11:00-04:00,29511.75,13.3459,29.7421,29536.75,25.0,29536.75,25.0,False,29425.25,rb,RB2-030426,60,86.5,2.9083,3.46,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-055,REDUCED_FAMILY,1,PREV_20_SESSIONS-149,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48057-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48057,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,LONDON,1,1,False,True,2026-07-16 04:13:00-04:00,2026-07-16 04:15:00-04:00,2026-07-16 04:15:00-04:00,29493.75,14.0984,30.1695,29508.75,15.0,29508.75,15.0,False,29425.25,rb,RB2-030426,60,68.5,2.2705,4.5667,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-304,REDUCED_FAMILY,1,PREV_20_SESSIONS-728,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48059-ENTRY_ON_TAP,EP-48059,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,B,LONDON,1,1,False,True,2026-07-16 04:14:00-04:00,2026-07-16 04:15:00-04:00,2026-07-16 04:15:00-04:00,29493.75,14.0984,30.1695,29523.5,29.75,29523.5,29.75,False,29425.25,rb,RB2-030426,60,68.5,2.2705,2.3025,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-350,REDUCED_FAMILY,1,PREV_20_SESSIONS-809,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48287-ENTRY_ON_NEW_FVG,EP-48287,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,LONDON,1,1,False,True,2026-07-16 06:57:00-04:00,2026-07-16 07:02:00-04:00,2026-07-16 07:02:00-04:00,29484.75,11.751,27.2763,29535.75,51.0,29535.75,51.0,False,29425.25,rb,RB2-030426,60,59.5,2.1814,1.1667,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-175,REDUCED_FAMILY,1,PREV_20_SESSIONS-429,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48306-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48306,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,LONDON,1,1,False,True,2026-07-16 07:06:00-04:00,2026-07-16 07:08:00-04:00,2026-07-16 07:08:00-04:00,29481.25,11.5024,28.7023,29487.5,6.25,29492.7524,11.5024,True,29425.25,rb,RB2-030426,60,56.0,1.9511,4.8685,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-304,REDUCED_FAMILY,1,PREV_20_SESSIONS-728,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48344-ENTRY_ON_TAP,EP-48344,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,1,1,False,True,2026-07-16 07:37:00-04:00,2026-07-16 07:38:00-04:00,2026-07-16 07:38:00-04:00,29463.5,12.562,30.3588,29471.0,7.5,29476.062,12.562,True,29425.25,rb,RB2-030426,60,38.25,1.2599,3.0449,,,0,,,0,,REDUCED_FAMILY,2,PREV_10_SESSIONS-224,REDUCED_FAMILY,2,PREV_20_SESSIONS-557,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48483-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48483,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,C,NY_AM,3,3,False,True,,2026-07-16 09:42:00-04:00,2026-07-16 09:42:00-04:00,29351.0,28.2187,39.1318,29431.75,80.75,29431.75,80.75,False,29096.25,rb,RB2-030389,60,254.75,6.51,3.1548,,REDUCED_FAMILY,1,PREV_1_SESSION-051,REDUCED_FAMILY,1,PREV_3_SESSIONS-123,REDUCED_FAMILY,1,PREV_10_SESSIONS-385,REDUCED_FAMILY,1,PREV_20_SESSIONS-867,ALL_LOOKBACKS
EP-48483-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-48483,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,C,NY_AM,3,3,False,True,,2026-07-16 09:42:00-04:00,2026-07-16 09:42:00-04:00,29351.0,28.2187,39.1318,29431.75,80.75,29431.75,80.75,False,29096.25,rb,RB2-030389,60,254.75,6.51,3.1548,,REDUCED_FAMILY,1,PREV_1_SESSION-057,REDUCED_FAMILY,1,PREV_3_SESSIONS-130,REDUCED_FAMILY,1,PREV_10_SESSIONS-404,REDUCED_FAMILY,1,PREV_20_SESSIONS-896,ALL_LOOKBACKS
EP-48483-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-48483,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,C,NY_AM,3,3,False,True,,2026-07-16 09:42:00-04:00,2026-07-16 09:42:00-04:00,29351.0,28.2187,39.1318,29431.75,80.75,29431.75,80.75,False,29096.25,rb,RB2-030389,60,254.75,6.51,3.1548,,REDUCED_FAMILY,1,PREV_1_SESSION-055,REDUCED_FAMILY,1,PREV_3_SESSIONS-128,REDUCED_FAMILY,1,PREV_10_SESSIONS-398,REDUCED_FAMILY,1,PREV_20_SESSIONS-886,ALL_LOOKBACKS
EP-48490-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48490,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_AM,1,1,False,True,2026-07-16 09:40:00-04:00,2026-07-16 09:42:00-04:00,2026-07-16 09:42:00-04:00,29351.0,28.2187,39.1318,29420.75,69.75,29420.75,69.75,False,29096.25,rb,RB2-030389,60,254.75,6.51,3.6523,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-061,REDUCED_FAMILY,1,PREV_20_SESSIONS-163,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48490-ENTRY_ON_DELAYED_DISPLACEMENT,EP-48490,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,NY_AM,1,1,False,True,2026-07-16 09:40:00-04:00,2026-07-16 09:45:00-04:00,2026-07-16 09:45:00-04:00,29316.5,29.9518,42.7513,29420.75,104.25,29420.75,104.25,False,29096.25,rb,RB2-030389,60,220.25,5.1519,2.1127,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-012,REDUCED_FAMILY,1,PREV_20_SESSIONS-027,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48494-ENTRY_ON_TAP,EP-48494,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,NY_AM,1,1,False,True,2026-07-16 09:43:00-04:00,2026-07-16 09:44:00-04:00,2026-07-16 09:44:00-04:00,29347.75,28.3627,39.1318,29333.25,14.5,29319.3873,28.3627,True,29418.75,rb,RB2-023484,3,71.0,1.8144,2.5033,,,0,,,0,,EXACT,1,PREV_10_SESSIONS-260,EXACT,1,PREV_20_SESSIONS-636,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48498-ENTRY_ON_TAP,EP-48498,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_AM,1,1,False,True,2026-07-16 09:46:00-04:00,2026-07-16 09:47:00-04:00,2026-07-16 09:47:00-04:00,29317.25,30.1298,42.7513,29342.75,25.5,29347.3798,30.1298,True,29096.25,rb,RB2-030389,60,221.0,5.1694,7.3349,,,0,,,0,,REDUCED_FAMILY,2,PREV_10_SESSIONS-225,REDUCED_FAMILY,2,PREV_20_SESSIONS-562,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48498-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48498,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_AM,1,1,False,True,2026-07-16 09:46:00-04:00,2026-07-16 09:48:00-04:00,2026-07-16 09:48:00-04:00,29304.0,30.1348,42.7513,29342.75,38.75,29342.75,38.75,False,29096.25,rb,RB2-030389,60,207.75,4.8595,5.3613,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-061,REDUCED_FAMILY,1,PREV_20_SESSIONS-163,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48498-ENTRY_ON_DELAYED_DISPLACEMENT,EP-48498,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,NY_AM,1,1,False,True,2026-07-16 09:46:00-04:00,2026-07-16 09:49:00-04:00,2026-07-16 09:49:00-04:00,29285.75,30.9,42.7513,29342.75,57.0,29342.75,57.0,False,29096.25,rb,RB2-030389,60,189.5,4.4326,3.3246,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-010,REDUCED_FAMILY,1,PREV_20_SESSIONS-025,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48499-ENTRY_ON_TAP,EP-48499,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,NY_AM,3,1,True,True,2026-07-16 09:48:00-04:00,2026-07-16 09:49:00-04:00,2026-07-16 09:49:00-04:00,29285.75,30.9,42.7513,29342.75,57.0,29342.75,57.0,False,29096.25,rb,RB2-030389,60,189.5,4.4326,3.3246,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-239,REDUCED_FAMILY,1,PREV_20_SESSIONS-587,SHORT_AND_LONG_LOOKBACK_SUPPORT
EP-48499-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-48499,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,NY_AM,3,1,True,True,2026-07-16 09:48:00-04:00,2026-07-16 09:50:00-04:00,2026-07-16 09:50:00-04:00,29272.0,30.7896,44.2409,29342.75,70.75,29342.75,70.75,False,29096.25,rb,RB2-030389,60,175.75,3.9726,2.4841,,,0,,,0,,REDUCED_FAMILY,1,PREV_10_SESSIONS-073,REDUCED_FAMILY,1,PREV_20_SESSIONS-194,SHORT_AND_LONG_LOOKBACK_SUPPORT
