application_session,lookback,item_id,lookback_had_enough_sessions,n_lookback_sessions,lane,entry_variant,reaction_state,direction,context_tf,trigger_tf,session_window,target_family,target_tf,natural_rr_bin,total_occurrences,executable_occurrences,target_hits,stop_hits,time_exits,success_count,failure_count,support_class,most_recent_session,age_sessions,source_session_dates,source_episode_ids,source_variant_ids
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-416,True,10,C,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,5,5,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-34997,EP-34997-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-417,True,10,C,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,1,1,NY_AM,rb,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-35021,EP-35021-ENTRY_ON_IFVG_RETEST
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-418,True,10,C,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,1,1,NY_AM,rb,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-38420,EP-38420-ENTRY_ON_IFVG_RETEST
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-419,True,10,C,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,3,3,ASIA,fvg,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-34043,EP-34043-ENTRY_ON_IFVG_RETEST
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-420,True,10,C,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,3,3,NY_AM,rb,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-38416,EP-38416-ENTRY_ON_IFVG_RETEST
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-421,True,10,C,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,1,3,1,NY_PM,rb,1,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-30575,EP-30575-ENTRY_ON_IFVG_RETEST
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-422,True,10,C,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,1,3,3,NY_PREMARKET,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-13,1,2026-07-13,EP-44905,EP-44905-ENTRY_ON_IFVG_RETEST
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-423,True,10,C,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,1,1,ASIA,fvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-34046,EP-34046-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-424,True,10,C,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,3,1,NY_PREMARKET,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-01,13,2026-07-01,EP-31805,EP-31805-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-425,True,10,C,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,5,5,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-34997,EP-34997-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-426,True,10,C,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,1,1,ASIA,fvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-34046,EP-34046-ENTRY_ON_MINIMAL_WICK_REJECTION
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-427,True,10,C,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,1,1,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-01,13,2026-07-01,EP-32049,EP-32049-ENTRY_ON_MINIMAL_WICK_REJECTION
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-428,True,10,C,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,3,3,NY_PREMARKET,rb,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-38284,EP-38284-ENTRY_ON_MINIMAL_WICK_REJECTION
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-429,True,10,C,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,5,5,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-34997,EP-34997-ENTRY_ON_MINIMAL_WICK_REJECTION
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-430,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,-1,1,1,LONDON,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-37998,EP-37998-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-431,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,-1,30,30,ASIA,ifvg,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29205,EP-29205-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-432,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,1,1,1,NY_AM,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-40052,EP-40052-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-433,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,1,1,1,NY_PREMARKET,rb,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-38319,EP-38319-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-434,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,1,3,1,ASIA,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-39487,EP-39487-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-435,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,1,3,3,LONDON,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-39573,EP-39573-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-436,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,ASIA,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-39465,EP-39465-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-437,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,ASIA,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-39453,EP-39453-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-438,True,10,C,ENTRY_ON_NEW_FVG,NEW_FVG,1,5,5,NY_LUNCH,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-09,5,2026-07-09,EP-41832,EP-41832-ENTRY_ON_NEW_FVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-439,True,10,C,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,3,3,NY_PREMARKET,rb,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-38284,EP-38284-ENTRY_ON_NEW_IFVG
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-440,True,10,C,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,60,60,ASIA,fvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-12,2,2026-07-12,EP-42308,EP-42308-ENTRY_ON_STRONG_REJECTION
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-441,True,10,C,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,5,5,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-34997,EP-34997-ENTRY_ON_STRONG_REJECTION
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-442,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,ASIA,fvg,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-12,2,2026-07-12,EP-42696,EP-42696-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-443,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,LONDON,ifvg,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29675,EP-29675-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-444,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,LONDON,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29679,EP-29679-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-445,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,1,1,NY_AM,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,8,2026-07-06,EP-36701,EP-36701-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-446,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,15,1,ASIA,fvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-12,2,2026-07-12,EP-42566,EP-42566-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-447,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,15,1,NY_PREMARKET,fvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-13,1,2026-07-13,EP-44942,EP-44942-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-448,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,1,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29294,EP-29294-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-449,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,1,GLOBEX_EVENING,rb,30,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-33796,EP-33796-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-450,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,3,1,NY_AM,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,8,2026-07-06,EP-36704,EP-36704-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-451,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,5,1,LONDON,rb,5,0.5-1.0,2,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,8,2026-07-06,EP-36200,EP-36200-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-452,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,5,1,NY_AM,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,8,2026-07-06,EP-36666,EP-36666-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-453,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,5,5,GLOBEX_EVENING,rb,60,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,8,2026-07-06,EP-35560,EP-35560-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-454,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,3,3,LONDON,rb,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-34533,EP-34533-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-455,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,5,1,ASIA,rb,15,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-33950,EP-33950-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-456,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,5,1,ASIA,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-39513,EP-39513-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-457,True,10,F,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,60,1,LONDON,fvg,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-39826,EP-39826-ENTRY_ON_DELAYED_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-458,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,1,1,LONDON,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29675,EP-29675-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-459,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,1,1,LONDON,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29679,EP-29679-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-460,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,15,1,NY_PREMARKET,fvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-13,1,2026-07-13,EP-44942,EP-44942-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-461,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,3,1,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29294,EP-29294-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-462,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,3,1,GLOBEX_EVENING,rb,30,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-05,9,2026-07-05,EP-33796,EP-33796-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-463,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,30,1,ASIA,rb,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-37745,EP-37745-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-464,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,5,1,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,8,2026-07-06,EP-35913,EP-35913-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-465,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,5,1,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29274,EP-29274-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-466,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,5,1,NY_AM,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-06,8,2026-07-06,EP-36666,EP-36666-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-467,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,5,1,NY_AM,rb,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-38470,EP-38470-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-468,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,5,5,NY_PM,rb,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-30566,EP-30566-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-469,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,15,1,NY_AM,rb,1,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-40118,EP-40118-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-470,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,3,1,NY_AM,fvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-40043,EP-40043-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-471,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,3,1,NY_LUNCH,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-09,5,2026-07-09,EP-41882,EP-41882-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-472,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,3,1,NY_PREMARKET,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-13,1,2026-07-13,EP-44904,EP-44904-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-473,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,5,1,NY_AM,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-09,5,2026-07-09,EP-41753,EP-41753-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-474,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,5,5,LONDON,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-39587,EP-39587-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-475,True,10,F,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,60,1,LONDON,fvg,5,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-39826,EP-39826-ENTRY_ON_FIRST_CLOSE_OUTSIDE
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-476,True,10,F,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,3,1,NY_AM,rb,5,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-38418,EP-38418-ENTRY_ON_IFVG_RETEST
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-477,True,10,F,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,3,1,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29294,EP-29294-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-478,True,10,F,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,30,1,ASIA,rb,3,1.0-2.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-07,7,2026-07-07,EP-37745,EP-37745-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-479,True,10,F,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,5,1,ASIA,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29274,EP-29274-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-480,True,10,F,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,3,1,NY_AM,fvg,60,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-08,6,2026-07-08,EP-40043,EP-40043-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-481,True,10,F,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,3,1,NY_PREMARKET,rb,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-13,1,2026-07-13,EP-44904,EP-44904-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-482,True,10,F,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,5,1,NY_AM,ifvg,1,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-09,5,2026-07-09,EP-41753,EP-41753-ENTRY_ON_IMMEDIATE_DISPLACEMENT
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-483,True,10,F,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,1,1,LONDON,ifvg,60,2.0-1000000000.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-06-30,14,2026-06-30,EP-29675,EP-29675-ENTRY_ON_MINIMAL_WICK_REJECTION
2026-07-14,PREV_10_SESSIONS,PREV_10_SESSIONS-484,True,10,F,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,15,1,NY_PREMARKET,fvg,3,0.5-1.0,1,1,1,0,0,1,0,SINGLE_OBSERVATION_PROVISIONAL,2026-07-13,1,2026-07-13,EP-44942,EP-44942-ENTRY_ON_MINIMAL_WICK_REJECTION
