variant_id,episode_id,symbol,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,executable,interaction_ts,trigger_ts,entry_ts,entry_price,atr_1m_24,atr_5m_24,raw_stop_price,raw_stop_distance,effective_stop_price,effective_stop_distance,stop_widened_by_atr_floor,target_surface,target_family,target_id,target_tf,target_distance,target_distance_atr5_multiple,natural_rr,rejection_reason
EP-43950-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-43950,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,GLOBEX_EVENING,3,3,False,True,,2026-07-13 19:42:00-04:00,2026-07-13 19:42:00-04:00,29345.5,9.3704,26.6542,29387.75,42.25,29387.75,42.25,False,29096.25,rb,RB2-030389,60,249.25,9.3513,5.8994,
EP-43952-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-43952,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,F,GLOBEX_EVENING,5,1,True,True,2026-07-13 19:40:00-04:00,2026-07-13 19:42:00-04:00,2026-07-13 19:42:00-04:00,29345.5,9.3704,26.6542,29379.5,34.0,29379.5,34.0,False,29096.25,rb,RB2-030389,60,249.25,9.3513,7.3309,
EP-43952-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-43952,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,F,GLOBEX_EVENING,5,1,True,True,2026-07-13 19:40:00-04:00,2026-07-13 19:42:00-04:00,2026-07-13 19:42:00-04:00,29345.5,9.3704,26.6542,29379.5,34.0,29379.5,34.0,False,29096.25,rb,RB2-030389,60,249.25,9.3513,7.3309,
EP-43952-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-43952,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,F,GLOBEX_EVENING,5,1,True,True,2026-07-13 19:40:00-04:00,2026-07-13 19:42:00-04:00,2026-07-13 19:42:00-04:00,29345.5,9.3704,26.6542,29379.5,34.0,29379.5,34.0,False,29096.25,rb,RB2-030389,60,249.25,9.3513,7.3309,
EP-43952-ENTRY_ON_DELAYED_DISPLACEMENT,EP-43952,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,F,GLOBEX_EVENING,5,1,True,True,2026-07-13 19:40:00-04:00,2026-07-13 19:43:00-04:00,2026-07-13 19:43:00-04:00,29337.75,9.4696,26.6542,29379.5,41.75,29379.5,41.75,False,29096.25,rb,RB2-030389,60,241.5,9.0605,5.7844,
EP-43948-ENTRY_ON_STRONG_REJECTION,EP-43948,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,F,GLOBEX_EVENING,3,1,True,True,2026-07-13 19:36:00-04:00,2026-07-13 19:45:00-04:00,2026-07-13 19:45:00-04:00,29332.5,9.6075,26.7623,29387.75,55.25,29387.75,55.25,False,29096.25,rb,RB2-030389,60,236.25,8.8277,4.276,
EP-43950-ENTRY_ON_DELAYED_DISPLACEMENT,EP-43950,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,B,GLOBEX_EVENING,3,3,False,True,,2026-07-13 19:45:00-04:00,2026-07-13 19:45:00-04:00,29332.5,9.6075,26.7623,29387.75,55.25,29387.75,55.25,False,29096.25,rb,RB2-030389,60,236.25,8.8277,4.276,
EP-43950-ENTRY_ON_NEW_FVG,EP-43950,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,B,GLOBEX_EVENING,3,3,False,True,,2026-07-13 19:45:00-04:00,2026-07-13 19:45:00-04:00,29332.5,9.6075,26.7623,29387.75,55.25,29387.75,55.25,False,29096.25,rb,RB2-030389,60,236.25,8.8277,4.276,
EP-43952-ENTRY_ON_STRONG_REJECTION,EP-43952,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,F,GLOBEX_EVENING,5,1,True,True,2026-07-13 19:40:00-04:00,2026-07-13 19:45:00-04:00,2026-07-13 19:45:00-04:00,29332.5,9.6075,26.7623,29379.5,47.0,29379.5,47.0,False,29096.25,rb,RB2-030389,60,236.25,8.8277,5.0266,
EP-43953-ENTRY_ON_TAP,EP-43953,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,GLOBEX_EVENING,5,5,False,True,,2026-07-13 19:45:00-04:00,2026-07-13 19:45:00-04:00,29332.5,9.6075,26.7623,29379.5,47.0,29379.5,47.0,False,29096.25,rb,RB2-030389,60,236.25,8.8277,5.0266,
EP-43959-ENTRY_ON_TAP,EP-43959,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,B,GLOBEX_EVENING,3,3,False,True,,2026-07-13 19:48:00-04:00,2026-07-13 19:48:00-04:00,29339.25,10.325,26.7623,29350.25,11.0,29350.25,11.0,False,29096.25,rb,RB2-030389,60,243.0,9.0799,22.0909,
EP-43986-ENTRY_ON_TAP,EP-43986,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,ASIA,15,1,True,True,2026-07-13 20:00:00-04:00,2026-07-13 20:01:00-04:00,2026-07-13 20:01:00-04:00,29442.75,14.3025,29.1497,29458.75,16.0,29458.75,16.0,False,29412.0,ifvg,IFVG2-003895,5,30.75,1.0549,1.9219,
EP-44005-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44005,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,C,ASIA,1,1,False,True,2026-07-13 20:05:00-04:00,2026-07-13 20:08:00-04:00,2026-07-13 20:08:00-04:00,29337.25,19.3671,32.0289,29374.5,37.25,29374.5,37.25,False,29096.25,rb,RB2-030389,60,241.0,7.5245,6.4698,
EP-43981-ENTRY_ON_NEW_FVG,EP-43981,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,B,ASIA,3,3,False,True,,2026-07-13 20:09:00-04:00,2026-07-13 20:09:00-04:00,29341.5,19.2164,32.0289,29430.5,89.0,29430.5,89.0,False,29096.25,rb,RB2-030389,60,245.25,7.6571,2.7556,
EP-43991-ENTRY_ON_STRONG_REJECTION,EP-43991,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,A,ASIA,3,3,False,True,,2026-07-13 20:09:00-04:00,2026-07-13 20:09:00-04:00,29341.5,19.2164,32.0289,29437.0,95.5,29437.0,95.5,False,29096.25,rb,RB2-030389,60,245.25,7.6571,2.5681,
EP-43991-ENTRY_ON_NEW_FVG,EP-43991,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,3,3,False,True,,2026-07-13 20:09:00-04:00,2026-07-13 20:09:00-04:00,29341.5,19.2164,32.0289,29437.0,95.5,29437.0,95.5,False,29096.25,rb,RB2-030389,60,245.25,7.6571,2.5681,
EP-44016-ENTRY_ON_TAP,EP-44016,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,True,2026-07-13 20:13:00-04:00,2026-07-13 20:14:00-04:00,2026-07-13 20:14:00-04:00,29443.25,23.2766,32.8194,29452.25,9.0,29466.5266,23.2766,True,29402.0,ifvg,IFVG2-002143,1,41.25,1.2569,1.7722,
EP-44206-ENTRY_ON_NEW_IFVG,EP-44206,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,B,ASIA,1,1,False,True,2026-07-13 23:06:00-04:00,2026-07-13 23:13:00-04:00,2026-07-13 23:13:00-04:00,29341.25,12.9706,38.7272,29367.5,26.25,29367.5,26.25,False,29096.25,rb,RB2-030389,60,245.0,6.3263,9.3333,
EP-44209-ENTRY_ON_NEW_IFVG,EP-44209,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,A,ASIA,3,1,True,True,2026-07-13 23:09:00-04:00,2026-07-13 23:13:00-04:00,2026-07-13 23:13:00-04:00,29341.25,12.9706,38.7272,29369.0,27.75,29369.0,27.75,False,29096.25,rb,RB2-030389,60,245.0,6.3263,8.8288,
EP-44211-ENTRY_ON_NEW_IFVG,EP-44211,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,A,ASIA,1,1,False,True,2026-07-13 23:10:00-04:00,2026-07-13 23:13:00-04:00,2026-07-13 23:13:00-04:00,29341.25,12.9706,38.7272,29364.25,23.0,29364.25,23.0,False,29096.25,rb,RB2-030389,60,245.0,6.3263,10.6522,
EP-44206-ENTRY_ON_NEW_FVG,EP-44206,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,B,ASIA,1,1,False,True,2026-07-13 23:06:00-04:00,2026-07-13 23:14:00-04:00,2026-07-13 23:14:00-04:00,29335.0,12.8676,38.7272,29367.5,32.5,29367.5,32.5,False,29096.25,rb,RB2-030389,60,238.75,6.1649,7.3462,
EP-44209-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44209,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,3,1,True,True,2026-07-13 23:09:00-04:00,2026-07-13 23:14:00-04:00,2026-07-13 23:14:00-04:00,29335.0,12.8676,38.7272,29369.0,34.0,29369.0,34.0,False,29096.25,rb,RB2-030389,60,238.75,6.1649,7.0221,
EP-44209-ENTRY_ON_NEW_FVG,EP-44209,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,3,1,True,True,2026-07-13 23:09:00-04:00,2026-07-13 23:14:00-04:00,2026-07-13 23:14:00-04:00,29335.0,12.8676,38.7272,29369.0,34.0,29369.0,34.0,False,29096.25,rb,RB2-030389,60,238.75,6.1649,7.0221,
EP-44211-ENTRY_ON_NEW_FVG,EP-44211,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,1,1,False,True,2026-07-13 23:10:00-04:00,2026-07-13 23:14:00-04:00,2026-07-13 23:14:00-04:00,29335.0,12.8676,38.7272,29364.25,29.25,29364.25,29.25,False,29096.25,rb,RB2-030389,60,238.75,6.1649,8.1624,
EP-44214-ENTRY_ON_IFVG_RETEST,EP-44214,NQU6,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,C,ASIA,1,1,False,True,2026-07-13 23:13:00-04:00,2026-07-13 23:14:00-04:00,2026-07-13 23:14:00-04:00,29335.0,12.8676,38.7272,29363.0,28.0,29363.0,28.0,False,29096.25,rb,RB2-030389,60,238.75,6.1649,8.5268,
EP-44161-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44161,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,B,ASIA,15,15,False,True,,2026-07-13 23:15:00-04:00,2026-07-13 23:15:00-04:00,29334.0,12.7273,38.4052,29437.0,103.0,29437.0,103.0,False,29096.25,rb,RB2-030389,60,237.75,6.1906,2.3083,
EP-44162-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44162,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,15,15,False,True,,2026-07-13 23:15:00-04:00,2026-07-13 23:15:00-04:00,29334.0,12.7273,38.4052,29489.0,155.0,29489.0,155.0,False,29096.25,rb,RB2-030389,60,237.75,6.1906,1.5339,
EP-44198-ENTRY_ON_NEW_FVG,EP-44198,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,3,3,False,True,,2026-07-13 23:15:00-04:00,2026-07-13 23:15:00-04:00,29334.0,12.7273,38.4052,29398.75,64.75,29398.75,64.75,False,29096.25,rb,RB2-030389,60,237.75,6.1906,3.6718,
EP-44201-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44201,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,5,5,False,True,,2026-07-13 23:15:00-04:00,2026-07-13 23:15:00-04:00,29334.0,12.7273,38.4052,29398.75,64.75,29398.75,64.75,False,29096.25,rb,RB2-030389,60,237.75,6.1906,3.6718,
EP-44210-ENTRY_ON_NEW_FVG,EP-44210,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,3,3,False,True,,2026-07-13 23:15:00-04:00,2026-07-13 23:15:00-04:00,29334.0,12.7273,38.4052,29369.0,35.0,29369.0,35.0,False,29096.25,rb,RB2-030389,60,237.75,6.1906,6.7929,
EP-44214-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44214,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,C,ASIA,1,1,False,True,2026-07-13 23:13:00-04:00,2026-07-13 23:16:00-04:00,2026-07-13 23:16:00-04:00,29330.5,12.6449,38.4052,29363.0,32.5,29363.0,32.5,False,29096.25,rb,RB2-030389,60,234.25,6.0994,7.2077,
EP-44210-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44210,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,3,3,False,True,,2026-07-13 23:18:00-04:00,2026-07-13 23:18:00-04:00,29309.5,13.101,38.4052,29369.0,59.5,29369.0,59.5,False,29096.25,rb,RB2-030389,60,213.25,5.5526,3.584,
EP-44214-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44214,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,C,ASIA,1,1,False,True,2026-07-13 23:13:00-04:00,2026-07-13 23:18:00-04:00,2026-07-13 23:18:00-04:00,29309.5,13.101,38.4052,29363.0,53.5,29363.0,53.5,False,29096.25,rb,RB2-030389,60,213.25,5.5526,3.986,
EP-44375-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44375,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,1,1,False,True,2026-07-14 01:12:00-04:00,2026-07-14 01:14:00-04:00,2026-07-14 01:14:00-04:00,29530.25,10.672,33.9968,29520.5,9.75,29519.578,10.672,True,29580.75,fvg,FVG2-007803,60,50.5,1.4854,4.732,
EP-44375-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44375,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,A,ASIA,1,1,False,True,2026-07-14 01:12:00-04:00,2026-07-14 01:14:00-04:00,2026-07-14 01:14:00-04:00,29530.25,10.672,33.9968,29520.5,9.75,29519.578,10.672,True,29580.75,fvg,FVG2-007803,60,50.5,1.4854,4.732,
EP-44375-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44375,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 01:12:00-04:00,2026-07-14 01:14:00-04:00,2026-07-14 01:14:00-04:00,29530.25,10.672,33.9968,29520.5,9.75,29519.578,10.672,True,29580.75,fvg,FVG2-007803,60,50.5,1.4854,4.732,
EP-44362-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44362,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,5,5,False,True,,2026-07-14 01:15:00-04:00,2026-07-14 01:15:00-04:00,29546.25,10.9878,33.7469,29478.0,68.25,29478.0,68.25,False,29580.75,fvg,FVG2-007803,60,34.5,1.0223,0.5055,
EP-44362-ENTRY_ON_NEW_FVG,EP-44362,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,1,A,ASIA,5,5,False,True,,2026-07-14 01:15:00-04:00,2026-07-14 01:15:00-04:00,29546.25,10.9878,33.7469,29478.0,68.25,29478.0,68.25,False,29580.75,fvg,FVG2-007803,60,34.5,1.0223,0.5055,
EP-44375-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44375,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 01:12:00-04:00,2026-07-14 01:15:00-04:00,2026-07-14 01:15:00-04:00,29546.25,10.9878,33.7469,29520.5,25.75,29520.5,25.75,False,29580.75,fvg,FVG2-007803,60,34.5,1.0223,1.3398,
EP-44379-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44379,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,1,1,False,True,2026-07-14 01:18:00-04:00,2026-07-14 01:20:00-04:00,2026-07-14 01:20:00-04:00,29547.5,10.9019,33.0492,29540.25,7.25,29536.5981,10.9019,True,29580.75,fvg,FVG2-007803,60,33.25,1.0061,3.0499,
EP-44379-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44379,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,A,ASIA,1,1,False,True,2026-07-14 01:18:00-04:00,2026-07-14 01:20:00-04:00,2026-07-14 01:20:00-04:00,29547.5,10.9019,33.0492,29540.25,7.25,29536.5981,10.9019,True,29580.75,fvg,FVG2-007803,60,33.25,1.0061,3.0499,
EP-44379-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44379,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 01:18:00-04:00,2026-07-14 01:20:00-04:00,2026-07-14 01:20:00-04:00,29547.5,10.9019,33.0492,29540.25,7.25,29536.5981,10.9019,True,29580.75,fvg,FVG2-007803,60,33.25,1.0061,3.0499,
EP-44392-ENTRY_ON_TAP,EP-44392,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,B,ASIA,1,1,False,True,2026-07-14 01:25:00-04:00,2026-07-14 01:26:00-04:00,2026-07-14 01:26:00-04:00,29595.5,11.3574,33.6929,29574.75,20.75,29574.75,20.75,False,29718.0,rb,RB2-030421,60,122.5,3.6358,5.9036,
EP-44392-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44392,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,B,ASIA,1,1,False,True,2026-07-14 01:25:00-04:00,2026-07-14 01:27:00-04:00,2026-07-14 01:27:00-04:00,29607.0,11.6967,33.6929,29574.75,32.25,29574.75,32.25,False,29718.0,rb,RB2-030421,60,111.0,3.2945,3.4419,
EP-44392-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44392,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,B,ASIA,1,1,False,True,2026-07-14 01:25:00-04:00,2026-07-14 01:27:00-04:00,2026-07-14 01:27:00-04:00,29607.0,11.6967,33.6929,29574.75,32.25,29574.75,32.25,False,29718.0,rb,RB2-030421,60,111.0,3.2945,3.4419,
EP-44393-ENTRY_ON_TAP,EP-44393,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,1,1,False,True,2026-07-14 01:28:00-04:00,2026-07-14 01:29:00-04:00,2026-07-14 01:29:00-04:00,29600.5,11.7176,33.6929,29595.75,4.75,29588.7824,11.7176,True,29718.0,rb,RB2-030421,60,117.5,3.4874,10.0277,
EP-44394-ENTRY_ON_TAP,EP-44394,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,1,1,False,True,2026-07-14 01:29:00-04:00,2026-07-14 01:30:00-04:00,2026-07-14 01:30:00-04:00,29605.0,11.6043,33.5078,29590.0,15.0,29590.0,15.0,False,29718.0,rb,RB2-030421,60,113.0,3.3723,7.5333,
EP-44392-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44392,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,B,ASIA,1,1,False,True,2026-07-14 01:25:00-04:00,2026-07-14 01:31:00-04:00,2026-07-14 01:31:00-04:00,29626.5,12.0479,33.5078,29574.75,51.75,29574.75,51.75,False,29718.0,rb,RB2-030421,60,91.5,2.7307,1.7681,
EP-44393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44393,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,1,1,False,True,2026-07-14 01:28:00-04:00,2026-07-14 01:31:00-04:00,2026-07-14 01:31:00-04:00,29626.5,12.0479,33.5078,29595.75,30.75,29595.75,30.75,False,29718.0,rb,RB2-030421,60,91.5,2.7307,2.9756,
EP-44393-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44393,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 01:28:00-04:00,2026-07-14 01:31:00-04:00,2026-07-14 01:31:00-04:00,29626.5,12.0479,33.5078,29595.75,30.75,29595.75,30.75,False,29718.0,rb,RB2-030421,60,91.5,2.7307,2.9756,
EP-44394-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44394,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,1,1,False,True,2026-07-14 01:29:00-04:00,2026-07-14 01:31:00-04:00,2026-07-14 01:31:00-04:00,29626.5,12.0479,33.5078,29590.0,36.5,29590.0,36.5,False,29718.0,rb,RB2-030421,60,91.5,2.7307,2.5068,
EP-44394-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44394,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 01:29:00-04:00,2026-07-14 01:31:00-04:00,2026-07-14 01:31:00-04:00,29626.5,12.0479,33.5078,29590.0,36.5,29590.0,36.5,False,29718.0,rb,RB2-030421,60,91.5,2.7307,2.5068,
EP-44441-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44441,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,B,ASIA,1,1,False,True,2026-07-14 02:07:00-04:00,2026-07-14 02:11:00-04:00,2026-07-14 02:11:00-04:00,29626.75,10.7814,30.0936,29607.25,19.5,29607.25,19.5,False,29718.0,rb,RB2-030421,60,91.25,3.0322,4.6795,
EP-44444-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44444,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 02:09:00-04:00,2026-07-14 02:11:00-04:00,2026-07-14 02:11:00-04:00,29626.75,10.7814,30.0936,29609.25,17.5,29609.25,17.5,False,29718.0,rb,RB2-030421,60,91.25,3.0322,5.2143,
EP-44444-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44444,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 02:09:00-04:00,2026-07-14 02:14:00-04:00,2026-07-14 02:14:00-04:00,29629.0,11.1697,30.0936,29609.25,19.75,29609.25,19.75,False,29718.0,rb,RB2-030421,60,89.0,2.9574,4.5063,
EP-44446-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44446,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,1,1,False,True,2026-07-14 02:12:00-04:00,2026-07-14 02:14:00-04:00,2026-07-14 02:14:00-04:00,29629.0,11.1697,30.0936,29620.5,8.5,29617.8303,11.1697,True,29718.0,rb,RB2-030421,60,89.0,2.9574,7.968,
EP-44446-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44446,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,A,ASIA,1,1,False,True,2026-07-14 02:12:00-04:00,2026-07-14 02:14:00-04:00,2026-07-14 02:14:00-04:00,29629.0,11.1697,30.0936,29620.5,8.5,29617.8303,11.1697,True,29718.0,rb,RB2-030421,60,89.0,2.9574,7.968,
EP-44446-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44446,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,ASIA,1,1,False,True,2026-07-14 02:12:00-04:00,2026-07-14 02:14:00-04:00,2026-07-14 02:14:00-04:00,29629.0,11.1697,30.0936,29620.5,8.5,29617.8303,11.1697,True,29718.0,rb,RB2-030421,60,89.0,2.9574,7.968,
EP-44426-ENTRY_ON_STRONG_REJECTION,EP-44426,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,A,ASIA,3,3,False,True,,2026-07-14 02:15:00-04:00,2026-07-14 02:15:00-04:00,29629.0,10.996,29.8813,29587.25,41.75,29587.25,41.75,False,29718.0,rb,RB2-030421,60,89.0,2.9784,2.1317,
EP-44431-ENTRY_ON_TAP,EP-44431,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,15,15,False,True,,2026-07-14 02:15:00-04:00,2026-07-14 02:15:00-04:00,29629.0,10.996,29.8813,29582.75,46.25,29582.75,46.25,False,29718.0,rb,RB2-030421,60,89.0,2.9784,1.9243,
EP-44444-ENTRY_ON_STRONG_REJECTION,EP-44444,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,A,ASIA,1,1,False,True,2026-07-14 02:09:00-04:00,2026-07-14 02:18:00-04:00,2026-07-14 02:18:00-04:00,29633.75,10.9763,29.8813,29609.25,24.5,29609.25,24.5,False,29718.0,rb,RB2-030421,60,84.25,2.8195,3.4388,
EP-44446-ENTRY_ON_STRONG_REJECTION,EP-44446,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,A,ASIA,1,1,False,True,2026-07-14 02:12:00-04:00,2026-07-14 02:18:00-04:00,2026-07-14 02:18:00-04:00,29633.75,10.9763,29.8813,29620.5,13.25,29620.5,13.25,False,29718.0,rb,RB2-030421,60,84.25,2.8195,6.3585,
EP-44448-ENTRY_ON_TAP,EP-44448,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,True,,2026-07-14 02:18:00-04:00,2026-07-14 02:18:00-04:00,29633.75,10.9763,29.8813,29609.75,24.0,29609.75,24.0,False,29718.0,rb,RB2-030421,60,84.25,2.8195,3.5104,
EP-44450-ENTRY_ON_TAP,EP-44450,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,1,True,True,2026-07-14 02:17:00-04:00,2026-07-14 02:18:00-04:00,2026-07-14 02:18:00-04:00,29633.75,10.9763,29.8813,29609.75,24.0,29609.75,24.0,False,29718.0,rb,RB2-030421,60,84.25,2.8195,3.5104,
EP-44451-ENTRY_ON_TAP,EP-44451,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,1,1,False,True,2026-07-14 02:17:00-04:00,2026-07-14 02:18:00-04:00,2026-07-14 02:18:00-04:00,29633.75,10.9763,29.8813,29625.0,8.75,29622.7737,10.9763,True,29718.0,rb,RB2-030421,60,84.25,2.8195,7.6756,
EP-44450-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44450,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,3,1,True,True,2026-07-14 02:17:00-04:00,2026-07-14 02:19:00-04:00,2026-07-14 02:19:00-04:00,29637.25,10.7585,29.8813,29609.75,27.5,29609.75,27.5,False,29718.0,rb,RB2-030421,60,80.75,2.7024,2.9364,
