variant_id,episode_id,symbol,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,executable,interaction_ts,trigger_ts,entry_ts,entry_price,atr_1m_24,atr_5m_24,raw_stop_price,raw_stop_distance,effective_stop_price,effective_stop_distance,stop_widened_by_atr_floor,target_surface,target_family,target_id,target_tf,target_distance,target_distance_atr5_multiple,natural_rr,rejection_reason
EP-42179-ENTRY_ON_TAP,EP-42179,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,GLOBEX_EVENING,15,1,True,True,2026-07-12 18:00:00-04:00,2026-07-12 18:01:00-04:00,2026-07-12 18:01:00-04:00,29970.75,10.3749,19.3094,29948.5,22.25,29948.5,22.25,False,29998.0,ifvg,IFVG2-002064,1,27.25,1.4112,1.2247,
EP-42180-ENTRY_ON_TAP,EP-42180,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,GLOBEX_EVENING,5,1,True,True,2026-07-12 18:00:00-04:00,2026-07-12 18:01:00-04:00,2026-07-12 18:01:00-04:00,29970.75,10.3749,19.3094,29938.25,32.5,29938.25,32.5,False,29998.0,ifvg,IFVG2-002064,1,27.25,1.4112,0.8385,
EP-42192-ENTRY_ON_TAP,EP-42192,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,1,1,False,True,2026-07-12 18:05:00-04:00,2026-07-12 18:06:00-04:00,2026-07-12 18:06:00-04:00,29883.5,14.3282,24.9528,29870.5,13.0,29869.1718,14.3282,True,29923.75,rb,RB2-014230,1,40.25,1.613,2.8091,
EP-42192-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42192,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,GLOBEX_EVENING,1,1,False,True,2026-07-12 18:05:00-04:00,2026-07-12 18:07:00-04:00,2026-07-12 18:07:00-04:00,29889.75,14.6687,24.9528,29870.5,19.25,29870.5,19.25,False,29923.75,rb,RB2-014230,1,34.0,1.3626,1.7662,
EP-42192-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42192,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,A,GLOBEX_EVENING,1,1,False,True,2026-07-12 18:05:00-04:00,2026-07-12 18:07:00-04:00,2026-07-12 18:07:00-04:00,29889.75,14.6687,24.9528,29870.5,19.25,29870.5,19.25,False,29923.75,rb,RB2-014230,1,34.0,1.3626,1.7662,
EP-42192-ENTRY_ON_STRONG_REJECTION,EP-42192,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,A,GLOBEX_EVENING,1,1,False,True,2026-07-12 18:05:00-04:00,2026-07-12 18:07:00-04:00,2026-07-12 18:07:00-04:00,29889.75,14.6687,24.9528,29870.5,19.25,29870.5,19.25,False,29923.75,rb,RB2-014230,1,34.0,1.3626,1.7662,
EP-42194-ENTRY_ON_TAP,EP-42194,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,3,1,True,True,2026-07-12 18:06:00-04:00,2026-07-12 18:07:00-04:00,2026-07-12 18:07:00-04:00,29889.75,14.6687,24.9528,29847.75,42.0,29847.75,42.0,False,29923.75,rb,RB2-014230,1,34.0,1.3626,0.8095,
EP-42197-ENTRY_ON_TAP,EP-42197,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,GLOBEX_EVENING,1,1,False,True,2026-07-12 18:09:00-04:00,2026-07-12 18:10:00-04:00,2026-07-12 18:10:00-04:00,29894.25,15.0083,26.236,29894.0,0.25,29879.2417,15.0083,True,29923.75,rb,RB2-014230,1,29.5,1.1244,1.9656,
EP-42316-ENTRY_ON_IFVG_RETEST,EP-42316,NQU6,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,F,ASIA,60,1,True,True,2026-07-12 20:06:00-04:00,2026-07-12 20:07:00-04:00,2026-07-12 20:07:00-04:00,29996.0,16.7995,28.2905,29996.5,0.5,30012.7995,16.7995,True,29954.0,rb,RB2-014277,1,42.0,1.4846,2.5001,
EP-42320-ENTRY_ON_IFVG_RETEST,EP-42320,NQU6,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,C,ASIA,3,3,False,True,,2026-07-12 20:09:00-04:00,2026-07-12 20:09:00-04:00,29985.0,17.43,28.2905,29998.75,13.75,30002.43,17.43,True,29954.0,rb,RB2-014277,1,31.0,1.0958,1.7785,
EP-42322-ENTRY_ON_TAP,EP-42322,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,ASIA,3,1,True,True,2026-07-12 20:09:00-04:00,2026-07-12 20:10:00-04:00,2026-07-12 20:10:00-04:00,29996.5,17.5996,29.3721,30007.75,11.25,30014.0996,17.5996,True,29967.0,rb,RB2-027179,5,29.5,1.0044,1.6762,
EP-42324-ENTRY_ON_TAP,EP-42324,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,1,1,False,True,2026-07-12 20:10:00-04:00,2026-07-12 20:11:00-04:00,2026-07-12 20:11:00-04:00,30025.75,18.7621,29.3721,30018.0,7.75,30006.9879,18.7621,True,30059.25,ifvg,IFVG2-003878,5,33.5,1.1405,1.7855,
EP-42325-ENTRY_ON_TAP,EP-42325,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,True,2026-07-12 20:11:00-04:00,2026-07-12 20:12:00-04:00,2026-07-12 20:12:00-04:00,30022.0,18.6157,29.3721,30041.0,19.0,30041.0,19.0,False,29967.0,rb,RB2-027179,5,55.0,1.8725,2.8947,
EP-42325-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42325,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,False,True,2026-07-12 20:11:00-04:00,2026-07-12 20:13:00-04:00,2026-07-12 20:13:00-04:00,30014.25,18.4755,29.3721,30041.0,26.75,30041.0,26.75,False,29967.0,rb,RB2-027179,5,47.25,1.6087,1.7664,
EP-42325-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42325,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,1,1,False,True,2026-07-12 20:11:00-04:00,2026-07-12 20:13:00-04:00,2026-07-12 20:13:00-04:00,30014.25,18.4755,29.3721,30041.0,26.75,30041.0,26.75,False,29967.0,rb,RB2-027179,5,47.25,1.6087,1.7664,
EP-42326-ENTRY_ON_TAP,EP-42326,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,1,True,True,2026-07-12 20:12:00-04:00,2026-07-12 20:13:00-04:00,2026-07-12 20:13:00-04:00,30014.25,18.4755,29.3721,30041.0,26.75,30041.0,26.75,False,29967.0,rb,RB2-027179,5,47.25,1.6087,1.7664,
EP-42386-ENTRY_ON_TAP,EP-42386,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,ASIA,30,1,True,True,2026-07-12 20:52:00-04:00,2026-07-12 20:53:00-04:00,2026-07-12 20:53:00-04:00,29813.0,20.6699,35.4518,29780.0,33.0,29780.0,33.0,False,29864.5,rb,RB2-014300,1,51.5,1.4527,1.5606,
EP-42394-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42394,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-12 20:59:00-04:00,2026-07-12 21:05:00-04:00,2026-07-12 21:05:00-04:00,29819.75,20.382,36.3362,29845.0,25.25,29845.0,25.25,False,29572.25,fvg,FVG2-007795,60,247.5,6.8114,9.802,
EP-42395-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42395,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,5,1,True,True,2026-07-12 21:00:00-04:00,2026-07-12 21:05:00-04:00,2026-07-12 21:05:00-04:00,29819.75,20.382,36.3362,29845.5,25.75,29845.5,25.75,False,29572.25,fvg,FVG2-007795,60,247.5,6.8114,9.6117,
EP-42395-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42395,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,5,1,True,True,2026-07-12 21:00:00-04:00,2026-07-12 21:05:00-04:00,2026-07-12 21:05:00-04:00,29819.75,20.382,36.3362,29845.5,25.75,29845.5,25.75,False,29572.25,fvg,FVG2-007795,60,247.5,6.8114,9.6117,
EP-42397-ENTRY_ON_TAP,EP-42397,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,5,5,False,True,,2026-07-12 21:05:00-04:00,2026-07-12 21:05:00-04:00,29819.75,20.382,36.3362,29845.5,25.75,29845.5,25.75,False,29572.25,fvg,FVG2-007795,60,247.5,6.8114,9.6117,
EP-42393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42393,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,3,3,False,True,,2026-07-12 21:06:00-04:00,2026-07-12 21:06:00-04:00,29819.5,20.3661,36.3362,29845.5,26.0,29845.5,26.0,False,29572.25,fvg,FVG2-007795,60,247.25,6.8045,9.5096,
EP-42393-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42393,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,3,3,False,True,,2026-07-12 21:06:00-04:00,2026-07-12 21:06:00-04:00,29819.5,20.3661,36.3362,29845.5,26.0,29845.5,26.0,False,29572.25,fvg,FVG2-007795,60,247.25,6.8045,9.5096,
EP-42393-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42393,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,3,3,False,True,,2026-07-12 21:06:00-04:00,2026-07-12 21:06:00-04:00,29819.5,20.3661,36.3362,29845.5,26.0,29845.5,26.0,False,29572.25,fvg,FVG2-007795,60,247.25,6.8045,9.5096,
EP-42400-ENTRY_ON_TAP,EP-42400,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,1,1,False,True,2026-07-12 21:07:00-04:00,2026-07-12 21:08:00-04:00,2026-07-12 21:08:00-04:00,29821.25,19.8127,36.3362,29807.0,14.25,29801.4373,19.8127,True,29864.5,rb,RB2-014300,1,43.25,1.1903,2.1829,
EP-42370-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42370,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,C,ASIA,5,5,False,True,,2026-07-12 21:10:00-04:00,2026-07-12 21:10:00-04:00,29797.0,20.1861,36.1035,29953.5,156.5,29953.5,156.5,False,29572.25,fvg,FVG2-007795,60,224.75,6.2252,1.4361,
EP-42379-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42379,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,B,ASIA,5,5,False,True,,2026-07-12 21:10:00-04:00,2026-07-12 21:10:00-04:00,29797.0,20.1861,36.1035,29911.75,114.75,29911.75,114.75,False,29572.25,fvg,FVG2-007795,60,224.75,6.2252,1.9586,
EP-42397-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42397,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,5,5,False,True,,2026-07-12 21:10:00-04:00,2026-07-12 21:10:00-04:00,29797.0,20.1861,36.1035,29845.5,48.5,29845.5,48.5,False,29572.25,fvg,FVG2-007795,60,224.75,6.2252,4.634,
EP-42397-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42397,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,5,5,False,True,,2026-07-12 21:10:00-04:00,2026-07-12 21:10:00-04:00,29797.0,20.1861,36.1035,29845.5,48.5,29845.5,48.5,False,29572.25,fvg,FVG2-007795,60,224.75,6.2252,4.634,
EP-42414-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42414,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,3,3,False,True,,2026-07-12 21:27:00-04:00,2026-07-12 21:27:00-04:00,29796.75,18.3858,35.7821,29849.0,52.25,29849.0,52.25,False,29572.25,fvg,FVG2-007795,60,224.5,6.2741,4.2967,
EP-42427-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42427,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,15,1,True,True,2026-07-12 21:32:00-04:00,2026-07-12 21:34:00-04:00,2026-07-12 21:34:00-04:00,29797.0,18.1527,35.5516,29849.0,52.0,29849.0,52.0,False,29572.25,fvg,FVG2-007795,60,224.75,6.3218,4.3221,
EP-42427-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42427,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,15,1,True,True,2026-07-12 21:32:00-04:00,2026-07-12 21:34:00-04:00,2026-07-12 21:34:00-04:00,29797.0,18.1527,35.5516,29849.0,52.0,29849.0,52.0,False,29572.25,fvg,FVG2-007795,60,224.75,6.3218,4.3221,
EP-42427-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42427,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,15,1,True,True,2026-07-12 21:32:00-04:00,2026-07-12 21:34:00-04:00,2026-07-12 21:34:00-04:00,29797.0,18.1527,35.5516,29849.0,52.0,29849.0,52.0,False,29572.25,fvg,FVG2-007795,60,224.75,6.3218,4.3221,
EP-42428-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42428,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,1,1,False,True,2026-07-12 21:32:00-04:00,2026-07-12 21:34:00-04:00,2026-07-12 21:34:00-04:00,29797.0,18.1527,35.5516,29810.0,13.0,29815.1527,18.1527,True,29572.25,fvg,FVG2-007795,60,224.75,6.3218,12.3811,
EP-42428-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42428,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-12 21:32:00-04:00,2026-07-12 21:34:00-04:00,2026-07-12 21:34:00-04:00,29797.0,18.1527,35.5516,29810.0,13.0,29815.1527,18.1527,True,29572.25,fvg,FVG2-007795,60,224.75,6.3218,12.3811,
EP-42441-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42441,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,1,1,False,True,2026-07-12 21:48:00-04:00,2026-07-12 21:50:00-04:00,2026-07-12 21:50:00-04:00,29777.75,17.0995,35.8779,29798.5,20.75,29798.5,20.75,False,29572.25,fvg,FVG2-007795,60,205.5,5.7278,9.9036,
EP-42441-ENTRY_ON_STRONG_REJECTION,EP-42441,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,A,ASIA,1,1,False,True,2026-07-12 21:48:00-04:00,2026-07-12 21:50:00-04:00,2026-07-12 21:50:00-04:00,29777.75,17.0995,35.8779,29798.5,20.75,29798.5,20.75,False,29572.25,fvg,FVG2-007795,60,205.5,5.7278,9.9036,
EP-42441-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42441,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-12 21:48:00-04:00,2026-07-12 21:52:00-04:00,2026-07-12 21:52:00-04:00,29764.0,17.2311,35.8779,29798.5,34.5,29798.5,34.5,False,29572.25,fvg,FVG2-007795,60,191.75,5.3445,5.558,
EP-42442-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42442,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,1,1,False,True,2026-07-12 21:50:00-04:00,2026-07-12 21:52:00-04:00,2026-07-12 21:52:00-04:00,29764.0,17.2311,35.8779,29799.5,35.5,29799.5,35.5,False,29572.25,fvg,FVG2-007795,60,191.75,5.3445,5.4014,
EP-42442-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42442,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-12 21:50:00-04:00,2026-07-12 21:52:00-04:00,2026-07-12 21:52:00-04:00,29764.0,17.2311,35.8779,29799.5,35.5,29799.5,35.5,False,29572.25,fvg,FVG2-007795,60,191.75,5.3445,5.4014,
EP-42441-ENTRY_ON_NEW_FVG,EP-42441,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,1,1,False,True,2026-07-12 21:48:00-04:00,2026-07-12 21:54:00-04:00,2026-07-12 21:54:00-04:00,29749.5,17.1337,35.8779,29798.5,49.0,29798.5,49.0,False,29572.25,fvg,FVG2-007795,60,177.25,4.9404,3.6173,
EP-42442-ENTRY_ON_NEW_FVG,EP-42442,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,1,1,False,True,2026-07-12 21:50:00-04:00,2026-07-12 21:54:00-04:00,2026-07-12 21:54:00-04:00,29749.5,17.1337,35.8779,29799.5,50.0,29799.5,50.0,False,29572.25,fvg,FVG2-007795,60,177.25,4.9404,3.545,
EP-42442-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42442,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-12 21:50:00-04:00,2026-07-12 21:56:00-04:00,2026-07-12 21:56:00-04:00,29741.0,17.391,36.2476,29799.5,58.5,29799.5,58.5,False,29572.25,fvg,FVG2-007795,60,168.75,4.6555,2.8846,
EP-42445-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42445,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,ASIA,1,1,False,True,2026-07-12 21:54:00-04:00,2026-07-12 21:56:00-04:00,2026-07-12 21:56:00-04:00,29741.0,17.391,36.2476,29762.0,21.0,29762.0,21.0,False,29572.25,fvg,FVG2-007795,60,168.75,4.6555,8.0357,
EP-42445-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42445,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,B,ASIA,1,1,False,True,2026-07-12 21:54:00-04:00,2026-07-12 21:56:00-04:00,2026-07-12 21:56:00-04:00,29741.0,17.391,36.2476,29762.0,21.0,29762.0,21.0,False,29572.25,fvg,FVG2-007795,60,168.75,4.6555,8.0357,
EP-42445-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42445,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,B,ASIA,1,1,False,True,2026-07-12 21:54:00-04:00,2026-07-12 21:56:00-04:00,2026-07-12 21:56:00-04:00,29741.0,17.391,36.2476,29762.0,21.0,29762.0,21.0,False,29572.25,fvg,FVG2-007795,60,168.75,4.6555,8.0357,
EP-42445-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42445,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,B,ASIA,1,1,False,True,2026-07-12 21:54:00-04:00,2026-07-12 21:58:00-04:00,2026-07-12 21:58:00-04:00,29751.5,17.9698,36.2476,29762.0,10.5,29769.4698,17.9698,True,29572.25,fvg,FVG2-007795,60,179.25,4.9452,9.9751,
EP-42450-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42450,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,1,1,False,True,2026-07-12 21:56:00-04:00,2026-07-12 21:58:00-04:00,2026-07-12 21:58:00-04:00,29751.5,17.9698,36.2476,29762.0,10.5,29769.4698,17.9698,True,29572.25,fvg,FVG2-007795,60,179.25,4.9452,9.9751,
EP-42450-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42450,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-12 21:56:00-04:00,2026-07-12 21:58:00-04:00,2026-07-12 21:58:00-04:00,29751.5,17.9698,36.2476,29762.0,10.5,29769.4698,17.9698,True,29572.25,fvg,FVG2-007795,60,179.25,4.9452,9.9751,
EP-42450-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42450,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-12 21:56:00-04:00,2026-07-12 22:01:00-04:00,2026-07-12 22:01:00-04:00,29746.0,18.5672,36.1123,29762.0,16.0,29764.5672,18.5672,True,29572.25,fvg,FVG2-007795,60,173.75,4.8114,9.3579,
EP-42451-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42451,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,1,1,False,True,2026-07-12 21:57:00-04:00,2026-07-12 22:01:00-04:00,2026-07-12 22:01:00-04:00,29746.0,18.5672,36.1123,29769.25,23.25,29769.25,23.25,False,29572.25,fvg,FVG2-007795,60,173.75,4.8114,7.4731,
EP-42451-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42451,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,1,1,False,True,2026-07-12 21:57:00-04:00,2026-07-12 22:01:00-04:00,2026-07-12 22:01:00-04:00,29746.0,18.5672,36.1123,29769.25,23.25,29769.25,23.25,False,29572.25,fvg,FVG2-007795,60,173.75,4.8114,7.4731,
EP-42451-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42451,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,False,True,2026-07-12 21:57:00-04:00,2026-07-12 22:01:00-04:00,2026-07-12 22:01:00-04:00,29746.0,18.5672,36.1123,29769.25,23.25,29769.25,23.25,False,29572.25,fvg,FVG2-007795,60,173.75,4.8114,7.4731,
EP-42452-ENTRY_ON_TAP,EP-42452,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,F,ASIA,60,1,True,True,2026-07-12 22:00:00-04:00,2026-07-12 22:01:00-04:00,2026-07-12 22:01:00-04:00,29746.0,18.5672,36.1123,29737.25,8.75,29727.4328,18.5672,True,29782.5,rb,RB2-014319,1,36.5,1.0107,1.9658,
EP-42308-ENTRY_ON_STRONG_REJECTION,EP-42308,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,-1,C,ASIA,60,60,False,True,,2026-07-12 23:00:00-04:00,2026-07-12 23:00:00-04:00,29717.5,13.3375,34.7867,29996.5,279.0,29996.5,279.0,False,29572.25,fvg,FVG2-007795,60,145.25,4.1754,0.5206,
EP-42425-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42425,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,15,15,False,True,,2026-07-12 23:00:00-04:00,2026-07-12 23:00:00-04:00,29717.5,13.3375,34.7867,29849.0,131.5,29849.0,131.5,False,29572.25,fvg,FVG2-007795,60,145.25,4.1754,1.1046,
EP-42455-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42455,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,30,30,False,True,,2026-07-12 23:00:00-04:00,2026-07-12 23:00:00-04:00,29717.5,13.3375,34.7867,29843.25,125.75,29843.25,125.75,False,29572.25,fvg,FVG2-007795,60,145.25,4.1754,1.1551,
EP-42455-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42455,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,30,30,False,True,,2026-07-12 23:00:00-04:00,2026-07-12 23:00:00-04:00,29717.5,13.3375,34.7867,29843.25,125.75,29843.25,125.75,False,29572.25,fvg,FVG2-007795,60,145.25,4.1754,1.1551,
EP-42493-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42493,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,15,15,False,True,,2026-07-12 23:00:00-04:00,2026-07-12 23:00:00-04:00,29717.5,13.3375,34.7867,29808.75,91.25,29808.75,91.25,False,29572.25,fvg,FVG2-007795,60,145.25,4.1754,1.5918,
EP-42493-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42493,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,A,ASIA,15,15,False,True,,2026-07-12 23:00:00-04:00,2026-07-12 23:00:00-04:00,29717.5,13.3375,34.7867,29808.75,91.25,29808.75,91.25,False,29572.25,fvg,FVG2-007795,60,145.25,4.1754,1.5918,
EP-42507-ENTRY_ON_NEW_FVG,EP-42507,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,3,3,False,True,,2026-07-12 23:00:00-04:00,2026-07-12 23:00:00-04:00,29717.5,13.3375,34.7867,29787.0,69.5,29787.0,69.5,False,29572.25,fvg,FVG2-007795,60,145.25,4.1754,2.0899,
EP-42477-ENTRY_ON_NEW_FVG,EP-42477,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,B,ASIA,5,5,False,True,,2026-07-12 23:05:00-04:00,2026-07-12 23:05:00-04:00,29710.0,12.5639,33.9936,29803.25,93.25,29803.25,93.25,False,29572.25,fvg,FVG2-007795,60,137.75,4.0522,1.4772,
EP-42484-ENTRY_ON_NEW_FVG,EP-42484,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,5,5,False,True,,2026-07-12 23:05:00-04:00,2026-07-12 23:05:00-04:00,29710.0,12.5639,33.9936,29802.0,92.0,29802.0,92.0,False,29572.25,fvg,FVG2-007795,60,137.75,4.0522,1.4973,
EP-42539-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42539,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,ASIA,3,1,True,True,2026-07-12 23:19:00-04:00,2026-07-12 23:22:00-04:00,2026-07-12 23:22:00-04:00,29690.25,11.424,32.3749,29698.0,7.75,29701.674,11.424,True,29572.25,fvg,FVG2-007795,60,118.0,3.6448,10.3291,
EP-42539-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-42539,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,ASIA,3,1,True,True,2026-07-12 23:19:00-04:00,2026-07-12 23:22:00-04:00,2026-07-12 23:22:00-04:00,29690.25,11.424,32.3749,29698.0,7.75,29701.674,11.424,True,29572.25,fvg,FVG2-007795,60,118.0,3.6448,10.3291,
