structure_id,timeframe,direction,activation_ts,active,deactivation_seq,deactivation_ts,deactivation_available_seq,deactivation_reason,active_until_seq
IFVG2-001908,1,bullish,2026-07-08 12:20:00-04:00,False,33107,2026-07-08 20:20:00-04:00,33108,EXPIRED_ACTIVE_8H,33107
IFVG2-001909,1,bearish,2026-07-08 13:41:00-04:00,False,32769,2026-07-08 13:42:00-04:00,32770,DEACTIVATED_OVERSHOOT_LIMIT,32769
IFVG2-001910,1,bearish,2026-07-08 13:41:00-04:00,False,32791,2026-07-08 14:04:00-04:00,32792,DEACTIVATED_OVERSHOOT_LIMIT,32791
IFVG2-001911,1,bullish,2026-07-08 14:00:00-04:00,False,32817,2026-07-08 14:30:00-04:00,32818,DEACTIVATED_CLOSE_THROUGH,32817
IFVG2-001912,1,bullish,2026-07-08 14:00:00-04:00,False,33207,2026-07-08 22:00:00-04:00,33208,EXPIRED_ACTIVE_8H,33207
IFVG2-001913,1,bullish,2026-07-08 14:01:00-04:00,False,32792,2026-07-08 14:05:00-04:00,32793,DEACTIVATED_OVERSHOOT_LIMIT,32792
IFVG2-001914,1,bearish,2026-07-08 14:41:00-04:00,False,32831,2026-07-08 14:44:00-04:00,32832,DEACTIVATED_CLOSE_THROUGH,32831
IFVG2-001915,1,bullish,2026-07-08 14:44:00-04:00,False,32832,2026-07-08 14:45:00-04:00,32833,DEACTIVATED_OVERSHOOT_LIMIT,32832
IFVG2-001916,1,bearish,2026-07-08 15:41:00-04:00,False,32891,2026-07-08 15:44:00-04:00,32892,DEACTIVATED_CLOSE_THROUGH,32891
IFVG2-001917,1,bearish,2026-07-08 16:01:00-04:00,False,32913,2026-07-08 16:06:00-04:00,32914,DEACTIVATED_OVERSHOOT_LIMIT,32913
IFVG2-001918,1,bullish,2026-07-08 16:40:00-04:00,False,32963,2026-07-08 16:56:00-04:00,32964,DEACTIVATED_OVERSHOOT_LIMIT,32963
IFVG2-001919,1,bullish,2026-07-08 16:57:00-04:00,False,32966,2026-07-08 16:59:00-04:00,32967,DEACTIVATED_OVERSHOOT_LIMIT,32966
IFVG2-001920,1,bullish,2026-07-08 18:00:00-04:00,False,33447,2026-07-09 02:00:00-04:00,33448,EXPIRED_ACTIVE_8H,33447
IFVG2-001921,1,bearish,2026-07-08 18:18:00-04:00,False,33033,2026-07-08 19:06:00-04:00,33034,DEACTIVATED_CLOSE_THROUGH,33033
IFVG2-001922,1,bullish,2026-07-08 18:56:00-04:00,False,33044,2026-07-08 19:17:00-04:00,33045,DEACTIVATED_OVERSHOOT_LIMIT,33044
IFVG2-001923,1,bearish,2026-07-08 19:16:00-04:00,False,33060,2026-07-08 19:33:00-04:00,33061,DEACTIVATED_CLOSE_THROUGH,33060
IFVG2-001924,1,bearish,2026-07-08 19:17:00-04:00,False,33056,2026-07-08 19:29:00-04:00,33057,DEACTIVATED_CLOSE_THROUGH,33056
IFVG2-001925,1,bullish,2026-07-08 19:23:00-04:00,False,33053,2026-07-08 19:26:00-04:00,33054,DEACTIVATED_CLOSE_THROUGH,33053
IFVG2-001926,1,bearish,2026-07-08 19:26:00-04:00,False,33055,2026-07-08 19:28:00-04:00,33056,DEACTIVATED_CLOSE_THROUGH,33055
IFVG2-001927,1,bullish,2026-07-08 19:35:00-04:00,False,33063,2026-07-08 19:36:00-04:00,33064,DEACTIVATED_CLOSE_THROUGH,33063
IFVG2-001928,1,bullish,2026-07-08 20:21:00-04:00,False,33111,2026-07-08 20:24:00-04:00,33112,DEACTIVATED_OVERSHOOT_LIMIT,33111
IFVG2-001929,1,bearish,2026-07-08 20:31:00-04:00,False,33228,2026-07-08 22:21:00-04:00,33229,DEACTIVATED_CLOSE_THROUGH,33228
IFVG2-001930,1,bearish,2026-07-08 20:33:00-04:00,False,33123,2026-07-08 20:36:00-04:00,33124,DEACTIVATED_CLOSE_THROUGH,33123
IFVG2-001931,1,bearish,2026-07-08 20:51:00-04:00,False,33165,2026-07-08 21:18:00-04:00,33166,DEACTIVATED_OVERSHOOT_LIMIT,33165
IFVG2-001932,1,bullish,2026-07-08 20:56:00-04:00,False,33144,2026-07-08 20:57:00-04:00,33145,DEACTIVATED_CLOSE_THROUGH,33144
IFVG2-001933,1,bullish,2026-07-08 21:07:00-04:00,False,33201,2026-07-08 21:54:00-04:00,33202,DEACTIVATED_CLOSE_THROUGH,33201
IFVG2-001934,1,bearish,2026-07-08 21:21:00-04:00,False,33169,2026-07-08 21:22:00-04:00,33170,DEACTIVATED_CLOSE_THROUGH,33169
IFVG2-001935,1,bullish,2026-07-08 21:44:00-04:00,False,33192,2026-07-08 21:45:00-04:00,33193,DEACTIVATED_OVERSHOOT_LIMIT,33192
IFVG2-001936,1,bearish,2026-07-08 21:53:00-04:00,False,33215,2026-07-08 22:08:00-04:00,33216,DEACTIVATED_OVERSHOOT_LIMIT,33215
IFVG2-001937,1,bearish,2026-07-08 21:54:00-04:00,False,33215,2026-07-08 22:08:00-04:00,33216,DEACTIVATED_CLOSE_THROUGH,33215
IFVG2-001938,1,bullish,2026-07-08 22:07:00-04:00,False,33251,2026-07-08 22:44:00-04:00,33252,DEACTIVATED_CLOSE_THROUGH,33251
IFVG2-001939,1,bullish,2026-07-08 22:07:00-04:00,False,33251,2026-07-08 22:44:00-04:00,33252,DEACTIVATED_CLOSE_THROUGH,33251
IFVG2-001940,1,bullish,2026-07-08 22:08:00-04:00,False,33242,2026-07-08 22:35:00-04:00,33243,DEACTIVATED_CLOSE_THROUGH,33242
IFVG2-001941,1,bearish,2026-07-08 22:35:00-04:00,False,33244,2026-07-08 22:37:00-04:00,33245,DEACTIVATED_OVERSHOOT_LIMIT,33244
IFVG2-001942,1,bearish,2026-07-08 22:48:00-04:00,False,33256,2026-07-08 22:49:00-04:00,33257,DEACTIVATED_OVERSHOOT_LIMIT,33256
IFVG2-001943,1,bearish,2026-07-08 23:00:00-04:00,False,33269,2026-07-08 23:02:00-04:00,33270,DEACTIVATED_OVERSHOOT_LIMIT,33269
IFVG2-001944,1,bullish,2026-07-08 23:29:00-04:00,False,33352,2026-07-09 00:25:00-04:00,33353,DEACTIVATED_CLOSE_THROUGH,33352
IFVG2-001945,1,bullish,2026-07-08 23:33:00-04:00,False,33301,2026-07-08 23:34:00-04:00,33302,DEACTIVATED_CLOSE_THROUGH,33301
IFVG2-001946,1,bearish,2026-07-09 00:06:00-04:00,False,33336,2026-07-09 00:09:00-04:00,33337,DEACTIVATED_OVERSHOOT_LIMIT,33336
IFVG2-001947,1,bearish,2026-07-09 00:25:00-04:00,False,33355,2026-07-09 00:28:00-04:00,33356,DEACTIVATED_OVERSHOOT_LIMIT,33355
IFVG2-001948,1,bullish,2026-07-09 00:30:00-04:00,False,33419,2026-07-09 01:32:00-04:00,33420,DEACTIVATED_CLOSE_THROUGH,33419
IFVG2-001949,1,bullish,2026-07-09 00:30:00-04:00,False,33419,2026-07-09 01:32:00-04:00,33420,DEACTIVATED_OVERSHOOT_LIMIT,33419
IFVG2-001950,1,bullish,2026-07-09 00:31:00-04:00,False,33417,2026-07-09 01:30:00-04:00,33418,DEACTIVATED_CLOSE_THROUGH,33417
IFVG2-001951,1,bullish,2026-07-09 00:32:00-04:00,False,33360,2026-07-09 00:33:00-04:00,33361,DEACTIVATED_OVERSHOOT_LIMIT,33360
IFVG2-001952,1,bullish,2026-07-09 01:11:00-04:00,False,33405,2026-07-09 01:18:00-04:00,33406,DEACTIVATED_CLOSE_THROUGH,33405
IFVG2-001953,1,bearish,2026-07-09 01:22:00-04:00,False,33422,2026-07-09 01:35:00-04:00,33423,DEACTIVATED_OVERSHOOT_LIMIT,33422
IFVG2-001954,1,bearish,2026-07-09 01:30:00-04:00,False,33421,2026-07-09 01:34:00-04:00,33422,DEACTIVATED_CLOSE_THROUGH,33421
IFVG2-001955,1,bullish,2026-07-09 01:33:00-04:00,False,33900,2026-07-09 09:33:00-04:00,33901,EXPIRED_UNTOUCHED_8H,33900
IFVG2-001956,1,bullish,2026-07-09 01:34:00-04:00,False,33901,2026-07-09 09:34:00-04:00,33902,EXPIRED_ACTIVE_8H,33901
IFVG2-001957,1,bullish,2026-07-09 02:08:00-04:00,False,33739,2026-07-09 06:52:00-04:00,33740,DEACTIVATED_CLOSE_THROUGH,33739
IFVG2-001958,1,bearish,2026-07-09 03:29:00-04:00,False,33539,2026-07-09 03:32:00-04:00,33540,DEACTIVATED_OVERSHOOT_LIMIT,33539
IFVG2-001959,1,bearish,2026-07-09 03:57:00-04:00,False,33566,2026-07-09 03:59:00-04:00,33567,DEACTIVATED_OVERSHOOT_LIMIT,33566
IFVG2-001960,1,bearish,2026-07-09 04:18:00-04:00,False,33818,2026-07-09 08:11:00-04:00,33819,DEACTIVATED_OVERSHOOT_LIMIT,33818
IFVG2-001961,1,bearish,2026-07-09 04:32:00-04:00,False,33797,2026-07-09 07:50:00-04:00,33798,DEACTIVATED_CLOSE_THROUGH,33797
IFVG2-001962,1,bearish,2026-07-09 04:34:00-04:00,False,33790,2026-07-09 07:43:00-04:00,33791,DEACTIVATED_CLOSE_THROUGH,33790
IFVG2-001963,1,bearish,2026-07-09 04:46:00-04:00,False,33618,2026-07-09 04:51:00-04:00,33619,DEACTIVATED_OVERSHOOT_LIMIT,33618
IFVG2-001964,1,bearish,2026-07-09 04:46:00-04:00,False,33623,2026-07-09 04:56:00-04:00,33624,DEACTIVATED_OVERSHOOT_LIMIT,33623
IFVG2-001965,1,bullish,2026-07-09 04:52:00-04:00,False,33624,2026-07-09 04:57:00-04:00,33625,DEACTIVATED_CLOSE_THROUGH,33624
IFVG2-001966,1,bullish,2026-07-09 05:18:00-04:00,False,33652,2026-07-09 05:25:00-04:00,33653,DEACTIVATED_OVERSHOOT_LIMIT,33652
IFVG2-001967,1,bullish,2026-07-09 05:39:00-04:00,False,33668,2026-07-09 05:41:00-04:00,33669,DEACTIVATED_CLOSE_THROUGH,33668
IFVG2-001968,1,bearish,2026-07-09 06:13:00-04:00,False,33701,2026-07-09 06:14:00-04:00,33702,DEACTIVATED_CLOSE_THROUGH,33701
IFVG2-001969,1,bearish,2026-07-09 06:24:00-04:00,False,33723,2026-07-09 06:36:00-04:00,33724,DEACTIVATED_CLOSE_THROUGH,33723
IFVG2-001970,1,bearish,2026-07-09 06:24:00-04:00,False,33779,2026-07-09 07:32:00-04:00,33780,DEACTIVATED_CLOSE_THROUGH,33779
IFVG2-001971,1,bearish,2026-07-09 06:30:00-04:00,False,33722,2026-07-09 06:35:00-04:00,33723,DEACTIVATED_CLOSE_THROUGH,33722
IFVG2-001972,1,bearish,2026-07-09 06:46:00-04:00,False,33749,2026-07-09 07:02:00-04:00,33750,DEACTIVATED_OVERSHOOT_LIMIT,33749
IFVG2-001973,1,bearish,2026-07-09 07:07:00-04:00,False,33758,2026-07-09 07:11:00-04:00,33759,DEACTIVATED_CLOSE_THROUGH,33758
IFVG2-001974,1,bullish,2026-07-09 07:11:00-04:00,False,34238,2026-07-09 15:11:00-04:00,34239,EXPIRED_ACTIVE_8H,34238
IFVG2-001975,1,bullish,2026-07-09 07:50:00-04:00,False,33802,2026-07-09 07:55:00-04:00,33803,DEACTIVATED_OVERSHOOT_LIMIT,33802
IFVG2-001976,1,bearish,2026-07-09 09:03:00-04:00,False,33872,2026-07-09 09:05:00-04:00,33873,DEACTIVATED_OVERSHOOT_LIMIT,33872
IFVG2-001977,1,bearish,2026-07-09 09:15:00-04:00,False,33884,2026-07-09 09:17:00-04:00,33885,DEACTIVATED_CLOSE_THROUGH,33884
IFVG2-001978,1,bearish,2026-07-09 09:30:00-04:00,False,33898,2026-07-09 09:31:00-04:00,33899,DEACTIVATED_OVERSHOOT_LIMIT,33898
IFVG2-001979,1,bullish,2026-07-09 09:34:00-04:00,False,33902,2026-07-09 09:35:00-04:00,33903,DEACTIVATED_OVERSHOOT_LIMIT,33902
IFVG2-001980,1,bullish,2026-07-09 09:34:00-04:00,False,33942,2026-07-09 10:15:00-04:00,33943,DEACTIVATED_CLOSE_THROUGH,33942
IFVG2-001981,1,bullish,2026-07-09 09:34:00-04:00,False,33942,2026-07-09 10:15:00-04:00,33943,DEACTIVATED_CLOSE_THROUGH,33942
IFVG2-001982,1,bearish,2026-07-09 09:40:00-04:00,False,33909,2026-07-09 09:42:00-04:00,33910,DEACTIVATED_CLOSE_THROUGH,33909
IFVG2-001983,1,bearish,2026-07-09 10:15:00-04:00,False,33955,2026-07-09 10:28:00-04:00,33956,DEACTIVATED_CLOSE_THROUGH,33955
IFVG2-001984,1,bearish,2026-07-09 10:44:00-04:00,False,33973,2026-07-09 10:46:00-04:00,33974,DEACTIVATED_CLOSE_THROUGH,33973
IFVG2-001985,1,bullish,2026-07-09 10:54:00-04:00,False,34401,2026-07-09 18:54:00-04:00,34402,EXPIRED_ACTIVE_8H,34401
IFVG2-001986,1,bullish,2026-07-09 11:06:00-04:00,False,33995,2026-07-09 11:08:00-04:00,33996,DEACTIVATED_OVERSHOOT_LIMIT,33995
IFVG2-001987,1,bullish,2026-07-09 11:22:00-04:00,False,34429,2026-07-09 19:22:00-04:00,34430,EXPIRED_ACTIVE_8H,34429
IFVG2-001988,1,bullish,2026-07-09 11:50:00-04:00,False,34042,2026-07-09 11:55:00-04:00,34043,DEACTIVATED_CLOSE_THROUGH,34042
IFVG2-001989,1,bullish,2026-07-09 12:40:00-04:00,False,34474,2026-07-09 20:07:00-04:00,34475,DEACTIVATED_CLOSE_THROUGH,34474
IFVG2-001990,1,bullish,2026-07-09 12:51:00-04:00,False,34099,2026-07-09 12:52:00-04:00,34100,DEACTIVATED_OVERSHOOT_LIMIT,34099
IFVG2-001991,1,bearish,2026-07-09 13:38:00-04:00,False,34150,2026-07-09 13:43:00-04:00,34151,DEACTIVATED_OVERSHOOT_LIMIT,34150
IFVG2-001992,1,bearish,2026-07-09 13:50:00-04:00,False,34158,2026-07-09 13:51:00-04:00,34159,DEACTIVATED_OVERSHOOT_LIMIT,34158
IFVG2-001993,1,bearish,2026-07-09 14:55:00-04:00,False,34226,2026-07-09 14:59:00-04:00,34227,DEACTIVATED_OVERSHOOT_LIMIT,34226
IFVG2-001994,1,bearish,2026-07-09 15:00:00-04:00,False,34245,2026-07-09 15:18:00-04:00,34246,DEACTIVATED_CLOSE_THROUGH,34245
IFVG2-001995,1,bearish,2026-07-09 15:25:00-04:00,False,34254,2026-07-09 15:27:00-04:00,34255,DEACTIVATED_OVERSHOOT_LIMIT,34254
IFVG2-001996,1,bearish,2026-07-09 15:50:00-04:00,False,34278,2026-07-09 15:51:00-04:00,34279,DEACTIVATED_OVERSHOOT_LIMIT,34278
IFVG2-001997,1,bullish,2026-07-09 15:57:00-04:00,False,34285,2026-07-09 15:58:00-04:00,34286,DEACTIVATED_CLOSE_THROUGH,34285
IFVG2-001998,1,bearish,2026-07-09 16:24:00-04:00,False,34312,2026-07-09 16:25:00-04:00,34313,DEACTIVATED_OVERSHOOT_LIMIT,34312
IFVG2-001999,1,bearish,2026-07-09 16:35:00-04:00,False,34323,2026-07-09 16:36:00-04:00,34324,DEACTIVATED_CLOSE_THROUGH,34323
IFVG2-002000,1,bullish,2026-07-09 18:49:00-04:00,False,34400,2026-07-09 18:53:00-04:00,34401,DEACTIVATED_CLOSE_THROUGH,34400
IFVG2-002001,1,bearish,2026-07-09 18:53:00-04:00,False,34401,2026-07-09 18:54:00-04:00,34402,DEACTIVATED_OVERSHOOT_LIMIT,34401
IFVG2-002002,1,bearish,2026-07-09 19:30:00-04:00,False,34439,2026-07-09 19:32:00-04:00,34440,DEACTIVATED_OVERSHOOT_LIMIT,34439
IFVG2-002003,1,bearish,2026-07-09 19:45:00-04:00,False,34459,2026-07-09 19:52:00-04:00,34460,DEACTIVATED_CLOSE_THROUGH,34459
IFVG2-002004,1,bearish,2026-07-09 20:01:00-04:00,False,34637,2026-07-09 22:50:00-04:00,34638,DEACTIVATED_CLOSE_THROUGH,34637
IFVG2-002005,1,bearish,2026-07-09 20:07:00-04:00,False,34475,2026-07-09 20:08:00-04:00,34476,DEACTIVATED_OVERSHOOT_LIMIT,34475
IFVG2-002006,1,bullish,2026-07-09 20:59:00-04:00,False,34528,2026-07-09 21:01:00-04:00,34529,DEACTIVATED_CLOSE_THROUGH,34528
IFVG2-002007,1,bearish,2026-07-09 21:03:00-04:00,False,34544,2026-07-09 21:17:00-04:00,34545,DEACTIVATED_CLOSE_THROUGH,34544
IFVG2-002008,1,bearish,2026-07-09 21:04:00-04:00,False,34534,2026-07-09 21:07:00-04:00,34535,DEACTIVATED_CLOSE_THROUGH,34534
IFVG2-002009,1,bearish,2026-07-09 21:04:00-04:00,False,34535,2026-07-09 21:08:00-04:00,34536,DEACTIVATED_OVERSHOOT_LIMIT,34535
IFVG2-002010,1,bearish,2026-07-09 21:05:00-04:00,False,34533,2026-07-09 21:06:00-04:00,34534,DEACTIVATED_CLOSE_THROUGH,34533
IFVG2-002011,1,bearish,2026-07-09 21:09:00-04:00,False,34538,2026-07-09 21:11:00-04:00,34539,DEACTIVATED_CLOSE_THROUGH,34538
IFVG2-002012,1,bullish,2026-07-09 21:19:00-04:00,False,34823,2026-07-10 01:56:00-04:00,34824,DEACTIVATED_OVERSHOOT_LIMIT,34823
IFVG2-002013,1,bearish,2026-07-09 21:26:00-04:00,False,34557,2026-07-09 21:30:00-04:00,34558,DEACTIVATED_CLOSE_THROUGH,34557
IFVG2-002014,1,bearish,2026-07-09 21:59:00-04:00,False,34626,2026-07-09 22:39:00-04:00,34627,DEACTIVATED_CLOSE_THROUGH,34626
IFVG2-002015,1,bearish,2026-07-09 22:00:00-04:00,False,34594,2026-07-09 22:07:00-04:00,34595,DEACTIVATED_CLOSE_THROUGH,34594
IFVG2-002016,1,bullish,2026-07-09 22:07:00-04:00,False,34600,2026-07-09 22:13:00-04:00,34601,DEACTIVATED_CLOSE_THROUGH,34600
IFVG2-002017,1,bullish,2026-07-09 22:19:00-04:00,False,34608,2026-07-09 22:21:00-04:00,34609,DEACTIVATED_CLOSE_THROUGH,34608
IFVG2-002018,1,bearish,2026-07-09 23:24:00-04:00,False,34707,2026-07-10 00:00:00-04:00,34708,DEACTIVATED_OVERSHOOT_LIMIT,34707
IFVG2-002019,1,bearish,2026-07-09 23:24:00-04:00,False,34711,2026-07-10 00:04:00-04:00,34712,DEACTIVATED_CLOSE_THROUGH,34711
IFVG2-002020,1,bearish,2026-07-09 23:41:00-04:00,False,34689,2026-07-09 23:42:00-04:00,34690,DEACTIVATED_OVERSHOOT_LIMIT,34689
IFVG2-002021,1,bearish,2026-07-10 00:50:00-04:00,False,35237,2026-07-10 08:50:00-04:00,35238,EXPIRED_UNTOUCHED_8H,35237
IFVG2-002022,1,bearish,2026-07-10 00:51:00-04:00,False,35238,2026-07-10 08:51:00-04:00,35239,EXPIRED_ACTIVE_8H,35238
IFVG2-002023,1,bearish,2026-07-10 00:56:00-04:00,False,34782,2026-07-10 01:15:00-04:00,34783,DEACTIVATED_CLOSE_THROUGH,34782
IFVG2-002024,1,bearish,2026-07-10 01:08:00-04:00,False,34777,2026-07-10 01:10:00-04:00,34778,DEACTIVATED_CLOSE_THROUGH,34777
IFVG2-002025,1,bearish,2026-07-10 01:08:00-04:00,False,34777,2026-07-10 01:10:00-04:00,34778,DEACTIVATED_CLOSE_THROUGH,34777
IFVG2-002026,1,bearish,2026-07-10 01:30:00-04:00,False,34798,2026-07-10 01:31:00-04:00,34799,DEACTIVATED_CLOSE_THROUGH,34798
IFVG2-002027,1,bullish,2026-07-10 02:08:00-04:00,False,34836,2026-07-10 02:09:00-04:00,34837,DEACTIVATED_CLOSE_THROUGH,34836
IFVG2-002028,1,bullish,2026-07-10 02:30:00-04:00,False,34865,2026-07-10 02:38:00-04:00,34866,DEACTIVATED_CLOSE_THROUGH,34865
IFVG2-002029,1,bullish,2026-07-10 03:17:00-04:00,False,34905,2026-07-10 03:18:00-04:00,34906,DEACTIVATED_OVERSHOOT_LIMIT,34905
IFVG2-002030,1,bullish,2026-07-10 03:24:00-04:00,False,34914,2026-07-10 03:27:00-04:00,34915,DEACTIVATED_CLOSE_THROUGH,34914
IFVG2-002031,1,bullish,2026-07-10 04:07:00-04:00,False,35008,2026-07-10 05:01:00-04:00,35009,DEACTIVATED_CLOSE_THROUGH,35008
IFVG2-002032,1,bullish,2026-07-10 04:15:00-04:00,False,34963,2026-07-10 04:16:00-04:00,34964,DEACTIVATED_CLOSE_THROUGH,34963
IFVG2-002033,1,bearish,2026-07-10 04:18:00-04:00,False,34996,2026-07-10 04:49:00-04:00,34997,DEACTIVATED_OVERSHOOT_LIMIT,34996
IFVG2-002034,1,bearish,2026-07-10 04:21:00-04:00,False,34986,2026-07-10 04:39:00-04:00,34987,DEACTIVATED_OVERSHOOT_LIMIT,34986
IFVG2-002035,1,bearish,2026-07-10 04:22:00-04:00,False,34972,2026-07-10 04:25:00-04:00,34973,DEACTIVATED_CLOSE_THROUGH,34972
IFVG2-002036,1,bullish,2026-07-10 04:38:00-04:00,False,34987,2026-07-10 04:40:00-04:00,34988,DEACTIVATED_CLOSE_THROUGH,34987
IFVG2-002037,1,bullish,2026-07-10 04:44:00-04:00,False,35008,2026-07-10 05:01:00-04:00,35009,DEACTIVATED_CLOSE_THROUGH,35008
IFVG2-002038,1,bearish,2026-07-10 05:36:00-04:00,False,35045,2026-07-10 05:38:00-04:00,35046,DEACTIVATED_CLOSE_THROUGH,35045
IFVG2-002039,1,bearish,2026-07-10 05:48:00-04:00,False,35064,2026-07-10 05:57:00-04:00,35065,DEACTIVATED_CLOSE_THROUGH,35064
IFVG2-002040,1,bearish,2026-07-10 07:25:00-04:00,False,35278,2026-07-10 09:31:00-04:00,35279,DEACTIVATED_OVERSHOOT_LIMIT,35278
IFVG2-002041,1,bearish,2026-07-10 07:30:00-04:00,False,35200,2026-07-10 08:13:00-04:00,35201,DEACTIVATED_CLOSE_THROUGH,35200
IFVG2-002042,1,bullish,2026-07-10 08:13:00-04:00,False,35201,2026-07-10 08:14:00-04:00,35202,DEACTIVATED_CLOSE_THROUGH,35201
IFVG2-002043,1,bullish,2026-07-10 08:13:00-04:00,False,35201,2026-07-10 08:14:00-04:00,35202,DEACTIVATED_OVERSHOOT_LIMIT,35201
IFVG2-002044,1,bullish,2026-07-10 08:39:00-04:00,False,35228,2026-07-10 08:41:00-04:00,35229,DEACTIVATED_OVERSHOOT_LIMIT,35228
IFVG2-002045,1,bullish,2026-07-10 09:30:00-04:00,False,35287,2026-07-10 09:40:00-04:00,35288,DEACTIVATED_CLOSE_THROUGH,35287
IFVG2-002046,1,bearish,2026-07-10 09:40:00-04:00,False,35289,2026-07-10 09:42:00-04:00,35290,DEACTIVATED_CLOSE_THROUGH,35289
IFVG2-002047,1,bullish,2026-07-10 09:46:00-04:00,False,35328,2026-07-10 10:21:00-04:00,35329,DEACTIVATED_CLOSE_THROUGH,35328
IFVG2-002048,1,bullish,2026-07-10 09:58:00-04:00,False,35306,2026-07-10 09:59:00-04:00,35307,DEACTIVATED_CLOSE_THROUGH,35306
IFVG2-002049,1,bullish,2026-07-10 10:27:00-04:00,False,35336,2026-07-10 10:29:00-04:00,35337,DEACTIVATED_CLOSE_THROUGH,35336
IFVG2-002050,1,bearish,2026-07-10 10:32:00-04:00,False,35383,2026-07-10 11:16:00-04:00,35384,DEACTIVATED_CLOSE_THROUGH,35383
IFVG2-002051,1,bullish,2026-07-10 11:08:00-04:00,False,35727,2026-07-12 18:00:00-04:00,35728,EXPIRED_ACTIVE_8H,35727
IFVG2-002052,1,bullish,2026-07-10 11:10:00-04:00,False,35378,2026-07-10 11:11:00-04:00,35379,DEACTIVATED_OVERSHOOT_LIMIT,35378
IFVG2-002053,1,bullish,2026-07-10 11:20:00-04:00,False,35389,2026-07-10 11:22:00-04:00,35390,DEACTIVATED_OVERSHOOT_LIMIT,35389
IFVG2-002054,1,bullish,2026-07-10 11:59:00-04:00,False,35727,2026-07-12 18:00:00-04:00,35728,EXPIRED_ACTIVE_8H,35727
IFVG2-002055,1,bullish,2026-07-10 12:40:00-04:00,False,35471,2026-07-10 12:44:00-04:00,35472,DEACTIVATED_OVERSHOOT_LIMIT,35471
IFVG2-002056,1,bearish,2026-07-10 13:01:00-04:00,False,35495,2026-07-10 13:08:00-04:00,35496,DEACTIVATED_OVERSHOOT_LIMIT,35495
IFVG2-002057,1,bullish,2026-07-10 13:06:00-04:00,False,35494,2026-07-10 13:07:00-04:00,35495,DEACTIVATED_OVERSHOOT_LIMIT,35494
IFVG2-002058,1,bearish,2026-07-10 13:57:00-04:00,False,35548,2026-07-10 14:01:00-04:00,35549,DEACTIVATED_OVERSHOOT_LIMIT,35548
IFVG2-002059,1,bearish,2026-07-10 13:58:00-04:00,False,35547,2026-07-10 14:00:00-04:00,35548,DEACTIVATED_CLOSE_THROUGH,35547
IFVG2-002060,1,bullish,2026-07-10 14:00:00-04:00,False,35551,2026-07-10 14:04:00-04:00,35552,DEACTIVATED_OVERSHOOT_LIMIT,35551
IFVG2-002061,1,bullish,2026-07-10 14:40:00-04:00,False,35589,2026-07-10 14:42:00-04:00,35590,DEACTIVATED_OVERSHOOT_LIMIT,35589
IFVG2-002062,1,bullish,2026-07-10 15:14:00-04:00,False,35622,2026-07-10 15:15:00-04:00,35623,DEACTIVATED_CLOSE_THROUGH,35622
IFVG2-002063,1,bearish,2026-07-10 16:03:00-04:00,False,35671,2026-07-10 16:04:00-04:00,35672,DEACTIVATED_CLOSE_THROUGH,35671
IFVG2-002064,1,bearish,2026-07-12 18:00:00-04:00,False,35857,2026-07-12 20:10:00-04:00,35858,DEACTIVATED_CLOSE_THROUGH,35857
IFVG2-002065,1,bearish,2026-07-12 19:00:00-04:00,False,35848,2026-07-12 20:01:00-04:00,35849,DEACTIVATED_OVERSHOOT_LIMIT,35848
IFVG2-002066,1,bullish,2026-07-12 19:51:00-04:00,False,35839,2026-07-12 19:52:00-04:00,35840,DEACTIVATED_CLOSE_THROUGH,35839
IFVG2-002067,1,bullish,2026-07-12 20:02:00-04:00,False,35880,2026-07-12 20:33:00-04:00,35881,DEACTIVATED_CLOSE_THROUGH,35880
IFVG2-002068,1,bearish,2026-07-12 20:34:00-04:00,False,36361,2026-07-13 04:34:00-04:00,36362,EXPIRED_ACTIVE_8H,36361
IFVG2-002069,1,bullish,2026-07-12 21:29:00-04:00,False,35937,2026-07-12 21:30:00-04:00,35938,DEACTIVATED_CLOSE_THROUGH,35937
IFVG2-002070,1,bullish,2026-07-12 21:36:00-04:00,False,35949,2026-07-12 21:42:00-04:00,35950,DEACTIVATED_CLOSE_THROUGH,35949
IFVG2-002071,1,bearish,2026-07-12 22:31:00-04:00,False,36000,2026-07-12 22:33:00-04:00,36001,DEACTIVATED_OVERSHOOT_LIMIT,36000
IFVG2-002072,1,bearish,2026-07-12 22:51:00-04:00,False,36412,2026-07-13 05:25:00-04:00,36413,DEACTIVATED_CLOSE_THROUGH,36412
IFVG2-002073,1,bullish,2026-07-12 23:38:00-04:00,False,36066,2026-07-12 23:39:00-04:00,36067,DEACTIVATED_CLOSE_THROUGH,36066
IFVG2-002074,1,bullish,2026-07-12 23:49:00-04:00,False,36078,2026-07-12 23:51:00-04:00,36079,DEACTIVATED_CLOSE_THROUGH,36078
IFVG2-002075,1,bullish,2026-07-13 00:28:00-04:00,False,36116,2026-07-13 00:29:00-04:00,36117,DEACTIVATED_OVERSHOOT_LIMIT,36116
IFVG2-002076,1,bullish,2026-07-13 00:38:00-04:00,False,36126,2026-07-13 00:39:00-04:00,36127,DEACTIVATED_OVERSHOOT_LIMIT,36126
IFVG2-002077,1,bearish,2026-07-13 01:15:00-04:00,False,36291,2026-07-13 03:24:00-04:00,36292,DEACTIVATED_CLOSE_THROUGH,36291
