week,variant_id,episode_id,structure_id,family,tf,surface,distance,natural_rr,availability_seq,exclusion_reason,selected_as
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,IFVG2-000003,ifvg,1,30730.25,37.75,1.0786,190,,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,RB2-029318,rb,30,30728.5,39.5,1.1286,278,,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,RB2-017374,rb,3,30724.25,43.75,1.25,262,,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,IFVG2-000002,ifvg,1,30723.25,44.75,1.2786,181,,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,RB2-023791,rb,5,30720.0,48.0,1.3714,270,,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,RB2-027828,rb,15,30715.75,52.25,1.4929,258,,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,RB2-023794,rb,5,30768.5,0.5,0.0143,278,inactive_or_traversed,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,FVG2-007145,fvg,15,30769.5,1.5,0.0429,89,same_direction,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,IFVG2-003943,ifvg,15,30769.5,1.5,0.0429,94,behind_entry,
historical,EP-00377-ENTRY_ON_IFVG_RETEST,EP-00377,IFVG2-000018,ifvg,1,30803.0,35.0,1.0,450,component,
historical,EP-00391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00391,IFVG2-002482,ifvg,3,30645.5,45.0,0.5028,176,,BRANCH_SEMANTIC_TARGET
historical,EP-00391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00391,FVG2-000009,fvg,1,30690.5,0.0,0.0,223,inactive_or_traversed,
historical,EP-00391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00391,RB2-017368,rb,3,30690.25,0.25,0.0028,230,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00391,IFVG2-000002,ifvg,1,30723.25,32.75,0.3659,181,behind_entry,
historical,EP-00391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00391,IFVG2-003947,ifvg,15,30780.0,89.5,1.0,457,component,
historical,EP-00391-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00391,IFVG2-002482,ifvg,3,30645.5,45.0,0.5028,176,,BRANCH_SEMANTIC_TARGET
historical,EP-00391-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00391,FVG2-000009,fvg,1,30690.5,0.0,0.0,223,inactive_or_traversed,
historical,EP-00391-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00391,RB2-017368,rb,3,30690.25,0.25,0.0028,230,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00391-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00391,IFVG2-000002,ifvg,1,30723.25,32.75,0.3659,181,behind_entry,
historical,EP-00391-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00391,IFVG2-003947,ifvg,15,30780.0,89.5,1.0,457,component,
historical,EP-00393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00393,IFVG2-002482,ifvg,3,30645.5,72.5,1.2446,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00393,RB2-023791,rb,5,30720.0,2.0,0.0343,270,inactive_or_traversed,
historical,EP-00393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00393,RB2-000026,rb,1,30718.0,0.0,0.0,233,same_direction,
historical,EP-00393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00393,IFVG2-000002,ifvg,1,30723.25,5.25,0.0901,181,behind_entry,
historical,EP-00393-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00393,RB2-023815,rb,5,30776.25,58.25,1.0,454,component,
historical,EP-00393-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00393,IFVG2-002482,ifvg,3,30645.5,72.5,1.2446,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00393-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00393,RB2-023791,rb,5,30720.0,2.0,0.0343,270,inactive_or_traversed,
historical,EP-00393-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00393,RB2-000026,rb,1,30718.0,0.0,0.0,233,same_direction,
historical,EP-00393-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00393,IFVG2-000002,ifvg,1,30723.25,5.25,0.0901,181,behind_entry,
historical,EP-00393-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00393,RB2-023815,rb,5,30776.25,58.25,1.0,454,component,
historical,EP-00393-ENTRY_ON_COMPRESSION_BREAK,EP-00393,IFVG2-002482,ifvg,3,30645.5,72.5,1.2446,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00393-ENTRY_ON_COMPRESSION_BREAK,EP-00393,RB2-023791,rb,5,30720.0,2.0,0.0343,270,inactive_or_traversed,
historical,EP-00393-ENTRY_ON_COMPRESSION_BREAK,EP-00393,RB2-000026,rb,1,30718.0,0.0,0.0,233,same_direction,
historical,EP-00393-ENTRY_ON_COMPRESSION_BREAK,EP-00393,IFVG2-000002,ifvg,1,30723.25,5.25,0.0901,181,behind_entry,
historical,EP-00393-ENTRY_ON_COMPRESSION_BREAK,EP-00393,RB2-023815,rb,5,30776.25,58.25,1.0,454,component,
historical,EP-00394-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00394,IFVG2-002482,ifvg,3,30645.5,45.0,0.5248,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00394-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00394,FVG2-000009,fvg,1,30690.5,0.0,0.0,223,inactive_or_traversed,
historical,EP-00394-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00394,RB2-017368,rb,3,30690.25,0.25,0.0029,230,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00394-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00394,IFVG2-000002,ifvg,1,30723.25,32.75,0.3819,181,behind_entry,
historical,EP-00394-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00394,RB2-027842,rb,15,30776.25,85.75,1.0,457,component,
historical,EP-00394-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00394,IFVG2-002482,ifvg,3,30645.5,45.0,0.5248,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00394-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00394,FVG2-000009,fvg,1,30690.5,0.0,0.0,223,inactive_or_traversed,
historical,EP-00394-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00394,RB2-017368,rb,3,30690.25,0.25,0.0029,230,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00394-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00394,IFVG2-000002,ifvg,1,30723.25,32.75,0.3819,181,behind_entry,
historical,EP-00394-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00394,RB2-027842,rb,15,30776.25,85.75,1.0,457,component,
historical,EP-00395-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00395,IFVG2-002482,ifvg,3,30645.5,45.0,0.695,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00395-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00395,FVG2-000009,fvg,1,30690.5,0.0,0.0,223,inactive_or_traversed,
historical,EP-00395-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00395,RB2-017368,rb,3,30690.25,0.25,0.0039,230,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00395-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00395,IFVG2-000002,ifvg,1,30723.25,32.75,0.5058,181,behind_entry,
historical,EP-00395-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00395,RB2-027843,rb,15,30755.25,64.75,1.0,468,component,
historical,EP-00395-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00395,IFVG2-002482,ifvg,3,30645.5,45.0,0.695,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00395-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00395,FVG2-000009,fvg,1,30690.5,0.0,0.0,223,inactive_or_traversed,
historical,EP-00395-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00395,RB2-017368,rb,3,30690.25,0.25,0.0039,230,same_direction,ANY_SURFACE_DIAGNOSTIC
historical,EP-00395-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00395,IFVG2-000002,ifvg,1,30723.25,32.75,0.5058,181,behind_entry,
historical,EP-00395-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00395,RB2-027843,rb,15,30755.25,64.75,1.0,468,component,
historical,EP-00398-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00398,IFVG2-002482,ifvg,3,30645.5,72.5,1.2446,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00398-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00398,RB2-023791,rb,5,30720.0,2.0,0.0343,270,inactive_or_traversed,
historical,EP-00398-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00398,RB2-000026,rb,1,30718.0,0.0,0.0,233,same_direction,
historical,EP-00398-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00398,IFVG2-000002,ifvg,1,30723.25,5.25,0.0901,181,behind_entry,
historical,EP-00398-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00398,RB2-017402,rb,3,30776.25,58.25,1.0,454,component,
historical,EP-00398-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00398,IFVG2-002482,ifvg,3,30645.5,72.5,1.2446,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00398-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00398,RB2-023791,rb,5,30720.0,2.0,0.0343,270,inactive_or_traversed,
historical,EP-00398-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00398,RB2-000026,rb,1,30718.0,0.0,0.0,233,same_direction,
historical,EP-00398-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00398,IFVG2-000002,ifvg,1,30723.25,5.25,0.0901,181,behind_entry,
historical,EP-00398-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00398,RB2-017402,rb,3,30776.25,58.25,1.0,454,component,
historical,EP-00398-ENTRY_ON_COMPRESSION_BREAK,EP-00398,IFVG2-002482,ifvg,3,30645.5,72.5,1.2446,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00398-ENTRY_ON_COMPRESSION_BREAK,EP-00398,RB2-023791,rb,5,30720.0,2.0,0.0343,270,inactive_or_traversed,
historical,EP-00398-ENTRY_ON_COMPRESSION_BREAK,EP-00398,RB2-000026,rb,1,30718.0,0.0,0.0,233,same_direction,
historical,EP-00398-ENTRY_ON_COMPRESSION_BREAK,EP-00398,IFVG2-000002,ifvg,1,30723.25,5.25,0.0901,181,behind_entry,
historical,EP-00398-ENTRY_ON_COMPRESSION_BREAK,EP-00398,RB2-017402,rb,3,30776.25,58.25,1.0,454,component,
historical,EP-00399-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00399,IFVG2-002482,ifvg,3,30645.5,54.5,0.7148,176,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00399-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00399,FVG2-004446,fvg,3,30699.25,0.75,0.0098,182,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-00399-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00399,RB2-000024,rb,1,30707.25,7.25,0.0951,223,same_direction,
historical,EP-00399-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00399,IFVG2-000002,ifvg,1,30723.25,23.25,0.3049,181,behind_entry,
historical,EP-00399-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00399,RB2-017402,rb,3,30776.25,76.25,1.0,454,component,
historical,EP-00399-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00399,IFVG2-002482,ifvg,3,30645.5,54.5,0.7148,176,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00399-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00399,FVG2-004446,fvg,3,30699.25,0.75,0.0098,182,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-00399-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00399,RB2-000024,rb,1,30707.25,7.25,0.0951,223,same_direction,
historical,EP-00399-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00399,IFVG2-000002,ifvg,1,30723.25,23.25,0.3049,181,behind_entry,
historical,EP-00399-ENTRY_ON_DELAYED_DISPLACEMENT,EP-00399,RB2-017402,rb,3,30776.25,76.25,1.0,454,component,
historical,EP-00399-ENTRY_ON_COMPRESSION_BREAK,EP-00399,IFVG2-002482,ifvg,3,30645.5,54.5,0.7148,176,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00399-ENTRY_ON_COMPRESSION_BREAK,EP-00399,FVG2-004446,fvg,3,30699.25,0.75,0.0098,182,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-00399-ENTRY_ON_COMPRESSION_BREAK,EP-00399,RB2-000024,rb,1,30707.25,7.25,0.0951,223,same_direction,
historical,EP-00399-ENTRY_ON_COMPRESSION_BREAK,EP-00399,IFVG2-000002,ifvg,1,30723.25,23.25,0.3049,181,behind_entry,
historical,EP-00399-ENTRY_ON_COMPRESSION_BREAK,EP-00399,RB2-017402,rb,3,30776.25,76.25,1.0,454,component,
historical,EP-00417-ENTRY_ON_TAP,EP-00417,IFVG2-002482,ifvg,3,30645.5,22.0,1.0,176,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00417-ENTRY_ON_TAP,EP-00417,RB2-023817,rb,5,30666.5,1.0,0.0455,491,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-00417-ENTRY_ON_TAP,EP-00417,RB2-000010,rb,1,30670.0,2.5,0.1136,162,same_direction,
historical,EP-00417-ENTRY_ON_TAP,EP-00417,IFVG2-000002,ifvg,1,30723.25,55.75,2.5341,181,behind_entry,
historical,EP-00417-ENTRY_ON_TAP,EP-00417,IFVG2-002491,ifvg,3,30685.0,17.5,0.7955,494,component,
historical,EP-00418-ENTRY_ON_IFVG_RETEST,EP-00418,IFVG2-002482,ifvg,3,30645.5,22.0,1.2571,176,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00418-ENTRY_ON_IFVG_RETEST,EP-00418,RB2-023817,rb,5,30666.5,1.0,0.0571,491,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-00418-ENTRY_ON_IFVG_RETEST,EP-00418,RB2-000010,rb,1,30670.0,2.5,0.1429,162,same_direction,
historical,EP-00418-ENTRY_ON_IFVG_RETEST,EP-00418,IFVG2-000002,ifvg,1,30723.25,55.75,3.1857,181,behind_entry,
historical,EP-00418-ENTRY_ON_IFVG_RETEST,EP-00418,IFVG2-002491,ifvg,3,30685.0,17.5,1.0,494,component,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,RB2-029327,rb,30,30664.5,21.5,3.44,497,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-002491,ifvg,3,30670.25,27.25,4.36,494,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-000004,ifvg,1,30671.25,28.25,4.52,198,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-000006,ifvg,1,30689.0,46.0,7.36,226,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-002485,ifvg,3,30690.25,47.25,7.56,239,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,FVG2-007531,fvg,30,30700.0,57.0,9.12,485,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-000001,ifvg,1,30711.25,68.25,10.92,156,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,RB2-000056,rb,1,30718.0,75.0,12.0,477,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-003398,ifvg,5,30721.75,78.75,12.6,159,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-004122,ifvg,30,30730.75,87.75,14.04,482,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-004192,ifvg,60,30730.75,87.75,14.04,485,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-003397,ifvg,5,30743.5,100.5,16.08,147,,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,RB2-017367,rb,3,30645.5,2.5,0.4,221,same_direction,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,RB2-023785,rb,5,30645.5,2.5,0.4,220,inactive_or_traversed,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,IFVG2-002483,ifvg,3,30614.0,29.0,4.64,202,behind_entry,
historical,EP-00420-ENTRY_ON_TAP,EP-00420,RB2-017404,rb,3,30636.75,6.25,1.0,505,component,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,RB2-029327,rb,30,30664.5,21.5,3.44,497,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-002491,ifvg,3,30670.25,27.25,4.36,494,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-000004,ifvg,1,30671.25,28.25,4.52,198,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-000006,ifvg,1,30689.0,46.0,7.36,226,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-002485,ifvg,3,30690.25,47.25,7.56,239,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,FVG2-007531,fvg,30,30700.0,57.0,9.12,485,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-000001,ifvg,1,30711.25,68.25,10.92,156,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,RB2-000056,rb,1,30718.0,75.0,12.0,477,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-003398,ifvg,5,30721.75,78.75,12.6,159,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-004122,ifvg,30,30730.75,87.75,14.04,482,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-004192,ifvg,60,30730.75,87.75,14.04,485,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-003397,ifvg,5,30743.5,100.5,16.08,147,,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,RB2-017367,rb,3,30645.5,2.5,0.4,221,same_direction,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,RB2-023785,rb,5,30645.5,2.5,0.4,220,inactive_or_traversed,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,IFVG2-002483,ifvg,3,30614.0,29.0,4.64,202,behind_entry,
historical,EP-00421-ENTRY_ON_TAP,EP-00421,RB2-017404,rb,3,30636.75,6.25,1.0,505,component,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,FVG2-007158,fvg,15,30645.75,20.75,1.2206,511,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00422-ENTRY_ON_TAP,EP-00422,RB2-029327,rb,30,30664.5,39.5,2.3235,497,,BRANCH_SEMANTIC_TARGET
historical,EP-00422-ENTRY_ON_TAP,EP-00422,RB2-030115,rb,60,30664.5,39.5,2.3235,511,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,IFVG2-002491,ifvg,3,30670.25,45.25,2.6618,494,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,IFVG2-000004,ifvg,1,30671.25,46.25,2.7206,198,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,IFVG2-000006,ifvg,1,30689.0,64.0,3.7647,226,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,FVG2-007714,fvg,60,30689.5,64.5,3.7941,511,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,IFVG2-002485,ifvg,3,30690.25,65.25,3.8382,239,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,FVG2-007531,fvg,30,30700.0,75.0,4.4118,485,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,IFVG2-000001,ifvg,1,30711.25,86.25,5.0735,156,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,RB2-000056,rb,1,30718.0,93.0,5.4706,477,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,IFVG2-003398,ifvg,5,30721.75,96.75,5.6912,159,,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,IFVG2-003400,ifvg,5,30620.25,4.75,0.2794,212,same_direction,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,FVG2-006115,fvg,5,30620.25,4.75,0.2794,207,inactive_or_traversed,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,IFVG2-002483,ifvg,3,30614.0,11.0,0.6471,202,behind_entry,
historical,EP-00422-ENTRY_ON_TAP,EP-00422,RB2-017364,rb,3,30608.0,17.0,1.0,211,component,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,FVG2-007158,fvg,15,30645.75,20.75,1.2206,511,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00423-ENTRY_ON_TAP,EP-00423,RB2-029327,rb,30,30664.5,39.5,2.3235,497,,BRANCH_SEMANTIC_TARGET
historical,EP-00423-ENTRY_ON_TAP,EP-00423,RB2-030115,rb,60,30664.5,39.5,2.3235,511,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,IFVG2-002491,ifvg,3,30670.25,45.25,2.6618,494,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,IFVG2-000004,ifvg,1,30671.25,46.25,2.7206,198,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,IFVG2-000006,ifvg,1,30689.0,64.0,3.7647,226,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,FVG2-007714,fvg,60,30689.5,64.5,3.7941,511,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,IFVG2-002485,ifvg,3,30690.25,65.25,3.8382,239,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,FVG2-007531,fvg,30,30700.0,75.0,4.4118,485,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,IFVG2-000001,ifvg,1,30711.25,86.25,5.0735,156,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,RB2-000056,rb,1,30718.0,93.0,5.4706,477,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,IFVG2-003398,ifvg,5,30721.75,96.75,5.6912,159,,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,IFVG2-003400,ifvg,5,30620.25,4.75,0.2794,212,same_direction,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,FVG2-006115,fvg,5,30620.25,4.75,0.2794,207,inactive_or_traversed,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,IFVG2-002483,ifvg,3,30614.0,11.0,0.6471,202,behind_entry,
historical,EP-00423-ENTRY_ON_TAP,EP-00423,RB2-017364,rb,3,30608.0,17.0,1.0,211,component,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,IFVG2-002493,ifvg,3,30654.5,36.25,0.6744,540,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00458-ENTRY_ON_TAP,EP-00458,RB2-030116,rb,60,30651.0,39.75,0.7395,539,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00458-ENTRY_ON_TAP,EP-00458,IFVG2-003949,ifvg,15,30646.75,44.0,0.8186,517,,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,IFVG2-002482,ifvg,3,30645.5,45.25,0.8419,176,,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,IFVG2-002492,ifvg,3,30630.0,60.75,1.1302,538,,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,RB2-023821,rb,5,30618.5,72.25,1.3442,532,,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,RB2-027850,rb,15,30616.75,74.0,1.3767,534,,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,RB2-029328,rb,30,30616.75,74.0,1.3767,534,,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,FVG2-000009,fvg,1,30690.5,0.25,0.0047,223,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-00458-ENTRY_ON_TAP,EP-00458,RB2-017368,rb,3,30690.25,0.5,0.0093,230,same_direction,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,IFVG2-000002,ifvg,1,30723.25,32.5,0.6047,181,behind_entry,
historical,EP-00458-ENTRY_ON_TAP,EP-00458,FVG2-007531,fvg,30,30744.5,53.75,1.0,485,component,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,IFVG2-002493,ifvg,3,30654.5,45.5,1.0225,540,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00460-ENTRY_ON_TAP,EP-00460,RB2-030116,rb,60,30651.0,49.0,1.1011,539,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00460-ENTRY_ON_TAP,EP-00460,IFVG2-003949,ifvg,15,30646.75,53.25,1.1966,517,,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,IFVG2-002482,ifvg,3,30645.5,54.5,1.2247,176,,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,IFVG2-002492,ifvg,3,30630.0,70.0,1.573,538,,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,RB2-023821,rb,5,30618.5,81.5,1.8315,532,,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,RB2-027850,rb,15,30616.75,83.25,1.8708,534,,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,RB2-029328,rb,30,30616.75,83.25,1.8708,534,,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,FVG2-004446,fvg,3,30699.25,0.75,0.0169,182,inactive_or_traversed,ANY_SURFACE_DIAGNOSTIC
historical,EP-00460-ENTRY_ON_TAP,EP-00460,RB2-000024,rb,1,30707.25,7.25,0.1629,223,same_direction,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,IFVG2-000002,ifvg,1,30723.25,23.25,0.5225,181,behind_entry,
historical,EP-00460-ENTRY_ON_TAP,EP-00460,FVG2-007714,fvg,60,30744.5,44.5,1.0,511,component,
historical,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00460,IFVG2-002493,ifvg,3,30654.5,40.5,0.8182,540,,NEAREST_OPPOSING_VALID_STRUCTURE
historical,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00460,RB2-030116,rb,60,30651.0,44.0,0.8889,539,,NEAREST_OPPOSING_HIGHER_TF_STRUCTURE
historical,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00460,IFVG2-003949,ifvg,15,30646.75,48.25,0.9747,517,,
historical,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00460,IFVG2-002482,ifvg,3,30645.5,49.5,1.0,176,,
historical,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00460,IFVG2-002492,ifvg,3,30630.0,65.0,1.3131,538,,
historical,EP-00460-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-00460,RB2-023821,rb,5,30618.5,76.5,1.5455,532,,
