episode_id,variant_id,role,structure_id
EP-11236,,context/component,RB2-024773
EP-11237,,context/component,RB2-028267
EP-11238,,context/component,RB2-002922
EP-11239,,context/component,RB2-002926
EP-11239,,context/component,RB2-018793
EP-11240,,context/component,FVG2-000928
EP-11241,,context/component,RB2-002925
EP-11242,,context/component,RB2-018793
EP-11243,,context/component,IFVG2-000615
EP-11244,,context/component,RB2-002927
EP-11245,,context/component,RB2-002928
EP-11246,,context/component,RB2-018794
EP-11247,,context/component,RB2-018794
EP-11248,,context/component,RB2-002929
EP-11249,,context/component,RB2-024774
EP-11250,,context/component,RB2-024774
EP-11251,,context/component,RB2-002930
EP-11252,,context/component,FVG2-007297
EP-11253,,context/component,FVG2-000929
EP-11253,,context/component,RB2-002931
EP-11254,,context/component,IFVG2-000616
EP-11255,,context/component,RB2-002932
EP-11256,,context/component,RB2-024775
EP-11257,,context/component,RB2-024775
EP-11258,,context/component,FVG2-007297
EP-11259,,context/component,RB2-002933
EP-11260,,context/component,FVG2-000930
EP-11261,,context/component,RB2-002935
EP-11262,,context/component,RB2-002934
EP-11263,,context/component,RB2-002936
EP-11264,,context/component,RB2-024776
EP-11265,,context/component,RB2-018795
EP-11266,,context/component,RB2-024776
EP-11267,,context/component,RB2-018795
EP-11268,,context/component,RB2-002938
EP-11269,,context/component,RB2-002939
EP-11270,,context/component,RB2-024777
EP-11271,,context/component,RB2-002940
EP-11272,,context/component,RB2-024777
EP-11273,,context/component,RB2-018796
EP-11274,,context/component,RB2-018796
EP-11275,,context/component,RB2-002937
EP-11276,,context/component,RB2-002942
EP-11277,,context/component,RB2-002943
EP-11278,,context/component,RB2-002944
EP-11279,,context/component,FVG2-004889
EP-11280,,context/component,FVG2-000931
EP-11280,,context/component,FVG2-004889
EP-11281,,context/component,RB2-029546
EP-11282,,context/component,RB2-024778
EP-11283,,context/component,RB2-029546
EP-11284,,context/component,RB2-002945
EP-11284,,context/component,RB2-024778
EP-11285,,context/component,IFVG2-000617
EP-11286,,context/component,RB2-018797
EP-11287,,context/component,RB2-018797
EP-11288,,context/component,RB2-002947
EP-11289,,context/component,RB2-024779
EP-11290,,context/component,RB2-024779
EP-11291,,context/component,RB2-002946
EP-11292,,context/component,RB2-002941
EP-11293,,context/component,RB2-002948
EP-11294,,context/component,FVG2-000932
EP-11295,,context/component,RB2-002949
EP-11296,,context/component,IFVG2-000618
EP-11297,,context/component,RB2-002950
EP-11298,,context/component,FVG2-000933
EP-11299,,context/component,RB2-002951
EP-11300,,context/component,RB2-028268
EP-11301,,context/component,RB2-028268
EP-11302,,context/component,RB2-018798
EP-11303,,context/component,FVG2-000934
EP-11304,,context/component,RB2-018798
EP-11305,,context/component,RB2-002953
EP-11306,,context/component,RB2-024780
EP-11307,,context/component,RB2-024780
EP-11308,,context/component,RB2-002954
EP-11309,,context/component,RB2-002952
EP-11310,,context/component,RB2-002955
EP-11311,,context/component,RB2-002956
EP-11312,,context/component,IFVG2-000619
EP-11313,,context/component,RB2-002957
EP-11314,,context/component,RB2-018799
EP-11315,,context/component,RB2-002958
EP-11316,,context/component,RB2-018799
EP-11317,,context/component,RB2-002959
EP-11318,,context/component,RB2-002961
EP-11319,,context/component,FVG2-000935
EP-11320,,context/component,RB2-018801
EP-11321,,context/component,FVG2-004890
EP-11321,,context/component,RB2-002963
EP-11322,,context/component,RB2-002962
EP-11322,,context/component,RB2-018800
EP-11323,,context/component,RB2-018801
EP-11324,,context/component,FVG2-004890
EP-11325,,context/component,RB2-018800
EP-11326,,context/component,RB2-002965
EP-11327,,context/component,IFVG2-002752
EP-11328,,context/component,FVG2-000936
EP-11328,,context/component,IFVG2-002752
EP-11329,,context/component,RB2-002967
EP-11330,,context/component,RB2-002966
EP-11330,,context/component,RB2-024781
EP-11331,,context/component,RB2-024781
EP-11332,,context/component,RB2-002968
EP-11333,,context/component,RB2-002960
EP-11334,,context/component,RB2-002970
EP-11335,,context/component,RB2-002971
EP-11336,,context/component,FVG2-000939
EP-11336,,context/component,FVG2-004892
EP-11337,,context/component,FVG2-004892
EP-11338,,context/component,FVG2-000938
EP-11339,,context/component,RB2-002972
EP-11340,,context/component,RB2-018802
EP-11340,,context/component,RB2-024783
EP-11340,,context/component,RB2-030223
EP-11341,,context/component,RB2-018802
EP-11342,,context/component,RB2-024783
EP-11343,,context/component,RB2-030222
EP-11344,,context/component,RB2-030223
EP-11345,,context/component,RB2-002973
EP-11346,,context/component,RB2-002974
EP-11347,,context/component,RB2-024782
EP-11348,,context/component,RB2-002969
EP-11348,,context/component,RB2-024782
EP-11349,,context/component,FVG2-000937
EP-11349,,context/component,FVG2-004891
EP-11350,,context/component,FVG2-004891
EP-11351,,context/component,IFVG2-000620
EP-11352,,context/component,RB2-018803
EP-11353,,context/component,FVG2-000941
EP-11353,,context/component,FVG2-004893
EP-11353,,context/component,IFVG2-002753
EP-11354,,context/component,IFVG2-002754
EP-11355,,context/component,RB2-018803
EP-11356,,context/component,FVG2-004893
EP-11356,,context/component,IFVG2-002753
EP-11357,,context/component,IFVG2-002754
EP-11358,,context/component,RB2-002976
EP-11359,,context/component,RB2-002977
EP-11360,,context/component,RB2-018804
EP-11361,,context/component,RB2-018804
EP-11362,,context/component,RB2-002978
EP-11363,,context/component,FVG2-000940
EP-11364,,context/component,RB2-002979
EP-11365,,context/component,RB2-002980
EP-11366,,context/component,IFVG2-002755
EP-11367,,context/component,RB2-028266
EP-11368,,context/component,RB2-028269
EP-11369,,context/component,IFVG2-000621
EP-11369,,context/component,IFVG2-002755
EP-11369,,context/component,RB2-028269
EP-11370,,context/component,RB2-002982
EP-11371,,context/component,RB2-018805
EP-11372,,context/component,RB2-018805
EP-11373,,context/component,RB2-002975
EP-11374,,context/component,RB2-002964
EP-11375,,context/component,RB2-028266
EP-11376,,context/component,RB2-002986
EP-11376,,context/component,RB2-018807
EP-11377,,context/component,RB2-018807
EP-11378,,context/component,FVG2-000943
EP-11379,,context/component,RB2-002987
EP-11380,,context/component,RB2-002988
EP-11381,,context/component,RB2-029547
EP-11382,,context/component,RB2-018808
EP-11383,,context/component,RB2-018788
EP-11384,,context/component,RB2-018808
EP-11385,,context/component,RB2-028265
EP-11386,,context/component,RB2-029545
EP-11387,,context/component,RB2-029547
EP-11388,,context/component,RB2-002911
EP-11388,,context/component,RB2-018788
EP-11389,,context/component,RB2-002989
EP-11390,,context/component,RB2-028265
EP-11390,,context/component,RB2-029545
EP-11390,,context/component,RB2-030222
EP-11391,,context/component,RB2-024785
EP-11392,,context/component,RB2-024785
EP-11393,,context/component,RB2-002991
EP-11394,,context/component,RB2-002990
EP-11395,,context/component,RB2-002992
EP-11396,,context/component,RB2-018809
EP-11397,,context/component,RB2-018809
EP-11398,,context/component,RB2-002993
EP-11399,,context/component,RB2-018810
EP-11400,,context/component,RB2-018810
EP-11401,,context/component,FVG2-000945
EP-11402,,context/component,RB2-002994
EP-11403,,context/component,RB2-002995
EP-11404,,context/component,FVG2-006422
EP-11405,,context/component,FVG2-006422
EP-11406,,context/component,RB2-002996
EP-11407,,context/component,RB2-024786
EP-11408,,context/component,RB2-024786
EP-11409,,context/component,RB2-018811
EP-11410,,context/component,RB2-018811
EP-11411,,context/component,FVG2-000944
EP-11412,,context/component,RB2-002998
EP-11413,,context/component,RB2-002999
EP-11413,,context/component,RB2-018812
EP-11414,,context/component,RB2-018812
EP-11415,,context/component,RB2-003000
EP-11416,,context/component,RB2-003001
EP-11417,,context/component,FVG2-000946
EP-11418,,context/component,RB2-003002
EP-11418,,context/component,RB2-018813
EP-11419,,context/component,RB2-028270
EP-11420,,context/component,RB2-018813
EP-11421,,context/component,RB2-028270
EP-11422,,context/component,FVG2-007587
EP-11423,,context/component,RB2-003003
EP-11424,,context/component,RB2-003005
EP-11425,,context/component,RB2-024787
EP-11426,,context/component,RB2-024787
EP-11427,,context/component,RB2-018814
EP-11428,,context/component,RB2-018814
EP-11429,,context/component,RB2-003007
EP-11430,,context/component,RB2-018815
EP-11431,,context/component,RB2-018815
EP-11432,,context/component,IFVG2-003593
EP-11433,,context/component,RB2-003008
EP-11434,,context/component,IFVG2-003593
EP-11435,,context/component,RB2-003009
EP-11436,,context/component,RB2-003010
EP-11437,,context/component,RB2-003004
EP-11437,,context/component,RB2-003006
EP-11437,,context/component,RB2-024788
EP-11438,,context/component,RB2-018816
EP-11439,,context/component,RB2-018816
EP-11440,,context/component,RB2-024788
EP-11441,,context/component,FVG2-006421
EP-11442,,context/component,RB2-024789
EP-11443,,context/component,RB2-024789
EP-11444,,context/component,FVG2-006421
EP-11444,,context/component,FVG2-007587
EP-11445,,context/component,FVG2-004896
EP-11445,,context/component,RB2-003011
EP-11446,,context/component,RB2-018817
EP-11447,,context/component,RB2-003013
EP-11448,,context/component,FVG2-004896
EP-11449,,context/component,RB2-018817
EP-11450,,context/component,RB2-003014
EP-11451,,context/component,IFVG2-002756
EP-11452,,context/component,IFVG2-002756
EP-11453,,context/component,FVG2-000947
EP-11454,,context/component,RB2-024790
EP-11455,,context/component,RB2-024790
EP-11456,,context/component,RB2-003016
EP-11457,,context/component,RB2-018818
EP-11458,,context/component,RB2-018818
EP-11459,,context/component,RB2-003017
EP-11459,,context/component,RB2-024791
EP-11459,,context/component,RB2-029548
EP-11460,,context/component,RB2-024791
EP-11461,,context/component,RB2-029548
EP-11462,,context/component,RB2-003018
EP-11463,,context/component,RB2-018819
EP-11464,,context/component,RB2-018819
EP-11465,,context/component,RB2-003019
EP-11466,,context/component,RB2-003020
EP-11467,,context/component,RB2-024792
EP-11468,,context/component,RB2-003021
EP-11469,,context/component,FVG2-000948
EP-11469,,context/component,FVG2-004897
EP-11470,,context/component,FVG2-004897
EP-11471,,context/component,RB2-024792
EP-11472,,context/component,RB2-003022
EP-11473,,context/component,IFVG2-003592
EP-11474,,context/component,RB2-003024
EP-11475,,context/component,RB2-003012
EP-11476,,context/component,FVG2-000942
EP-11476,,context/component,FVG2-004895
EP-11476,,context/component,IFVG2-003592
EP-11477,,context/component,FVG2-004895
EP-11478,,context/component,RB2-018806
EP-11479,,context/component,FVG2-000949
EP-11480,,context/component,RB2-003025
EP-11481,,context/component,RB2-003026
EP-11482,,context/component,RB2-002984
EP-11482,,context/component,RB2-002985
EP-11482,,context/component,RB2-018806
EP-11482,,context/component,RB2-024784
EP-11483,,context/component,RB2-024793
EP-11484,,context/component,RB2-024784
EP-11485,,context/component,RB2-024793
EP-11486,,context/component,FVG2-004894
EP-11487,,context/component,FVG2-004894
EP-11488,,context/component,RB2-003027
EP-11489,,context/component,FVG2-004898
EP-11490,,context/component,IFVG2-002758
EP-11491,,context/component,IFVG2-000622
EP-11491,,context/component,IFVG2-000623
EP-11491,,context/component,IFVG2-002758
EP-11491,,context/component,IFVG2-003594
EP-11492,,context/component,RB2-003028
EP-11493,,context/component,FVG2-006423
EP-11493,,context/component,IFVG2-003594
EP-11494,,context/component,FVG2-004898
EP-11494,,context/component,FVG2-006423
EP-11495,,context/component,RB2-018820
EP-11496,,context/component,RB2-018820
EP-11497,,context/component,RB2-028271
EP-11498,,context/component,RB2-003030
EP-11498,,context/component,RB2-024794
EP-11499,,context/component,RB2-003023
EP-11500,,context/component,IFVG2-002757
EP-11501,,context/component,RB2-024794
EP-11502,,context/component,RB2-028271
EP-11503,,context/component,IFVG2-002757
EP-11504,,context/component,RB2-003032
EP-11505,,context/component,FVG2-000952
EP-11506,,context/component,RB2-003031
EP-11507,,context/component,RB2-018822
EP-11508,,context/component,FVG2-004901
EP-11508,,context/component,RB2-018822
EP-11509,,context/component,RB2-003033
EP-11510,,context/component,FVG2-004901
EP-11511,,context/component,RB2-003015
EP-11512,,context/component,RB2-003034
EP-11513,,context/component,RB2-024795
EP-11514,,context/component,RB2-024795
EP-11515,,context/component,RB2-002997
EP-11516,,context/component,FVG2-000953
EP-11517,,context/component,RB2-003035
EP-11518,,context/component,RB2-003036
EP-11519,,context/component,RB2-028273
EP-11520,,context/component,RB2-028273
EP-11521,,context/component,RB2-003037
EP-11522,,context/component,RB2-003038
EP-11523,,context/component,RB2-024796
EP-11524,,context/component,RB2-003039
EP-11525,,context/component,RB2-024796
EP-11526,,context/component,RB2-003040
EP-11527,,context/component,RB2-018823
EP-11528,,context/component,RB2-018823
EP-11529,,context/component,RB2-003041
EP-11529,,context/component,RB2-024797
EP-11530,,context/component,RB2-024797
EP-11531,,context/component,RB2-003042
EP-11532,,context/component,FVG2-000954
EP-11532,,context/component,RB2-029549
EP-11533,,context/component,RB2-018824
EP-11534,,context/component,RB2-018824
EP-11535,,context/component,RB2-028272
EP-11536,,context/component,RB2-029549
EP-11537,,context/component,RB2-003043
EP-11538,,context/component,FVG2-000950
EP-11538,,context/component,FVG2-004900
EP-11538,,context/component,RB2-003029
EP-11538,,context/component,RB2-028272
EP-11539,,context/component,FVG2-000951
