variant_id,episode_id,symbol,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,executable,interaction_ts,trigger_ts,entry_ts,entry_price,atr_1m_24,atr_5m_24,raw_stop_price,raw_stop_distance,effective_stop_price,effective_stop_distance,stop_widened_by_atr_floor,target_surface,target_family,target_tf,target_distance,target_distance_atr5_multiple,natural_rr,rejection_reason,session_date
EP-44507-ENTRY_ON_NEW_FVG,EP-44507,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,LONDON,1,1,False,False,2026-07-14 02:59:00-04:00,2026-07-14 03:01:00-04:00,2026-07-14 03:01:00-04:00,29558.25,9.7887,28.0839,29575.0,16.75,29575.0,16.75,False,29555.0,rb,1,3.25,0.1157,0.194,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44507-ENTRY_ON_NEW_IFVG,EP-44507,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,-1,A,LONDON,1,1,False,False,2026-07-14 02:59:00-04:00,2026-07-14 03:01:00-04:00,2026-07-14 03:01:00-04:00,29558.25,9.7887,28.0839,29575.0,16.75,29575.0,16.75,False,29555.0,rb,1,3.25,0.1157,0.194,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44508-ENTRY_ON_TAP,EP-44508,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,LONDON,5,1,True,False,2026-07-14 03:00:00-04:00,2026-07-14 03:01:00-04:00,2026-07-14 03:01:00-04:00,29558.25,9.7887,28.0839,29534.75,23.5,29534.75,23.5,False,29560.5,ifvg,1,2.25,0.0801,0.0957,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44508-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44508,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,LONDON,5,1,True,False,2026-07-14 03:00:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29534.75,26.5,29534.75,26.5,False,29566.0,ifvg,3,4.75,0.1691,0.1792,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44508-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44508,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,LONDON,5,1,True,False,2026-07-14 03:00:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29534.75,26.5,29534.75,26.5,False,29566.0,ifvg,3,4.75,0.1691,0.1792,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44508-ENTRY_ON_NEW_FVG,EP-44508,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,1,A,LONDON,5,1,True,False,2026-07-14 03:00:00-04:00,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29534.75,54.0,29534.75,54.0,False,29589.5,ifvg,1,0.75,0.0262,0.0139,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44508-ENTRY_ON_NEW_IFVG,EP-44508,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,A,LONDON,5,1,True,False,2026-07-14 03:00:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29534.75,51.0,29534.75,51.0,False,29588.5,fvg,5,2.75,0.096,0.0539,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44509-ENTRY_ON_TAP,EP-44509,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,B,LONDON,1,1,False,False,2026-07-14 03:00:00-04:00,2026-07-14 03:01:00-04:00,2026-07-14 03:01:00-04:00,29558.25,9.7887,28.0839,29546.5,11.75,29546.5,11.75,False,29560.5,ifvg,1,2.25,0.0801,0.1915,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44509-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44509,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,B,LONDON,1,1,False,False,2026-07-14 03:00:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29546.5,14.75,29546.5,14.75,False,29566.0,ifvg,3,4.75,0.1691,0.322,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44509-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44509,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,B,LONDON,1,1,False,False,2026-07-14 03:00:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29546.5,14.75,29546.5,14.75,False,29566.0,ifvg,3,4.75,0.1691,0.322,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44509-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44509,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,B,LONDON,1,1,False,False,2026-07-14 03:00:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29546.5,14.75,29546.5,14.75,False,29566.0,ifvg,3,4.75,0.1691,0.322,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44509-ENTRY_ON_NEW_FVG,EP-44509,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,1,B,LONDON,1,1,False,False,2026-07-14 03:00:00-04:00,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29546.5,42.25,29546.5,42.25,False,29589.5,ifvg,1,0.75,0.0262,0.0178,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44509-ENTRY_ON_NEW_IFVG,EP-44509,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,B,LONDON,1,1,False,False,2026-07-14 03:00:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29546.5,39.25,29546.5,39.25,False,29588.5,fvg,5,2.75,0.096,0.0701,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44510-ENTRY_ON_TAP,EP-44510,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,LONDON,5,5,False,False,,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29534.75,51.0,29534.75,51.0,False,29588.5,fvg,5,2.75,0.096,0.0539,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44510-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44510,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,LONDON,5,5,False,False,,2026-07-14 03:10:00-04:00,2026-07-14 03:10:00-04:00,29592.5,10.8023,28.2936,29534.75,57.75,29534.75,57.75,False,29595.0,ifvg,1,2.5,0.0884,0.0433,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44510-ENTRY_ON_STRONG_REJECTION,EP-44510,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,A,LONDON,5,5,False,False,,2026-07-14 03:15:00-04:00,2026-07-14 03:15:00-04:00,29599.25,11.0296,28.0522,29534.75,64.5,29534.75,64.5,False,29599.5,ifvg,1,0.25,0.0089,0.0039,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44511-ENTRY_ON_TAP,EP-44511,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,30,30,False,False,,2026-07-14 03:30:00-04:00,2026-07-14 03:30:00-04:00,29606.0,12.2139,27.7091,29634.25,28.25,29634.25,28.25,False,29605.25,ifvg,1,0.75,0.0271,0.0265,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44511-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44511,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,A,LONDON,30,30,False,False,,2026-07-14 04:00:00-04:00,2026-07-14 04:00:00-04:00,29575.0,12.2953,28.0543,29634.25,59.25,29634.25,59.25,False,29574.75,ifvg,1,0.25,0.0089,0.0042,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44511-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44511,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,A,LONDON,30,30,False,False,,2026-07-14 04:00:00-04:00,2026-07-14 04:00:00-04:00,29575.0,12.2953,28.0543,29634.25,59.25,29634.25,59.25,False,29574.75,ifvg,1,0.25,0.0089,0.0042,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44511-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44511,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,LONDON,30,30,False,False,,2026-07-14 05:00:00-04:00,2026-07-14 05:00:00-04:00,29573.0,11.4952,27.988,29634.25,61.25,29634.25,61.25,False,29571.0,ifvg,1,2.0,0.0715,0.0327,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44512-ENTRY_ON_TAP,EP-44512,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:02:00-04:00,2026-07-14 03:02:00-04:00,29555.75,9.8705,28.0839,29569.75,14.0,29569.75,14.0,False,29555.0,rb,1,0.75,0.0267,0.0536,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44512-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44512,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,F,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:03:00-04:00,2026-07-14 03:03:00-04:00,29551.75,9.8342,28.0839,29569.75,18.0,29569.75,18.0,False,29551.0,ifvg,1,0.75,0.0267,0.0417,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44512-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44512,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,F,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:03:00-04:00,2026-07-14 03:03:00-04:00,29551.75,9.8342,28.0839,29569.75,18.0,29569.75,18.0,False,29551.0,ifvg,1,0.75,0.0267,0.0417,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44513-ENTRY_ON_TAP,EP-44513,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:02:00-04:00,2026-07-14 03:02:00-04:00,29555.75,9.8705,28.0839,29545.5,10.25,29545.5,10.25,False,29556.5,ifvg,1,0.75,0.0267,0.0732,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44513-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44513,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29545.5,15.75,29545.5,15.75,False,29566.0,ifvg,3,4.75,0.1691,0.3016,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44513-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44513,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,1,A,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29545.5,15.75,29545.5,15.75,False,29566.0,ifvg,3,4.75,0.1691,0.3016,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44513-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44513,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29545.5,15.75,29545.5,15.75,False,29566.0,ifvg,3,4.75,0.1691,0.3016,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44513-ENTRY_ON_NEW_FVG,EP-44513,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,1,A,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29545.5,43.25,29545.5,43.25,False,29589.5,ifvg,1,0.75,0.0262,0.0173,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44513-ENTRY_ON_NEW_IFVG,EP-44513,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,A,LONDON,1,1,False,False,2026-07-14 03:01:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29545.5,40.25,29545.5,40.25,False,29588.5,fvg,5,2.75,0.096,0.0683,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44514-ENTRY_ON_IFVG_RETEST,EP-44514,NQU6,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,-1,F,LONDON,3,1,True,False,2026-07-14 03:03:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29580.75,19.5,29580.75,19.5,False,29560.75,ifvg,1,0.5,0.0178,0.0256,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44515-ENTRY_ON_TAP,EP-44515,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,LONDON,3,1,True,False,2026-07-14 03:03:00-04:00,2026-07-14 03:04:00-04:00,2026-07-14 03:04:00-04:00,29561.25,9.9453,28.0839,29545.5,15.75,29545.5,15.75,False,29566.0,ifvg,3,4.75,0.1691,0.3016,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44515-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44515,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,LONDON,3,1,True,False,2026-07-14 03:03:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29545.5,40.25,29545.5,40.25,False,29588.5,fvg,5,2.75,0.096,0.0683,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44515-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44515,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,LONDON,3,1,True,False,2026-07-14 03:03:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29545.5,40.25,29545.5,40.25,False,29588.5,fvg,5,2.75,0.096,0.0683,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44515-ENTRY_ON_NEW_FVG,EP-44515,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,1,A,LONDON,3,1,True,False,2026-07-14 03:03:00-04:00,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29545.5,43.25,29545.5,43.25,False,29589.5,ifvg,1,0.75,0.0262,0.0173,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44515-ENTRY_ON_NEW_IFVG,EP-44515,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,A,LONDON,3,1,True,False,2026-07-14 03:03:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29545.5,40.25,29545.5,40.25,False,29588.5,fvg,5,2.75,0.096,0.0683,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44516-ENTRY_ON_TAP,EP-44516,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,LONDON,3,3,False,False,,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29577.0,11.75,29600.5,11.75,False,,,,,,,NO_STRUCTURAL_STOP,2026-07-13
EP-44517-ENTRY_ON_TAP,EP-44517,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,B,LONDON,3,3,False,False,,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29567.0,21.75,29610.5,21.75,False,,,,,,,NO_STRUCTURAL_STOP,2026-07-13
EP-44518-ENTRY_ON_TAP,EP-44518,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,LONDON,3,3,False,False,,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29545.5,43.25,29545.5,43.25,False,29589.5,ifvg,1,0.75,0.0262,0.0173,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44518-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44518,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,LONDON,3,3,False,False,,2026-07-14 03:09:00-04:00,2026-07-14 03:09:00-04:00,29597.5,10.8154,28.6325,29545.5,52.0,29545.5,52.0,False,29598.0,fvg,3,0.5,0.0175,0.0096,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44518-ENTRY_ON_STRONG_REJECTION,EP-44518,NQU6,ENTRY_ON_STRONG_REJECTION,STRONG_REJECTION_DEPARTURE,1,A,LONDON,3,3,False,False,,2026-07-14 03:21:00-04:00,2026-07-14 03:21:00-04:00,29599.0,11.2607,27.7688,29545.5,53.5,29545.5,53.5,False,29599.5,ifvg,1,0.5,0.018,0.0093,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44518-ENTRY_ON_DELAYED_DISPLACEMENT,EP-44518,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,LONDON,3,3,False,False,,2026-07-14 03:15:00-04:00,2026-07-14 03:15:00-04:00,29599.25,11.0296,28.0522,29545.5,53.75,29545.5,53.75,False,29599.5,ifvg,1,0.25,0.0089,0.0047,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44518-ENTRY_ON_NEW_IFVG,EP-44518,NQU6,ENTRY_ON_NEW_IFVG,NEW_IFVG,1,A,LONDON,3,3,False,False,,2026-07-14 03:27:00-04:00,2026-07-14 03:27:00-04:00,29616.5,12.0956,27.6638,29545.5,71.0,29545.5,71.0,False,29618.75,ifvg,1,2.25,0.0813,0.0317,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44519-ENTRY_ON_TAP,EP-44519,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,LONDON,3,1,True,False,2026-07-14 03:04:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29577.0,8.75,29596.4684,10.7184,True,,,,,,,NO_STRUCTURAL_STOP,2026-07-13
EP-44520-ENTRY_ON_TAP,EP-44520,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,B,LONDON,3,1,True,False,2026-07-14 03:04:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29567.0,18.75,29604.5,18.75,False,,,,,,,NO_STRUCTURAL_STOP,2026-07-13
EP-44521-ENTRY_ON_TAP,EP-44521,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,B,LONDON,1,1,False,False,2026-07-14 03:04:00-04:00,2026-07-14 03:05:00-04:00,2026-07-14 03:05:00-04:00,29585.75,10.7184,28.6325,29583.25,2.5,29596.4684,10.7184,True,,,,,,,NO_STRUCTURAL_STOP,2026-07-13
EP-44522-ENTRY_ON_TAP,EP-44522,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,LONDON,5,1,True,False,2026-07-14 03:05:00-04:00,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29593.0,4.25,29599.6155,10.8655,True,29583.25,ifvg,1,5.5,0.1921,0.5062,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44523-ENTRY_ON_IFVG_RETEST,EP-44523,NQU6,ENTRY_ON_IFVG_RETEST,IFVG_RETEST,1,C,LONDON,1,1,False,False,2026-07-14 03:05:00-04:00,2026-07-14 03:06:00-04:00,2026-07-14 03:06:00-04:00,29588.75,10.8655,28.6325,29582.25,6.5,29577.8845,10.8655,True,29589.5,ifvg,1,0.75,0.0262,0.069,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44523-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44523,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,C,LONDON,1,1,False,False,2026-07-14 03:05:00-04:00,2026-07-14 03:07:00-04:00,2026-07-14 03:07:00-04:00,29588.75,10.7357,28.6325,29582.25,6.5,29578.0143,10.7357,True,29589.5,ifvg,1,0.75,0.0262,0.0699,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44523-ENTRY_ON_NEW_FVG,EP-44523,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,1,C,LONDON,1,1,False,False,2026-07-14 03:05:00-04:00,2026-07-14 03:07:00-04:00,2026-07-14 03:07:00-04:00,29588.75,10.7357,28.6325,29582.25,6.5,29578.0143,10.7357,True,29589.5,ifvg,1,0.75,0.0262,0.0699,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44524-ENTRY_ON_TAP,EP-44524,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,B,LONDON,5,5,False,False,,2026-07-14 03:10:00-04:00,2026-07-14 03:10:00-04:00,29592.5,10.8023,28.2936,29609.5,17.0,29609.5,17.0,False,29588.75,ifvg,1,3.75,0.1325,0.2206,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44524-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44524,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,LONDON,5,5,False,False,,2026-07-14 03:20:00-04:00,2026-07-14 03:20:00-04:00,29590.25,10.9677,27.7688,29609.5,19.25,29609.5,19.25,False,29588.75,ifvg,1,1.5,0.054,0.0779,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44524-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44524,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,B,LONDON,5,5,False,False,,2026-07-14 03:20:00-04:00,2026-07-14 03:20:00-04:00,29590.25,10.9677,27.7688,29609.5,19.25,29609.5,19.25,False,29588.75,ifvg,1,1.5,0.054,0.0779,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44525-ENTRY_ON_TAP,EP-44525,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,B,LONDON,5,5,False,False,,2026-07-14 03:10:00-04:00,2026-07-14 03:10:00-04:00,29592.5,10.8023,28.2936,29593.0,0.5,29603.3023,10.8023,True,29588.75,ifvg,1,3.75,0.1325,0.3471,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44526-ENTRY_ON_TAP,EP-44526,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,LONDON,1,1,False,False,2026-07-14 03:06:00-04:00,2026-07-14 03:07:00-04:00,2026-07-14 03:07:00-04:00,29588.75,10.7357,28.6325,29596.0,7.25,29599.4857,10.7357,True,29588.0,fvg,1,0.75,0.0262,0.0699,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44527-ENTRY_ON_TAP,EP-44527,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,B,LONDON,3,3,False,False,,2026-07-14 03:09:00-04:00,2026-07-14 03:09:00-04:00,29597.5,10.8154,28.6325,29604.5,7.0,29608.3154,10.8154,True,29597.0,ifvg,3,0.5,0.0175,0.0462,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44527-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44527,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,B,LONDON,3,3,False,False,,2026-07-14 03:12:00-04:00,2026-07-14 03:12:00-04:00,29581.5,10.9039,28.2936,29604.5,23.0,29604.5,23.0,False,29581.0,ifvg,1,0.5,0.0177,0.0217,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44527-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44527,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,B,LONDON,3,3,False,False,,2026-07-14 03:12:00-04:00,2026-07-14 03:12:00-04:00,29581.5,10.9039,28.2936,29604.5,23.0,29604.5,23.0,False,29581.0,ifvg,1,0.5,0.0177,0.0217,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44527-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-44527,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,-1,B,LONDON,3,3,False,False,,2026-07-14 03:12:00-04:00,2026-07-14 03:12:00-04:00,29581.5,10.9039,28.2936,29604.5,23.0,29604.5,23.0,False,29581.0,ifvg,1,0.5,0.0177,0.0217,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44528-ENTRY_ON_TAP,EP-44528,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,F,LONDON,5,1,True,False,2026-07-14 03:07:00-04:00,2026-07-14 03:08:00-04:00,2026-07-14 03:08:00-04:00,29592.25,10.8509,28.6325,29609.5,17.25,29609.5,17.25,False,29588.75,ifvg,1,3.5,0.1222,0.2029,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44528-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-44528,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,F,LONDON,5,1,True,False,2026-07-14 03:07:00-04:00,2026-07-14 03:10:00-04:00,2026-07-14 03:10:00-04:00,29592.5,10.8023,28.2936,29609.5,17.0,29609.5,17.0,False,29588.75,ifvg,1,3.75,0.1325,0.2206,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
EP-44528-ENTRY_ON_MINIMAL_WICK_REJECTION,EP-44528,NQU6,ENTRY_ON_MINIMAL_WICK_REJECTION,MINIMAL_WICK_REJECTION,-1,F,LONDON,5,1,True,False,2026-07-14 03:07:00-04:00,2026-07-14 03:10:00-04:00,2026-07-14 03:10:00-04:00,29592.5,10.8023,28.2936,29609.5,17.0,29609.5,17.0,False,29588.75,ifvg,1,3.75,0.1325,0.2206,TARGET_DISTANCE_BELOW_5M_ATR24,2026-07-13
