variant_id,episode_id,symbol,entry_variant,reaction_state,direction,lane,session,context_tf,trigger_tf,is_multi_timeframe,executable,interaction_ts,trigger_ts,entry_ts,entry_price,atr_1m_24,atr_5m_24,raw_stop_price,raw_stop_distance,effective_stop_price,effective_stop_distance,stop_widened_by_atr_floor,target_surface,target_family,target_tf,target_distance,target_distance_atr5_multiple,natural_rr,rejection_reason,match_prev_1_session,support_prev_1_session,items_prev_1_session,match_prev_3_sessions,support_prev_3_sessions,items_prev_3_sessions,match_prev_10_sessions,support_prev_10_sessions,items_prev_10_sessions,match_prev_20_sessions,support_prev_20_sessions,items_prev_20_sessions,cross_lookback,rejection_reason
EP-42317-ENTRY_ON_TAP,EP-42317,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 20:06:00-04:00,2026-07-12 20:07:00-04:00,2026-07-12 20:07:00-04:00,29996.0,16.7995,28.2905,29977.75,18.25,30014.25,18.25,False,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42325-ENTRY_ON_TAP,EP-42325,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 20:11:00-04:00,2026-07-12 20:12:00-04:00,2026-07-12 20:12:00-04:00,30022.0,18.6157,29.3721,30041.0,19.0,30041.0,19.0,False,30021.75,ifvg,1,0.25,0.0085,0.0132,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42326-ENTRY_ON_TAP,EP-42326,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,1,True,False,2026-07-12 20:12:00-04:00,2026-07-12 20:13:00-04:00,2026-07-12 20:13:00-04:00,30014.25,18.4755,29.3721,30041.0,26.75,30041.0,26.75,False,30013.5,ifvg,1,0.75,0.0255,0.028,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42331-ENTRY_ON_TAP,EP-42331,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 20:18:00-04:00,2026-07-12 20:18:00-04:00,29981.25,18.6586,30.0441,30003.5,22.25,29959.0,22.25,False,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42341-ENTRY_ON_TAP,EP-42341,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 20:24:00-04:00,2026-07-12 20:24:00-04:00,30004.0,18.9198,31.886,29958.0,46.0,29958.0,46.0,False,30004.5,ifvg,1,0.5,0.0157,0.0109,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42346-ENTRY_ON_TAP,EP-42346,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 20:27:00-04:00,2026-07-12 20:28:00-04:00,2026-07-12 20:28:00-04:00,29983.25,18.4308,32.4012,30004.5,21.25,30004.5,21.25,False,29983.0,ifvg,1,0.25,0.0077,0.0118,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42346-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42346,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,1,1,False,False,2026-07-12 20:27:00-04:00,2026-07-12 20:30:00-04:00,2026-07-12 20:30:00-04:00,29968.0,18.1179,32.7386,30004.5,36.5,30004.5,36.5,False,29967.0,rb,5,1.0,0.0305,0.0274,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42348-ENTRY_ON_TAP,EP-42348,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 20:30:00-04:00,2026-07-12 20:30:00-04:00,29968.0,18.1179,32.7386,29984.0,16.0,29949.8821,18.1179,True,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42358-ENTRY_ON_TAP,EP-42358,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 20:36:00-04:00,2026-07-12 20:36:00-04:00,29921.25,18.0559,33.8745,29936.25,15.0,29903.1941,18.0559,True,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42360-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42360,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,-1,C,ASIA,1,1,False,False,2026-07-12 20:35:00-04:00,2026-07-12 20:37:00-04:00,2026-07-12 20:37:00-04:00,29912.0,17.9285,33.8745,29942.25,30.25,29942.25,30.25,False,29911.75,ifvg,60,0.25,0.0074,0.0083,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42361-ENTRY_ON_TAP,EP-42361,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 20:36:00-04:00,2026-07-12 20:37:00-04:00,2026-07-12 20:37:00-04:00,29912.0,17.9285,33.8745,29928.5,16.5,29929.9285,17.9285,True,29911.75,ifvg,60,0.25,0.0074,0.0139,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42363-ENTRY_ON_TAP,EP-42363,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 20:39:00-04:00,2026-07-12 20:39:00-04:00,29898.75,17.7686,33.8745,29911.75,13.0,29880.9814,17.7686,True,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42367-ENTRY_ON_TAP,EP-42367,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 20:42:00-04:00,2026-07-12 20:42:00-04:00,29870.5,18.5809,34.2339,29890.0,19.5,29851.0,19.5,False,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42373-ENTRY_ON_TAP,EP-42373,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 20:43:00-04:00,2026-07-12 20:44:00-04:00,2026-07-12 20:44:00-04:00,29875.5,18.507,34.2339,29885.75,10.25,29894.007,18.507,True,29875.25,ifvg,1,0.25,0.0073,0.0135,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42375-ENTRY_ON_TAP,EP-42375,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,1,True,False,2026-07-12 20:45:00-04:00,2026-07-12 20:46:00-04:00,2026-07-12 20:46:00-04:00,29898.25,18.4292,35.0367,29891.0,7.25,29916.6792,18.4292,True,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42388-ENTRY_ON_TAP,EP-42388,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 20:57:00-04:00,2026-07-12 20:57:00-04:00,29833.0,20.334,36.5372,29807.5,25.5,29807.5,25.5,False,29833.75,ifvg,15,0.75,0.0205,0.0294,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42390-ENTRY_ON_TAP,EP-42390,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,5,5,False,False,,2026-07-12 21:00:00-04:00,2026-07-12 21:00:00-04:00,29836.75,19.8538,36.0356,29807.5,29.25,29807.5,29.25,False,29837.25,ifvg,1,0.5,0.0139,0.0171,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42392-ENTRY_ON_TAP,EP-42392,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,1,True,False,2026-07-12 20:57:00-04:00,2026-07-12 20:58:00-04:00,2026-07-12 20:58:00-04:00,29831.25,20.0388,36.5372,29845.5,14.25,29851.2888,20.0388,True,29830.5,ifvg,3,0.75,0.0205,0.0374,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42393-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42393,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,3,3,False,False,,2026-07-12 21:06:00-04:00,2026-07-12 21:06:00-04:00,29819.5,20.3661,36.3362,29845.5,26.0,29845.5,26.0,False,29819.25,ifvg,1,0.25,0.0069,0.0096,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42394-ENTRY_ON_TAP,EP-42394,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 20:59:00-04:00,2026-07-12 21:00:00-04:00,2026-07-12 21:00:00-04:00,29836.75,19.8538,36.0356,29845.0,8.25,29856.6038,19.8538,True,29836.25,ifvg,1,0.5,0.0139,0.0252,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42403-ENTRY_ON_TAP,EP-42403,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:11:00-04:00,2026-07-12 21:12:00-04:00,2026-07-12 21:12:00-04:00,29796.75,20.1423,36.1035,29826.25,29.5,29826.25,29.5,False,29796.5,ifvg,5,0.25,0.0069,0.0085,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42405-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42405,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,3,1,True,False,2026-07-12 21:12:00-04:00,2026-07-12 21:16:00-04:00,2026-07-12 21:16:00-04:00,29842.25,20.3098,35.8804,29788.75,53.5,29788.75,53.5,False,29843.0,ifvg,1,0.75,0.0209,0.014,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42405-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42405,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,1,A,ASIA,3,1,True,False,2026-07-12 21:12:00-04:00,2026-07-12 21:16:00-04:00,2026-07-12 21:16:00-04:00,29842.25,20.3098,35.8804,29788.75,53.5,29788.75,53.5,False,29843.0,ifvg,1,0.75,0.0209,0.014,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42406-ENTRY_ON_TAP,EP-42406,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 21:15:00-04:00,2026-07-12 21:15:00-04:00,29812.75,19.758,35.8804,29788.75,24.0,29788.75,24.0,False,29813.0,ifvg,1,0.25,0.007,0.0104,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42406-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42406,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,3,3,False,False,,2026-07-12 21:18:00-04:00,2026-07-12 21:18:00-04:00,29827.25,20.0649,35.8804,29788.75,38.5,29788.75,38.5,False,29827.75,ifvg,30,0.5,0.0139,0.013,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42409-ENTRY_ON_TAP,EP-42409,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,1,True,False,2026-07-12 21:15:00-04:00,2026-07-12 21:16:00-04:00,2026-07-12 21:16:00-04:00,29842.25,20.3098,35.8804,29819.5,22.75,29865.0,22.75,False,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42412-ENTRY_ON_TAP,EP-42412,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,3,1,True,False,2026-07-12 21:18:00-04:00,2026-07-12 21:19:00-04:00,2026-07-12 21:19:00-04:00,29824.75,19.833,35.8804,29849.0,24.25,29849.0,24.25,False,29824.5,ifvg,1,0.25,0.007,0.0103,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42414-ENTRY_ON_DELAYED_DISPLACEMENT,EP-42414,NQU6,ENTRY_ON_DELAYED_DISPLACEMENT,DELAYED_DISPLACEMENT,-1,A,ASIA,3,3,False,False,,2026-07-12 21:27:00-04:00,2026-07-12 21:27:00-04:00,29796.75,18.3858,35.7821,29849.0,52.25,29849.0,52.25,False,29796.5,ifvg,5,0.25,0.007,0.0048,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42418-ENTRY_ON_TAP,EP-42418,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 21:24:00-04:00,2026-07-12 21:24:00-04:00,29825.25,18.4212,35.9791,29818.5,6.75,29806.8288,18.4212,True,29826.25,ifvg,3,1.0,0.0278,0.0543,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42419-ENTRY_ON_TAP,EP-42419,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:22:00-04:00,2026-07-12 21:23:00-04:00,2026-07-12 21:23:00-04:00,29829.0,18.8308,35.9791,29837.25,8.25,29847.8308,18.8308,True,29827.25,ifvg,5,1.75,0.0486,0.0929,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42421-ENTRY_ON_TAP,EP-42421,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,5,5,False,False,,2026-07-12 21:30:00-04:00,2026-07-12 21:30:00-04:00,29808.75,18.0107,35.5516,29788.75,20.0,29788.75,20.0,False,29809.25,ifvg,3,0.5,0.0141,0.025,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42422-ENTRY_ON_TAP,EP-42422,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:28:00-04:00,2026-07-12 21:29:00-04:00,2026-07-12 21:29:00-04:00,29794.75,17.9459,35.7821,29806.75,12.0,29812.6959,17.9459,True,29794.5,ifvg,1,0.25,0.007,0.0139,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42428-ENTRY_ON_TAP,EP-42428,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:32:00-04:00,2026-07-12 21:33:00-04:00,2026-07-12 21:33:00-04:00,29811.75,17.9528,35.5516,29810.0,1.75,29829.7028,17.9528,True,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42429-ENTRY_ON_TAP,EP-42429,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:35:00-04:00,2026-07-12 21:36:00-04:00,2026-07-12 21:36:00-04:00,29810.5,17.81,35.2369,29817.5,7.0,29828.31,17.81,True,29810.0,ifvg,1,0.5,0.0142,0.0281,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42431-ENTRY_ON_TAP,EP-42431,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:38:00-04:00,2026-07-12 21:39:00-04:00,2026-07-12 21:39:00-04:00,29833.25,17.5408,35.2369,29849.0,15.75,29850.7908,17.5408,True,29831.5,ifvg,1,1.75,0.0497,0.0998,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42436-ENTRY_ON_TAP,EP-42436,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 21:45:00-04:00,2026-07-12 21:45:00-04:00,29812.25,17.0037,35.84,29824.75,12.5,29795.2463,17.0037,True,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42439-ENTRY_ON_TAP,EP-42439,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 21:48:00-04:00,2026-07-12 21:48:00-04:00,29795.5,16.337,35.84,29803.25,7.75,29779.163,16.337,True,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42440-ENTRY_ON_TAP,EP-42440,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,5,5,False,False,,2026-07-12 21:50:00-04:00,2026-07-12 21:50:00-04:00,29777.75,17.0995,35.8779,29803.25,25.5,29752.25,25.5,False,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42441-ENTRY_ON_TAP,EP-42441,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:48:00-04:00,2026-07-12 21:49:00-04:00,2026-07-12 21:49:00-04:00,29782.5,16.8647,35.84,29798.5,16.0,29799.3647,16.8647,True,29781.75,ifvg,5,0.75,0.0209,0.0445,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42441-ENTRY_ON_NEW_FVG,EP-42441,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,1,1,False,False,2026-07-12 21:48:00-04:00,2026-07-12 21:54:00-04:00,2026-07-12 21:54:00-04:00,29749.5,17.1337,35.8779,29798.5,49.0,29798.5,49.0,False,29748.75,ifvg,1,0.75,0.0209,0.0153,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42442-ENTRY_ON_TAP,EP-42442,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:50:00-04:00,2026-07-12 21:51:00-04:00,2026-07-12 21:51:00-04:00,29783.25,16.9912,35.8779,29799.5,16.25,29800.2412,16.9912,True,29782.75,ifvg,1,0.5,0.0139,0.0294,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42444-ENTRY_ON_TAP,EP-42444,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 21:54:00-04:00,2026-07-12 21:54:00-04:00,29749.5,17.1337,35.8779,29772.75,23.25,29726.25,23.25,False,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42447-ENTRY_ON_TAP,EP-42447,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 21:57:00-04:00,2026-07-12 21:57:00-04:00,29762.25,17.7185,36.2476,29742.5,19.75,29742.5,19.75,False,29762.5,ifvg,1,0.25,0.0069,0.0127,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42448-ENTRY_ON_FIRST_CLOSE_OUTSIDE,EP-42448,NQU6,ENTRY_ON_FIRST_CLOSE_OUTSIDE,CLOSE_BACK_OUTSIDE,1,A,ASIA,5,1,True,False,2026-07-12 21:55:00-04:00,2026-07-12 21:57:00-04:00,2026-07-12 21:57:00-04:00,29762.25,17.7185,36.2476,29742.5,19.75,29742.5,19.75,False,29762.5,ifvg,1,0.25,0.0069,0.0127,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42448-ENTRY_ON_IMMEDIATE_DISPLACEMENT,EP-42448,NQU6,ENTRY_ON_IMMEDIATE_DISPLACEMENT,IMMEDIATE_DISPLACEMENT,1,A,ASIA,5,1,True,False,2026-07-12 21:55:00-04:00,2026-07-12 21:57:00-04:00,2026-07-12 21:57:00-04:00,29762.25,17.7185,36.2476,29742.5,19.75,29742.5,19.75,False,29762.5,ifvg,1,0.25,0.0069,0.0127,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42449-ENTRY_ON_TAP,EP-42449,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,5,5,False,False,,2026-07-12 22:00:00-04:00,2026-07-12 22:00:00-04:00,29762.75,17.7006,36.1123,29742.5,20.25,29742.5,20.25,False,29763.5,ifvg,1,0.75,0.0208,0.037,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42450-ENTRY_ON_TAP,EP-42450,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:56:00-04:00,2026-07-12 21:57:00-04:00,2026-07-12 21:57:00-04:00,29762.25,17.7185,36.2476,29762.0,0.25,29779.9685,17.7185,True,,,,,,,NO_STRUCTURAL_STOP,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,NO_STRUCTURAL_STOP
EP-42451-ENTRY_ON_TAP,EP-42451,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 21:57:00-04:00,2026-07-12 21:58:00-04:00,2026-07-12 21:58:00-04:00,29751.5,17.9698,36.2476,29769.25,17.75,29769.4698,17.9698,True,29750.5,ifvg,3,1.0,0.0276,0.0556,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42453-ENTRY_ON_TAP,EP-42453,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 22:03:00-04:00,2026-07-12 22:03:00-04:00,29751.5,18.5522,36.1123,29743.25,8.25,29732.9478,18.5522,True,29752.5,ifvg,1,1.0,0.0277,0.0539,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42458-ENTRY_ON_TAP,EP-42458,NQU6,ENTRY_ON_TAP,TAP_ONLY,-1,A,ASIA,1,1,False,False,2026-07-12 22:04:00-04:00,2026-07-12 22:05:00-04:00,2026-07-12 22:05:00-04:00,29750.75,18.3608,36.4826,29762.5,11.75,29769.1108,18.3608,True,29750.5,ifvg,3,0.25,0.0069,0.0136,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42458-ENTRY_ON_NEW_FVG,EP-42458,NQU6,ENTRY_ON_NEW_FVG,NEW_FVG,-1,A,ASIA,1,1,False,False,2026-07-12 22:04:00-04:00,2026-07-12 22:09:00-04:00,2026-07-12 22:09:00-04:00,29734.75,18.1965,36.4826,29762.5,27.75,29762.5,27.75,False,29734.5,ifvg,1,0.25,0.0069,0.009,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42460-ENTRY_ON_TAP,EP-42460,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,5,5,False,False,,2026-07-12 22:10:00-04:00,2026-07-12 22:10:00-04:00,29742.25,18.1883,36.7437,29727.0,15.25,29724.0617,18.1883,True,29742.5,ifvg,1,0.25,0.0068,0.0137,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
EP-42463-ENTRY_ON_TAP,EP-42463,NQU6,ENTRY_ON_TAP,TAP_ONLY,1,A,ASIA,3,3,False,False,,2026-07-12 22:12:00-04:00,2026-07-12 22:12:00-04:00,29736.5,17.8244,36.7437,29728.5,8.0,29718.6756,17.8244,True,29737.0,ifvg,1,0.5,0.0136,0.0281,TARGET_DISTANCE_BELOW_5M_ATR24,,0,,,0,,,0,,,0,,NO_ACTIONABLE_MATCH,TARGET_DISTANCE_BELOW_5M_ATR24
