candidate_id,year,entry_ts,direction,context_id,context_family,context_tf,trigger_tf,entry_variant,old_present,new_present,removal_reason,context_zone_lo,context_zone_hi,contract_old,contract_new
seg001_NQM8::EP-39203-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-17 10:45:00-04:00,1,,DELAYED_DISPLACEMENT,3,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-39204-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-17 10:45:00-04:00,1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-39204-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-17 10:45:00-04:00,1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-39204-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-04-17 10:45:00-04:00,1,,IMMEDIATE_DISPLACEMENT,3,3,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-39204-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-17 10:54:00-04:00,1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-39206-ENTRY_ON_TAP,2018,2018-04-17 10:45:00-04:00,1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-39206-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-17 10:55:00-04:00,1,,CLOSE_BACK_OUTSIDE,5,5,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-39206-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-17 10:55:00-04:00,1,,DELAYED_DISPLACEMENT,5,5,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-39208-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-17 10:45:00-04:00,1,,DELAYED_DISPLACEMENT,5,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-39211-ENTRY_ON_TAP,2018,2018-04-17 10:48:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39212-ENTRY_ON_TAP,2018,2018-04-17 10:50:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39212-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-17 10:51:00-04:00,1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39212-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-17 10:52:00-04:00,1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39212-ENTRY_ON_NEW_FVG,2018,2018-04-17 10:53:00-04:00,1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39216-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-17 10:59:00-04:00,1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39216-ENTRY_ON_NEW_FVG,2018,2018-04-17 11:00:00-04:00,1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39227-ENTRY_ON_TAP,2018,2018-04-17 11:10:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-39231-ENTRY_ON_TAP,2018,2018-04-17 11:15:00-04:00,1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39232-ENTRY_ON_TAP,2018,2018-04-17 11:15:00-04:00,1,,TAP_ONLY,3,3,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39232-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-17 11:21:00-04:00,1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-39232-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-17 11:21:00-04:00,1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-39232-ENTRY_ON_NEW_FVG,2018,2018-04-17 11:27:00-04:00,1,,NEW_FVG,3,3,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-39233-ENTRY_ON_TAP,2018,2018-04-17 11:15:00-04:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-39233-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-17 11:21:00-04:00,1,,CLOSE_BACK_OUTSIDE,5,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-39233-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-17 11:21:00-04:00,1,,MINIMAL_WICK_REJECTION,5,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-39233-ENTRY_ON_NEW_FVG,2018,2018-04-17 11:23:00-04:00,1,,NEW_FVG,5,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-39235-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-17 11:21:00-04:00,1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-39235-ENTRY_ON_NEW_FVG,2018,2018-04-17 11:23:00-04:00,1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-39239-ENTRY_ON_TAP,2018,2018-04-17 11:19:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-39239-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-17 11:21:00-04:00,1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-39239-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-17 11:21:00-04:00,1,,MINIMAL_WICK_REJECTION,1,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-39239-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-17 11:21:00-04:00,1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-39239-ENTRY_ON_NEW_FVG,2018,2018-04-17 11:23:00-04:00,1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-39244-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-17 11:26:00-04:00,1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-39244-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-17 11:26:00-04:00,1,,MINIMAL_WICK_REJECTION,1,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-40489-ENTRY_ON_STRONG_REJECTION,2018,2018-04-18 09:31:00-04:00,-1,,STRONG_REJECTION_DEPARTURE,1,1,ENTRY_ON_STRONG_REJECTION,True,True,,,,,
seg001_NQM8::EP-40490-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-18 09:35:00-04:00,1,,CLOSE_BACK_OUTSIDE,5,5,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40490-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-18 09:35:00-04:00,1,,MINIMAL_WICK_REJECTION,5,5,ENTRY_ON_MINIMAL_WICK_REJECTION,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40500-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-18 09:34:00-04:00,-1,,CLOSE_BACK_OUTSIDE,5,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40500-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-18 09:34:00-04:00,-1,,MINIMAL_WICK_REJECTION,5,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40504-ENTRY_ON_TAP,2018,2018-04-18 09:35:00-04:00,1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-40507-ENTRY_ON_TAP,2018,2018-04-18 09:40:00-04:00,1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40510-ENTRY_ON_TAP,2018,2018-04-18 09:39:00-04:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-40511-ENTRY_ON_TAP,2018,2018-04-18 09:40:00-04:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40513-ENTRY_ON_TAP,2018,2018-04-18 09:41:00-04:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40520-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-18 09:47:00-04:00,-1,,CLOSE_BACK_OUTSIDE,5,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-40520-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-04-18 09:47:00-04:00,-1,,IMMEDIATE_DISPLACEMENT,5,1,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-40523-ENTRY_ON_TAP,2018,2018-04-18 09:47:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40523-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-18 09:48:00-04:00,1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40524-ENTRY_ON_TAP,2018,2018-04-18 09:48:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-40542-ENTRY_ON_TAP,2018,2018-04-18 10:02:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-40548-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-18 10:09:00-04:00,-1,,CLOSE_BACK_OUTSIDE,3,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-40548-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-18 10:09:00-04:00,-1,,DELAYED_DISPLACEMENT,3,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-40549-ENTRY_ON_TAP,2018,2018-04-18 10:09:00-04:00,-1,,TAP_ONLY,3,3,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-40551-ENTRY_ON_TAP,2018,2018-04-18 10:09:00-04:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-40555-ENTRY_ON_TAP,2018,2018-04-18 10:13:00-04:00,-1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41806-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-19 09:33:00-04:00,-1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-41806-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-19 09:33:00-04:00,-1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-41811-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-19 09:33:00-04:00,-1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-41811-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-19 09:33:00-04:00,-1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-41811-ENTRY_ON_STRONG_REJECTION,2018,2018-04-19 09:36:00-04:00,-1,,STRONG_REJECTION_DEPARTURE,3,3,ENTRY_ON_STRONG_REJECTION,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41811-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-04-19 09:33:00-04:00,-1,,IMMEDIATE_DISPLACEMENT,3,3,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41811-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-19 09:36:00-04:00,-1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41811-ENTRY_ON_NEW_FVG,2018,2018-04-19 09:48:00-04:00,-1,,NEW_FVG,3,3,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-41813-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-19 09:35:00-04:00,-1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-41816-ENTRY_ON_TAP,2018,2018-04-19 09:35:00-04:00,-1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41817-ENTRY_ON_TAP,2018,2018-04-19 09:35:00-04:00,1,,TAP_ONLY,5,5,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41822-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-19 09:33:00-04:00,-1,,CLOSE_BACK_OUTSIDE,5,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-41822-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-19 09:35:00-04:00,-1,,DELAYED_DISPLACEMENT,5,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-41827-ENTRY_ON_NEW_FVG,2018,2018-04-19 09:48:00-04:00,-1,,NEW_FVG,3,3,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-41828-ENTRY_ON_TAP,2018,2018-04-19 09:41:00-04:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41831-ENTRY_ON_TAP,2018,2018-04-19 09:43:00-04:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41831-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-19 09:44:00-04:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41832-ENTRY_ON_TAP,2018,2018-04-19 09:43:00-04:00,1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41834-ENTRY_ON_TAP,2018,2018-04-19 09:44:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41835-ENTRY_ON_TAP,2018,2018-04-19 09:44:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41837-ENTRY_ON_TAP,2018,2018-04-19 09:46:00-04:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41840-ENTRY_ON_TAP,2018,2018-04-19 09:48:00-04:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41840-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-19 09:49:00-04:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-41842-ENTRY_ON_TAP,2018,2018-04-19 09:49:00-04:00,-1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41842-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-19 09:51:00-04:00,-1,,CLOSE_BACK_OUTSIDE,3,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-41842-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-19 09:51:00-04:00,-1,,MINIMAL_WICK_REJECTION,3,1,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-41843-ENTRY_ON_TAP,2018,2018-04-19 09:51:00-04:00,-1,,TAP_ONLY,3,3,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41865-ENTRY_ON_TAP,2018,2018-04-19 10:04:00-04:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41909-ENTRY_ON_TAP,2018,2018-04-19 10:32:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41919-ENTRY_ON_TAP,2018,2018-04-19 10:42:00-04:00,1,,TAP_ONLY,3,3,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41920-ENTRY_ON_TAP,2018,2018-04-19 10:42:00-04:00,1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41932-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-19 10:57:00-04:00,-1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-41937-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-19 10:56:00-04:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-41942-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-19 11:03:00-04:00,-1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-41942-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-19 11:03:00-04:00,-1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,True,,,,,
seg001_NQM8::EP-41942-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-04-19 11:03:00-04:00,-1,,IMMEDIATE_DISPLACEMENT,3,3,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-41942-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-19 11:12:00-04:00,-1,,DELAYED_DISPLACEMENT,3,3,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-41955-ENTRY_ON_TAP,2018,2018-04-19 11:07:00-04:00,1,,TAP_ONLY,3,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-41957-ENTRY_ON_TAP,2018,2018-04-19 11:11:00-04:00,-1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-41957-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-19 11:12:00-04:00,-1,,CLOSE_BACK_OUTSIDE,5,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-41957-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-04-19 11:12:00-04:00,-1,,IMMEDIATE_DISPLACEMENT,5,1,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-41957-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-19 11:13:00-04:00,-1,,DELAYED_DISPLACEMENT,5,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-41957-ENTRY_ON_NEW_FVG,2018,2018-04-19 11:12:00-04:00,-1,,NEW_FVG,5,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-41965-ENTRY_ON_TAP,2018,2018-04-19 11:18:00-04:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43342-ENTRY_ON_IFVG_RETEST,2018,2018-04-20 09:32:00-04:00,1,,IFVG_RETEST,5,1,ENTRY_ON_IFVG_RETEST,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43343-ENTRY_ON_TAP,2018,2018-04-20 09:33:00-04:00,1,,TAP_ONLY,5,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-43350-ENTRY_ON_TAP,2018,2018-04-20 09:40:00-04:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-43364-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-20 10:05:00-04:00,-1,,CLOSE_BACK_OUTSIDE,5,5,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-43364-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-20 10:05:00-04:00,-1,,DELAYED_DISPLACEMENT,5,5,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-43365-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-20 10:00:00-04:00,1,,CLOSE_BACK_OUTSIDE,5,5,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43365-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-20 10:00:00-04:00,1,,MINIMAL_WICK_REJECTION,5,5,ENTRY_ON_MINIMAL_WICK_REJECTION,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43365-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-04-20 10:00:00-04:00,1,,IMMEDIATE_DISPLACEMENT,5,5,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43375-ENTRY_ON_NEW_FVG,2018,2018-04-20 09:59:00-04:00,1,,NEW_FVG,1,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-43376-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-20 10:00:00-04:00,1,,CLOSE_BACK_OUTSIDE,3,3,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43376-ENTRY_ON_MINIMAL_WICK_REJECTION,2018,2018-04-20 10:00:00-04:00,1,,MINIMAL_WICK_REJECTION,3,3,ENTRY_ON_MINIMAL_WICK_REJECTION,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43376-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-04-20 10:00:00-04:00,1,,IMMEDIATE_DISPLACEMENT,3,3,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43378-ENTRY_ON_NEW_FVG,2018,2018-04-20 09:59:00-04:00,1,,NEW_FVG,3,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-43380-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-20 09:59:00-04:00,1,,CLOSE_BACK_OUTSIDE,3,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-43380-ENTRY_ON_NEW_FVG,2018,2018-04-20 09:59:00-04:00,1,,NEW_FVG,3,1,ENTRY_ON_NEW_FVG,True,True,,,,,
seg001_NQM8::EP-43382-ENTRY_ON_TAP,2018,2018-04-20 10:00:00-04:00,1,,TAP_ONLY,3,3,ENTRY_ON_TAP,True,True,,,,,
seg001_NQM8::EP-43389-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-20 10:04:00-04:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-43389-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-20 10:05:00-04:00,-1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,True,,,,,
seg001_NQM8::EP-43391-ENTRY_ON_IFVG_RETEST,2018,2018-04-20 10:04:00-04:00,-1,,IFVG_RETEST,1,1,ENTRY_ON_IFVG_RETEST,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43391-ENTRY_ON_FIRST_CLOSE_OUTSIDE,2018,2018-04-20 10:05:00-04:00,-1,,CLOSE_BACK_OUTSIDE,1,1,ENTRY_ON_FIRST_CLOSE_OUTSIDE,True,True,,,,,
seg001_NQM8::EP-43391-ENTRY_ON_IMMEDIATE_DISPLACEMENT,2018,2018-04-20 10:05:00-04:00,-1,,IMMEDIATE_DISPLACEMENT,1,1,ENTRY_ON_IMMEDIATE_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43391-ENTRY_ON_DELAYED_DISPLACEMENT,2018,2018-04-20 10:09:00-04:00,-1,,DELAYED_DISPLACEMENT,1,1,ENTRY_ON_DELAYED_DISPLACEMENT,True,False,NOT_IN_NEW_FILTERED,,,,
seg001_NQM8::EP-43393-ENTRY_ON_TAP,2018,2018-04-20 10:06:00-04:00,-1,,TAP_ONLY,1,1,ENTRY_ON_TAP,True,True,,,,,
